,000016.SH,000300.SH,000905.SH,HSI.HK,SPX.GI,CBA00601.CB,CBA02001.CB,BRN0Y.ICE,,,
date,上证50,沪深300,中证500,恒生指数,标普500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续,,,
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),,,
2010-01-04,2514.65,3535.229,4510.527,21823.2793,1132.99,128.633,106.8714,80.48,,,
2010-01-05,2543.99,3564.038,4557.475,22279.5801,1136.52,128.6461,106.9429,80.2,,,
2010-01-06,2514.01,3541.727,4550.279,22416.6699,1137.14,128.7032,106.9795,81.96,,,
2010-01-07,2463.76,3471.456,4459.155,22269.4492,1141.69,128.6368,106.9837,81.46,,,
2010-01-08,2466.17,3480.13,4514.452,22296.75,1144.98,128.5676,106.9435,81.43,,,
2010-01-11,2478.81,3482.052,4542.949,22411.5195,1146.98,128.5874,106.9959,80.5,,,
2010-01-12,2508.04,3534.916,4639.632,22326.6406,1136.22,128.5639,106.947,78.92,,,
2010-01-13,2399.64,3421.144,4591.024,21748.5996,1145.68,128.3986,106.9135,78.83,,,
2010-01-14,2422.77,3469.051,4714.1,21716.95,1148.46,128.4262,107.0804,78.11,,,
2010-01-15,2427.81,3482.738,4747.648,21654.1602,1136.03,128.435,107.1753,77.2,,,
2010-01-18,2421.19,3500.684,4829.062,21460.0098,--,128.4907,107.2387,77.13,,,
2010-01-19,2432.71,3507.482,4830.016,21677.9805,1150.23,128.5872,107.2468,77.76,,,
2010-01-20,2359.49,3394.434,4651.074,21286.1699,1138.04,128.7067,107.4545,76.1,,,
2010-01-21,2377.75,3408.574,4667.209,20862.6699,1116.48,128.7124,107.6256,74.3,,,
2010-01-22,2380.06,3366.197,4537.88,20726.1797,1091.76,128.7902,107.8118,72.38,,,
2010-01-25,2353.471,3328.014,4481.16,20598.5508,1096.78,128.8931,107.8795,73.78,,,
2010-01-26,2311.447,3242.797,4294.383,20109.3301,1092.17,129.0173,107.9505,73.28,,,
2010-01-27,2264.605,3198.566,4267.113,20033.0703,1097.5,129.1158,108.0026,72.34,,,
2010-01-28,2252.61,3206.57,4336.381,20356.3691,1084.53,129.1861,108.0392,72.39,,,
2010-01-29,2243.994,3204.155,4374.649,20121.9902,1073.87,129.3397,108.0404,71.18,,,
2010-02-01,2208.936,3152.707,4331.366,20243.75,1089.19,129.5646,108.188,73.27,,,
2010-02-02,2214.033,3146.189,4301.768,20272.1797,1103.32,129.7153,108.2281,75.89,,,
2010-02-03,2277.798,3230.715,4363.079,20722.0801,1097.28,129.9378,108.2793,75.87,,,
2010-02-04,2261.358,3218.802,4408.441,20341.6406,1063.11,129.851,108.2587,71.63,,,
2010-02-05,2219.6,3153.087,4311.293,19665.0801,1066.19,130.0338,108.3011,70.3,,,
2010-02-08,2211.135,3150.988,4310.894,19550.8906,1056.74,130.0739,108.4584,69.92,,,
2010-02-09,2229.038,3169.19,4311.891,19790.2793,1070.52,130.0972,108.6063,72,,,
2010-02-10,2259.99,3214.13,4366.25,19922.2207,1068.13,130.1444,108.6165,72.69,,,
2010-02-11,2265.138,3220.398,4356.517,20290.6895,1078.47,130.223,108.6282,74.2,,,
2010-02-12,2284.386,3251.278,4416.219,20268.6895,1075.51,130.2426,108.6313,73.06,,,
2010-02-16,--,--,--,--,1094.87,--,--,--,,,
2010-02-17,--,--,--,20534.0098,1099.51,--,--,--,,,
2010-02-18,--,--,--,20422.1504,1106.75,--,--,--,,,
2010-02-19,--,--,--,19894.0195,1109.17,--,--,--,,,
2010-02-20,--,--,--,--,--,130.1429,108.7303,--,,,
2010-02-21,--,--,--,--,--,130.0915,108.6915,--,,,
2010-02-22,2269.045,3233.345,4419.547,20377.2695,1108.01,130.0633,108.7386,78.37,,,
2010-02-23,2227.952,3198.634,4459.155,20623,1094.6,130.0595,108.7215,77.37,,,
2010-02-24,2251.7,3244.483,4556.281,20467.7402,1105.24,130.1667,108.7713,78.5,,,
2010-02-25,2282.64,3292.128,4629.965,20399.57,1102.94,130.3948,108.8865,76.45,,,
2010-02-26,2274.325,3281.666,4634.671,20608.6992,1104.49,130.9049,109.1938,77.65,,,
2010-03-01,2311.075,3324.423,4686.266,21056.9297,1115.71,131.1311,109.2595,77.07,,,
2010-03-02,2302.185,3311.236,4690.293,20906.1094,1118.31,131.2365,109.3166,78.21,,,
2010-03-03,2311.841,3335.081,4758.434,20876.7891,1118.79,131.4959,109.5268,79.5,,,
2010-03-04,2261.926,3250.573,4586.523,20575.7793,1122.97,131.3342,109.5682,79,,,
2010-03-05,2267.939,3259.764,4604.586,20787.9707,1138.7,131.4434,109.7602,80.16,,,
2010-03-08,2284.682,3286.178,4654.583,21196.8691,1138.5,131.5799,109.9223,80.44,,,
2010-03-09,2302.393,3305.863,4660.126,21207.5508,1140.45,131.6048,109.9127,79.8,,,
2010-03-10,2292.503,3279.694,4598.994,21208.2891,1145.61,131.6352,110.1298,80.42,,,
2010-03-11,2300.043,3276.705,4562.872,21228.1992,1150.24,131.4396,110.263,80.39,,,
2010-03-12,2274.532,3233.126,4492.861,21209.7402,1149.99,131.416,110.3234,80.04,,,
2010-03-15,2240.731,3183.183,4454.76,21079.0996,1150.51,131.3868,110.3924,78.75,,,
2010-03-16,2261.515,3203.971,4491.465,21022.9297,1159.46,131.4073,110.409,80.85,,,
2010-03-17,2307.083,3273.916,4616.053,21384.4902,1166.21,131.6789,110.3688,81.85,,,
2010-03-18,2294.947,3267.555,4630.953,21330.6699,1165.83,131.7866,110.4194,81.49,,,
2010-03-19,2310.546,3293.871,4663.903,21370.8203,1159.9,131.7917,110.4971,79.8,,,
2010-03-22,2316.631,3302.628,4690.198,20933.25,1165.81,131.6992,110.4743,80.73,,,
2010-03-23,2292.004,3275.573,4658.626,20987.7793,1174.17,131.6681,110.5315,80.32,,,
2010-03-24,2291.833,3276.669,4683.065,21008.6191,1167.72,131.7258,110.582,79.3,,,
2010-03-25,2259.141,3229.128,4620.749,20778.5508,1165.73,131.6257,110.6264,79.6,,,
2010-03-26,2292.673,3275.002,4686.931,21053.1094,1166.59,131.4971,110.6396,79.36,,,
2010-03-29,2363.976,3358.54,4723.611,21237.4297,1173.22,131.4395,110.656,81.17,,,
2010-03-30,2368.51,3366.708,4744.423,21374.79,1173.27,131.2697,110.6892,81.28,,,
2010-03-31,2350.818,3345.607,4756.157,21239.3496,1169.43,131.3925,110.7487,82.7,,,
2010-04-01,2376.597,3391.935,4827.214,21537,1178.1,131.4357,110.7233,84.01,,,
2010-04-02,2379.194,3407.346,4843.175,--,--,131.361,110.8355,--,,,
2010-04-05,--,--,--,--,1187.44,--,--,85.88,,,
2010-04-06,2378.575,3405.145,4852.904,--,1189.44,131.4463,110.8881,86.15,,,
2010-04-07,2362.281,3386.949,4863.639,21928.7695,1182.45,131.2543,110.8099,85.59,,,
2010-04-08,2325.672,3346.744,4864.922,21867.0391,1186.44,131.033,110.743,84.81,,,
2010-04-09,2345.754,3379.17,4939.176,22208.5,1194.37,131.024,110.7963,84.93,,,
2010-04-12,2317.383,3351.478,4976.38,22138.17,1196.48,131.0697,110.8592,85.52,,,
2010-04-13,2364.837,3391.716,4919.873,22103.5293,1197.3,131.2269,110.8951,85.36,,,
2010-04-14,2366.611,3403.707,4977.508,22121.4297,1210.65,131.208,110.9284,86.95,,,
2010-04-15,2366.572,3394.574,4914.747,22157.8203,1211.67,131.2478,110.9866,87.57,,,
2010-04-16,2329.12,3356.332,4898.67,21865.2598,1192.13,131.3099,111.0129,86.03,,,
2010-04-19,2210.82,3176.423,4688.836,21405.1699,1197.52,131.606,111.102,84.5,,,
2010-04-20,2204.812,3173.374,4749.934,21623.3809,1207.17,131.7591,111.1831,85.05,,,
2010-04-21,2238.501,3236.679,4893.978,21510.9297,1205.94,131.7773,111.2484,85.69,,,
2010-04-22,2196.224,3201.541,4902.405,21454.9395,1208.67,131.8372,111.2937,85.67,,,
2010-04-23,2185.155,3190.003,4864.164,21244.49,1217.28,131.968,111.4581,87.21,,,
2010-04-26,2170.319,3171.997,4866.553,21587.0605,1212.05,132.1685,111.5219,86.62,,,
2010-04-27,2131.841,3108.409,4739.269,21261.7891,1183.71,132.1965,111.5961,85.2,,,
2010-04-28,2126.529,3097.353,4714.432,20949.4004,1191.36,132.2931,111.6525,86.3,,,
2010-04-29,2124.392,3060.064,4561.4,20778.9199,1206.78,132.3182,111.7116,87.15,,,
2010-04-30,2149.453,3067.365,4438.681,21108.5898,1186.69,132.3737,111.7426,87.47,,,
2010-05-03,--,--,--,20811.3594,1202.26,--,--,--,,,
2010-05-04,2109.812,3019.449,4434.131,20763.0508,1173.6,132.3334,111.6768,85.2,,,
2010-05-05,2110.045,3036.394,4564.807,20327.5391,1165.87,132.301,111.6679,82.34,,,
2010-05-06,2007.012,2896.856,4419.781,20133.4102,1128.15,132.3817,111.7688,79.83,,,
2010-05-07,1980.168,2836.789,4350.758,19920.2891,1110.88,132.7794,111.913,78.58,,,
2010-05-10,2007.522,2858.233,4269.108,20426.6406,1159.73,132.7566,111.9711,80.65,,,
2010-05-11,1967.66,2800.817,4144.352,20146.5098,1155.79,132.8023,111.9532,80.38,,,
2010-05-12,2001.131,2818.16,4042.516,20212.4902,1171.67,132.9485,111.9795,82.38,,,
2010-05-13,2041.556,2886.911,4157.842,20422.4609,1157.44,133.0255,112.0669,81.06,,,
2010-05-14,2019.73,2868.023,4184.841,20145.4297,1135.68,133.036,112.1167,78.5,,,
2010-05-17,1927.692,2714.715,3915.752,19715.1992,1136.94,133.3207,112.2018,75.65,,,
2010-05-18,1968.37,2771.348,3972.154,19944.9395,1120.8,133.5515,112.3828,74.32,,,
2010-05-19,1956.22,2762.174,3977.377,19578.9805,1115.05,133.8184,112.6006,73.66,,,
2010-05-20,1925.244,2726.022,3901.257,19545.8301,1071.59,133.6768,112.6743,70.83,,,
2010-05-21,1943.429,2768.791,3982.385,--,1087.69,133.75,112.6684,72.06,,,
2010-05-24,2007.763,2873.469,4163.477,19667.7598,1073.65,133.6287,112.6501,71,,,
2010-05-25,1958.458,2813.943,4133.346,18985.5,1074.03,133.6995,112.6627,68.7,,,
2010-05-26,1957.943,2813.944,4144.662,19196.4492,1067.95,133.706,112.6841,71.13,,,
2010-05-27,1982.952,2859.979,4218.637,19431.3691,1103.06,133.6444,112.662,74.95,,,
2010-05-28,1973.622,2850.302,4235.322,19766.71,1089.41,133.5968,112.6566,74.2,,,
2010-05-31,1926.109,2773.264,4104.364,19765.1895,--,133.5969,112.6929,74.65,,,
2010-06-01,1911.432,2744.162,4025.789,19496.9492,1070.71,133.3533,112.6755,72,,,
2010-06-02,1907.902,2757.527,4083.616,19471.8008,1098.38,133.4177,112.6961,74.63,,,
2010-06-03,1895.147,2736.076,4053.985,19786.7109,1102.83,133.5437,112.824,75.45,,,
2010-06-04,1894.45,2744.391,4089.035,19780.0703,1064.88,133.5952,112.8584,71.66,,,
2010-06-07,1853.363,2695.715,4072.568,19378.1504,1050.47,133.6927,112.9979,71.69,,,
2010-06-08,1845.13,2699.336,4109.317,19487.4805,1062,133.6477,113.0176,72.51,,,
2010-06-09,1906.896,2782.133,4211.881,19621.2402,1055.69,133.5114,113.0908,73.6,,,
2010-06-10,1873.824,2750.023,4223.566,19632.6992,1086.84,133.4352,113.1669,75.31,,,
2010-06-11,1883.196,2758.866,4197.995,19872.3809,1091.6,133.3135,113.0669,74.79,,,
2010-06-12,--,--,--,--,--,133.3185,113.1233,--,,,
2010-06-13,--,--,--,--,--,133.3045,113.1164,--,,,
2010-06-14,--,--,--,20051.9102,1089.63,--,--,--,,,
2010-06-15,--,--,--,20062.1504,1115.23,--,--,--,,,
2010-06-16,--,--,--,--,1114.61,--,--,--,,,
2010-06-17,1882.133,2742.733,4145.243,20138.4004,1116.04,133.3483,113.2517,78.57,,,
2010-06-18,1870.871,2696.166,3972.286,20286.7109,1117.51,132.8142,113.0881,78.39,,,
2010-06-21,1933.616,2780.663,4087.017,20912.1797,1113.2,132.8186,113.081,78.22,,,
2010-06-22,1930.002,2783.72,4119.722,20819.0801,1095.31,132.9126,113.1745,77.75,,,
2010-06-23,1913.626,2758.495,4094.568,20856.6094,1092.04,132.837,113.1582,75.92,,,
2010-06-24,1914.646,2757.498,4095.295,20733.4902,1073.69,132.8705,113.1303,76.41,,,
2010-06-25,1915.91,2736.287,4028.433,20690.7891,1076.76,133.0057,113.0603,78.41,,,
2010-06-28,1910.469,2716.777,3961.382,20726.6797,1074.57,133.2798,113.1505,77.65,,,
2010-06-29,1833.037,2592.019,3736.982,20248.9004,1041.24,133.4789,113.2271,75,,,
2010-06-30,1819.109,2563.07,3664.464,20128.9902,1030.71,133.6043,113.2959,74.62,,,
2010-07-01,1799.881,2526.071,3606.593,--,1027.37,133.6918,113.3396,71.98,,,
2010-07-02,1812.58,2534.105,3585.576,19905.3203,1022.58,133.7189,113.4129,71.92,,,
2010-07-05,1797.66,2512.651,3563.882,19842.1992,--,133.7492,113.5309,71.5,,,
2010-07-06,1826.395,2562.902,3665.334,20084.1191,1028.06,134.1151,113.6636,71.6,,,
2010-07-07,1829.557,2580.477,3718.662,19857.0703,1060.27,134.1504,113.7139,74.1,,,
2010-07-08,1828.131,2575.921,3698.342,20050.5605,1070.25,134.1592,113.7214,75.25,,,
2010-07-09,1870.303,2647.104,3807.604,20378.6602,1077.96,134.1259,113.7825,75.16,,,
2010-07-12,1887.671,2676.218,3849.52,20467.4297,1078.75,134.2383,113.8254,74.45,,,
2010-07-13,1859.152,2634.593,3788.751,20431.0605,1095.34,134.5375,113.9974,76.81,,,
2010-07-14,1873.038,2653.609,3824.046,20560.8105,1095.17,134.6135,114.2048,76.39,,,
2010-07-15,1840.668,2608.519,3735.395,20255.6191,1096.48,134.6169,114.413,75.92,,,
2010-07-16,1839.219,2616.128,3757.432,20250.1602,1064.88,134.6504,114.5637,75.35,,,
2010-07-19,1878.528,2682.472,3842.313,20090.9492,1071.25,134.7352,114.6438,75.5,,,
2010-07-20,1909.965,2741.503,3951.358,20264.5898,1083.48,134.6734,114.77,76.25,,,
2010-07-21,1914.33,2747.335,3959.427,20487.2305,1069.59,134.661,114.7953,75.45,,,
2010-07-22,1933.877,2781.286,4017.864,20589.6992,1093.67,134.6376,114.8678,77.7,,,
2010-07-23,1945.451,2793.076,4015.467,20815.3301,1102.66,134.5318,114.872,77.34,,,
2010-07-26,1951.87,2811.055,4071.094,20839.9102,1115.01,134.426,114.9531,77.35,,,
2010-07-27,1936.074,2795.724,4068.864,20973.3906,1113.84,134.3689,114.9163,75.6,,,
2010-07-28,1983.628,2863.724,4162.321,21091.1797,1106.13,134.2935,114.854,76,,,
2010-07-29,1993.87,2877.976,4194.04,21093.8203,1101.53,134.3385,114.9519,77.35,,,
2010-07-30,1986.76,2868.846,4191.13,21029.8105,1101.6,134.2745,114.9353,78.26,,,
2010-08-02,2015.655,2917.275,4267.895,21412.7891,1125.86,134.2957,114.9867,81.05,,,
2010-08-03,1978.414,2865.971,4193.641,21457.6602,1120.46,134.2316,115.0038,82.7,,,
2010-08-04,1981.525,2876.434,4248.014,21549.8809,1127.24,134.3546,115.0094,82.1,,,
2010-08-05,1954.336,2850.829,4267.955,21551.7207,1125.81,134.3946,115.0589,81.73,,,
2010-08-06,1979.228,2897.659,4356.012,21678.8008,1121.64,134.5001,115.0273,80.36,,,
2010-08-09,1988.017,2918.241,4413.568,21801.5898,1127.79,134.5353,115.0969,81.14,,,
2010-08-10,1934.587,2832.638,4246.46,21473.5996,1121.06,134.5527,115.1397,79.61,,,
2010-08-11,1939.844,2850.211,4297.904,21294.5391,1089.47,134.6633,115.1645,77.12,,,
2010-08-12,1914.451,2816.386,4241.592,21105.7109,1083.61,134.8768,115.3371,75.4,,,
2010-08-13,1930.671,2855.547,4323.052,21071.5703,1079.25,134.9047,115.5114,75.63,,,
2010-08-16,1971.295,2922.083,4423.315,21112.1191,1079.38,134.8958,115.5995,75.49,,,
2010-08-17,1979.789,2942.291,4457.759,21137.4297,1092.54,134.9072,115.6381,76.65,,,
2010-08-18,1974.664,2937.362,4457.127,21022.7305,1094.16,134.9318,115.6697,76.18,,,
2010-08-19,1994.162,2955.395,4461.488,21072.4609,1075.63,134.927,115.7509,75.35,,,
2010-08-20,1967.061,2898.333,4366.604,20981.8203,1071.69,134.9568,115.8397,74.33,,,
2010-08-23,1962.778,2896.192,4404.718,20889.0098,1067.36,135.0027,115.9102,73.44,,,
2010-08-24,1960.055,2911.827,4456.497,20658.7109,1051.87,135.0444,115.9573,72.15,,,
2010-08-25,1914.997,2843.023,4368.304,20634.9805,1055.33,135.0639,115.9566,73.83,,,
2010-08-26,1914.636,2850.093,4399.284,20612.0605,1047.22,135.0164,115.9379,74.72,,,
2010-08-27,1917.581,2858.566,4431.444,20597.3496,1064.59,135.0206,115.8967,76.93,,,
2010-08-30,1942.559,2915.01,4553.023,20737.2207,1048.92,135.0638,115.9758,76.6,,,
2010-08-31,1923.907,2903.188,4589.289,20536.4902,1049.33,135.0815,115.8919,76.58,,,
2010-09-01,1917.33,2884.042,4530.229,20623.8301,1080.29,135.0662,115.9069,76.26,,,
2010-09-02,1935.922,2921.393,4625.395,20868.9199,1090.1,135.0659,115.9743,76.82,,,
2010-09-03,1929.186,2920.205,4662.96,20971.5,1104.51,135.0567,115.9984,76.62,,,
2010-09-06,1975.677,2975.09,4651.963,21355.7695,--,135.0049,116.0357,76.81,,,
2010-09-07,1973.14,2983.108,4679.942,21401.7891,1091.84,134.8674,115.9122,77.37,,,
2010-09-08,1956.33,2980.967,4720.375,21088.8594,1098.87,134.8698,115.8993,78.17,,,
2010-09-09,1918.286,2926.46,4658.009,21167.2695,1104.18,134.8052,115.8354,77.35,,,
2010-09-10,1915.645,2932.554,4705.31,21257.3906,1109.55,134.6815,115.7583,78.14,,,
2010-09-13,1922.142,2962.319,4789.693,21658.3496,1121.9,134.5191,115.6939,79.16,,,
2010-09-14,1925.014,2965.009,4805.416,21696.0391,1121.1,134.489,115.6485,79.01,,,
2010-09-15,1893.027,2913.194,4730.143,21725.6406,1125.07,134.4343,115.6372,79.16,,,
2010-09-16,1858.449,2857.789,4610.916,21691.45,1124.66,134.416,115.5476,78.46,,,
2010-09-17,1857.31,2861.369,4603.489,21970.8594,1125.59,134.4012,115.5375,77.97,,,
2010-09-19,--,--,--,--,--,134.3969,115.5512,--,,,
2010-09-20,1860.854,2849.828,4553.12,21977.3398,1142.71,134.4035,115.555,79.36,,,
2010-09-21,1864.414,2857.476,4546.724,22002.5898,1139.78,134.426,115.4695,78.1,,,
2010-09-22,--,--,--,22047.7109,1134.28,--,--,--,,,
2010-09-23,--,--,--,--,1124.83,--,--,--,,,
2010-09-24,--,--,--,22119.4297,1148.67,--,--,--,,,
2010-09-25,--,--,--,--,--,134.4519,115.5061,--,,,
2010-09-26,--,--,--,--,--,134.4697,115.5065,--,,,
2010-09-27,1881.545,2905.029,4673.602,22340.8398,1142.16,134.4687,115.4284,78.14,,,
2010-09-28,1863.881,2880.907,4654.345,22109.9492,1147.7,134.4756,115.399,78.85,,,
2010-09-29,1868.749,2874.812,4590.317,22378.6699,1144.73,134.5083,115.3816,80.67,,,
2010-09-30,1913.109,2935.574,4660.605,22358.1699,1141.2,134.5667,115.4041,82.11,,,
2010-10-01,--,--,--,--,1146.24,--,--,--,,,
2010-10-04,--,--,--,22618.66,1137.03,--,--,--,,,
2010-10-05,--,--,--,22639.14,1160.75,--,--,--,,,
2010-10-06,--,--,--,22880.41,1159.97,--,--,--,,,
2010-10-07,--,--,--,22884.32,1158.06,--,--,--,,,
2010-10-08,1990.014,3044.233,4767.967,22944.18,1165.15,134.6364,115.4826,84.19,,,
2010-10-09,--,--,--,--,--,134.5139,115.4357,--,,,
2010-10-11,2066.948,3132.895,4789.155,23207.31,1165.32,134.2194,115.4314,83.46,,,
2010-10-12,2091.781,3172.726,4806.029,23121.7,1169.77,134.0821,115.4356,83.77,,,
2010-10-13,2125.614,3217.577,4836.737,23450.41,1178.1,134.0559,115.4499,84.97,,,
2010-10-14,2160.837,3224.14,4679.548,23852.17,1173.81,134.0747,115.35,84.02,,,
2010-10-15,2254.392,3327.683,4691.45,23757.63,1176.19,134.0794,115.2669,82.63,,,
2010-10-18,2241.722,3306.16,4636.639,23469.38,1184.71,134.1636,115.2994,84.34,,,
2010-10-19,2278.353,3375.674,4778.607,23763.73,1165.9,134.1302,115.3044,80.93,,,
2010-10-20,2285.214,3396.879,4794.194,23556.5,1178.17,132.5917,114.4898,83.65,,,
2010-10-21,2245.248,3374.685,4833.8,23649.48,1180.26,132.3132,114.2183,82.04,,,
2010-10-22,2231.057,3378.655,4877.927,23517.54,1183.08,132.4013,114.2413,83.07,,,
2010-10-25,2294.451,3481.081,4998.5,23627.91,1185.62,132.4522,114.3037,83.38,,,
2010-10-26,2272.208,3466.084,5046.148,23601.24,1185.64,132.1568,114.1362,83.5,,,
2010-10-27,2225.371,3403.872,4994.774,23164.58,1182.45,132.1051,114.0204,83.34,,,
2010-10-28,2224.238,3397.692,4999.59,23210.86,1183.78,132.1345,114.0287,83.55,,,
2010-10-29,2189.479,3379.983,5055.492,23096.32,1183.26,132.1801,114.0054,83.08,,,
2010-11-01,2238.471,3472.995,5199.525,23652.94,1184.38,132.1441,114.0341,84.58,,,
2010-11-02,2231.704,3463.131,5173.066,23671.42,1193.57,131.7804,113.9233,85.65,,,
2010-11-03,2226.468,3420.341,5098.539,24144.67,1197.96,131.2391,113.6356,86.57,,,
2010-11-04,2254.763,3480.505,5228.296,24535.63,1221.06,130.9754,113.4177,88.33,,,
2010-11-05,2279.004,3520.798,5311.77,24876.82,1225.85,130.887,113.3556,88.71,,,
2010-11-08,2289.964,3548.566,5431.091,24964.37,1223.25,130.8969,113.206,88.43,,,
2010-11-09,2257.348,3523.954,5467.839,24710.6,1213.4,130.8021,113.1215,88.15,,,
2010-11-10,2226.16,3499.111,5484.742,24500.61,1218.71,130.2597,112.786,89.21,,,
2010-11-11,2252.283,3509.975,5440.099,24700.3,1213.54,129.9446,112.4861,89.01,,,
2010-11-12,2130.581,3291.833,5111.189,24222.58,1199.21,129.898,112.3442,86.04,,,
2010-11-15,2126.697,3314.893,5255.267,24027.18,1197.75,129.9242,112.2237,86.54,,,
2010-11-16,2032.498,3169.538,5068.465,23693.02,1178.34,130.1599,112.205,84.75,,,
2010-11-17,2013.607,3103.906,4855.85,23214.46,1178.59,130.4751,112.1819,83.16,,,
2010-11-18,2037.462,3147.962,4932.401,23637.39,1196.69,130.7167,112.1995,85.35,,,
2010-11-19,2039.445,3178.846,5081.03,23605.71,1199.73,130.5023,112.0921,84.13,,,
2010-11-22,2019.668,3171.941,5150.665,23524.02,1197.84,130.1491,111.7834,83.73,,,
2010-11-23,1981.261,3107.176,5063.237,22896.14,1180.73,129.9363,111.6295,83,,,
2010-11-24,2014.155,3177.043,5206.149,23023.86,1198.35,129.7283,111.4652,86.16,,,
2010-11-25,2041.337,3223.484,5259.81,23054.68,--,129.6635,111.3421,85.91,,,
2010-11-26,2018.397,3194.853,5227.648,22877.25,1189.4,129.3835,111.2477,85.8,,,
2010-11-29,2011.898,3190.05,5248.747,23166.22,1187.76,129.4775,111.2986,87.45,,,
2010-11-30,1979.891,3136.985,5110.875,23007.99,1180.55,129.6393,111.2415,85.45,,,
2010-12-01,1984.305,3136.024,5116.837,23249.8,1206.07,130.1137,111.2844,88.95,,,
2010-12-02,1998.149,3155.059,5138.487,23448.78,1221.53,130.3317,111.2985,90.64,,,
2010-12-03,2008.12,3158.156,5100.366,23320.52,1224.71,130.3409,111.2694,91.68,,,
2010-12-06,2032.03,3165.57,5016.528,23237.69,1223.12,130.4866,111.3719,90.99,,,
2010-12-07,2046.723,3200.339,5084.583,23428.15,1223.75,130.6665,111.4901,90.98,,,
2010-12-08,2018.461,3171.882,5069.97,23092.52,1228.28,130.6478,111.5323,91.27,,,
2010-12-09,1996.384,3123.366,4964.901,23171.8,1233,130.5443,111.4506,91.12,,,
2010-12-10,2021.651,3161.977,5039.165,23162.91,1240.4,130.558,111.4773,90.69,,,
2010-12-13,2074.334,3261.061,5179.021,23317.61,1240.46,130.7963,111.4733,90.99,,,
2010-12-14,2069.921,3269.474,5244.038,23431.19,1241.59,130.8074,111.463,91.48,,,
2010-12-15,2054.017,3247.644,5230.68,22975.35,1235.23,130.9827,111.5755,92.08,,,
2010-12-16,2036.554,3230.665,5216.851,22668.78,1242.87,131.0874,111.5912,91.81,,,
2010-12-17,2032.138,3225.661,5228.337,22714.85,1243.91,131.1147,111.6611,91.75,,,
2010-12-20,1999.525,3178.657,5163.529,22639.08,1247.08,131.3001,111.6814,92.6,,,
2010-12-21,2049.223,3249.509,5222.792,22993.86,1254.6,131.2489,111.7719,93.49,,,
2010-12-22,2021.976,3215.453,5174.539,23045.19,1258.84,131.2393,111.8459,93.8,,,
2010-12-23,2017.665,3188.607,5069.523,22902.97,1256.77,131.1383,111.8575,94.32,,,
2010-12-24,2013.25,3162.955,4991.544,22833.8,--,131.1187,111.8551,93.46,,,
2010-12-27,1977.692,3099.709,4849.63,--,1257.54,130.5981,111.6456,93.85,,,
2010-12-28,1950.329,3044.931,4730.497,22621.73,1258.51,130.4888,111.6074,94.38,,,
2010-12-29,1953.334,3061.83,4812.532,22969.3,1259.78,130.5799,111.6455,94.03,,,
2010-12-30,1946.515,3064.098,4828.489,22999.34,1257.88,130.7229,111.7368,92.71,,,
2010-12-31,1977.366,3128.261,4936.716,23035.45,1257.64,130.7946,111.8725,94.5,,,
2011-01-03,--,--,--,23436.05,1271.87,--,--,--,,,
2011-01-04,2015.112,3189.682,5011.498,23668.48,1270.2,131.0327,112.0847,93.35,,,
2011-01-05,1999.219,3175.662,5028.766,23757.82,1276.56,131.4221,112.325,95.54,,,
2011-01-06,1984.278,3159.643,5001.283,23786.3,1273.85,131.3229,112.4582,94.27,,,
2011-01-07,2006.374,3166.624,4975.144,23686.63,1271.5,131.4619,112.5616,93.56,,,
2011-01-10,1975.744,3108.187,4830.562,23527.26,1269.75,131.3936,112.6227,95.48,,,
2011-01-11,1999.764,3124.922,4804.822,23760.34,1274.48,131.2408,112.6298,97.14,,,
2011-01-12,2017.149,3142.337,4833.58,24125.61,1285.96,131.3367,112.6676,97.53,,,
2011-01-13,2014.167,3141.284,4826.757,24238.98,1283.76,131.208,112.5771,97.69,,,
2011-01-14,1982.623,3091.862,4723.426,24283.23,1293.24,130.9854,112.4774,98.5,,,
2011-01-17,1918.422,2974.35,4519.913,24156.97,--,130.7045,112.381,97.59,,,
2011-01-18,1923.695,2977.648,4536.964,24153.98,1295.02,130.4247,112.2004,97.45,,,
2011-01-19,1953.352,3044.851,4646.087,24419.62,1281.92,130.4897,112.1029,97.94,,,
2011-01-20,1895.004,2944.713,4477.359,24003.7,1280.26,130.5035,111.9736,96.32,,,
2011-01-21,1925.838,2983.456,4506.322,23876.86,1283.35,130.4526,111.9978,97.54,,,
2011-01-24,1911.754,2954.232,4398.495,23801.78,1290.84,130.4574,112.0277,96.4,,,
2011-01-25,1911.306,2938.654,4341.909,23788.83,1291.18,130.338,111.978,95.28,,,
2011-01-26,1926.036,2978.431,4424.892,23843.24,1296.63,130.3942,111.9068,98.18,,,
2011-01-27,1949.372,3026.466,4502.808,23779.62,1299.54,130.3684,111.9043,97.3,,,
2011-01-28,1945.141,3036.735,4548.206,23617.02,1276.34,130.3944,111.8586,99.27,,,
2011-01-30,--,--,--,--,--,130.4184,111.8746,--,,,
2011-01-31,1964.106,3076.508,4610.86,23447.34,1286.12,130.3657,111.8654,100.5,,,
2011-02-01,1968.687,3077.283,4630.58,23482.95,1307.59,130.411,111.9439,101.62,,,
