,000016.SH,000300.SH,000905.SH,HSI.HK,SPX.GI,CBA00601.CB,CBA02001.CB,BRN0Y.ICE,,,
date,上证50,沪深300,中证500,恒生指数,标普500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续,,,
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),,,
2022-08-24,2708.0902,4082.4195,6284.5769,19268.74,4140.77,213.8436,218.1864,101.73,,,
2022-08-25,2752.556,4116.2396,6322.6961,19968.38,4199.1201,213.5139,218.0885,99.83,,,
2022-08-26,2751.5894,4107.5455,6298.3739,20170.04,4057.6599,213.4775,217.9941,100.6,,,
2022-08-29,2732.2055,4089.5205,6310.402,20023.22,4030.6101,213.7582,218.0632,105.11,,,
2022-08-30,2726.6602,4075.7937,6285.9273,19949.03,3986.1599,213.9364,218.0962,98.47,,,
2022-08-31,2761.7831,4078.8402,6155.7455,19954.39,3955,213.9559,218.1247,94.96,,,
2022-09-01,2732.399,4043.7395,6126.7685,19597.31,3966.8501,214.1551,218.1762,92.17,,,
2022-09-02,2711.2642,4023.6131,6149.4273,19452.09,3924.26,214.2552,218.2372,93.28,,,
2022-09-05,2697.7665,4015.4264,6182.6465,19225.7,--,214.4146,218.3678,95.23,,,
2022-09-06,2724.498,4052.2802,6291.5707,19202.73,3908.1899,214.4986,218.447,92.85,,,
2022-09-07,2710.6862,4054.983,6301.5644,19044.3,3979.8701,214.4927,218.4889,87.71,,,
2022-09-08,2708.2782,4037.6839,6272.5752,18854.62,4006.1799,214.4417,218.5283,88.61,,,
2022-09-09,2757.5659,4093.7874,6316.9724,19362.25,4067.3601,214.3476,218.552,92.29,,,
2022-09-12,--,--,--,--,4110.4102,--,--,94.26,,,
2022-09-13,2769.2348,4111.1145,6300.422,19326.86,3932.6899,214.3151,218.6467,93.47,,,
2022-09-14,2745.4284,4065.359,6249.963,18847.1,3946.01,214.1906,218.655,94.64,,,
2022-09-15,2743.7886,4027.1186,6107.7964,18930.38,3901.3501,214.242,218.7073,90.68,,,
2022-09-16,2678.0331,3932.6826,5954.5037,18761.69,3873.3301,214.0976,218.7135,91.57,,,
2022-09-19,2679.5857,3928.0001,5913.1493,18565.97,3899.8899,214.14,218.7564,91.73,,,
2022-09-20,2673.8804,3932.8361,5958.2922,18781.42,3855.9299,214.2747,218.7731,90.87,,,
2022-09-21,2652.2142,3903.7348,5978.581,18444.62,3789.9299,214.4111,218.8105,90,,,
2022-09-22,2629.3701,3869.344,5965.8854,18147.95,3757.99,214.4348,218.8341,90.33,,,
2022-09-23,2629.8089,3856.0212,5889.6019,17933.27,3693.23,214.2736,218.831,86.65,,,
2022-09-26,2614.8998,3836.6773,5806.3181,17855.14,3655.04,213.9412,218.838,83.94,,,
2022-09-27,2642.9212,3892.295,5920.0531,17860.31,3647.29,213.947,218.7765,85.69,,,
2022-09-28,2611.9815,3828.7098,5769.5198,17250.88,3719.04,213.6461,218.7057,89.27,,,
2022-09-29,2608.9774,3827.1434,5771.8812,17165.87,3640.47,213.5158,218.6784,87.46,,,
2022-09-30,2610.1165,3804.8853,5714.0629,17222.83,3585.6201,213.2135,218.6325,85.57,,,
2022-10-03,--,--,--,17079.51,3678.4299,--,--,88.73,,,
2022-10-04,--,--,--,--,3790.9299,--,--,91.76,,,
2022-10-05,--,--,--,18087.97,3783.28,--,--,93.79,,,
2022-10-06,--,--,--,18012.15,3744.52,--,--,94.92,,,
2022-10-07,--,--,--,17740.05,3639.6599,--,--,98.45,,,
2022-10-08,--,--,--,--,--,213.2493,218.8383,--,,,
2022-10-09,--,--,--,--,--,213.5879,218.8433,--,,,
2022-10-10,2545.0494,3720.9365,5635.7109,17216.66,3612.3899,213.6774,218.9118,96.07,,,
2022-10-11,2539.9455,3727.6867,5684.5063,16832.36,3588.8401,213.7806,218.9671,93.81,,,
2022-10-12,2555.024,3784.3064,5820.4537,16701.03,3577.03,213.7834,219.0144,92.41,,,
2022-10-13,2523.6321,3752.6729,5830.3355,16389.11,3669.9099,213.9454,219.0422,94.69,,,
2022-10-14,2584.6847,3842.4698,5973.4389,16587.69,3583.0701,214.2607,219.1107,91.43,,,
2022-10-17,2585.4973,3846.4119,6015.5963,16612.9,3677.95,214.338,219.2374,91.98,,,
2022-10-18,2569.9675,3838.2667,6035.6737,16914.58,3719.98,214.3584,219.2749,90.64,,,
2022-10-19,2519.9033,3776.5335,5972.7226,16511.28,3695.1599,214.3936,219.336,92.57,,,
2022-10-20,2501.4956,3754.9269,5948.8621,16280.22,3665.78,214.2732,219.3897,92.68,,,
2022-10-21,2487.221,3742.8929,5956.8811,16211.12,3752.75,214.2385,219.4218,93.42,,,
2022-10-24,2392.5978,3633.3733,5896.9031,15180.69,3797.3401,214.3701,219.5141,93.45,,,
2022-10-25,2394.92,3627.4542,5869.781,15165.59,3859.1101,214.322,219.4671,93.06,,,
2022-10-26,2400.5156,3656.9027,5971.6009,15317.67,3830.6001,214.4286,219.4595,96.04,,,
2022-10-27,2381.2628,3631.1448,5963.0037,15427.94,3807.3,214.6447,219.4897,96.71,,,
2022-10-28,2326.9417,3541.3295,5781.7972,14863.06,3901.0601,214.8672,219.5364,96.17,,,
2022-10-31,2295.9239,3508.7034,5807.1063,14687.02,3871.98,215.1773,219.6304,92.85,,,
2022-11-01,2396.6294,3634.1732,5941.1451,15455.27,3856.1001,215.0062,219.6522,94.77,,,
2022-11-02,2418.3222,3677.8051,5997.8038,15827.17,3759.6899,214.8412,219.6564,95.52,,,
2022-11-03,2387.4523,3647.8966,5996.7187,15339.49,3719.8899,214.8807,219.6593,94.56,,,
2022-11-04,2468.2764,3767.1746,6133.4629,16161.14,3770.55,214.7258,219.5942,98.72,,,
2022-11-07,2477.7666,3775.2971,6141.4088,16595.91,3806.8,214.765,219.6331,97.93,,,
2022-11-08,2459.0913,3749.3251,6134.2564,16557.31,3828.1101,214.7542,219.5619,95.05,,,
2022-11-09,2440.352,3714.2704,6120.8286,16358.52,3748.5701,214.7238,219.5374,92.47,,,
2022-11-10,2440.3171,3685.6885,6089.6951,16081.04,3956.3701,214.6738,219.4558,93.34,,,
2022-11-11,2518.0491,3788.4387,6138.6211,17325.66,3992.9299,214.2962,219.2764,95.76,,,
2022-11-14,2538.2967,3794.0171,6129.5129,17619.71,3957.25,212.9258,218.6004,92.5,,,
2022-11-15,2583.7231,3865.9726,6236.3838,18343.12,3991.73,212.9843,218.222,93.77,,,
2022-11-16,2572.8872,3834.3899,6203.9174,18256.48,3958.79,212.7199,217.9098,92.61,,,
2022-11-17,2560.0167,3818.664,6217.2052,18045.66,3946.5601,212.9879,217.6424,90.02,,,
2022-11-18,2546.7154,3801.5686,6191.6477,17992.54,3965.3401,213.0027,217.6072,87.74,,,
2022-11-21,2514.8539,3769.1269,6189.7092,17655.91,3949.9399,213.1926,217.6971,87.82,,,
2022-11-22,2531.3437,3769.5727,6125.3999,17424.41,4003.5801,213.1414,217.673,88.35,,,
2022-11-23,2535.5226,3773.5287,6115.6049,17523.81,4027.26,213.472,217.7265,84.65,,,
2022-11-24,2520.5634,3756.8082,6120.0659,17660.9,--,213.7064,217.951,85.12,,,
2022-11-25,2544.6147,3775.7764,6087.8591,17573.58,4026.1201,213.3192,217.9536,83.91,,,
2022-11-28,2503.6228,3733.2424,6055.2843,17297.94,3963.9399,213.0473,217.9291,82.52,,,
2022-11-29,2607.7499,3848.4224,6163.8214,18204.68,3957.6299,212.5535,217.6423,84.98,,,
2022-11-30,2606.5427,3853.0365,6156.1465,18597.23,4080.1101,212.4935,217.4724,86.64,,,
2022-12-01,2631.2051,3894.7687,6186.1021,18736.44,4076.5701,212.6588,217.3042,87.1,,,
2022-12-02,2614.6137,3870.9478,6168.0127,18675.35,4071.7,212.7042,217.2475,85.9,,,
2022-12-05,2676.1429,3946.8759,6215.1244,19518.29,3998.8401,212.626,217.1779,83.04,,,
2022-12-06,2684.8458,3968.1979,6211.2515,19441.18,3941.26,212.3413,216.8639,79.69,,,
2022-12-07,2670.647,3958.4409,6204.0051,18814.82,3933.9199,212.4596,216.3702,77.41,,,
2022-12-08,2672.8957,3959.1798,6186.2835,19450.23,3963.51,212.5634,216.2211,76.46,,,
2022-12-09,2706.7388,3998.2442,6192.3009,19900.87,3934.3799,212.4221,215.9895,76.61,,,
2022-12-12,2673.9391,3953.4433,6154.8092,19463.63,3990.5601,212.4536,215.7848,78.13,,,
2022-12-13,2676.8995,3945.6813,6121.6615,19596.2,4019.6499,212.2581,215.2787,80.5,,,
2022-12-14,2686.3682,3954.8857,6096.3856,19673.45,3995.3201,212.6663,215.2594,82.9,,,
2022-12-15,2675.1875,3951.9885,6101.8787,19368.59,3895.75,212.6345,215.2644,81.52,,,
2022-12-16,2688.2899,3954.227,6072.8627,19450.67,3852.3601,212.6205,215.2633,79.21,,,
2022-12-19,2646.1789,3893.2207,5936.4751,19352.81,3817.66,212.9934,215.3944,80.16,,,
2022-12-20,2599.4882,3829.0173,5878.0314,19094.8,3821.62,213.0356,215.4374,79.79,,,
2022-12-21,2607.4236,3830.5384,5845.835,19160.49,3878.44,213.1028,215.5059,82.3,,,
2022-12-22,2619.7569,3836.028,5779.0555,19679.22,3822.39,213.2561,215.5741,81.58,,,
2022-12-23,2615.8794,3828.2188,5763.3458,19593.06,3844.82,213.4565,215.6884,83.97,,,
2022-12-26,2607.5229,3843.4887,5843.2555,--,--,213.4352,215.8078,--,,,
2022-12-27,2632.4526,3887.854,5885.6622,--,3829.25,213.2863,215.8539,84.6,,,
2022-12-28,2638.3055,3871.2644,5862.0967,19898.91,3783.22,213.3475,215.8781,83.21,,,
2022-12-29,2622.0716,3856.7007,5857.4021,19741.14,3849.28,213.579,215.997,82.27,,,
2022-12-30,2635.2484,3871.6338,5864.4669,19781.41,3839.5,213.6938,216.0792,85.99,,,
2022-12-31,--,--,--,--,--,213.7232,216.1107,--,,,
2023-01-03,2641.4218,3887.8992,5955.8969,20145.29,3824.14,213.8553,216.3316,82.46,,,
2023-01-04,2651.005,3892.9477,5952.4538,20793.11,3852.97,214.0406,216.5348,78.1,,,
2023-01-05,2700.3082,3968.5782,6010.4641,21052.17,3808.1,214.0034,216.6774,78.88,,,
2023-01-06,2713.6307,3980.8888,6012.8152,20991.64,3895.08,213.8748,216.723,78.6,,,
2023-01-09,2742.2014,4013.1196,6040.0193,21388.34,3892.09,213.8693,216.8433,79.8,,,
2023-01-10,2733.6188,4017.4737,6048.2968,21331.46,3919.25,213.6161,216.7944,79.62,,,
2023-01-11,2740.1927,4010.0309,6014.1565,21436.05,3969.61,213.6007,216.7405,82.91,,,
2023-01-12,2741.9454,4017.8692,6015.2871,21514.1,3983.17,213.6615,216.7483,83.82,,,
2023-01-13,2787.3561,4074.3772,6057.6902,21738.66,3999.09,213.5365,216.7549,85.44,,,
2023-01-16,2834.2913,4137.9643,6126.1772,21746.72,--,213.2954,216.73,84.12,,,
2023-01-17,2827.0272,4137.2422,6132.6391,21577.64,3990.97,213.4398,216.7045,86.7,,,
2023-01-18,2810.086,4130.3143,6151.4557,21678,3928.86,213.379,216.7186,84.64,,,
2023-01-19,2820.8067,4156.0077,6204.3261,21650.98,3898.85,213.3853,216.7327,86.38,,,
2023-01-20,2836.807,4181.5267,6251.4337,22044.65,3972.61,213.3482,216.7285,87.66,,,
2023-01-23,--,--,--,--,4019.81,--,--,88.15,,,
2023-01-24,--,--,--,--,4016.95,--,--,86.33,,,
2023-01-25,--,--,--,--,4016.22,--,--,86.18,,,
2023-01-26,--,--,--,22566.78,4060.43,--,--,87.72,,,
2023-01-27,--,--,--,22688.9,4070.56,--,--,86.37,,,
2023-01-28,--,--,--,--,--,213.4209,216.981,--,,,
2023-01-29,--,--,--,--,--,213.5532,217.0108,--,,,
2023-01-30,2839.1216,4201.345,6283.3272,22069.73,4017.77,213.5527,217.0069,85.59,,,
2023-01-31,2807.9519,4156.8578,6289.15,21842.33,4076.6,213.6219,217.0463,84.47,,,
2023-02-01,2820.8742,4195.9332,6365.9051,22072.18,4119.21,213.567,217.0605,83.06,,,
2023-02-02,2811.8468,4181.1493,6370.1411,21958.36,4179.76,213.6094,217.1557,82.1,,,
2023-02-03,2774.8009,4141.6319,6343.6861,21660.47,4136.48,213.6647,217.2644,79.82,,,
2023-02-06,2735.0045,4086.8779,6302.3349,21222.16,4111.08,213.6546,217.4078,81.4,,,
2023-02-07,2740.4446,4094.2335,6317.2377,21298.7,4164,213.6936,217.4888,84.09,,,
2023-02-08,2731.2516,4076.1411,6268.2759,21283.52,4117.86,213.7224,217.5952,85.02,,,
2023-02-09,2761.872,4130.8565,6354.562,21624.36,4081.5,213.7596,217.6959,84.08,,,
2023-02-10,2746.7231,4106.3097,6334.252,21190.42,4090.46,213.7821,217.8109,86.52,,,
2023-02-13,2767.7933,4143.574,6383.8279,21164.42,4137.29,213.8455,217.9956,85.78,,,
2023-02-14,2776.9822,4145.2902,6397.2146,21113.76,4136.13,213.8755,218.1287,85.25,,,
2023-02-15,2752.3385,4123.6893,6384.3479,20812.17,4147.6,213.8864,218.2143,85.28,,,
2023-02-16,2742.8042,4093.4876,6289.4786,20987.67,4090.41,213.94,218.3561,84.82,,,
2023-02-17,2714.2891,4034.507,6237.4053,20719.81,4079.09,213.9421,218.4743,83.15,,,
2023-02-20,2788.3958,4133.4896,6346.0678,20886.96,--,213.8354,218.5475,83.81,,,
2023-02-21,2802.1357,4144.3536,6383.4248,20529.49,3997.34,213.7249,218.5149,82.73,,,
2023-02-22,2769.344,4106.9506,6375.0684,20423.84,3991.05,213.8,218.5636,80.47,,,
2023-02-23,2767.5352,4103.6463,6360.3202,20351.35,4012.32,213.7887,218.6344,82.43,,,
2023-02-24,2727.5902,4061.0457,6340.8435,20010.04,3970.04,213.8079,218.704,83.23,,,
2023-02-27,2723.5835,4043.8444,6307.2057,19943.51,3982.24,213.8358,218.8502,82.44,,,
2023-02-28,2737.1547,4069.4587,6357.5352,19785.94,3970.15,213.8497,218.8736,83.87,,,
2023-03-01,2773.6494,4126.9415,6402.1411,20619.71,3951.39,213.8973,218.9522,84.43,,,
2023-03-02,2769.1077,4117.7377,6382.2322,20429.46,3981.35,213.8634,219.0006,84.35,,,
2023-03-03,2774.5079,4130.5513,6390.3177,20567.54,4045.64,213.8439,219.0485,86,,,
2023-03-06,2744.1406,4109.0102,6395.2191,20603.19,4048.42,214.1468,219.2041,86.25,,,
2023-03-07,2713.1681,4048.8519,6284.2986,20534.48,3986.37,214.2373,219.2871,83.08,,,
2023-03-08,2691.9327,4034.1077,6301.5157,20051.25,3992.01,214.2511,219.4145,82.52,,,
2023-03-09,2671.8434,4019.8505,6285.9521,19925.74,3918.32,214.3243,219.4973,81.56,,,
2023-03-10,2636.3891,3967.1352,6204.8989,19319.92,3861.59,214.4621,219.6051,82.64,,,
2023-03-13,2664.0378,4008.686,6245.0029,19695.97,3855.76,214.5095,219.736,80.72,,,
2023-03-14,2645.1143,3984.6956,6189.3969,19247.96,3919.29,214.579,219.8432,77.63,,,
2023-03-15,2648.3852,3986.902,6224.64,19539.87,3891.93,214.5787,219.9269,74.33,,,
2023-03-16,2622.8232,3939.1505,6140.8317,19203.91,3960.28,214.7725,220.038,74.67,,,
2023-03-17,2628.5911,3958.8194,6183.1843,19518.59,3916.64,214.8966,220.155,72.6,,,
2023-03-20,2616.7505,3939.077,6160.3541,19000.71,3951.57,215.1063,220.3182,73.74,,,
2023-03-21,2643.3583,3982.3782,6234.6793,19258.76,4002.87,215.0923,220.41,75.07,,,
2023-03-22,2651.5343,3999.4427,6269.7384,19591.43,3936.97,215.0338,220.4641,75.73,,,
2023-03-23,2668.6691,4039.0895,6305.7585,20049.64,3948.72,215.0291,220.5117,75.54,,,
2023-03-24,2653.285,4027.0457,6310.0979,19915.68,3970.99,214.9454,220.5415,75,,,
2023-03-27,2639.6226,4012.4771,6311.5998,19567.69,3977.53,215.1049,220.653,78.16,,,
2023-03-28,2638.7377,3999.5147,6279.9217,19784.65,3971.27,215.1055,220.7079,78.88,,,
2023-03-29,2636.2229,4006.144,6260.551,20192.4,4027.81,215.1282,220.7618,78.28,,,
2023-03-30,2664.2119,4038.5257,6286.1773,20309.13,4050.83,215.1693,220.8342,79.26,,,
2023-03-31,2661.9197,4050.9257,6339.8183,20400.11,4109.31,215.1584,220.9134,79.74,,,
2023-04-03,2665.7232,4090.5676,6413.8073,20409.18,4124.51,215.1529,221.0413,84.85,,,
2023-04-04,2675.9173,4103.1052,6408.8994,20274.59,4100.6,215.1409,221.1018,85.26,,,
2023-04-05,--,--,--,--,4090.38,--,--,84.84,,,
2023-04-06,2666.4478,4096.64,6416.8456,20331.2,4105.02,215.1574,221.1808,84.96,,,
2023-04-07,2684.8618,4123.2799,6464.4664,--,--,215.2484,221.2558,--,,,
2023-04-10,2684.9086,4104.8118,6410.5218,--,4109.11,215.3678,221.3829,84.35,,,
2023-04-11,2680.0435,4100.1479,6420.877,20485.24,4108.94,215.6023,221.455,85.51,,,
2023-04-12,2665.7695,4097.2876,6443.4391,20309.86,4091.95,215.8039,221.546,87.23,,,
2023-04-13,2670.0139,4068.9786,6404.6463,20344.48,4146.22,215.7624,221.6056,86.29,,,
2023-04-14,2679.0072,4091.9988,6431.0688,20438.81,4137.64,215.769,221.6637,86.55,,,
2023-04-17,2732.974,4149.3836,6459.2396,20782.45,4151.32,215.7006,221.7802,84.85,,,
2023-04-18,2744.4539,4162.032,6449.8531,20650.51,4154.87,215.7672,221.8354,84.9,,,
2023-04-19,2720.718,4124.5589,6416.9696,20367.76,4154.52,215.9017,221.907,82.89,,,
2023-04-20,2704.8577,4113.0192,6411.7564,20396.97,4129.79,215.9482,221.9869,80.88,,,
2023-04-21,2654.211,4032.5672,6250.5446,20075.73,4133.52,216.049,222.0678,81.74,,,
2023-04-23,--,--,--,--,--,216.1278,222.1288,--,,,
2023-04-24,2618.4783,3982.6429,6208.7797,19959.94,4137.04,216.2467,222.1956,82.52,,,
2023-04-25,2619.2326,3962.6658,6118.1526,19617.88,4071.63,216.2931,222.2306,80.82,,,
2023-04-26,2617.9775,3959.2323,6142.1541,19757.27,4055.99,216.3805,222.2882,77.77,,,
2023-04-27,2650.5699,3988.4185,6157.936,19840.28,4135.35,216.6534,222.3718,78.28,,,
2023-04-28,2677.7565,4029.0858,6241.2441,19894.57,4169.48,216.7079,222.4355,79.51,,,
2023-05-01,--,--,--,--,4167.87,--,--,79.43,,,
2023-05-02,--,--,--,19933.81,4119.58,--,--,75.23,,,
2023-05-03,--,--,--,19699.16,4090.75,--,--,71.96,,,
2023-05-04,2692.691,4030.2471,6262.3891,19948.73,4061.22,217.0402,222.7017,72.54,,,
2023-05-05,2685.1732,4016.8774,6200.5759,20049.31,4136.25,217.3385,222.8447,75.39,,,
2023-05-06,--,--,--,--,--,217.4011,222.9198,--,,,
2023-05-08,2720.323,4062.6624,6248.5828,20297.03,4138.12,217.2848,223.0137,76.61,,,
2023-05-09,2703.937,4027.8754,6181.9757,19867.58,4119.17,217.3216,223.0607,77.28,,,
2023-05-10,2673.9063,3996.8695,6173.8093,19762.2,4137.64,217.5556,223.1759,76.59,,,
2023-05-11,2666.0615,3990.6637,6154.4703,19743.79,4130.62,217.8497,223.2751,75.43,,,
2023-05-12,2630.9479,3937.7622,6091.6464,19627.24,4124.08,217.8106,223.3701,74.17,,,
2023-05-15,2677.0372,3998.8872,6159.3888,19971.13,4136.28,217.7709,223.4746,75.58,,,
2023-05-16,2670.4505,3978.2054,6110.8271,19978.25,4109.9,217.7345,223.498,74.72,,,
2023-05-17,2649.3562,3960.165,6122.0518,19560.57,4158.77,217.6822,223.5337,76.78,,,
2023-05-18,2644.2176,3956.0701,6128.1762,19727.25,4198.05,217.6174,223.5244,75.97,,,
2023-05-19,2633.3861,3944.5403,6117.0833,19450.57,4191.98,217.7389,223.5619,75.6,,,
2023-05-22,2658.7887,3969.3277,6115.3151,19678.17,4192.63,217.8896,223.6718,75.94,,,
2023-05-23,2617.5398,3913.1882,6052.4297,19431.25,4145.58,218.1357,223.7377,77.71,,,
2023-05-24,2577.3423,3859.0935,6005.7913,19115.93,4115.24,218.1637,223.7814,78.36,,,
2023-05-25,2564.5045,3850.4996,5988.1885,18746.92,4151.28,218.1111,223.7975,76.24,,,
2023-05-26,2559.6142,3850.9511,6034.9834,--,4205.45,217.9999,223.801,77.12,,,
2023-05-29,2548.2861,3833.9416,6025.1552,18551.11,--,218.0715,223.8799,77.03,,,
2023-05-30,2535.1442,3837.7531,6061.3089,18595.78,4205.52,218.1699,223.9102,73.61,,,
2023-05-31,2493.3496,3798.5434,6047.8021,18234.27,4179.83,218.2673,223.9633,72.71,,,
2023-06-01,2500.3396,3806.8679,6051.4603,18216.91,4221.02,218.45,224.0177,74.32,,,
2023-06-02,2543.5764,3861.8337,6105.2181,18949.94,4282.37,218.3465,224.0282,76.3,,,
2023-06-05,2528.399,3844.2492,6097.1059,19108.5,4273.79,218.3799,224.0825,76.6,,,
2023-06-06,2519.1892,3808.1629,5983.4202,19099.28,4283.85,218.512,224.1299,76.14,,,
2023-06-07,2511.3925,3789.3418,5987.011,19252,4267.52,218.6411,224.2005,76.76,,,
2023-06-08,2540.0645,3820.1867,5966.1477,19299.18,4293.93,218.6246,224.2537,75.63,,,
2023-06-09,2543.9316,3836.7026,6009.5826,19389.95,4298.86,218.8162,224.3158,75,,,
2023-06-12,2542.1962,3844.4324,6027.7122,19404.31,4338.93,218.9531,224.4262,72.13,,,
2023-06-13,2544.9504,3864.9074,6044.0371,19521.42,4369.01,219.3396,224.4968,74.18,,,
2023-06-14,2541.8134,3864.0247,6044.0766,19408.42,4372.59,219.5477,224.5562,73.62,,,
2023-06-15,2576.7424,3925.4994,6096.8075,19828.92,4425.84,219.1995,224.5646,75.63,,,
2023-06-16,2600.9191,3963.3509,6148.0125,20040.37,4409.59,218.8693,224.4614,76.26,,,
2023-06-19,2560.5289,3930.9079,6131.3849,19912.89,--,218.6324,224.3986,76.13,,,
2023-06-20,2547.2541,3924.2377,6126.1133,19607.08,4388.71,218.7801,224.4042,75.46,,,
2023-06-21,2519.0787,3864.0323,5990.8455,19218.35,4365.69,218.9406,224.4303,77,,,
2023-06-22,--,--,--,--,4381.89,--,--,74.25,,,
2023-06-23,--,--,--,18889.97,4348.33,--,--,74.44,,,
2023-06-25,--,--,--,--,--,219.1475,224.5368,--,,,
2023-06-26,2488.7383,3809.6962,5887.0324,18794.13,4328.82,219.1271,224.5622,74.39,,,
2023-06-27,2506.5991,3845.4334,5948.0029,19148.13,4378.41,219.0579,224.5461,72.5,,,
2023-06-28,2510.7153,3840.7986,5942.3112,19172.05,4376.86,219.1502,224.5512,73.57,,,
2023-06-29,2490.8971,3821.8435,5940.5782,18934.36,4396.44,219.242,224.5909,74.23,,,
2023-06-30,2492.102,3842.4516,5998.7293,18916.43,4450.38,219.5152,224.6649,74.91,,,
2023-07-03,2534.4735,3892.8821,6042.3122,19306.59,4455.59,219.5601,224.7715,74.96,,,
2023-07-04,2537.5956,3899.0133,6055.2577,19415.68,--,219.5773,224.8135,76.12,,,
2023-07-05,2520.1751,3868.8054,6020.8212,19110.38,4446.82,219.6398,224.8717,76.46,,,
2023-07-06,2501.3167,3842.7547,5988.5525,18533.05,4411.59,219.7355,224.9509,76.47,,,
2023-07-07,2489.5351,3825.6988,5961.6057,18365.7,4398.95,219.7965,225.0193,78.04,,,
2023-07-10,2503.2767,3844.3269,5984.2814,18479.72,4409.53,219.8706,225.1138,77.84,,,
2023-07-11,2518.5282,3869.4861,6029.2318,18659.83,4439.26,220.0057,225.1867,79.41,,,
2023-07-12,2513.417,3843.4369,5962.7938,18860.95,4472.16,220.0401,225.2339,80.12,,,
2023-07-13,2546.3809,3898.4229,6044.0583,19350.62,4510.04,220.083,225.2926,81.54,,,
2023-07-14,2547.9393,3899.1027,6030.5188,19413.78,4505.42,220.0334,225.3109,79.68,,,
2023-07-17,2520.7864,3867.1749,6012.6895,--,4522.79,220.1924,225.4282,78.56,,,
2023-07-18,2511.6351,3854.9393,6001.7998,19015.72,4554.98,220.3927,225.5314,79.84,,,
2023-07-19,2517.106,3850.8663,5993.4126,18952.31,4565.72,220.4653,225.5701,79.55,,,
2023-07-20,2506.863,3823.6946,5925.4843,18928.02,4534.87,220.517,225.6278,79.64,,,
2023-07-21,2509.2927,3821.91,5925.6255,19075.26,4536.34,220.7369,225.7214,80.86,,,
2023-07-24,2499.9998,3805.221,5916.7141,18668.15,4554.64,221.0138,225.8404,82.78,,,
2023-07-25,2578.3511,3915.1153,6016.6312,19434.4,4567.46,220.2843,225.6861,83.41,,,
2023-07-26,2576.3902,3907.0128,6001.5402,19365.14,4566.75,220.4577,225.6887,83.03,,,
2023-07-27,2575.3646,3902.3458,5961.1843,19639.11,4537.41,220.6835,225.7681,83.86,,,
2023-07-28,2647.0315,3992.7376,6043.2438,19916.56,4582.23,220.5988,225.7701,84.75,,,
2023-07-31,2653.369,4014.6301,6088.2431,20078.94,4588.96,220.4894,225.7486,85.56,,,
2023-08-01,2645.8929,3998.001,6098.8789,20011.12,4576.73,220.5769,225.7918,85.78,,,
2023-08-02,2620.6844,3969.895,6077.4645,19517.38,4513.39,220.6946,225.8495,83.35,,,
2023-08-03,2645.1526,4004.9839,6098.6868,19420.87,4501.89,220.8429,225.9369,85.19,,,
2023-08-04,2648.8447,4020.5792,6128.556,19539.46,4478.03,220.8755,226.0446,86,,,
2023-08-07,2634.5809,3990.1531,6090.7307,19537.92,4518.44,220.9602,226.1438,85.86,,,
2023-08-08,2631.3774,3979.7322,6066.1019,19184.17,4499.38,221.0012,226.2391,86.15,,,
2023-08-09,2628.7041,3967.5652,6021.7506,19246.03,4467.71,221.025,226.311,87.41,,,
2023-08-10,2629.4432,3975.7166,6031.7105,19248.26,4468.83,220.9902,226.3848,86.35,,,
2023-08-11,2568.8984,3884.2538,5913.3502,19075.19,4464.05,221.0526,226.4735,86.58,,,
2023-08-14,2549.2843,3855.9061,5916.8029,18773.55,4489.72,221.3219,226.6329,86.21,,,
2023-08-15,2546.442,3846.5357,5879.7782,18581.11,4437.86,221.7417,226.7713,85.06,,,
2023-08-16,2530.8097,3818.3338,5833.2155,18329.3,4404.33,221.9035,226.8838,83.32,,,
2023-08-17,2536.4891,3831.1008,5874.3609,18326.63,4370.36,221.8951,226.9285,83.9,,,
2023-08-18,2507.5798,3784.0038,5777.7972,17950.85,4369.71,222.0066,226.9885,84.86,,,
2023-08-21,2475.0897,3729.555,5710.7783,17623.29,4399.77,222.4629,227.1409,84.56,,,
2023-08-22,2493.7638,3758.2271,5741.0606,17791.01,4387.55,222.4408,227.2275,83.86,,,
2023-08-23,2461.1872,3696.6339,5629.4999,17845.92,4436.01,222.4835,227.2846,83.02,,,
2023-08-24,2480.7518,3723.4293,5652.6729,18212.17,4376.31,222.5206,227.3365,83.21,,,
2023-08-25,2485.3343,3709.1517,5581.2116,17956.38,4405.71,222.4165,227.4052,84.79,,,
2023-08-28,2518.1857,3752.6194,5644.1405,18130.74,4433.31,222.2144,227.388,84.35,,,
2023-08-29,2529.2228,3790.1067,5770.3155,18484.03,4497.63,222.1176,227.3613,85.48,,,
2023-08-30,2522.5419,3788.5097,5775.1534,18482.86,4514.87,222.174,227.3804,85.94,,,
2023-08-31,2510.4577,3765.2678,5739.3984,18382.06,4507.66,222.2737,227.4251,86.83,,,
2023-09-01,2532.2541,3791.4912,5750.8027,--,4515.77,222.0066,227.4228,88.94,,,
2023-09-04,2577.4651,3848.9517,5829.784,18844.16,--,221.5234,227.3278,89,,,
2023-09-05,2561.7902,3820.3174,5788.7149,18456.91,4496.83,221.4663,227.3315,90.05,,,
