日期,index_code,open,high,low,close,volume,amount
2014-01-02,801110,2963.7,2975.85,2936.42,2949.75,3.44032353,32.9449325557
2014-01-03,801110,2929.63,2940.48,2860.85,2881.53,6.07646044,51.1955030318
2014-01-06,801110,2875.14,2875.69,2798.49,2807.65,5.17686877,44.10259581729999
2014-01-07,801110,2788.13,2822.88,2784.68,2813.32,3.39717452,30.3340117698
2014-01-08,801110,2814.62,2842.63,2806.04,2830.83,4.04325157,34.3219749336
2014-01-09,801110,2826.74,2841.89,2800.99,2805.72,6.56330107,49.2640238179
2014-01-10,801110,2809.14,2832.28,2803.03,2812.57,7.94132111,51.95389592430001
2014-01-13,801110,2804.64,2828.85,2737.52,2760.09,5.20785213,42.0002429562
2014-01-14,801110,2760.25,2881.75,2738.62,2861.69,9.430582,52.6212227666
2014-01-15,801110,2856.68,2912.3,2855.28,2885.61,7.62667668,51.0175519412
2014-01-16,801110,2888.3,2894.12,2855.9,2869.37,6.61215681,47.1707484675
2014-01-17,801110,2855.79,2857.2,2810.94,2816.35,5.38176985,38.3196254151
2014-01-20,801110,2803.67,2852.43,2800.19,2844.39,5.97167298,43.0870877633
2014-01-21,801110,2840.57,2860.82,2830.45,2858.53,4.97046306,39.6231410945
2014-01-22,801110,2862.13,2934.39,2850.43,2930.38,8.62560884,56.536742186000005
2014-01-23,801110,2928.02,2958.05,2926.98,2942.6,5.92083924,46.6935197471
2014-01-24,801110,2925.55,2977.05,2919.65,2963.11,6.31745312,50.3591055879
2014-01-27,801110,2952.04,2973.14,2914.66,2949.04,14.33169261,70.6997682834
2014-01-28,801110,2959.34,2971.6,2926.68,2950.62,10.81807876,55.432822417299995
2014-01-29,801110,2955.74,2959.28,2935.7,2950.17,7.61126098,46.8743505633
2014-01-30,801110,2949.29,2950.84,2895.36,2902.08,6.21276448,39.0025333958
2014-02-07,801110,2874.57,2960.36,2863.44,2958.57,8.85553044,52.1683983504
2014-02-10,801110,2973.06,3041.09,2973.06,3035.84,11.58149298,79.17639038729999
2014-02-11,801110,3031.52,3036.22,2992.05,3023.5,10.30835634,74.3011261087
2014-02-12,801110,3018.77,3081.95,3008.91,3062.92,8.16981225,74.7417513412
2014-02-13,801110,3067.16,3090.84,3037.07,3042.9,9.44918225,77.60100242930001
2014-02-14,801110,3035.1,3066.67,3035.1,3066.67,6.99063499,64.7564345131
2014-02-17,801110,3079.91,3115.26,3065.47,3109.62,10.89778752,84.4754585359
2014-02-18,801110,3109.07,3110.74,3046.96,3110.3,10.21038512,92.8992493969
2014-02-19,801110,3106.32,3145.54,3081.4,3126.14,10.54982101,85.1105956175
2014-02-20,801110,3144.64,3170.14,3061.01,3067.92,10.7943129,92.1430360635
2014-02-21,801110,3064.65,3067.32,3008.92,3031.95,6.32873019,58.7541705963
2014-02-24,801110,3011.46,3011.46,2875.9,2920.16,9.54783695,85.0400723658
2014-02-25,801110,2917.85,2925.29,2799.58,2819.63,13.4333409,101.3171547488
2014-02-26,801110,2807.93,2838.19,2768.41,2823.54,12.5416716,76.07129809189999
2014-02-27,801110,2832.22,2844.09,2741.84,2748.8,9.50652311,81.7777087627
2014-02-28,801110,2740.15,2816.86,2716.88,2816.72,7.75613411,61.7490088833
2014-03-03,801110,2803.1,2862.0,2801.47,2862.0,6.57795447,58.1891020579
2014-03-04,801110,2843.56,2846.42,2795.39,2831.84,6.74829783,60.180498307
2014-03-05,801110,2834.62,2837.05,2784.62,2797.38,6.02831504,58.259816577200006
