日期,index_code,open,high,low,close,volume,amount
2014-01-02,801140,1624.02,1641.97,1623.95,1641.97,4.08322703,43.135003127299996
2014-01-03,801140,1641.01,1644.8,1631.13,1638.41,4.34332876,45.9021976103
2014-01-06,801140,1636.36,1637.46,1603.61,1605.0,4.97625301,54.8715751025
2014-01-07,801140,1594.52,1614.47,1590.64,1611.9,3.61428787,40.0228504684
2014-01-08,801140,1613.21,1632.78,1612.65,1624.17,5.05370365,53.930627691400005
2014-01-09,801140,1623.23,1628.68,1598.91,1599.71,4.91815969,51.644378823500006
2014-01-10,801140,1597.28,1599.57,1575.2,1583.93,4.55972144,48.01500490229999
2014-01-13,801140,1580.54,1592.02,1571.88,1581.2,4.02989239,41.1522327979
2014-01-14,801140,1577.75,1623.88,1560.09,1611.72,4.01899173,38.9159627452
2014-01-15,801140,1611.37,1617.69,1605.12,1617.69,3.85166387,42.364306856
2014-01-16,801140,1619.07,1635.47,1616.26,1627.28,4.30358111,46.5160650211
2014-01-17,801140,1625.89,1626.8,1615.32,1618.15,4.19086029,47.1007439396
2014-01-20,801140,1615.78,1629.29,1613.89,1626.75,4.30255915,51.227298007399995
2014-01-21,801140,1626.45,1658.67,1626.41,1658.67,4.85793883,61.4737796068
2014-01-22,801140,1659.63,1694.46,1657.61,1694.35,5.67327323,70.3681023395
2014-01-23,801140,1697.22,1716.33,1697.16,1712.7,5.57521132,70.266644652
2014-01-24,801140,1709.21,1738.87,1705.48,1738.37,6.22062356,73.2861859153
2014-01-27,801140,1729.16,1747.55,1724.03,1729.84,5.72702148,67.87259899979999
2014-01-28,801140,1727.17,1740.13,1710.58,1721.46,4.71489839,59.265486663699996
2014-01-29,801140,1725.48,1753.18,1724.98,1750.0,5.17168872,62.915153851099994
2014-01-30,801140,1749.24,1754.92,1739.64,1743.69,4.28620656,55.23705962
2014-02-07,801140,1734.03,1770.96,1731.45,1770.96,4.42592453,53.527664038400005
2014-02-10,801140,1771.36,1828.59,1771.29,1828.59,7.80420629,94.5037009209
2014-02-11,801140,1829.68,1839.08,1800.26,1830.41,8.01789227,101.5940342375
2014-02-12,801140,1827.43,1848.63,1814.97,1848.63,7.57729745,88.35199703059999
2014-02-13,801140,1844.72,1851.19,1813.24,1813.47,8.24038785,102.69642161610001
2014-02-14,801140,1806.31,1839.15,1805.9,1836.27,7.02528506,84.8038814099
2014-02-17,801140,1840.36,1875.47,1840.36,1875.47,8.39372423,97.221993272
2014-02-18,801140,1875.96,1886.96,1869.8,1881.91,7.85850165,91.9211283817
2014-02-19,801140,1877.5,1883.94,1865.39,1874.75,7.74630724,94.2641218092
2014-02-20,801140,1874.76,1878.17,1839.96,1846.99,7.41003298,87.8902267213
2014-02-21,801140,1841.89,1853.46,1825.64,1842.15,5.92684388,72.8522410648
2014-02-24,801140,1835.7,1849.44,1821.82,1849.44,5.73727764,69.679083973
2014-02-25,801140,1854.8,1861.23,1770.66,1780.07,8.08139929,93.21458671549999
2014-02-26,801140,1757.48,1787.76,1734.34,1787.76,6.63036684,67.32937549260001
2014-02-27,801140,1793.07,1819.0,1770.17,1771.94,6.65270387,75.8814020358
2014-02-28,801140,1764.89,1779.33,1741.46,1779.33,5.35788895,59.2500769227
2014-03-03,801140,1774.57,1806.38,1774.57,1806.38,5.75072708,60.789681197700006
2014-03-04,801140,1800.99,1817.05,1793.76,1812.22,5.6228514,66.8376841265
2014-03-05,801140,1818.03,1819.87,1802.2,1805.43,6.26547185,68.5363118159
2014-03-06,801140,1798.85,1809.87,1785.89,1807.72,6.12930708,61.614489684700004
2014-03-07,801140,1808.49,1817.04,1791.91,1801.01,5.28580653,58.9418296084
2014-03-10,801140,1783.98,1784.23,1718.27,1721.7,5.52926883,56.719972636899996
2014-03-11,801140,1709.57,1732.13,1693.56,1710.11,3.903322,41.4861395147
2014-03-12,801140,1706.44,1715.41,1679.05,1704.07,3.90748248,39.5614492268
2014-03-13,801140,1703.97,1726.08,1703.15,1723.7,3.28959248,33.3412510739
2014-03-14,801140,1718.63,1731.29,1712.75,1724.44,3.29681583,34.660190905
2014-03-17,801140,1725.96,1763.54,1725.96,1763.23,4.00916214,39.2534660275
2014-03-18,801140,1763.48,1786.65,1762.65,1782.31,4.88397493,46.390935434700005
2014-03-19,801140,1778.83,1783.81,1770.9,1783.13,4.7654519,44.7626732441
2014-03-20,801140,1782.19,1794.49,1737.81,1737.94,5.7045709,54.8616104232
2014-03-21,801140,1731.01,1768.93,1717.47,1768.86,5.9245551,55.0270670247
2014-03-24,801140,1765.39,1781.81,1762.45,1774.24,5.50825924,50.3049328221
