日期,index_code,open,high,low,close,volume,amount
2014-01-02,801040,1564.75,1565.78,1556.65,1561.16,2.0084607,7.3770480535
2014-01-03,801040,1575.74,1576.46,1556.58,1562.54,6.22409271,28.8730563706
2014-01-06,801040,1565.35,1565.69,1510.8,1517.68,4.83509273,20.0611989907
2014-01-07,801040,1510.17,1515.89,1503.42,1508.78,2.68421092,11.0926940255
2014-01-08,801040,1508.56,1517.7,1490.2,1493.7,2.80223883,10.791005419300001
2014-01-09,801040,1489.73,1494.77,1465.18,1466.99,2.79966399,10.0043694748
2014-01-10,801040,1465.23,1465.52,1443.58,1446.97,2.9228421,10.3904350461
2014-01-13,801040,1446.42,1453.91,1435.59,1443.01,3.02164009,9.409007350700001
2014-01-14,801040,1441.89,1462.61,1423.98,1458.32,2.81066937,9.1125895896
2014-01-15,801040,1453.08,1453.65,1437.47,1445.09,1.63019229,5.6663644013
2014-01-16,801040,1448.59,1463.2,1443.1,1453.7,2.59435823,9.6334502416
2014-01-17,801040,1449.13,1449.7,1428.47,1433.36,2.65066789,9.7600448982
2014-01-20,801040,1432.66,1435.37,1421.86,1429.32,1.73602574,6.3057047029
2014-01-21,801040,1425.67,1441.99,1425.62,1432.26,1.84424667,6.9598596903
2014-01-22,801040,1431.23,1464.73,1430.33,1464.1,2.82130355,9.823623984500001
2014-01-23,801040,1462.12,1467.21,1450.3,1452.09,2.56595212,9.5953102618
2014-01-24,801040,1449.63,1464.39,1446.27,1458.61,2.72338025,10.6377056118
2014-01-27,801040,1447.23,1449.59,1441.27,1442.19,2.1374141,7.9676860639
2014-01-28,801040,1444.88,1450.81,1437.33,1443.65,1.4669641,4.7163141009
2014-01-29,801040,1444.59,1448.15,1441.28,1443.88,1.64670434,5.816897379299999
2014-01-30,801040,1437.67,1437.82,1427.47,1429.41,2.40333352,8.8075450148
2014-02-07,801040,1419.26,1435.04,1417.4,1434.8,2.08317746,7.1652205426
2014-02-10,801040,1433.62,1466.34,1433.62,1464.19,3.31153804,12.1134743801
2014-02-11,801040,1461.32,1473.94,1454.29,1468.22,3.25687409,12.104382888599998
2014-02-12,801040,1466.88,1478.14,1465.23,1477.98,3.02311274,12.5239924306
2014-02-13,801040,1476.6,1481.96,1465.28,1466.64,3.04261367,11.715466741199998
2014-02-14,801040,1466.82,1487.01,1466.72,1484.98,3.0174774,11.5948844721
2014-02-17,801040,1489.94,1506.25,1485.93,1506.2,4.24584497,17.713956893699997
2014-02-18,801040,1504.02,1504.02,1487.59,1497.59,4.03719238,15.001388005699999
2014-02-19,801040,1492.51,1509.95,1481.99,1508.25,4.60109252,17.861734201199997
2014-02-20,801040,1508.48,1524.87,1503.89,1504.7,6.1763421,23.7082657418
2014-02-21,801040,1501.08,1503.69,1478.47,1483.7,3.07553416,11.747863734200001
2014-02-24,801040,1479.96,1480.1,1456.85,1473.78,3.69577755,13.687497520099999
2014-02-25,801040,1473.92,1479.32,1438.65,1445.74,3.84629981,15.5601652898
2014-02-26,801040,1441.38,1456.57,1435.15,1456.54,3.01574618,12.2528127681
2014-02-27,801040,1458.53,1476.63,1453.48,1466.11,4.17520172,16.9417256174
2014-02-28,801040,1461.84,1469.24,1446.68,1468.54,3.14894906,14.9605666611
2014-03-03,801040,1465.02,1480.03,1462.01,1474.98,3.34577799,14.8852048949
2014-03-04,801040,1467.71,1469.12,1459.24,1467.66,3.22514491,13.970030876900001
2014-03-05,801040,1468.88,1474.13,1462.7,1466.47,2.69359003,12.163869369
2014-03-06,801040,1463.67,1473.75,1453.38,1473.75,2.94213252,12.6706972884
2014-03-07,801040,1470.91,1481.53,1468.71,1474.63,3.20819974,13.4428053435
2014-03-10,801040,1464.86,1465.09,1426.99,1429.46,3.73645256,13.171141754
2014-03-11,801040,1428.18,1443.7,1423.31,1431.79,3.20901322,14.7902443043
2014-03-12,801040,1427.28,1447.39,1417.7,1431.23,3.7185773,14.6190063826
2014-03-13,801040,1430.09,1444.88,1424.77,1444.88,3.2952765,12.383582842300001
2014-03-14,801040,1436.95,1440.34,1421.97,1431.84,2.29771566,9.0263064662
2014-03-17,801040,1432.64,1442.91,1425.47,1441.82,2.36237794,9.6434503634
2014-03-18,801040,1442.01,1442.92,1431.83,1436.03,2.30543111,9.594774038999999
2014-03-19,801040,1432.98,1448.58,1424.16,1444.84,3.87790114,12.716174596099998
2014-03-20,801040,1440.28,1452.78,1423.3,1424.54,4.06475106,13.144763178599998
2014-03-21,801040,1419.54,1451.55,1413.61,1448.8,3.81578828,12.986063753800002
2014-03-24,801040,1450.74,1495.59,1447.16,1495.44,8.23919579,26.2974332784
2014-03-25,801040,1493.54,1497.83,1477.65,1483.92,7.20199944,21.4719330942
2014-03-26,801040,1483.23,1486.28,1472.39,1480.16,4.21317884,13.7516089847
2014-03-27,801040,1479.37,1491.37,1470.4,1471.88,4.86559314,15.3670139289
2014-03-28,801040,1465.73,1476.56,1460.02,1463.42,4.26727176,13.278210707000001
2014-03-31,801040,1464.13,1470.38,1450.29,1456.43,3.22464707,10.9085330653
2014-04-01,801040,1454.32,1471.46,1452.51,1470.07,2.6291498,9.0999917584
2014-04-02,801040,1467.3,1499.25,1465.42,1486.9,4.92040277,14.9415242092
2014-04-03,801040,1485.37,1485.45,1453.96,1460.72,4.34640805,14.187227678800001
2014-04-04,801040,1455.96,1475.22,1452.56,1474.78,2.52459192,9.1421408893
2014-04-08,801040,1469.11,1491.88,1467.35,1491.16,3.57985685,12.9054707693
2014-04-09,801040,1492.37,1495.61,1486.8,1492.44,2.77603083,10.2949942974
2014-04-10,801040,1492.18,1520.14,1485.18,1515.04,6.5641978,20.8518577858
