日期,index_code,open,high,low,close,volume,amount
2014-01-02,801030,1806.13,1820.35,1803.16,1820.03,10.31905068,102.0477703077
2014-01-03,801030,1813.37,1816.21,1797.12,1803.59,11.75215853,111.1209039477
2014-01-06,801030,1800.06,1800.43,1749.98,1752.0,11.76092365,105.213459126
2014-01-07,801030,1745.4,1767.54,1741.56,1759.83,9.6697134,88.7464344233
2014-01-08,801030,1763.81,1777.07,1748.97,1755.68,10.33854381,97.7685180702
2014-01-09,801030,1753.1,1758.16,1725.09,1725.61,12.66308696,112.23487486639999
2014-01-10,801030,1718.92,1721.38,1695.68,1701.71,10.84471596,89.3380298366
2014-01-13,801030,1701.3,1708.19,1674.67,1685.25,9.23961122,79.9408057751
2014-01-14,801030,1680.92,1723.53,1659.65,1714.2,11.45743965,95.54790115739999
2014-01-15,801030,1711.81,1719.37,1706.4,1717.54,10.48763324,98.1355155071
2014-01-16,801030,1717.55,1726.8,1711.49,1717.87,9.58096085,98.0899611599
2014-01-17,801030,1715.04,1717.55,1693.46,1694.8,9.27491095,88.52896056870001
2014-01-20,801030,1692.92,1700.02,1676.77,1683.35,7.96922409,76.1922768001
2014-01-21,801030,1684.09,1701.89,1683.97,1699.94,8.85273345,87.7989925973
2014-01-22,801030,1702.2,1741.27,1700.13,1741.27,13.13514524,127.0938137043
2014-01-23,801030,1740.1,1747.74,1736.63,1740.64,12.07653929,116.86102492549999
2014-01-24,801030,1736.24,1761.43,1734.43,1756.73,13.37430179,125.6173928416
2014-01-27,801030,1749.37,1761.47,1741.05,1747.91,11.83618627,119.9274988257
2014-01-28,801030,1747.81,1755.36,1731.47,1742.61,9.70951293,96.12528399770001
2014-01-29,801030,1745.86,1753.21,1745.24,1750.92,9.79016345,96.4404949083
2014-01-30,801030,1746.85,1747.05,1728.74,1733.58,7.66779537,76.306445543
2014-02-07,801030,1723.51,1760.2,1717.81,1760.2,10.03479423,100.2918484111
2014-02-10,801030,1767.26,1812.14,1767.16,1812.13,18.25081299,176.4021196377
2014-02-11,801030,1813.58,1826.24,1798.27,1818.0,19.58231885,185.61741820310002
2014-02-12,801030,1818.55,1851.25,1817.35,1851.25,18.80481144,181.97267253939998
2014-02-13,801030,1851.84,1855.74,1825.46,1825.46,18.26111995,185.7952557402
2014-02-14,801030,1826.68,1856.77,1826.62,1856.6,16.99854612,160.0123062982
2014-02-17,801030,1865.56,1881.18,1861.25,1881.18,19.89568753,187.3209153094
2014-02-18,801030,1881.17,1881.19,1865.82,1874.62,22.15281877,220.14621765459998
