date,code,close,open,high,low,volume,amount,turnover
2016/1/18,CI005008.CI,4876.3377,"4,876.34","4,876.34","4,876.34",980.1372,111.7638,2.2533
2016/1/18,CI005009.CI,3823.8142,"3,823.81","3,823.81","3,823.81",864.3701,117.2634,2.7487
2016/1/18,CI005010.CI,6148.322,"6,148.32","6,148.32","6,148.32","2,386.55",342.5969,1.6698
2016/1/18,CI005011.CI,6074.8277,"6,074.83","6,074.83","6,074.83","1,394.52",183.4474,1.6476
2016/1/18,CI005012.CI,8073.5672,"8,073.57","8,073.57","8,073.57",676.1965,131.3041,1.5884
2016/1/18,CI005013.CI,6183.0551,"6,183.06","6,183.06","6,183.06","1,153.29",166.7509,1.2691
2016/1/18,CI005014.CI,5495.0114,"5,495.01","5,495.01","5,495.01",980.3392,118.3289,1.5904
2016/1/18,CI005015.CI,7890.2968,"7,890.30","7,890.30","7,890.30",218.5238,37.1598,1.8634
2016/1/18,CI005016.CI,6898.8098,"6,898.81","6,898.81","6,898.81",669.322,87.545,1.582
2016/1/18,CI005017.CI,4545.0729,"4,545.07","4,545.07","4,545.07",840.5383,115.1197,2.2593
2016/1/18,CI005018.CI,8867.5545,"8,867.55","8,867.55","8,867.55","1,581.64",316.3559,1.6646
2016/1/18,CI005019.CI,6988.3272,"6,988.33","6,988.33","6,988.33",629.1765,96.2715,1.3364
2016/1/18,CI005020.CI,5418.2537,"5,418.25","5,418.25","5,418.25",847.0398,97.1074,2.1974
2016/1/18,CI005021.CI,5390.8449,"5,390.84","5,390.84","5,390.84","1,147.48",75.4797,0.1123
2016/1/18,CI005022.CI,7005.4868,"7,005.49","7,005.49","7,005.49","1,292.35",198.6545,0.9601
2016/1/18,CI005023.CI,6948.2176,"6,948.22","6,948.22","6,948.22","2,509.29",279.6648,1.6305
2016/1/18,CI005024.CI,2061.2976,"2,061.30","2,061.30","2,061.30","1,657.36",148.3403,0.9027
2016/1/18,CI005025.CI,4590.7954,"4,590.80","4,590.80","4,590.80","2,028.24",304.482,2.2225
2016/1/18,CI005026.CI,4684.0958,"4,684.10","4,684.10","4,684.10","1,002.10",171.4825,1.8416
2016/1/18,CI005027.CI,6714.8539,"6,714.85","6,714.85","6,714.85","1,487.83",390.8109,3.4654
2016/1/18,CI005028.CI,5319.2843,"5,319.28","5,319.28","5,319.28","1,161.59",265.9381,2.7927
2016/1/18,CI005029.CI,5602.3026,"5,602.30","5,602.30","5,602.30",624.8223,67.3833,3.0136
2016/1/18,CI005030.CI,1808.3716,"1,808.37","1,808.37","1,808.37",0,0,0
2016/1/19,CI005001.CI,2046.9262,"2,046.93","2,046.93","2,046.93",647.3227,54.0203,0.2241
2016/1/19,CI005002.CI,1524.6258,"1,524.63","1,524.63","1,524.63","1,048.65",67.8208,1.4086
2016/1/19,CI005003.CI,4291.2981,"4,291.30","4,291.30","4,291.30","1,660.87",189.1003,1.5491
2016/1/19,CI005004.CI,2977.0816,"2,977.08","2,977.08","2,977.08","1,888.87",180.4538,1.1154
2016/1/19,CI005005.CI,1466.3506,"1,466.35","1,466.35","1,466.35","2,003.92",98.0739,1.5749
2016/1/19,CI005006.CI,4923.6176,"4,923.62","4,923.62","4,923.62","2,248.94",297.038,2.3215
2016/1/19,CI005007.CI,3972.379,"3,972.38","3,972.38","3,972.38","1,883.13",180.6726,1.3205
2016/1/19,CI005008.CI,5085.3177,"5,085.32","5,085.32","5,085.32","1,322.61",160.1388,3.0723
2016/1/19,CI005009.CI,3984.0674,"3,984.07","3,984.07","3,984.07","1,047.71",134.8255,3.1313
2016/1/19,CI005010.CI,6437.4408,"6,437.44","6,437.44","6,437.44","3,095.75",440.9899,2.1732
2016/1/19,CI005011.CI,6352.4582,"6,352.46","6,352.46","6,352.46","1,813.50",231.4887,2.1583
2016/1/19,CI005012.CI,8465.1071,"8,465.11","8,465.11","8,465.11",873.4678,171.022,2.0554
2016/1/19,CI005013.CI,6420.7763,"6,420.78","6,420.78","6,420.78","1,388.57",208.2004,1.5178
2016/1/19,CI005014.CI,5745.5793,"5,745.58","5,745.58","5,745.58","1,273.23",156.7184,2.0655
2016/1/19,CI005015.CI,8171.2395,"8,171.24","8,171.24","8,171.24",235.0819,42.139,2.0131
2016/1/19,CI005016.CI,7189.0619,"7,189.06","7,189.06","7,189.06",803.9777,102.1425,1.8841
2016/1/19,CI005017.CI,4730.1779,"4,730.18","4,730.18","4,730.18",929.3361,131.1851,2.4732
2016/1/19,CI005018.CI,9185.3611,"9,185.36","9,185.36","9,185.36","1,843.89",373.0866,1.9017
2016/1/19,CI005019.CI,7248.4758,"7,248.48","7,248.48","7,248.48",785.4443,128.9567,1.6764
2016/1/19,CI005020.CI,5652.6215,"5,652.62","5,652.62","5,652.62","1,027.66",120.9801,2.5847
2016/1/19,CI005021.CI,5473.267,"5,473.27","5,473.27","5,473.27","1,170.82",81.7365,0.1146
2016/1/19,CI005022.CI,7210.4468,"7,210.45","7,210.45","7,210.45","1,862.25",294.1471,1.3835
2016/1/19,CI005023.CI,7281.2219,"7,281.22","7,281.22","7,281.22","3,287.30",357.1199,2.0248
2016/1/19,CI005024.CI,2135.0526,"2,135.05","2,135.05","2,135.05","2,003.30",188.2216,1.0928
2016/1/19,CI005025.CI,4762.7301,"4,762.73","4,762.73","4,762.73","2,369.91",366.7268,2.4681
2016/1/19,CI005026.CI,4894.1393,"4,894.14","4,894.14","4,894.14","1,175.12",203.4377,2.16
2016/1/19,CI005027.CI,7005.053,"7,005.05","7,005.05","7,005.05","1,767.83",472.0908,4.123
2016/1/19,CI005028.CI,5509.2678,"5,509.27","5,509.27","5,509.27","1,293.90",304.5192,3.1002
2016/1/19,CI005029.CI,5875.4466,"5,875.45","5,875.45","5,875.45",737.5409,82.8244,3.4979
2016/1/19,CI005030.CI,1808.3716,"1,808.37","1,808.37","1,808.37",0,0,0
2016/1/20,CI005001.CI,2029.6305,"2,029.63","2,029.63","2,029.63",713.8338,59.0543,0.2462
2016/1/20,CI005002.CI,1492.3272,"1,492.33","1,492.33","1,492.33",952.7265,60.8565,1.2883
2016/1/20,CI005003.CI,4273.4988,"4,273.50","4,273.50","4,273.50","1,824.23",211.8294,1.691
2016/1/20,CI005004.CI,2973.9585,"2,973.96","2,973.96","2,973.96","2,410.99",220.7524,1.4317
2016/1/20,CI005005.CI,1441.0141,"1,441.01","1,441.01","1,441.01","2,041.11",105.0005,1.5967
2016/1/20,CI005006.CI,4894.1153,"4,894.12","4,894.12","4,894.12","2,330.47",317.3909,2.3665
2016/1/20,CI005007.CI,3943.9181,"3,943.92","3,943.92","3,943.92","2,110.98",215.9017,1.4817
2016/1/20,CI005008.CI,5053.441,"5,053.44","5,053.44","5,053.44","1,354.40",174.1757,3.1417
2016/1/20,CI005009.CI,3963.4327,"3,963.43","3,963.43","3,963.43","1,083.89",147.4962,3.2404
2016/1/20,CI005010.CI,6362.4529,"6,362.45","6,362.45","6,362.45","2,911.31",427.5563,2.0421
2016/1/20,CI005011.CI,6299.4166,"6,299.42","6,299.42","6,299.42","1,796.38",240.83,2.1414
2016/1/20,CI005012.CI,8329.9169,"8,329.92","8,329.92","8,329.92",868.0442,172.1039,2.0417
2016/1/20,CI005013.CI,6334.9176,"6,334.92","6,334.92","6,334.92","1,437.92",216.4017,1.5555
2016/1/20,CI005014.CI,5703.1474,"5,703.15","5,703.15","5,703.15","1,329.27",160.6494,2.1476
2016/1/20,CI005015.CI,8037.7489,"8,037.75","8,037.75","8,037.75",219.0949,39.5508,1.8641
2016/1/20,CI005016.CI,7095.697,"7,095.70","7,095.70","7,095.70",801.9384,101.5351,1.8788
2016/1/20,CI005017.CI,4694.0941,"4,694.09","4,694.09","4,694.09",895.0414,131.6206,2.51
2016/1/20,CI005018.CI,9064.9325,"9,064.93","9,064.93","9,064.93","1,907.62",387.4747,1.9681
2016/1/20,CI005019.CI,7090.3557,"7,090.36","7,090.36","7,090.36",748.4891,117.7102,1.5979
2016/1/20,CI005020.CI,5602.5203,"5,602.52","5,602.52","5,602.52","1,026.22",126.5835,2.5808
2016/1/20,CI005021.CI,5398.5783,"5,398.58","5,398.58","5,398.58","1,252.64",88.449,0.1226
2016/1/20,CI005022.CI,7069.1268,"7,069.13","7,069.13","7,069.13","1,645.95",270.3095,1.2228
2016/1/20,CI005023.CI,7161.4496,"7,161.45","7,161.45","7,161.45","3,310.45",364.6273,2.044
2016/1/20,CI005024.CI,2138.757,"2,138.76","2,138.76","2,138.76","2,284.25",207.6906,1.2455
2016/1/20,CI005025.CI,4703.3913,"4,703.39","4,703.39","4,703.39","2,252.83",361.1319,2.3488
2016/1/20,CI005026.CI,4844.5001,"4,844.50","4,844.50","4,844.50","1,192.83",206.0495,2.192
2016/1/20,CI005027.CI,6868.1272,"6,868.13","6,868.13","6,868.13","1,692.50",433.3177,3.9503
2016/1/20,CI005028.CI,5415.9398,"5,415.94","5,415.94","5,415.94","1,285.40",294.2184,3.0812
2016/1/20,CI005029.CI,5776.69,"5,776.69","5,776.69","5,776.69",760.9744,87.512,3.535
2016/1/20,CI005030.CI,1808.3716,"1,808.37","1,808.37","1,808.37",0,0,0
2016/1/21,CI005001.CI,1954.3471,"1,954.35","1,954.35","1,954.35",589.2159,47.0054,0.2041
2016/1/21,CI005002.CI,1460.4116,"1,460.41","1,460.41","1,460.41","1,054.21",67.0666,1.42
2016/1/21,CI005003.CI,4081.3251,"4,081.33","4,081.33","4,081.33","1,686.52",202.0304,1.5634
2016/1/21,CI005004.CI,2847.1612,"2,847.16","2,847.16","2,847.16","1,748.39",164.8008,1.0411
2016/1/21,CI005005.CI,1372.6248,"1,372.62","1,372.62","1,372.62","1,671.54",83.8513,1.2836
2016/1/21,CI005006.CI,4663.7624,"4,663.76","4,663.76","4,663.76","2,208.29",300.152,2.2582
2016/1/21,CI005007.CI,3764.815,"3,764.82","3,764.82","3,764.82","1,621.68",171.6095,1.1339
2016/1/21,CI005008.CI,4814.2267,"4,814.23","4,814.23","4,814.23","1,188.11",152.1567,2.7552
2016/1/21,CI005009.CI,3758.1478,"3,758.15","3,758.15","3,758.15",948.8184,128.5395,2.8621
2016/1/21,CI005010.CI,6065.5017,"6,065.50","6,065.50","6,065.50","2,669.50",387.6607,1.8667
2016/1/21,CI005011.CI,5984.8301,"5,984.83","5,984.83","5,984.83","1,693.06",226.1589,1.991
2016/1/21,CI005012.CI,7916.2725,"7,916.27","7,916.27","7,916.27",843.9312,152.3808,1.9843
2016/1/21,CI005013.CI,6086.6029,"6,086.60","6,086.60","6,086.60","1,391.31",207.6872,1.5126
2016/1/21,CI005014.CI,5451.1328,"5,451.13","5,451.13","5,451.13","1,129.11",136.2135,1.8243
2016/1/21,CI005015.CI,7773.0459,"7,773.05","7,773.05","7,773.05",241.5903,41.8393,2.0868
2016/1/21,CI005016.CI,6813.0447,"6,813.04","6,813.04","6,813.04",706.2196,95.5073,1.6571
2016/1/21,CI005017.CI,4456.3775,"4,456.38","4,456.38","4,456.38",789.904,111.7865,2.2188
