,CSI300,SP500,HSI,CR_GOV,CR_CORP,159934.SZ
2014-01-31,3.69492728784934e-08,0.49999996909294175,2.998819253470735e-09,8.286849179590306e-09,1.3579175174473183e-08,0.49999996909294175
2014-02-28,0.0,0.49999998745169655,0.49999998745169655,2.5096606890788095e-08,0.0,0.0
2014-03-31,1.2384273032220177e-05,0.4999937905839405,0.4999937905839405,9.501145866437468e-09,1.2597412568848556e-08,1.2460528426119922e-08
2014-04-30,0.4518331554778759,0.07861041278022747,0.46955643174189665,0.0,0.0,0.0
2014-05-30,1.66410490717483e-07,0.586157397807113,0.16508229600990332,3.778470455294875e-08,0.24876010185900116,1.287873307948173e-10
2014-06-30,0.2893624519942021,0.2893624519942021,0.2893624519942021,4.018821675961583e-07,0.13190732920829312,4.9129269330269706e-06
2014-07-31,3.6071031611049877e-07,0.29844629425030644,0.29844629425030644,1.7722358206407404e-08,0.403107026574621,6.492091845744764e-09
2014-08-29,3.144623898095507e-08,0.06108234975854364,5.130925983108764e-10,1.4734109549859213e-08,0.7734461210260422,0.1654714825219731
2014-09-30,0.34292599788068673,4.269506182691268e-08,4.116549547705126e-09,0.2302340744695821,6.026859000775038e-08,0.4268398205695298
2014-10-31,0.49999997805084373,0.49999997805084373,0.0,6.575215351881188e-09,3.732309710675702e-08,0.0
2014-11-28,0.4699764252570324,0.36697719024052383,1.5895789953312502e-07,2.564090762864084e-06,4.806211908070755e-06,0.1630388552418733
2014-12-31,0.25254288283585524,4.541584517659259e-10,2.6729966771659064e-10,0.7474570936523539,1.4245412824765419e-08,8.544919916339782e-09
2015-01-30,1.853288768538335e-06,0.9999975848587767,0.0,4.0043959601357473e-07,0.0,1.6141285872625913e-07
2015-02-27,0.6828815626873156,2.9897098289952337e-07,0.3171171143227848,1.59234510871077e-07,4.975359608274163e-08,8.15030809782587e-07
2015-03-31,0.4398958359894371,0.19608602494605715,0.36401813906450564,0.0,0.0,0.0
2015-04-30,0.4999975140917814,0.0,4.971816437181538e-06,0.0,0.0,0.4999975140917814
2015-05-29,0.0,0.04253095186456555,9.848140988045317e-12,6.507436823890836e-11,0.9574690395564138,8.504098010286202e-09
2015-06-30,8.121160498460493e-09,4.1664472425079514e-08,3.1583664336192603e-08,1.4304234546034234e-07,0.6205866591820144,0.3794131164063429
2015-07-31,1.081058120052924e-10,0.16072653865547698,3.1385446163034937e-09,0.12787894818354348,0.7113945096419364,2.7239274167652717e-10
2015-08-31,0.49995554060136205,8.611312426980069e-05,5.2556226372018846e-08,1.194757015831597e-06,1.5583597638743835e-06,0.49995554060136205
2015-09-30,1.112822153840614e-07,0.20030394414526365,1.4319691619555879e-09,0.7996907285640443,5.211946380477263e-06,2.63012694893184e-09
2015-10-30,0.22209203427298527,0.23603789951720452,9.020604671259404e-08,4.3482349306808655e-08,0.5418699200637891,1.2457625151140811e-08
2015-11-30,3.355988990475763e-12,0.1441450533878335,7.62221742024689e-12,2.2616079354075587e-10,0.855854946103695,2.7133253562148086e-10
2015-12-31,0.19997742925377943,7.958436760517086e-09,1.3027988140873452e-07,1.577730722726644e-08,0.725050152089892,0.07497226464070321
2016-01-29,1.9472707237458064e-08,0.414353011581672,0.414353011581672,0.16925074958437433,2.725769460684574e-06,0.0020404820101137034
2016-02-29,0.4080906184647763,0.0,0.5919093815352237,0.0,0.0,0.0
2016-03-31,0.4250253297193844,4.402313489804803e-08,0.4250253297193844,2.605711499821863e-09,2.48681501554452e-09,0.1499492914455697
2016-04-29,0.2736675998550187,3.607030339671574e-07,0.2608647688513352,0.19179954852887357,1.2220671978698653e-07,0.2736675998550187
2016-05-31,0.22049739713873345,0.12606708785168397,0.22049739713873345,0.432938117870849,0.0,0.0
2016-06-30,0.33333295632824944,0.33333295632824944,0.33333295632824944,4.9238764115857285e-09,2.688027921396285e-09,1.1234033472251946e-06
2016-07-29,0.4999730236142159,5.3841471331639484e-05,6.722720894899414e-08,2.580979107069561e-08,1.826323653595075e-08,0.4999730236142159
2016-08-31,0.333333053517112,8.37797103725786e-07,0.333333053517112,1.6515602586158391e-09,0.0,0.333333053517112
2016-09-30,0.25640574206053823,1.4358522263498106e-08,0.25640574206053823,0.37235039501759964,0.0,0.11483810650280174
2016-10-31,0.220143437681828,2.113009600876564e-06,4.011183218042955e-09,0.5597109412405404,6.637501933945853e-08,0.220143437681828
2016-11-30,0.3098337753647641,0.29360251730837333,6.746502982935812e-07,1.2296692131152977e-07,0.39656268729743016,2.2241221288065877e-07
2016-12-30,0.26650699063902333,0.24847424255801542,0.13275717225941516,0.08575458422576009,1.9678762636445208e-08,0.26650699063902333
2017-01-31,0.22235910318888394,1.0441775101018267e-08,0.16575140740698677,0.3895301755325454,2.0024092500619035e-07,0.22235910318888394
2017-02-28,0.13461773940627048,0.22730141148163657,0.08420141271841011,0.32657802491204624,0.0,0.22730141148163657
2017-03-31,0.13510878991620845,0.30150367372744186,0.01631310630064473,0.24557071935717817,3.6971084992553334e-08,0.30150367372744186
2017-04-28,0.24680418760073905,0.24823019029846993,0.24823019029846993,0.008505232175063576,9.328787586165693e-09,0.24823019029846993
2017-05-31,0.2171358751979723,0.10388813317734907,0.1725543228621022,0.2892853257830996,4.6778150461384205e-07,0.2171358751979723
2017-06-30,0.39732262693320014,4.9001874726260295e-09,0.39732262693320014,4.563547210693133e-08,0.20535343448354465,1.2611143954301057e-06
2017-07-31,0.2441306203176979,0.044616141773555024,9.438585054761298e-08,6.900657473152066e-08,0.5929689345167922,0.11828413999952958
2017-08-31,0.3333333155630841,0.3333333155630841,0.3333333155630841,5.331074759998538e-08,0.0,0.0
2017-09-29,0.2692534444877496,0.2692534444877496,3.3693608490970534e-10,0.4614930894281431,1.3143559023488846e-08,8.115862577523652e-09
2017-10-31,0.257927003227485,9.348325679426045e-09,0.02059082874491946,3.967109090938497e-08,0.4635551157806941,0.257927003227485
2017-11-30,0.20798884394272496,0.17375703456275754,0.05401996543403718,1.3809966353000586e-06,0.35624393112112007,0.20798884394272496
2017-12-29,0.33305688110149717,0.0008292240469821385,0.33305688110149717,5.211030212191201e-08,8.053822417988007e-08,0.33305688110149717
2018-01-31,1.2110682161291336e-10,4.290536496535389e-11,1.0282644834123819e-10,0.9999999932864645,6.400368695638781e-09,4.632818142748056e-11
2018-02-28,1.3133078393761337e-09,1.714449536309007e-11,3.9249783916281494e-11,0.9999999979338565,6.361750695354523e-10,6.026620800865466e-11
2018-03-30,0.49999965073820135,0.49999965073820135,6.809585461490298e-07,1.0286872403392252e-08,5.697032581098409e-09,1.5811462574837045e-09
2018-04-30,0.3116363311363521,0.3116363311363521,0.3116363311363521,1.814513160301394e-07,0.0650873697639052,3.455375722234762e-06
2018-05-31,4.488027611801614e-08,0.7552856472421289,0.0,0.0,0.0,0.244714307877595
2018-06-29,5.438042925421659e-07,0.49439622349412365,0.49439622349412365,3.13300925263338e-08,3.161875863644084e-08,0.011206946258609062
2018-07-31,0.24348660336580505,4.450774779016241e-08,1.3390323066393818e-05,2.702409655666722e-07,0.5130130881966101,0.24348660336580505
2018-08-31,6.586819290324294e-08,1.4154021714760097e-10,7.242452850772457e-11,0.6542608519921685,2.2780782043764355e-09,0.34573907964759554
2018-09-28,0.18957157992164148,0.2642796878207559,5.863265148494987e-06,4.6649348675172256e-07,0.5461423400391673,6.245980008386733e-08
2018-10-31,0.5,0.5,0.0,0.0,0.0,0.0
2018-11-30,3.9048588783683113e-07,0.4055153926435646,1.5312167703770333e-08,0.04443459255031721,2.3687212897017348e-07,0.5500493721359336
2018-12-31,0.4728872520819493,3.005014728213092e-05,0.054195120865482456,2.689145184404899e-07,5.590881838281546e-08,0.4728872520819493
2019-01-31,1.3516221269222407e-07,0.5172279605724234,0.4827541416082043,3.795256739368119e-09,3.351217592550824e-09,1.7755510685238975e-05
2019-02-28,0.14443690740056295,0.22471213741623916,0.22471213741623916,0.3878331673274296,6.35563923242919e-05,0.018242094047204675
2019-03-29,0.1532827567891821,0.260914748005718,0.2534345402228731,0.3323676819944551,1.833625330500068e-08,2.546515184367778e-07
2019-04-30,0.3060465196166754,0.3060465196166754,0.3060465196166754,1.2726330932404627e-08,0.037475221546542356,0.04438520687710037
2019-05-31,0.21944177198799986,0.28708918156115465,4.491075234925518e-08,0.49346899802046,3.4278292596598544e-09,9.180391202123135e-11
2019-06-28,0.3333329197911792,0.3333329197911792,0.3333329197911792,1.1129112006261806e-07,5.503137279983598e-08,1.0743039694961088e-06
2019-07-31,0.35061509043436706,3.1147671402641337e-07,0.2987694980440785,4.551149687250304e-09,5.059323714243142e-09,0.35061509043436706
2019-08-30,0.13877107480845302,0.43061436757319393,1.871170553211449e-07,1.4605301286114773e-09,1.4675736253972155e-09,0.43061436757319393
2019-09-30,0.27882251753770865,6.3669584240323604e-09,1.33552564500869e-07,1.204673301247164e-07,0.7211772168493158,5.226122372937327e-09
2019-10-31,0.19274228541601265,0.21909892676121823,1.912371247222715e-07,9.593240046432085e-08,0.4890925586766968,0.09906594197654714
2019-11-29,0.23710365761281055,0.23710365761281055,0.043731208660432105,0.41736123092916433,2.2753786432020288e-07,0.0647000176469182
