,daily_return_pct
2013-12-17,0.04898167591930841
2013-12-18,0.20176337610623166
2013-12-19,-0.8433421193704446
2013-12-20,-1.2336374553482847
2013-12-23,0.6001027835644022
2013-12-24,0.29573697895570744
2013-12-25,0.39349235738915467
2013-12-26,-0.42381897630185866
2013-12-27,0.74417523888892
2013-12-30,-0.19878669397104937
2013-12-31,0.3194839604545725
2014-01-02,0.21502224093907882
2014-01-03,-0.813391343358972
2014-01-06,-0.7409544096576328
2014-01-07,0.12218740861882522
2014-01-08,0.15420134235540658
2014-01-09,-0.5079100686980142
2014-01-10,0.06540974990699998
2014-01-13,-0.1099304755703781
2014-01-14,0.34957062665694627
2014-01-15,-0.02157126000443968
2014-01-16,0.1329031097784086
2014-01-17,-0.3240150148459762
2014-01-20,-0.1838616787305972
2014-01-21,0.43156332086261606
2014-01-22,0.517943915280243
2014-01-23,-0.8266475385655982
2014-01-24,-0.08618486279058901
2014-01-27,-0.8570390455437371
2014-01-28,-0.12858498087974005
2014-01-29,0.06551602032813134
2014-01-30,-0.1786655568242032
2014-01-31,-0.10083778337518168
2014-02-03,-0.3028717195913128
2014-02-04,-0.8231930621583206
2014-02-05,-0.21579500198903429
2014-02-06,0.38852175042433434
2014-02-07,0.6770037006406248
2014-02-10,0.9326905666049511
2014-02-11,1.1589322949572975
2014-02-12,0.571475047307844
2014-02-13,-0.2357969639285837
2014-02-14,0.8502635936351803
2014-02-17,0.9443248389154999
2014-02-18,-0.5261775574164798
2014-02-19,0.40781012321622406
2014-02-20,-0.6541096626851506
2014-02-21,0.0106838031460178
2014-02-24,-0.7477705830577567
2014-02-25,-0.7940182409814283
2014-02-26,0.5784464125325517
2014-02-27,0.03194887815989195
2014-02-28,0.6119613840173274
2014-03-03,-0.14734278597362216
2014-03-04,0.168053945494943
2014-03-05,-0.5079590600574505
2014-03-06,0.27925629336684343
2014-03-07,0.0844887297428552
2014-03-10,-2.0304958462455556
2014-03-11,0.3825009331640945
2014-03-12,-0.07796994400701784
2014-03-13,0.15055115222540666
2014-03-14,-0.5853457985010746
2014-03-17,0.5993489196839082
2014-03-18,-0.22862232404105268
2014-03-19,-0.31252629967162965
2014-03-20,-1.43611770586051
2014-03-21,1.491722035475367
2014-03-24,0.7539808421625008
2014-03-25,-0.435340754906822
2014-03-26,0.1195185288413067
2014-03-27,-0.5030204215641856
2014-03-28,0.22129645032325346
2014-03-31,0.0002906763297876036
2014-04-01,0.6371802877023383
2014-04-02,0.46205676056882417
2014-04-03,-0.08377061932382515
2014-04-04,0.02450192243592824
2014-04-07,-0.3577968429919973
2014-04-08,1.442040877606346
2014-04-09,0.48318047592453245
2014-04-10,0.772103402927778
2014-04-11,-0.3944186556107744
2014-04-14,0.274460780656451
2014-04-15,-1.240409512094902
2014-04-16,0.1018341893580278
2014-04-17,-0.15440087248429352
2014-04-18,0.0649949009980944
2014-04-21,-0.5434562846860903
2014-04-22,0.17719852844242906
2014-04-23,-0.436424101967419
2014-04-24,0.08733592857076802
2014-04-25,-0.7598241486400734
2014-04-28,-0.4331322886325352
2014-04-29,0.7879619691287707
2014-04-30,-0.470143916587136
2014-05-01,-0.0023251069150019817
2014-05-02,0.16310382812661534
2014-05-05,-0.22199132587542578
2014-05-06,-0.14084789978058496
2014-05-07,-0.6105191220278152
2014-05-08,-0.13478867275392264
2014-05-09,0.01679745813295784
2014-05-12,1.4424958871927605
2014-05-13,0.12025912716165155
2014-05-14,0.25568562553171675
2014-05-15,-0.2995621693727515
2014-05-16,-0.03210083166611129
2014-05-19,-0.4184263455712592
2014-05-20,0.08179660830832115
2014-05-21,0.5068210625378059
2014-05-22,0.09836129022109981
2014-05-23,0.31487045253642704
2014-05-26,0.13950860147581043
2014-05-27,-0.15656255588566348
2014-05-28,0.3338985298003326
2014-05-29,-0.45654705098463966
2014-05-30,0.1499924022335921
2014-06-02,0.009941942327442969
2014-06-03,-0.01738764982727134
2014-06-04,-0.49092771848570804
2014-06-05,0.32946967494247437
2014-06-06,-0.16433153283274232
2014-06-09,0.1848600737332568
2014-06-10,0.6821308600859615
2014-06-11,-0.14520071144475336
2014-06-12,-0.35563962387583326
2014-06-13,0.7301273887677467
2014-06-16,0.3295242819579557
2014-06-17,-0.6330079396810941
2014-06-18,-0.0029813414172704736
2014-06-19,-0.3333021171339319
2014-06-20,0.7872805917007644
2014-06-23,-0.4730144053208705
2014-06-24,0.10211685689533398
2014-06-25,-0.09031143192386581
2014-06-26,0.6629198808630635
2014-06-27,-0.0003588036188731797
2014-06-30,0.15605493036235432
2014-07-01,0.20219514459388188
2014-07-02,0.6289121524258082
2014-07-03,0.11489363105805338
2014-07-04,-0.010036814559386271
2014-07-07,-0.22365568988053253
2014-07-08,0.029633590373229705
2014-07-09,-0.7495902923844387
2014-07-10,0.04862724291829427
2014-07-11,0.04895882364707891
2014-07-14,0.4193108042435293
2014-07-15,0.05870779030917467
2014-07-16,-0.10867491310027444
2014-07-17,-0.18210216510712127
2014-07-18,0.2339170747427862
2014-07-21,-0.1102499825348977
2014-07-22,1.030338798405467
2014-07-23,0.1705736372273532
2014-07-24,0.5805899667083113
2014-07-25,0.5596665104732557
2014-07-28,1.1141656488858322
2014-07-29,0.4006838868818242
2014-07-30,-0.11869106570937232
2014-07-31,0.2787854817287294
2014-08-01,-0.8196389893875816
2014-08-04,0.9239251297684132
2014-08-05,-0.2000529136462615
2014-08-06,-0.16486516362143727
2014-08-07,-0.786979986311484
2014-08-08,0.4650906697614035
2014-08-11,0.720393460792542
2014-08-12,-0.17476938200656628
2014-08-13,0.4249703446700557
2014-08-14,-0.3595807106170799
2014-08-15,0.5445063607812758
2014-08-18,0.2532397423053313
2014-08-19,0.22981189544040953
2014-08-20,-0.04308873107436209
2014-08-21,-0.3591969448865511
2014-08-22,0.1810669121289455
2014-08-25,-0.16238405320875063
2014-08-26,-0.4014643852489156
2014-08-27,-0.07951564945538372
2014-08-28,-0.4793349553623893
2014-08-29,0.4182942290693876
2014-09-01,0.23583135891440865
2014-09-02,0.3656795369282201
2014-09-03,0.8889460630404706
2014-09-04,0.28787274879563907
2014-09-05,0.1775478777493251
2014-09-08,-0.11363443345375984
2014-09-09,-0.3271775546801391
2014-09-10,-0.6613881975843139
2014-09-11,-0.22144104503464568
2014-09-12,-0.15841006471034424
2014-09-15,-0.344638656897459
2014-09-16,-0.804476322587309
2014-09-17,0.3505727382700658
2014-09-18,-0.2807943851498417
2014-09-19,0.3982451323367769
2014-09-22,-1.5200262027035338
2014-09-23,0.07772765425598487
2014-09-24,0.8728554259393198
2014-09-25,-0.6290337979610685
2014-09-26,0.1558725383476694
2014-09-29,-0.44776641488296454
2014-09-30,-0.43743456222466925
2014-10-01,-0.3418334343450035
2014-10-02,0.0001316962312487184
2014-10-03,0.45955167821051435
2014-10-06,0.2901768518822841
2014-10-07,-0.2501259677599943
2014-10-08,0.5642810557501393
2014-10-09,-0.09307533414143951
2014-10-10,-1.1112548331574827
2014-10-13,-0.45124990343512245
2014-10-14,-0.19051807643389582
2014-10-15,0.06378221342052043
2014-10-16,-0.5022037409029851
2014-10-17,0.4576218286609044
2014-10-20,0.47425032959720215
2014-10-21,0.30298538733810776
2014-10-22,0.04661944847750687
2014-10-23,-0.16533229371097485
2014-10-24,-0.03668568892490892
2014-10-27,-0.5289558553918905
2014-10-28,1.4371567478132727
2014-10-29,0.7658720623308388
2014-10-30,0.12087228912342994
2014-10-31,0.9113249071990039
2014-11-03,-0.22711131748229585
2014-11-04,-0.21305544982462873
2014-11-05,-0.49287891620416546
2014-11-06,-0.07339124462864496
2014-11-07,-0.18621213854099375
2014-11-10,1.441397983044468
2014-11-11,-0.11464392186788895
2014-11-12,0.7355002998547365
2014-11-13,-0.07109932663789369
2014-11-14,0.04281981649469788
2014-11-17,-0.2361747675139253
2014-11-18,-0.5689501369399862
2014-11-19,-0.20818138854038437
2014-11-20,-0.02230116720892357
2014-11-21,0.8258595556943445
2014-11-24,1.499819311868433
2014-11-25,0.34254949925059364
2014-11-26,0.8653127236005762
2014-11-27,0.21963818576431768
2014-11-28,0.5007086578444581
2014-12-01,-1.1150890795810646
2014-12-02,2.407963791463251
2014-12-03,0.7330498769721615
2014-12-04,1.4436889282361298
2014-12-05,0.2915066879936067
2014-12-08,1.0295686328818747
2014-12-09,-1.8830976262767987
2014-12-10,1.3869233694853238
2014-12-11,-0.7473185642869096
2014-12-12,-0.32477696835144176
2014-12-15,-0.16381608682563426
2014-12-16,-0.19154585687659223
2014-12-17,0.8020872849255704
2014-12-18,0.710509501217419
2014-12-19,0.7570947326785226
2014-12-22,0.5639918621534742
2014-12-23,-1.101230068623696
2014-12-24,-0.8808902508974773
2014-12-25,1.0235029231718151
2014-12-26,1.1781719595145752
2014-12-29,0.7541444495315652
2014-12-30,-0.5093485354646294
2014-12-31,0.8013321815178369
2015-01-02,0.31330978798485337
2015-01-05,0.46454551014380097
2015-01-06,-0.2628674242201635
2015-01-07,0.743981733206187
2015-01-08,-0.46051709159496235
2015-01-09,-0.14830060515224683
2015-01-12,0.03952284879872592
2015-01-13,0.3316925275163626
2015-01-14,-0.46766912335791744
2015-01-15,0.9211485433715638
2015-01-16,0.7452487383016164
2015-01-19,-2.294952637841331
2015-01-20,0.6474495955959504
2015-01-21,2.521548620053728
2015-01-22,0.07738359269914163
2015-01-23,0.47027758377480355
2015-01-26,0.4435270961766622
2015-01-27,-0.8321987521037597
2015-01-28,-0.4653611425614401
2015-01-29,-0.6670256514217192
2015-01-30,-1.0501125574828776
2015-02-02,-0.027267952216212532
2015-02-03,0.9017953463466529
2015-02-04,-0.44630751329174534
2015-02-05,0.09021346124714116
2015-02-06,-0.7251308361850373
2015-02-09,-0.4170973443690218
2015-02-10,0.7022165798463248
2015-02-11,-0.10083113857591709
2015-02-12,0.10562039317622818
2015-02-13,0.7759599124135164
2015-02-16,0.3795661685759513
2015-02-17,0.22905330691981718
2015-02-18,0.050369301705722555
2015-02-19,-0.018323032209779027
2015-02-20,0.10531722595384267
2015-02-23,0.0002956166720935252
2015-02-24,-0.05502282419385291
2015-02-25,-0.5699071219348314
2015-02-26,0.8102814784429447
2015-02-27,-0.10000569440567891
2015-03-02,0.6065774503923671
2015-03-03,-1.2464212217456996
2015-03-04,-0.23051997629360732
2015-03-05,-0.6936055106136202
2015-03-06,-0.5382043469099131
2015-03-09,0.05617468325172964
2015-03-10,-0.9800511030876997
2015-03-11,-0.1648273545180265
2015-03-12,0.8182856345659657
2015-03-13,0.08809763417784283
2015-03-16,1.2652960881473714
2015-03-17,0.271196360742725
2015-03-18,1.0534301320417776
2015-03-19,0.3763128429480155
2015-03-20,0.41818289907178624
2015-03-23,0.8065232811796504
2015-03-24,-0.11756239167208055
2015-03-25,-0.383656221080895
2015-03-26,0.23554241861512096
2015-03-27,0.21072983592158304
2015-03-30,1.3227075920764921
2015-03-31,-0.5505411331207966
2015-04-01,0.7142580661310978
2015-04-02,0.5863535860558914
2015-04-03,0.276805450874654
2015-04-06,0.10775809865294782
2015-04-07,0.8685573682284284
2015-04-08,1.3621050811456596
2015-04-09,0.3913519584067082
2015-04-10,1.0796459099474667
2015-04-13,1.4056057808266968
2015-04-14,-0.5641764422289747
2015-04-15,-0.36582229718187254
2015-04-16,1.2490706349136826
2015-04-17,0.26886976619602526
2015-04-20,-0.8175516353501471
2015-04-21,1.3396888448105888
2015-04-22,1.041674664626113
2015-04-23,-0.29125605038641333
2015-04-24,0.06362560743688037
2015-04-27,0.8753315054932316
2015-04-28,-0.12087888100092464
2015-04-29,0.25355710590525116
2015-04-30,-0.6758030192481962
2015-05-01,0.1742079666493545
2015-05-04,0.016831721056283333
2015-05-05,-1.9265319231929052
2015-05-06,-0.4393894375667636
2015-05-07,-1.0379012994406658
2015-05-08,1.201746060390601
2015-05-11,0.9994510553541693
2015-05-12,-0.014190839635726104
2015-05-13,-0.3093345517290321
2015-05-14,0.4004670207058275
2015-05-15,0.13346074894804938
2015-05-18,-0.21601022716590074
2015-05-19,0.9197967794769926
2015-05-20,-0.21826408264993646
2015-05-21,0.5338579099393539
2015-05-22,1.2877343382752637
2015-05-25,0.9053375292252289
2015-05-26,0.6892708560230729
2015-05-27,-0.2994649463598757
2015-05-28,-2.9559479250405207
2015-05-29,-0.14731623598621243
2015-06-01,1.731587510445909
2015-06-02,0.30525544980360886
2015-06-03,0.14229269193539987
2015-06-04,-0.12584310406003524
2015-06-05,-0.03691581771616473
2015-06-08,0.7713829774944997
2015-06-09,-0.7001313261469739
2015-06-10,-0.14822339868227175
2015-06-11,0.31665120037441974
2015-06-12,0.45592086339139526
2015-06-15,-1.3035231406132533
2015-06-16,-1.2458624393730104
2015-06-17,0.6481623948954129
2015-06-18,-1.210252602656602
2015-06-19,-1.7990430558707862
2015-06-22,0.4805916875824356
2015-06-23,1.2330821330260873
2015-06-24,0.5519051712165775
2015-06-25,-1.517338169023251
2015-06-26,-3.3011723600849487
2015-06-29,-2.1079762980557994
2015-06-30,2.272142703914984
2015-07-01,-1.6275611631915896
2015-07-02,-1.3396247566748074
2015-07-03,-2.367020089082634
2015-07-06,0.07473914756354488
2015-07-07,-1.0173413298541032
2015-07-08,-5.364972188395707
2015-07-09,3.8182711637758215
2015-07-10,2.911874413700525
2015-07-13,1.4142594197323277
2015-07-14,-0.9463219065927265
2015-07-15,-1.3947403867684858
2015-07-16,0.4515502467638222
2015-07-17,1.6302827701394274
2015-07-20,-0.3390249195066643
2015-07-21,0.03128818335173569
2015-07-22,-0.6399430958015422
2015-07-23,0.8839168198006393
2015-07-24,-1.3522368374314393
2015-07-27,-4.041346582299238
2015-07-28,0.20689408614706623
2015-07-29,1.3323048487150588
2015-07-30,-1.334260610414418
2015-07-31,0.05184184611867643
2015-08-03,-0.14742680105453104
2015-08-04,0.9917691882930627
2015-08-05,-0.5241020777591292
2015-08-06,-0.6409970022339871
2015-08-07,0.9078244336264899
2015-08-10,1.7747861251038297
2015-08-11,-0.017632790217522232
2015-08-12,-0.7371936361323407
2015-08-13,0.4941604608884882
2015-08-14,-0.08718472266308384
2015-08-17,-0.08070705060916858
2015-08-18,-2.6992052728436366
2015-08-19,-0.055738855093031496
2015-08-20,-1.875929567678998
2015-08-21,-2.4330698892086584
2015-08-24,-5.790921195044595
2015-08-25,-2.625767515693604
2015-08-26,-0.2089298685750453
2015-08-27,3.476553151943171
2015-08-28,1.1631309229183455
2015-08-31,0.2070300938652846
2015-09-01,-1.302699640727927
2015-09-02,-0.07019044744943469
2015-09-03,0.02217334337590388
2015-09-04,-0.4532379485647347
2015-09-07,-1.8555597779711965
2015-09-08,2.4836588793956604
2015-09-09,1.8592562369893315
2015-09-10,-1.3758786152187836
2015-09-11,-0.13261793871796287
2015-09-14,-0.6857060993129548
2015-09-15,-1.3426665298945257
2015-09-16,2.6871487202608675
2015-09-17,-0.8673094679089995
2015-09-18,0.024681477793565637
2015-09-21,0.5334855413092087
2015-09-22,0.10880305756953426
2015-09-23,-1.687969271328903
2015-09-24,-0.10803491808445334
2015-09-25,-0.34599180814125674
2015-09-28,-0.44080101221376755
2015-09-29,-1.889415503966999
2015-09-30,1.1000778668428515
2015-10-01,0.03886717411646415
2015-10-02,1.3882761643531754
2015-10-05,0.9287495881974758
2015-10-06,-0.10810131264864539
2015-10-07,1.2550798621807764
2015-10-08,1.0566118509305107
2015-10-09,0.6821768743203915
2015-10-12,1.6899335152939112
2015-10-13,-0.42535802280292967
2015-10-14,-0.6000402698826928
2015-10-15,1.887954970550226
2015-10-16,0.8038956360456935
2015-10-19,-0.011468695044085053
2015-10-20,0.2738350093770242
2015-10-21,-1.1458222287719988
2015-10-22,0.5807765743733192
2015-10-23,1.2006985447933871
2015-10-26,0.03259017197166499
2015-10-27,0.03769646339611316
2015-10-28,-0.6806207415547876
2015-10-29,-0.2057823339655689
2015-10-30,-0.5007631409536238
2015-11-02,-0.8320577432346599
2015-11-03,0.21782870010899857
2015-11-04,2.1577558198385067
2015-11-05,0.6268514612707901
2015-11-06,0.5405183521124123
2015-11-09,-0.11194495416852694
2015-11-10,-0.5423944359693271
2015-11-11,-0.13243579477693712
2015-11-12,0.17045434314108515
2015-11-13,-1.506435294306062
2015-11-16,-0.004142424817001
2015-11-17,0.16281178044912872
2015-11-18,-0.2942924976932156
2015-11-19,1.0821786965985711
2015-11-20,0.5192869381084113
2015-11-23,-0.4458481595940329
2015-11-24,-0.10194993264127739
2015-11-25,0.19029654881577523
2015-11-26,-0.2532618357836409
2015-11-27,-2.67732336044692
2015-11-30,-0.21048436286830735
2015-12-01,1.2220427299654035
2015-12-02,1.0924817911529556
2015-12-03,-0.2694986334096792
2015-12-04,-0.44077462798573563
2015-12-07,0.08860797921962638
2015-12-08,-1.2919862973761926
2015-12-09,-0.1666591084982171
2015-12-10,-0.2518159525189219
2015-12-11,-0.9596065619781277
2015-12-14,0.8987772115940527
2015-12-15,-0.05911393173724147
2015-12-16,0.912337730042648
2015-12-17,0.5952522698170643
2015-12-18,-0.5222191187634538
