,cumulative_return_pct
2013-12-17,0.048981675919312906
2013-12-18,0.2508438791085421
2013-12-19,-0.5946137123482909
2013-12-20,-1.8209157902264073
2013-12-23,-1.2317403730055299
2013-12-24,-0.9396461058175265
2013-12-25,-0.5498511840412723
2013-12-26,-0.9713397866837448
2013-12-27,-0.23439301797280043
2013-12-30,-0.4327137698125316
2013-12-31,-0.11461226044717776
2014-01-02,0.10016353864108485
2014-01-03,-0.7140425262703975
2014-01-06,-1.4497062063428046
2014-01-07,-1.3292901561700932
2014-01-08,-1.177138597079308
2014-01-09,-1.6790698603202259
2014-01-10,-1.6147583858096115
2014-01-13,-1.7229137498071534
2014-01-14,-1.379365923542164
2014-01-15,-1.400639636936818
2014-01-16,-1.269598020792695
2014-01-17,-1.5894993474231178
2014-01-20,-1.7704385459701322
2014-01-21,-1.3465157884903212
2014-01-22,-0.83554606980486
2014-01-23,-1.655286587350835
2014-01-24,-1.740044843667321
2014-01-27,-2.5821710254908647
2014-01-28,-2.7074357222511947
2014-01-29,-2.6436935060612177
2014-01-30,-2.8176356931620905
2014-01-31,-2.9156322351607034
2014-02-03,-3.2096733292644286
2014-02-04,-4.006444583258295
2014-02-05,-4.213593878079203
2014-02-06,-3.841442856345745
2014-02-07,-3.1904458660005686
2014-02-10,-2.2875122870204545
2014-02-11,-1.1550907107085617
2014-02-12,-0.5902167185862006
2014-02-13,-0.824621969411754
2014-02-14,0.01863016383241156
2014-02-17,0.9631309320125014
2014-02-18,0.4318855957832213
2014-02-19,0.8414569921797677
2014-02-20,0.18184327800143674
2014-02-21,0.19254650892530645
2014-02-24,-0.5566638802849022
2014-02-25,-1.3462621085159165
2014-02-26,-0.7756031008533615
2014-02-27,-0.7439020191831625
2014-02-28,-0.13649302825815557
2014-03-03,-0.28363470160128745
2014-03-04,-0.11605741541317327
2014-03-05,-0.6234269513141655
2014-03-06,-0.3459116169434062
2014-03-07,-0.26171514353174885
2014-03-10,-2.2868968746588947
2014-03-11,-1.9131433433808631
2014-03-12,-1.9896216105942721
2014-03-13,-1.8420658566285497
2014-03-14,-2.4166292000322165
2014-03-17,-1.831764321351459
2014-03-18,-2.056198823230082
2014-03-19,-2.3622989608055867
2014-03-20,-3.764491273024606
2014-03-21,-2.3289249833924996
2014-03-24,-1.5925037894331195
2014-03-25,-2.0209117263211063
2014-03-26,-1.9038085614442757
2014-03-27,-2.397252437156905
2014-03-28,-2.1812610213823747
2014-03-31,-2.180976685462066
2014-04-01,-1.5576931512788716
2014-04-02,-1.1028338172244467
2014-04-03,-1.1856805858294628
2014-04-04,-1.1614691779310182
2014-04-07,-1.5151103208720484
2014-04-08,-0.09491795343350429
2014-04-09,0.3878038974718834
2014-04-10,1.162901547488726
2014-04-11,0.7638961912282749
2014-04-14,1.040453567334576
2014-04-15,-0.21286182977846568
2014-04-16,-0.11124440653924594
2014-04-17,-0.2654735166892519
2014-04-18,-0.20065115994050142
2014-04-21,-0.7430169932876041
2014-04-22,-0.5671350800233621
2014-04-23,-1.0010840678108424
2014-04-24,-0.9146224453064677
2014-04-25,-1.667497071738222
2014-04-28,-2.0934068921410587
2014-04-29,-1.3219401731814684
2014-04-30,-1.7858690684634748
2014-05-01,-1.7881526520132751
2014-05-02,-1.6279653693148433
2014-05-05,-1.8463427532821375
2014-05-06,-1.9845901180719716
2014-05-07,-2.5829929379350913
2014-05-08,-2.7143000287906505
2014-05-09,-2.6979585040686205
2014-05-12,-1.2943805573352174
2014-05-13,-1.1756780409339695
2014-05-14,-0.922998455155466
2014-05-15,-1.2197956703326684
2014-05-16,-1.2515049374439813
2014-05-19,-1.6646946566408416
2014-05-20,-1.5842597121003443
2014-05-21,-1.0854680114687598
2014-05-22,-0.9881744015886818
2014-05-23,-0.6764154182623883
2014-05-26,-0.5378504744767754
2014-05-27,-0.6935709579127591
2014-05-28,-0.36198825134402535
2014-05-29,-0.816882655642237
2014-05-30,-0.6681155153272722
2014-06-02,-0.6582399966590491
2014-06-03,-0.6755131940206827
2014-06-04,-1.1631246309949161
2014-06-05,-0.8374870989933614
2014-06-06,-1.000442376439048
2014-06-09,-0.8174317212205295
2014-06-10,-0.14087681516513628
2014-06-11,-0.28587297247200105
2014-06-12,-0.6404959187837789
2014-06-13,0.08495503385699266
2014-06-16,0.41475926328025103
2014-06-17,-0.2208741354679744
2014-06-18,-0.22384889187316848
2014-06-19,-0.5564049159113016
2014-06-20,0.22649520787523247
2014-06-23,-0.2475905524062516
2014-06-24,-0.14572652720099555
2014-06-25,-0.23590635141145233
2014-06-26,0.42544965934789847
2014-06-27,0.42508932920024556
2014-06-30,0.5818076324192623
2014-07-01,0.7851791637967676
2014-07-02,1.4190294034019946
2014-07-03,1.535553408867396
2014-07-04,1.525362473659908
2014-07-07,1.2982952238157264
2014-07-08,1.3283135456774176
2014-07-09,0.5687663439021495
2014-07-10,0.617670162212125
2014-07-11,0.666931389904657
2014-07-14,1.0890387095229492
2014-07-15,1.1483858503940958
2014-07-16,1.038462929968853
2014-07-17,0.8544697013824321
2014-07-18,1.0903855266552576
2014-07-21,0.978933394267667
2014-07-22,2.0193585232448186
2014-07-23,2.19337665375392
2014-07-24,2.78670114524604
2014-07-25,3.3619638887762093
2014-07-28,4.513587384438722
2014-07-29,4.932356488690304
2014-07-30,4.807811156499908
2014-07-31,5.100000117721892
2014-08-01,4.238559538910658
2014-08-04,5.201645785399278
2014-08-05,4.991186827801775
2014-08-06,4.818092935850027
2014-08-07,3.993195522411508
2014-08-08,4.476858171972986
2014-08-11,5.229502626285365
2014-08-12,5.045593674856819
2014-08-13,5.492006296357577
2014-08-14,5.1126773904729195
2014-08-15,5.685022604851553
2014-08-18,5.9526590837514215
2014-08-19,6.196150897861297
2014-08-20,6.150392323989595
2014-08-21,5.769103357776739
2014-08-22,5.960616207213132
2014-08-25,5.788553063810897
2014-08-26,5.36384969958954
2014-08-27,5.280068950209715
2014-08-28,4.775424778701742
2014-08-29,5.21369433403398
2014-09-01,5.461821219145979
2014-09-02,5.847473518616209
2014-09-03,6.788400467287747
2014-09-04,7.095815171107822
2014-09-05,7.285961518102457
2014-09-08,7.164047723555944
2014-09-09,6.813431012717763
2014-09-10,6.106979586564787
2014-09-11,5.872015182113599
2014-09-12,5.704303254353471
2014-09-15,5.340005363334854
2014-09-16,4.492569961974624
2014-09-17,4.858892425779082
2014-09-18,4.5644545435171935
2014-09-19,4.9808773938912365
2014-09-22,3.3851405496760245
2014-09-23,3.4654993942745405
2014-09-24,4.368603619712674
2014-09-25,3.712089828484677
2014-09-26,3.87374849547375
2014-09-29,3.4086367358310277
2014-09-30,2.956291618423146
2014-10-01,2.604352590909631
2014-10-02,2.6044877169751013
2014-10-03,3.0760083621977685
2014-10-06,3.375111078309123
2014-10-07,3.116543081301537
2014-10-08,3.6984101992537655
2014-10-09,3.6018925574614613
2014-10-10,2.4506115191740507
2014-10-13,1.9883032336250883
2014-10-14,1.7939970801168048
2014-10-15,1.8589235445837238
2014-10-16,1.3473842200993236
2014-10-17,1.8111719730673492
2014-10-20,2.2940117917163994
2014-10-21,2.6039476995672217
2014-10-22,2.6517810941009134
2014-10-23,2.4820645498828675
2014-10-24,2.444468298478264
2014-10-27,1.9025822848883767
2014-10-28,3.367082122391607
2014-10-29,4.1587417260135595
2014-10-30,4.2846407814599585
2014-10-31,5.235012687284413
2014-11-03,4.996012063517652
2014-11-04,4.772312337717799
2014-11-05,4.255911700185622
2014-11-06,4.179396988989925
2014-11-07,3.985402305937602
2014-11-10,5.484245797436071
2014-11-11,5.363314521101126
2014-11-12,6.138262015340712
2014-11-13,6.062798425742644
2014-11-14,6.108214321397698
2014-11-17,5.8576134929109624
2014-11-18,5.255336455981641
2014-11-19,5.036214435034725
2014-11-20,5.0127901332236435
2014-11-21,5.8800482952401145
2014-11-24,7.46805770698773
2014-11-25,7.836189000517346
