total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,win_rate,profit_loss_ratio,num_trades
0.06222883637072463,0.0051506644851258,0.003419234088824812,1.5063796017827136,-0.0029636795859270515,0.6971830985915493,1.5991084248718437,142
