股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,trade_date,return,log_return,ma5,ma10,ma20,vol_ma5,vol_ratio
沪深300,000300,2018-10-30,3061.93,3110.26,3146.63,3050.77,116070100,131767103488.0,3.12,1.08,33.37,0.35,20181030,0.0108,0.010786977388305773,3148.66,3149.459,3206.8864999999996,105414161.4,1.1010864048860136
沪深300,000300,2018-10-31,3116.66,3153.82,3168.92,3106.03,111207455,117099696128.0,2.02,1.4,43.56,0.34,20181031,0.013999999999999999,0.01390809254253601,3141.784,3153.016,3193.7155,105473703.4,1.0543619064768706
沪深300,000300,2018-11-01,3185.2,3177.03,3217.8,3173.1,132653379,145919303680.0,1.42,0.74,23.21,0.4,20181101,0.0074,0.007332381587968335,3138.328,3166.2799999999997,3182.3875,110614015.6,1.1992456677433923
沪深300,000300,2018-11-02,3258.61,3290.25,3290.25,3222.44,153466104,178340642816.0,2.13,3.56,113.22,0.46,20181102,0.0356,0.03501675161886788,3161.65,3181.81,3174.957,121047365.6,1.2678186199204653
沪深300,000300,2018-11-05,3269.47,3262.84,3279.88,3230.36,109706683,123630923776.0,1.51,-0.83,-27.41,0.33,20181105,-0.0083,-0.008365567954057176,3198.84,3181.067,3173.554,124620744.2,0.8803244091042749
沪深300,000300,2018-11-06,3254.98,3243.15,3254.98,3213.9,83869138,91703898112.0,1.26,-0.6,-19.69,0.25,20181106,-0.006,-0.0060529020537064835,3225.418,3187.0389999999998,3171.277,118180551.8,0.7096695414143429
沪深300,000300,2018-11-07,3243.88,3221.91,3270.5,3218.42,91615529,101814919168.0,1.61,-0.65,-21.24,0.28,20181107,-0.006500000000000001,-0.006570728320776101,3239.036,3190.4100000000003,3168.2925,114262166.6,0.8018010836493276
沪深300,000300,2018-11-08,3251.73,3212.77,3253.57,3207.71,76414541,85221666816.0,1.42,-0.28,-9.14,0.23,20181108,-0.0028000000000000004,-0.0028408580215365307,3246.184,3192.2560000000003,3172.7255,103014399.0,0.7417850489036975
沪深300,000300,2018-11-09,3193.3,3167.44,3193.3,3166.31,84282762,88194191360.0,0.84,-1.41,-45.33,0.26,20181109,-0.0141,-0.014209802732055249,3221.6220000000003,3191.636,3172.561,89177730.6,0.9451099667252578
沪深300,000300,2018-11-12,3160.25,3205.14,3206.51,3152.44,88062392,97363050496.0,1.71,1.19,37.7,0.27,20181112,0.011899999999999999,0.011832080515718862,3210.082,3204.4610000000002,3176.4955,84848872.4,1.0378734508674508
沪深300,000300,2018-11-13,3164.92,3237.38,3254.77,3161.1,126493463,125603045376.0,2.92,1.01,32.24,0.38,20181113,0.0101,0.010008589535759293,3208.928,3217.173,3183.316,93373737.4,1.354700652691235
沪深300,000300,2018-11-14,3233.64,3204.94,3239.24,3200.23,113808658,105386565632.0,1.2,-1.0,-32.44,0.34,20181114,-0.01,-0.010070991253074814,3205.534,3222.285,3187.6505,97812363.2,1.1635406228483804
沪深300,000300,2018-11-15,3201.28,3242.37,3242.38,3198.78,98558810,100119191552.0,1.36,1.17,37.43,0.3,20181115,0.011699999999999999,0.011611174434964407,3211.454,3228.8190000000004,3197.5495,102241217.0,0.963983145857898
沪深300,000300,2018-11-16,3242.88,3257.67,3282.39,3223.72,126876836,135379804160.0,1.81,0.47,15.3,0.38,20181116,0.004699999999999999,0.00470767203179193,3229.5,3225.561,3203.6855000000005,110760031.8,1.1455110109493487
沪深300,000300,2018-11-19,3258.79,3294.6,3294.6,3251.07,115956595,123188776960.0,1.34,1.13,36.93,0.35,20181119,0.0113,0.011272548615420515,3247.3920000000003,3228.737,3204.902,116338872.4,0.9967141043048308
沪深300,000300,2018-11-20,3268.08,3218.41,3278.78,3213.68,109361155,114155065344.0,1.98,-2.31,-76.19,0.33,20181120,-0.0231,-0.023397315748150994,3243.598,3226.263,3206.651,112912410.8,0.9685485787183281
沪深300,000300,2018-11-21,3187.1,3226.49,3230.26,3185.24,84119726,87813275648.0,1.4,0.25,8.08,0.25,20181121,0.0025,0.002507410272717352,3247.908,3226.721,3208.5654999999997,106974624.4,0.78635215100601
沪深300,000300,2018-11-22,3232.97,3214.43,3235.45,3199.7,65098291,70083371008.0,1.11,-0.37,-12.06,0.2,20181122,-0.0037,-0.0037448110188371088,3242.32,3226.8869999999997,3209.5715,100282520.6,0.6491489305465264
沪深300,000300,2018-11-23,3208.59,3143.48,3212.2,3139.39,84638254,86864945152.0,2.27,-2.21,-70.95,0.26,20181123,-0.022099999999999998,-0.0223195815507119,3219.482,3224.491,3208.0634999999997,91834804.2,0.9216359172027286
沪深300,000300,2018-11-26,3148.67,3141.24,3169.44,3131.64,59379141,61899479552.0,1.2,-0.07,-2.24,0.18,20181126,-0.0007000000000000001,-0.0007128400612447936,3188.81,3218.101,3211.281,80519313.4,0.7374521526906115
沪深300,000300,2018-11-27,3152.77,3137.24,3162.01,3126.29,55407831,61946260992.0,1.14,-0.13,-4.0,0.17,20181127,-0.0013,-0.0012741939262974277,3172.576,3208.087,3212.63,69728648.6,0.794620749325694
沪深300,000300,2018-11-28,3137.75,3178.93,3179.41,3126.62,74881956,77620551680.0,1.68,1.33,41.69,0.23,20181128,0.013300000000000001,0.013201229685024695,3163.064,3205.486,3213.8855,67881094.6,1.1031341854643577
沪深300,000300,2018-11-29,3198.83,3137.65,3204.86,3137.65,80498465,86927613952.0,2.11,-1.3,-41.28,0.24,20181129,-0.013000000000000001,-0.013070550103204437,3147.7079999999996,3195.014,3211.9165,70961129.4,1.1344022520588573
沪深300,000300,2018-11-30,3136.2,3172.69,3175.15,3132.42,70921044,77297696768.0,1.36,1.12,35.04,0.21,20181130,0.011200000000000002,0.011105696409961688,3153.55,3186.516,3206.0384999999997,68217687.4,1.0396283823599684
沪深300,000300,2018-12-03,3260.69,3260.95,3273.64,3228.36,121487158,145828417536.0,1.43,2.78,88.26,0.37,20181203,0.0278,0.027438755479608702,3177.4919999999997,3183.151,3205.944,80639290.8,1.5065504271523182
沪深300,000300,2018-12-04,3256.23,3267.71,3267.94,3243.7,79415040,90543599616.0,0.74,0.21,6.76,0.24,20181204,0.0021,0.002070869800496961,3203.5860000000002,3188.0809999999997,3207.1719999999996,85440732.6,0.9294751763399558
沪深300,000300,2018-12-05,3224.26,3252.0,3266.9,3219.98,76153052,90909093888.0,1.44,-0.48,-15.71,0.23,20181205,-0.0048,-0.004819242084542837,3218.2,3190.632,3208.6765,85694951.8,0.8886527199143602
沪深300,000300,2018-12-06,3218.11,3181.67,3223.52,3179.89,76328771,95678881792.0,1.34,-2.16,-70.33,0.23,20181206,-0.0216,-0.021863975507575066,3227.004,3187.3559999999998,3207.1215,84861013.0,0.8994562791749846
沪深300,000300,2018-12-07,3187.49,3181.56,3193.82,3176.71,53361925,66323970560.0,0.54,0.0,-0.11,0.16,20181207,0.0,-3.4573636348535195e-05,3228.778,3191.1639999999998,3207.8275,81349189.2,0.6559613626732987
沪深300,000300,2018-12-10,3153.52,3144.76,3170.15,3134.38,63437274,73717202944.0,1.12,-1.16,-36.8,0.19,20181210,-0.0116,-0.011634066906838741,3205.54,3191.5160000000005,3204.8085,69739212.4,0.9096356528396927
沪深300,000300,2018-12-11,3148.23,3159.82,3161.96,3143.61,53223877,60014969856.0,0.58,0.48,15.06,0.16,20181211,0.0048,0.004777488316304717,3183.962,3193.7740000000003,3200.9305,64500979.8,0.8251638527822798
沪深300,000300,2018-12-12,3181.57,3170.61,3182.21,3160.28,53309914,60536223488.0,0.69,0.34,10.79,0.16,20181212,0.0034000000000000002,0.003408934448075365,3167.684,3192.942,3199.214,59932352.2,0.8895014469330306
沪深300,000300,2018-12-13,3178.89,3219.69,3234.08,3169.42,90442755,103375478784.0,2.04,1.55,49.08,0.27,20181213,0.0155,0.015361083230638898,3175.288,3201.1459999999997,3198.08,62755149.0,1.4412005459504207
沪深300,000300,2018-12-14,3207.35,3165.91,3210.72,3165.91,84301251,91576901632.0,1.39,-1.67,-53.78,0.26,20181214,-0.0167,-0.016844547612327187,3172.1580000000004,3200.468,3193.4919999999997,68943014.2,1.2227671211973206
沪深300,000300,2018-12-17,3158.28,3161.2,3167.51,3134.37,66497006,77151490048.0,1.05,-0.15,-4.71,0.2,20181217,-0.0015,-0.0014888316688103612,3175.446,3190.493,3186.8219999999997,69554960.6,0.9560354204269366
沪深300,000300,2018-12-18,3139.95,3128.43,3165.0,3114.47,63820319,72035450880.0,1.6,-1.04,-32.77,0.19,20181218,-0.0104,-0.010420421082791863,3169.168,3176.565,3182.323,71674249.0,0.8904218724356637
沪深300,000300,2018-12-19,3133.74,3091.13,3137.01,3086.76,55522299,67872922368.0,1.61,-1.19,-37.3,0.17,20181219,-0.011899999999999999,-0.011994561413765918,3153.272,3160.478,3175.5550000000003,72116726.0,0.7698948923443918
沪深300,000300,2018-12-20,3083.54,3067.42,3097.72,3044.29,69749463,78181425152.0,1.73,-0.77,-23.71,0.21,20181220,-0.0077,-0.007699902458882281,3122.818,3149.0530000000003,3168.2045000000003,67978067.6,1.0260583370863576
沪深300,000300,2018-12-21,3055.33,3029.4,3057.4,3007.61,76758100,84824064000.0,1.62,-1.24,-38.02,0.23,20181221,-0.0124,-0.012472237282455152,3095.516,3133.837,3162.5005,66469437.4,1.1547878694697662
沪深300,000300,2018-12-24,3015.5,3038.2,3040.35,3007.33,57299615,63880740608.0,1.09,0.29,8.8,0.17,20181224,0.0029,0.00290065468063709,3070.916,3123.181,3157.3485,64629959.2,0.886579779861597
沪深300,000300,2018-12-25,3006.88,3017.28,3030.14,2964.88,78689426,80413569024.0,2.15,-0.69,-20.92,0.24,20181225,-0.0069,-0.006909471496249644,3048.686,3108.9269999999997,3151.3504999999996,67603780.6,1.1639796665454536
沪深300,000300,2018-12-26,3012.87,3002.03,3029.06,2996.48,55647032,58574969088.0,1.08,-0.51,-15.25,0.17,20181226,-0.0051,-0.005067036796063456,3030.866,3092.069,3142.5055,67628727.2,0.8228312775343789
沪深300,000300,2018-12-27,3042.95,2990.51,3047.23,2990.51,80541786,81159270400.0,1.89,-0.38,-11.52,0.24,20181227,-0.0038,-0.0038447850798072098,3015.484,3069.151,3135.1485000000002,69787191.8,1.1541055589515783
沪深300,000300,2018-12-28,2994.8,3010.65,3024.35,2984.82,71053778,78145310720.0,1.32,0.67,20.14,0.22,20181228,0.0067,0.006712060872169996,3011.734,3053.625,3127.0465,68646327.4,1.0350703481334385
沪深300,000300,2019-01-02,3017.07,2969.54,3018.78,2958.49,68663022,76105572352.0,2.0,-1.37,-41.11,0.21,20190102,-0.0137,-0.013748943627228156,2998.0020000000004,3034.459,3112.476,70919008.8,0.9681892508345379
沪深300,000300,2019-01-03,2963.02,2964.84,3000.44,2953.25,70867103,76664799232.0,1.59,-0.16,-4.7,0.21,20190103,-0.0016,-0.001583990571113351,2987.514,3018.1000000000004,3097.3325,69354544.2,1.02180907995932
沪深300,000300,2019-01-04,2940.19,3035.87,3036.81,2935.83,103318971,107141038080.0,3.41,2.4,71.03,0.31,20190104,0.024,0.02367497102412801,2994.282,3012.574,3086.5260000000003,78888932.0,1.3096763814726253
沪深300,000300,2019-01-07,3055.15,3054.3,3061.75,3035.91,101164360,105703940096.0,0.85,0.61,18.43,0.31,20190107,0.0060999999999999995,0.006052394681861487,3007.04,3011.2619999999997,3080.1575000000003,83013446.8,1.218650277752351
沪深300,000300,2019-01-08,3049.87,3047.7,3055.51,3038.53,86170586,79628881920.0,0.56,-0.22,-6.6,0.26,20190108,-0.0022,-0.0021632260156508655,3014.45,3013.092,3073.4645,86036808.4,1.0015548879890808
沪深300,000300,2019-01-09,3065.23,3078.48,3117.96,3062.85,107364349,117129678848.0,1.81,1.01,30.78,0.33,20190109,0.0101,0.010048760894095994,3036.238,3017.12,3070.1505,93777073.8,1.1448890933510874
沪深300,000300,2019-01-10,3077.48,3072.69,3092.54,3062.57,85271757,90206871552.0,0.97,-0.19,-5.79,0.26,20190110,-0.0019,-0.0018825692380513182,3057.808,3022.661,3065.794,96658004.6,0.8822006760110586
沪深300,000300,2019-01-11,3082.26,3094.78,3102.83,3071.03,71786424,77420240896.0,1.03,0.72,22.09,0.22,20190111,0.0072,0.00716342177961698,3069.59,3031.936,3062.0024999999996,90351495.2,0.7945239184043962
沪深300,000300,2019-01-14,3092.5,3067.78,3097.41,3064.38,66121702,68115969024.0,1.07,-0.87,-27.0,0.2,20190114,-0.0087,-0.008762648238325736,3072.286,3039.663,3054.407,83342963.6,0.7933687397696523
沪深300,000300,2019-01-15,3071.52,3127.99,3129.37,3064.67,88772961,99976892416.0,2.11,1.96,60.21,0.27,20190115,0.0196,0.01943645276620025,3088.344,3051.397,3052.511,83863438.6,1.058541868565833
沪深300,000300,2019-01-16,3126.13,3128.65,3135.01,3117.29,80214341,85781590016.0,0.57,0.02,0.66,0.24,20190116,0.0002,0.00021097586002980133,3098.378,3067.308,3050.8835000000004,78433437.0,1.0227059283402307
沪深300,000300,2019-01-17,3132.63,3111.42,3141.71,3110.06,80174871,82888208384.0,1.01,-0.55,-17.23,0.24,20190117,-0.0055000000000000005,-0.005522387982267904,3106.1240000000003,3081.966,3050.0330000000004,77414059.8,1.0356629171384706
沪深300,000300,2019-01-18,3124.5,3168.17,3171.69,3120.35,103963835,106780659712.0,1.65,1.82,56.75,0.31,20190118,0.0182,0.018074920503838153,3120.802,3095.196,3053.8849999999998,83849542.0,1.239885544037915
沪深300,000300,2019-01-21,3170.88,3185.64,3199.21,3170.88,93915023,105536987136.0,0.89,0.55,17.47,0.28,20190121,0.0055000000000000005,0.005499076624623633,3144.374,3108.3300000000004,3059.796,89408206.2,1.0504071940546325
沪深300,000300,2019-01-22,3181.95,3143.32,3181.95,3135.34,72990528,78150877184.0,1.46,-1.33,-42.32,0.22,20190122,-0.013300000000000001,-0.013373644566519828,3147.44,3117.8920000000003,3065.4919999999997,86251719.6,0.8462501192845784
沪深300,000300,2019-01-23,3136.1,3141.05,3157.63,3131.87,59870479,62669651968.0,0.82,-0.07,-2.27,0.18,20190123,-0.0007000000000000001,-0.0007224272596064109,3149.92,3124.1490000000003,3070.6345,82182947.2,0.7285024575025218
沪深300,000300,2019-01-24,3146.6,3158.78,3165.63,3125.3,72934636,80963878912.0,1.28,0.56,17.73,0.22,20190124,0.005600000000000001,0.005628738175841233,3159.392,3132.7580000000003,3077.7095,80734900.2,0.9033842343190263
沪深300,000300,2019-01-25,3165.18,3184.47,3203.17,3164.41,83967729,93207953408.0,1.23,0.81,25.69,0.25,20190125,0.008100000000000001,0.008099993050780028,3162.652,3141.727,3086.8315000000002,76735679.0,1.0942462501700154
沪深300,000300,2019-01-28,3203.12,3183.78,3228.87,3174.72,82622431,97371496448.0,1.7,-0.02,-0.69,0.25,20190128,-0.0002,-0.00021670003617943419,3162.28,3153.327,3096.495,74477160.6,1.1093660168349653
沪深300,000300,2019-01-29,3177.26,3193.97,3200.99,3148.23,77658335,85943910400.0,1.66,0.32,10.19,0.24,20190129,0.0032,0.0031954870200165734,3172.4100000000003,3159.925,3105.661,75410722.0,1.0298049526697277
沪深300,000300,2019-01-30,3181.66,3168.48,3202.9,3167.89,63746516,73005121536.0,1.1,-0.8,-25.49,0.19,20190130,-0.008,-0.008012679511130574,3177.8959999999997,3163.9080000000004,3115.608,76185929.4,0.8367229553020323
沪深300,000300,2019-01-31,3182.7,3201.63,3216.07,3178.01,86247839,97509924864.0,1.2,1.05,33.15,0.26,20190131,0.0105,0.010408077491840053,3186.4660000000003,3172.929,3127.4475,78848570.0,1.0938415116469455
沪深300,000300,2019-02-01,3225.73,3247.4,3247.5,3207.72,82019640,94766411776.0,1.24,1.43,45.77,0.25,20190201,0.0143,0.014194621052603537,3199.052,3180.852,3138.0240000000003,78458952.2,1.0453828110133747
沪深300,000300,2019-02-11,3239.81,3306.47,3307.06,3239.81,98818435,114752356352.0,2.07,1.82,59.07,0.3,20190211,0.0182,0.018026478882587203,3223.5899999999997,3192.935,3150.6324999999997,81698153.0,1.2095553127131282
沪深300,000300,2019-02-12,3306.35,3330.34,3335.36,3298.63,122232463,122834100224.0,1.11,0.72,23.87,0.37,20190212,0.0072,0.0071932458289255905,3250.864,3211.6369999999997,3164.7645,90612978.6,1.348950943766901
沪深300,000300,2019-02-13,3337.78,3397.03,3405.58,3329.14,163828332,168866263040.0,2.3,2.0,66.69,0.5,20190213,0.02,0.019827119578815833,3296.5739999999996,3237.2349999999997,3180.692,110629341.8,1.480875953290721
沪深300,000300,2019-02-14,3392.85,3402.14,3415.4,3381.98,151127291,138649288704.0,0.98,0.15,5.11,0.46,20190214,0.0015,0.0015031249291077603,3336.6759999999995,3261.571,3197.1645,123605232.2,1.2226609530207249
沪深300,000300,2019-02-15,3391.24,3338.7,3395.03,3335.87,143668603,141555060736.0,1.74,-1.86,-63.44,0.43,20190215,-0.018600000000000002,-0.018823135724961238,3354.936,3276.994,3209.3605000000002,135935024.8,1.0568917261123711
沪深300,000300,2019-02-18,3366.42,3445.74,3445.74,3366.42,182886090,180449742848.0,2.38,3.21,107.04,0.55,20190218,0.0321,0.03155717579704081,3382.79,3303.19,3228.2585,152748555.8,1.1973015983173045
沪深300,000300,2019-02-19,3454.72,3439.61,3480.79,3419.07,179083786,185762746368.0,1.79,-0.18,-6.13,0.54,20190219,-0.0018,-0.001780592597210491,3404.6440000000002,3327.754,3243.8395,164118820.4,1.091183726299802
沪深300,000300,2019-02-20,3449.93,3451.93,3463.77,3421.51,147390310,145570263040.0,1.23,0.36,12.32,0.45,20190220,0.0036,0.0035754020507433077,3415.624,3356.0989999999997,3260.0035,160831216.0,0.9164284998006854
沪深300,000300,2019-02-21,3450.14,3442.71,3500.25,3431.63,180143288,185197154304.0,1.99,-0.27,-9.22,0.55,20190221,-0.0027,-0.0026745429771607636,3423.738,3380.207,3276.568,166634415.4,1.0810689230527344
沪深300,000300,2019-02-22,3439.38,3520.12,3520.12,3417.98,187237975,202869288960.0,2.97,2.25,77.41,0.57,20190222,0.0225,0.022236127999249938,3460.022,3407.4790000000003,3294.1655,175348289.8,1.0678061087083381
沪深300,000300,2019-02-25,3575.85,3729.48,3729.48,3574.69,342557123,376382394368.0,4.4,5.95,209.36,1.04,20190225,0.059500000000000004,0.05777373381153839,3516.7700000000004,3449.78,3321.3575000000005,207282496.4,1.6526099837149588
沪深300,000300,2019-02-26,3734.71,3684.69,3762.11,3679.27,358038697,387632861184.0,2.22,-1.2,-44.79,1.08,20190226,-0.012,-0.012082416477338733,3565.786,3485.215,3348.4260000000004,243073478.6,1.4729648790240335
沪深300,000300,2019-02-27,3682.81,3678.39,3737.63,3638.33,286236006,307306147840.0,2.69,-0.17,-6.3,0.87,20190227,-0.0017000000000000001,-0.001711240822422538,3611.078,3513.351,3375.293,270842617.8,1.056835177288705
沪深300,000300,2019-02-28,3675.26,3669.37,3695.46,3650.05,184810220,206010957824.0,1.23,-0.25,-9.02,0.56,20190228,-0.0025,-0.0024551712442826656,3656.41,3540.0739999999996,3400.8224999999998,271776004.2,0.6800093354231456
沪深300,000300,2019-03-01,3699.22,3749.71,3749.71,3668.77,204711004,235620622336.0,2.21,2.19,80.34,0.62,20190301,0.0219,0.02165851845310052,3702.328,3581.175,3429.0845,275270610.0,0.743671850765325
沪深300,000300,2019-03-04,3783.04,3794.1,3886.58,3764.78,323490127,376397283328.0,3.25,1.18,44.39,0.98,20190304,0.0118,0.011768724913293477,3715.2520000000004,3616.011,3459.6004999999996,271457210.8,1.1916799927570758
沪深300,000300,2019-03-05,3785.38,3816.01,3816.16,3770.79,230853166,261464121344.0,1.2,0.58,21.91,0.7,20190305,0.0058,0.005758145555776511,3741.5160000000005,3653.6509999999994,3490.7025000000003,246020104.6,0.9383508163909625
沪深300,000300,2019-03-06,3822.86,3848.09,3855.16,3787.52,318077371,331155615744.0,1.77,0.84,32.08,0.96,20190306,0.0084,0.008371547175655868,3775.4559999999997,3693.267,3524.683,252388377.6,1.260269486355302
沪深300,000300,2019-03-07,3841.15,3808.85,3845.18,3778.8,329846548,359339151360.0,1.73,-1.02,-39.24,1.0,20190307,-0.0102,-0.010249614997104752,3803.352,3729.881,3555.0440000000003,281395643.2,1.1721807212401076
沪深300,000300,2019-03-08,3721.4,3657.58,3774.54,3656.19,317990077,349296693248.0,3.11,-3.97,-151.27,0.96,20190308,-0.0397,-0.04052557976931822,3784.9260000000004,3743.6270000000004,3575.553,304051457.8,1.0458429612568034
沪深300,000300,2019-03-11,3663.98,3729.95,3731.91,3650.81,230912865,268718460928.0,2.22,1.98,72.37,0.7,20190311,0.019799999999999998,0.019593102203228616,3772.096,3743.674,3596.7270000000003,285536005.4,0.8086996407914308
沪深300,000300,2019-03-12,3758.32,3755.35,3804.72,3723.68,274926382,325180620800.0,2.17,0.68,25.4,0.83,20190312,0.0068000000000000005,0.006786661186856559,3759.964,3750.7399999999993,3617.9775,294350648.6,0.9340097713649135
沪深300,000300,2019-03-13,3758.71,3724.19,3763.09,3708.81,233682248,286171049984.0,1.45,-0.83,-31.16,0.71,20190313,-0.0083,-0.008332111405510772,3735.1839999999997,3755.3199999999997,3634.3354999999997,277471624.0,0.8421843092683235
沪深300,000300,2019-03-14,3710.29,3698.49,3747.82,3673.85,190817236,231820148736.0,1.99,-0.69,-25.7,0.58,20190314,-0.0069,-0.006924750278194517,3713.1119999999996,3758.232,3649.153,249665761.6,0.7642907652901014
沪深300,000300,2019-03-15,3713.94,3745.01,3782.24,3713.94,175174543,224194363392.0,1.85,1.26,46.52,0.53,20190315,0.0126,0.012499658949294532,3730.5979999999995,3757.7619999999997,3669.4685,221102654.8,0.792276977218819
沪深300,000300,2019-03-18,3753.64,3851.75,3851.75,3733.68,216928059,276473450496.0,3.15,2.85,106.74,0.66,20190318,0.0285,0.028103303287160222,3754.958,3763.5269999999996,3689.7690000000002,218305693.6,0.9936894243238372
沪深300,000300,2019-03-19,3856.59,3833.96,3868.34,3815.22,181727109,224096890880.0,1.38,-0.46,-17.79,0.55,20190319,-0.0046,-0.004629378878897755,3770.6800000000003,3765.321999999999,3709.4865000000004,199665839.0,0.9101562385942245
沪深300,000300,2019-03-20,3825.34,3835.44,3855.15,3790.51,175632090,215406993408.0,1.69,0.04,1.48,0.53,20190320,0.0004,0.00038594936197661623,3792.9300000000003,3764.057,3728.6619999999994,188055807.4,0.9339360077640442
沪深300,000300,2019-03-21,3840.28,3836.89,3864.07,3823.47,196310310,231993446400.0,1.06,0.04,1.45,0.59,20190321,0.0004,0.00037798166065925213,3820.6099999999997,3766.861,3748.3710000000005,189154422.2,1.0378309304999163
沪深300,000300,2019-03-22,3838.13,3833.8,3845.58,3786.59,171356992,198518386688.0,1.54,-0.08,-3.09,0.52,20190322,-0.0008,-0.0008056642015624652,3838.368,3784.483,3764.0549999999994,188390912.0,0.9095820503273534
沪深300,000300,2019-03-25,3776.44,3742.83,3807.18,3741.61,198586330,223396564992.0,1.71,-2.37,-90.97,0.6,20190325,-0.023700000000000002,-0.0240144686448772,3816.584,3785.7709999999997,3764.7225,184722566.2,1.0750518146493788
沪深300,000300,2019-03-26,3766.53,3700.44,3770.84,3687.55,173046579,196547809280.0,2.23,-1.13,-42.39,0.52,20190326,-0.0113,-0.011390278278242095,3789.88,3780.28,3765.5099999999998,182986460.2,0.9456796902397263
沪深300,000300,2019-03-27,3724.41,3743.39,3750.26,3703.45,138758454,177507528704.0,1.26,1.16,42.95,0.42,20190327,0.0116,0.011539886492012022,3771.47,3782.2,3768.7599999999998,175611733.0,0.7901434125702751
沪深300,000300,2019-03-28,3731.06,3728.4,3755.72,3710.08,133272128,172604391424.0,1.22,-0.4,-14.99,0.4,20190328,-0.004,-0.0040124307859506474,3749.772,3785.1910000000003,3771.7115000000003,163004096.6,0.8175998688366707
沪深300,000300,2019-03-29,3739.77,3872.34,3876.38,3739.77,215639104,283022299136.0,3.66,3.86,143.94,0.65,20190329,0.038599999999999995,0.037879788271755865,3757.4800000000005,3797.9240000000004,3777.843,171860519.0,1.254733229334656
沪深300,000300,2019-04-01,3901.17,3973.93,3982.91,3901.17,271382705,340799401984.0,2.11,2.62,101.59,0.82,20190401,0.0262,0.02589655400365487,3803.7,3810.142,3786.8345,186419794.0,1.4557612106362483
沪深300,000300,2019-04-02,3986.34,3971.29,3988.1,3956.51,226000340,281892057088.0,0.79,-0.07,-2.64,0.68,20190402,-0.0007000000000000001,-0.0006645505340715587,3857.8700000000003,3823.875,3794.5985,197010546.2,1.1471484362597033
沪深300,000300,2019-04-03,3947.87,4022.16,4026.5,3939.78,231917368,284826497024.0,2.18,1.28,50.87,0.7,20190403,0.0128,0.01272809281638654,3913.624,3842.547,3803.3019999999997,215642329.0,1.075472376297698
沪深300,000300,2019-04-04,4039.74,4062.23,4072.11,4021.71,260410939,313539432448.0,1.25,1.0,40.07,0.79,20190404,0.01,0.009913012146137885,3980.3900000000003,3865.0809999999997,3815.971,241070091.2,1.08022914706559
沪深300,000300,2019-04-08,4097.1,4057.23,4122.6,4017.49,267505577,324670451712.0,2.59,-0.12,-5.0,0.81,20190408,-0.0012,-0.0012316091543096263,4017.368,3887.424,3835.9535000000005,251443385.8,1.063879951142465
沪深300,000300,2019-04-09,4063.81,4075.43,4084.24,4038.28,182956808,243187912704.0,1.13,0.45,18.2,0.55,20190409,0.0045000000000000005,0.004475787843800844,4037.668,3920.684,3853.2274999999995,233758206.4,0.7826754440737358
沪深300,000300,2019-04-10,4062.44,4085.85,4115.38,4035.47,194687613,278282027008.0,1.96,0.26,10.42,0.59,20190410,0.0026,0.002553522403825479,4060.5800000000004,3959.225,3869.7525,227495661.0,0.8557860494754667
沪深300,000300,2019-04-11,4083.46,3997.58,4097.12,3990.24,169049641,236259155968.0,2.62,-2.16,-88.27,0.51,20190411,-0.0216,-0.02184060696850315,4055.6639999999998,3984.6440000000002,3883.422,214922115.6,0.7865623345836821
沪深300,000300,2019-04-12,3986.78,3988.62,4006.93,3961.46,135862118,178795937792.0,1.14,-0.22,-8.96,0.41,20190412,-0.0022,-0.002243871618400822,4040.942,4010.6659999999997,3897.9284999999995,190012351.4,0.7150172975544788
沪深300,000300,2019-04-15,4056.49,3975.52,4085.39,3974.23,182645571,236298723328.0,2.79,-0.33,-13.1,0.55,20190415,-0.0033,-0.0032897492546605377,4024.6,4020.9839999999995,3909.454,173040350.2,1.0555085608004047
沪深300,000300,2019-04-16,3958.1,4085.79,4085.79,3943.49,202041966,250569207808.0,3.58,2.77,110.27,0.61,20190416,0.0277,0.027359542906838775,4026.672,4032.1700000000005,3921.156,176857381.8,1.142400526026559
沪深300,000300,2019-04-17,4080.72,4087.24,4106.62,4057.5,180367117,228824428544.0,1.2,0.04,1.45,0.55,20190417,0.0004,0.00035482557025077067,4026.95,4043.7650000000003,3933.8199999999997,173993282.6,1.036632646414592
沪深300,000300,2019-04-18,4085.11,4072.08,4094.05,4056.24,146562122,187812687872.0,0.93,-0.37,-15.16,0.44,20190418,-0.0037,-0.0037160002169135185,4041.85,4048.757,3945.6519999999996,169495778.8,0.8646948203526588
沪深300,000300,2019-04-19,4076.3,4120.61,4120.64,4046.2,150794911,194701692928.0,1.83,1.19,48.53,0.46,20190419,0.011899999999999999,0.011847285233664148,4068.2479999999996,4054.5950000000003,3959.8379999999997,172482337.4,0.8742629145284299
沪深300,000300,2019-04-22,4125.97,4025.61,4126.09,4015.47,189353746,244380549120.0,2.68,-2.31,-95.0,0.57,20190422,-0.0231,-0.023324758471727696,4078.2659999999996,4051.433,3969.4285000000004,173823972.4,1.0893419554597636
沪深300,000300,2019-04-23,4021.63,4019.01,4061.09,4005.28,155611651,204121505792.0,1.39,-0.16,-6.6,0.47,20190423,-0.0016,-0.001640848537484885,4064.91,4045.7909999999997,3983.2375,164537909.4,0.9457495331467971
