股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,trade_date,return,log_return,ma5,ma10,ma20,vol_ma5,vol_ratio
沪深300,000300,2017-12-01,4003.56,3998.14,4027.11,3984.38,97386913,136010928128.0,1.07,-0.2,-7.96,0.29,20171201,-0.002,,,,,,
沪深300,000300,2017-12-04,3989.05,4018.86,4032.99,3982.32,102647219,138223054848.0,1.27,0.52,20.72,0.31,20171204,0.0052,0.005169027350509301,,,,,
沪深300,000300,2017-12-05,4007.94,4040.17,4045.93,4006.54,154087076,196337659904.0,0.98,0.53,21.31,0.47,20171205,0.0053,0.005288489971301242,,,,,
沪深300,000300,2017-12-06,4027.12,4015.82,4031.75,3964.81,109286205,144114954240.0,1.66,-0.6,-24.35,0.33,20171206,-0.006,-0.006045209627856189,,,,,
沪深300,000300,2017-12-07,4003.58,3971.06,4017.95,3955.99,90254044,119651201024.0,1.54,-1.11,-44.76,0.27,20171207,-0.0111,-0.011208499088656478,4008.81,,,110732291.4,0.8150652610806535
沪深300,000300,2017-12-08,3962.83,4003.38,4014.14,3955.44,89282862,124371230720.0,1.48,0.81,32.32,0.27,20171208,0.008100000000000001,0.008105942729218546,4009.858,,,109111481.2,0.8182719271892718
沪深300,000300,2017-12-11,4006.88,4069.5,4069.5,4005.27,97148946,148476588032.0,1.6,1.65,66.12,0.29,20171211,0.0165,0.016381137476578718,4019.986,,,108011826.6,0.8994287853289578
沪深300,000300,2017-12-12,4068.51,4016.02,4070.15,4015.45,84338719,123515183104.0,1.34,-1.31,-53.48,0.26,20171212,-0.0131,-0.01322877932825025,4015.156,,,94062155.2,0.8966275418703142
沪深300,000300,2017-12-13,4013.83,4050.09,4052.69,4004.74,77546130,115006382080.0,1.19,0.85,34.07,0.23,20171213,0.0085,0.008447740637051284,4022.0099999999998,,,87714140.2,0.8840778672992111
沪深300,000300,2017-12-14,4050.9,4026.15,4057.62,4013.85,80768863,115086946304.0,1.08,-0.59,-23.94,0.24,20171214,-0.0059,-0.005928518746072736,4033.028,4020.9190000000003,,85817104.0,0.9411744190295678
沪深300,000300,2017-12-15,4018.73,3980.86,4020.27,3974.93,89044388,118474145792.0,1.13,-1.12,-45.29,0.27,20171215,-0.011200000000000002,-0.011312707991338534,4028.524,4019.1910000000003,,85769409.2,1.038183529891914
沪深300,000300,2017-12-18,3983.3,3985.29,4008.07,3967.93,77853376,111724351488.0,1.01,0.11,4.43,0.24,20171218,0.0011,0.0011122061363795282,4011.682,4015.8340000000003,,81910295.2,0.95047119302776
沪深300,000300,2017-12-19,3985.82,4035.33,4035.63,3985.82,77528986,115998203904.0,1.25,1.26,50.04,0.23,20171219,0.0126,0.012478000271640153,4015.5440000000003,4015.35,,80548348.6,0.9625149037506152
沪深300,000300,2017-12-20,4036.02,4030.49,4044.85,4015.63,90604503,126812876800.0,0.72,-0.12,-4.84,0.27,20171220,-0.0012,-0.0012001261076796657,4011.624,4016.8170000000005,,83160023.2,1.089519934140663
沪深300,000300,2017-12-21,4023.08,4067.85,4080.78,4014.65,96836088,137819521024.0,1.64,0.93,37.36,0.29,20171221,0.009300000000000001,0.009226647693450883,4019.964,4026.496,,86373468.2,1.1211323340145787
沪深300,000300,2017-12-22,4064.91,4054.6,4076.8,4048.49,73473684,104426496000.0,0.7,-0.33,-13.25,0.22,20171222,-0.0033,-0.003262565298183421,4034.7119999999995,4031.618,,83259327.4,0.8824679023289828
沪深300,000300,2017-12-25,4057.42,4041.54,4086.93,4026.45,91926963,129938837504.0,1.49,-0.32,-13.06,0.28,20171225,-0.0032,-0.003226231593819307,4045.9620000000004,4028.822,,86074044.8,1.0679986424897276
沪深300,000300,2017-12-26,4040.62,4053.62,4056.86,4015.3,91118789,119725101056.0,1.03,0.3,12.08,0.28,20171226,0.003,0.0029845015951829195,4049.62,4032.582,,88792005.4,1.026204877224228
沪深300,000300,2017-12-27,4045.28,3991.21,4047.74,3986.74,105153577,140516909056.0,1.5,-1.54,-62.41,0.32,20171227,-0.0154,-0.015515865979641457,4041.764,4026.6940000000004,,91701820.2,1.1466901831464409
沪深300,000300,2017-12-28,3993.0,4018.9,4036.7,3980.24,118542886,153636696064.0,1.41,0.69,27.69,0.36,20171228,0.0069,0.006913790272432459,4031.9739999999997,4025.9689999999996,4023.4440000000004,96043179.8,1.2342665689209096
沪深300,000300,2017-12-29,4022.88,4030.85,4043.14,4012.87,90486684,121257037824.0,0.75,0.3,11.95,0.27,20171229,0.003,0.002969038486526516,4027.2239999999997,4030.968,4025.0795,99445779.8,0.9099097436008039
沪深300,000300,2018-01-02,4045.21,4087.4,4087.78,4045.21,146935434,178402033664.0,1.06,1.4,56.55,0.44,20180102,0.013999999999999999,0.013931799259661499,4036.3959999999997,4041.178999999999,4028.5065000000004,110447474.0,1.330364821199985
沪深300,000300,2018-01-03,4091.46,4111.39,4140.05,4088.73,151852219,205726887936.0,1.26,0.59,23.99,0.46,20180103,0.0059,0.005852099752662247,4047.95,4048.7850000000008,4032.0675,122594160.0,1.2386578528699899
沪深300,000300,2018-01-04,4114.12,4128.81,4137.64,4105.89,134543795,174523555840.0,0.77,0.42,17.42,0.41,20180104,0.0042,0.004228059015724518,4075.4700000000003,4058.6169999999997,4037.7169999999996,128472203.6,1.0472599615314764
沪深300,000300,2018-01-05,4133.34,4138.75,4151.28,4123.28,149009871,185206292480.0,0.68,0.24,9.94,0.45,20180105,0.0024,0.0024045800186335673,4099.4400000000005,4065.707,4046.1014999999998,134565600.6,1.1073399913172164
沪深300,000300,2018-01-08,4140.85,4160.16,4166.32,4127.31,173877665,226403872768.0,0.94,0.52,21.41,0.53,20180108,0.0052,0.0051597251926883535,4125.302000000001,4076.263,4053.9404999999997,151243796.8,1.149651547229605
沪深300,000300,2018-01-09,4157.54,4189.3,4191.28,4153.5,139034294,181975080960.0,0.91,0.7,29.14,0.42,20180109,0.006999999999999999,0.0069801204660802415,4145.682,4091.0389999999998,4059.9304999999995,149663568.8,0.9289788765213515
沪深300,000300,2018-01-10,4187.2,4207.81,4211.05,4175.14,151121667,194850254848.0,0.86,0.44,18.51,0.46,20180110,0.0044,0.004408666786680025,4164.966,4106.4580000000005,4069.5200000000004,149517458.4,1.0107292393621907
沪深300,000300,2018-01-11,4197.11,4205.59,4211.8,4181.96,121578540,170407305216.0,0.71,-0.05,-2.22,0.37,20180111,-0.0005,-0.0005277295864983684,4180.322,4127.896,4077.2950000000005,146924407.4,0.8274904228063608
沪深300,000300,2018-01-12,4205.14,4225.0,4227.39,4199.03,111354793,157606211584.0,0.67,0.46,19.41,0.34,20180112,0.0046,0.004604668070867732,4197.572,4148.506,4087.2375,139393391.8,0.7988527401626796
沪深300,000300,2018-01-15,4229.84,4225.24,4262.93,4216.36,170907896,234986586112.0,1.1,0.01,0.24,0.52,20180115,0.0001,5.680312039992032e-05,4210.588,4167.945,4099.4565,138799438.0,1.2313298847795047
沪深300,000300,2018-01-16,4215.62,4258.47,4260.21,4213.13,161494963,228271226880.0,1.11,0.79,33.23,0.49,20180116,0.0079,0.007833876910585834,4224.4220000000005,4185.052000000001,4113.1155,143291571.8,1.1270374172837427
沪深300,000300,2018-01-17,4261.78,4248.12,4283.34,4230.54,214311032,284554358784.0,1.24,-0.24,-10.35,0.65,20180117,-0.0024,-0.002433408711898546,4232.4839999999995,4198.725,4123.755,155929444.8,1.3744102807194756
沪深300,000300,2018-01-18,4259.38,4271.42,4292.64,4246.68,172032847,225289687040.0,1.08,0.55,23.3,0.52,20180118,0.0055000000000000005,0.0054697925221262825,4245.65,4212.986,4135.8015,166020306.2,1.0362156951617525
沪深300,000300,2018-01-19,4281.94,4285.4,4316.57,4269.62,209490570,258554724352.0,1.1,0.33,13.98,0.63,20180119,0.0033,0.003267571934137503,4257.73,4227.651,4146.679,185647461.6,1.1284321810517015
沪深300,000300,2018-01-22,4276.48,4336.6,4338.48,4275.9,174643195,233960222720.0,1.46,1.19,51.2,0.53,20180122,0.011899999999999999,0.011876734363492111,4280.002,4245.295,4160.779,186394521.4,0.9369545504248924
沪深300,000300,2018-01-23,4346.89,4382.61,4383.57,4346.79,201867584,257113358336.0,0.85,1.06,46.01,0.61,20180123,0.0106,0.010553806379141425,4304.83,4264.626,4177.8325,194469045.6,1.0380448126187545
沪深300,000300,2018-01-24,4389.45,4389.89,4397.82,4349.09,219818890,284470808576.0,1.11,0.17,7.28,0.67,20180124,0.0017000000000000001,0.0016597324984194122,4333.184,4282.834000000001,4194.646,195570617.2,1.123987300071782
沪深300,000300,2018-01-25,4381.98,4365.08,4392.2,4336.24,195374950,250308091904.0,1.27,-0.57,-24.81,0.59,20180125,-0.005699999999999999,-0.00566765309596789,4351.915999999999,4298.783,4213.3395,200239037.8,0.975708593821459
沪深300,000300,2018-01-26,4352.22,4381.3,4403.34,4351.49,177227236,223331307520.0,1.19,0.37,16.22,0.54,20180126,0.0037,0.003708967274258519,4371.0960000000005,4314.413,4231.4595,193786371.0,0.9145495376452455
沪深300,000300,2018-01-29,4387.06,4302.02,4395.91,4287.11,191100355,256176324608.0,2.48,-1.81,-79.28,0.58,20180129,-0.0181,-0.018260804168635333,4364.18,4322.091,4245.018,197077803.0,0.9696696030247506
沪深300,000300,2018-01-30,4286.68,4256.1,4308.51,4251.57,139034729,186650566656.0,1.32,-1.07,-45.92,0.42,20180130,-0.010700000000000001,-0.010731431831284222,4338.878,4321.854,4253.4529999999995,184511232.0,0.7535298935080549
沪深300,000300,2018-01-31,4234.11,4275.9,4287.86,4232.77,145210163,194401800192.0,1.29,0.47,19.8,0.44,20180131,0.004699999999999999,0.004641358543045278,4316.08,4324.632,4261.6785,169589486.6,0.8562450769280175
沪深300,000300,2018-02-01,4276.34,4245.9,4287.39,4214.29,190002934,239230300160.0,1.71,-0.7,-30.0,0.58,20180201,-0.006999999999999999,-0.0070407951211920936,4292.244000000001,4322.08,4267.533,168515083.4,1.1275129214931747
沪深300,000300,2018-02-02,4213.94,4271.23,4271.76,4181.78,146066826,191169867776.0,2.12,0.6,25.33,0.44,20180202,0.006,0.0059480305406328935,4270.23,4320.663,4274.157,162283001.4,0.900074713555304
沪深300,000300,2018-02-05,4204.46,4274.15,4274.15,4200.14,161347799,217360146432.0,1.73,0.07,2.92,0.49,20180205,0.0007000000000000001,0.0006834102435815868,4264.656,4314.418,4279.8565,156332490.2,1.032081039543244
沪深300,000300,2018-02-06,4182.33,4148.89,4211.52,4131.56,214910451,279415083008.0,1.87,-2.93,-125.26,0.65,20180206,-0.029300000000000003,-0.02974442362333916,4243.214,4291.046,4277.835999999999,171507634.6,1.2530663809878002
沪深300,000300,2018-02-07,4205.74,4050.5,4212.57,4048.42,203127493,261507026944.0,3.96,-2.37,-98.39,0.61,20180207,-0.023700000000000002,-0.02400049829823225,4198.134,4257.107,4269.970499999999,183091100.6,1.1094340048988707
沪深300,000300,2018-02-08,4022.88,4012.05,4071.67,3974.68,159269985,199061770240.0,2.39,-0.95,-38.45,0.48,20180208,-0.0095,-0.00953799765421399,4151.364,4221.803999999999,4260.2935,176944510.8,0.9001126075056519
沪深300,000300,2018-02-09,3896.17,3840.65,3911.29,3759.15,206349829,246774829056.0,3.79,-4.27,-171.4,0.62,20180209,-0.042699999999999995,-0.043660709525917135,4065.2480000000005,4167.739,4241.076,189001111.4,1.091791616840196
沪深300,000300,2018-02-12,3846.27,3890.1,3907.84,3828.07,116182638,149858041856.0,2.08,1.29,49.45,0.35,20180212,0.0129,0.012793241132533483,3988.4380000000006,4126.5470000000005,4224.3189999999995,179968079.2,0.6455735845848823
沪深300,000300,2018-02-13,3925.6,3935.63,3986.98,3925.6,112565885,144479354880.0,1.58,1.17,45.53,0.34,20180213,0.011699999999999999,0.01163610646549612,3945.786,4094.5,4208.177000000001,159499166.0,0.7057459159378927
沪深300,000300,2018-02-14,3945.09,3966.96,3971.4,3923.13,71081339,93110202368.0,1.23,0.8,31.33,0.22,20180214,0.008,0.007929087588763132,3929.078,4063.6059999999998,4194.119000000001,133089935.2,0.5340850072034597
沪深300,000300,2018-02-22,4020.97,4052.73,4058.79,4009.92,105811571,138334363648.0,1.23,2.16,85.77,0.32,20180222,0.0216,0.021390669811565458,3937.214,4044.2890000000007,4183.1845,122398252.4,0.8644859622195062
沪深300,000300,2018-02-23,4061.75,4071.09,4085.2,4035.23,99458747,128195833856.0,1.23,0.45,18.36,0.3,20180223,0.0045000000000000005,0.004520048760109326,3983.3020000000006,4024.275,4172.469,101020036.0,0.9845447590218638
沪深300,000300,2018-02-26,4093.4,4118.42,4128.74,4048.98,137881001,179013095424.0,1.96,1.16,47.33,0.42,20180226,0.0116,0.011558817795989787,4028.9660000000003,4008.7019999999998,4161.5599999999995,105359708.6,1.3086691566646949
沪深300,000300,2018-02-27,4120.87,4058.98,4120.87,4051.81,125934469,169684901888.0,1.68,-1.44,-59.44,0.38,20180227,-0.0144,-0.014537884140114298,4053.636,3999.7110000000002,4145.3785,108033425.4,1.1656991207463834
沪深300,000300,2018-02-28,4016.79,4023.64,4051.71,3991.71,109343593,152493907968.0,1.48,-0.87,-35.34,0.33,20180228,-0.0087,-0.00874474494793138,4064.972,3997.025,4127.066,115685876.2,0.9451766852762965
沪深300,000300,2018-03-01,3994.87,4049.09,4061.03,3986.89,110199852,146003456000.0,1.84,0.63,25.45,0.33,20180301,0.0063,0.006305198938848607,4064.244,4000.7289999999994,4111.2665,116563532.4,0.9454059063844911
沪深300,000300,2018-03-02,4014.95,4016.46,4044.42,4006.94,96165000,130931179520.0,0.93,-0.81,-32.63,0.29,20180302,-0.008100000000000001,-0.008091246850855476,4053.318,4018.3100000000004,4093.0244999999995,115904783.0,0.8296896600030734
沪深300,000300,2018-03-05,4021.66,4018.1,4042.83,3995.87,87952548,118197858304.0,1.17,0.04,1.64,0.27,20180305,0.0004,0.00040823642434096127,4033.254,4031.1099999999997,4078.8285000000005,105919092.4,0.8303748267389798
沪深300,000300,2018-03-06,4034.99,4066.56,4067.55,3998.93,138762445,171370655744.0,1.71,1.21,48.46,0.42,20180306,0.0121,0.011988279131881283,4034.7699999999995,4044.203,4069.3514999999998,108484687.6,1.2790970603301992
沪深300,000300,2018-03-07,4063.5,4036.65,4089.7,4027.94,106952425,136572305408.0,1.52,-0.74,-29.91,0.32,20180307,-0.0074,-0.0073822931496949585,4037.3720000000003,4051.172,4057.389,108006454.0,0.9902410554095221
沪深300,000300,2018-03-08,4038.95,4077.6,4078.23,4029.71,91155809,123634638848.0,1.2,1.01,40.95,0.28,20180308,0.0101,0.010093439974484992,4043.0740000000005,4053.6589999999997,4048.9739999999997,104197645.4,0.8748355939336802
沪深300,000300,2018-03-09,4088.07,4108.87,4110.67,4076.45,113701809,150024118272.0,0.84,0.77,31.27,0.34,20180309,0.0077,0.007639471488995393,4061.5559999999996,4057.4370000000004,4040.8559999999998,107705007.2,1.0556780223677473
沪深300,000300,2018-03-12,4130.71,4127.67,4139.53,4112.77,140906739,190367592448.0,0.65,0.46,18.8,0.43,20180312,0.0046,0.004565031590585381,4083.47,4058.362,4033.532,118295845.4,1.1911385266620698
沪深300,000300,2018-03-13,4124.33,4091.25,4130.28,4087.56,111766431,141174161408.0,1.03,-0.88,-36.42,0.34,20180313,-0.0088,-0.008862536290022476,4088.4080000000004,4061.589,4030.65,112896642.6,0.9899889706728976
沪深300,000300,2018-03-14,4076.06,4073.34,4089.09,4066.49,99013409,131537960960.0,0.55,-0.44,-17.91,0.3,20180314,-0.0044,-0.004387245098041838,4095.746,4066.5589999999997,4031.7920000000004,111308839.4,0.8895377000939244
沪深300,000300,2018-03-15,4058.71,4096.16,4098.99,4058.71,88161157,126882451456.0,0.99,0.56,22.82,0.27,20180315,0.005600000000000001,0.005586647739075721,4099.4580000000005,4071.2660000000005,4035.9975,110709909.0,0.7963258013336457
沪深300,000300,2018-03-16,4096.89,4056.42,4110.05,4055.82,84896187,122125340672.0,1.32,-0.97,-39.74,0.26,20180316,-0.0097,-0.00974913825050877,4088.968,4075.2619999999997,4046.786,104948784.6,0.8089296824500816
沪深300,000300,2018-03-19,4054.62,4074.25,4074.52,4033.52,81502881,118183817216.0,1.01,0.44,17.83,0.25,20180319,0.0044,0.004385869450182776,4078.2839999999997,4080.8769999999995,4055.9935000000005,93068013.0,0.8757346200138602
沪深300,000300,2018-03-20,4045.74,4077.7,4080.19,4040.31,80605281,111980232704.0,0.98,0.08,3.45,0.24,20180320,0.0008,0.0008464232989588802,4075.5739999999996,4081.9910000000004,4063.097,86835783.0,0.9282496018951082
沪深300,000300,2018-03-21,4097.02,4061.05,4110.12,4046.24,97609487,139330412544.0,1.57,-0.41,-16.65,0.3,20180321,-0.0040999999999999995,-0.004091543106189271,4073.1159999999995,4084.4309999999996,4067.8015000000005,86554998.6,1.1277163488972664
沪深300,000300,2018-03-22,4062.07,4020.35,4072.38,4003.72,89095260,127664336896.0,1.69,-1.0,-40.7,0.27,20180322,-0.01,-0.010072597349093116,4057.954,4078.7059999999997,4066.1825,86741819.2,1.0271315591684063
沪深300,000300,2018-03-23,3896.74,3904.94,3928.51,3834.94,180080448,218905030656.0,2.33,-2.87,-115.41,0.55,20180323,-0.0287,-0.029126545260803185,4027.6580000000004,4058.3129999999996,4057.875,105778671.4,1.702426827796213
沪深300,000300,2018-03-26,3862.69,3879.89,3883.9,3829.92,115139128,156604526592.0,1.38,-0.64,-25.05,0.35,20180326,-0.0064,-0.0064356155389997775,3988.786,4033.535,4045.9485,112505920.8,1.023405054429811
沪深300,000300,2018-03-27,3927.49,3913.27,3936.78,3881.87,113700710,162291548160.0,1.42,0.86,33.38,0.34,20180327,0.0086,0.008566538896672506,3955.9,4015.7369999999996,4038.6630000000005,119125006.6,0.9544655085039048
沪深300,000300,2018-03-28,3865.05,3842.72,3907.28,3835.88,101494907,155848949760.0,1.82,-1.8,-70.55,0.31,20180328,-0.018000000000000002,-0.018192892431191418,3912.2340000000004,3992.675,4029.6170000000006,119902090.6,0.8464815458355319
沪深300,000300,2018-03-29,3854.59,3894.05,3913.96,3794.26,116629066,164996784128.0,3.11,1.34,51.33,0.35,20180329,0.0134,0.013269297951334242,3886.9739999999997,3972.464,4021.8649999999993,125408851.8,0.9299907010232271
沪深300,000300,2018-03-30,3893.75,3898.5,3915.35,3879.21,97512271,137959280640.0,0.93,0.11,4.45,0.3,20180330,0.0011,0.0011421166328676711,3885.686,3956.672,4015.9669999999996,108895216.4,0.8954688206120319
沪深300,000300,2018-04-02,3897.01,3886.92,3937.02,3882.89,111242665,159356080128.0,1.39,-0.3,-11.58,0.34,20180402,-0.003,-0.0029747935344956525,3887.0919999999996,3937.939,4009.4080000000004,108115923.8,1.0289202653050817
沪深300,000300,2018-04-03,3850.15,3862.48,3878.15,3839.93,95137370,132049936384.0,0.98,-0.63,-24.44,0.29,20180403,-0.0063,-0.0063076060160915295,3876.9339999999997,3916.4170000000004,3999.204,104403255.8,0.9112490723684884
沪深300,000300,2018-04-04,3873.63,3854.86,3898.61,3852.5,88730609,131593068544.0,1.19,-0.2,-7.62,0.27,20180404,-0.002,-0.001974774333210808,3879.362,3895.7980000000002,3990.1145000000006,101850396.2,0.8711857028593473
沪深300,000300,2018-04-09,3851.95,3852.93,3870.67,3827.41,84105462,118167273472.0,1.12,-0.05,-1.93,0.25,20180409,-0.0005,-0.0005007920662955137,3871.138,3879.0560000000005,3978.881,95345675.4,0.8821109258197147
沪深300,000300,2018-04-10,3860.72,3927.17,3927.42,3851.8,106173722,137941299200.0,1.96,1.93,74.24,0.32,20180410,0.019299999999999998,0.019085166884751554,3876.8720000000003,3881.279,3969.796,97077965.6,1.0936953750913792
沪深300,000300,2018-04-11,3934.17,3938.34,3958.71,3924.96,111933020,139989291008.0,0.86,0.28,11.17,0.34,20180411,0.0028000000000000004,0.002840250030589417,3887.156,3887.124,3960.3295000000007,97216036.6,1.1513843180066448
沪深300,000300,2018-04-12,3935.67,3898.64,3937.78,3896.18,82699489,108075565056.0,1.06,-1.01,-39.7,0.25,20180412,-0.0101,-0.010131540362125062,3894.388,3885.661,3950.6990000000005,94728460.4,0.8730162894107376
沪深300,000300,2018-04-13,3920.74,3871.14,3929.95,3866.19,71544202,98921828352.0,1.64,-0.71,-27.5,0.22,20180413,-0.0070999999999999995,-0.007078737063835913,3897.6440000000002,3888.5029999999997,3940.589,91291179.0,0.7836923871910998
沪深300,000300,2018-04-16,3862.47,3808.86,3869.16,3789.61,99217769,131566866432.0,2.05,-1.61,-62.28,0.3,20180416,-0.0161,-0.016219105539640507,3888.8299999999995,3879.9839999999995,3926.2240000000006,94313640.4,1.051998084043843
沪深300,000300,2018-04-17,3812.87,3748.64,3822.63,3745.44,90610790,126518751232.0,2.03,-1.58,-60.22,0.27,20180417,-0.0158,-0.015936824230970932,3853.1240000000007,3864.9979999999996,3910.835,91201054.0,0.9935278818159272
沪深300,000300,2018-04-18,3785.31,3766.28,3789.66,3708.11,106676705,143077675008.0,2.18,0.47,17.64,0.32,20180418,0.004699999999999999,0.004694669377364449,3818.7120000000004,3852.934,3895.4365,90149791.0,1.1833272580742866
沪深300,000300,2018-04-19,3774.78,3811.84,3824.03,3767.8,99054060,127520120832.0,1.49,1.21,45.56,0.3,20180419,0.0121,0.012024235279785968,3801.352,3847.87,3882.1434999999997,93420705.2,1.060300923525891
沪深300,000300,2018-04-20,3801.21,3760.85,3815.44,3750.1,99282926,123550662656.0,1.71,-1.34,-50.99,0.3,20180420,-0.0134,-0.013467016510329957,3779.2940000000003,3838.4689999999996,3867.1335,98968450.0,1.0031775378921262
沪深300,000300,2018-04-23,3754.69,3766.33,3787.4,3735.18,90356291,111763030016.0,1.39,0.15,5.48,0.27,20180423,0.0015,0.0014560568415208132,3770.7879999999996,3829.8089999999997,3854.4325000000003,97196154.4,0.9296282508065977
沪深300,000300,2018-04-24,3769.88,3843.49,3854.43,3769.88,114219525,145700511744.0,2.24,2.05,77.16,0.35,20180424,0.020499999999999997,0.020279755483892044,3789.7580000000003,3821.441,3851.3599999999997,101917901.4,1.1207013040007512
沪深300,000300,2018-04-25,3824.59,3828.7,3838.69,3817.03,78172613,105750450176.0,0.56,-0.38,-14.79,0.24,20180425,-0.0038,-0.003855488021242096,3802.2419999999997,3810.4770000000003,3848.8005,96217083.0,0.8124608495977788
沪深300,000300,2018-04-26,3823.39,3755.49,3828.71,3744.89,87150641,125772304384.0,2.19,-1.91,-73.21,0.26,20180426,-0.0191,-0.01930655060808333,3790.972,3796.1620000000003,3840.9114999999997,93836399.2,0.9287509084214731
沪深300,000300,2018-04-27,3771.04,3756.88,3776.98,3714.64,89531727,142113628160.0,1.66,0.04,1.39,0.27,20180427,0.0004,0.0003700563246653031,3790.178,3784.7359999999994,3836.6195,91886159.4,0.9743766371848163
沪深300,000300,2018-05-02,3769.93,3763.65,3787.3,3744.55,83301036,120083484672.0,1.14,0.18,6.77,0.25,20180502,0.0018,0.001800405510974299,3789.642,3780.215,3830.0995000000003,90475108.4,0.9207066725106018
沪深300,000300,2018-05-03,3756.17,3793.0,3797.53,3732.37,93961119,122740170752.0,1.73,0.78,29.35,0.28,20180503,0.0078000000000000005,0.0077680314920215736,3779.5440000000003,3784.6509999999994,3824.8245,86423427.2,1.0872181541997445
沪深300,000300,2018-05-04,3784.32,3774.6,3801.52,3770.94,71554289,98315255808.0,0.81,-0.49,-18.4,0.22,20180504,-0.0049,-0.0048628458848599745,3768.7239999999997,3785.4829999999993,3819.2084999999997,85099762.4,0.84082830529736
沪深300,000300,2018-05-07,3782.54,3834.19,3834.59,3776.03,87286195,126354800640.0,1.55,1.58,59.59,0.26,20180507,0.0158,0.015663783172515686,3784.464,3787.718,3817.7940000000003,85126873.2,1.0253659240475896
沪深300,000300,2018-05-08,3834.61,3878.68,3892.07,3833.73,94215158,135445864448.0,1.52,1.16,44.49,0.29,20180508,0.0116,0.01153668957194471,3808.8239999999996,3799.501,3818.9849999999997,86063559.4,1.0947160291397382
沪深300,000300,2018-05-09,3876.13,3871.62,3878.94,3855.74,66712965,92322897920.0,0.6,-0.18,-7.06,0.2,20180509,-0.0018,-0.0018218654639929213,3830.418,3810.03,3819.9195,82745945.2,0.806238478982291
沪深300,000300,2018-05-10,3882.84,3893.06,3894.49,3867.31,70667809,103255142400.0,0.7,0.55,21.44,0.21,20180510,0.0055000000000000005,0.005522456685629956,3850.4299999999994,3814.987,3818.214,78087283.2,0.9049848593016487
沪深300,000300,2018-05-11,3902.15,3872.84,3903.34,3871.95,73356603,107715457024.0,0.81,-0.52,-20.22,0.22,20180511,-0.0052,-0.005207392753453412,3870.078,3819.4009999999994,3814.939,78447746.0,0.9351014750634136
沪深300,000300,2018-05-14,3886.87,3909.29,3919.3,3886.87,81976000,122520047616.0,0.84,0.94,36.45,0.25,20180514,0.009399999999999999,0.009367683796303882,3885.0980000000004,3834.781,3815.4714999999997,77385707.0,1.059317064842478
沪深300,000300,2018-05-15,3920.14,3924.1,3924.34,3892.92,76049554,106091905024.0,0.8,0.38,14.81,0.23,20180515,0.0038,0.003781253747346243,3894.182,3851.5029999999997,3818.1195,73752586.2,1.0311442339631474
沪深300,000300,2018-05-16,3909.82,3892.84,3923.34,3889.19,71913646,106533928960.0,0.87,-0.8,-31.26,0.22,20180516,-0.008,-0.007998057203677168,3898.4260000000004,3864.422,3822.3185,74792722.4,0.961505928550075
沪深300,000300,2018-05-17,3895.49,3864.05,3899.51,3858.85,59030124,87104163840.0,1.04,-0.74,-28.79,0.18,20180517,-0.0074,-0.007423112149375716,3892.624,3871.5270000000005,3828.089,72465185.4,0.8145997788339336
沪深300,000300,2018-05-18,3860.16,3903.06,3903.06,3841.9,72613957,96823853056.0,1.58,1.01,39.01,0.22,20180518,0.0101,0.010045004645336007,3898.668,3884.3730000000005,3834.928,72316656.2,1.0041110971610439
沪深300,000300,2018-05-21,3925.54,3921.24,3937.46,3913.6,92641738,120528728064.0,0.61,0.47,18.18,0.28,20180521,0.004699999999999999,0.004647069441815402,3901.058,3893.078,3840.398,74449803.8,1.2443516741678775
沪深300,000300,2018-05-22,3918.82,3906.21,3918.82,3881.17,75368778,102883344384.0,0.96,-0.38,-15.03,0.23,20180522,-0.0038,-0.0038403358621492607,3897.4800000000005,3895.8309999999997,3847.6659999999997,74313648.6,1.0141983258779197
沪深300,000300,2018-05-23,3898.27,3854.58,3898.27,3854.58,83722319,110684504064.0,1.12,-1.32,-51.63,0.25,20180523,-0.0132,-0.013305542786613783,3889.828,3894.1269999999995,3852.0784999999996,76675383.2,1.091906104748362
沪深300,000300,2018-05-24,3853.29,3827.22,3859.1,3823.92,68345021,93408219136.0,0.91,-0.71,-27.36,0.21,20180524,-0.0070999999999999995,-0.0071233605905566405,3882.4620000000004,3887.543,3851.2650000000003,78538362.6,0.8702119414952
沪深300,000300,2018-05-25,3823.74,3816.5,3841.12,3804.13,70836385,95667544064.0,0.97,-0.28,-10.72,0.21,20180525,-0.0028000000000000004,-0.0028049188165869625,3865.15,3881.9090000000006,3850.655,78182848.2,0.9060348481906546
沪深300,000300,2018-05-28,3816.26,3833.26,3846.55,3799.32,71521132,100001640448.0,1.24,0.44,16.76,0.22,20180528,0.0044,0.004381843826935051,3847.554,3874.3060000000005,3854.5434999999998,73958727.0,0.9670411444480379
沪深300,000300,2018-05-29,3824.19,3804.01,3841.78,3800.67,81552663,117288579072.0,1.07,-0.76,-29.25,0.25,20180529,-0.0076,-0.007659842591857394,3827.114,3862.297,3856.9,75195504.0,1.084541743346783
沪深300,000300,2018-05-30,3755.18,3723.37,3767.89,3722.07,87913285,115858976768.0,1.2,-2.12,-80.64,0.27,20180530,-0.0212,-0.021426601320330533,3800.8720000000003,3845.35,3854.886,76033697.2,1.156241090956708
