ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
688070.SH,20220930,52.76,1.5264,1.9279,0.89,,,6.6468,18.4577,15.5248,0.417,,8758.0,3728.5,2952.08,462072.08,196715.66
688071.SH,20220930,65.1,0.7865,1.0343,0.88,81.7427,126.5407,10.5967,14.787,15.4638,,,7284.4774,4075.282,3098.866,474219.4787,265300.8582
688072.SH,20220930,298.5,2.0663,2.0663,0.68,551.261,191.9948,11.008,49.8099,32.3063,,,12647.8797,2617.0753,2617.0753,3775392.0905,781196.9771
688075.SH,20220930,85.38,3.4049,3.4049,0.89,10.4942,2.2702,1.4696,4.8766,1.1032,,3.0705,9077.3432,2178.5695,2178.5695,775023.5624,186006.2639
688076.SH,20220930,19.69,0.5733,0.6612,0.61,36.3779,42.484,2.3122,6.5193,6.9593,,0.7618,21318.38,14380.4919,12468.0425,419758.9022,283151.8855
688077.SH,20220930,57.28,3.1105,3.4143,0.7,30.4143,23.2816,4.081,2.793,2.3097,0.6492,1.1426,8067.8,4495.1,4095.1,462123.584,257479.328
688078.SH,20220930,29.93,1.1247,1.1247,0.51,33.8834,31.0313,3.6184,7.348,6.9467,0.7216,0.8871,7141.0,3564.4124,3564.4124,213730.13,106682.8631
688079.SH,20220930,8.96,0.3919,0.5662,0.63,35.9878,63.3421,2.3511,8.1825,8.2081,1.2165,0.8325,40133.3334,17410.3301,12049.6315,359594.6673,155996.5577
688080.SH,20220930,35.86,1.0467,1.2494,0.88,17.9635,17.2307,2.3934,4.1937,4.1843,0.445,0.3893,5257.2516,3791.8516,3176.7,188525.0424,135975.7984
688081.SH,20220930,16.24,1.0127,1.0127,1.45,,,1.8327,7.6301,9.5614,1.2315,,7360.0,3177.15,3177.15,119526.4,51596.916
688082.SH,20220930,104.12,2.2161,2.2161,1.05,169.5485,109.2601,8.9079,27.8505,21.5875,,,43355.71,3565.6396,3565.6396,4514196.5252,371254.3952
688083.SH,20220930,165.01,0.8695,0.8709,1.45,78.735,148.05,5.2936,23.1173,23.5667,0.3032,0.4323,8667.4923,4391.2711,4383.889,1430222.9044,724603.6442
688085.SH,20220930,29.91,3.07,3.07,0.69,36.2488,35.0827,3.9154,11.3855,10.7395,0.5289,0.5532,22586.685,9305.725,9305.725,675567.7484,278334.2348
688086.SH,20220930,6.72,0.4867,0.5294,0.65,,,0.8926,2.7938,3.2879,2.5,,19038.1503,13267.1658,12198.8033,127936.37,89155.3542
688087.SH,20220930,44.47,0.6175,0.6175,1.04,24.9687,22.1516,3.036,3.0084,2.775,,0.4497,13462.7593,6896.5611,6896.5611,598688.9061,306690.0721
688088.SH,20220930,23.8,0.6695,0.8699,0.74,68.6342,87.2891,3.8199,16.8628,18.0744,1.087,0.8303,40600.0,26770.618,20604.8116,966280.0,637140.7084
688089.SH,20220930,39.06,1.457,1.6621,0.65,36.4539,42.2133,3.3551,13.3497,13.0509,0.8449,0.8449,12000.0,6523.4731,5718.3731,468720.0,254806.8593
688090.SH,20220930,28.9,1.1113,1.4377,0.88,70.1461,55.1752,2.0343,2.0366,1.8032,0.7716,0.519,6736.0588,4627.09,3576.6092,194672.0993,133722.901
688091.SH,20220930,94.96,1.4713,2.1601,1.0,,145.1671,8.125,2463.931,2463.931,,,10580.0,7660.9,5217.8,1004676.8,727479.064
688092.SH,20220930,22.93,1.1231,1.13,0.88,25.4863,26.9642,2.5976,4.2546,4.4025,1.0903,1.1775,5915.8392,2609.7721,2593.6637,135650.1929,59842.0743
688093.SH,20220930,23.28,1.6635,1.6635,0.56,30.4544,30.1462,4.3214,13.1925,12.3472,0.613,0.3678,24107.244,6245.904,6245.904,561216.6403,145404.6451
688095.SH,20220930,62.3,0.7899,0.7924,0.43,89.2044,204.6653,1.5462,7.622,7.3062,0.9338,0.8759,6620.2302,3988.2302,3975.9282,412440.3415,248466.7415
688096.SH,20220930,11.43,0.5345,0.6124,1.2,21.915,23.0183,1.5856,2.9243,2.6346,,3.4768,10799.55,8028.8,7008.3,123438.8565,91769.184
688097.SH,20220930,25.0,0.9941,1.2697,1.6,52.2293,54.6335,4.2631,2.6384,2.4477,,,40390.175,4975.0,3895.0,1009754.375,124375.0
688098.SH,20220930,7.16,0.4774,0.5887,1.07,26.6802,33.012,2.0006,8.203,8.5555,1.3934,1.257,41064.4,26355.7183,21373.7973,294021.104,188706.943
688099.SH,20220930,64.99,0.5953,0.9011,0.95,32.9207,23.3011,5.8384,5.5931,4.542,,,41112.0,41112.0,27159.0665,2671868.88,2671868.88
688100.SH,20220930,19.17,0.9526,1.2673,0.72,28.0727,26.3087,3.5995,5.2503,4.9838,1.1737,1.3563,50000.0,16695.2867,12548.7192,958500.0,320048.646
688101.SH,20220930,12.26,0.3825,0.7199,1.03,16.5642,18.1787,1.1809,3.5573,3.4417,1.6313,1.876,33388.0,18283.655,9715.42,409336.88,224157.6103
688102.SH,20220930,14.76,3.8978,3.927,0.46,93.1809,74.0428,6.1197,6.0975,5.9098,,0.542,40001.0,3459.1476,3433.3871,590414.76,51057.0186
688103.SH,20220930,56.56,0.6068,0.7719,0.62,73.9038,76.749,5.7072,10.5987,9.4547,,0.5569,9539.0,6175.76,4855.01,539525.84,349300.9856
688105.SH,20220930,61.82,2.3952,2.3952,0.81,36.4573,27.4649,5.3468,13.2336,9.2868,,0.4853,40001.0,3519.1428,3519.1428,2472861.82,217553.4079
688106.SH,20220930,19.8,1.0279,1.0328,0.69,57.5571,53.8381,3.5711,5.5223,5.0811,1.2592,1.2479,48565.3,26411.13,26284.6042,961592.94,522940.374
688107.SH,20220930,53.81,2.7142,2.7142,0.7,,1984.8785,13.8243,31.7299,24.6592,,,40010.0,4426.8983,4426.8983,2152938.1,238211.3975
688108.SH,20220930,5.29,1.5528,1.6959,1.24,,,2.5246,11.1594,9.5958,,,41000.0,28988.0545,26542.215,216890.0,153346.8083
688109.SH,20220930,27.61,0.7945,1.0621,1.25,23.9515,302.7224,1.7397,3.1573,3.2423,2.8975,2.1731,5437.4,2600.3908,1945.143,150126.614,71796.79
688110.SH,20220930,28.57,2.4366,2.4366,1.03,48.263,31.8614,3.1915,11.1393,9.0686,,0.63,44224.9758,8941.2395,8941.2395,1263507.5586,255451.2125
688111.SH,20220930,201.11,0.6601,0.8279,0.54,89.0813,91.6386,11.5366,28.2788,26.4527,0.2982,0.3479,46122.1529,21822.1529,17397.5173,9275626.1697,4388653.1697
688112.SH,20220930,75.64,1.518,1.518,0.58,99.5364,83.1432,5.7658,26.5558,24.2707,,0.6197,10666.67,2431.8885,2431.8885,806826.9188,183948.0461
688113.SH,20220930,44.04,0.5272,0.7429,2.43,36.6663,32.0201,3.8564,8.2774,8.0594,,0.2748,6370.0,4028.3,2858.7,280534.8,177406.332
688114.SH,20220930,107.1,9.3343,9.3343,0.9,91.4892,109.9373,5.7931,11.2619,10.2165,,,41311.0,3189.211,3189.211,4424408.1,341564.4981
688115.SH,20220930,39.6,2.077,2.077,1.26,39.9781,32.8303,1.9873,11.8794,9.6184,,1.1364,6667.0,1600.32,1600.32,264013.2,63372.672
688116.SH,20220930,115.17,0.78,0.953,0.8,90.3932,70.4632,12.2087,20.2627,15.3836,0.0607,0.0599,23222.9186,23222.9186,19008.1409,2674583.5352,2674583.5352
688117.SH,20220930,22.62,0.4011,0.4663,0.73,29.5432,32.3812,2.319,4.6817,5.0211,,1.3263,8000.0,4630.1,3982.1,180960.0,104732.862
688118.SH,20220930,17.75,0.8524,0.9275,0.32,43.2791,77.8282,2.0114,3.88,3.773,1.6648,2.7111,9540.0,7246.7159,6660.1888,169335.0,128629.2072
688119.SH,20220930,6.09,1.4548,1.4548,0.7,30.5443,33.0869,2.2784,2.581,2.6005,,,112500.0,14971.8013,14971.8013,685125.0,91178.2699
688120.SH,20220930,332.16,2.7433,2.7433,0.96,178.6918,113.0357,7.9008,44.0195,28.8411,,,10666.67,2389.6849,2389.6849,3543041.1072,793757.7364
688121.SH,20220930,15.5,0.2953,0.3447,0.52,9.9647,10.7121,1.6197,0.8053,0.8475,,,20266.6667,13937.6024,11937.6024,314133.3339,216032.8372
688122.SH,20220930,106.89,0.8073,1.2182,1.2,66.8959,50.5891,9.0911,16.9451,13.208,0.3559,0.9355,46404.6069,46404.6069,30753.206,4960188.4315,4960188.4315
688123.SH,20220930,76.28,0.869,1.2478,0.92,85.1973,48.3071,5.5441,16.9518,12.7848,0.5372,0.3538,12090.5867,8387.9481,5841.3395,922269.9535,639832.6811
688125.SH,20220930,53.4,2.006,2.006,0.71,28.2457,25.7288,2.3953,6.87,6.4392,,1.8727,8080.808,1663.6845,1663.6845,431515.1472,88840.7523
688126.SH,20220930,17.85,0.3865,0.5643,0.76,333.7165,508.566,3.6857,19.7663,16.306,,,273165.8657,158629.8399,108659.1583,4876010.7027,2831542.6422
688127.SH,20220930,16.54,0.6687,0.6687,0.48,47.5923,60.2315,4.5572,16.0369,16.2578,0.9069,0.9069,40284.5,17102.88,17102.88,666305.63,282881.6352
688128.SH,20220930,16.43,1.1623,1.5004,0.98,21.0941,20.43,2.6951,1.9504,1.9134,1.8259,2.1302,40450.0,9608.5,7443.6392,664593.5,157867.655
688129.SH,20220930,12.57,0.3871,0.3871,0.58,16.0594,21.6669,1.7572,3.0553,3.3833,1.5911,1.9093,12000.0,3993.0,3993.0,150840.0,50192.01
688130.SH,20220930,39.8,3.333,3.333,1.17,34.2474,38.7318,1.9981,15.2763,15.8576,,,6656.0,1483.5806,1483.5806,264908.8,59046.5079
688131.SH,20220930,123.38,1.5368,1.7609,1.16,67.2388,60.4686,6.7038,13.249,11.3096,,0.3068,10407.8809,6029.5209,5262.0549,1284124.3454,743922.2886
688132.SH,20220930,21.16,13.5034,13.5034,0.52,40.6352,35.5871,2.0986,10.4478,8.1422,,,15222.5204,3333.426,3333.426,322108.5317,70535.2942
688133.SH,20220930,133.0,1.048,1.2429,0.62,77.6742,80.5639,4.2776,5.1665,4.6195,0.2796,0.1364,8407.1656,4640.3373,3912.7042,1118153.0248,617164.8609
688135.SH,20220930,33.73,2.325,2.5318,0.75,43.739,58.0064,4.4275,11.8339,10.1096,1.0813,1.0813,13724.912,8469.132,7777.292,462941.2818,285663.8224
688136.SH,20220930,20.41,1.1621,1.1621,1.06,42.0414,105.0307,2.1401,3.1556,3.0744,0.392,0.49,19870.065,6493.5291,6493.5291,405548.0267,132532.9289
688137.SH,20220930,75.51,21.2369,21.2369,,35.5621,31.7215,2.4344,15.4987,14.0507,,,7017.5439,1626.4059,1626.4059,529894.7399,122809.9095
688138.SH,20220930,20.02,4.6254,4.864,1.02,119.9604,85.0432,4.3719,9.8202,8.115,0.4496,0.2997,26680.0,8155.0,7755.0,534133.6,163263.1
688139.SH,20220930,62.28,1.019,1.2791,1.29,23.3685,34.4912,5.2758,9.289,8.0085,0.6101,0.8011,31707.1758,18437.6636,14688.656,1974722.9088,1148297.689
688148.SH,20220930,14.21,0.5033,0.6728,0.48,108.9826,465.5386,5.4272,3.5135,3.4421,,0.563,51171.8,38123.6,28520.6,727151.278,541736.356
688150.SH,20220930,16.94,2.9734,2.9734,0.7,63.1575,61.8336,4.1759,20.2502,21.0021,,0.5903,40243.7585,3440.5326,3440.5326,681729.269,58282.6222
688151.SH,20220930,18.51,0.8341,0.8341,1.16,19.9134,28.3479,1.5127,5.0004,6.3625,,1.8098,34450.0,7268.8127,7268.8127,637669.5,134545.7231
688153.SH,20220930,34.6,1.1505,1.1505,0.83,,,3.6888,4.0296,4.534,,,40861.9418,3053.9291,3053.9291,1413823.1863,105665.9469
688155.SH,20220930,64.9,2.4102,2.8909,1.32,70.7029,,4.1883,4.4953,5.008,,,7632.8136,3290.77,2743.6105,495369.6026,213570.973
688156.SH,20220930,23.35,1.2004,1.2092,1.17,28.5538,34.0351,2.812,5.6464,5.6073,0.8516,1.2848,9237.376,7128.456,7076.536,215692.7296,166449.4476
688157.SH,20220930,87.65,0.4372,0.4372,0.82,71.7997,77.9972,5.7857,13.7593,13.3286,0.3756,0.4212,7978.2394,3506.8394,3506.8394,699292.6834,307374.4734
688158.SH,20220930,11.25,0.9132,1.1873,0.64,,,1.6156,1.7569,2.0881,,,45309.5081,35540.6836,27337.8823,509731.9661,399832.6905
688159.SH,20220930,15.69,1.0743,1.1782,0.83,,,1.7587,1.404,1.4931,,,9167.9495,6510.2041,5936.0716,143845.1277,102145.1023
688160.SH,20220930,31.9,2.4365,2.9745,0.62,35.8663,33.8384,3.9953,4.9869,4.8949,0.9404,0.9404,8400.0,2666.6906,2184.3593,267960.0,85067.4301
688161.SH,20220930,62.0,5.0071,5.8957,1.55,35.9255,34.4853,5.2511,11.5159,11.4631,,0.8387,40000.0,4975.7657,4225.7657,2480000.0,308497.4734
688162.SH,20220930,44.89,2.3747,2.3747,0.8,47.1972,61.0309,0.4343,2.9044,2.409,,0.6666,13734.75,2740.0,2740.0,616552.9275,122998.6
688163.SH,20220930,19.15,0.7574,0.7574,0.52,27.0965,30.5165,1.9055,9.9304,10.8512,,4.6997,10822.0,2584.898,2584.898,207241.3,49500.7967
688165.SH,20220930,7.52,0.3384,0.6863,0.86,,,2.1455,3.4206,3.3149,,,52178.0,32449.495,15999.4788,392378.56,244020.2024
688166.SH,20220930,18.44,0.5872,0.5872,0.9,30.9915,30.3526,4.2026,7.1839,7.0419,0.4555,0.6508,41000.0,21091.2771,21091.2771,756040.0,388923.1497
688167.SH,20220930,116.0,6.725,6.7253,1.39,154.0012,100.7329,4.3713,21.932,19.9987,,,8996.0,2021.0156,2020.9156,1043536.0,234437.8096
688168.SH,20220930,30.42,0.9515,1.7726,2.85,30.259,70.6489,2.0803,5.5809,5.2092,0.7029,0.4696,7181.16,7181.16,3854.76,218450.8872,218450.8872
688169.SH,20220930,258.17,0.7196,0.9927,0.95,17.2461,17.69,2.7072,4.1437,3.7721,0.5664,0.58,9368.7403,7199.3304,5218.8624,2418727.6833,1858651.1294
688170.SH,20220930,53.05,5.7207,5.7207,0.73,62.513,65.5564,4.3264,9.9819,9.6668,,0.9425,10336.0,2103.0097,2103.0097,548324.8,111564.6646
688171.SH,20220930,18.66,1.9682,1.9682,1.44,28.1904,30.0261,1.9305,8.8038,9.1278,,1.0718,8377.34,1989.623,1989.623,156321.1644,37126.3652
688173.SH,20220930,22.88,3.0034,3.0034,0.69,361.5892,317.6684,5.2201,20.0332,16.8485,,,40530.7014,3280.82,3280.82,927342.448,75065.1616
688175.SH,20220930,28.81,0.7253,0.7344,0.7,22.5059,22.6676,1.4956,5.4046,5.0994,,1.7355,9290.6379,1858.1276,1835.1276,267663.2779,53532.6562
688176.SH,20220930,10.35,0.2875,0.2875,0.7,,,2.0181,1289542.0208,1289542.0208,,,57000.0,10670.0,10670.0,589950.0,110434.5
688177.SH,20220930,18.3,0.3072,0.3839,0.64,92.4821,,3.9498,9.0579,10.2831,,,41408.0,10754.3423,8604.3952,757766.4,196804.4641
688178.SH,20220930,17.7,0.2274,0.2789,0.6,20.7136,27.1366,1.2264,1.4363,1.5759,,,8499.7844,4443.9926,3622.9803,150446.1839,78658.669
688179.SH,20220930,34.43,1.3447,1.3447,0.72,54.4444,49.4787,5.5632,16.9129,14.5332,1.0373,0.8298,14130.676,7176.3622,7176.3622,486519.1747,247082.1505
688180.SH,20220930,50.49,1.0302,1.2549,0.88,,,6.4634,11.4482,16.131,,,91260.19,43055.6264,35346.5214,4607726.9931,2173878.5769
688181.SH,20220930,37.03,0.562,0.6385,0.88,17.2824,15.4589,1.8703,4.0285,3.6343,1.4529,,9647.3014,7681.5962,6761.2633,357239.5708,284449.5073
688182.SH,20220930,11.76,4.8893,4.8893,1.83,53.7604,79.1675,2.295,14.1014,15.3285,,0.6803,40000.0,7000.0,7000.0,470400.0,82320.0
688183.SH,20220930,8.87,0.513,0.6757,1.24,27.919,24.8992,1.8764,2.0229,1.9635,3.7204,1.8038,83182.1175,30334.808,23031.597,737825.3822,269069.747
688184.SH,20220930,35.63,7.0663,7.0663,0.48,57.3983,42.8555,1.5715,5.5809,3.4619,,,13437.8228,2721.3962,2721.3962,478789.6264,96963.3466
688185.SH,20220930,121.0,1.8064,1.8064,0.78,15.6402,30.2593,3.8884,6.9636,10.4397,,0.6612,24744.9899,6731.2707,6731.2707,2994143.7779,814483.7547
688186.SH,20220930,29.74,0.7706,0.7706,0.54,36.1812,75.9466,2.0416,2.3277,2.2685,1.2933,0.8406,21424.0,15059.0,15059.0,637149.76,447854.66
688187.SH,20220930,54.2,2.0383,2.0383,0.67,38.0434,34.9956,2.3332,5.0763,4.6948,0.8303,1.6605,141623.6912,20984.4493,20984.4493,7676004.063,1137357.1521
688188.SH,20220930,189.5,0.161,0.5308,0.45,50.2623,55.2768,6.8789,30.2748,32.3145,0.4665,0.6957,14593.2691,14080.1073,4271.4973,2765424.4945,2668180.3334
688189.SH,20220930,15.12,0.8933,1.2488,0.62,,,2.1003,4.3283,4.5322,1.3747,,19600.0,14000.0,10014.2,296352.0,211680.0
688190.SH,20220930,78.31,0.5806,0.5806,0.42,78.4732,63.2022,4.9918,10.0425,8.0992,,0.4214,12000.0,2729.9035,2729.9035,939720.0,213778.7431
688191.SH,20220930,13.12,0.7488,0.8485,0.78,28.4947,31.3752,2.4629,3.0608,2.7422,1.5244,1.1433,15304.6047,7078.4971,6247.093,200796.4137,92869.882
688192.SH,20220930,32.6,0.6738,0.6738,0.44,,,6.1926,1281.0689,1833.6918,,,40418.312,3880.0097,3880.0097,1317636.9712,126488.3162
688193.SH,20220930,46.23,2.7321,2.7321,3.71,28.617,34.5615,1.9137,6.3262,5.7458,,,4000.0,854.127,854.127,184920.0,39486.2912
688195.SH,20220930,24.34,1.8613,1.8613,0.91,60.2194,55.7447,3.7148,10.3993,9.3609,0.6984,0.5136,12935.0,7835.482,7835.482,314837.9,190715.6319
688196.SH,20220930,73.22,3.2078,3.2078,1.0,25.4859,17.4529,3.3832,2.8495,2.0809,1.1199,1.5706,12000.0,3000.0,3000.0,878640.0,219660.0
688197.SH,20220930,19.88,1.4513,1.4513,0.75,,,2.2808,226.8582,378.1823,,,14871.9343,3569.28,3569.28,295654.0539,70957.2864
688198.SH,20220930,109.46,0.7849,0.7867,1.27,290.0633,238.992,14.6181,58.9741,55.3781,0.1293,0.3247,13567.2588,3487.2588,3479.1296,1485072.1482,381715.3482
688199.SH,20220930,33.08,0.595,0.6414,0.74,22.2108,20.2303,1.3167,2.9377,2.553,1.0312,1.4731,11122.68,8801.0404,8164.2371,367938.2544,291138.4164
688200.SH,20220930,224.38,0.9179,1.4586,0.67,46.5732,36.4345,7.276,23.2675,18.6626,0.2971,0.6452,9107.3591,5975.3587,3760.3973,2043509.2349,1340750.9851
688201.SH,20220930,36.31,0.8399,0.8399,0.53,32.4705,33.3416,4.979,9.5397,9.2421,0.6978,0.9304,13782.9078,6117.4132,6117.4132,500457.3822,222123.2733
688202.SH,20220930,223.5,2.6554,2.6572,1.2,68.8314,58.5602,13.7307,16.6422,13.6312,0.2011,0.4378,8691.6299,3760.9215,3758.4015,1942579.2827,840565.9553
688203.SH,20220930,14.29,2.8139,2.8139,1.86,82.1059,83.1169,2.0307,4.9508,4.6558,,,20267.8068,4620.7172,4620.7172,289626.9592,66030.0488
688205.SH,20220930,52.56,6.4965,6.4965,0.81,40.4371,39.4774,2.7744,6.9936,6.5489,,,9728.0,2236.0408,2236.0408,511303.68,117526.3044
688206.SH,20220930,30.93,5.225,5.225,0.92,469.0699,398.4596,6.3244,69.2096,60.5083,,0.0647,43380.4445,3827.1009,3827.1009,1341757.1484,118372.2308
688207.SH,20220930,23.53,3.1571,3.1571,1.35,,,1.8926,14.8268,12.8563,,,18498.0819,4472.5834,4472.5834,435259.8671,105239.8874
688208.SH,20220930,28.23,1.3091,1.3253,0.74,29.0157,43.4287,4.3764,5.6486,5.6813,1.7674,0.3532,45094.6625,27385.1625,27050.5019,1273022.3224,773083.1374
688209.SH,20220930,19.06,2.3401,2.3401,0.75,50.5782,36.5679,4.7748,10.2536,9.5842,,0.1994,42000.0,3670.5812,3670.5812,800520.0,69961.2777
688210.SH,20220930,21.3,2.9208,2.9208,1.48,50.2895,36.3392,2.0835,6.7288,5.6987,,0.6707,11200.0,2389.0364,2389.0364,238560.0,50886.4753
688211.SH,20220930,35.35,0.356,0.356,0.46,17.9485,21.2957,1.2167,2.1055,1.9804,,1.6973,13160.8698,3201.0,3201.0,465236.7474,113155.35
688212.SH,20220930,66.0,5.7319,5.7319,1.55,154.2932,166.2341,7.1257,25.3576,23.9466,,0.2879,13334.0,2871.8882,2871.8882,880044.0,189544.6212
688213.SH,20220930,40.0,3.1522,3.1522,0.85,40.1684,71.5607,4.1724,5.9496,6.526,,,40001.0,3013.3636,3013.3636,1600040.0,120534.544
688215.SH,20220930,28.26,0.447,0.447,0.67,85.3531,137.654,2.5743,5.6628,4.6686,0.5308,0.5308,4004.0,1593.1482,1593.1482,113153.04,45022.3681
688216.SH,20220930,23.91,1.8381,1.8381,0.77,18.8793,38.5596,2.6513,3.1394,3.4791,0.6692,1.6729,10627.0,4247.15,4247.15,254091.57,101549.3565
688217.SH,20220930,39.92,1.7185,2.2883,1.12,46.8733,50.7857,2.4209,7.6254,6.7715,,,5557.706,3653.0628,2743.3969,221863.6235,145830.267
688218.SH,20220930,20.24,4.0113,4.3675,0.81,109.4392,340.5796,2.8309,4.0559,4.4739,0.394,0.2955,11771.47,8928.3071,8200.1374,238254.5528,180708.9357
688219.SH,20220930,8.5,0.2493,0.3798,0.41,72.227,84.6609,2.2814,0.7966,0.7601,1.1765,0.1764,45928.3632,25387.5121,16667.2387,390391.0872,215793.8529
688220.SH,20220930,63.54,0.7595,0.7595,0.92,,,3.4912,12.4381,11.37,,,41830.0889,3554.6376,3554.6376,2657883.8487,225861.6731
688221.SH,20220930,12.95,0.6771,0.6771,0.88,,,2.5471,119.7641,110.6032,,,37457.8653,18797.8671,18797.8671,485079.3556,243432.3789
688222.SH,20220930,17.1,0.3421,0.5653,0.99,108.0974,192.0953,5.3461,22.0268,23.1758,0.2924,0.2924,40068.0,28015.1889,16956.7901,685162.8,479059.7302
688223.SH,20220930,16.67,2.373,2.373,1.09,146.0474,112.5351,6.833,4.109,2.8617,,0.138,1000000.0,140000.0,140000.0,16670000.0,2333800.0
688225.SH,20220930,16.77,0.8927,0.8927,0.6,37.5418,145410.2241,2.8115,4.023,3.7807,,0.8348,40001.0,3440.86,3440.86,670816.77,57703.2222
688226.SH,20220930,15.16,1.61,2.3533,0.6,39.5604,38.1672,2.725,1.8859,1.6507,,0.8245,15600.0,8231.2,5631.2,236496.0,124784.992
688227.SH,20220930,17.58,0.4736,0.4736,0.58,35.7345,39.7782,1.4459,4.2197,4.2018,,0.8419,11305.5275,2606.0174,2606.0174,198751.1735,45813.7859
688228.SH,20220930,29.52,1.5938,1.7591,1.39,32.5653,38.2767,1.6602,4.3027,4.0268,1.0434,0.9214,6713.344,2957.264,2679.344,198177.9149,87298.4333
688229.SH,20220930,32.51,0.3896,0.3896,0.67,,,1.9762,10.8442,10.8412,0.6152,,4440.0,2106.282,2106.282,144344.4,68475.2278
688230.SH,20220930,55.0,0.9439,0.9439,0.68,40.3401,38.6629,2.179,9.713,11.5829,,0.7792,8400.0,1955.4706,1955.4706,462000.0,107550.883
688231.SH,20220930,36.8,2.8242,2.8242,0.61,129.3917,88.3798,3.2946,12.5167,10.2164,,,24685.7143,5058.9844,5058.9844,908434.2862,186170.6259
688232.SH,20220930,49.1,1.4812,1.4812,0.89,32.1422,27.8605,3.1595,5.7983,5.6221,,1.0183,33000.0,7035.2041,7035.2041,1620300.0,345428.5213
688233.SH,20220930,41.09,2.7133,3.0808,1.77,30.0967,31.4399,4.3927,13.8733,12.3395,0.2434,0.9978,16000.0,8335.8153,7341.6448,657440.0,342518.6507
688234.SH,20220930,107.71,4.9028,4.9028,0.93,514.5459,,8.647,93.7198,113.5945,,,42971.1044,3550.7881,3550.7881,4628417.6549,382455.3863
688235.SH,20220930,85.88,1.2061,1.2061,1.27,,,3.2483,15.2457,16.7479,,,134721.3748,8053.8682,8053.8682,11569871.6678,691666.201
688236.SH,20220930,21.2,6.9999,6.9999,4.37,25.2721,25.1607,3.1624,7.3517,6.8065,,0.6132,38428.0,3327.5279,3327.5279,814673.6,70543.5915
688237.SH,20220930,46.71,4.9303,4.9303,0.91,59.173,57.2556,3.3002,29.6192,27.1302,,,8960.331,1798.3806,1798.3806,418537.061,84002.3578
688238.SH,20220930,20.13,3.2593,3.2593,1.09,182.978,168.7343,4.6302,38.9407,34.1363,,,49318.9,7268.4981,7268.4981,992789.457,146314.8668
688239.SH,20220930,73.52,1.5949,1.5949,1.01,74.0805,60.3087,9.2502,10.7241,8.714,,0.272,14000.0,10100.9237,10100.9237,1029280.0,742619.9104
688246.SH,20220930,20.36,0.7893,0.7893,1.07,56.5544,55.0758,1.6425,4.3059,4.046,,,13787.7502,3309.0601,3309.0601,280718.5941,67372.4636
688247.SH,20220930,10.28,6.7866,6.7866,1.05,34.5425,33.7284,4.151,14.7726,16.2287,,,45334.0,4090.992,4090.992,466033.52,42055.3978
688248.SH,20220930,46.41,3.3102,3.3102,0.62,183.222,143.0042,10.6347,18.9199,16.5984,,0.1832,56470.0,7671.0824,7671.0824,2620772.7,356014.9342
688251.SH,20220930,31.68,2.7391,2.7391,0.95,27.5697,21.4108,2.5943,3.4953,3.276,,,5942.8464,1346.7984,1346.7984,188269.374,42666.5733
688252.SH,20220930,17.0,19.9568,19.9568,,20.9355,21.911,3.7886,6.1794,5.2652,,,40555.56,3426.6646,3426.6646,689444.52,58253.2982
688253.SH,20220930,21.54,1.702,1.702,0.66,24.3717,21.9853,1.7808,8.9651,8.1498,,,13606.0816,2858.9051,2858.9051,293074.9977,61580.8159
688255.SH,20220930,33.0,2.9043,2.9043,0.89,43.237,57.1408,2.3482,4.7717,6.3167,,1.5455,7841.4611,1748.7299,1748.7299,258768.2163,57708.0867
688256.SH,20220930,62.68,0.8763,1.2026,0.65,,,4.601,34.8426,33.2775,,,40081.465,24218.5645,17648.303,2512306.2262,1518019.6229
688257.SH,20220930,31.0,0.8578,0.8578,0.68,21.1151,19.8741,1.4248,3.2164,2.7823,,1.6129,9280.0,2118.5938,2118.5938,287680.0,65676.4078
688258.SH,20220930,41.19,1.8449,1.8926,0.73,84.9791,128.0328,4.0148,15.1381,14.5875,0.4904,0.2398,8695.6591,4345.3895,4235.9212,358174.1983,178986.5935
688259.SH,20220930,70.79,2.8932,2.8932,0.65,71.9695,65.405,3.915,8.8396,5.9823,,0.4238,8000.0,1778.0671,1778.0671,566320.0,125869.37
688260.SH,20220930,16.18,0.9709,1.0737,0.55,125.2696,65.384,3.7503,3.736,3.6117,,0.8282,12000.0,6661.626,6023.715,194160.0,107785.1087
688261.SH,20220930,255.0,3.4833,3.4833,0.92,116.954,81.0891,6.4423,21.968,18.5232,,0.1294,6737.6367,1488.7718,1488.7718,1718097.3585,379636.809
688262.SH,20220930,44.08,5.0777,5.0777,0.9,150.691,82.6065,3.7714,25.9684,22.2089,,0.5672,24000.0,5578.236,5578.236,1057920.0,245888.6429
688265.SH,20220930,51.5,0.596,0.596,0.73,65.9721,102.5828,2.2703,14.5862,14.1642,,0.499,7796.3513,1845.7895,1845.7895,401512.092,95058.1593
688266.SH,20220930,33.85,0.7434,0.7452,0.49,,,8.5433,42.6769,32.0662,,,24000.0,14071.8323,14038.9516,812400.0,476331.5234
688267.SH,20220930,31.2,1.2661,1.2661,0.68,41.1264,44.3109,2.1482,9.8022,9.7061,,0.7372,17620.0,3840.282,3840.282,549744.0,119816.7984
