ts_code,trade_date,close,turnover_rate,turnover_rate_f,volume_ratio,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_share,float_share,free_share,total_mv,circ_mv
000955.SZ,20220930,4.5,1.4682,1.957,0.78,245.2316,,3.0542,2.383,2.7084,0.0,,53839.5,53756.445,40327.6749,242277.75,241904.0025
000957.SZ,20220930,12.9,9.617,14.8019,0.81,,,2.9563,1.6676,1.5333,0.0,,59290.3936,59289.2704,38521.0024,764846.0774,764831.5882
000958.SZ,20220930,4.07,0.7488,1.241,0.65,16.9057,17.56,1.2044,3.3339,4.1072,1.4742,1.4742,538341.852,110206.7026,66493.983,2191051.3376,448541.2796
000959.SZ,20220930,3.57,0.3132,1.4909,1.03,3.98,5.2258,0.5718,0.2083,0.2076,2.3948,4.6357,781986.917,595917.895,125176.3754,2791693.2937,2127426.8852
000960.SZ,20220930,12.32,0.7348,1.3012,0.65,7.2983,6.0874,1.2415,0.3818,0.3723,0.0,0.8806,166877.6379,166877.6379,94233.6613,2055932.4989,2055932.4989
000961.SZ,20220930,2.32,1.4532,3.0871,1.06,,,0.4068,0.1121,0.1369,23.9655,,382655.8901,381102.2817,179390.9141,887761.665,884157.2935
000962.SZ,20220930,8.88,0.9519,1.7564,0.64,44.324,31.7451,2.7818,4.9257,4.4537,0.0,,44083.2644,44083.106,23891.426,391459.3879,391457.9813
000963.SZ,20220930,40.12,0.5144,1.2316,0.87,30.5011,29.9772,4.0466,2.0311,1.973,0.5733,0.7228,174980.9548,174969.3388,73075.5231,7020235.9066,7019769.8727
000965.SZ,20220930,4.6,8.625,17.7647,1.47,103.1146,25.6459,0.9323,2.0097,1.5508,0.0,,110983.0895,110983.0895,53883.4999,510522.2117,510522.2117
000966.SZ,20220930,4.44,0.6901,1.059,0.78,,,1.2759,1.0035,0.9667,1.0443,,274932.7699,130795.1301,85235.1244,1220701.4984,580730.3776
000967.SZ,20220930,4.65,0.1415,0.4378,0.77,20.2956,21.6847,0.885,1.2515,1.2285,2.5195,2.1106,317949.9998,317754.0167,102677.9867,1478467.4991,1477556.1777
000968.SZ,20220930,8.82,1.3617,3.2344,0.66,27.9653,17.0025,1.7112,4.3149,3.8378,0.5669,0.5669,96750.266,96750.266,40732.4749,853337.3461,853337.3461
000969.SZ,20220930,7.57,0.8596,1.343,0.7,45.2241,40.439,1.5887,1.2384,1.0903,0.2642,,102600.8097,102572.8146,65651.6517,776688.1294,776476.2065
000970.SZ,20220930,13.84,1.944,2.5679,0.62,42.1821,24.4348,2.825,2.3546,1.8577,0.3165,0.578,121572.5773,121572.5773,92034.4624,1682564.4698,1682564.4698
000971.SZ,20220930,1.77,0.1875,0.2262,0.57,,,2.5834,2.5814,3.1945,0.0,,104859.0126,84283.1409,69882.7827,185600.4523,149181.1594
000972.SZ,20220930,2.59,0.4633,0.6426,1.89,,,47.4933,11.4509,7.3332,0.0,,77128.3579,77128.3579,55603.266,199762.447,199762.447
000973.SZ,20220930,4.13,0.7327,1.0002,0.78,32.7709,32.3211,1.5898,1.626,1.5681,0.7264,0.9201,96742.3171,96739.9968,70863.9456,399545.7696,399536.1868
000975.SZ,20220930,12.86,1.1746,1.7689,0.86,28.0433,30.4357,3.4443,3.95,3.7404,1.944,1.944,277672.2265,244619.4295,162424.5381,3570864.8328,3145805.8634
000976.SZ,20220930,4.1,0.7687,1.0268,0.85,16.5734,16.9169,1.4019,3.2889,3.1142,0.7596,,159567.8796,159454.4847,119375.7786,654228.3064,653763.3873
000977.SZ,20220930,19.75,0.5471,0.859,0.65,14.4344,13.4218,1.9086,0.4312,0.3942,0.5532,0.704,146370.9516,146185.5955,93108.1622,2890826.2941,2887165.5111
000978.SZ,20220930,6.25,6.1808,9.4171,0.6,,,2.038,12.2552,20.7426,0.0,,46813.0,36005.1925,23631.5452,292581.25,225032.4531
000980.SZ,20220930,4.84,0.9771,1.3279,1.01,,,7.752,29.733,33.2129,0.0,,506917.822,428745.1645,315492.7845,2453482.2585,2075126.5962
000981.SZ,20220930,1.51,0.3631,0.489,0.74,,,2.6882,3.7966,4.1688,0.0,,999747.0888,557994.4555,414360.3937,1509618.1041,842571.6278
000982.SZ,20220930,1.83,0.7288,0.8717,0.89,190.8101,354.7907,6.5251,17.9915,15.1253,0.0,,426187.7053,426187.7053,356313.7894,779923.5007,779923.5007
000983.SZ,20220930,14.98,1.6634,3.6477,0.76,14.7309,7.7526,2.419,1.3551,1.1413,0.6676,5.3405,409656.0,409656.0,186808.0359,6136646.88,6136646.88
000985.SZ,20220930,15.81,1.0256,2.8099,0.57,159.592,117.9215,3.4167,0.9885,0.8522,0.291,0.291,12963.95,12963.95,4731.89,204960.0495,204960.0495
000987.SZ,20220930,5.68,0.1613,0.7535,0.68,11.4893,11.1365,1.1057,4.5159,3.8435,2.415,2.6082,501713.2462,501660.4518,107356.4875,2849731.2384,2849431.3662
000988.SZ,20220930,18.48,0.589,0.7273,0.83,24.418,19.0554,2.3574,1.8277,1.582,0.3247,0.4329,100550.2707,100498.5657,81394.0143,1858169.0025,1857213.4941
000989.SZ,20220930,8.17,1.0718,1.5262,1.06,26.2383,16.9278,1.7776,1.8769,1.9757,4.8204,4.8204,86935.4236,67144.1702,47152.5322,710262.4108,548567.8705
000990.SZ,20220930,9.55,0.2701,0.5599,0.67,11.8661,28.5163,0.6721,0.9821,0.9756,0.0,,125301.1919,125301.1019,60444.279,1196626.3826,1196625.5231
000993.SZ,20220930,10.22,0.9063,2.0187,0.74,38.9557,24.2648,2.156,8.0273,6.8034,0.0,,45795.1455,43974.7572,19742.753,468026.387,449422.0186
000995.SZ,20220930,16.02,2.4519,3.416,0.88,,1904.6308,22.2781,31.2014,20.8307,0.0,,17740.8,17740.8,12734.2009,284207.616,284207.616
000996.SZ,20220930,5.75,0.8608,1.0685,0.92,987.0524,,4.0993,40.0903,41.8548,0.0,,34500.0,34500.0,27792.24,198375.0,198375.0
000997.SZ,20220930,12.11,0.6429,0.9196,0.86,17.7474,19.929,2.0001,1.7773,1.7587,2.8525,2.0265,103206.2937,102636.1151,71748.1711,1249828.2167,1242923.3539
000998.SZ,20220930,13.81,0.5156,0.6749,0.66,291.2431,,3.3234,5.1913,5.078,0.0,,131697.0298,129598.4717,99019.1358,1818735.9815,1789754.8942
000999.SZ,20220930,38.41,0.8676,2.3857,1.29,18.5466,17.9513,2.389,2.478,2.378,1.2893,2.2176,98834.6,97839.5308,35582.5676,3796236.986,3758016.378
001201.SZ,20220930,32.25,1.4282,1.7874,0.64,32.4368,,2.2854,6.5247,7.9964,1.8457,0.5168,21280.56,8293.2192,6626.928,686298.06,267456.3192
001202.SZ,20220930,14.42,8.9683,10.8917,0.42,39.8399,42.6313,2.7361,2.4871,1.8414,,4.1609,12880.0,4022.2,3311.93,185729.6,58000.124
001203.SZ,20220930,9.8,0.8053,0.8745,0.78,9.0946,9.933,2.5674,3.0192,2.8013,4.0816,,150800.0,43613.2361,40165.5861,1477840.0,427409.7138
001205.SZ,20220930,29.13,1.558,2.2351,0.89,38.3419,31.6655,3.5736,8.1327,6.92,,0.318,17106.1333,11666.4833,8132.3054,498301.663,339844.6585
001206.SZ,20220930,28.3,3.1798,4.108,0.83,32.7604,31.3998,2.1671,2.853,2.5458,2.0192,1.7668,13206.7006,6405.1998,4957.9829,373749.627,181267.1543
001207.SZ,20220930,14.55,0.9873,0.9873,0.74,16.3595,19.76,2.2262,1.8487,1.6705,,3.4364,18386.0,6494.1619,6494.1619,267516.3,94490.0556
001208.SZ,20220930,9.2,0.7597,1.4194,0.66,36.5369,37.6266,3.4666,1.9333,1.681,1.087,1.413,53442.4,24962.88,13360.6,491670.08,229658.496
001209.SZ,20220930,14.27,15.3398,15.3398,0.64,18.3984,35.2142,1.4974,1.4609,1.4381,2.5028,2.5028,13152.272,3716.7626,3716.7626,187682.9214,53038.2023
001210.SZ,20220930,22.19,0.5937,0.6368,0.56,15.5589,17.0882,1.6153,2.5479,2.3912,,2.4786,9074.8077,4328.657,4035.868,201369.9829,96052.8988
001211.SZ,20220930,20.88,0.6294,0.7775,0.71,21.3877,22.2722,1.647,1.5408,1.533,2.3946,4.7893,7200.0,3939.9866,3189.6998,150336.0,82266.9202
001212.SZ,20220930,26.51,3.38,3.8526,0.79,22.129,26.8744,2.2887,4.3124,4.4679,0.8705,1.741,11787.1,5573.75,4889.95,312476.021,147760.1125
001213.SZ,20220930,4.25,0.3376,0.4612,0.61,48.3407,37.0141,1.0369,2.1358,2.1451,,0.5482,444444.4444,104444.4444,76444.4444,1888888.8887,443888.8887
001215.SZ,20220930,50.99,3.7908,4.3386,1.01,49.9574,45.2167,4.4742,3.4692,3.2623,,0.294,8667.2536,4517.1261,3946.7314,441943.2611,230328.2598
001216.SZ,20220930,12.78,7.4408,7.4408,0.58,23.4821,18.5926,2.3393,2.674,2.2212,,1.6432,25186.67,6296.67,6296.67,321885.6426,80471.4426
001217.SZ,20220930,12.02,1.0184,1.2591,0.45,9.5986,10.5314,1.9975,2.1065,1.7824,0.8319,2.4958,33187.0,14320.38,11582.48,398907.74,172130.9676
001218.SZ,20220930,23.35,6.0408,6.0408,0.49,16.451,21.8905,1.4772,1.0704,1.0271,,2.7531,12599.37,3150.0,3150.0,294195.2895,73552.5
001219.SZ,20220930,18.4,3.9354,3.9354,0.6,31.2027,26.0584,2.414,4.8909,4.3946,,1.2542,11537.5,2886.0,2886.0,212290.0,53102.4
001222.SZ,20220930,28.58,26.2868,26.2868,0.76,28.4806,21.3969,3.6103,3.6461,3.4244,,,13635.0,3410.0,3410.0,389688.3,97457.8
001226.SZ,20220930,33.1,9.9312,9.9312,0.58,28.653,28.9579,3.1513,2.7873,3.1766,,,7466.67,1866.67,1866.67,247146.777,61786.777
001227.SZ,20220930,4.03,3.0002,3.0002,0.65,14.657,13.9521,0.8864,2.9292,2.9736,,2.4814,569569.7168,56956.9717,56956.9717,2295365.9587,229536.596
001228.SZ,20220930,47.62,6.4195,6.4195,0.66,29.521,20.2356,3.3212,2.3063,1.6478,,0.63,10386.4609,2597.0,2597.0,494603.2681,123669.14
001229.SZ,20220930,27.3,9.2989,9.2989,0.75,28.1998,26.5739,3.1469,11.5751,11.3524,,,10000.0,2500.0,2500.0,273000.0,68250.0
001230.SZ,20220930,29.79,23.4054,23.4054,1.32,18.7452,20.3278,2.1267,2.4236,2.5201,,,11139.3348,2784.8337,2784.8337,331840.7837,82960.1959
001231.SZ,20220930,22.62,19.4468,19.4468,1.19,27.4133,25.9963,2.5708,4.156,3.7688,,,10000.0,2500.0,2500.0,226200.0,56550.0
001234.SZ,20220930,27.47,18.973,18.973,0.79,29.8836,29.9817,3.4346,3.3705,3.5406,,1.8202,10666.67,2666.67,2666.67,293013.4249,73253.4249
001236.SZ,20220930,12.33,27.4768,27.4768,0.77,154.9143,177.0954,6.5939,7.5774,7.6853,,,100777.7778,10077.7778,10077.7778,1242590.0003,124259.0003
001238.SZ,20220930,29.85,53.1538,53.1538,1.45,30.5277,28.5285,2.9821,2.6481,2.2662,,,11000.0,2750.0,2750.0,328350.0,82087.5
001255.SZ,20220930,28.47,6.3343,6.3343,,29.9644,26.1799,3.2476,5.9693,5.3919,,,8000.0,2000.0,2000.0,227760.0,56940.0
001258.SZ,20220930,11.33,10.6966,10.6966,0.74,73.9867,64.3877,3.829,13.1959,12.4876,,,93333.3334,23333.3334,23333.3334,1057466.6674,264366.6674
001259.SZ,20220930,31.2,43.4965,43.4965,0.8,34.8379,33.7112,3.1697,3.5045,3.4706,,,7358.8888,1848.4443,1848.4443,229597.3306,57671.4622
001266.SZ,20220930,27.47,29.0593,29.0593,2.44,21.6829,42.2818,2.8559,5.6208,7.2858,,1.5601,10281.6,2570.4,2570.4,282435.552,70608.888
001267.SZ,20220930,7.59,20.8712,20.8712,1.44,73.4835,87.2264,4.0203,7.5961,8.4125,,0.8325,77544.6428,28625.586,28625.586,588563.8389,217268.1977
001268.SZ,20220930,24.8,15.4631,15.4631,0.84,29.2031,28.7189,2.9209,4.104,3.918,,1.0081,10793.3334,2698.3334,2698.3334,267674.6683,66918.6683
001269.SZ,20220930,22.54,4.2098,4.2098,,23.2156,20.5082,3.1122,3.6511,3.0932,,,13742.5626,3435.6407,3435.6407,309757.361,77439.3414
001270.SZ,20220930,99.9,7.1087,7.1087,0.87,69.824,65.9234,8.8495,52.9556,45.565,,,11181.2946,2795.35,2795.35,1117011.3305,279255.465
001283.SZ,20220930,52.02,9.9664,9.9664,0.85,16.3919,18.2982,1.9079,1.2543,1.2106,,,8000.0,2000.0,2000.0,416160.0,104040.0
001288.SZ,20220930,14.77,2.3179,2.3179,0.5,27.7046,26.5811,1.321,2.9992,2.6619,,0.677,16000.0,3999.99,3999.99,236320.0,59079.8523
001289.SZ,20220930,17.39,2.8366,2.8366,0.85,22.7605,23.4903,2.309,3.9174,3.5565,,0.8453,838196.3164,13333.6024,13333.6024,14576233.9422,231871.3457
001296.SZ,20220930,24.49,15.6233,15.6233,0.71,27.1384,36.5879,1.7139,2.8043,2.7664,,1.2564,10685.9233,2671.5,2671.5,261698.2616,65425.035
001308.SZ,20220930,38.82,9.3397,9.3397,1.0,22.0048,14.916,4.001,1.7085,1.5885,,1.4861,52323.375,5519.825,5519.825,2031193.4175,214279.6065
001309.SZ,20220930,50.49,5.651,5.651,0.68,41.1454,40.2981,3.8153,3.7408,3.5674,,,8000.0,2000.0,2000.0,403920.0,100980.0
001313.SZ,20220930,8.81,2.4253,2.4253,0.71,32.8514,86.9565,2.3493,0.917,0.8966,,0.6243,70000.0,10000.0,10000.0,616700.0,88100.0
001316.SZ,20220930,40.37,30.0915,30.0915,0.93,24.9808,26.7204,3.2159,4.6356,5.5319,,,8000.0,2000.0,2000.0,322960.0,80740.0
001317.SZ,20220930,35.41,9.468,9.468,0.42,59.6301,91.8275,3.5593,3.0716,3.2557,,1.1296,8004.0,2001.0,2001.0,283421.64,70855.41
001318.SZ,20220930,15.04,10.7954,10.7954,0.85,31.327,32.4407,3.5137,6.7413,6.9527,,,28266.0,7070.0,7070.0,425120.64,106332.8
001319.SZ,20220930,23.01,5.8266,5.8266,1.0,34.4592,35.762,2.8946,3.8026,3.6217,,1.5211,14140.0,3535.0,3535.0,325361.4,81340.35
001323.SZ,20220930,34.86,5.6531,5.6531,1.8,20.3139,20.9056,3.5241,2.1516,2.1706,,2.8686,40001.0,4001.0,4001.0,1394434.86,139474.86
001330.SZ,20220930,9.69,9.848,9.848,0.55,36.7243,23.2893,1.8811,4.264,3.5173,,,137451.8984,27490.3797,27490.3797,1331908.8955,266381.7793
001331.SZ,20220930,36.21,26.6341,26.6341,0.71,24.9737,19.4697,2.7723,0.8902,0.7919,,,12000.0,3000.0,3000.0,434520.0,108630.0
001332.SZ,20220930,67.02,21.7679,21.7679,0.6,23.3833,20.8234,2.4146,5.2943,4.7955,,,8000.0,2000.0,2000.0,536160.0,134040.0
001336.SZ,20220930,30.2,15.4635,15.4635,0.87,28.823,27.7812,3.3812,4.1382,3.7869,,,8037.35,2009.35,2009.35,242727.97,60682.37
001339.SZ,20220930,20.14,8.525,8.525,0.65,25.2286,24.8792,2.7574,1.8422,1.6449,,,24696.5,6175.0,6175.0,497387.51,124364.5
001696.SZ,20220930,5.96,0.8184,1.0833,0.77,14.2009,13.9972,1.4812,0.7437,0.7469,5.0336,4.1946,114502.692,87923.7974,66429.6474,682436.0443,524025.8325
001872.SZ,20220930,14.61,0.0869,0.6795,0.64,10.457,9.3912,0.6814,1.8376,1.7451,2.601,2.9432,192236.5124,174246.9043,22294.2395,2808575.4462,2545747.2718
001896.SZ,20220930,5.12,0.6098,1.7034,0.78,,,1.5217,0.6561,0.5671,0.0,,152578.133,115058.7847,41188.7163,781200.041,589100.9777
001914.SZ,20220930,15.26,1.8381,3.0815,1.11,31.5496,27.152,1.8209,1.5278,1.4121,0.8519,0.6553,106034.606,66685.9866,39776.6257,1618088.0876,1017628.1555
001965.SZ,20220930,7.58,0.4026,0.6641,1.12,9.4174,10.194,0.8935,5.429,5.6407,2.3351,4.5646,617823.1319,193280.5439,117165.0521,4683099.3398,1465066.5228
001979.SZ,20220930,16.34,0.6025,1.7131,1.24,12.1918,15.7902,1.5482,0.7872,0.7287,3.9168,3.3048,773909.8182,773804.8134,272132.5025,12645686.4294,12643970.651
002001.SZ,20220930,22.19,0.854,1.7042,1.17,15.8614,16.609,3.1015,4.6349,4.3523,2.1929,2.6153,309090.7356,305453.3154,153065.3596,6858723.423,6778009.0687
002002.SZ,20220930,3.4,1.3974,1.6852,0.56,12.461,31.2759,1.044,1.6273,1.903,0.2662,,312198.6679,309639.2943,256764.8278,1061475.4709,1052773.6006
002003.SZ,20220930,11.66,0.7016,1.145,1.02,26.9565,23.0864,4.5129,3.604,3.2673,2.5661,3.2986,103720.5556,85202.7441,52205.9879,1209381.6783,993463.9962
002004.SZ,20220930,5.32,0.5103,0.6731,0.74,15.72,12.0122,1.0248,0.8523,0.7913,4.1353,4.1353,197991.9191,187968.2754,142489.9054,1053317.0096,999991.2251
002005.SZ,20220930,1.46,0.4166,0.5797,1.04,,,1.947,1.231,1.4109,0.0,,175242.4858,175242.4858,125945.4311,255854.0293,255854.0293
002006.SZ,20220930,25.0,1.0284,1.5244,0.87,105.5184,83.0494,9.8687,6.5834,6.7501,0.0,,45516.0,45516.0,30704.843,1137900.0,1137900.0
002007.SZ,20220930,18.16,0.4473,0.7205,0.8,25.5066,23.256,3.3465,7.4682,6.027,1.652,1.1013,182436.6726,157184.0424,97587.594,3313049.9744,2854462.21
002008.SZ,20220930,26.06,1.0222,1.2618,0.63,13.7444,15.7762,2.0212,1.6785,1.7368,0.7673,1.5346,105192.464,97895.5202,79310.2012,2741315.6118,2551157.2564
002009.SZ,20220930,16.5,1.171,1.6338,0.94,41.5437,26.7176,2.7881,1.6563,1.5636,0.2901,0.1818,37929.9434,37017.6384,26532.1895,625844.0661,610791.0336
002010.SZ,20220930,5.29,0.6877,1.6055,1.16,6.591,6.89,0.8679,0.4189,0.3918,2.2302,1.8742,280264.9508,268777.3697,115122.7962,1482601.5897,1421832.2857
002011.SZ,20220930,14.5,2.343,3.966,0.77,32.8091,17.998,5.7368,1.352,1.3743,0.0,,91721.218,91496.9951,54052.6873,1329957.661,1326706.429
002012.SZ,20220930,4.87,1.1804,1.5751,0.56,24.2138,23.9876,1.5313,1.2446,1.4555,0.1869,0.4107,46762.547,46653.7641,34963.1332,227733.6039,227203.8312
002013.SZ,20220930,11.34,0.9601,1.9892,0.93,34.6606,31.2411,3.1084,2.9385,2.8188,0.7014,0.8767,388482.4789,388477.4774,187497.0474,4405391.3107,4405334.5937
002014.SZ,20220930,7.41,0.4393,1.1926,1.3,14.4511,13.5424,2.2522,1.5098,1.4357,5.5901,5.5901,61609.8701,60542.8045,22303.5749,456529.1374,448622.1813
002015.SZ,20220930,13.16,0.4149,0.9656,1.0,21.2741,23.9216,2.1395,1.8881,2.0801,0.9496,1.5198,162332.4614,162332.4614,69759.2454,2136295.192,2136295.192
002016.SZ,20220930,6.05,0.9867,3.2325,0.74,6.9174,8.8371,1.0807,2.0563,2.3657,1.6529,4.9587,80909.5632,68684.5632,20965.5632,489502.8574,415541.6074
002017.SZ,20220930,11.6,1.6491,2.9633,0.52,119.1752,105.0743,3.5598,4.8292,4.5313,0.2586,0.431,44648.6084,44509.2687,24769.1803,517923.8574,516307.5169
002019.SZ,20220930,10.46,0.6159,0.721,0.77,46.0642,56.7901,1.4964,2.9086,3.3739,0.4814,,122602.4827,85173.8597,72760.702,1282421.969,890918.5725
002020.SZ,20220930,9.57,1.5378,1.8545,0.72,13.4203,12.8692,1.9224,2.4701,2.3219,2.8086,3.1348,86102.914,65640.0768,54430.2753,824004.887,628175.535
002021.SZ,20220930,1.77,0.513,0.6842,0.47,,,9.1571,1.269,1.2718,0.0,,68781.504,68779.254,51566.2654,121743.2621,121739.2796
002022.SZ,20220930,12.96,0.3042,0.3739,0.33,9.2446,23.1124,1.8386,1.5617,2.4055,1.5444,0.5015,51431.6849,51414.81,41828.5062,666554.6363,666335.9376
002023.SZ,20220930,8.34,0.5537,0.6502,0.98,8.5776,76.6416,1.5115,7.5065,6.9418,0.0,,75679.1003,68365.8067,58227.7022,631163.6965,570170.8279
002024.SZ,20220930,1.74,0.3263,0.8218,0.74,,,0.5405,0.1166,0.1963,0.0,,931003.9655,788345.4518,312977.6524,1619946.9,1371721.0861
002025.SZ,20220930,72.0,0.3633,0.6293,0.66,66.8901,60.8376,5.9616,6.4694,5.6527,0.2633,0.2778,45266.2256,45256.1028,26123.8757,3259168.2432,3258439.4016
002026.SZ,20220930,10.14,1.0688,1.6068,0.82,11.9705,12.3491,1.4002,1.3609,1.3717,0.9396,1.4678,44419.1302,42658.7712,28375.5286,450409.9802,432559.94
002027.SZ,20220930,5.52,0.7409,1.0993,0.87,13.1484,17.4583,4.4432,5.3733,6.4488,5.8514,6.1232,1444219.9726,1444219.9726,973320.6673,7972094.2488,7972094.2488
002028.SZ,20220930,38.22,0.6526,0.7219,1.01,24.4459,26.5872,3.3675,3.3671,3.1821,0.5213,0.5233,76604.2782,59360.0336,53664.337,2927815.5128,2268740.4842
002029.SZ,20220930,5.2,0.9292,1.4814,0.63,16.9946,16.4515,0.6436,1.1182,1.1487,1.7999,,75567.0,72370.2668,45395.945,392948.4,376325.3874
002030.SZ,20220930,16.58,0.6538,0.9701,0.77,6.4312,4.1442,2.4426,3.0361,2.1431,2.0733,6.6948,140344.6032,136131.0934,91740.203,2326913.5211,2257053.5286
002031.SZ,20220930,2.82,6.7331,7.4565,0.66,,,2.5525,2.808,3.905,0.0,,219939.567,193382.1229,174622.0582,620229.5789,545337.5866
002032.SZ,20220930,46.13,0.2415,1.3907,1.64,19.1895,18.5477,5.3517,1.7282,1.737,2.811,4.1806,80865.4476,80679.8653,14011.6749,3730323.0978,3721762.1863
002033.SZ,20220930,8.18,4.4875,9.0006,0.69,,,1.9057,12.5432,19.1295,2.445,,54949.0711,54948.0181,27395.9619,449483.4016,449474.7881
002034.SZ,20220930,17.92,0.3626,0.7781,0.86,11.8772,11.8291,1.4141,2.5932,2.3189,2.7374,1.6741,42949.4239,42597.0451,19849.0915,769653.6763,763339.0482
002035.SZ,20220930,6.0,9.3644,11.788,1.74,24.5313,24.2819,1.4961,0.9102,0.8873,2.5,1.6667,84765.3618,75490.4844,59969.5969,508592.1708,452942.9064
002036.SZ,20220930,13.71,1.5766,1.7285,0.89,129.5949,123.061,3.7594,1.3802,1.3721,0.1149,0.0802,106284.3977,105026.1695,95796.0709,1457159.0925,1439908.7838
002037.SZ,20220930,11.3,5.6093,10.1061,0.84,52.6493,77.8606,1.5105,0.9071,0.8881,0.4637,0.3805,48388.3566,48388.3566,26857.6012,546788.4296,546788.4296
002038.SZ,20220930,8.23,0.4969,0.6797,0.68,19.8504,29.1832,1.5728,6.96,7.3876,1.2151,1.2151,102735.0,85140.3144,62240.0064,845509.05,700704.7875
002039.SZ,20220930,13.35,0.7678,1.2443,0.94,24.3429,13.0594,1.5964,2.8034,2.1567,1.9262,1.0701,42755.8126,42755.3402,26383.0457,570790.0982,570783.7917
002040.SZ,20220930,6.53,1.3066,4.0442,0.61,21.6632,19.9996,1.0648,3.9666,3.8716,0.6891,0.827,48396.68,48396.68,15636.2129,316030.3204,316030.3204
002041.SZ,20220930,19.09,0.3587,0.9091,0.4,72.1619,70.0516,5.2969,15.2619,14.9181,0.1833,0.1886,88000.0,88000.0,34726.398,1679920.0,1679920.0
002042.SZ,20220930,3.11,1.0614,1.8271,0.62,9.2834,9.4348,0.7587,0.3166,0.3169,5.7878,11.5312,170068.1355,170068.1355,98799.3593,528911.9014,528911.9014
002043.SZ,20220930,8.67,0.8608,1.4625,0.6,9.416,10.0834,3.1466,0.7109,0.7183,2.1871,5.4209,77284.1781,69336.1311,40812.2117,670053.8241,601144.2566
002044.SZ,20220930,4.27,1.2881,1.8281,1.57,260.6003,,2.2919,1.8255,1.9211,0.0,,391425.3923,387124.1182,272783.537,1671386.4251,1653019.9847
002045.SZ,20220930,10.77,4.9625,7.0933,0.53,125.6824,,2.4509,1.0476,0.9608,0.0,,46838.3913,46773.5913,32723.1168,504449.4743,503751.5783
002046.SZ,20220930,11.91,2.6324,5.2705,1.09,49.4726,45.8131,2.1227,1.8937,1.731,0.3744,0.8487,52912.9329,52434.9078,26189.642,630193.0308,624499.7519
002047.SZ,20220930,4.22,1.631,2.5224,0.48,,,2.007,1.3703,1.5627,0.2084,,151624.8693,133559.0099,86359.4273,639856.9484,563619.0218
002048.SZ,20220930,12.1,0.8014,1.0031,0.76,7.7897,10.0308,0.9344,0.5601,0.5715,23.5219,21.3598,81409.5508,55850.6924,44623.2811,985055.5647,675793.378
002049.SZ,20220930,144.0,0.666,0.9,0.71,62.6187,53.7509,15.1352,22.9017,20.5462,0.067,0.1612,84960.7776,84960.7776,62870.6071,12234351.9744,12234351.9744
002050.SZ,20220930,24.6,1.2734,2.5018,0.8,52.4541,47.4065,8.096,5.5138,4.7731,1.0137,1.012,359085.3826,352758.7485,179554.8202,8833500.412,8677865.2131
002051.SZ,20220930,7.62,0.6759,1.6617,0.73,33.3842,25.7375,0.869,1.0914,0.9815,0.0,1.3123,123740.8937,111235.4702,45247.1102,942905.61,847614.2829
002052.SZ,20220930,2.39,0.2225,0.2889,0.63,,,21.187,12.8037,13.1801,0.0,,74595.9694,74595.9694,57459.3035,178284.3669,178284.3669
002053.SZ,20220930,10.42,0.4801,2.1757,0.49,38.1124,31.9731,1.4916,4.2473,3.9544,0.0,0.1586,92072.9464,76097.3566,16793.4263,959400.1015,792934.4558
002054.SZ,20220930,7.07,0.3861,0.5059,0.9,16.5291,15.1564,1.376,1.7067,1.5289,0.9901,1.2023,48211.5452,37692.2402,28762.8882,340855.6246,266484.1382
002055.SZ,20220930,9.0,1.0709,1.3422,0.97,,,1.7884,0.7171,0.7232,0.0,,60449.0017,58933.0254,47021.5552,544041.0153,530397.2286
002056.SZ,20220930,19.79,1.2969,2.6758,0.66,28.732,23.4733,4.6289,2.5535,1.9768,1.1016,1.2127,162671.2074,159705.8744,77405.8744,3219263.1944,3160579.2544
002057.SZ,20220930,10.09,1.6094,2.3737,0.93,35.841,24.9328,2.7716,2.9595,2.6658,0.9743,1.3776,75904.7776,74618.7776,50594.171,765879.206,752903.466
002058.SZ,20220930,10.66,0.6853,1.2367,0.49,104.5721,223.0289,8.8361,6.2448,5.9141,0.0,,14344.8332,14311.7781,7930.2424,152915.9219,152563.5545
002059.SZ,20220930,6.05,1.8438,3.861,0.59,,,2.9312,4.3201,5.597,0.2645,,101243.4813,73079.2576,34899.819,612523.0619,442129.5085
002060.SZ,20220930,6.51,1.5177,2.4218,0.9,23.8603,22.1409,2.1129,0.545,0.5663,0.9985,1.1982,120226.2058,120190.4106,75320.9966,782672.5998,782439.573
002061.SZ,20220930,5.42,0.8081,1.4018,0.66,10.3903,7.7829,0.8148,0.2185,0.2055,1.6405,2.7343,185652.7072,185652.7072,107030.6096,1006237.673,1006237.673
002062.SZ,20220930,5.33,5.6454,9.9357,1.63,14.7033,15.3093,1.5092,0.5693,0.5992,2.2514,1.8762,110250.0,96618.194,54898.2662,587632.5,514974.974
002063.SZ,20220930,5.6,0.4537,0.5956,0.58,29.112,28.8654,3.0717,4.6419,4.318,0.62,0.744,158758.0,146217.9456,111371.3928,889044.8,818820.4954
002064.SZ,20220930,6.53,2.152,2.9893,2.43,4.083,5.0004,1.4286,1.1424,1.1056,1.4299,4.5942,496254.3897,233063.1351,167779.7445,3240541.1647,1521902.2722
