股票名称,股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,trade_date,return,north_flow,flow_ma,flow_std,flow_zscore,price_ma10,price_ma20,flow_signal,ma_signal,combined_signal,position,strategy_return
沪深300,000300,2017-12-04,3989.05,4018.86,4032.99,3982.32,102647219,138223054848.0,1.27,0.52,20.72,0.31,20171204,0.0052,2842065.5375236287,,,,,,0,0,0,0.0,0.0
沪深300,000300,2017-12-05,4007.94,4040.17,4045.93,4006.54,154087076,196337659904.0,0.98,0.53,21.31,0.47,20171205,0.0053,5701132.785151287,,,,,,0,0,0,0.0,0.0
沪深300,000300,2017-12-06,4027.12,4015.82,4031.75,3964.81,109286205,144114954240.0,1.66,-0.6,-24.35,0.33,20171206,-0.006,-6620046.599298607,,,,,,0,0,0,0.0,-0.0
沪深300,000300,2017-12-07,4003.58,3971.06,4017.95,3955.99,90254044,119651201024.0,1.54,-1.11,-44.76,0.27,20171207,-0.0111,-12409708.564502057,,,,,,0,0,0,0.0,-0.0
沪深300,000300,2017-12-08,3962.83,4003.38,4014.14,3955.44,89282862,124371230720.0,1.48,0.81,32.32,0.27,20171208,0.008100000000000001,11452204.646532264,,,,,,0,0,0,0.0,0.0
沪深300,000300,2017-12-11,4006.88,4069.5,4069.5,4005.27,97148946,148476588032.0,1.6,1.65,66.12,0.29,20171211,0.0165,9777366.402223898,,,,,,0,0,0,0.0,0.0
沪深300,000300,2017-12-12,4068.51,4016.02,4070.15,4015.45,84338719,123515183104.0,1.34,-1.31,-53.48,0.26,20171212,-0.0131,-12722489.027501956,,,,,,0,0,0,0.0,-0.0
沪深300,000300,2017-12-13,4013.83,4050.09,4052.69,4004.74,77546130,115006382080.0,1.19,0.85,34.07,0.23,20171213,0.0085,6770279.762682456,,,,,,0,0,0,0.0,0.0
沪深300,000300,2017-12-14,4050.9,4026.15,4057.62,4013.85,80768863,115086946304.0,1.08,-0.59,-23.94,0.24,20171214,-0.0059,-4386406.023311435,,,,4020.9190000000003,,0,1,1,0.0,-0.0
沪深300,000300,2017-12-15,4018.73,3980.86,4020.27,3974.93,89044388,118474145792.0,1.13,-1.12,-45.29,0.27,20171215,-0.011200000000000002,-9364645.842587804,,,,4019.1910000000003,,0,-1,-1,1.0,-0.011200000000000002
沪深300,000300,2017-12-18,3983.3,3985.29,4008.07,3967.93,77853376,111724351488.0,1.01,0.11,4.43,0.24,20171218,0.0011,1582488.465252256,,,,4015.8340000000003,,0,-1,-1,-1.0,-0.0011
沪深300,000300,2017-12-19,3985.82,4035.33,4035.63,3985.82,77528986,115998203904.0,1.25,1.26,50.04,0.23,20171219,0.0126,9474171.123805217,,,,4015.35,,0,1,1,-1.0,-0.0126
沪深300,000300,2017-12-20,4036.02,4030.49,4044.85,4015.63,90604503,126812876800.0,0.72,-0.12,-4.84,0.27,20171220,-0.0012,-701669.6970752967,,,,4016.8170000000005,,0,1,1,1.0,-0.0012
沪深300,000300,2017-12-21,4023.08,4067.85,4080.78,4014.65,96836088,137819521024.0,1.64,0.93,37.36,0.29,20171221,0.009300000000000001,8473250.44324281,,,,4026.496,,0,1,1,1.0,0.009300000000000001
沪深300,000300,2017-12-22,4064.91,4054.6,4076.8,4048.49,73473684,104426496000.0,0.7,-0.33,-13.25,0.22,20171222,-0.0033,-2530604.442002978,,,,4031.618,,0,1,1,1.0,-0.0033
沪深300,000300,2017-12-25,4057.42,4041.54,4086.93,4026.45,91926963,129938837504.0,1.49,-0.32,-13.06,0.28,20171225,-0.0032,-2530245.9785694135,,,,4028.822,,0,1,1,1.0,-0.0032
沪深300,000300,2017-12-26,4040.62,4053.62,4056.86,4015.3,91118789,119725101056.0,1.03,0.3,12.08,0.28,20171226,0.003,2858667.6883202656,,,,4032.582,,0,1,1,1.0,0.003
沪深300,000300,2017-12-27,4045.28,3991.21,4047.74,3986.74,105153577,140516909056.0,1.5,-1.54,-62.41,0.32,20171227,-0.0154,-20255929.721752502,,,,4026.6940000000004,,0,-1,-1,1.0,-0.0154
沪深300,000300,2017-12-28,3993.0,4018.9,4036.7,3980.24,118542886,153636696064.0,1.41,0.69,27.69,0.36,20171228,0.0069,9213024.383967234,-259100.82864551555,8773224.086560313,1.0796629744272783,4025.9689999999996,4023.4440000000004,0,-1,-1,-1.0,-0.0069
沪深300,000300,2017-12-29,4022.88,4030.85,4043.14,4012.87,90486684,121257037824.0,0.75,0.3,11.95,0.27,20171229,0.003,2950189.728098886,-21345.24649009232,8793535.859388502,0.3379226538794848,4030.968,4025.0795,0,-1,-1,-1.0,-0.003
沪深300,000300,2018-01-02,4045.21,4087.4,4087.78,4045.21,146935434,178402033664.0,1.06,1.4,56.55,0.44,20180102,0.013999999999999999,18732513.15343554,773177.1343055032,9733506.839754572,1.8451043714048365,4041.178999999999,4028.5065000000004,1,1,2,-1.0,-0.013999999999999999
沪深300,000300,2018-01-03,4091.46,4111.39,4140.05,4088.73,151852219,205726887936.0,1.26,0.59,23.99,0.46,20180103,0.0059,3928460.405365316,684543.5153162046,9694262.817300636,0.3346223380967073,4048.7850000000008,4032.0675,0,1,1,1.0,0.0059
沪深300,000300,2018-01-04,4114.12,4128.81,4137.64,4105.89,134543795,174523555840.0,0.77,0.42,17.42,0.41,20180104,0.0042,3219899.047248704,1176540.79764357,9552695.029652704,0.21390385051153696,4058.6169999999997,4037.7169999999996,0,1,1,1.0,0.0042
沪深300,000300,2018-01-05,4133.34,4138.75,4151.28,4123.28,149009871,185206292480.0,0.68,0.24,9.94,0.45,20180105,0.0024,1583828.842046213,1876217.6679709838,9001796.375182612,-0.03248116417417176,4065.707,4046.1014999999998,0,1,1,1.0,0.0024
沪深300,000300,2018-01-08,4140.85,4160.16,4166.32,4127.31,173877665,226403872768.0,0.94,0.52,21.41,0.53,20180108,0.0052,7389749.325271066,1673094.9019079239,8818308.553605892,0.6482710815358743,4076.263,4053.9404999999997,0,1,1,1.0,0.0052
沪深300,000300,2018-01-09,4157.54,4189.3,4191.28,4153.5,139034294,181975080960.0,0.91,0.7,29.14,0.42,20180109,0.006999999999999999,8796939.143331094,1624073.5389632836,8773496.654938437,0.8175606473082017,4091.0389999999998,4059.9304999999995,0,1,1,1.0,0.006999999999999999
沪深300,000300,2018-01-10,4187.2,4207.81,4211.05,4175.14,151121667,194850254848.0,0.86,0.44,18.51,0.46,20180110,0.0044,5579587.822268168,2539177.3814517898,8129169.57774605,0.3740124266984948,4106.4580000000005,4069.5200000000004,0,1,1,1.0,0.0044
沪深300,000300,2018-01-11,4197.11,4205.59,4211.8,4181.96,121578540,170407305216.0,0.71,-0.05,-2.22,0.37,20180111,-0.0005,-593298.9202841003,2170998.447303462,8094129.218535835,-0.3415188086270263,4127.896,4077.2950000000005,0,1,1,1.0,-0.0005
沪深300,000300,2018-01-12,4205.14,4225.0,4227.39,4199.03,111354793,157606211584.0,0.67,0.46,19.41,0.34,20180112,0.0046,2360901.029032111,2508363.7999206395,7945683.469979923,-0.018558852922554304,4148.506,4087.2375,0,1,1,1.0,0.0046
沪深300,000300,2018-01-15,4229.84,4225.24,4262.93,4216.36,170907896,234986586112.0,1.1,0.01,0.24,0.52,20180115,0.0001,71147.95578329581,2980153.4898391943,7469459.866214094,-0.389453265183729,4167.945,4099.4565,0,1,1,1.0,0.0001
沪深300,000300,2018-01-16,4215.62,4258.47,4260.21,4213.13,161494963,228271226880.0,1.11,0.79,33.23,0.49,20180116,0.0079,10844842.374552881,3443271.1853042254,7662877.3175822245,0.9658997374610174,4185.052000000001,4113.1155,0,1,1,1.0,0.0079
沪深300,000300,2018-01-17,4261.78,4248.12,4283.34,4230.54,214311032,284554358784.0,1.24,-0.24,-10.35,0.65,20180117,-0.0024,-2355780.9408882316,2851773.5820695534,7629354.494676762,-0.6825681683281669,4198.725,4123.755,0,1,1,1.0,-0.0024
沪深300,000300,2018-01-18,4259.38,4271.42,4292.64,4246.68,172032847,225289687040.0,1.08,0.55,23.3,0.52,20180118,0.0055000000000000005,6835064.947120747,3228610.314279355,7630732.470220205,0.47262233958744954,4212.986,4135.8015,0,1,1,1.0,0.0055000000000000005
沪深300,000300,2018-01-19,4281.94,4285.4,4316.57,4269.62,209490570,258554724352.0,1.1,0.33,13.98,0.63,20180119,0.0033,2366943.3286287836,2923294.958548654,7531356.7422173545,-0.07387136859434855,4227.651,4146.679,0,1,1,1.0,0.0033
沪深300,000300,2018-01-22,4276.48,4336.6,4338.48,4275.9,174643195,233960222720.0,1.46,1.19,51.2,0.53,20180122,0.011899999999999999,6729663.473015568,3386308.354299581,7462753.646208633,0.4480055589687783,4245.295,4160.779,0,1,1,1.0,0.011899999999999999
沪深300,000300,2018-01-23,4346.89,4382.61,4383.57,4346.79,201867584,257113358336.0,0.85,1.06,46.01,0.61,20180123,0.0106,14072586.563518606,4216449.981403982,7689943.439891966,1.2816916872217061,4264.626,4177.8325,0,1,1,1.0,0.0106
沪深300,000300,2018-01-24,4389.45,4389.89,4397.82,4349.09,219818890,284470808576.0,1.11,0.17,7.28,0.67,20180124,0.0017000000000000001,1246881.2008800765,4135860.657031973,7713331.744006293,-0.3745436540308021,4282.834000000001,4194.646,0,1,1,1.0,0.0017000000000000001
沪深300,000300,2018-01-25,4381.98,4365.08,4392.2,4336.24,195374950,250308091904.0,1.27,-0.57,-24.81,0.59,20180125,-0.005699999999999999,-4105490.8900614986,4943382.598616524,5574060.454161123,-1.6233899081454881,4298.783,4213.3395,-1,1,0,1.0,-0.005699999999999999
沪深300,000300,2018-01-26,4352.22,4381.3,4403.34,4351.49,177227236,223331307520.0,1.19,0.37,16.22,0.54,20180126,0.0037,3329780.820111338,4649220.420423728,5491505.8378181,-0.24026917921599328,4314.413,4231.4595,0,1,1,0.0,0.0
沪深300,000300,2018-01-29,4387.06,4302.02,4395.91,4287.11,191100355,256176324608.0,2.48,-1.81,-79.28,0.58,20180129,-0.0181,-18936443.109103166,3554888.778563626,7617230.035829379,-2.952691697884097,4322.091,4245.018,-1,-1,-2,1.0,-0.0181
沪深300,000300,2018-01-30,4286.68,4256.1,4308.51,4251.57,139034729,186650566656.0,1.32,-1.07,-45.92,0.42,20180130,-0.010700000000000001,-12061641.340351032,2015181.053874297,7499204.900650913,-1.8771086509455817,4321.854,4253.4529999999995,-1,-1,-2,-1.0,0.010700000000000001
沪深300,000300,2018-01-31,4234.11,4275.9,4287.86,4232.77,145210163,194401800192.0,1.29,0.47,19.8,0.44,20180131,0.004699999999999999,6697533.021310819,2153634.684671572,7561689.461076952,0.6009104658460936,4324.632,4261.6785,0,-1,-1,-1.0,-0.004699999999999999
沪深300,000300,2018-02-01,4276.34,4245.9,4287.39,4214.29,190002934,239230300160.0,1.71,-0.7,-30.0,0.58,20180201,-0.006999999999999999,-8796098.15760543,1552834.8244288657,7940384.197235596,-1.3033289983168854,4322.08,4267.533,0,-1,-1,-1.0,0.006999999999999999
沪深300,000300,2018-02-02,4213.94,4271.23,4271.76,4181.78,146066826,191169867776.0,2.12,0.6,25.33,0.44,20180202,0.006,6160064.470342623,1781646.605843686,8006979.950246177,0.5468251315359323,4320.663,4274.157,0,-1,-1,-1.0,-0.006
沪深300,000300,2018-02-05,4204.46,4274.15,4274.15,4200.14,161347799,217360146432.0,1.73,0.07,2.92,0.49,20180205,0.0007000000000000001,450878.58373949234,1434703.0687671073,7900817.951019419,-0.12452185218375712,4314.418,4279.8565,0,-1,-1,-1.0,-0.0007000000000000001
沪深300,000300,2018-02-06,4182.33,4148.89,4211.52,4131.56,214910451,279415083008.0,1.87,-2.93,-125.26,0.65,20180206,-0.029300000000000003,-18647270.417975776,62492.59070176371,8877705.573633224,-2.1074998324167806,4291.046,4277.835999999999,-1,-1,-2,-1.0,0.029300000000000003
沪深300,000300,2018-02-07,4205.74,4050.5,4212.57,4048.42,203127493,261507026944.0,3.96,-2.37,-98.39,0.61,20180207,-0.023700000000000002,-14947057.783227185,-963839.6895730039,9378700.876349974,-1.4909546938334817,4257.107,4269.970499999999,0,-1,-1,-1.0,0.023700000000000002
沪深300,000300,2018-02-08,4022.88,4012.05,4071.67,3974.68,159269985,199061770240.0,2.39,-0.95,-38.45,0.48,20180208,-0.0095,-14123427.151516773,-1640346.1011346374,9827793.015733948,-1.270181517905105,4221.803999999999,4260.2935,0,-1,-1,-1.0,0.0095
沪深300,000300,2018-02-09,3896.17,3840.65,3911.29,3759.15,206349829,246774829056.0,3.79,-4.27,-171.4,0.62,20180209,-0.042699999999999995,-56023661.54328003,-4559574.229750244,15570251.592104599,-3.3052829627766784,4167.739,4241.076,-1,-1,-2,-1.0,0.042699999999999995
沪深300,000300,2018-02-12,3846.27,3890.1,3907.84,3828.07,116182638,149858041856.0,2.08,1.29,49.45,0.35,20180212,0.0129,7562435.8626911435,-4185009.8344048513,15776257.192682615,0.7446281810456745,4126.5470000000005,4224.3189999999995,0,-1,-1,-1.0,-0.0129
沪深300,000300,2018-02-13,3925.6,3935.63,3986.98,3925.6,112565885,144479354880.0,1.58,1.17,45.53,0.34,20180213,0.011699999999999999,9407396.611486832,-4256882.122558154,15707305.15972684,0.869931448780907,4094.5,4208.177000000001,0,-1,-1,-1.0,-0.011699999999999999
沪深300,000300,2018-02-14,3945.09,3966.96,3971.4,3923.13,71081339,93110202368.0,1.23,0.8,31.33,0.22,20180214,0.008,6570610.603193555,-3810562.5453540655,15889926.736206502,0.6533178737000256,4063.6059999999998,4194.119000000001,0,-1,-1,-1.0,-0.008
沪深300,000300,2018-02-22,4020.97,4052.73,4058.79,4009.92,105811571,138334363648.0,1.23,2.16,85.77,0.32,20180222,0.0216,17613111.92605972,-3271660.196407117,16443110.523820184,1.2701229546692077,4044.2890000000007,4183.1845,0,1,1,-1.0,-0.0216
沪深300,000300,2018-02-23,4061.75,4071.09,4085.2,4035.23,99458747,128195833856.0,1.23,0.45,18.36,0.3,20180223,0.0045000000000000005,2272693.2259512027,-3276372.7015409954,16441422.89795428,0.33750521240972636,4024.275,4172.469,0,1,1,1.0,0.0045000000000000005
沪深300,000300,2018-02-26,4093.4,4118.42,4128.74,4048.98,137881001,179013095424.0,1.96,1.16,47.33,0.42,20180226,0.0116,10812983.732301038,-3072206.6885767216,16596833.687966617,0.8366168319771192,4008.7019999999998,4161.5599999999995,0,1,1,1.0,0.0116
沪深300,000300,2018-02-27,4120.87,4058.98,4120.87,4051.81,125934469,169684901888.0,1.68,-1.44,-59.44,0.38,20180227,-0.0144,-19541470.43972494,-4752909.538738899,16470772.123101119,-0.8978668875057966,3999.7110000000002,4145.3785,0,1,1,1.0,-0.0144
沪深300,000300,2018-02-28,4016.79,4023.64,4051.71,3991.71,109343593,152493907968.0,1.48,-0.87,-35.34,0.33,20180228,-0.0087,-5294128.587075815,-5079960.028136694,16410196.67122618,-0.013050944070319783,3997.025,4127.066,0,1,1,1.0,-0.0087
沪深300,000300,2018-03-01,3994.87,4049.09,4061.03,3986.89,110199852,146003456000.0,1.84,0.63,25.45,0.33,20180301,0.0063,3551124.074871799,-4697129.279890029,16523048.29789081,0.4991968313628139,4000.7289999999994,4111.2665,0,1,1,1.0,0.0063
沪深300,000300,2018-03-02,4014.95,4016.46,4044.42,4006.94,96165000,130931179520.0,0.93,-0.81,-32.63,0.29,20180302,-0.008100000000000001,-9300254.740903847,-5328631.057940788,16441271.823606974,-0.24156426130370634,4018.3100000000004,4093.0244999999995,0,-1,-1,1.0,-0.008100000000000001
沪深300,000300,2018-03-05,4021.66,4018.1,4042.83,3995.87,87952548,118197858304.0,1.17,0.04,1.64,0.27,20180305,0.0004,509151.6952852686,-4356351.317721367,16166882.271395693,0.3009549356102656,4031.1099999999997,4078.8285000000005,0,-1,-1,-1.0,-0.0004
沪深300,000300,2018-03-06,4034.99,4066.56,4067.55,3998.93,138762445,171370655744.0,1.71,1.21,48.46,0.42,20180306,0.0121,8994966.2588304,-3303520.9377622954,16323555.333327692,0.7534196408476626,4044.203,4069.3514999999998,0,1,1,-1.0,-0.0121
沪深300,000300,2018-03-07,4063.5,4036.65,4089.7,4027.94,106952425,136572305408.0,1.52,-0.74,-29.91,0.32,20180307,-0.0074,-10413052.726997718,-4159050.2251777225,16219865.127645748,-0.3855767266005461,4051.172,4057.389,0,-1,-1,1.0,-0.0074
沪深300,000300,2018-03-08,4038.95,4077.6,4078.23,4029.71,91155809,123634638848.0,1.2,1.01,40.95,0.28,20180308,0.0101,11938571.159826275,-3122316.7593061365,16566820.59127043,0.9090994760375722,4053.6589999999997,4048.9739999999997,0,1,1,-1.0,-0.0101
沪深300,000300,2018-03-09,4088.07,4108.87,4110.67,4076.45,113701809,150024118272.0,0.84,0.77,31.27,0.34,20180309,0.0077,7521764.017840031,-3054231.781931266,16609718.918656109,0.6367353867675806,4057.4370000000004,4040.8559999999998,0,1,1,1.0,0.0077
沪深300,000300,2018-03-12,4130.71,4127.67,4139.53,4112.77,140906739,190367592448.0,0.65,0.46,18.8,0.43,20180312,0.0046,5977356.98788714,-2777907.861723884,16716725.295395331,0.5237428201337189,4058.362,4033.532,0,1,1,1.0,0.0046
沪深300,000300,2018-03-13,4124.33,4091.25,4130.28,4087.56,111766431,141174161408.0,1.03,-0.88,-36.42,0.34,20180313,-0.0088,-7250319.253528713,-2208060.3035015306,16337236.219198653,-0.30863598238861156,4061.589,4030.65,0,1,1,1.0,-0.0088
沪深300,000300,2018-03-14,4076.06,4073.34,4089.09,4066.49,99013409,131537960960.0,0.55,-0.44,-17.91,0.3,20180314,-0.0044,-3387031.1636288404,-1630058.9725216136,16065043.225791292,-0.10936616642814456,4066.5589999999997,4031.7920000000004,0,1,1,1.0,-0.0044
沪深300,000300,2018-03-15,4058.71,4096.16,4098.99,4058.71,88161157,126882451456.0,0.99,0.56,22.82,0.27,20180315,0.005600000000000001,4266573.567722019,-710558.9365596741,15837003.776333388,0.3142723569795099,4071.2660000000005,4035.9975,0,1,1,1.0,0.005600000000000001
沪深300,000300,2018-03-16,4096.89,4056.42,4110.05,4055.82,84896187,122125340672.0,1.32,-0.97,-39.74,0.26,20180316,-0.0097,-6633296.50743177,1758959.3152327389,9230875.46755735,-0.9091505840545421,4075.2619999999997,4046.786,0,-1,-1,1.0,-0.0097
沪深300,000300,2018-03-19,4054.62,4074.25,4074.52,4033.52,81502881,118183817216.0,1.01,0.44,17.83,0.25,20180319,0.0044,6064244.7609695885,1684049.7601466612,9187276.92878352,0.4767674943050733,4080.8769999999995,4055.9935000000005,0,-1,-1,-1.0,-0.0044
沪深300,000300,2018-03-20,4045.74,4077.7,4080.19,4040.31,80605281,111980232704.0,0.98,0.08,3.45,0.24,20180320,0.0008,713569.9949610444,1249358.4293203717,9006511.3968308,-0.0594890086463289,4081.9910000000004,4063.097,0,-1,-1,-1.0,-0.0008
沪深300,000300,2018-03-21,4097.02,4061.05,4110.12,4046.24,97609487,139330412544.0,1.57,-0.41,-16.65,0.3,20180321,-0.0040999999999999995,-5633762.943444038,639139.751988492,9040383.089619778,-0.6938757609326439,4084.4309999999996,4067.8015000000005,0,-1,-1,-1.0,0.0040999999999999995
沪深300,000300,2018-03-22,4062.07,4020.35,4072.38,4003.72,89095260,127664336896.0,1.69,-1.0,-40.7,0.27,20180322,-0.01,-13834876.091801312,-933259.6489045596,8659569.113797689,-1.4898681762745,4078.7059999999997,4066.1825,0,-1,-1,-1.0,0.01
沪深300,000300,2018-03-23,3896.74,3904.94,3928.51,3834.94,180080448,218905030656.0,2.33,-2.87,-115.41,0.55,20180323,-0.0287,-18117906.44569823,-1952789.6324870312,9428455.617919343,-1.7145031454025654,4058.3129999999996,4057.875,-1,-1,-2,-1.0,0.0287
沪深300,000300,2018-03-26,3862.69,3879.89,3883.9,3829.92,115139128,156604526592.0,1.38,-0.64,-25.05,0.35,20180326,-0.0064,-3457331.08184464,-2666305.3731943155,8938786.896881603,-0.08849363093400099,4033.535,4045.9485,0,-1,-1,-1.0,0.0064
沪深300,000300,2018-03-27,3927.49,3913.27,3936.78,3881.87,113700710,162291548160.0,1.42,0.86,33.38,0.34,20180327,0.0086,12629061.324595427,-1057778.7849782968,8631540.093312081,1.5856776382442581,4015.7369999999996,4038.6630000000005,1,-1,0,-1.0,-0.0086
沪深300,000300,2018-03-28,3865.05,3842.72,3907.28,3835.88,101494907,155848949760.0,1.82,-1.8,-70.55,0.31,20180328,-0.018000000000000002,-12799963.148718495,-1433070.5130604308,8981506.026654,-1.2655887110608248,3992.675,4029.6170000000006,0,-1,-1,0.0,-0.0
沪深300,000300,2018-03-29,3854.59,3894.05,3913.96,3794.26,116629066,164996784128.0,3.11,1.34,51.33,0.35,20180329,0.0134,11820923.51354184,-1019580.5411269289,9403493.870445637,1.3655035278988543,3972.464,4021.8649999999993,0,-1,-1,-1.0,-0.0134
沪深300,000300,2018-03-30,3893.75,3898.5,3915.35,3879.21,97512271,137959280640.0,0.93,0.11,4.45,0.3,20180330,0.0011,693165.5312766103,-519909.5275179059,9203714.221436353,0.13180277327268,3956.672,4015.9669999999996,0,-1,-1,-1.0,-0.0011
沪深300,000300,2018-04-02,3897.01,3886.92,3937.02,3882.89,111242665,159356080128.0,1.39,-0.3,-11.58,0.34,20180402,-0.003,-4340525.483951724,-762393.3864797555,9238993.237408342,-0.3872859310021187,3937.939,4009.4080000000004,0,-1,-1,-1.0,0.003
沪深300,000300,2018-04-03,3850.15,3862.48,3878.15,3839.93,95137370,132049936384.0,0.98,-0.63,-24.44,0.29,20180403,-0.0063,-3724896.7305678707,-1398386.535949669,8965728.719228035,-0.25948924705124454,3916.4170000000004,3999.204,0,-1,-1,-1.0,0.0063
沪深300,000300,2018-04-04,3873.63,3854.86,3898.61,3852.5,88730609,131593068544.0,1.19,-0.2,-7.62,0.27,20180404,-0.002,-2614480.765129306,-1008457.9378562483,8719232.614335708,-0.18419313927151323,3895.7980000000002,3990.1145000000006,0,-1,-1,-1.0,0.002
沪深300,000300,2018-04-09,3851.95,3852.93,3870.67,3827.41,84105462,118167273472.0,1.12,-0.05,-1.93,0.25,20180409,-0.0005,-680469.0199429708,-1639409.9468447107,8172467.693407895,0.11733798931689192,3879.0560000000005,3978.881,0,-1,-1,-1.0,0.0005
沪深300,000300,2018-04-10,3860.72,3927.17,3927.42,3851.8,106173722,137941299200.0,1.96,1.93,74.24,0.32,20180410,0.019299999999999998,27476661.828558408,-641665.0563087917,10292828.279114688,2.731836782113859,3881.279,3969.796,1,1,2,-1.0,-0.019299999999999998
沪深300,000300,2018-04-11,3934.17,3938.34,3958.71,3924.96,111933020,139989291008.0,0.86,0.28,11.17,0.34,20180411,0.0028000000000000004,2689446.295296579,-806060.5909383198,10207449.028870089,0.34244666579753996,3887.124,3960.3295000000007,0,1,1,1.0,0.0028000000000000004
沪深300,000300,2018-04-12,3935.67,3898.64,3937.78,3896.18,82699489,108075565056.0,1.06,-1.01,-39.7,0.25,20180412,-0.0101,-10729105.479390044,-979999.9022313863,10351662.847175382,-0.9417912581860081,3885.661,3950.6990000000005,0,1,1,1.0,-0.0101
沪深300,000300,2018-04-13,3920.74,3871.14,3929.95,3866.19,71544202,98921828352.0,1.64,-0.71,-27.5,0.22,20180413,-0.0070999999999999995,-7158886.383082233,-1168592.663204056,10431871.82171794,-0.5742299965196164,3888.5029999999997,3940.589,0,-1,-1,1.0,-0.0070999999999999995
沪深300,000300,2018-04-16,3862.47,3808.86,3869.16,3789.61,99217769,131566866432.0,2.05,-1.61,-62.28,0.3,20180416,-0.0161,-16720659.296030026,-2217954.3063916583,10901370.246611672,-1.33035615354373,3879.9839999999995,3926.2240000000006,0,-1,-1,-1.0,0.0161
沪深300,000300,2018-04-17,3812.87,3748.64,3822.63,3745.44,90610790,126518751232.0,2.03,-1.58,-60.22,0.27,20180417,-0.0158,-11721250.522327708,-2472352.0071364553,11067925.732144708,-0.8356487691573108,3864.9979999999996,3910.835,0,-1,-1,-1.0,0.0158
沪深300,000300,2018-04-18,3785.31,3766.28,3789.66,3708.11,106676705,143077675008.0,2.18,0.47,17.64,0.32,20180418,0.004699999999999999,5062417.767452039,-2522443.3568123328,11029457.467550766,0.6876912256635854,3852.934,3895.4365,0,-1,-1,-1.0,-0.004699999999999999
沪深300,000300,2018-04-19,3774.78,3811.84,3824.03,3767.8,99054060,127520120832.0,1.49,1.21,45.56,0.3,20180419,0.0121,9199496.217327446,-2098147.0456940127,11319896.889794657,0.9980341140038774,3847.87,3882.1434999999997,0,-1,-1,-1.0,-0.0121
沪深300,000300,2018-04-20,3801.21,3760.85,3815.44,3750.1,99282926,123550662656.0,1.71,-1.34,-50.99,0.3,20180420,-0.0134,-14530795.532747015,-2542998.6751591614,11636543.064839711,-1.0301854073663397,3838.4689999999996,3867.1335,0,-1,-1,-1.0,0.0134
沪深300,000300,2018-04-23,3754.69,3766.33,3787.4,3735.18,90356291,111763030016.0,1.39,0.15,5.48,0.27,20180423,0.0015,1985836.6122638565,-1751963.0399559028,11363058.0146516,0.32894311085978933,3829.8089999999997,3854.4325000000003,0,-1,-1,-1.0,-0.0015
沪深300,000300,2018-04-24,3769.88,3843.49,3854.43,3769.88,114219525,145700511744.0,2.24,2.05,77.16,0.35,20180424,0.020499999999999997,10310334.204997834,-330551.00742109976,10979668.601516416,0.9691444795473433,3821.441,3851.3599999999997,0,1,1,-1.0,-0.020499999999999997
沪深300,000300,2018-04-25,3824.59,3828.7,3838.69,3817.03,78172613,105750450176.0,0.56,-0.38,-14.79,0.24,20180425,-0.0038,-5180097.665581578,-416689.33660794667,11012199.651927058,-0.4325573890353567,3810.4770000000003,3848.8005,0,1,1,1.0,-0.0038
沪深300,000300,2018-04-26,3823.39,3755.49,3828.71,3744.89,87150641,125772304384.0,2.19,-1.91,-73.21,0.26,20180426,-0.0191,-18059230.149016537,-1951103.9102885448,11234536.405371869,-1.433804267261601,3796.1620000000003,3840.9114999999997,0,-1,-1,1.0,-0.0191
沪深300,000300,2018-04-27,3771.04,3756.88,3776.98,3714.64,89531727,142113628160.0,1.66,0.04,1.39,0.27,20180427,0.0004,444120.0805483056,-1288899.7488252048,10948084.237101456,0.15829434555322106,3784.7359999999994,3836.6195,0,-1,-1,-1.0,-0.0004
沪深300,000300,2018-05-02,3769.93,3763.65,3787.3,3744.55,83301036,120083484672.0,1.14,0.18,6.77,0.25,20180502,0.0018,1362271.9499204427,-1811832.3270062744,10530763.196638858,0.30141255839271053,3780.215,3830.0995000000003,0,-1,-1,-1.0,-0.0018
沪深300,000300,2018-05-03,3756.17,3793.0,3797.53,3732.37,93961119,122740170752.0,1.73,0.78,29.35,0.28,20180503,0.0078000000000000005,11690079.961496824,-1261986.605495264,10947296.016529994,1.1831292903229225,3784.6509999999994,3824.8245,0,1,1,-1.0,-0.0078000000000000005
沪深300,000300,2018-05-04,3784.32,3774.6,3801.52,3770.94,71554289,98315255808.0,0.81,-0.49,-18.4,0.22,20180504,-0.0049,-5463790.084283556,-1318149.8355118555,10966785.20297877,-0.3780178212705098,3785.4829999999993,3819.2084999999997,0,-1,-1,1.0,-0.0049
沪深300,000300,2018-05-07,3782.54,3834.19,3834.59,3776.03,87286195,126354800640.0,1.55,1.58,59.59,0.26,20180507,0.0158,23272022.303933714,31696.116213223526,12242247.019064628,1.8983709568618206,3787.718,3817.7940000000003,1,1,2,-1.0,-0.0158
沪深300,000300,2018-05-08,3834.61,3878.68,3892.07,3833.73,94215158,135445864448.0,1.52,1.16,44.49,0.29,20180508,0.0116,14762140.354946021,900527.17221699,12654240.014913393,1.095412538911283,3799.501,3818.9849999999997,0,1,1,1.0,0.0116
沪深300,000300,2018-05-09,3876.13,3871.62,3878.94,3855.74,66712965,92322897920.0,0.6,-0.18,-7.06,0.2,20180509,-0.0018,-2476824.3433990935,810709.4060441836,12672414.355648497,-0.2594244204126674,3810.03,3819.9195,0,1,1,1.0,-0.0018
