date,industry_code,hold_mv,config_ratio,float_ratio,hold_mv_change,hold_mv_yoy,config_ratio_yoy,float_ratio_yoy,period
2021-02-26,交通运输,520.76,2.56,2.3262,-52.34000000000003,0.33548751089911266,-0.26857142857142857,-0.03288571072215518,2021-02
2021-03-31,交通运输,524.51,2.7,2.3622,3.75,0.5515293143229012,-0.2082111436950146,0.12080091098880241,2021-03
2021-04-30,交通运输,461.48,2.26,2.1402,-63.02999999999997,0.2163415919873486,-0.32537313432835824,-0.06842517628623657,2021-04
2021-05-31,交通运输,484.95,2.21,2.1889,23.46999999999997,0.2793826671943014,-0.3028391167192429,-0.062167952013710504,2021-05
2021-06-30,交通运输,504.34,2.27,2.2216,19.389999999999986,0.21691921629186361,-0.24080267558528434,-0.10067603125126501,2021-06
2021-07-30,交通运输,448.63,2.19,2.2099,-55.70999999999998,0.002883712612330669,-0.20938628158844763,-0.08127546354036752,2021-07
2021-08-31,交通运输,497.21,2.39,2.2909,48.579999999999984,-0.014059091810430413,-0.20598006644518263,-0.09938278885088636,2021-08
2021-09-30,交通运输,534.2,2.5,2.3684,36.990000000000066,0.14931153184165247,-0.1610738255033557,-0.04140526976160608,2021-09
2021-10-29,交通运输,548.68,2.48,2.4782,14.479999999999905,0.2562793360045792,-0.08487084870848705,0.05617115581316057,2021-10
2021-11-30,交通运输,497.04,2.26,2.2831,-51.63999999999993,-0.04188754168513975,-0.24161073825503365,-0.12232345365778652,2021-11
2021-12-31,交通运输,543.58,2.34,2.2975,46.54000000000002,0.00016559642311730904,-0.16428571428571426,-0.1469889359174278,2021-12
2022-01-28,交通运输,534.72,2.52,2.2685,-8.860000000000014,-0.06696911533763739,-0.09999999999999998,-0.15243788529796376,2022-01
2022-02-28,交通运输,565.37,2.65,2.3511,30.649999999999977,0.08566326138720326,0.03515625,0.010704152695383051,2022-02
2022-03-31,交通运输,491.74,2.6,2.2109,-73.63,-0.06247735982154767,-0.03703703703703709,-0.06405046143425619,2022-03
2022-04-29,交通运输,500.55,2.78,2.2584,8.810000000000002,0.08466239056947211,0.23008849557522137,0.05522848331931596,2022-04
2022-05-31,交通运输,549.99,2.91,2.3074,49.44,0.13411691927002778,0.3167420814479638,0.05413678103156849,2022-05
2022-06-30,交通运输,604.88,2.71,2.4668,54.889999999999986,0.19934964508069952,0.19383259911894268,0.1103709038530789,2022-06
2022-07-29,交通运输,562.3,2.7,2.4023,-42.58000000000004,0.2533713750752289,0.23287671232876717,0.08706276302095106,2022-07
2022-08-31,交通运输,599.76,2.94,2.5111,37.460000000000036,0.2062508799098972,0.2301255230125523,0.09611942904535331,2022-08
2022-09-30,交通运输,601.57,3.17,2.5804,1.8100000000000591,0.12611381505054275,0.268,0.08951190677250476,2022-09
2022-10-31,交通运输,567.5,3.34,2.5117,-34.07000000000005,0.034300503025443074,0.346774193548387,0.013517875877653074,2022-10
2022-11-30,交通运输,624.56,3.25,2.5609,57.059999999999945,0.25655882826331866,0.43805309734513287,0.12167666768866892,2022-11
2022-12-30,交通运输,615.06,3.13,2.5567,-9.5,0.13149858346517518,0.33760683760683774,0.11281828073993494,2022-12
2023-01-31,交通运输,620.82,2.76,2.4303,5.760000000000105,0.16101885098743263,0.09523809523809512,0.07132466387480707,2023-01
2023-02-28,交通运输,592.54,2.69,2.3184,-28.280000000000086,0.048057024603356924,0.015094339622641506,-0.013908383309940153,2023-02
2023-03-31,交通运输,614.66,2.78,2.3408,22.120000000000005,0.2499694960751615,0.0692307692307692,0.058754353430729545,2023-03
2023-04-28,交通运输,637.44,2.9,2.3765,22.780000000000086,0.2734791729097994,0.043165467625899234,0.05229365922777185,2023-04
2023-05-31,交通运输,580.11,2.79,2.3064,-57.33000000000004,0.05476463208421967,-0.04123711340206193,-0.00043338822917560194,2023-05
2023-06-30,交通运输,571.35,2.62,2.3219,-8.759999999999991,-0.055432482475862965,-0.03321033210332103,-0.05874006810442689,2023-06
2023-07-31,交通运输,626.63,2.7,2.3946,55.27999999999997,0.11440512182109197,0.0,-0.0032052616242767007,2023-07
2023-08-31,交通运输,540.65,2.58,2.2155,-85.98000000000002,-0.09855608910230762,-0.12244897959183665,-0.11771733503245585,2023-08
2023-09-28,交通运输,526.44,2.61,2.1563,-14.209999999999923,-0.12488987150290076,-0.17665615141955837,-0.16435436366454814,2023-09
2023-10-31,交通运输,499.5,2.63,2.0966,-26.940000000000055,-0.11982378854625553,-0.21257485029940115,-0.16526655253414013,2023-10
2023-11-30,交通运输,496.53,2.63,2.07,-2.9700000000000273,-0.20499231458947098,-0.1907692307692308,-0.19169042133624914,2023-11
2023-12-29,交通运输,479.35,2.61,2.0215,-17.17999999999995,-0.22064514031151417,-0.16613418530351443,-0.2093323424727188,2023-12
2024-01-31,交通运输,491.67,2.95,2.0782,12.319999999999993,-0.2080313134241809,0.06884057971014501,-0.14487923301650008,2024-01
2024-02-29,交通运输,536.68,2.82,2.1614,45.009999999999934,-0.09427211665035273,0.048327137546468446,-0.06771911663216013,2024-02
