date,industry_code,hold_mv,config_ratio,float_ratio,hold_mv_change,hold_mv_yoy,config_ratio_yoy,float_ratio_yoy,period
2020-07-31,建材,441.88,2.73,4.6771,112.32999999999998,1.291195685989837,0.14225941422594146,0.5460465423773637,2020-07
2020-08-31,建材,454.2,2.72,4.7096,12.319999999999993,1.2856280193236715,0.14767932489451474,0.4670280036133694,2020-08
2020-09-30,建材,407.56,2.62,4.5843,-46.639999999999986,0.7816830601092897,0.0234375,0.28418959045324677,2020-09
2020-10-30,建材,421.48,2.62,4.8185,13.920000000000016,0.7524427258741841,0.0234375,0.2868550368550369,2020-10
2020-11-30,建材,432.08,2.49,4.6448,10.599999999999966,0.5256523427845063,-0.14432989690721643,0.1153051913749219,2020-11
2020-12-31,建材,434.56,2.24,4.683,2.480000000000018,0.25218994928538496,-0.2774193548387096,-0.016569016569016548,2020-12
2021-01-29,建材,507.16,2.48,5.3092,72.60000000000002,0.6323666677395476,-0.11428571428571421,0.16578103728426496,2021-01
2021-02-26,建材,514.13,2.52,5.2211,6.96999999999997,0.5289202129241384,-0.16831683168316824,0.12589222176697645,2021-02
2021-03-31,建材,537.99,2.76,5.4304,23.860000000000014,0.8043667829353367,-0.08910891089108908,0.30491409347591003,2021-03
2021-04-30,建材,576.09,2.8,5.8065,38.10000000000002,0.6463947872310023,-0.09677419354838723,0.3027529110856835,2021-04
2021-05-31,建材,635.81,2.88,6.2522,59.719999999999914,0.9444920178604193,0.04727272727272713,0.4739497383186384,2021-05
2021-06-30,建材,568.71,2.54,5.984,-67.09999999999991,0.7257168866636323,0.06276150627615062,0.39104560881491457,2021-06
2021-07-30,建材,526.02,2.54,5.8316,-42.690000000000055,0.1904136869738391,-0.06959706959706957,0.24684099121250336,2021-07
2021-08-31,建材,579.21,2.76,5.826,53.190000000000055,0.2752311756935273,0.014705882352941124,0.23704773229148968,2021-08
2021-09-30,建材,529.81,2.46,5.6049,-49.40000000000009,0.29995583472372145,-0.06106870229007644,0.2226294090700871,2021-09
2021-10-29,建材,456.82,2.06,4.9268,-72.98999999999995,0.08384739489418225,-0.2137404580152672,0.022475874234720417,2021-10
2021-11-30,建材,416.54,1.89,4.4495,-40.27999999999997,-0.03596556193297529,-0.24096385542168686,-0.04204702032380303,2021-11
2021-12-31,建材,496.97,2.12,4.8348,80.43,0.14361653166421218,-0.0535714285714286,0.03241511851377332,2021-12
2022-01-28,建材,464.53,2.18,4.8654,-32.440000000000055,-0.08405631358939991,-0.12096774193548376,-0.0835907481353122,2022-01
2022-02-28,建材,461.13,2.15,4.7457,-3.3999999999999773,-0.10308676793807015,-0.14682539682539686,-0.09105360939265661,2022-02
2022-03-31,建材,419.76,2.21,4.5646,-41.370000000000005,-0.2197624491161546,-0.19927536231884058,-0.15943576900412482,2022-03
2022-04-29,建材,415.47,2.3,4.8569,-4.289999999999964,-0.27881060251002443,-0.1785714285714286,-0.16354085938172724,2022-04
2022-05-31,建材,410.28,2.16,4.6716,-5.190000000000055,-0.35471288592504047,-0.2499999999999999,-0.2528070119318001,2022-05
2022-06-30,建材,499.46,2.23,5.2361,89.18,-0.12176680557753516,-0.1220472440944882,-0.12498328877005338,2022-06
2022-07-29,建材,399.55,1.91,4.5332,-99.90999999999997,-0.24042812060377927,-0.24803149606299213,-0.2226490157075245,2022-07
2022-08-31,建材,337.97,1.66,4.076,-61.579999999999984,-0.4164983339376046,-0.39855072463768115,-0.3003776175763817,2022-08
2022-09-30,建材,289.8,1.53,3.8021,-48.170000000000016,-0.45301145693739253,-0.3780487804878049,-0.3216471301896555,2022-09
2022-10-31,建材,231.46,1.37,3.3908,-58.34,-0.493323409658071,-0.3349514563106796,-0.3117642283023464,2022-10
2022-11-30,建材,341.47,1.78,4.2062,110.01000000000002,-0.18022278772746914,-0.05820105820105814,-0.054680301157433386,2022-11
2022-12-30,建材,352.93,1.8,4.5995,11.45999999999998,-0.2898364086363362,-0.15094339622641506,-0.048667990402912364,2022-12
2023-01-31,建材,392.3,1.75,4.6926,39.370000000000005,-0.1554904957699179,-0.1972477064220184,-0.035516093229744805,2023-01
2023-02-28,建材,403.73,1.83,4.7953,11.430000000000007,-0.12447682866003074,-0.14883720930232547,0.01045156668141689,2023-02
2023-03-31,建材,362.72,1.64,4.6135,-41.00999999999999,-0.1358871736230226,-0.2579185520361992,0.010712877360557371,2023-03
2023-04-28,建材,326.79,1.48,4.3611,-35.93000000000001,-0.21344501408043903,-0.3565217391304347,-0.10208157466696866,2023-04
2023-05-31,建材,289.34,1.39,4.2,-37.450000000000045,-0.2947743004777226,-0.3564814814814816,-0.10095042383765729,2023-05
2023-06-30,建材,310.2,1.42,4.4593,20.860000000000014,-0.3789292435830697,-0.36322869955156956,-0.1483546914688414,2023-06
2023-07-31,建材,350.98,1.51,4.5936,40.78000000000003,-0.12156175697659866,-0.2094240837696335,0.01332392129180282,2023-07
2023-08-31,建材,333.99,1.58,4.6503,-16.99000000000001,-0.011776193153238523,-0.04819277108433728,0.14089793915603543,2023-08
2023-09-28,建材,303.78,1.5,4.2819,-30.210000000000036,0.04824016563146993,-0.019607843137254943,0.12619341942610673,2023-09
2023-10-31,建材,265.17,1.39,3.9831,-38.60999999999996,0.14564071545839452,0.014598540145985162,0.17467854193700605,2023-10
2023-11-30,建材,222.56,1.18,3.4884,-42.610000000000014,-0.34822971271268344,-0.3370786516853933,-0.17065284579905848,2023-11
2023-12-29,建材,203.47,1.11,3.2728,-19.090000000000003,-0.4234834103079931,-0.3833333333333333,-0.28844439613001405,2023-12
2024-01-31,建材,190.68,1.14,3.2999,-12.789999999999992,-0.5139434106551108,-0.34857142857142864,-0.296786429697822,2024-01
2024-02-29,建材,208.75,1.09,3.4499,18.069999999999993,-0.482946523666807,-0.40437158469945356,-0.28056638792150645,2024-02
2024-03-29,建材,199.56,1.02,3.3361,-9.189999999999998,-0.449823555359506,-0.3780487804878049,-0.27688306058307144,2024-03
2024-04-30,建材,206.04,1.01,3.4061,6.47999999999999,-0.3695033507757276,-0.31756756756756754,-0.2189814496342667,2024-04
2024-05-31,建材,223.0,1.1,3.7262,16.960000000000008,-0.22928043132646703,-0.20863309352517978,-0.1128095238095238,2024-05
2024-06-28,建材,201.18,1.04,3.7042,-21.819999999999993,-0.3514506769825918,-0.2676056338028169,-0.16933150942973108,2024-06
2024-07-31,建材,214.21,1.13,4.0032,13.030000000000001,-0.38968032366516614,-0.2516556291390729,-0.1285266457680252,2024-07
2024-08-30,建材,214.21,1.13,4.0032,0.0,-0.35863349202071915,-0.28481012658227856,-0.13915231275401585,2024-08
2024-09-30,建材,241.63,1.05,3.9422,27.419999999999987,-0.20458884719204684,-0.29999999999999993,-0.07933394054041432,2024-09
2017-01-26,建筑,31.73,2.78,0.2038,,,,,2017-01
2017-02-28,建筑,36.5,2.74,0.2203,4.77,,,,2017-02
2017-03-31,建筑,37.51,2.53,0.2222,1.009999999999998,,,,2017-03
2017-04-28,建筑,34.46,2.15,0.2053,-3.049999999999997,,,,2017-04
2017-05-31,建筑,30.03,1.59,0.19,-4.43,,,,2017-05
2017-06-30,建筑,30.69,1.34,0.1885,0.6600000000000001,,,,2017-06
2017-07-31,建筑,36.48,1.48,0.218,5.789999999999996,,,,2017-07
2017-08-31,建筑,36.74,1.34,0.2196,0.2600000000000051,,,,2017-08
2017-09-29,建筑,35.02,1.18,0.2143,-1.7199999999999989,,,,2017-09
2017-10-31,建筑,35.76,1.03,0.2158,0.7399999999999949,,,,2017-10
2017-11-30,建筑,33.33,0.94,0.2106,-2.4299999999999997,,,,2017-11
2017-12-29,建筑,30.79,0.81,0.201,-2.539999999999999,,,,2017-12
2018-01-31,建筑,38.56,0.88,0.2419,7.770000000000003,0.21525370312007563,-0.6834532374100719,0.1869479882237488,2018-01
2018-02-28,建筑,31.26,0.76,0.2093,-7.300000000000001,-0.14356164383561643,-0.7226277372262774,-0.049931911030412945,2018-02
2018-03-30,建筑,30.38,0.75,0.2076,-0.8800000000000026,-0.1900826446280992,-0.7035573122529644,-0.06570657065706575,2018-03
2018-04-27,建筑,34.77,0.84,0.244,4.390000000000004,0.008995937318630354,-0.6093023255813954,0.18850462737457363,2018-04
2018-05-31,建筑,38.04,0.77,0.2785,3.269999999999996,0.2667332667332667,-0.5157232704402516,0.46578947368421075,2018-05
2018-06-29,建筑,35.84,0.74,0.2998,-2.1999999999999957,0.16780710329097426,-0.4477611940298508,0.590450928381963,2018-06
2018-07-31,建筑,47.6,0.95,0.3518,11.759999999999998,0.304824561403509,-0.3581081081081081,0.6137614678899084,2018-07
2018-08-31,建筑,50.58,1.06,0.3943,2.979999999999997,0.376701143168209,-0.20895522388059706,0.7955373406193078,2018-08
2018-09-28,建筑,56.82,1.11,0.4347,6.240000000000002,0.622501427755568,-0.05932203389830493,1.028464769015399,2018-09
2018-10-31,建筑,56.83,1.34,0.4629,0.00999999999999801,0.58920581655481,0.30097087378640786,1.1450417052826691,2018-10
2018-11-30,建筑,62.68,1.34,0.5045,5.850000000000001,0.8805880588058808,0.4255319148936172,1.3955365622032283,2018-11
2018-12-28,建筑,67.66,1.49,0.5535,4.979999999999997,1.1974667099707696,0.8395061728395061,1.7537313432835817,2018-12
2019-01-31,建筑,82.79,1.51,0.6836,15.13000000000001,1.1470435684647304,0.7159090909090908,1.8259611409673417,2019-01
2019-02-28,建筑,103.14,1.51,0.7516,20.349999999999994,2.2994241842610363,0.986842105263158,2.5910176779742,2019-02
2019-03-29,建筑,97.05,1.27,0.6793,-6.090000000000003,2.194535878867676,0.6933333333333334,2.2721579961464355,2019-03
2019-04-30,建筑,91.39,1.17,0.6627,-5.659999999999997,1.6284153005464477,0.3928571428571428,1.7159836065573768,2019-04
2019-05-31,建筑,72.53,1.06,0.5762,-18.86,0.9066771819137751,0.37662337662337664,1.068940754039497,2019-05
2019-06-28,建筑,89.28,1.14,0.6856,16.75,1.4910714285714284,0.5405405405405403,1.28685790527018,2019-06
2019-07-31,建筑,95.92,1.2,0.7467,6.640000000000001,1.015126050420168,0.26315789473684204,1.1225127913587265,2019-07
2019-08-30,建筑,87.16,1.05,0.7366,-8.760000000000005,0.7232107552392251,-0.009433962264150941,0.8681207202637586,2019-08
2019-09-30,建筑,94.76,1.07,0.7921,7.6000000000000085,0.667722632875748,-0.03603603603603611,0.8221762134805615,2019-09
2019-10-31,建筑,97.92,1.06,0.8383,3.1599999999999966,0.7230336090093261,-0.20895522388059706,0.8109742925037806,2019-10
2019-11-29,建筑,111.16,1.16,0.9646,13.239999999999995,0.7734524569240586,-0.1343283582089554,0.9119920713577803,2019-11
2019-12-31,建筑,132.67,1.2,1.0748,21.50999999999999,0.960833579663021,-0.19463087248322153,0.9418247515808491,2019-12
2020-01-23,建筑,140.05,1.28,1.1766,7.380000000000024,0.6916294238434593,-0.152317880794702,0.721181977764775,2020-01
2020-02-28,建筑,151.73,1.39,1.2784,11.679999999999978,0.4711072328873376,-0.07947019867549676,0.7009047365620009,2020-02
2020-03-31,建筑,149.83,1.55,1.2626,-1.8999999999999773,0.5438433797011852,0.22047244094488194,0.8586780509347858,2020-03
2020-04-30,建筑,156.46,1.42,1.3094,6.6299999999999955,0.7120035014771857,0.21367521367521358,0.9758563452542628,2020-04
2020-05-29,建筑,128.61,1.11,1.1246,-27.849999999999994,0.77319729766993,0.04716981132075482,0.9517528635890316,2020-05
2020-06-30,建筑,120.84,0.9,1.0642,-7.77000000000001,0.353494623655914,-0.21052631578947356,0.5522170361726955,2020-06
2020-07-31,建筑,146.39,0.93,1.1574,25.549999999999983,0.5261676396997497,-0.22499999999999998,0.550020088388911,2020-07
2020-08-31,建筑,152.13,0.93,1.1674,5.740000000000009,0.7454107388710418,-0.11428571428571432,0.5848493076296497,2020-08
2020-09-30,建筑,146.17,0.96,1.181,-5.960000000000008,0.5425284930350356,-0.10280373831775713,0.4909733619492489,2020-09
2020-10-30,建筑,140.21,0.89,1.1286,-5.9599999999999795,0.4318831699346406,-0.1603773584905661,0.34629607539067164,2020-10
2020-11-30,建筑,155.96,0.92,1.2055,15.75,0.4030226700251891,-0.2068965517241378,0.24974082521252328,2020-11
2020-12-31,建筑,121.46,0.64,1.0186,-34.500000000000014,-0.08449536443807937,-0.4666666666666667,-0.05228879791589136,2020-12
2021-01-29,建筑,101.88,0.51,0.8833,-19.58,-0.27254551945733674,-0.6015625,-0.24927757946625884,2021-01
2021-02-26,建筑,117.18,0.59,0.9576,15.300000000000011,-0.22770711131615362,-0.5755395683453237,-0.2509386733416771,2021-02
2021-03-31,建筑,131.14,0.69,1.007,13.95999999999998,-0.12474137355669779,-0.5548387096774194,-0.20243941073974347,2021-03
2021-04-30,建筑,119.33,0.6,0.9637,-11.809999999999988,-0.23731305125910784,-0.5774647887323944,-0.26401405223766605,2021-04
2021-05-31,建筑,121.47,0.56,0.976,2.1400000000000006,-0.055516678329834535,-0.49549549549549554,-0.1321358705317447,2021-05
2021-06-30,建筑,130.4,0.6,1.0431,8.930000000000007,0.07911287653095012,-0.33333333333333337,-0.019827100169141243,2021-06
2021-07-30,建筑,137.52,0.68,1.086,7.1200000000000045,-0.06059157046246311,-0.26881720430107525,-0.06168999481596671,2021-07
2021-08-31,建筑,171.49,0.83,1.2157,33.97,0.12725958062183662,-0.10752688172043023,0.041373993489806526,2021-08
2021-09-30,建筑,169.77,0.8,1.2254,-1.7199999999999989,0.1614558390914691,-0.16666666666666663,0.037595258255715525,2021-09
2021-10-29,建筑,157.62,0.72,1.1551,-12.150000000000006,0.12417088652735186,-0.1910112359550562,0.023480418217260324,2021-10
2021-11-30,建筑,153.24,0.71,1.1149,-4.3799999999999955,-0.017440369325468108,-0.22826086956521752,-0.07515553712152634,2021-11
2021-12-31,建筑,197.28,0.86,1.3144,44.03999999999999,0.6242384324057304,0.34375,0.2903985862949148,2021-12
2022-01-28,建筑,213.22,1.02,1.4453,15.939999999999998,1.0928543384373772,1.0,0.6362504245443226,2022-01
2022-02-28,建筑,212.89,1.01,1.3893,-0.3300000000000125,0.8167776071001875,0.7118644067796611,0.450814536340852,2022-02
2022-03-31,建筑,224.04,1.2,1.4677,11.150000000000006,0.7084032331859083,0.7391304347826089,0.45749751737835176,2022-03
2022-04-29,建筑,248.03,1.39,1.6179,23.99000000000001,1.0785217464174979,1.3166666666666664,0.6788419632665765,2022-04
2022-05-31,建筑,233.51,1.25,1.516,-14.52000000000001,0.9223676627973985,1.2321428571428568,0.5532786885245902,2022-05
2022-06-30,建筑,241.48,1.1,1.569,7.969999999999999,0.8518404907975459,0.8333333333333335,0.5041702617198736,2022-06
2022-07-29,建筑,223.66,1.09,1.5029,-17.819999999999993,0.6263816172193135,0.6029411764705883,0.3838858195211785,2022-07
2022-08-31,建筑,240.22,1.2,1.6422,16.560000000000002,0.4007813866697765,0.4457831325301205,0.35082668421485574,2022-08
2022-09-30,建筑,225.74,1.21,1.6636,-14.47999999999999,0.32968133356894613,0.5125,0.35759751917741145,2022-09
2022-10-31,建筑,211.25,1.26,1.5944,-14.490000000000009,0.3402486994036289,0.75,0.3803133927798459,2022-10
2022-11-30,建筑,262.16,1.38,1.7082,50.910000000000025,0.710780475071783,0.9436619718309858,0.5321553502556282,2022-11
2022-12-30,建筑,233.98,1.21,1.6798,-28.180000000000035,0.18603000811030013,0.40697674418604657,0.27799756542909315,2022-12
2023-01-31,建筑,242.3,1.1,1.6483,8.320000000000022,0.13638495450708188,0.07843137254901977,0.14045526880232484,2023-01
2023-02-28,建筑,258.54,1.19,1.7041,16.24000000000001,0.21442998731739404,0.17821782178217815,0.22658892967681554,2023-02
2023-03-31,建筑,294.57,1.35,1.8604,36.02999999999997,0.31480985538296724,0.12500000000000022,0.26756149076786806,2023-03
2023-04-28,建筑,352.2,1.61,1.9566,57.629999999999995,0.4199895173970891,0.15827338129496415,0.20934544780270725,2023-04
2023-05-31,建筑,297.28,1.44,1.832,-54.920000000000016,0.2730932294120165,0.1519999999999999,0.20844327176780997,2023-05
2023-06-30,建筑,305.04,1.41,1.9122,7.760000000000048,0.2632102037435813,0.28181818181818175,0.218738049713193,2023-06
2023-07-31,建筑,338.37,1.46,1.9771,33.329999999999984,0.5128766878297417,0.33944954128440363,0.3155233215782822,2023-07
2023-08-31,建筑,289.17,1.39,1.9019,-49.19999999999999,0.2037715427524769,0.15833333333333321,0.1581415174765557,2023-08
2023-09-28,建筑,273.7,1.36,1.8128,-15.470000000000027,0.2124568087179941,0.12396694214876036,0.08968502043760518,2023-09
2023-10-31,建筑,243.19,1.29,1.7208,-30.50999999999999,0.15119526627218938,0.023809523809523725,0.07927747114902162,2023-10
2023-11-30,建筑,213.77,1.15,1.5597,-29.419999999999987,-0.18458193469636863,-0.16666666666666663,-0.08693361433087454,2023-11
2023-12-29,建筑,205.08,1.13,1.5033,-8.689999999999998,-0.12351483032737831,-0.06611570247933896,-0.10507203238480767,2023-12
2024-01-31,建筑,228.32,1.38,1.6668,23.23999999999998,-0.057697069748246066,0.2545454545454544,0.011223685008797002,2024-01
2024-02-29,建筑,259.31,1.36,1.862,30.99000000000001,0.0029782625512493333,0.14285714285714302,0.09265888152103763,2024-02
2024-03-29,建筑,262.8,1.35,1.8778,3.490000000000009,-0.10785212343415818,0.0,0.009352827348957149,2024-03
2024-04-30,建筑,253.35,1.25,1.8256,-9.450000000000017,-0.280664395229983,-0.22360248447204978,-0.06695287744045797,2024-04
2024-05-31,建筑,262.91,1.31,1.8741,9.56000000000003,-0.11561490850376732,-0.09027777777777768,0.02298034934497828,2024-05
2024-06-28,建筑,261.13,1.36,1.9478,-1.7800000000000296,-0.14394833464463686,-0.03546099290780125,0.018617299445664814,2024-06
2024-07-31,建筑,269.58,1.43,2.0371,8.449999999999989,-0.2032981647309159,-0.020547945205479423,0.03034747863031706,2024-07
2024-08-30,建筑,269.58,1.43,2.0371,0.0,-0.06774561676522473,0.02877697841726623,0.07108680792891331,2024-08
2024-09-30,建筑,301.62,1.31,1.9757,32.04000000000002,0.1020094994519547,-0.03676470588235292,0.08986098852603708,2024-09
2017-01-26,房地产,27.01,2.32,0.1327,,,,,2017-01
2017-02-28,房地产,28.95,2.13,0.1393,1.9399999999999977,,,,2017-02
2017-03-31,房地产,29.85,1.98,0.1469,0.9000000000000021,,,,2017-03
2017-04-28,房地产,29.33,1.8,0.1441,-0.5200000000000031,,,,2017-04
2017-05-31,房地产,30.29,1.57,0.1526,0.9600000000000009,,,,2017-05
2017-06-30,房地产,37.28,1.59,0.1802,6.990000000000002,,,,2017-06
2017-07-31,房地产,39.43,1.57,0.1917,2.1499999999999986,,,,2017-07
2017-08-31,房地产,46.59,1.67,0.2236,7.160000000000004,,,,2017-08
2017-09-29,房地产,57.35,1.89,0.2733,10.759999999999998,,,,2017-09
2017-10-31,房地产,61.02,1.73,0.2871,3.6700000000000017,,,,2017-10
2017-11-30,房地产,68.4,1.89,0.3217,7.380000000000003,,,,2017-11
2017-12-29,房地产,71.85,1.86,0.3397,3.4499999999999886,,,,2017-12
2018-01-31,房地产,93.41,2.09,0.3902,21.560000000000002,2.458348759718622,-0.09913793103448276,1.940467219291635,2018-01
2018-02-28,房地产,71.92,1.7,0.3406,-21.489999999999995,1.4842832469775478,-0.2018779342723005,1.4450825556353193,2018-02
2018-03-30,房地产,65.0,1.58,0.312,-6.920000000000002,1.1775544388609713,-0.202020202020202,1.1238938053097343,2018-03
2018-04-27,房地产,65.07,1.55,0.3316,0.06999999999999318,1.2185475622229798,-0.13888888888888884,1.30117973629424,2018-04
2018-05-31,房地产,75.8,1.5,0.4064,10.730000000000004,1.5024760647078241,-0.04458598726114649,1.6631716906946261,2018-05
2018-06-29,房地产,70.75,1.42,0.4123,-5.049999999999997,0.8978004291845494,-0.10691823899371078,1.2880133185349614,2018-06
2018-07-31,房地产,86.79,1.68,0.4984,16.040000000000006,1.2011159015977682,0.07006369426751591,1.5998956703182055,2018-07
2018-08-31,房地产,106.15,2.15,0.6361,19.36,1.2783859197252627,0.28742514970059885,1.8448121645796065,2018-08
2018-09-28,房地产,107.12,2.02,0.6372,0.9699999999999989,0.8678291194420227,0.06878306878306883,1.331503841931943,2018-09
2018-10-31,房地产,120.14,2.73,0.7502,13.019999999999996,0.9688626679777121,0.5780346820809248,1.6130268199233715,2018-10
2018-11-30,房地产,142.02,2.94,0.844,21.88000000000001,1.0763157894736843,0.5555555555555556,1.623562325147653,2018-11
2018-12-28,房地产,139.13,2.95,0.8477,-2.890000000000015,0.9363952679192764,0.586021505376344,1.4954371504268473,2018-12
2019-01-31,房地产,180.3,3.18,1.044,41.170000000000016,0.9302001926988548,0.5215311004784691,1.6755509994874425,2019-01
2019-02-28,房地产,208.98,2.95,1.0626,28.67999999999998,1.9057285873192433,0.7352941176470589,2.1197886083382267,2019-02
2019-03-29,房地产,265.15,3.37,1.204,56.16999999999999,3.0792307692307688,1.1329113924050631,2.858974358974359,2019-03
2019-04-30,房地产,259.79,3.21,1.2299,-5.359999999999957,2.9924696480713084,1.0709677419354837,2.708986731001206,2019-04
2019-05-31,房地产,224.22,3.16,1.1483,-35.57000000000002,1.958047493403694,1.106666666666667,1.8255413385826773,2019-05
2019-06-28,房地产,243.67,3.01,1.2329,19.44999999999999,2.4440989399293285,1.119718309859155,1.990298326461315,2019-06
2019-07-31,房地产,268.41,3.23,1.3221,24.740000000000038,2.0926374006221917,0.9226190476190477,1.6526886035313004,2019-07
2019-08-30,房地产,261.68,3.03,1.3711,-6.730000000000018,1.4651907677814413,0.40930232558139523,1.1554786983178746,2019-08
2019-09-30,房地产,299.85,3.27,1.549,38.170000000000016,1.79919716206124,0.6188118811881189,1.4309478970495917,2019-09
2019-10-31,房地产,324.89,3.37,1.6446,25.039999999999964,1.7042616946895288,0.2344322344322345,1.192215409224207,2019-10
2019-11-29,房地产,339.59,3.41,1.7449,14.699999999999989,1.3911420926630047,0.15986394557823136,1.0674170616113745,2019-11
2019-12-31,房地产,417.02,3.65,1.969,77.43,1.997340616689427,0.23728813559322015,1.3227556918721248,2019-12
2020-01-23,房地产,383.57,3.37,1.9368,-33.44999999999999,1.1273987798114251,0.05974842767295585,0.8551724137931034,2020-01
2020-02-28,房地产,373.39,3.3,1.9413,-10.180000000000007,0.7867260024882765,0.11864406779661008,0.826933935629588,2020-02
2020-03-31,房地产,326.13,3.24,1.7968,-47.25999999999999,0.2299830284744484,-0.03857566765578635,0.49235880398671106,2020-03
2020-04-30,房地产,360.62,3.14,1.9101,34.49000000000001,0.3881211747950266,-0.02180685358255452,0.5530530937474591,2020-04
2020-05-29,房地产,342.86,2.83,1.9043,-17.75999999999999,0.5291231825885292,-0.10443037974683544,0.658364538883567,2020-05
2020-06-30,房地产,372.59,2.65,1.9751,29.72999999999996,0.5290762096277752,-0.11960132890365449,0.6019952956444155,2020-06
2020-07-31,房地产,421.42,2.57,2.0702,48.83000000000004,0.5700607279907604,-0.20433436532507743,0.5658422207094771,2020-07
2020-08-31,房地产,447.56,2.64,2.1714,26.139999999999986,0.710333231427698,-0.1287128712871286,0.5836919261906499,2020-08
2020-09-30,房地产,430.95,2.72,2.2123,-16.610000000000014,0.4372186093046522,-0.16819571865443417,0.42821174951581664,2020-09
2020-10-30,房地产,396.62,2.42,2.1315,-34.329999999999984,0.22078241866477888,-0.28189910979228494,0.2960598321780372,2020-10
2020-11-30,房地产,450.87,2.55,2.2873,54.25,0.3276892723578433,-0.2521994134897362,0.31084875924121746,2020-11
2020-12-31,房地产,387.92,1.97,2.1106,-62.94999999999999,-0.06978082585967094,-0.4602739726027397,0.07191467750126956,2020-12
2021-01-29,房地产,381.13,1.84,2.2262,-6.7900000000000205,-0.006361289986182461,-0.4540059347181009,0.149421726559273,2021-01
2021-02-26,房地产,442.23,2.14,2.3539,61.10000000000002,0.18436487318889117,-0.35151515151515145,0.21253799000669638,2021-02
2021-03-31,房地产,397.62,2.01,2.1944,-44.610000000000014,0.21920706466746398,-0.37962962962962976,0.22128227960819236,2021-03
2021-04-30,房地产,391.03,1.88,2.1849,-6.590000000000032,0.08432699240197428,-0.4012738853503185,0.1438668132558505,2021-04
2021-05-31,房地产,388.8,1.74,2.1228,-2.2299999999999613,0.13399055007874927,-0.3851590106007068,0.11474032452869798,2021-05
2021-06-30,房地产,351.03,1.55,2.0704,-37.77000000000004,-0.05786521377385334,-0.41509433962264153,0.04825072148245635,2021-06
2021-07-30,房地产,284.83,1.35,1.916,-66.19999999999999,-0.3241184566465759,-0.47470817120622566,-0.07448555695101922,2021-07
2021-08-31,房地产,304.66,1.43,1.9531,19.83000000000004,-0.31928679953525774,-0.45833333333333337,-0.10053421755549419,2021-08
2021-09-30,房地产,330.66,1.51,1.9965,26.0,-0.23271841280891048,-0.4448529411764707,-0.0975455408398499,2021-09
2021-10-29,房地产,255.45,1.14,1.6892,-75.21000000000004,-0.35593263072966574,-0.5289256198347108,-0.20750645085620456,2021-10
2021-11-30,房地产,242.17,1.08,1.5569,-13.280000000000001,-0.46288287089404934,-0.5764705882352941,-0.319328465876798,2021-11
2021-12-31,房地产,283.6,1.2,1.6528,41.430000000000035,-0.26892142709837075,-0.3908629441624366,-0.21690514545626827,2021-12
2022-01-28,房地产,300.92,1.39,1.7778,17.319999999999993,-0.21045312622989532,-0.24456521739130443,-0.20141945916808912,2022-01
2022-02-28,房地产,288.47,1.33,1.7173,-12.449999999999989,-0.34769237726974644,-0.37850467289719625,-0.2704447937465482,2022-02
2022-03-31,房地产,316.93,1.64,1.7097,28.45999999999998,-0.20293244806599264,-0.1840796019900497,-0.22088042289464083,2022-03
2022-04-29,房地产,319.53,1.74,1.8818,2.599999999999966,-0.18285042068383506,-0.07446808510638292,-0.13872488443407016,2022-04
2022-05-31,房地产,260.36,1.35,1.6355,-59.16999999999996,-0.33034979423868316,-0.22413793103448265,-0.22955530431505555,2022-05
2022-06-30,房地产,289.04,1.27,1.7327,28.680000000000007,-0.17659459305472458,-0.1806451612903226,-0.1631085780525502,2022-06
2022-07-29,房地产,241.69,1.14,1.5212,-47.35000000000002,-0.15145876487729515,-0.15555555555555567,-0.206054279749478,2022-07
2022-08-31,房地产,255.53,1.23,1.6376,13.840000000000003,-0.16126173439243752,-0.1398601398601398,-0.16153806768726642,2022-08
2022-09-30,房地产,262.45,1.36,1.7136,6.9199999999999875,-0.2062844008951794,-0.09933774834437081,-0.14169797145003749,2022-09
2022-10-31,房地产,212.48,1.23,1.5943,-49.97,-0.16821295752593468,0.07894736842105265,-0.05618044044518111,2022-10
2022-11-30,房地产,252.92,1.29,1.5042,40.44,0.044390304331667796,0.19444444444444442,-0.03384931594835894,2022-11
2022-12-30,房地产,264.84,1.32,1.7529,11.919999999999987,-0.0661495063469677,0.10000000000000009,0.0605638915779283,2022-12
2023-01-31,房地产,269.32,1.18,1.7199,4.480000000000018,-0.10501129868403569,-0.15107913669064743,-0.032568342895713864,2023-01
2023-02-28,房地产,253.99,1.13,1.6522,-15.329999999999984,-0.11952716053662427,-0.15037593984962416,-0.03790834449426439,2023-02
2023-03-31,房地产,216.44,0.96,1.5116,-37.55000000000001,-0.3170731707317074,-0.41463414634146345,-0.11586828098496804,2023-03
2023-04-28,房地产,202.72,0.9,1.4505,-13.719999999999999,-0.365568178261822,-0.48275862068965514,-0.22919545116377937,2023-04
2023-05-31,房地产,176.85,0.83,1.347,-25.870000000000005,-0.3207481948071901,-0.3851851851851853,-0.1763986548456129,2023-05
2023-06-30,房地产,178.4,0.8,1.3623,1.5500000000000114,-0.3827843897038472,-0.3700787401574803,-0.21377041611357983,2023-06
2023-07-31,房地产,230.89,0.97,1.5489,52.48999999999998,-0.044685340725723055,-0.14912280701754377,0.018209308440704675,2023-07
2023-08-31,房地产,209.54,0.98,1.5178,-21.349999999999994,-0.17997886745196268,-0.2032520325203252,-0.07315583781143131,2023-08
