,沪深300,新华商品指数,债券指数,标普500,上证50,纳斯达克100,中证REITs
2023-07-17,3867.1749,2367.07,220.1924,4522.79,2520.7864,15713.2803,961.5871
2023-07-18,3854.9393,2387.16,220.3927,4554.98,2511.6351,15841.3496,989.3425
2023-07-19,3850.8663,2401.82,220.4653,4565.72,2517.106,15826.3496,978.2917
2023-07-20,3823.6946,2422.22,220.517,4534.87,2506.863,15466.0898,961.8975
2023-07-21,3821.91,2421.18,220.7369,4536.34,2509.2927,15425.6699,963.5952
2023-07-24,3805.221,2407.8,221.0138,4554.64,2499.9998,15448.0195,963.0372
2023-07-25,3915.1153,2438.56,220.2843,4567.46,2578.3511,15561.4199,965.1382
2023-07-26,3907.0128,2459.4,220.4577,4566.75,2576.3902,15499.2598,963.2726
2023-07-27,3902.3458,2451.43,220.6835,4537.41,2575.3646,15464.9297,960.4977
2023-07-28,3992.7376,2447.58,220.5988,4582.23,2647.0315,15750.9297,960.8814
2023-07-31,4014.6301,2446.8,220.4894,4588.96,2653.369,15757.0,965.5432
2023-08-01,3998.001,2472.67,220.5769,4576.73,2645.8929,15718.0098,972.0543
2023-08-02,3969.895,2467.22,220.6946,4513.39,2620.6844,15370.7402,975.752
2023-08-03,4004.9839,2410.78,220.8429,4501.89,2645.1526,15353.54,975.1207
2023-08-04,4020.5792,2431.76,220.8755,4478.03,2648.8447,15274.9199,978.2244
2023-08-07,3990.1531,2425.23,220.9602,4518.44,2634.5809,15407.8496,980.1444
2023-08-08,3979.7322,2408.16,221.0012,4499.38,2631.3774,15273.0498,981.6281
2023-08-09,3967.5652,2426.52,221.025,4467.71,2628.7041,15101.71,984.1503
2023-08-10,3975.7166,2422.46,220.9902,4468.83,2629.4432,15128.8398,984.5037
2023-08-11,3884.2538,2433.66,221.0526,4464.05,2568.8984,15028.0703,981.251
2023-08-14,3855.9061,2415.31,221.3219,4489.72,2549.2843,15205.5898,979.024
2023-08-15,3846.5357,2446.84,221.7417,4437.86,2546.442,15037.6504,979.6352
2023-08-16,3818.3338,2426.12,221.9035,4404.33,2530.8097,14876.4697,976.1188
2023-08-17,3831.1008,2451.57,221.8951,4370.36,2536.4891,14715.8096,971.0311
2023-08-18,3784.0038,2458.51,222.0066,4369.71,2507.5798,14694.8398,972.0001
2023-08-21,3729.555,2491.38,222.4629,4399.77,2475.0897,14936.6904,966.3426
2023-08-22,3758.2271,2502.22,222.4408,4387.55,2493.7638,14908.96,964.0983
2023-08-23,3696.6339,2506.98,222.4835,4436.01,2461.1872,15148.0596,962.5039
2023-08-24,3723.4293,2501.66,222.5206,4376.31,2480.7518,14816.4404,966.9024
2023-08-25,3709.1517,2526.93,222.4165,4405.71,2485.3343,14941.8301,969.9883
2023-08-28,3752.6194,2514.1,222.2144,4433.31,2518.1857,15052.46,971.6626
2023-08-29,3790.1067,2506.62,222.1176,4497.63,2529.2228,15376.5498,969.1618
2023-08-30,3788.5097,2542.85,222.174,4514.87,2522.5419,15462.4297,968.7062
2023-08-31,3765.2678,2551.16,222.2737,4507.66,2510.4577,15501.0703,967.9375
2023-09-01,3791.4912,2587.72,222.0066,4515.77,2532.2541,15490.8604,964.7895
2023-09-04,3848.9517,2576.88,221.5234,,2577.4651,,962.5047
2023-09-05,3820.3174,2582.68,221.4663,4496.83,2561.7902,15508.2402,962.5223
2023-09-06,3812.0283,2600.19,221.1694,4465.48,2559.3574,15371.4404,962.3756
2023-09-07,3758.4748,2582.94,221.0072,4451.14,2534.1555,15258.5195,962.4908
2023-09-08,3739.9927,2555.88,221.0019,4457.49,2519.9694,15280.2305,964.6126
2023-09-11,3767.537,2579.61,220.9775,4487.46,2536.1714,15461.8701,970.5137
2023-09-12,3760.6048,2591.93,221.1004,4461.9,2531.8257,15289.7402,970.0189
2023-09-13,3736.6513,2586.22,221.2159,4467.44,2524.5413,15348.5303,968.9299
2023-09-14,3733.5077,2608.14,221.4408,4505.1,2530.9791,15473.8896,967.6469
2023-09-15,3708.7766,2625.6,221.2051,4450.32,2514.9794,15202.4004,965.6746
2023-09-18,3727.711,2619.33,221.0315,4453.53,2531.8974,15225.3701,962.7268
2023-09-19,3720.5021,2603.53,220.9942,4443.95,2532.2789,15191.2305,962.5441
2023-09-20,3705.6898,2607.92,220.9491,4402.2,2521.562,14969.9199,962.4189
2023-09-21,3672.4448,2567.34,221.0739,4330.0,2495.7393,14694.2402,962.0598
2023-09-22,3738.9327,2592.98,220.9386,4320.06,2550.9827,14701.0996,963.279
2023-09-25,3714.6037,2570.02,220.7532,4337.44,2529.1496,14768.9004,962.8769
2023-09-26,3692.8928,2545.29,220.6408,4273.53,2513.4072,14545.8301,963.0874
2023-09-27,3700.495,2557.9,220.6468,4274.51,2520.1395,14580.1602,963.3025
2023-09-28,3689.5172,2584.31,220.8765,4299.7,2507.0857,14702.7695,965.3021
2023-09-29,,,,4288.05,,14715.2402,
2023-10-02,,,,4288.39,,14837.5703,
2023-10-03,,,,4229.45,,14565.6201,
2023-10-04,,,,4263.75,,14776.25,
2023-10-05,,,,4258.19,,14723.2197,
2023-10-06,,,,4308.5,,14973.2402,
2023-10-07,,,221.1455,,,,
2023-10-08,,,221.2041,,,,
2023-10-09,3684.7272,2516.7,221.1718,4335.66,2499.5666,15047.1504,962.1705
2023-10-10,3657.1259,2482.3,221.0313,4358.24,2482.5345,15131.5195,960.303
2023-10-11,3667.5483,2491.56,220.7677,4376.95,2490.855,15241.1201,954.7898
