date,market_return
2020-01-03,-0.0017523071884091301
2020-01-06,-0.0037802499611576668
2020-01-07,0.007490867085059305
2020-01-08,-0.011516198515129084
2020-01-09,0.012657584519870424
2020-01-10,-0.00028455691606565914
2020-01-13,0.009801152195050733
2020-01-14,-0.0033544339327323813
2020-01-15,-0.005525687333736484
2020-01-16,-0.004245771388334485
2020-01-17,0.001400322917839203
2020-01-20,0.007455618766777139
2020-01-21,-0.017086694872940345
2020-01-22,0.0042833448541041985
2020-01-23,-0.030985512584793873
2020-02-03,-0.07880914138486439
2020-02-04,0.026374887246543688
2020-02-05,0.01132966525844914
2020-02-06,0.018609768195444465
2020-02-07,2.4103954715304354e-05
2020-02-10,0.004137574877515204
2020-02-11,0.00931025368966587
2020-02-12,0.008088119208675915
2020-02-13,-0.006152445317174404
2020-02-14,0.007024387878738825
2020-02-17,0.02249147009304031
2020-02-18,-0.004883965954975422
2020-02-19,-0.0015280307380635128
2020-02-20,0.023040942312486656
2020-02-21,0.0011663211615149383
2020-02-24,-0.004013023287199213
2020-02-25,-0.002173808893549567
2020-02-26,-0.012328031011767271
2020-02-27,0.002911847857177019
2020-02-28,-0.03545445087058974
2020-03-02,0.032897568760583695
2020-03-03,0.005330904305169026
2020-03-04,0.005790493676798514
2020-03-05,0.0222774827632799
2020-03-06,-0.016216415382512728
2020-03-09,-0.034160749275040314
2020-03-10,0.021415101951211213
2020-03-11,-0.01330055625749571
2020-03-12,-0.019242687887578214
2020-03-13,-0.014072273101766286
2020-03-16,-0.04299346640403301
2020-03-17,-0.004870810167325379
2020-03-18,-0.019792989275469575
2020-03-19,-0.012970454642019846
2020-03-20,0.017868388238297284
2020-03-23,-0.03364647318769587
2020-03-24,0.026855690518368114
2020-03-25,0.026869081600896072
2020-03-26,-0.006573749097418702
2020-03-27,0.0032485523711001107
2020-03-30,-0.00968978807757992
2020-03-31,0.003278153723616617
2020-04-01,-0.0030056521495799293
2020-04-02,0.01617784318897586
2020-04-03,-0.005706821628399528
2020-04-07,0.022838167096181694
2020-04-08,-0.0046542391783258585
2020-04-09,0.003297583064189036
2020-04-10,-0.006230814853523614
2020-04-13,-0.004224156873240847
2020-04-14,0.019301238289969103
2020-04-15,-0.0074069599462226465
2020-04-16,0.0013215225737086556
2020-04-17,0.009758754817968507
2020-04-20,0.0036379859174420215
2020-04-21,-0.011783632823436863
2020-04-22,0.008228889167713582
2020-04-23,-0.0025084496640789267
2020-04-24,-0.00855940429570845
2020-04-27,0.006794071518197331
2020-04-28,0.006900103040492489
2020-04-29,0.004646614515711578
2020-04-30,0.01177781823372559
2020-05-06,0.006051433311015542
2020-05-07,-0.00288581486067252
2020-05-08,0.009867042034708451
2020-05-11,-0.0008682463313792743
2020-05-12,1.451954094111585e-05
2020-05-13,0.002023893615681338
2020-05-14,-0.01084487331943984
2020-05-15,-0.0031595190248938643
2020-05-18,0.0025801878386355614
2020-05-19,0.00849822849696058
2020-05-20,-0.0053150085706170636
2020-05-21,-0.0054449532961546865
2020-05-22,-0.022926827361341773
2020-05-25,0.001375630742581846
2020-05-26,0.011345499708891316
2020-05-27,-0.007012190060029733
2020-05-28,0.0028653165483218945
2020-05-29,0.002694267672490591
2020-06-01,0.026976047105173873
2020-06-02,0.0030789354183256012
2020-06-03,2.008250041796167e-05
2020-06-04,-0.0003671509405813733
2020-06-05,0.004787773426202513
2020-06-08,0.005174381841438702
2020-06-09,0.0062343811960696716
2020-06-10,-0.001809771923321657
2020-06-11,-0.01084745022600786
2020-06-12,0.0018014283996088398
2020-06-15,-0.012014390209106107
2020-06-16,0.015065000318711386
2020-06-17,0.0007532313172651239
2020-06-18,0.00666819477856162
2020-06-19,0.013432279752255027
2020-06-22,0.0008140123128999033
2020-06-23,0.004814304978888684
2020-06-24,0.004171751021836423
2020-06-29,-0.007072523377988582
2020-06-30,0.013199767263746054
2020-07-01,0.020129810449596164
2020-07-02,0.02073104714494045
2020-07-03,0.019315960247190622
2020-07-06,0.056679259448064734
2020-07-07,0.006002340552008878
2020-07-08,0.016150651033995267
2020-07-09,0.013985534407363831
2020-07-10,-0.018104119442786226
2020-07-13,0.02100254583644845
2020-07-14,-0.009534590962730127
2020-07-15,-0.012944770187186094
2020-07-16,-0.04810138172057077
2020-07-17,0.0062989161015154504
2020-07-20,0.029837806480853546
2020-07-21,0.002294273753037146
2020-07-22,0.004988848427615045
2020-07-23,-0.0004262855605453586
2020-07-24,-0.04389345832347369
2020-07-27,0.005073563496869715
2020-07-28,0.008790557475515826
2020-07-29,0.024243466480524223
2020-07-30,-0.004885095302252118
2020-07-31,0.008353595779311718
2020-08-03,0.016243631425820748
2020-08-04,0.000941376529066007
2020-08-05,0.0002735665947990462
2020-08-06,-0.0030027994547079384
2020-08-07,-0.011513901947948546
2020-08-10,0.0035989306714281355
2020-08-11,-0.009118981630329426
2020-08-12,-0.007291900307141552
2020-08-13,-0.002567321950563861
2020-08-14,0.01486636596065094
2020-08-17,0.0235081883612156
2020-08-18,-0.0005128938805177841
2020-08-19,-0.014976448839172596
2020-08-20,-0.012977889409245602
2020-08-21,0.008482024016988943
2020-08-24,0.007842176401245515
2020-08-25,0.0012829675357024506
2020-08-26,-0.011722191916014757
2020-08-27,0.005357884063641016
2020-08-28,0.023866384212810843
2020-08-31,-0.005790331214732047
2020-09-01,0.005379119990752912
2020-09-02,0.0003644476307422817
2020-09-03,-0.005531053882966264
2020-09-04,-0.009731217269693948
2020-09-07,-0.0211418595246885
2020-09-08,0.005358691284903516
2020-09-09,-0.023389772480314486
2020-09-10,-0.0005695603620887724
2020-09-11,0.009887674044667394
2020-09-14,0.005136513598715586
2020-09-15,0.008048052454040278
2020-09-16,-0.006638437775155714
2020-09-17,-0.005291454486302749
2020-09-18,0.02252988107921694
2020-09-21,-0.0096389582065457
2020-09-22,-0.011865747233768764
2020-09-23,0.003573631322824067
2020-09-24,-0.01918644030053518
2020-09-25,0.001524391814038406
2020-09-28,0.00260105991621562
2020-09-29,0.0021586637969746025
2020-09-30,-0.0009591011523520931
2020-10-09,0.020435539967528005
2020-10-12,0.03033802953860909
2020-10-13,0.003326285530197648
2020-10-14,-0.006633099141779786
2020-10-15,-0.0017403416499099933
2020-10-16,-0.0014712415629606346
2020-10-19,-0.007552284419898192
2020-10-20,0.007986415021684623
2020-10-21,-0.00013326470659891232
2020-10-22,-0.0030971065018727817
2020-10-23,-0.012452196109049796
2020-10-26,-0.005775621220704075
2020-10-27,0.0017145375273071028
2020-10-28,0.008084771809259594
2020-10-29,0.007525006270486578
2020-10-30,-0.016255458555997415
2020-11-02,0.005430391338737017
2020-11-03,0.012016845422966105
2020-11-04,0.007555236136398191
2020-11-05,0.014844308372321757
2020-11-06,0.00012405038509055721
2020-11-09,0.019573766622378308
2020-11-10,-0.005515392745865544
2020-11-11,-0.009886703654811146
2020-11-12,0.0007268040899768291
2020-11-13,-0.010514839370287521
2020-11-16,0.00974299954375768
2020-11-17,-0.0019137992642833668
2020-11-18,-0.000636268878762114
2020-11-19,0.007424353670839157
2020-11-20,0.003104532029098994
2020-11-23,0.012489480180419177
2020-11-24,-0.0061421842793943915
2020-11-25,-0.012782840872322287
2020-11-26,0.001810576903496397
2020-11-27,0.012434732381828795
2020-11-30,-0.004118463729969268
2020-12-01,0.021540518940177167
2020-12-02,9.15711463500557e-06
2020-12-03,-0.001990154336820038
2020-12-04,0.0017512150290159845
2020-12-07,-0.008622566464432158
2020-12-08,-0.0024603587354959933
2020-12-09,-0.013409506569680207
2020-12-10,-0.0004397800019607656
2020-12-11,-0.010301678673859116
2020-12-14,0.009245281830368768
2020-12-15,0.002080069462096823
2020-12-16,0.0017728660694424914
2020-12-17,0.012840756524145736
2020-12-18,-0.0034899203552125613
2020-12-21,0.009374420371267123
2020-12-22,-0.016261047805046114
2020-12-23,0.008530259602821166
2020-12-24,-0.0014195974994424265
2020-12-25,0.008399634129127032
2020-12-28,0.004442867737546985
2020-12-29,-0.004241082390034179
2020-12-30,0.014034363830229823
2020-12-31,0.019081643358574762
2021-01-04,0.01082833928691529
2021-01-05,0.019132914496696296
2021-01-06,0.00915763344092313
2021-01-07,0.01771779025871223
2021-01-08,-0.0033056464450236245
2021-01-11,-0.009875895803324264
2021-01-12,0.028522272546270155
2021-01-13,-0.0032845322020012002
2021-01-14,-0.019274893697459272
2021-01-15,-0.002262169610970144
2021-01-18,0.011073360359680873
2021-01-19,-0.014677321575592539
2021-01-20,0.007155868055666703
2021-01-21,0.016166670951693662
2021-01-22,0.0008637424109418923
2021-01-25,0.010080692652630896
2021-01-26,-0.02007766476442474
2021-01-27,0.002727315040729872
2021-01-28,-0.027290269032757664
2021-01-29,-0.00468243106138877
2021-02-01,0.012272839024383586
2021-02-02,0.015402088478093212
2021-02-03,-0.002888644917104277
2021-02-04,-0.002051574848453974
2021-02-05,0.0017293735462386994
2021-02-08,0.01479877317306344
2021-02-09,0.021868460513817967
2021-02-10,0.021361863394614655
2021-02-18,-0.00677334756083503
2021-02-19,0.0018134376482108472
2021-02-22,-0.03140928580501068
2021-02-23,-0.0031558960216890863
2021-02-24,-0.02546742878846142
2021-02-25,0.005883162883673521
2021-02-26,-0.024279382408641914
2021-03-01,0.015369397568476328
