date,nav,return
2021-09-23,3.53,0.0005668934240361523
2021-09-24,3.491,-0.011048158640226569
2021-09-27,3.451,-0.01145803494700659
2021-09-28,3.472,0.006085192697768749
2021-09-29,3.421,-0.014688940092165925
2021-09-30,3.491,0.02046185325928107
2021-10-08,3.488,-0.0008593526210255442
2021-10-11,3.484,-0.0011467889908256534
2021-10-12,3.465,-0.005453501722158527
2021-10-13,3.479,0.004040404040404066
2021-10-14,3.481,0.0005748778384593312
2021-10-15,3.483,0.0005745475438092562
2021-10-18,3.478,-0.0014355440712029433
2021-10-19,3.528,0.014376078205865284
2021-10-20,3.543,0.004251700680272252
2021-10-21,3.518,-0.007056167090036758
2021-10-22,3.525,0.0019897669130188866
2021-10-25,3.545,0.005673758865248235
2021-10-26,3.507,-0.0107193229901269
2021-10-27,3.512,0.0014257199885943095
2021-10-28,3.542,0.008542141230068356
2021-10-29,3.573,0.008752117447769603
2021-11-01,3.618,0.012594458438287104
2021-11-02,3.595,-0.006357103372028661
2021-11-03,3.597,0.0005563282336578101
2021-11-04,3.668,0.019738671114817974
2021-11-05,3.666,-0.0005452562704472141
2021-11-08,3.686,0.0054555373704310295
2021-11-09,3.709,0.00623982637004894
2021-11-10,3.685,-0.006470746832030194
2021-11-11,3.716,0.008412483039348828
2021-11-12,3.763,0.012648008611410022
2021-11-15,3.753,-0.0026574541589157175
2021-11-16,3.751,-0.0005329070077272346
2021-11-17,3.77,0.005065315915755875
2021-11-18,3.763,-0.001856763925729421
2021-11-19,3.82,0.015147488705819834
2021-11-22,3.826,0.0015706806282722585
2021-11-23,3.818,-0.002090956612650241
2021-11-24,3.821,0.0007857517024620897
2021-11-25,3.796,-0.006542789845590202
2021-11-26,3.804,0.0021074815595363283
2021-11-29,3.77,-0.008937960042060933
2021-11-30,3.769,-0.0002652519893898697
2021-12-01,3.771,0.0005306447333510711
2021-12-02,3.741,-0.007955449482895727
2021-12-03,3.783,0.01122694466720131
2021-12-06,3.787,0.0010573618821041464
2021-12-07,3.753,-0.008978082915236274
2021-12-08,3.783,0.007993605115907298
2021-12-09,3.795,0.003172085646312439
2021-12-10,3.826,0.008168642951251748
2021-12-13,3.873,0.012284370099320485
2021-12-14,3.953,0.020655822359927578
2021-12-15,3.939,-0.0035416139640778166
2021-12-16,3.973,0.008631632394008548
2021-12-17,3.942,-0.007802668009061042
2021-12-20,3.891,-0.012937595129375978
2021-12-21,3.941,0.01285016705217168
2021-12-22,3.965,0.006089824917533626
2021-12-23,3.968,0.0007566204287516864
2021-12-24,3.913,-0.013860887096774244
2021-12-27,3.935,0.005622284692052171
2021-12-28,3.962,0.00686149936467606
2021-12-29,3.964,0.0005047955577990315
2021-12-30,3.979,0.0037840565085771605
2021-12-31,4.056,0.01935159587836144
2022-01-04,3.972,-0.020710059171597628
2022-01-05,3.924,-0.012084592145015116
2022-01-06,3.945,0.005351681957186605
2022-01-07,3.932,-0.003295310519645045
2022-01-10,3.936,0.0010172939979653517
2022-01-11,3.894,-0.010670731707317027
2022-01-12,3.928,0.008731381612737454
2022-01-13,3.859,-0.017566191446028556
2022-01-14,3.834,-0.006478362270018079
2022-01-17,3.858,0.006259780907668322
2022-01-18,3.895,0.009590461378952808
2022-01-19,3.864,-0.007958921694480092
2022-01-20,3.831,-0.008540372670807428
2022-01-21,3.818,-0.003393369877316643
2022-01-24,3.794,-0.0062860136196961625
2022-01-25,3.735,-0.015550869794412225
2022-01-26,3.765,0.008032128514056325
2022-01-27,3.719,-0.01221779548472779
2022-01-28,3.715,-0.001075557945684369
2022-02-07,3.714,-0.00026917900403766737
2022-02-08,3.711,-0.0008077544426494665
2022-02-09,3.771,0.01616814874696848
2022-02-10,3.718,-0.014054627419782584
2022-02-11,3.66,-0.01559978483055402
2022-02-14,3.608,-0.014207650273224015
2022-02-15,3.642,0.009423503325942217
2022-02-16,3.654,0.0032948929159801743
2022-02-17,3.654,0.0
2022-02-18,3.679,0.006841817186644672
2022-02-21,3.703,0.006523511823865125
2022-02-22,3.651,-0.014042668106940326
2022-02-23,3.734,0.022733497671870717
2022-02-24,3.68,-0.014461703267273696
2022-02-25,3.707,0.007336956521738935
2022-02-28,3.727,0.005395198273536517
2022-03-01,3.731,0.0010732492621410294
2022-03-02,3.697,-0.009112838381130972
2022-03-03,3.655,-0.011360562618339287
2022-03-04,3.618,-0.01012311901504781
2022-03-07,3.503,-0.03178551686014364
2022-03-08,3.441,-0.017699115044247815
2022-03-09,3.421,-0.005812263876780022
2022-03-10,3.456,0.010230926629640535
2022-03-11,3.455,-0.0002893518518518601
2022-03-14,3.363,-0.026628075253256167
2022-03-15,3.237,-0.03746654772524527
2022-03-16,3.335,0.030274945937596387
2022-03-17,3.39,0.016491754122938573
2022-03-18,3.396,0.001769911504424737
2022-03-21,3.413,0.005005889281507692
2022-03-22,3.429,0.004687957808379828
2022-03-23,3.459,0.008748906386701671
2022-03-24,3.431,-0.008094825093957758
2022-03-25,3.362,-0.02011075488195857
2022-03-28,3.333,-0.008625817965496663
2022-03-29,3.286,-0.014101410141014181
2022-03-30,3.377,0.02769324406573337
2022-03-31,3.367,-0.0029612081729345485
2022-04-01,3.367,0.0
2022-04-06,3.346,-0.006237006237006182
2022-04-07,3.28,-0.01972504482964743
2022-04-08,3.276,-0.0012195121951219523
2022-04-11,3.179,-0.029609279609279615
2022-04-12,3.21,0.009751494180559872
2022-04-13,3.196,-0.004361370716510882
2022-04-14,3.197,0.0003128911138923218
2022-04-15,3.18,-0.005317485142320888
2022-04-18,3.241,0.01918238993710686
2022-04-19,3.23,-0.00339401419315033
2022-04-20,3.22,-0.003095975232198067
2022-04-21,3.15,-0.021739130434782705
2022-04-22,3.177,0.008571428571428674
2022-04-25,3.044,-0.04186339313818066
2022-04-26,3.021,-0.007555847568988194
2022-04-27,3.133,0.037073816617014366
2022-04-28,3.151,0.005745292052345974
2022-04-29,3.271,0.03808314820691838
2022-05-05,3.291,0.0061143381228983
2022-05-06,3.239,-0.015800668489820757
2022-05-09,3.246,0.0021611608521148185
2022-05-10,3.282,0.01109057301293892
2022-05-11,3.293,0.003351614868982278
2022-05-12,3.288,-0.0015183723048892706
2022-05-13,3.305,0.005170316301703171
2022-05-16,3.316,0.0033282904689861947
2022-05-17,3.353,0.011158021712907251
2022-05-18,3.359,0.001789442290486054
2022-05-19,3.365,0.0017862459065198788
2022-05-20,3.391,0.007726597325408591
2022-05-23,3.378,-0.0038336773813034686
2022-05-24,3.294,-0.02486678507992901
2022-05-25,3.338,0.013357619914996954
2022-05-26,3.373,0.010485320551228305
2022-05-27,3.364,-0.002668247850578176
2022-05-30,3.378,0.004161712247324756
2022-05-31,3.414,0.010657193605683846
2022-06-01,3.431,0.004979496192149879
2022-06-02,3.459,0.008160886039055626
2022-06-06,3.481,0.006360219716680993
2022-06-07,3.483,0.0005745475438092562
2022-06-08,3.458,-0.007177720356014938
2022-06-09,3.402,-0.01619433198380571
2022-06-10,3.449,0.013815402704291602
2022-06-13,3.458,0.0026094520150770073
2022-06-14,3.454,-0.0011567379988433046
2022-06-15,3.459,0.001447596988998212
2022-06-16,3.463,0.001156403584851029
2022-06-17,3.473,0.002887669650591951
2022-06-20,3.517,0.012669162107687981
2022-06-21,3.494,-0.0065396644867784515
2022-06-22,3.437,-0.016313680595306357
2022-06-23,3.477,0.011638056444573719
2022-06-24,3.504,0.007765314926660993
2022-06-27,3.541,0.010559360730593603
2022-06-28,3.556,0.004236091499576489
2022-06-29,3.513,-0.012092238470191252
2022-06-30,3.563,0.014232849416453197
2022-07-01,3.556,-0.0019646365422397727
2022-07-04,3.566,0.0028121484814398467
2022-07-05,3.518,-0.01346045989904654
2022-07-06,3.492,-0.007390562819783897
2022-07-07,3.497,0.001431844215349365
2022-07-08,3.492,-0.001429796968830388
2022-07-11,3.457,-0.010022909507445665
2022-07-12,3.431,-0.007520971940989218
2022-07-13,3.433,0.0005829204313609893
2022-07-14,3.41,-0.00669967958054174
2022-07-15,3.36,-0.014662756598240567
2022-07-18,3.443,0.024702380952380976
2022-07-19,3.439,-0.0011617775196050006
2022-07-20,3.475,0.010468159348647976
2022-07-21,3.466,-0.0025899280575539807
2022-07-22,3.441,-0.00721292556260833
2022-07-25,3.417,-0.006974716652136004
2022-07-26,3.45,0.009657594381036194
2022-07-27,3.446,-0.001159420289855051
2022-07-28,3.452,0.0017411491584444772
2022-07-29,3.44,-0.0034762456546929554
2022-08-01,3.449,0.0026162790697674687
2022-08-02,3.389,-0.01739634676717894
2022-08-03,3.36,-0.00855709648863967
2022-08-04,3.383,0.006845238095238182
2022-08-05,3.423,0.011823825007389877
2022-08-08,3.441,0.005258545135845782
2022-08-09,3.458,0.004940424295263091
2022-08-10,3.441,-0.004916136495083934
2022-08-11,3.502,0.017727404824178894
2022-08-12,3.471,-0.008852084523129577
2022-08-15,3.475,0.0011524056467877575
2022-08-16,3.46,-0.004316546762589968
2022-08-17,3.48,0.005780346820809301
2022-08-18,3.478,-0.0005747126436781436
2022-08-19,3.498,0.005750431282346202
2022-08-22,3.509,0.0031446540880502027
2022-08-23,3.513,0.0011399259048161525
2022-08-24,3.448,-0.018502704241389112
2022-08-25,3.468,0.0058004640371229765
2022-08-26,3.463,-0.0014417531718569077
2022-08-29,3.459,-0.0011550678602367803
2022-08-30,3.45,-0.002601908065914982
2022-08-31,3.421,-0.008405797101449397
2022-09-01,3.401,-0.005846243788365957
2022-09-02,3.387,-0.004116436342252228
2022-09-05,3.383,-0.001180986123412997
2022-09-06,3.404,0.006207508128879713
2022-09-07,3.399,-0.001468860164512309
2022-09-08,3.401,0.0005884083553986397
2022-09-09,3.441,0.011761246692149285
2022-09-13,3.449,0.0023249055507119643
2022-09-14,3.439,-0.0028993911278630824
2022-09-15,3.413,-0.007560337307356835
2022-09-16,3.364,-0.014356870788162834
2022-09-19,3.32,-0.013079667063020217
2022-09-20,3.316,-0.001204819277108471
2022-09-21,3.306,-0.00301568154402887
2022-09-22,3.292,-0.004234724742891771
2022-09-23,3.27,-0.006682867557715633
2022-09-26,3.237,-0.010091743119266083
2022-09-27,3.275,0.011739264751312817
2022-09-28,3.232,-0.01312977099236634
2022-09-29,3.236,0.0012376237623761277
2022-09-30,3.259,0.007107540173053151
2022-10-10,3.219,-0.012273703590058305
2022-10-11,3.187,-0.009940975458216816
2022-10-12,3.229,0.013178537809852564
2022-10-13,3.214,-0.004645401052957632
2022-10-14,3.254,0.012445550715619147
2022-10-17,3.286,0.009834050399508243
2022-10-18,3.282,-0.001217285453438799
2022-10-19,3.245,-0.011273613650213288
2022-10-20,3.225,-0.006163328197226536
2022-10-21,3.211,-0.004341085271317935
2022-10-24,3.167,-0.013702896293989464
2022-10-25,3.17,0.000947268708556992
2022-10-26,3.193,0.007255520504731994
2022-10-27,3.201,0.0025054807391167166
2022-10-28,3.155,-0.01437050921587013
2022-10-31,3.119,-0.011410459587955502
2022-11-01,3.201,0.026290477717217042
2022-11-02,3.227,0.008122461730709185
2022-11-03,3.209,-0.005577936163619346
2022-11-04,3.27,0.01900903708320345
2022-11-07,3.281,0.0033639143730888055
2022-11-08,3.265,-0.00487656202377329
2022-11-09,3.252,-0.003981623277182322
2022-11-10,3.23,-0.006765067650676415
2022-11-11,3.304,0.022910216718266208
2022-11-14,3.288,-0.004842615012106588
2022-11-15,3.331,0.013077858880778725
2022-11-16,3.31,-0.006304413089162408
2022-11-17,3.307,-0.0009063444108761143
2022-11-18,3.316,0.002721499848805431
2022-11-21,3.312,-0.0012062726176116367
2022-11-22,3.339,0.008152173913043459
2022-11-23,3.33,-0.0026954177897573484
2022-11-24,3.321,-0.002702702702702675
2022-11-25,3.34,0.0057211683227942345
2022-11-28,3.312,-0.008383233532934131
2022-11-29,3.36,0.01449275362318847
2022-11-30,3.37,0.0029761904761904656
2022-12-01,3.383,0.0038575667655786905
2022-12-02,3.358,-0.007389890629618701
2022-12-05,3.432,0.02203692674210833
2022-12-06,3.424,-0.002331002331002363
2022-12-07,3.402,-0.006425233644859807
2022-12-08,3.397,-0.0014697236919459788
2022-12-09,3.422,0.007359434795407793
2022-12-12,3.407,-0.0043834015195792775
2022-12-13,3.397,-0.0029351335485765517
2022-12-14,3.395,-0.0005887547836325169
2022-12-15,3.4,0.0014727540500736325
2022-12-16,3.407,0.0020588235294118906
2022-12-19,3.352,-0.01614323451717059
2022-12-20,3.32,-0.009546539379474916
2022-12-21,3.311,-0.002710843373493921
2022-12-22,3.32,0.0027182120205375693
2022-12-23,3.316,-0.001204819277108471
2022-12-26,3.328,0.003618817852834688
2022-12-27,3.351,0.006911057692307709
2022-12-28,3.336,-0.004476275738585556
2022-12-29,3.319,-0.005095923261390856
2022-12-30,3.33,0.0033142512805062196
2022-12-31,3.329,-0.0003003003003002602
2023-01-03,3.356,0.00811054370681874
2023-01-04,3.367,0.003277711561382679
2023-01-05,3.384,0.005049005049005073
2023-01-06,3.372,-0.0035460992907800915
2023-01-09,3.386,0.004151838671411667
2023-01-10,3.381,-0.001476668635558287
2023-01-11,3.388,0.0020703933747412417
2023-01-12,3.403,0.004427390791027275
2023-01-13,3.412,0.002644725242433088
2023-01-16,3.421,0.002637749120750321
2023-01-17,3.426,0.0014615609470916002
2023-01-18,3.433,0.0020431990659659505
2023-01-19,3.446,0.003786775415088872
2023-01-20,3.482,0.010446894950667529
2023-01-30,3.47,-0.003446295232624963
2023-01-31,3.474,0.0011527377521614035
2023-02-01,3.511,0.010650546919976911
2023-02-02,3.504,-0.00199373397892344
2023-02-03,3.485,-0.005422374429223775
2023-02-06,3.465,-0.0057388809182209455
2023-02-07,3.478,0.0037518037518038394
2023-02-08,3.472,-0.0017251293847039273
2023-02-09,3.501,0.008352534562211966
2023-02-10,3.491,-0.002856326763781669
2023-02-13,3.536,0.012890289315382386
2023-02-14,3.548,0.0033936651583710287
2023-02-15,3.548,0.0
2023-02-16,3.538,-0.002818489289740711
2023-02-17,3.503,-0.009892594686263356
2023-02-20,3.598,0.02711961176134725
2023-02-21,3.603,0.0013896609227348478
2023-02-22,3.599,-0.0011101859561476468
2023-02-23,3.59,-0.0025006946373993255
2023-02-24,3.562,-0.007799442896935904
2023-02-27,3.57,0.002245929253228418
2023-02-28,3.588,0.005042016806722671
2023-03-01,3.636,0.013377926421404673
2023-03-02,3.636,0.0
2023-03-03,3.639,0.0008250825082507518
2023-03-06,3.651,0.0032976092333059093
2023-03-07,3.599,-0.014242673240208004
2023-03-08,3.598,-0.0002778549597111102
2023-03-09,3.619,0.005836575875486583
2023-03-10,3.576,-0.01188173528599068
2023-03-13,3.632,0.015659955257270708
2023-03-14,3.584,-0.013215859030836996
