,850531.SL,STIP.P,000300.SH,HSI.HK,SPX.GI,N225.GI,BRN0Y.ICE,CU00.SHF,CBA02001.CB,CBA00603.CB,
,黄金,美国国债0-5年期债券,沪深300,恒生指数,标普500,日经225,布伦特原油连续,沪铜连续,中债企业债总指数(总值)财富指数,中债国债总指数(总值)全价指数,
2016-07-21,8498.26,75.9731,3252.5227,22000.49,2165.17,16810.22,46.19,38580,162.9291,123.2046,
2016-07-22,8348.37,75.9266,3225.1621,21964.27,2175.03,16627.25,45.74,38130,162.9521,123.1298,
2016-07-25,8128.91,75.8674,3230.885,21993.44,2168.48,16620.29,44.68,38130,162.9509,123.054,
2016-07-26,8440.53,75.8412,3269.5882,22129.73,2169.18,16383.04,44.57,37760,163.0057,123.1134,
2016-07-27,8434.75,75.8899,3218.243,22218.99,2166.58,16664.82,43.36,37710,163.0771,123.2069,
2016-07-28,8517.94,75.9124,3221.1365,22174.34,2170.06,16476.84,42.6,37750,163.1672,123.2568,
2016-07-29,8309.58,76.0173,3203.9304,21891.37,2173.6,16569.27,42.49,37490,163.2629,123.3513,
2016-08-01,8418.19,75.836,3176.8091,22129.14,2170.84,16635.77,42.22,38120,163.3724,123.3935,
2016-08-02,8431.52,75.7397,3189.0529,--,2157.03,16391.45,41.97,37840,163.4531,123.418,
2016-08-03,8526.93,75.8849,3193.5073,21739.12,2163.79,16083.11,43.44,37680,163.5392,123.4591,
2016-08-04,8360.74,76.0128,3201.2888,21832.23,2164.25,16254.89,--,37570,163.6091,123.4875,
2016-08-05,8388.38,75.915,3205.1101,22146.09,2182.87,16254.45,44.42,37500,163.709,123.6086,
2016-08-08,7961.45,75.8774,3234.1833,22494.76,2180.89,16650.57,45.18,37440,163.8808,123.7335,
2016-08-09,7970.52,75.8969,3256.9813,22465.61,2181.74,16764.97,44.99,37150,163.9637,123.9821,
2016-08-10,8266.51,75.8774,3243.3409,22492.43,2175.49,16735.12,43.84,37300,164.0959,124.1316,
2016-08-11,8070.75,75.8397,3233.3604,22580.55,2185.79,--,45.96,37360,164.1095,124.1887,
2016-08-12,8096.76,75.9255,3294.2337,22766.91,2184.05,16919.92,47.08,37410,164.2198,124.3718,
2016-08-15,8168.85,75.8397,3393.4239,22932.51,2190.15,16869.56,48.1,37000,164.3438,124.6061,
2016-08-16,8302.45,75.8021,3378.2451,22910.84,2178.15,16596.51,48.9,37160,164.3716,124.5455,
2016-08-17,8149.48,75.8864,3373.0476,22799.78,2182.22,16745.64,49.8,37160,164.3815,124.4295,
2016-08-18,8158.77,76.0053,3364.4851,23023.16,2187.02,16486.01,50.9,37310,164.3544,124.404,
2016-08-19,8064.25,75.9496,3365.0197,22937.22,2183.87,16545.82,50.79,37330,164.3673,124.2415,
2016-08-22,7959.47,75.9827,3336.7949,22997.91,2182.64,16598.19,49.1,37070,164.4007,124.2583,
2016-08-23,8028.44,76.0053,3341.8298,22998.93,2186.9,16497.36,49.58,37090,164.3918,123.9922,
2016-08-24,7979.58,75.9526,3329.8631,22820.78,2175.44,16597.3,49.03,36640,164.3247,123.8604,
2016-08-25,7865.05,75.939,3308.9721,22814.95,2172.47,16555.95,49.68,36330,164.3327,123.8956,
2016-08-26,7883.87,75.766,3307.0902,22909.54,2169.04,16360.71,49.57,36430,164.3573,123.9817,
2016-08-29,7826.82,75.8443,3307.7812,22821.34,2180.38,16737.49,49.2,36420,164.4205,123.7681,
2016-08-30,7827.49,75.7946,3311.9872,23016.11,2176.12,16725.36,48.33,36250,164.3329,123.5555,
2016-08-31,7860.71,75.7562,3327.7938,22976.88,2170.95,16887.4,47.04,36320,164.3942,123.6332,
2016-09-01,7873.83,75.7343,3301.5767,23162.34,2170.86,16926.84,45.82,36500,164.3951,123.5967,
2016-09-02,7853.1,75.7494,3314.1142,23266.7,2179.98,16925.68,46.68,36600,164.4132,123.635,
2016-09-05,7911.22,--,3319.6803,23649.55,--,17037.63,47.4,36500,164.4713,123.6139,
2016-09-06,7880.11,75.9125,3342.6259,23787.68,2186.48,17081.98,47.36,36530,164.4691,123.5702,
2016-09-07,7980.59,75.9684,3340.8172,23741.81,2186.15,17012.44,48.55,36700,164.4713,123.5306,
2016-09-08,7924.04,75.96,3339.564,23919.34,2181.3,16958.77,49.69,36550,164.5103,123.5525,
2016-09-09,7806.17,75.7834,3318.044,24099.7,2127.81,16965.76,47.88,36610,164.5863,123.6353,
2016-09-12,7423.92,75.8529,3262.6043,23290.6,2159.04,16672.92,48.15,36200,164.6387,123.5572,
2016-09-13,7431.01,75.7343,3260.333,23215.76,2127.02,16729.04,47.19,36590,164.6201,123.6451,
2016-09-14,7520.52,75.7947,3238.7299,23190.64,2125.77,16614.24,45.97,36770,164.6929,123.7035,
2016-09-15,--,75.9216,--,23335.59,2147.26,16405.01,46.41,--,--,--,
2016-09-16,--,75.9382,--,--,2139.16,16519.29,46.05,--,--,--,
2016-09-18,--,--,--,--,--,--,--,--,164.7661,123.6987,
2016-09-19,7503.39,75.9004,3263.1242,23550.45,2139.12,--,45.92,37150,164.7992,123.7316,
2016-09-20,7492.55,75.9231,3257.4034,23530.86,2139.76,16492.15,46.2,37240,164.8041,123.7583,
2016-09-21,7613.31,75.9759,3266.6363,23669.9,2163.12,16807.62,47.05,37320,164.7856,123.7787,
2016-09-22,7632.94,76.0816,3291.1211,23759.8,2177.18,--,47.46,37600,164.8537,123.8375,
2016-09-23,7551.2,76.1571,3275.6665,23686.48,2164.69,16754.02,46.07,37820,164.9267,124.0063,
2016-09-26,7328.1,76.1797,3220.2838,23317.92,2146.1,16544.56,46.94,37720,165.0062,124.0624,
2016-09-27,7397.05,76.1322,3240.7546,23571.9,2159.93,16683.93,46.22,37650,165.0099,124.0553,
2016-09-28,7283.6,76.2552,3230.8904,23619.65,2171.37,16465.4,48.91,37490,165.0144,124.0534,
2016-09-29,7280.63,76.2401,3244.3874,23739.47,2151.13,16693.71,49.06,37690,165.0179,124.0668,
2016-09-30,7368.24,76.3156,3253.2848,23297.15,2168.27,16449.84,49.05,37760,165.0444,124.1163,
2016-10-03,--,76.2537,--,23584.43,2161.2,16598.67,50.8,--,--,--,
2016-10-04,--,76.1495,--,23689.44,2150.49,16735.65,51.31,--,--,--,
2016-10-05,--,76.1269,--,23788.31,2159.73,16819.24,51.61,--,--,--,
2016-10-06,--,76.1495,--,23952.5,2160.77,16899.1,52.59,--,--,--,
2016-10-07,--,76.2099,--,23851.82,2153.74,16860.09,51.69,--,--,--,
2016-10-08,--,--,--,--,--,--,--,--,165.1964,124.2565,
2016-10-09,--,--,--,--,--,--,--,--,165.2505,124.3723,
2016-10-10,7230.15,76.1722,3293.8689,--,2163.66,--,52.92,37660,165.3477,124.4437,
2016-10-11,7318.49,76.1797,3306.5573,23549.52,2136.73,17024.76,52.53,38150,165.3868,124.4479,
2016-10-12,7267.81,76.1722,3300.0099,23407.05,2139.18,16840,51.66,37920,165.4161,124.3942,
2016-10-13,7302.21,76.2175,3302.6455,23031.3,2132.55,16774.24,51.96,37710,165.5096,124.3907,
2016-10-14,7243.78,76.2514,3305.8481,23233.31,2132.98,16856.37,52,37490,165.5962,124.4979,
2016-10-17,7455.78,76.308,3277.8787,23037.54,2126.5,16900.12,51.68,37300,165.663,124.523,
2016-10-18,7491.03,76.3684,3321.3324,23394.39,2139.6,16963.61,52.15,37410,165.7048,124.5622,
2016-10-19,7483.94,76.4062,3316.2407,23304.97,2144.29,16998.91,52.54,37210,165.7286,124.7338,
2016-10-20,7486.12,76.3601,3318.6044,23374.4,2141.34,17235.5,51.39,37310,165.8163,124.9016,
2016-10-21,7430.94,76.3458,3327.74,--,2141.16,17184.59,51.92,37200,165.88,125.0845,
2016-10-24,7459.67,76.308,3367.5778,23604.08,2151.33,17234.42,51.48,37360,165.9439,124.9385,
2016-10-25,7575.78,76.2854,3367.4547,23565.11,2143.16,17365.25,50.26,38040,165.9293,124.8631,
2016-10-26,7586.98,76.2854,3354.8003,23325.43,2139.43,17391.84,49.95,37780,165.8078,124.6365,
2016-10-27,7520.25,76.2416,3345.695,23132.35,2133.04,17336.42,50.29,37850,165.7107,124.6143,
2016-10-28,7483.5,76.3005,3340.1262,22954.81,2126.41,17446.41,49.6,38270,165.7479,124.5917,
2016-10-31,7629.18,76.3156,3336.2778,22934.54,2126.15,17425.02,48.32,38410,165.7213,124.4855,
2016-11-01,7742.98,76.3156,3359.0515,23147.07,2111.72,17442.4,47.9,38770,165.6893,124.4365,
2016-11-02,8174.13,76.3156,3333.3524,22810.5,2097.94,17134.68,47.08,38610,165.734,124.4274,
2016-11-03,8111.62,76.2476,3365.085,22683.51,2088.66,--,46.28,38970,165.7826,124.4775,
2016-11-04,7973.19,76.2726,3354.1749,22642.62,2085.18,16906.5,45.6,39100,165.8138,124.4702,
2016-11-07,7902.79,76.2741,3356.5916,22801.4,2131.52,17169.5,46.33,40330,165.8499,124.2309,
2016-11-08,7904.95,76.2175,3371.1177,22909.47,2139.56,17171.38,45.82,40500,165.8004,124.1067,
2016-11-09,8542.29,76.1193,3353.0547,22415.19,2163.26,16238.5,46.5,41640,165.8152,124.1217,
2016-11-10,8192.71,76.1042,3390.6119,22839.11,2167.48,17361.5,45.66,43950,165.7598,123.977,
2016-11-11,8151.57,76.0665,3417.2211,22531.09,2164.45,17374.79,44.52,47000,165.6219,123.8742,
2016-11-14,7997.69,75.8476,3430.2482,22222.22,2164.2,17672.62,44.76,45620,165.5414,123.5009,
2016-11-15,8044.99,75.8853,3429.8697,22323.91,2180.39,17662.5,46.91,43280,165.3823,123.2836,
2016-11-16,8010.65,75.908,3429.5921,22280.53,2176.94,17862.5,46.34,44580,165.3255,123.205,
2016-11-17,7996.21,75.8778,3436.535,22262.88,2187.12,17872.5,46,43650,165.1834,122.9118,
2016-11-18,7807.42,75.8098,3417.4554,22344.21,2181.9,17967.41,46.89,44150,165.0868,122.966,
2016-11-21,7861.26,75.8702,3441.1106,22357.78,2198.18,18106.02,49.04,45130,165.0684,122.9509,
2016-11-22,7895.46,75.9049,3468.3637,22678.07,2202.94,18162.94,49.05,46140,165.1009,123.0248,
2016-11-23,7903.26,75.8249,3474.7289,22676.69,2204.72,--,48.88,45750,165.0807,123.1493,
2016-11-24,7782.96,--,3488.7402,22608.49,--,18333.41,48.86,48130,165.0671,123.1673,
2016-11-25,7698.96,75.7872,3521.2984,22723.45,2213.35,18381.22,47.12,48060,165.0087,123.1005,
2016-11-28,7901.71,75.7947,3535.0807,22830.57,2201.72,18356.89,48.09,49150,164.9922,123.2348,
2016-11-29,7836.31,75.8174,3564.0404,22737.07,2204.66,18307.04,46.34,46640,164.8207,122.8969,
2016-11-30,7752.96,75.9231,3538.001,22789.77,2198.81,18308.48,50.45,45700,164.2927,122.6298,
2016-12-01,7880.15,75.8946,3565.036,22878.23,2191.08,18513.12,53.7,46920,163.7575,122.1829,
2016-12-02,7844.79,75.9702,3528.9547,22564.82,2191.95,18426.08,54.49,46410,163.5096,122.1198,
2016-12-05,7614.31,75.9853,3469.4073,22505.55,2204.71,18274.99,54.19,47070,163.4404,122.0079,
2016-12-06,7537.18,76.0005,3459.1533,22675.15,2212.23,18360.54,53.89,47370,162.9263,121.3646,
2016-12-07,7560.54,76.0534,3475.7473,22800.92,2241.35,18496.69,53.02,48010,162.8877,121.5169,
2016-12-08,7639.94,76.0912,3470.1426,22861.84,2246.19,18765.47,53.98,46950,163.0316,121.621,
2016-12-09,7633.65,76.0307,3493.7004,22760.98,2259.53,18996.37,54.36,47180,163.0311,121.6053,
2016-12-12,7446.48,76.0534,3409.1794,22433.02,2256.96,19155.03,55.45,46950,162.8886,121.0126,
2016-12-13,7415.27,76.0156,3405.0355,22446.7,2271.72,19250.52,55.23,46640,162.4246,120.6369,
2016-12-14,7672.29,75.766,3378.9453,22456.62,2253.28,19253.61,53.72,46260,161.9371,120.3943,
2016-12-15,7469.37,75.6299,3340.4338,22059.4,2262.03,19273.79,54.23,46450,160.9633,119.2503,
2016-12-16,7409.52,75.6224,3346.0305,22020.75,2258.07,19401.15,55.33,46300,160.685,119.2597,
2016-12-19,7432.15,75.6904,3328.9827,21832.68,2262.53,19391.6,55.07,45510,160.4213,118.8116,
2016-12-20,7345.06,75.7963,3309.0641,21729.06,2270.76,19494.53,55.54,44780,159.8914,118.6583,
2016-12-21,7410.62,75.8114,3338.536,21809.8,2265.18,19444.49,54.53,45190,160.0495,118.9912,
2016-12-22,7342,75.8946,3335.672,21636.2,2260.96,19427.67,54.9,44400,160.4077,119.5393,
2016-12-23,7271.92,75.9097,3307.5991,21574.76,2263.79,--,55.08,44960,160.8468,119.8308,
2016-12-26,7203.01,--,3322.4006,--,--,19396.64,--,44040,161.046,120.1229,
2016-12-27,7254.82,75.9248,3316.3852,--,2268.88,19403.06,56.23,44580,161.2547,120.1136,
2016-12-28,7278.71,76.0307,3301.8887,21754.74,2249.92,19401.72,55.93,45440,161.2942,120.2453,
2016-12-29,7371.06,76.0458,3297.7648,21790.91,2249.26,19145.14,56.13,45600,161.5035,120.7166,
2016-12-30,7375.75,76.1668,3310.0808,22000.56,2238.83,19114.37,56.75,45200,161.72,121.0614,
2016-12-31,--,--,--,--,--,--,--,--,161.7501,121.0778,
2017-01-03,7411.46,76.1547,3342.2272,22150.4,2257.83,--,55.56,45450,161.9947,120.7505,
2017-01-04,7431.87,76.2046,3368.3117,22134.47,2270.75,19594.16,56.47,45270,162.1309,120.5227,
2017-01-05,7540.5,76.2803,3367.7892,22456.69,2269,19520.69,56.9,45480,162.1702,120.3291,
2017-01-06,7463.57,76.182,3347.6665,22503.01,2276.98,19454.33,56.75,45090,162.1857,120.407,
2017-01-09,7403.18,76.2046,3363.9014,22558.69,2268.9,--,54.82,45420,162.3007,120.5198,
2017-01-10,7484.54,76.2122,3358.2716,22744.85,2268.9,19301.44,53.63,45910,162.4188,120.5851,
2017-01-11,7445.7,76.2576,3334.4954,22935.35,2275.32,19364.67,55.33,46880,162.5303,120.3711,
2017-01-12,7476.18,76.3446,3317.6241,22829.02,2270.44,19134.7,56.11,46720,162.6024,120.4748,
2017-01-13,7332.4,76.2954,3319.9122,22937.38,2274.64,19287.28,55.59,47100,162.6742,120.4807,
2017-01-16,7322.25,--,3319.4455,22718.15,--,19095.24,55.68,47580,162.7144,120.3488,
2017-01-17,7424.25,76.4164,3326.3563,22840.97,2267.89,18813.53,55.47,46610,162.4934,120.1556,
2017-01-18,7446.1,76.2576,3339.3653,23098.26,2271.89,18894.37,54.25,46480,162.2599,120.1663,
2017-01-19,7292.62,76.2576,3329.2891,23049.96,2263.69,19072.25,54.21,46580,162.1288,120.146,
2017-01-20,7347.57,76.3476,3354.8891,22885.91,2271.31,19137.91,55.49,45980,162.23,120.2206,
2017-01-22,--,--,--,--,--,--,--,--,162.3442,120.2049,
2017-01-23,7450.32,76.4164,3364.0808,22898.52,2265.2,18891.03,55.37,46750,162.3865,120.2376,
2017-01-24,7409.04,76.371,3364.4509,22949.86,2280.07,18787.99,55.16,46940,162.3988,119.9918,
2017-01-25,7356.02,76.3105,3375.9042,23049.12,2298.37,19057.5,55.29,47490,162.2001,119.702,
2017-01-26,7429.52,76.3559,3387.9606,23374.17,2296.68,19402.39,56.18,47770,162.2129,119.6676,
2017-01-27,--,76.4466,--,23360.78,2294.69,19467.4,55.46,--,--,--,
2017-01-30,--,76.4693,--,--,2280.9,19368.85,55.25,--,--,--,
2017-01-31,--,76.5412,--,--,2278.87,19041.34,55.68,--,--,--,
2017-02-01,--,76.5449,--,23318.39,2279.55,19148.08,56.59,--,--,--,
2017-02-02,--,76.5525,--,23184.52,2280.85,18914.58,56.74,--,--,--,
2017-02-03,7465.57,76.5676,3364.4923,23129.21,2297.42,18918.2,56.72,46620,162.0783,119.3219,
2017-02-04,--,--,--,--,--,--,--,--,161.9802,119.3048,
2017-02-06,7490.97,76.6054,3373.2051,23348.24,2292.56,18976.71,55.89,46460,161.7502,118.9048,
2017-02-07,7635.06,76.5449,3365.6849,23331.57,2293.08,18910.78,54.66,46670,161.3305,118.825,
2017-02-08,7582.83,76.5223,3383.2878,23485.13,2294.67,19007.6,55.16,47450,161.2009,118.8517,
2017-02-09,7611.34,76.4693,3396.2924,23525.14,2307.87,18907.67,55.74,47140,161.3497,119.0533,
2017-02-10,7524.52,76.4769,3413.4868,23574.98,2316.1,19378.93,56.61,47350,161.4222,118.9947,
2017-02-13,7588.31,76.3937,3436.275,23710.98,2328.25,19459.15,55.66,49500,161.5161,118.9994,
2017-02-14,7590.79,76.303,3435.8042,23703.01,2337.58,19238.98,55.8,49630,161.5549,119.0242,
2017-02-15,7452.45,76.3559,3421.7131,23994.87,2349.25,19437.98,55.69,48300,161.5513,118.9997,
2017-02-16,7530.46,76.4693,3440.9331,24107.7,2347.22,19347.53,55.81,48560,161.5779,119.1147,
2017-02-17,7487.73,76.5147,3421.4419,24033.74,2351.16,19234.62,55.72,48220,161.6742,119.3228,
2017-02-20,7502.67,--,3471.3926,24146.08,--,19251.08,56.15,48520,161.7865,119.5621,
2017-02-21,7574.81,76.5298,3482.823,23963.63,2365.38,19381.44,56.67,48690,161.8205,119.4252,
2017-02-22,7560.48,76.5903,3489.7567,24201.96,2362.82,19379.87,56.19,48470,161.792,119.5073,
2017-02-23,7607.21,76.6501,3473.3236,24114.86,2363.81,19371.46,56.47,48220,161.8692,119.5848,
2017-02-24,7615.59,76.7416,3473.8517,23965.7,2367.34,19283.54,56.04,47600,161.9976,119.5025,
2017-02-27,7574.24,76.6054,3446.2228,23925.05,2369.73,19107.47,55.88,47530,162.0589,119.5643,
2017-02-28,7530.79,76.5903,3452.8103,23740.73,2363.64,19118.99,55.56,47460,162.0298,119.5214,
2017-03-01,7504.32,76.4466,3458.4376,23776.49,2395.96,19393.54,56.28,48420,161.9849,119.4456,
2017-03-02,7435.82,76.3256,3435.0963,23728.07,2381.92,19564.8,55.03,48440,161.9466,119.438,
2017-03-03,7261.64,76.5147,3427.8628,23552.72,2383.12,19469.17,55.71,48050,161.9035,119.4267,
2017-03-06,7291.86,76.4663,3446.484,23596.28,2375.31,19379.14,55.94,47680,161.8955,119.3545,
2017-03-07,7294.23,76.4693,3453.9565,23681.07,2368.39,19344.15,55.6,47530,161.7861,119.3279,
2017-03-08,7259.89,76.3483,3448.7313,23782.27,2362.98,19254.03,53.16,46910,161.7392,119.1362,
2017-03-09,7173.05,76.25,3426.9438,23501.56,2364.87,19318.58,52.38,46200,161.6404,119.1069,
2017-03-10,7182.5,76.25,3427.8916,23568.67,2372.6,19604.61,51.27,46300,161.5122,119.0947,
2017-03-13,7319.73,76.1971,3458.098,23829.67,2373.47,19633.75,51.33,47020,161.4369,119.2063,
2017-03-14,7279.09,76.1517,3456.6934,23827.95,2365.45,19609.5,51.84,46850,161.4121,119.2625,
2017-03-15,7326.88,76.4693,3463.6436,23792.85,2385.26,19577.38,52,47220,161.5151,119.2566,
2017-03-16,7368.33,76.4164,3481.5066,24288.28,2381.38,19590.14,51.74,47920,161.6572,119.4387,
2017-03-17,7316.84,76.492,3445.8051,24309.93,2378.25,19521.59,51.67,47550,161.6863,119.3412,
2017-03-20,7343.41,76.5215,3449.6126,24501.99,2373.47,--,51.72,47680,161.7277,119.2025,
2017-03-21,7277.93,76.5449,3466.3468,24593.12,2344.02,19455.88,50.85,47100,161.634,119.0792,
2017-03-22,7334.19,76.5752,3450.0502,24320.41,2348.45,19041.38,50.68,46470,161.7177,119.0937,
2017-03-23,7366.39,76.5676,3461.9782,24327.7,2345.96,19085.31,50.51,46950,161.7724,119.0573,
2017-03-24,7265.37,76.5828,3489.5997,24358.27,2343.98,19262.53,50.97,46910,161.9186,119.3006,
2017-03-27,7397.08,76.6281,3478.0385,24193.7,2341.59,18985.59,50.79,46110,162.0911,119.4313,
2017-03-28,7333.3,76.5752,3469.8093,24345.87,2358.57,19202.87,51.35,46580,162.2327,119.4473,
2017-03-29,7318.19,76.6735,3465.1933,24392.05,2361.13,19217.48,52.44,47300,162.2618,119.4174,
2017-03-30,7134.86,76.6274,3436.758,24301.09,2368.06,19063.22,52.86,47240,162.2485,119.4226,
2017-03-31,7125.67,76.7189,3456.0455,24111.59,2362.72,18909.26,52.74,47540,162.2875,119.4405,
2017-04-01,--,--,--,--,--,--,--,--,162.3207,119.4994,
2017-04-03,--,76.7924,--,24261.48,2358.84,18983.23,53.1,--,--,--,
2017-04-04,--,76.747,--,--,2360.16,18810.25,54.26,--,--,--,
2017-04-05,7200.39,76.8227,3503.8932,24400.8,2352.95,18861.27,54.01,47220,162.4522,119.4236,
2017-04-06,7229.91,76.7773,3514.0469,24273.72,2357.49,18597.06,54.9,47620,162.4386,119.4043,
2017-04-07,7453.85,76.6713,3517.4634,24267.3,2355.54,18664.63,55.26,46950,162.501,119.4269,
2017-04-10,7346.48,76.6713,3505.1392,24262.18,2357.16,18797.88,56,46890,162.6169,119.3842,
2017-04-11,7497.54,76.7394,3517.328,24088.46,2353.78,18747.87,56.29,46470,162.6252,119.4024,
2017-04-12,7500.35,76.8303,3509.4387,24313.5,2344.78,18552.61,55.62,46040,162.6784,119.3305,
2017-04-13,7498.42,76.8681,3514.5662,24261.66,2328.95,18426.84,55.64,46250,162.6869,119.3974,
2017-04-14,7605.21,--,3486.5045,--,--,18335.63,--,45900,162.6108,119.164,
2017-04-17,7417.62,76.7092,3479.9417,--,2349.01,18355.26,55.48,46890,162.4347,118.7694,
2017-04-18,7364.05,76.7243,3462.7429,23924.54,2342.19,18418.59,54.82,45780,162.3009,118.5999,
2017-04-19,7313.27,76.6524,3445.8761,23825.88,2338.17,18432.2,53.08,45770,162.197,118.5892,
2017-04-20,7185.37,76.6562,3461.5481,24056.98,2355.84,18430.49,52.99,45550,162.035,118.4762,
2017-04-21,7201.42,76.6713,3466.7865,24042.02,2348.69,18620.75,52.05,45980,161.8506,118.24,
2017-04-24,6965.8,76.6638,3431.2587,24139.48,2374.15,18875.88,51.61,45870,161.6651,117.9654,
2017-04-25,6980.75,76.6486,3440.9743,24455.94,2388.61,19079.33,51.97,45980,161.5509,118.0659,
2017-04-26,6988.33,76.6562,3445.1832,24578.43,2387.45,19289.43,51.5,46160,161.6134,118.0295,
2017-04-27,6981.63,76.6183,3446.7202,24698.48,2388.77,19251.87,51.7,46200,161.71,118.0596,
2017-04-28,7034.41,76.6562,3439.753,24615.13,2384.2,19196.74,51.71,46310,161.7466,117.9782,
2017-05-01,--,76.5812,--,--,2388.33,19310.52,51.46,--,--,--,
2017-05-02,6975.3,76.56,3426.5766,24696.13,2391.17,19445.7,51.13,46680,161.7999,117.8565,
2017-05-03,6959.79,76.475,3413.1282,--,2388.13,--,50.62,46500,161.6269,117.6331,
2017-05-04,6865.16,76.337,3404.3864,24683.88,2389.52,--,48.35,45160,161.5506,117.4735,
2017-05-05,6820.08,76.384,3382.5502,24476.35,2399.29,--,49.48,44980,161.5113,117.4148,
2017-05-08,6747.97,76.3347,3358.8125,24577.91,2399.38,19895.7,49.45,44650,161.3755,117.1869,
2017-05-09,6726.05,76.2779,3352.5324,24889.03,2396.92,19843,48.99,44730,161.2028,117,
2017-05-10,6634.43,76.331,3337.7007,25015.42,2399.63,19900.09,50.28,44790,160.889,116.67,
2017-05-11,6564.23,76.4447,3356.6459,25125.55,2394.44,19961.55,50.77,45150,160.7851,116.8636,
2017-05-12,6598.69,76.4447,3385.3787,25156.34,2390.9,19883.9,50.91,44860,160.7236,116.7248,
2017-05-15,6632.89,76.422,3399.1937,25371.59,2402.32,19869.85,51.8,45280,160.7799,116.7814,
2017-05-16,6687.77,76.422,3428.6491,25335.94,2400.67,19919.82,51.23,45150,160.7146,116.7476,
2017-05-17,6690.48,76.5357,3409.9656,25293.63,2357.03,19814.88,52.09,45360,160.7017,116.4751,
2017-05-18,6581.22,76.5129,3398.1127,25136.52,2365.72,19553.86,52.5,44920,160.6905,116.5019,
2017-05-19,6426.39,76.5888,3403.8492,25174.87,2381.73,19590.76,53.8,45280,160.6495,116.3965,
2017-05-22,6350.92,76.5509,3411.2387,25391.34,2394.02,19678.28,53.74,45780,160.66,116.225,
2017-05-23,6271.32,76.5281,3424.194,25403.15,2398.42,19613.28,54.16,45720,160.5963,116.2395,
2017-05-24,6172.29,76.5653,3424.1669,25428.5,2404.39,19742.98,53.86,45730,160.5966,116.3225,
2017-05-25,6224.05,76.5205,3485.6581,25630.78,2415.07,19813.13,51.33,45950,160.6222,116.4686,
2017-05-26,6300.39,76.566,3480.4345,25639.27,2415.82,19686.84,52.23,45940,160.5959,116.4189,
2017-05-27,--,--,--,--,--,--,--,--,160.6385,116.4745,
2017-05-29,--,--,--,25701.63,--,19682.57,52.25,--,--,--,
2017-05-30,--,76.6115,--,--,2412.91,19677.85,51.8,--,--,--,
2017-05-31,6292.32,76.5964,3492.8845,25660.65,2411.8,19650.57,50.29,45180,160.7465,116.7103,
2017-06-01,6188.51,76.607,3497.7382,25809.22,2430.06,19860.03,50.4,45300,160.7653,116.7079,
2017-06-02,6204.68,76.6549,3486.5074,25924.05,2439.07,20177.28,49.95,45320,160.8163,116.6976,
2017-06-05,6346.96,76.5941,3468.7538,25862.99,2436.1,20170.82,49.48,45200,160.8712,116.8046,
2017-06-06,6392.25,76.6397,3492.8816,25997.14,2429.33,19979.9,49.97,44860,160.9111,116.7321,
2017-06-07,6439.82,76.5637,3533.8718,25974.16,2433.14,19984.62,48.2,44850,160.9201,116.644,
2017-06-08,6391.45,76.5485,3560.9786,26063.06,2433.79,19909.26,47.87,45130,160.9637,116.6005,
2017-06-09,6354.06,76.5182,3576.1703,26030.29,2431.77,20013.26,48.3,45850,161.0037,116.6925,
2017-06-12,6308.24,76.465,3574.3894,25708.04,2429.39,19908.58,48.27,46150,161.1882,117.0824,
2017-06-13,6388.6,76.465,3582.2674,25852.1,2440.35,19898.75,48.23,45710,161.3733,117.1605,
2017-06-14,6414.65,76.2447,3535.2987,25875.9,2437.92,19883.52,46.9,45760,161.5325,117.3045,
2017-06-15,6431.61,76.146,3528.7926,25565.34,2432.46,19831.82,46.79,45310,161.7,117.3308,
2017-06-16,6401.29,76.2295,3518.7611,25626.49,2433.15,19943.26,47.29,45440,161.8342,117.0041,
2017-06-19,6406.23,76.1384,3553.6653,25924.55,2453.46,20067.75,46.81,45570,162.1702,117.3383,
2017-06-20,6420.46,76.1308,3546.494,25843.04,2437.03,20230.41,45.84,45760,162.4266,117.4159,
2017-06-21,6428.95,76.1232,3587.955,25694.58,2435.61,20138.79,44.78,45460,162.6553,117.1921,
2017-06-22,6436.53,76.2447,3590.3425,25674.53,2434.5,20110.51,45.29,45720,162.6744,117.0267,
2017-06-23,6412.11,76.2827,3622.8831,25670.05,2438.3,20132.67,45.61,46560,162.7162,117.0562,
2017-06-26,6437.69,76.3359,3668.0919,25871.89,2439.07,20153.35,45.94,46680,162.8966,117.2277,
2017-06-27,6447.25,76.2903,3674.7152,25839.99,2419.38,20225.09,46.18,46640,163.1012,117.369,
2017-06-28,6466.18,76.3966,3646.1666,25683.5,2440.69,20130.41,47.44,46830,163.2696,117.3278,
2017-06-29,6473.15,76.3055,3668.8279,25965.42,2419.7,20220.3,47.28,47300,163.4214,117.305,
2017-06-30,6490.45,76.2447,3666.7977,25764.58,2423.41,20033.43,47.9,47380,163.4529,117.179,
2017-07-03,6484.9,76.2516,3650.8463,25784.17,2429.01,20055.8,49.6,47380,163.5604,117.0144,
2017-07-04,6493.18,--,3619.9841,25389.01,--,20032.35,49.68,46840,163.5626,116.9953,
2017-07-05,6511.18,76.2364,3659.6795,25521.97,2432.54,20081.63,--,46950,163.6037,117.1452,
2017-07-06,6589.5,76.2135,3660.0967,25465.22,2409.75,19994.06,--,46780,163.6972,117.2599,
