,850531.SL,STIP.P,000300.SH,HSI.HK,SPX.GI,N225.GI,BRN0Y.ICE,CU00.SHF,CBA02001.CB,CBA00603.CB,
,黄金,美国国债0-5年期债券,沪深300,恒生指数,标普500,日经225,布伦特原油连续,沪铜连续,中债企业债总指数(总值)财富指数,中债国债总指数(总值)全价指数,
2023-07-11,12854.78,88.258,3869.4861,18659.83,4439.26,32203.57,79.41,68370,225.1867,126.8977,
2023-07-12,12871.98,88.6318,3843.4369,18860.95,4472.16,31943.93,80.12,68040,225.2339,126.9176,
2023-07-13,13133.61,88.9326,3898.4229,19350.62,4510.04,32419.33,81.54,68890,225.2926,126.9423,
2023-07-14,12975.79,88.6227,3899.1027,19413.78,4505.42,32391.26,79.68,69520,225.3109,126.9137,
2023-07-17,13160.16,88.6956,3867.1749,--,4522.79,--,78.56,68920,225.4282,126.9539,
2023-07-18,13243.14,88.6956,3854.9393,19015.72,4554.98,32493.89,79.84,68510,225.5314,127.0695,
2023-07-19,13546.6,88.7412,3850.8663,18952.31,4565.72,32896.03,79.55,68760,225.5701,127.1113,
2023-07-20,13318.43,88.6956,3823.6946,18928.02,4534.87,32490.52,79.64,68500,225.6278,127.1411,
2023-07-21,13252.68,88.7412,3821.91,19075.26,4536.34,32304.25,80.86,68720,225.7214,127.2679,
2023-07-24,13192.95,88.7959,3805.221,18668.15,4554.64,32700.94,82.78,68290,225.8404,127.3751,
2023-07-25,13110.28,88.7321,3915.1153,19434.4,4567.46,32682.51,83.41,69040,225.6861,126.9152,
2023-07-26,13389.96,88.8414,3907.0128,19365.14,4566.75,32668.34,83.03,69200,225.6887,127.015,
2023-07-27,13272.3,88.65,3902.3458,19639.11,4537.41,32891.16,83.86,69060,225.7681,127.142,
2023-07-28,13043.23,88.805,3992.7376,19916.56,4582.23,32759.23,84.75,69200,225.7701,127.0868,
2023-07-31,12999.63,88.9053,4014.6301,20078.94,4588.96,33172.22,85.56,69710,225.7486,127.0204,
2023-08-01,13221.14,88.7292,3998.001,20011.12,4576.73,33476.58,85.78,70730,225.7918,127.0626,
2023-08-02,13115.08,88.711,3969.895,19517.38,4513.39,32707.69,83.35,69530,225.8495,127.1268,
2023-08-03,13028.17,88.6105,4004.9839,19420.87,4501.89,32159.28,85.19,69020,225.9369,127.1999,
2023-08-04,13096.27,88.9942,4020.5792,19539.46,4478.03,32192.75,86,69490,226.0446,127.2101,
2023-08-07,13233.66,89.0947,3990.1531,19537.92,4518.44,32254.56,85.86,69150,226.1438,127.2589,
2023-08-08,13528.1,89.0856,3979.7322,19184.17,4499.38,32377.29,86.15,68900,226.2391,127.2825,
2023-08-09,13425.34,89.0125,3967.5652,19246.03,4467.71,32204.33,87.41,68740,226.311,127.2887,
2023-08-10,13403.69,88.8846,3975.7166,19248.26,4468.83,32473.65,86.35,68750,226.3848,127.2686,
2023-08-11,13064.46,88.848,3884.2538,19075.19,4464.05,--,86.58,68350,226.4735,127.2972,
2023-08-14,13165.16,88.7201,3855.9061,18773.55,4489.72,32059.91,86.21,68040,226.6329,127.3979,
2023-08-15,12951.6,88.6379,3846.5357,18581.11,4437.86,32238.89,85.06,68700,226.7713,127.6202,
2023-08-16,12842.25,88.5191,3818.3338,18329.3,4404.33,31766.82,83.32,67550,226.8838,127.6927,
2023-08-17,12922.87,88.5922,3831.1008,18326.63,4370.36,31626,83.9,67980,226.9285,127.6696,
2023-08-18,12670.72,88.6653,3784.0038,17950.85,4369.71,31450.76,84.86,68000,226.9885,127.7337,
2023-08-21,12688.92,88.5739,3729.555,17623.29,4399.77,31565.64,84.56,68500,227.1409,127.9849,
2023-08-22,13015.22,88.583,3758.2271,17791.01,4387.55,31856.71,83.86,68670,227.2275,127.9626,
2023-08-23,12916.23,88.8663,3696.6339,17845.92,4436.01,32010.26,83.02,69130,227.2846,127.9871,
2023-08-24,13632.98,88.7292,3723.4293,18212.17,4376.31,32287.21,83.21,69070,227.3365,128.0049,
2023-08-25,13401.03,88.7018,3709.1517,17956.38,4405.71,31624.28,84.79,69150,227.4052,127.8932,
2023-08-28,13394.14,88.7018,3752.6194,18130.74,4433.31,32169.99,84.35,69130,227.388,127.7738,
2023-08-29,13547.79,88.9485,3790.1067,18484.03,4497.63,32226.97,85.48,69420,227.3613,127.7182,
2023-08-30,13700.64,88.9394,3788.5097,18482.86,4514.87,32333.46,85.94,69610,227.3804,127.7506,
2023-08-31,13648.45,89.0399,3765.2678,18382.06,4507.66,32619.34,86.83,69790,227.4251,127.808,
2023-09-01,13632.9,88.9882,3791.4912,--,4515.77,32710.62,88.94,70070,227.4228,127.6358,
2023-09-04,13688.36,--,3848.9517,18844.16,--,32939.18,89,69700,227.3278,127.3548,
2023-09-05,13618.69,88.9791,3820.3174,18456.91,4496.83,33036.76,90.05,69370,227.3315,127.3219,
2023-09-06,13472.68,88.8599,3812.0283,18449.98,4465.48,33241.02,90.62,69780,227.231,127.1251,
2023-09-07,13371.34,89.0341,3758.4748,18202.07,4451.14,32991.08,89.76,69510,226.9976,127.0319,
2023-09-08,13568.4,89.0707,3739.9927,--,4457.49,32606.84,90.44,69080,226.7673,127.0288,
2023-09-11,13778.7,89.1349,3767.537,18096.45,4487.46,32467.76,90.64,69370,226.6159,127.0148,
2023-09-12,13655.13,89.1257,3760.6048,18025.89,4461.9,32776.37,91.96,69420,226.6536,127.0854,
2023-09-13,13730.11,89.2174,3736.6513,18009.22,4467.44,32706.52,92.19,69330,226.7959,127.1518,
2023-09-14,14104.82,89.1991,3733.5077,18047.92,4505.1,33168.1,94.18,69700,226.9501,127.2487,
2023-09-15,14071.12,89.1441,3708.7766,18182.89,4450.32,33533.09,94.27,70010,227.065,127.0868,
2023-09-18,13924.41,89.1807,3727.711,17930.55,4453.53,--,94.56,69450,227.0643,126.9449,
2023-09-19,13992.75,89.0982,3720.5021,17997.17,4443.95,33242.59,94.5,68790,227.0618,126.9131,
2023-09-20,13938.25,88.9515,3705.6898,17885.6,4402.2,33023.78,93.16,68740,227.0995,126.8872,
2023-09-21,13708.11,88.8874,3672.4448,17655.41,4330,32571.03,93.3,68510,227.1927,126.9344,
2023-09-22,13551.96,88.9882,3738.9327,18057.45,4320.06,32402.41,93.83,68210,227.2311,126.8403,
2023-09-25,13615.02,88.814,3714.6037,17729.29,4337.44,32678.62,93.28,67870,227.2965,126.6921,
2023-09-26,13534.93,88.7224,3692.8928,17466.9,4273.53,32315.05,94.09,67380,227.2365,126.6276,
2023-09-27,13399.41,88.7132,3700.495,17611.87,4274.51,32371.9,96.71,67200,227.2383,126.6275,
2023-09-28,13313.31,88.924,3689.5172,17373.03,4299.7,31872.52,95.19,67460,227.3493,126.7593,
2023-09-29,--,88.8507,--,17809.66,4288.05,31857.62,95.34,--,--,--,
2023-10-02,--,88.6738,--,--,4288.39,31759.88,90.5,--,--,--,
2023-10-03,--,88.4534,--,17331.22,4229.45,31237.94,91.12,--,--,--,
2023-10-04,--,88.5636,--,17195.84,4263.75,30526.88,86.02,--,--,--,
2023-10-05,--,88.637,--,17213.87,4258.19,31075.36,84.35,--,--,--,
2023-10-06,--,88.5269,--,17485.98,4308.5,30994.67,84.49,--,--,--,
2023-10-07,--,--,--,--,--,--,--,--,227.604,126.9138,
2023-10-08,--,--,--,--,--,--,--,--,227.6215,126.9474,
2023-10-09,13393.89,88.9401,3684.7272,17517.4,4335.66,--,88.28,67510,227.6856,126.9163,
2023-10-10,13508.14,88.9309,3657.1259,17664.73,4358.24,31746.53,87.72,66550,227.6968,126.8357,
2023-10-11,13172.72,88.9676,3667.5483,17893.1,4376.95,31936.51,85.53,66980,227.6669,126.6844,
2023-10-12,13334.71,88.9584,3702.3824,18238.21,4349.61,32494.66,86.24,66970,227.6433,126.6431,
2023-10-13,13265.67,89.1788,3663.4104,17813.45,4327.78,32315.99,90.9,66460,227.689,126.7843,
2023-10-16,13508.15,89.1788,3626.5972,17640.36,4373.63,31659.03,90.17,66520,227.7873,126.7164,
2023-10-17,13469.57,88.9309,3639.4018,17773.34,4373.2,32040.29,90.88,65880,227.8006,126.6165,
2023-10-18,13388.82,88.9033,3610.5767,17732.52,4314.6,32042.25,91.39,66700,227.8158,126.5677,
2023-10-19,13272.44,89.0502,3533.5445,17295.89,4278,31430.62,93.05,66470,227.7479,126.4392,
2023-10-20,13273.87,89.188,3510.5889,17172.13,4224.16,31259.36,92.5,66160,227.7155,126.4707,
2023-10-23,13039.33,89.1421,3474.2438,--,4217.04,30999.55,90.51,65830,227.7691,126.4935,
2023-10-24,13106.53,89.0594,3487.1302,16991.53,4247.68,31062.35,88.08,66600,227.7333,126.4116,
2023-10-25,13098.06,89.0043,3504.4576,17085.33,4186.77,31269.92,90.17,67000,227.7661,126.468,
2023-10-26,13281.83,89.1972,3514.1448,17044.61,4137.23,30601.78,88.31,66660,227.8274,126.4987,
2023-10-27,13238.5,89.3441,3562.3851,17398.73,4117.37,30991.69,90.47,67010,227.8817,126.4574,
2023-10-30,12935.05,89.2706,3583.7718,17406.36,4166.82,30696.96,87.87,67420,228.0182,126.5047,
2023-10-31,12995.96,89.188,3572.5056,17112.48,4193.8,30858.85,85.62,67450,228.0772,126.615,
2023-11-01,12875.79,89.4687,3571.0268,17101.78,4237.86,31601.65,84.9,67380,228.1478,126.6506,
2023-11-02,12744.33,89.4871,3554.1889,17230.59,4317.78,31949.89,86.99,67500,228.2512,126.8052,
2023-11-03,12652.79,89.7637,3584.1364,17664.12,4358.34,--,85.17,67840,228.3262,126.7799,
2023-11-06,12587.85,89.6439,3632.6084,17966.59,4365.98,32708.48,85.21,67710,228.4349,126.8047,
2023-11-07,12486.75,89.6623,3619.7593,17670.16,4378.38,32271.82,81.41,67550,228.507,126.8059,
2023-11-08,12387.85,89.607,3611.0723,17568.46,4382.78,32166.48,79.71,67650,228.5598,126.8265,
2023-11-09,12311.66,89.3765,3612.8263,17511.29,4347.35,32646.46,79.87,67440,228.6523,126.8847,
2023-11-10,12328,89.3581,3586.4893,17203.26,4415.24,32568.11,81.7,67530,228.7636,126.936,
2023-11-13,12472.11,89.441,3579.4141,17426.21,4411.55,32585.11,82.7,67510,228.9193,127.0292,
2023-11-14,12374.64,89.7545,3582.0584,17396.86,4495.7,32695.93,82.37,67780,229.0229,126.9943,
2023-11-15,12528.59,89.5886,3607.2454,18079,4502.88,33519.7,81.07,68500,229.0949,126.9394,
2023-11-16,12472.34,89.6992,3572.3641,17832.82,4508.24,33424.41,77.45,67850,229.2019,127.0234,
2023-11-17,12757.49,89.7545,3568.0685,17454.19,4514.02,33585.2,80.54,67920,229.2869,127.0629,
2023-11-20,12605.41,89.8652,3576.3233,17778.07,4547.38,33388.03,82.03,67920,229.4234,127.0083,
2023-11-21,12671.02,89.8283,3581.0674,17733.89,4538.19,33354.14,82.39,68280,229.5112,126.9332,
2023-11-22,12599.48,89.8375,3544.4162,17734.6,4556.62,33451.83,81.66,68090,229.5276,126.8335,
2023-11-23,12529.1,--,3561.5204,17910.84,--,--,81.28,68030,229.493,126.6433,
2023-11-24,12409.41,89.7269,3538.0087,17559.42,4559.34,33625.53,80.23,68260,229.4878,126.6372,
2023-11-27,12639.61,89.7914,3511.9424,17525.06,4550.43,33447.67,80.08,68310,229.5064,126.4712,
2023-11-28,12606.03,90.068,3518.5232,17354.14,4554.89,33408.39,81.66,67950,229.5254,126.555,
2023-11-29,12948.96,90.2524,3488.3073,16993.44,4550.58,33321.22,82.9,68300,229.5318,126.5961,
2023-11-30,12916.19,90.1786,3496.2028,17042.88,4567.8,33486.89,82.85,68460,229.5946,126.6884,
2023-12-01,12905.17,90.3948,3482.8813,16830.3,4594.63,33431.51,79.15,68670,229.6434,126.6805,
2023-12-04,13368.55,90.247,3460.138,16646.05,4569.78,33231.27,78.2,68920,229.7166,126.6168,
2023-12-05,12922.33,90.3209,3394.2571,16327.86,4567.18,32775.82,77,68320,229.7144,126.5713,
2023-12-06,12903.4,90.2377,3399.598,16463.26,4549.34,33445.9,74.28,68500,229.7025,126.5222,
2023-12-07,12858.79,90.247,3391.2823,16345.89,4585.59,32858.31,74.56,67980,229.7328,126.5537,
2023-12-08,12791.26,90.1731,3399.4618,16334.37,4604.37,32307.86,75.65,68390,229.7483,126.609,
2023-12-11,12509.39,90.1176,3419.4548,16201.49,4622.44,32791.8,76.11,68700,229.8451,126.7397,
2023-12-12,12553.53,90.0899,3426.803,16374.5,4643.7,32843.7,73.32,68500,229.8729,126.7514,
2023-12-13,12399.31,90.6721,3369.605,16228.75,4707.09,32926.35,74.62,68320,229.9724,126.8984,
2023-12-14,12581.6,91.4648,3351.9639,16402.19,4719.55,32686.25,76.6,68600,230.0787,126.9333,
2023-12-15,12433.59,91.372,3341.5517,16792.19,4719.19,32970.55,76.95,68740,230.2041,127.077,
2023-12-18,12235.88,91.3163,3329.3657,16629.23,4740.56,32758.98,78.04,68650,230.3496,127.1966,
2023-12-19,12213.38,91.3256,3334.0412,16505,4768.37,33219.39,79.27,68480,230.4285,127.1951,
2023-12-20,12356.2,91.4648,3297.5022,16613.81,4698.35,33675.94,79.15,68990,230.488,127.2207,
2023-12-21,12339.55,91.5019,3330.8698,16621.13,4746.75,33140.47,79.34,68980,230.563,127.3874,
2023-12-22,12306.23,91.4555,3337.2281,16340.41,4754.63,33169.05,79.19,69050,230.6921,127.4981,
2023-12-25,12456.83,--,3347.4508,--,--,33254.03,--,69140,230.8241,127.6302,
2023-12-26,12613.69,91.4555,3324.7902,--,4774.75,33305.85,81.01,69340,230.9389,127.6613,
2023-12-27,12638.55,91.5575,3336.3572,16624.84,4781.58,33681.24,79.34,69280,231.0948,127.7443,
2023-12-28,12664.33,91.4462,3414.5403,17043.53,4783.35,33539.62,78.38,69400,231.2722,127.7564,
2023-12-29,12597.04,91.474,3431.1099,17047.39,4769.83,33464.17,77.08,69230,231.4551,127.75,
2023-12-31,--,--,--,--,--,--,--,--,231.5066,127.7927,
2024-01-02,12719.48,91.4091,3386.3522,16788.55,4742.83,--,76.04,69030,231.614,127.7295,
2024-01-03,12713.61,91.4555,3378.2971,16646.41,4704.81,--,78.44,68680,231.6278,127.6811,
2024-01-04,12744.47,91.3627,3347.0519,16645.98,4688.68,33288.29,77.74,68480,231.7221,127.8171,
2024-01-05,12632.14,91.2792,3329.1114,16535.33,4697.24,33377.42,78.84,68460,231.8213,127.9733,
2024-01-08,12352.78,91.3256,3286.0564,16224.45,4763.54,--,76.27,68360,231.9795,128.0115,
2024-01-09,12302.87,91.3163,3292.4994,16190.02,4756.5,33763.18,77.49,68360,232.1216,128.2149,
2024-01-10,12246.73,91.307,3277.129,16097.28,4783.45,34441.72,76.78,68050,232.186,128.176,
2024-01-11,12107.53,91.6132,3295.6717,16302.04,4780.24,35049.86,78.48,68360,232.2478,128.1728,
2024-01-12,12221.48,91.8452,3284.1667,16244.58,4783.83,35577.11,78.32,68340,232.2846,128.0871,
2024-01-15,12249.42,--,3280.9195,16216.33,--,35901.79,78.64,67800,232.3684,128.0732,
2024-01-16,12084.42,91.6689,3300.8762,15865.92,4765.98,35619.18,77.9,67800,232.4162,128.0304,
2024-01-17,11645.13,91.4462,3229.082,15276.9,4739.21,35477.75,78.11,67730,232.4806,128.1285,
2024-01-18,11515.32,91.5575,3274.7286,15391.79,4780.94,35466.17,78.96,67870,232.5647,128.1941,
2024-01-19,11556.31,91.5297,3269.7763,15308.69,4839.81,35963.27,78.63,67750,232.648,128.2992,
2024-01-22,11042.16,91.5668,3218.9016,14961.18,4850.43,36546.95,79.89,67870,232.797,128.4962,
2024-01-23,11151.81,91.5204,3231.9329,15353.98,4864.6,36517.57,79.73,68070,232.8529,128.4632,
2024-01-24,11330.53,91.4369,3277.1089,15899.87,4868.55,36226.48,80.23,68320,232.8971,128.4764,
2024-01-25,11572.68,91.6318,3342.9189,16211.96,4894.16,36236.47,82.36,68800,232.9979,128.5864,
2024-01-26,11636.27,91.6132,3333.8213,15952.23,4890.97,35751.07,83.69,68780,233.0721,128.612,
2024-01-29,11686.25,91.7524,3303.9604,16077.24,4927.93,36026.94,82.46,68670,233.1902,128.6894,
2024-01-30,11565.51,91.6874,3245.0387,15703.45,4924.97,36065.86,82.75,68830,233.3587,129.0739,
2024-01-31,11389.08,91.873,3215.3518,15485.07,4845.65,36286.71,81.71,69220,233.5435,129.3191,
2024-02-01,11340.25,91.8637,3217.7109,15566.21,4906.19,36011.46,78.82,68900,233.6505,129.3068,
2024-02-02,11384.18,91.4555,3179.6276,15533.56,4958.61,36158.02,77.67,68520,233.7278,129.3091,
2024-02-04,--,--,--,--,--,--,--,--,233.8153,129.4925,
2024-02-05,11174.71,91.3163,3200.4218,15510.01,4942.81,36354.16,77.93,68420,233.9221,129.5072,
2024-02-06,11534.33,91.5297,3311.6922,16136.87,4954.23,36160.66,78.77,67980,233.9006,129.1236,
2024-02-07,11851.61,91.4833,3343.6303,16081.89,4995.06,36119.92,79.43,67940,233.9767,129.302,
2024-02-08,11966.15,91.4926,3364.9297,15878.07,4997.91,36863.28,81.75,67850,234.0298,129.2398,
2024-02-09,--,91.4091,--,15746.58,5026.61,36897.42,81.86,--,234.0631,129.2438,
2024-02-12,--,91.4555,--,--,5021.84,--,82.08,--,--,--,
2024-02-13,--,91.2606,--,--,4953.17,37963.97,82.66,--,--,--,
2024-02-14,--,91.4462,--,15879.38,5000.62,37703.32,81.44,--,--,--,
2024-02-15,--,91.5483,--,15944.63,5029.73,38157.94,82.85,--,--,--,
2024-02-16,--,91.4833,--,16339.96,5005.57,38487.24,83.58,--,--,--,
2024-02-18,--,--,--,--,--,--,--,--,234.2288,129.2431,
2024-02-19,11837.86,--,3403.8078,16155.61,--,38470.38,83.35,68210,234.2705,129.2873,
2024-02-20,11986.74,91.5297,3410.8542,16247.51,4975.51,38363.61,82.56,68320,234.3772,129.4314,
2024-02-21,12056.9,91.5019,3456.8713,16503.1,4981.8,38262.16,83.16,69000,234.4612,129.4569,
2024-02-22,12184.78,91.4276,3486.6747,16742.95,5087.03,39098.68,83.42,69160,234.5653,129.5402,
2024-02-23,12195.32,91.4369,3489.7416,16725.86,5088.8,--,81.58,69270,234.7014,129.6943,
2024-02-26,12091.75,91.4833,3453.3585,16634.74,5069.53,39233.71,82.58,69010,234.8624,129.818,
2024-02-27,12252.47,91.474,3494.7874,16790.8,5078.18,39239.52,83.13,68940,234.9717,129.9391,
2024-02-28,12023.99,91.6132,3450.2598,16536.85,5069.76,39208.03,83.4,68710,235.0433,130.083,
2024-02-29,12158.75,91.7338,3516.0826,16511.44,5096.27,39166.19,83.62,68960,235.1741,130.2903,
2024-03-01,12586.71,91.938,3537.8038,16589.44,5137.08,39910.82,83.46,68830,235.1386,129.9799,
2024-03-04,12836.44,91.9008,3540.8686,16595.97,5130.95,40109.23,82.84,69100,235.2295,130.1185,
2024-03-05,13198.75,92.0122,3565.5143,16162.64,5078.65,40097.63,82.08,68980,235.2661,130.1612,
2024-03-06,13419,92.0215,3551.0481,16438.09,5104.76,40090.78,82.91,69010,235.3199,130.5562,
2024-03-07,13856.98,92.0678,3529.7195,16229.78,5157.36,39598.71,83.36,69370,235.3922,130.5301,
2024-03-08,13800.21,92.1328,3544.9099,16353.39,5123.69,39688.94,82.05,69760,235.4219,130.4488,
2024-03-11,13824.72,92.04,3589.2635,16587.57,5117.94,38820.49,82.45,69380,235.5027,130.2174,
2024-03-12,13439.93,92.0122,3597.4939,17093.5,5175.27,38797.51,82.36,69680,235.4281,129.7727,
2024-03-13,13382.93,91.9751,3572.361,17082.11,5165.31,38695.97,83.95,70170,235.3461,129.7921,
2024-03-14,13503.74,91.8544,3562.2229,16961.66,5150.48,38807.38,85.13,71350,235.2951,129.7401,
2024-03-15,13865.91,91.7895,3569.993,16720.89,5117.09,38707.64,85.35,72910,235.3096,129.8445,
2024-03-18,13849.09,91.8081,3603.528,16737.12,5149.42,39740.44,86.89,72720,235.4072,130.0349,
2024-03-19,13798.65,91.9194,3577.6303,16529.48,5178.51,40003.6,87.23,72770,235.4729,130.2009,
2024-03-20,13802.31,92.1142,3585.3838,16543.07,5224.62,--,86.15,72510,235.5359,130.1058,
2024-03-21,14166.51,92.1514,3581.0902,16863.1,5241.53,40815.66,85.58,73110,235.5862,130.128,
2024-03-22,13809.31,92.272,3545.0023,16499.47,5234.18,40888.43,85.56,72200,235.6452,130.0561,
2024-03-25,13900.12,92.1977,3525.7634,16473.64,5218.19,40414.12,86.68,72160,235.675,129.8741,
2024-03-26,13806.92,92.1977,3543.7467,16618.32,5203.58,40398.03,85.86,71900,235.6873,129.8592,
2024-03-27,13848.24,92.2905,3502.7866,16392.84,5248.49,40762.73,86.34,72000,235.7354,130.0351,
2024-03-28,14173.68,92.2534,3520.9648,16541.42,5254.35,40168.07,87.5,72380,235.8,130.0701,
2024-03-29,15216.6,--,3537.4843,--,--,40369.44,--,72430,235.8721,130.2056,
2024-04-01,15685.02,92.0727,3595.6466,--,5243.77,39803.09,87.81,72980,235.9562,130.0761,
2024-04-02,15560.33,92.1748,3580.6759,16931.52,5205.81,39838.91,89.27,73130,236.0373,130.1769,
2024-04-03,16013.65,92.2398,3567.8031,16725.1,5211.49,39451.85,89.56,73820,236.1609,130.3213,
2024-04-04,--,92.3884,--,--,5147.21,39773.14,91.09,--,--,--,
2024-04-05,--,92.2863,--,16723.92,5204.34,38992.08,90.86,--,--,--,
2024-04-07,--,--,--,--,--,--,--,--,236.2735,130.3018,
2024-04-08,16801.94,92.2491,3536.4077,16732.85,5202.39,39347.04,90.62,75370,236.3373,130.4234,
2024-04-09,16452.96,92.3327,3533.4871,16828.07,5209.91,39773.13,89.59,75790,236.4785,130.467,
2024-04-10,16696.04,91.9891,3504.7086,17139.17,5160.64,39581.81,90.65,76330,236.5881,130.3791,
2024-04-11,16687.75,92.0448,3504.2447,17095.03,5199.06,39442.63,90.2,75850,236.7001,130.3588,
2024-04-12,17694.09,92.1934,3475.8389,16721.69,5123.41,39523.55,90.15,76490,236.8679,130.4876,
2024-04-15,16990.9,92.1655,3549.0759,16600.46,5061.82,39232.8,90.41,76590,237.0332,130.4401,
2024-04-16,16151.02,92.0541,3511.1146,16248.97,5051.41,38471.2,90.09,76530,237.09,130.4812,
2024-04-17,16464.8,92.1005,3565.403,16251.84,5022.21,37961.8,87.42,76730,237.1941,130.5862,
2024-04-18,16486.58,92.1005,3569.8018,16385.87,5011.12,38079.7,86.9,78570,237.3223,130.7388,
2024-04-19,16672.76,92.1284,3541.6619,16224.14,4967.23,37068.35,87.39,79150,237.4625,130.8696,
2024-04-22,15953.81,92.1284,3530.9045,16511.69,5010.6,37438.61,87.15,79400,237.659,131.0044,
2024-04-23,15318.78,92.2213,3506.2249,16828.93,5070.55,37552.16,88.45,77810,237.8395,131.1672,
2024-04-24,15727.08,92.2213,3521.6219,17201.27,5071.63,38460.08,88.08,79120,237.7749,130.7984,
2024-04-25,15745.44,92.0912,3530.2813,17284.54,5048.42,37628.48,89.3,79950,237.7202,130.7617,
2024-04-26,16373.04,92.1191,3584.2686,17651.15,5099.96,37934.76,89.33,80830,237.5962,130.4389,
2024-04-28,--,--,--,--,--,--,--,--,237.5617,130.2535,
2024-04-29,16032.72,92.2863,3623.9124,17746.91,5116.17,--,88.52,80680,237.3172,130.0059,
2024-04-30,15806.21,92.1005,3604.3943,17763.03,5035.69,38405.66,87.87,82340,237.4452,130.3565,
2024-05-01,--,92.2145,--,--,5018.39,38274.05,83.58,--,--,--,
2024-05-02,--,92.4201,--,18207.13,5064.2,38236.07,83.7,--,--,--,
2024-05-03,--,92.5789,--,18475.92,5127.79,--,82.78,--,--,--,
2024-05-06,15988.66,92.5696,3657.8767,18578.3,5180.74,--,83.63,81040,237.6237,130.3343,
2024-05-07,16095.9,92.5135,3659.0076,18479.37,5187.7,38835.1,82.98,80280,237.8212,130.5115,
2024-05-08,16277.27,92.5135,3630.2233,18313.86,5187.67,38202.37,83.77,79300,237.9517,130.5087,
2024-05-09,16461.17,92.6723,3664.561,18537.81,5214.08,38073.98,84.1,79440,237.9444,130.3812,
2024-05-10,16818.78,92.5789,3666.2771,18963.68,5222.68,38229.11,82.78,80680,237.9558,130.3268,
2024-05-11,--,--,--,--,--,--,--,--,237.9336,130.1304,
2024-05-13,16541.41,92.6069,3664.6907,19115.06,5221.42,38179.46,83.45,80800,238.0596,130.4859,
2024-05-14,16608.84,92.663,3657.0454,19073.71,5246.68,38356.06,82.79,81920,238.1793,130.5881,
2024-05-15,16951.51,92.8405,3626.0559,--,5308.15,38385.73,82.9,81620,238.2471,130.481,
2024-05-16,16735.22,92.8125,3640.3592,19376.53,5297.1,38920.26,83.44,82310,238.2504,130.3722,
2024-05-17,16716.63,92.8125,3677.9696,19553.61,5303.27,38787.38,84,83920,238.2378,130.3031,
2024-05-20,17785.54,92.8125,3690.9623,19636.22,5308.13,39069.68,83.71,87360,238.3424,130.3357,
2024-05-21,16902.09,92.9059,3676.1611,19220.62,5321.41,38946.93,82.53,86770,238.3707,130.2589,
2024-05-22,16750.12,92.8405,3684.451,19195.6,5307.01,38617.1,81.74,85900,238.4324,130.3099,
2024-05-23,16253.15,92.7377,3641.7917,18868.71,5267.84,39103.22,81.51,82820,238.5127,130.4209,
2024-05-24,16318.8,92.8031,3601.4754,18608.94,5304.72,38646.11,82.09,83760,238.5574,130.4276,
2024-05-27,16507.11,--,3635.7079,18827.35,--,38900.02,83.04,83280,238.6365,130.3458,
2024-05-28,16490.63,92.7938,3609.1724,18821.16,5306.04,38855.37,84.6,84280,238.7016,130.4742,
2024-05-29,16881.42,92.7471,3613.5223,18477.01,5266.95,38556.87,83.53,85180,238.8178,130.5802,
2024-05-30,16153.96,92.8686,3594.3121,18230.19,5235.48,38054.13,81.93,82630,238.8917,130.5506,
2024-05-31,16364.49,93.0367,3579.9247,18079.61,5277.51,38487.9,81.63,82280,238.9276,130.4755,
2024-06-03,15881.19,93.1124,3588.7483,18403.04,5283.4,38923.03,78.15,81280,239.0452,130.5778,
2024-06-04,16122.69,93.1688,3615.6714,18444.11,5291.34,38837.46,77.13,81720,239.0997,130.5698,
2024-06-05,15840.54,93.2723,3594.7936,18424.96,5354.03,38490.17,78.81,79810,239.182,130.6733,
2024-06-06,16264.14,93.2723,3592.2454,18476.8,5352.96,38703.51,80.02,80970,239.2615,130.6699,
2024-06-07,16237.57,92.9995,3574.1143,18366.95,5346.99,38683.93,79.47,81200,239.3361,130.6856,
2024-06-10,--,92.9995,--,--,5360.79,39038.16,81.96,--,--,--,
2024-06-11,15514.28,93.0654,3542.8771,18176.34,5375.32,39134.79,82.23,79580,239.4465,130.7744,
2024-06-12,15748.5,93.0372,3544.1225,17937.84,5421.03,38876.71,82.52,79550,239.492,130.79,
2024-06-13,15450,93.1877,3526.1306,18112.63,5433.74,38720.47,82.19,79610,239.5372,130.8466,
2024-06-14,15380.74,93.1688,3541.5331,17941.78,5431.6,38814.56,82.67,79280,239.5997,130.9983,
2024-06-17,15256.09,93.1782,3536.1986,17936.12,5473.23,38102.44,84.41,78080,239.6768,130.9753,
2024-06-18,15418.55,93.3664,3545.5902,17915.55,5487.03,38482.11,85.35,78370,239.7344,131.1083,
2024-06-19,15680.5,--,3528.749,18430.39,--,38570.76,85.27,79040,239.7617,131.1586,
2024-06-20,15665.14,93.451,3503.2817,18335.32,5473.17,38633.02,85.71,79390,239.8125,131.2626,
2024-06-21,15727.5,93.4134,3495.6198,18028.52,5464.62,38596.47,85.02,79120,239.8154,131.166,
2024-06-24,15397.05,93.4322,3476.8102,18027.71,5447.87,38804.65,86.12,78500,239.8673,131.2513,
2024-06-25,15297.7,93.4416,3457.9023,18072.9,5469.3,39173.15,84.93,78460,239.9192,131.3473,
2024-06-26,15218.36,93.3852,3480.2648,18089.93,5477.9,39667.07,85.25,78260,239.9497,131.4096,
