date,alpha,beta1,beta2,alpha_pv,beta2_pv,r_squared,nobs
2025-09-01,0.0008828854147217168,0.7993130971674969,-2.107761938241741,0.029545722098656628,0.00020748641195212,0.7540874012967538,252.0
2025-09-30,0.0007096945997515339,0.801102049522052,-2.084186787357418,0.0896041069572439,0.00035665166918897494,0.7487730038825826,252.0
2025-11-06,0.0012344179883353227,0.6619748802023913,-6.7014340909077115,0.003086702398180115,1.1094006993843954e-07,0.6213629449106874,252.0
2025-12-05,0.0011629583554347307,0.6527458413527975,-6.863384745748228,0.0058951837887288965,3.334099003435804e-07,0.5952448736577671,252.0
2026-01-07,0.0011322060056177502,0.6654844355094505,-6.8421792826041985,0.004972809905141859,8.392805970142197e-08,0.6216707744317751,252.0
2026-02-05,0.0013555449375123039,0.6309577702997728,-7.743074891751729,0.0009108812766261642,5.65995947224814e-09,0.5969307353878035,252.0
2026-03-16,0.0014075893480947352,0.6512036148415148,-7.520392748499558,0.0007384991438376481,2.738419079560832e-08,0.5933409494920246,252.0
2026-04-15,0.0010623444076851471,0.7494151928067465,-6.277450163195801,0.012032735920368886,1.2015807498184894e-06,0.6476639478347154,252.0
