date,alpha,beta1,beta2,alpha_pv,beta2_pv,r_squared
2025-09-01,0.001793221041149293,0.9684906754392025,-0.32624632018776223,0.0002014454591324552,6.011160328676319e-06,0.7606506639982284
2025-09-30,0.0016413007867296292,0.9707111890896736,-0.3249865458958974,0.0009930762701449891,1.0254292138571496e-05,0.7554724327563065
2025-11-06,0.002088674529175045,0.9459271060384259,-0.45434153899861396,0.00021341170562738562,4.6870841993335396e-05,0.6032659158691218
2025-12-05,0.0020068679060448917,0.9468335955956111,-0.45789937039369943,0.0005200384242050567,0.00013976340033813644,0.5760050733356585
2026-01-07,0.0021335575113050633,0.979847638958079,-0.5036527366185907,0.00010920130539660754,1.1155523720608292e-05,0.6070692796489723
2026-02-05,0.0025279759490380548,0.998439075760993,-0.5857022684859118,7.937742996989172e-06,1.3336867798766342e-06,0.5794099104036078
2026-03-16,0.002520200102987037,1.0041001127063613,-0.5611184296318771,1.174579293337539e-05,5.360688491310169e-06,0.576335408408914
2026-04-15,0.00215239384831318,1.051333813512762,-0.5027179165000198,0.00019076926062384992,1.625578749124766e-05,0.640516952697721
