date,alpha,beta1,beta2,timing_diff,alpha_pv,r_squared
2025-09-01,0.0017932210411492908,0.9684906754392032,0.6422443552514409,-0.32624632018776234,0.00020144545913245736,0.7606506639982284
2025-09-30,0.0016413007867296318,0.9707111890896739,0.6457246431937752,-0.3249865458958987,0.0009930762701449794,0.7554724327563065
2025-11-06,0.0020886745291721653,0.9459271060384267,0.49158556703981166,-0.454341538998615,0.00021341170563169624,0.6032659158691218
2025-12-05,0.0020068679060428886,0.9468335955956109,0.4889342252019119,-0.457899370393699,0.0005200384242117998,0.5760050733356585
2026-01-07,0.002133557511302904,0.9798476389580808,0.4761949023394915,-0.5036527366185892,0.00010920130539836713,0.6070692796489723
2026-02-05,0.0025279759490363096,0.9984390757609917,0.4127368072750817,-0.5857022684859099,7.937742997103777e-06,0.5794099104036079
2026-03-16,0.0025202001029853527,1.0041001127063598,0.4429816830744837,-0.5611184296318761,1.174579293353359e-05,0.5763354084089138
2026-04-15,0.00215239384831031,1.0513338135127626,0.5486158970127417,-0.5027179165000208,0.00019076926062762297,0.640516952697721
