指标名称,期货收盘价(连一):铜,期货收盘价(连续):螺纹钢,期货收盘价(连续):豆粕,期货收盘价(连续):精对苯二甲酸(PTA),期货收盘价(连续):白糖
频率,日,日,日,日,日
单位,元/吨,元/吨,元/吨,元/吨,元/吨
2013/12/25,"52,330.00","3,451.00","3,740.00","7,576.00","4,947.00"
2013/12/26,"52,170.00","3,434.00","3,745.00","7,596.00","4,972.00"
2013/12/27,"52,370.00","3,438.00","3,738.00","7,622.00","4,947.00"
2013/12/30,"52,290.00","3,379.00","3,720.00","7,646.00","4,908.00"
2013/12/31,"52,300.00","3,347.00","3,726.00","7,572.00","4,838.00"
2014/1/2,"52,690.00","3,328.00","3,726.00","7,480.00","4,850.00"
2014/1/3,"51,920.00","3,291.00","3,725.00","7,420.00","4,840.00"
2014/1/6,"51,800.00","3,273.00","3,734.00","7,340.00","4,760.00"
2014/1/7,"51,890.00","3,215.00","3,708.00","7,180.00","4,710.00"
2014/1/8,"52,100.00","3,235.00","3,660.00","7,182.00","4,670.00"
2014/1/9,"51,340.00","3,222.00","3,650.00","7,082.00","4,620.00"
2014/1/10,"51,460.00","3,235.00","3,635.00","7,008.00","4,700.00"
2014/1/13,"51,720.00","3,230.00","3,650.00","6,938.00","4,689.00"
2014/1/14,"51,840.00","3,245.00","3,600.00","6,908.00","4,533.00"
2014/1/15,"51,550.00","3,290.00","3,660.00","6,830.00","4,600.00"
2014/1/16,"51,800.00","3,265.00","3,603.00",#N/A,#N/A
2014/1/17,"51,900.00","3,266.00","3,596.00",#N/A,#N/A
2014/1/20,"51,850.00","3,259.00","3,597.00","6,862.00","4,631.00"
2014/1/21,"51,720.00","3,230.00","3,594.00","6,800.00",#N/A
2014/1/22,"51,700.00","3,236.00","3,589.00",#N/A,#N/A
2014/1/23,"51,500.00","3,265.00","3,585.00",#N/A,"4,558.00"
2014/1/24,"51,340.00","3,268.00","3,589.00","6,842.00","4,580.00"
2014/1/27,"51,030.00","3,236.00","3,597.00","6,822.00","4,560.00"
2014/1/28,"51,080.00","3,216.00","3,597.00","6,806.00","4,445.00"
2014/1/29,"51,110.00","3,216.00","3,595.00","6,748.00","4,417.00"
2014/1/30,"51,020.00","3,235.00","3,599.00","6,342.00",#N/A
2014/2/7,"51,040.00","3,200.00","3,685.00","6,606.00","4,520.00"
2014/2/10,"51,110.00","3,200.00","3,712.00",#N/A,"4,520.00"
2014/2/11,"50,440.00","3,196.00","3,711.00","6,716.00","4,598.00"
2014/2/12,"50,690.00","3,159.00","3,715.00",#N/A,#N/A
2014/2/13,"50,670.00","3,140.00","3,696.00",#N/A,#N/A
2014/2/14,"50,690.00","3,165.00","3,715.00",#N/A,#N/A
2014/2/17,"51,060.00","3,190.00","3,718.00",#N/A,"4,510.00"
2014/2/18,"50,700.00","3,228.00","3,714.00",#N/A,"4,485.00"
2014/2/19,"50,740.00","3,206.00","3,714.00",#N/A,"4,545.00"
2014/2/20,"50,490.00","3,200.00","3,705.00",#N/A,"4,512.00"
2014/2/21,"50,560.00","3,195.00","3,696.00","6,568.00","4,554.00"
2014/2/24,"49,980.00","3,140.00","3,673.00","6,400.00","4,600.00"
2014/2/25,"49,540.00","3,129.00","3,620.00","6,366.00","4,615.00"
2014/2/26,"49,710.00","3,133.00","3,581.00","6,356.00","4,530.00"
2014/2/27,"49,220.00","3,132.00","3,537.00","6,326.00","4,550.00"
2014/2/28,"49,260.00","3,005.00","3,530.00","6,326.00","4,435.00"
2014/3/3,"48,750.00","3,038.00","3,490.00","6,356.00","4,400.00"
2014/3/4,"48,950.00","3,038.00","3,599.00","6,336.00",#N/A
2014/3/5,"49,370.00","3,100.00","3,533.00","6,414.00",#N/A
2014/3/6,"49,130.00","3,150.00","3,533.00","6,450.00","4,650.00"
2014/3/7,"48,900.00","3,132.00","3,509.00","6,428.00","4,700.00"
2014/3/10,"46,640.00","3,132.00","3,500.00","6,334.00",#N/A
2014/3/11,"46,310.00","3,099.00","3,500.00","6,392.00","4,710.00"
2014/3/12,"44,570.00","3,046.00","3,480.00","6,360.00","4,720.00"
2014/3/13,"44,440.00","3,100.00","3,426.00","6,330.00","4,670.00"
2014/3/14,"44,370.00","3,100.00","3,494.00","6,080.00",#N/A
2014/3/17,"44,340.00","3,100.00","3,180.00","6,204.00","4,632.00"
2014/3/18,"45,020.00","3,150.00","3,199.00","6,230.00","4,622.00"
2014/3/19,"44,910.00","3,187.00","3,262.00","6,240.00","4,652.00"
2014/3/20,"45,290.00","3,206.00","3,311.00","6,290.00","4,622.00"
2014/3/21,"45,300.00","3,213.00","3,293.00","6,320.00","4,619.00"
2014/3/24,"45,520.00","3,186.00","3,272.00","6,372.00","4,559.00"
2014/3/25,"45,950.00","3,187.00","3,311.00","6,460.00","4,564.00"
2014/3/26,"46,240.00","3,232.00","3,318.00","6,470.00","4,562.00"
2014/3/27,"45,840.00","3,235.00","3,316.00","6,492.00","4,746.00"
2014/3/28,"46,520.00","3,233.00","3,336.00","6,568.00","4,815.00"
2014/3/31,"46,870.00","3,256.00","3,367.00","6,548.00","4,773.00"
2014/4/1,"46,850.00","3,251.00","3,463.00","6,460.00","4,825.00"
2014/4/2,"46,900.00","3,251.00","3,495.00","6,456.00","4,698.00"
2014/4/3,"46,620.00","3,300.00","3,466.00","6,416.00","4,724.00"
2014/4/4,"46,980.00","3,300.00","3,489.00","6,406.00","4,716.00"
2014/4/8,"47,050.00","3,300.00","3,474.00","6,422.00","4,690.00"
2014/4/9,"46,760.00","3,300.00","3,493.00","6,280.00","4,734.00"
2014/4/10,"46,730.00","3,300.00","3,526.00","6,266.00","4,717.00"
2014/4/11,"47,120.00","3,300.00","3,551.00","6,282.00","4,713.00"
2014/4/14,"47,440.00","3,300.00","3,519.00","6,304.00","4,760.00"
2014/4/15,"47,240.00","3,300.00","3,518.00","6,272.00","4,719.00"
2014/4/16,"46,490.00","3,276.00","3,558.00","6,344.00","4,726.00"
2014/4/17,"46,820.00","3,274.00","3,611.00","6,326.00","4,711.00"
2014/4/18,"46,650.00","3,223.00","3,651.00","6,254.00","4,733.00"
2014/4/21,"47,000.00","3,218.00","3,658.00","6,186.00","4,706.00"
2014/4/22,"46,850.00","3,227.00","3,729.00","6,186.00","4,703.00"
2014/4/23,"47,200.00","3,276.00","3,717.00","6,164.00","4,716.00"
2014/4/24,"47,620.00","3,277.00","3,716.00","6,196.00","4,712.00"
2014/4/25,"48,400.00","3,277.00","3,765.00","6,182.00","4,703.00"
2014/4/28,"48,560.00","3,265.00","3,862.00","6,122.00","4,715.00"
2014/4/29,"48,130.00","3,324.00","3,863.00","6,112.00","4,699.00"
2014/4/30,"48,150.00","3,325.00","3,895.00","6,116.00","4,698.00"
2014/5/5,"48,150.00","3,325.00","3,830.00","6,082.00","4,650.00"
2014/5/6,"48,110.00","3,323.00","3,833.00","6,040.00","4,600.00"
2014/5/7,"47,850.00","3,316.00","3,819.00","5,988.00","4,614.00"
2014/5/8,"47,770.00","3,320.00","3,800.00","5,972.00","4,599.00"
2014/5/9,"48,330.00","3,326.00","3,814.00","5,990.00","4,592.00"
2014/5/12,"49,220.00","3,355.00","3,836.00","6,000.00","4,585.00"
2014/5/13,"49,410.00","3,354.00","3,829.00","6,054.00","4,615.00"
2014/5/14,"49,720.00","3,350.00","3,810.00","6,088.00","4,707.00"
2014/5/15,"49,970.00","3,350.00","3,836.00","6,090.00","4,700.00"
2014/5/16,"48,820.00","3,184.00","3,855.00","6,120.00","4,682.00"
2014/5/19,"49,360.00","3,110.00","3,836.00","6,180.00","4,809.00"
2014/5/20,"49,180.00","3,043.00","3,887.00","6,190.00","4,810.00"
2014/5/21,"48,340.00","3,029.00","3,890.00","6,250.00","4,800.00"
2014/5/22,"48,570.00","3,009.00","3,968.00","6,346.00","4,742.00"
2014/5/23,"49,080.00","2,987.00","3,970.00","6,400.00","4,731.00"
2014/5/26,"49,500.00","3,024.00","3,985.00","6,440.00","4,746.00"
2014/5/27,"49,270.00","3,004.00","3,946.00","6,464.00","4,731.00"
2014/5/28,"49,310.00","3,025.00","3,942.00","6,454.00","4,727.00"
2014/5/29,"48,800.00","2,980.00","3,959.00","6,576.00","4,753.00"
2014/5/30,"49,060.00","2,910.00","3,897.00","6,550.00",#N/A
2014/6/3,"49,190.00","2,888.00","3,846.00","6,650.00","4,747.00"
2014/6/4,"48,690.00","2,894.00","3,827.00","6,710.00","4,710.00"
2014/6/5,"48,880.00","2,894.00","3,788.00","6,870.00","4,705.00"
2014/6/6,"48,690.00","2,894.00","3,761.00","6,950.00","4,700.00"
2014/6/9,"47,750.00","2,780.00","3,790.00","6,970.00","4,690.00"
2014/6/10,"47,850.00","2,850.00","3,768.00","6,970.00","4,658.00"
2014/6/11,"48,220.00","2,850.00","3,767.00",#N/A,#N/A
2014/6/12,"47,940.00","2,850.00","3,787.00",#N/A,"4,590.00"
2014/6/13,"48,220.00","2,850.00","3,734.00","7,250.00","4,540.00"
2014/6/16,"48,650.00","2,850.00","3,762.00","7,300.00","4,617.00"
2014/6/17,"48,190.00","2,847.00","3,701.00","7,212.00",#N/A
2014/6/18,"48,130.00","2,836.00","3,690.00","7,190.00","4,620.00"
2014/6/19,"48,060.00","2,856.00","3,678.00","7,288.00","4,640.00"
2014/6/20,"48,760.00","2,875.00","3,651.00","7,248.00","4,624.00"
2014/6/23,"49,550.00","2,908.00","3,677.00",#N/A,"4,660.00"
2014/6/24,"49,400.00","2,872.00","3,665.00",#N/A,"4,600.00"
2014/6/25,"49,440.00","2,880.00","3,642.00",#N/A,"4,614.00"
2014/6/26,"49,830.00","2,923.00","3,642.00",#N/A,"4,640.00"
2014/6/27,"49,850.00","2,853.00","3,632.00","7,450.00","4,614.00"
2014/6/30,"50,050.00","2,970.00","3,616.00","7,648.00","4,566.00"
2014/7/1,"50,860.00","2,750.00","3,500.00",#N/A,"4,567.00"
2014/7/2,"50,750.00","2,860.00","3,550.00",#N/A,#N/A
2014/7/3,"51,520.00","2,856.00","3,600.00",#N/A,"4,560.00"
2014/7/4,"51,800.00","2,856.00","3,600.00",#N/A,#N/A
2014/7/7,"51,240.00","2,856.00","3,506.00","7,462.00","4,440.00"
2014/7/8,"51,520.00","2,950.00","3,500.00","7,314.00","4,450.00"
2014/7/9,"51,320.00","2,940.00","3,500.00","7,400.00","4,446.00"
2014/7/10,"50,950.00","2,940.00","3,500.00","7,300.00","4,466.00"
2014/7/11,"51,310.00","2,900.00","3,450.00","7,400.00","4,433.00"
2014/7/14,"51,100.00","2,900.00","3,450.00",#N/A,"4,420.00"
2014/7/15,"50,990.00","2,970.00","3,570.00","7,340.00","4,507.00"
2014/7/16,"50,440.00","3,147.00","3,607.00","7,350.00","4,512.00"
2014/7/17,"49,920.00","3,202.00","3,597.00","7,426.00","4,515.00"
2014/7/18,"49,740.00","3,221.00","3,579.00","7,430.00","4,534.00"
2014/7/21,"49,550.00","3,185.00","3,565.00","7,410.00","4,528.00"
2014/7/22,"49,890.00","3,245.00","3,579.00","7,460.00","4,584.00"
2014/7/23,"50,010.00","3,202.00","3,539.00","7,544.00","4,569.00"
2014/7/24,"50,650.00","3,202.00","3,573.00","7,478.00","4,517.00"
2014/7/25,"51,040.00","3,209.00","3,576.00","7,528.00","4,512.00"
2014/7/28,"50,630.00","3,367.00","3,592.00","7,530.00","4,570.00"
2014/7/29,"50,790.00","3,197.00","3,620.00","7,520.00","4,556.00"
2014/7/30,"50,290.00","3,100.00","3,647.00",#N/A,"4,514.00"
2014/7/31,"50,640.00","3,049.00","3,670.00","7,498.00","4,523.00"
2014/8/1,"50,720.00","3,053.00","3,641.00",#N/A,"4,519.00"
2014/8/4,"50,420.00","3,060.00","3,641.00","7,506.00","4,574.00"
2014/8/5,"50,680.00","3,060.00","3,641.00",#N/A,"4,550.00"
2014/8/6,"49,920.00","3,060.00","3,641.00",#N/A,"4,556.00"
2014/8/7,"49,980.00","3,060.00","3,641.00",#N/A,"4,557.00"
2014/8/8,"49,940.00","3,060.00","3,641.00","7,568.00","4,518.00"
2014/8/11,"50,110.00","3,060.00","3,641.00",#N/A,"4,501.00"
2014/8/12,"50,030.00","3,060.00","3,641.00",#N/A,"4,409.00"
2014/8/13,"49,630.00","3,060.00","3,641.00",#N/A,"4,325.00"
2014/8/14,"49,230.00","3,060.00","3,641.00",#N/A,"4,332.00"
2014/8/15,"49,220.00","3,060.00","3,524.00","7,418.00","4,329.00"
2014/8/18,"48,970.00","3,059.00","3,535.00","7,334.00","4,346.00"
2014/8/19,"49,390.00","3,052.00","3,540.00","7,336.00","4,341.00"
2014/8/20,"49,530.00","3,026.00","3,526.00","7,344.00","4,240.00"
2014/8/21,"50,230.00","3,038.00","3,542.00","7,358.00","4,255.00"
2014/8/22,"50,760.00","3,039.00","3,539.00","7,282.00","4,268.00"
2014/8/25,"50,670.00","3,010.00","3,533.00","7,262.00","4,215.00"
2014/8/26,"50,610.00","3,015.00","3,506.00","7,126.00","4,192.00"
2014/8/27,"50,300.00","2,960.00","3,516.00","7,102.00","4,196.00"
2014/8/28,"50,250.00","2,894.00","3,470.00","7,074.00","4,154.00"
2014/8/29,"49,780.00","2,830.00","3,450.00","7,130.00","4,144.00"
2014/9/1,"49,690.00","2,827.00","3,475.00","7,060.00","4,170.00"
2014/9/2,"49,860.00","2,828.00","3,529.00","7,050.00","4,159.00"
2014/9/3,"49,920.00","2,828.00","3,510.00","6,952.00","4,132.00"
2014/9/4,"49,820.00","2,828.00","3,476.00","6,926.00","4,102.00"
2014/9/5,"50,100.00","2,828.00","3,430.00","6,900.00","4,038.00"
2014/9/9,"49,720.00","2,715.00","3,423.00","6,880.00","4,015.00"
2014/9/10,"49,290.00","2,823.00","3,372.00","6,848.00","4,020.00"
2014/9/11,"48,670.00","2,810.00","3,340.00","6,700.00","4,002.00"
2014/9/12,"49,040.00","2,880.00","3,400.00","6,700.00","4,000.00"
2014/9/15,"48,850.00","2,805.00","3,360.00","6,656.00","3,941.00"
2014/9/16,"48,710.00","2,695.00","3,283.00",#N/A,"4,046.00"
2014/9/17,"49,480.00","2,696.00","3,302.00","6,634.00","4,025.00"
2014/9/18,"49,110.00","2,664.00","3,302.00","6,586.00","4,031.00"
2014/9/19,"48,770.00","2,600.00","3,255.00","6,504.00","3,970.00"
2014/9/22,"47,940.00","2,506.00","3,196.00",#N/A,"3,860.00"
2014/9/23,"48,150.00","2,485.00","3,196.00","6,354.00","3,872.00"
2014/9/24,"48,190.00","2,503.00","3,204.00","6,530.00","3,883.00"
2014/9/25,"48,150.00","2,496.00","3,221.00","6,610.00","3,990.00"
2014/9/26,"48,300.00","2,547.00","3,157.00","6,570.00","4,123.00"
2014/9/29,"48,090.00","2,522.00","3,120.00","6,428.00","4,228.00"
2014/9/30,"48,440.00","2,452.00","3,117.00","6,590.00","4,265.00"
2014/10/8,"48,060.00","2,480.00","3,131.00",#N/A,"4,240.00"
2014/10/9,"48,180.00","2,503.00","3,124.00","6,276.00","4,222.00"
2014/10/10,"47,710.00","2,495.00","3,121.00","6,050.00","4,138.00"
2014/10/13,"48,280.00","2,588.00","3,115.00","5,880.00","4,130.00"
2014/10/14,"48,510.00","2,618.00","3,197.00","5,806.00","4,176.00"
2014/10/15,"48,750.00","2,571.00","3,180.00","5,820.00","4,255.00"
2014/10/16,"47,430.00","2,599.00","3,178.00",#N/A,"4,250.00"
2014/10/17,"46,750.00","2,587.00","3,209.00",#N/A,"4,172.00"
2014/10/20,"47,070.00","2,587.00","3,249.00",#N/A,"4,178.00"
2014/10/21,"46,950.00","2,595.00","3,236.00",#N/A,"4,277.00"
2014/10/22,"47,510.00","2,579.00","3,299.00","5,764.00","4,274.00"
2014/10/23,"47,560.00","2,581.00","3,254.00","5,700.00","4,340.00"
2014/10/24,"47,780.00","2,605.00","3,304.00","5,730.00","4,310.00"
2014/10/27,"47,480.00","2,632.00","3,295.00","5,744.00","4,231.00"
2014/10/28,"47,930.00","2,640.00","3,375.00","5,698.00","4,209.00"
2014/10/29,"48,100.00","2,655.00","3,387.00","5,578.00","4,250.00"
2014/10/30,"47,900.00","2,623.00","3,383.00",#N/A,"4,210.00"
2014/10/31,"48,200.00","2,631.00","3,529.00","5,586.00","4,370.00"
2014/11/3,"47,740.00","2,600.00","3,602.00",#N/A,#N/A
2014/11/4,"48,120.00","2,622.00","3,602.00",#N/A,#N/A
2014/11/5,"47,030.00","2,622.00","3,602.00",#N/A,"4,200.00"
2014/11/6,"47,300.00","2,650.00","3,602.00","5,380.00",#N/A
2014/11/7,"47,650.00","2,655.00","3,602.00",#N/A,#N/A
2014/11/10,"47,900.00","2,645.00","3,602.00",#N/A,"4,210.00"
2014/11/11,"47,570.00","2,615.00","3,602.00",#N/A,#N/A
2014/11/12,"47,750.00","2,660.00","3,602.00",#N/A,"4,043.00"
2014/11/13,"47,810.00","2,650.00","3,602.00",#N/A,"4,000.00"
2014/11/14,"47,600.00","2,650.00","3,602.00",#N/A,"4,164.00"
2014/11/17,"48,010.00","2,650.00","3,209.00","5,668.00","4,709.00"
2014/11/18,"47,610.00","2,611.00","3,218.00",#N/A,"4,699.00"
2014/11/19,"47,330.00","2,605.00","3,115.00","5,810.00","4,619.00"
2014/11/20,"47,470.00","2,573.00","3,140.00","5,828.00","4,617.00"
2014/11/21,"47,580.00","2,628.00","3,107.00","5,820.00","4,610.00"
2014/11/24,"47,800.00","2,599.00","3,148.00","5,812.00","4,567.00"
2014/11/25,"47,820.00","2,597.00","3,125.00","5,804.00","4,612.00"
2014/11/26,"47,020.00","2,606.00","3,144.00","5,742.00","4,600.00"
2014/11/27,"47,150.00","2,652.00","3,140.00","5,702.00","4,611.00"
2014/11/28,"46,460.00","2,647.00","3,130.00","5,680.00","4,541.00"
2014/12/1,"45,000.00","2,650.00","3,040.00","5,496.00","4,487.00"
2014/12/2,"45,850.00","2,660.00","3,091.00","5,510.00","4,503.00"
2014/12/3,"45,670.00","2,700.00","3,073.00",#N/A,"4,461.00"
2014/12/4,"46,190.00","2,670.00","3,076.00",#N/A,"4,470.00"
2014/12/5,"46,460.00","2,670.00","3,100.00",#N/A,"4,482.00"
2014/12/8,"46,390.00","2,670.00","3,120.00",#N/A,"4,474.00"
2014/12/9,"46,380.00","2,630.00","3,130.00",#N/A,"4,498.00"
2014/12/10,"46,650.00","2,630.00","3,160.00","5,352.00","4,647.00"
2014/12/11,"46,640.00","2,630.00","3,200.00",#N/A,"4,622.00"
2014/12/12,"46,780.00","2,630.00","3,178.00","4,630.00","4,656.00"
2014/12/15,"47,120.00","2,630.00","3,082.00","4,982.00","4,697.00"
2014/12/16,"45,880.00","2,644.00","3,047.00","4,804.00","4,713.00"
2014/12/17,"45,640.00","2,647.00","3,031.00","4,684.00","4,689.00"
2014/12/18,"45,650.00","2,646.00","3,040.00","4,750.00","4,744.00"
2014/12/19,"45,890.00","2,650.00","3,053.00","4,724.00","4,709.00"
2014/12/22,"46,350.00","2,570.00","3,031.00","4,744.00","4,684.00"
2014/12/23,"46,070.00","2,552.00","3,034.00","4,660.00","4,698.00"
2014/12/24,"46,060.00","2,575.00","3,034.00","4,642.00","4,692.00"
2014/12/25,"46,070.00","2,578.00","3,030.00","4,626.00","4,677.00"
2014/12/26,"45,960.00","2,575.00","3,044.00","4,628.00","4,692.00"
2014/12/29,"45,480.00","2,612.00","3,079.00","4,652.00","4,669.00"
2014/12/30,"45,760.00","2,652.00","3,071.00","4,684.00","4,640.00"
2014/12/31,"46,250.00","2,595.00","2,993.00","4,690.00","4,695.00"
2015/1/5,"45,550.00","2,580.00","2,946.00","4,560.00","4,800.00"
2015/1/6,"45,270.00","2,620.00","2,991.00","4,548.00","4,799.00"
2015/1/7,"45,080.00","2,580.00","3,000.00","4,464.00","4,810.00"
2015/1/8,"45,080.00","2,561.00","2,986.00","4,490.00","4,831.00"
2015/1/9,"44,720.00","2,550.00","2,999.00","4,506.00","4,860.00"
2015/1/12,"44,400.00","2,461.00","2,990.00","4,480.00","4,865.00"
2015/1/13,"43,330.00","2,480.00","2,975.00","4,368.00","4,760.00"
2015/1/14,"41,600.00","2,450.00","2,931.00","4,356.00","4,800.00"
2015/1/15,"41,300.00","2,370.00","2,911.00","4,436.00","4,890.00"
2015/1/16,"41,040.00","2,378.00","2,896.00","4,456.00","5,016.00"
2015/1/19,"41,770.00","2,342.00","2,807.00",#N/A,"4,736.00"
2015/1/20,"41,250.00","2,317.00","2,820.00","4,496.00","4,731.00"
2015/1/21,"41,260.00","2,302.00","2,852.00","4,590.00","4,900.00"
2015/1/22,"41,560.00","2,295.00","2,848.00","4,656.00","4,935.00"
2015/1/23,"41,010.00","2,295.00","2,808.00","4,670.00","4,962.00"
2015/1/26,"39,470.00","2,205.00","2,811.00",#N/A,"4,942.00"
2015/1/27,"40,520.00","2,209.00","2,834.00","4,560.00","5,015.00"
2015/1/28,"39,970.00","2,209.00","2,830.00",#N/A,"4,923.00"
2015/1/29,"39,640.00","2,206.00","2,813.00",#N/A,"4,923.00"
2015/1/30,"39,450.00","2,175.00","2,832.00",#N/A,"4,857.00"
2015/2/2,"40,530.00","2,190.00","2,801.00","4,482.00","4,961.00"
2015/2/3,"40,920.00","2,200.00","2,825.00",#N/A,"4,934.00"
2015/2/4,"41,310.00","2,202.00","2,868.00","4,640.00","4,973.00"
2015/2/5,"41,240.00","2,170.00","2,834.00",#N/A,"4,922.00"
2015/2/6,"41,830.00","2,180.00","2,837.00",#N/A,"4,942.00"
2015/2/9,"41,470.00","2,250.00","2,850.00","4,666.00","4,943.00"
2015/2/10,"41,470.00","2,200.00","2,850.00",#N/A,"5,034.00"
2015/2/11,"41,100.00","2,241.00","2,858.00",#N/A,"5,030.00"
2015/2/12,"41,110.00","2,237.00","2,852.00",#N/A,"5,030.00"
2015/2/13,"42,120.00","2,238.00","2,930.00",#N/A,"5,083.00"
2015/2/16,"42,220.00","2,247.00","2,950.00",#N/A,"5,066.00"
2015/2/17,"42,200.00","2,255.00","2,954.00",#N/A,"5,100.00"
2015/2/25,"42,080.00","2,220.00","2,956.00",#N/A,"4,968.00"
2015/2/26,"42,680.00","2,222.00","2,985.00","4,856.00","4,981.00"
2015/2/27,"42,910.00","2,109.00","3,000.00","4,794.00","5,065.00"
2015/3/2,"43,310.00","2,180.00","2,930.00","4,910.00","5,146.00"
2015/3/3,"42,690.00","2,155.00","2,930.00",#N/A,"5,176.00"
2015/3/4,"42,610.00","2,152.00","2,930.00",#N/A,"5,128.00"
2015/3/5,"42,630.00","2,148.00","2,930.00",#N/A,"5,060.00"
2015/3/6,"42,330.00","2,126.00","2,930.00","4,738.00","4,990.00"
2015/3/9,"42,450.00","2,134.00","2,930.00",#N/A,"4,860.00"
2015/3/10,"42,320.00","2,120.00","2,930.00",#N/A,"4,849.00"
2015/3/11,"42,160.00","2,109.00","2,930.00","4,608.00","4,825.00"
2015/3/12,"42,570.00","2,160.00","2,930.00",#N/A,"4,840.00"
2015/3/13,"42,790.00","2,160.00","2,930.00","4,610.00","4,905.00"
2015/3/16,"42,780.00","2,200.00","2,833.00","4,574.00","4,965.00"
2015/3/17,"42,430.00","2,293.00","2,820.00","4,550.00","4,968.00"
2015/3/18,"41,620.00","2,296.00","2,791.00",#N/A,"4,916.00"
2015/3/19,"41,720.00","2,288.00","2,828.00","4,530.00","4,907.00"
2015/3/20,"42,040.00","2,305.00","2,819.00","4,610.00","4,901.00"
2015/3/23,"43,690.00","2,398.00","2,838.00","4,668.00","4,976.00"
2015/3/24,"43,910.00","2,399.00","2,844.00","4,710.00","5,149.00"
2015/3/25,"43,740.00","2,381.00","2,826.00","4,720.00","5,099.00"
2015/3/26,"44,040.00","2,375.00","2,806.00",#N/A,"5,122.00"
2015/3/27,"43,910.00","2,359.00","2,799.00","4,572.00","5,178.00"
2015/3/30,"43,900.00","2,351.00","2,784.00","4,486.00","5,246.00"
2015/3/31,"43,460.00","2,280.00","2,773.00",#N/A,"5,223.00"
2015/4/1,"43,380.00","2,299.00","2,813.00",#N/A,"5,266.00"
2015/4/2,"43,640.00","2,300.00","2,808.00",#N/A,"5,279.00"
2015/4/3,"43,390.00","2,300.00","2,792.00",#N/A,"5,241.00"
2015/4/7,"43,570.00","2,220.00","2,791.00",#N/A,"5,226.00"
2015/4/8,"43,560.00","2,200.00","2,783.00",#N/A,"5,265.00"
2015/4/9,"43,430.00","2,210.00","2,753.00",#N/A,"5,257.00"
2015/4/10,"43,600.00","2,210.00","2,720.00",#N/A,"5,289.00"
2015/4/13,"43,750.00","2,320.00","2,726.00",#N/A,"5,362.00"
2015/4/14,"43,020.00","2,259.00","2,725.00",#N/A,"5,382.00"
2015/4/15,"43,130.00","2,259.00","2,741.00",#N/A,"5,372.00"
2015/4/16,"43,340.00","2,281.00","2,722.00","5,132.00","5,352.00"
2015/4/17,"43,690.00","2,296.00","2,737.00","5,108.00","5,472.00"
2015/4/20,"43,870.00","2,280.00","2,756.00","5,164.00","5,481.00"
2015/4/21,"43,370.00","2,239.00","2,754.00","5,292.00","5,449.00"
2015/4/22,"43,310.00","2,275.00","2,716.00","5,308.00","5,492.00"
2015/4/23,"42,990.00","2,260.00","2,738.00","5,266.00","5,402.00"
2015/4/24,"43,310.00","2,297.00","2,742.00","5,222.00","5,445.00"
2015/4/27,"43,880.00","2,283.00","2,742.00","5,280.00","5,428.00"
2015/4/28,"43,910.00","2,269.00","2,739.00","5,232.00","5,407.00"
2015/4/29,"43,930.00","2,230.00","2,727.00","5,094.00","5,412.00"
2015/4/30,"44,390.00","2,198.00","2,700.00","5,132.00","5,399.00"
2015/5/4,"45,830.00","2,211.00","2,705.00","5,220.00","5,380.00"
2015/5/5,"45,810.00","2,220.00","2,715.00","5,210.00","5,436.00"
2015/5/6,"46,240.00","2,201.00","2,718.00","5,404.00","5,472.00"
2015/5/7,"45,920.00","2,185.00","2,705.00","5,328.00","5,452.00"
2015/5/8,"46,050.00","2,172.00","2,690.00","5,270.00","5,387.00"
2015/5/11,"45,830.00","2,145.00","2,685.00","5,292.00","5,425.00"
2015/5/12,"45,900.00","2,052.00","2,670.00","5,222.00","5,403.00"
2015/5/13,"46,300.00","2,080.00","2,665.00","5,204.00","5,410.00"
2015/5/14,"46,110.00","2,079.00","2,658.00","5,122.00","5,410.00"
2015/5/15,"46,100.00","2,088.00","2,611.00","5,122.00","5,384.00"
2015/5/18,"46,110.00","2,151.00","2,669.00","5,124.00","5,485.00"
2015/5/19,"45,710.00","2,150.00","2,642.00","5,078.00","5,491.00"
2015/5/20,"44,760.00","2,109.00","2,555.00","4,892.00","5,376.00"
2015/5/21,"45,120.00","2,110.00","2,561.00","4,906.00","5,409.00"
2015/5/22,"45,110.00","2,104.00","2,532.00","4,984.00","5,432.00"
2015/5/25,"44,710.00","2,108.00","2,468.00","4,870.00","5,410.00"
2015/5/26,"44,520.00","2,093.00","2,447.00","4,918.00","5,406.00"
2015/5/27,"44,420.00","2,071.00","2,446.00","4,898.00","5,430.00"
2015/5/28,"44,390.00","2,053.00","2,449.00","4,882.00","5,454.00"
2015/5/29,"44,410.00","2,042.00","2,450.00","4,916.00","5,465.00"
2015/6/1,"43,760.00","2,090.00","2,445.00",#N/A,"5,468.00"
2015/6/2,"43,770.00","2,070.00","2,458.00","4,980.00","5,518.00"
2015/6/3,"43,610.00","2,054.00","2,452.00",#N/A,"5,508.00"
2015/6/4,"43,500.00","2,056.00","2,449.00",#N/A,"5,519.00"
2015/6/5,"42,930.00","2,053.00","2,493.00",#N/A,"5,499.00"
2015/6/8,"43,250.00","2,061.00","2,478.00","5,096.00","5,493.00"
2015/6/9,"43,350.00","2,050.00","2,491.00",#N/A,"5,473.00"
2015/6/10,"43,440.00","2,048.00","2,497.00",#N/A,"5,470.00"
2015/6/11,"43,330.00","2,029.00","2,465.00","5,006.00","5,461.00"
