指标名称,恒生指数,CRB现货指数:工业,南华铜指数,申万行业指数:房地产开发,市场价:生猪(外三元):全国均价,期货收盘价(连续):布伦特原油:ICE,现货价:螺纹钢,中债国债总指数(总值)净价指数,中债信用债总指数(3-5年)财富指数,中债3-5年期国债指数(总值)财富指数,美国:美元指数,市盈率(成份股计算):申万大盘指数,市盈率(成份股计算):申万小盘指数
2023-05-25,"18,746.92",542.82,"5,178.83","2,895.98",14.58,76.23,"3,481.11",122.58,221.91,175.57,104.2055,11.73,38.74
2023-05-26,,547.72,"5,274.31","2,917.68",14.62,77.12,"3,461.11",122.51,221.92,175.54,104.2338,11.72,39.05
2023-05-29,"18,551.11",,"5,321.64","2,879.03",14.46,77.03,"3,501.11",122.52,222.00,175.58,104.2689,11.75,39.00
2023-05-30,"18,595.78",549.61,"5,288.18","2,916.03",14.46,73.69,"3,502.22",122.57,222.02,175.67,104.0529,11.74,39.23
2023-05-31,"18,234.27",547.39,"5,297.98","2,893.92",14.46,72.71,"3,467.78",122.61,222.07,175.75,104.2280,11.62,39.15
2023-06-01,"18,216.91",550.22,"5,363.26","2,874.39",14.41,74.32,"3,504.44",122.70,222.11,175.89,103.5740,11.64,39.19
2023-06-02,"18,949.94",550.99,"5,407.20","2,990.46",14.36,76.40,"3,517.78",122.64,222.13,175.83,104.0495,11.77,39.47
2023-06-05,"19,108.50",550.15,"5,367.00","2,979.47",14.36,76.60,"3,642.22",122.62,222.19,175.85,104.0069,11.76,39.57
2023-06-06,"19,099.28",549.55,"5,421.11","2,989.76",14.40,76.12,"3,610.00",122.69,222.23,175.93,104.1377,11.68,38.77
2023-06-07,"19,252.00",550.62,"5,429.13","3,026.71",14.42,76.80,"3,633.33",122.75,222.32,176.03,104.1176,11.65,38.86
2023-06-08,"19,299.18",550.82,"5,438.95","3,085.58",14.40,75.52,"3,652.22",122.73,222.37,175.99,103.3197,11.78,38.66
2023-06-09,"19,389.95",546.34,"5,476.60","3,033.47",14.37,75.04,"3,666.67",122.83,222.44,176.06,103.5611,11.82,38.92
2023-06-12,"19,404.31",545.94,"5,455.32","3,029.02",14.26,72.11,"3,657.78",122.88,222.56,176.15,103.6247,11.81,39.09
2023-06-13,"19,521.42",547.34,"5,495.43","3,033.05",14.27,74.19,"3,676.67",123.09,222.66,176.28,103.3070,11.83,39.17
2023-06-14,"19,408.42",552.84,"5,528.99","3,006.29",14.31,73.61,"3,712.22",123.20,222.76,176.41,103.2440,11.80,39.32
2023-06-15,"19,828.92",553.95,"5,537.99","3,038.62",14.42,75.63,"3,715.56",122.99,222.75,176.22,102.1635,11.95,39.56
2023-06-16,"20,040.37",553.74,"5,601.02","3,040.60",14.52,76.26,"3,745.56",122.79,222.61,176.03,102.3078,12.03,39.82
2023-06-19,"19,912.89",,"5,583.83","2,983.85",14.37,76.12,"3,752.22",122.63,222.49,175.86,102.4797,11.90,39.82
2023-06-20,"19,607.08",552.53,"5,592.01","2,927.70",14.33,75.42,"3,734.44",122.70,222.51,175.94,102.5250,11.85,39.75
2023-06-21,"19,218.35",553.62,"5,614.11","2,903.15",14.25,77.03,"3,714.44",122.78,222.55,176.06,102.0962,11.72,38.93
2023-06-22,,554.00,,,,74.23,,,,,102.4078,,
2023-06-23,"18,889.97",550.04,,,,74.44,,,,,102.8583,,
2023-06-25,,,,,14.06,,,122.86,222.64,176.17,,,
2023-06-26,"18,794.13",546.31,"5,577.28","2,856.47",14.00,74.39,"3,643.33",122.84,222.66,176.19,102.6987,11.56,38.20
2023-06-27,"19,148.13",548.31,"5,578.10","2,962.62",13.85,72.60,"3,676.67",122.79,222.63,176.12,102.5004,11.69,38.77
2023-06-28,"19,172.05",548.34,"5,539.63","2,946.92",13.73,73.57,"3,682.22",122.83,222.65,176.17,102.9710,11.69,38.65
2023-06-29,"18,934.36",546.75,"5,502.80","2,904.81",13.71,74.31,"3,690.00",122.88,222.68,176.23,103.3521,11.63,38.84
2023-06-30,"18,916.43",550.44,"5,508.53","2,920.68",13.73,74.91,"3,706.67",123.02,222.77,176.43,102.9229,11.69,37.15
2023-07-03,"19,306.59",552.39,"5,587.10","2,946.02",13.94,74.95,"3,684.44",123.02,222.89,176.48,102.9877,12.13,26.21
2023-07-04,"19,415.68",,"5,575.14","2,906.19",14.14,76.12,"3,701.11",123.02,222.94,176.50,103.0955,12.12,26.21
2023-07-05,"19,110.38",551.87,"5,547.11","2,906.57",14.16,76.53,"3,707.78",123.04,223.01,176.50,103.3374,12.03,26.03
2023-07-06,"18,533.05",553.87,"5,550.88","2,936.42",14.11,76.51,"3,712.22",123.09,223.09,176.56,103.1155,11.96,25.93
2023-07-07,"18,365.70",553.12,"5,530.68","2,929.54",14.05,78.12,"3,688.89",123.11,223.16,176.58,102.2750,11.92,25.80
2023-07-10,"18,479.72",551.79,"5,545.47","2,924.26",13.99,77.79,"3,646.67",123.12,223.27,176.59,101.9707,11.95,25.84
2023-07-11,"18,659.83",553.57,"5,579.99","2,925.54",13.93,79.35,"3,626.67",123.19,223.37,176.65,101.6666,12.02,26.00
2023-07-12,"18,860.95",555.90,"5,546.29","2,870.10",13.91,80.20,"3,634.44",123.20,223.41,176.65,100.5903,11.94,25.68
2023-07-13,"19,350.62",558.13,"5,618.61","2,888.34",13.87,81.54,"3,645.56",123.21,223.47,176.66,99.7617,12.12,25.93
2023-07-14,"19,413.78",556.88,"5,674.49","2,879.76",13.87,79.63,"3,665.56",123.18,223.48,176.63,99.9585,12.16,25.91
2023-07-17,,555.31,"5,632.58","2,862.06",14.03,78.56,"3,650.00",123.24,223.58,176.76,99.8970,12.00,25.77
2023-07-18,"19,015.72",556.64,"5,613.68","2,879.90",14.04,79.82,"3,641.11",123.34,223.69,176.86,99.9469,11.94,25.76
2023-07-19,"18,952.31",556.85,"5,633.40","2,918.59",14.04,79.54,"3,651.11",123.37,223.75,176.90,100.2809,11.94,25.76
2023-07-20,"18,928.02",558.81,"5,616.15","2,922.96",14.05,79.62,"3,664.44",123.39,223.81,176.93,100.7986,11.85,25.46
2023-07-21,"19,075.26",557.49,"5,636.69","2,974.52",14.16,80.89,"3,656.67",123.50,223.89,177.01,101.0940,11.85,25.45
2023-07-24,"18,668.15",558.39,"5,598.89","2,957.46",14.41,82.75,"3,694.44",123.63,223.99,177.09,101.3888,11.81,25.45
2023-07-25,"19,434.40",562.20,"5,665.45","3,148.85",14.88,83.20,"3,739.56",123.21,223.77,176.76,101.4117,12.13,25.86
2023-07-26,"19,365.14",563.08,"5,680.25","3,197.04",15.36,82.95,"3,722.22",123.30,223.75,176.81,101.0125,12.09,25.74
2023-07-27,"19,639.11",560.91,"5,670.38","3,179.81",15.22,83.86,"3,737.78",123.41,223.84,176.94,101.7510,12.10,25.58
2023-07-28,"19,916.56",560.68,"5,678.60","3,283.26",15.10,84.75,"3,735.11",123.36,223.83,176.91,101.7038,12.38,25.86
2023-07-31,"20,078.94",561.16,"5,713.94","3,344.26",16.42,85.56,"3,729.56",123.27,223.80,176.85,101.8762,12.42,26.12
2023-08-01,"20,011.12",560.07,"5,801.87","3,319.00",17.04,85.68,"3,734.44",123.31,223.82,176.90,101.9400,12.40,26.12
2023-08-02,"19,517.38",557.51,"5,704.52","3,343.60",17.60,83.38,"3,730.00",123.36,223.87,176.93,102.6416,12.25,26.08
2023-08-03,"19,420.87",558.29,"5,658.77","3,408.27",17.30,85.23,"3,691.11",123.44,223.97,177.02,102.4776,12.36,26.11
2023-08-04,"19,539.46",557.72,"5,697.13","3,377.81",17.12,86.08,"3,680.00",123.44,224.07,177.06,101.9986,12.43,26.20
2023-08-07,"19,537.92",560.88,"5,674.07","3,262.04",17.52,85.89,"3,677.33",123.46,224.17,177.09,102.0776,12.34,26.06
2023-08-08,"19,184.17",558.77,"5,651.81","3,218.56",17.49,86.18,"3,667.33",123.48,224.25,177.11,102.5501,12.32,25.94
2023-08-09,"19,246.03",559.51,"5,638.62","3,230.65",17.47,87.48,"3,655.11",123.48,224.30,177.12,102.4863,12.29,25.73
2023-08-10,"19,248.26",558.94,"5,638.62","3,246.70",,86.33,"3,648.44",123.45,224.36,177.09,102.6066,12.32,25.76
2023-08-11,"19,075.19",557.96,"5,603.99","3,238.14",17.13,86.72,"3,646.22",123.48,224.45,177.11,102.8660,12.06,25.27
2023-08-14,"18,773.55",554.31,"5,580.09","3,192.87",17.26,86.23,"3,638.44",123.60,224.61,177.25,103.1711,11.98,25.34
2023-08-15,"18,581.11",551.79,"5,631.20","3,180.14",17.16,85.08,"3,644.00",123.83,224.76,177.41,103.2077,12.00,25.17
2023-08-16,"18,329.30",551.44,"5,547.94","3,245.62",17.05,83.37,"3,666.22",123.91,224.86,177.52,103.4223,11.90,24.93
2023-08-17,"18,326.63",552.19,"5,583.39","3,238.30",17.04,83.90,"3,660.67",123.89,224.90,177.50,103.4502,11.92,25.14
2023-08-18,"17,950.85",551.64,"5,581.74","3,176.59",16.99,84.83,"3,665.56",123.95,224.97,177.54,103.4419,11.81,24.71
2023-08-21,"17,623.29",552.82,"5,629.55","3,111.30",16.99,84.56,"3,646.22",124.17,225.13,177.67,103.3173,11.66,24.48
2023-08-22,"17,791.01",555.06,"5,643.56","3,129.58",17.06,83.89,"3,651.78",124.15,225.19,177.67,103.6071,11.80,24.64
2023-08-23,"17,845.92",556.21,"5,684.78","3,071.59",17.03,83.07,"3,690.67",124.17,225.22,177.63,103.3825,11.65,24.20
2023-08-24,"18,212.17",555.81,"5,677.36","3,042.39",17.04,83.23,"3,696.22",124.18,225.27,177.65,103.9476,11.68,24.21
2023-08-25,"17,956.38",555.95,"5,682.31","3,063.02",17.04,84.85,"3,679.56",124.11,225.31,177.60,104.2016,11.66,23.86
2023-08-28,"18,130.74",555.62,"5,679.84","3,198.16",17.16,84.40,"3,680.67",123.96,225.26,177.41,103.9968,11.81,24.07
2023-08-29,"18,484.03",556.49,"5,703.74","3,279.30",17.09,85.49,"3,656.22",123.90,225.22,177.37,103.4795,11.85,24.71
2023-08-30,"18,482.86",557.19,"5,719.41","3,267.24",17.08,85.97,"3,666.22",123.92,225.23,177.46,103.1575,11.82,24.76
2023-08-31,"18,382.06",556.67,"5,723.53","3,106.10",17.13,86.83,"3,682.89",123.97,225.26,177.56,103.6415,11.77,24.57
2023-09-01,,559.15,"5,748.26","3,124.54",17.05,88.99,"3,701.11",123.81,225.23,177.41,104.2774,11.83,24.63
2023-09-04,"18,844.16",,"5,716.74","3,129.25",16.68,89.00,"3,736.67",123.51,225.07,177.19,104.1164,12.02,25.04
2023-09-05,"18,456.91",559.55,"5,694.46","3,058.59",16.74,90.05,"3,736.22",123.47,225.05,177.21,104.7808,11.92,24.90
2023-09-06,"18,449.98",556.73,"5,730.31","3,126.82",16.78,90.63,"3,732.89",123.29,224.91,177.07,104.8656,11.90,24.95
2023-09-07,"18,202.07",554.78,"5,705.34","3,095.46",16.71,89.76,"3,724.00",123.19,224.63,176.95,105.0491,11.80,24.55
2023-09-08,,553.55,"5,670.61","3,064.07",16.57,90.44,"3,719.56",123.17,224.34,176.98,105.0600,11.75,24.56
2023-09-11,"18,096.45",556.73,"5,692.94","3,039.90",16.55,90.61,"3,715.11",123.13,224.12,176.97,104.5166,11.82,24.84
2023-09-12,"18,025.89",556.38,"5,711.13","3,027.55",16.56,91.96,"3,731.78",123.19,224.17,177.08,104.5430,11.81,24.87
2023-09-13,"18,009.22",555.61,"5,701.21","3,027.71",16.56,92.18,"3,744.00",123.25,224.35,177.17,104.7614,11.77,24.60
2023-09-14,"18,047.92",558.11,"5,729.33","3,004.35",16.56,94.14,"3,739.56",123.36,224.50,177.22,105.3799,11.81,24.52
2023-09-15,"18,182.89",556.91,"5,755.80","3,005.10",16.60,94.27,"3,764.00",123.22,224.60,177.18,105.3184,11.73,24.58
2023-09-18,"17,930.55",557.89,"5,729.33","2,980.37",16.42,94.57,"3,767.33",123.09,224.57,177.00,105.0753,11.76,24.61
2023-09-19,"17,997.17",557.38,"5,672.26","2,976.48",16.27,94.40,"3,802.89",123.06,224.56,176.97,105.1451,11.78,24.46
2023-09-20,"17,885.60",557.95,"5,669.78","2,980.10",16.19,93.20,"3,788.44",123.03,224.61,176.96,105.3236,11.74,24.29
2023-09-21,"17,655.41",555.49,"5,651.58","2,974.07",16.19,93.24,"3,776.22",123.09,224.70,177.03,105.3906,11.64,24.11
2023-09-22,"18,057.45",557.17,"5,625.94","3,004.70",16.14,93.83,"3,754.00",123.00,224.73,177.04,105.6135,11.82,24.50
2023-09-25,"17,729.29",557.14,"5,596.99","2,929.50",16.23,93.41,"3,741.78",122.87,224.77,176.96,105.9582,11.75,24.38
2023-09-26,"17,466.90",557.14,"5,557.29","2,914.69",16.20,94.07,"3,734.00",122.79,224.69,176.87,106.1798,11.68,24.27
2023-09-27,"17,611.87",555.98,"5,541.58","2,904.72",15.97,96.71,"3,727.33",122.79,224.69,176.87,106.6655,11.67,24.38
2023-09-28,"17,373.03",556.94,"5,561.43","2,914.16",15.91,95.14,"3,734.00",122.91,224.84,177.05,106.1395,11.64,24.51
2023-09-29,"17,809.66",555.07,,,,95.34,,,,,106.1510,,
2023-10-02,,552.90,,,,90.48,,,,,107.0178,,
2023-10-03,"17,331.22",552.42,,,,91.10,,,,,107.0917,,
2023-10-04,"17,195.84",551.82,,,,86.09,,,,,106.7806,,
2023-10-05,"17,213.87",550.90,,,,84.18,,,,,106.3446,,
2023-10-06,"17,485.98",551.54,,,,84.43,,,,,106.1265,,
2023-10-07,,,,,15.83,,,122.97,225.07,177.22,,,
2023-10-08,,,,,15.70,,,122.99,225.08,177.29,,,
2023-10-09,"17,517.40",552.62,"5,574.66","2,848.90",15.61,88.25,"3,697.33",122.97,225.17,177.24,106.0771,11.63,24.42
2023-10-10,"17,664.73",550.25,"5,495.89","2,834.32",15.45,87.72,"3,664.00",122.88,225.17,177.12,105.7700,11.54,24.31
2023-10-11,"17,893.10",550.23,"5,535.13","2,819.26",15.14,85.54,"3,656.22",122.72,225.11,176.91,105.7160,11.55,24.33
2023-10-12,"18,238.21",549.75,"5,538.45","2,834.79",15.17,86.26,"3,649.56",122.69,225.06,176.84,106.5637,11.69,24.53
2023-10-13,"17,813.45",544.94,"5,502.82","2,797.28",15.30,90.80,"3,652.89",122.82,225.11,176.99,106.6995,11.61,24.42
2023-10-16,"17,640.36",544.97,"5,516.08","2,755.54",15.34,90.16,"3,666.22",122.84,225.19,177.07,106.2229,11.55,24.26
2023-10-17,"17,773.34",543.61,"5,453.93","2,731.98",15.44,90.91,"3,690.67",122.77,225.20,176.97,106.2029,11.62,24.21
2023-10-18,"17,732.52",545.24,"5,523.54","2,683.71",15.63,91.41,"3,689.56",122.73,225.20,176.92,106.5526,11.57,23.83
2023-10-19,"17,295.89",544.43,"5,502.82","2,653.21",15.57,93.05,"3,667.33",122.59,225.07,176.75,106.2284,11.30,23.52
2023-10-20,"17,172.13",542.24,"5,474.64","2,681.28",15.48,92.51,"3,681.78",122.61,225.03,176.80,106.1513,11.21,23.30
2023-10-23,,542.92,"5,439.84","2,642.63",15.09,90.50,"3,649.56",122.71,225.11,176.99,105.6009,11.13,22.74
2023-10-24,"16,991.53",544.05,"5,510.28","2,692.59",15.15,88.08,"3,666.22",122.62,225.05,176.94,106.2507,11.12,23.07
2023-10-25,"17,085.33",544.86,"5,545.92","2,697.93",14.99,90.13,"3,716.22",122.69,225.09,177.12,106.5444,11.11,23.28
2023-10-26,"17,044.61",544.30,"5,515.25","2,669.65",14.69,88.16,"3,724.00",122.71,225.20,177.23,106.6233,11.18,23.41
2023-10-27,"17,398.73",542.50,"5,542.60","2,692.63",14.49,90.44,"3,727.33",122.66,225.27,177.20,106.5790,11.27,23.79
2023-10-30,"17,406.36",542.31,"5,579.07","2,692.85",14.16,87.91,"3,761.78",122.69,225.39,177.28,106.2325,11.25,24.01
2023-10-31,"17,112.48",539.16,"5,578.24","2,693.08",14.43,87.42,"3,781.78",122.79,225.46,177.40,106.7121,11.25,23.90
2023-11-01,"17,101.78",538.63,"5,575.75","2,670.57",15.01,84.90,"3,808.44",122.81,225.51,177.41,106.6679,11.27,23.88
2023-11-02,"17,230.59",539.72,"5,587.03","2,653.64",15.13,86.96,"3,831.78",122.96,225.63,177.52,106.1474,11.25,23.66
2023-11-03,"17,664.12",540.06,"5,613.39","2,644.18",14.89,85.21,"3,871.11",122.94,225.70,177.52,105.0663,11.30,23.92
2023-11-06,"17,966.59",540.96,"5,601.95","2,729.53",14.90,85.21,"3,909.56",122.95,225.82,177.54,105.2843,11.36,24.36
2023-11-07,"17,670.16",539.99,"5,587.01","2,726.80",14.93,81.41,"3,912.89",122.94,225.88,177.54,105.5118,11.33,24.40
2023-11-08,"17,568.46",540.13,"5,590.33","2,750.09",14.77,79.71,"3,889.56",122.96,225.92,177.50,105.5321,11.29,24.42
2023-11-09,"17,511.29",539.72,"5,557.14","2,732.29",14.47,79.87,"3,935.11",123.00,225.99,177.57,105.8972,11.32,24.31
2023-11-10,"17,203.26",538.02,"5,565.43","2,709.52",14.32,81.70,"3,952.89",123.05,226.07,177.57,105.8000,11.25,24.22
2023-11-13,"17,426.21",538.89,"5,562.95","2,702.40",14.40,82.70,"3,971.78",123.11,226.19,177.69,105.6703,11.24,24.43
2023-11-14,"17,396.86",540.31,"5,585.35","2,736.98",14.45,82.37,"3,966.22",123.07,226.27,177.68,104.0765,11.25,24.54
2023-11-15,"18,079.00",542.78,"5,609.42","2,726.33",14.54,81.07,"4,010.67",123.04,226.34,177.70,104.4005,11.32,24.67
2023-11-16,"17,832.82",542.31,"5,617.72","2,706.78",14.59,77.45,"3,997.33",123.12,226.43,177.77,104.3757,11.24,24.45
2023-11-17,"17,454.19",542.49,"5,616.89","2,687.44",14.61,80.62,"4,009.56",123.17,226.50,177.79,103.8318,11.21,24.62
2023-11-20,"17,778.07",543.16,"5,615.23","2,689.00",14.96,82.03,"4,012.89",123.14,226.61,177.77,103.4892,11.24,24.82
2023-11-21,"17,733.89",542.12,"5,651.75","2,753.40",14.92,82.39,"4,054.00",123.11,226.66,177.71,103.6092,11.26,24.70
2023-11-22,"17,734.60",540.77,"5,637.64","2,748.51",14.81,81.66,"4,037.33",123.03,226.65,177.63,103.8731,11.18,24.43
2023-11-23,"17,910.84",,"5,626.85","2,815.92",14.72,81.28,"4,004.00",122.86,226.53,177.48,103.7609,11.22,24.69
2023-11-24,"17,559.42",539.48,"5,647.60","2,809.29",14.65,80.23,"3,994.00",122.86,226.52,177.46,103.4383,11.17,24.45
2023-11-27,"17,525.06",537.34,"5,651.75","2,744.87",14.19,80.08,"4,000.67",122.76,226.51,177.41,103.2163,11.08,24.38
2023-11-28,"17,354.14",538.04,"5,618.55","2,721.63",14.21,81.66,"4,007.33",122.84,226.52,177.45,102.7309,11.09,24.48
2023-11-29,"16,993.44",538.21,"5,650.92","2,651.81",14.45,82.90,"3,996.22",122.87,226.53,177.48,102.8618,11.01,24.35
2023-11-30,"17,042.88",538.19,"5,661.71","2,649.95",14.55,82.84,"3,966.22",122.95,226.58,177.55,103.5064,11.07,24.25
2023-12-01,"16,830.30",539.36,"5,673.32","2,671.43",14.48,79.56,"3,995.11",122.93,226.62,177.57,103.2067,11.04,24.43
2023-12-04,"16,646.05",538.73,"5,692.09","2,639.83",14.29,78.20,"3,987.33",122.90,226.68,177.56,103.6354,10.99,24.41
2023-12-05,"16,327.86",536.25,"5,634.28","2,583.25",14.22,77.00,"3,974.00",122.89,226.64,177.51,103.9474,10.81,23.96
2023-12-06,"16,463.26",535.16,"5,645.74","2,615.76",13.99,74.28,"3,975.11",122.87,226.62,177.50,104.1779,10.78,24.07
2023-12-07,"16,345.89",537.37,"5,592.36","2,631.22",13.75,74.56,"4,022.89",122.89,226.64,177.52,103.6477,10.77,24.03
2023-12-08,"16,334.37",541.44,"5,639.79","2,582.13",13.56,75.65,"4,044.00",122.94,226.65,177.61,103.9899,10.80,23.98
2023-12-11,"16,201.49",540.02,"5,674.75","2,565.46",14.12,76.11,"4,042.89",123.04,226.73,177.75,104.0811,10.84,24.28
2023-12-12,"16,374.50",541.19,"5,658.93","2,650.36",14.18,73.32,"4,038.44",123.04,226.74,177.75,103.8123,10.89,24.35
2023-12-13,"16,228.75",541.12,"5,621.49","2,596.07",14.37,74.62,"4,020.67",123.18,226.84,177.92,102.9468,10.73,24.13
2023-12-14,"16,402.19",542.10,"5,660.60","2,584.19",14.70,76.60,"3,984.00",123.20,226.98,177.99,101.9513,10.68,24.06
2023-12-15,"16,792.19",541.46,"5,696.38","2,614.43",14.72,76.95,"3,977.33",123.37,227.13,178.11,102.6079,10.65,23.92
2023-12-18,"16,629.23",540.29,"5,700.54","2,586.80",14.59,78.04,"3,947.33",123.46,227.28,178.21,102.5023,10.64,23.59
2023-12-19,"16,505.00",542.10,"5,688.06","2,553.06",14.87,79.27,"3,950.67",123.45,227.36,178.18,102.1201,10.66,23.59
2023-12-20,"16,613.81",542.21,"5,733.83","2,510.34",14.58,79.15,"3,949.56",123.47,227.43,178.16,102.4268,10.57,23.23
2023-12-21,"16,621.13",542.04,"5,739.66","2,539.53",14.37,79.34,"3,952.89",123.64,227.49,178.24,101.7468,10.63,23.37
2023-12-22,"16,340.41",541.53,"5,745.48","2,509.08",14.38,79.19,"3,971.78",123.74,227.63,178.41,101.7073,10.68,23.13
2023-12-25,,,"5,748.81","2,479.22",14.34,,"3,961.78",123.91,227.77,178.57,101.7027,10.73,23.15
2023-12-26,,541.78,"5,769.62","2,443.27",14.42,81.01,"3,964.44",123.94,227.89,178.77,101.4595,10.70,22.85
2023-12-27,"16,624.84",543.80,"5,763.79","2,444.84",14.51,79.34,"3,964.44",124.01,228.06,178.90,100.9438,10.75,23.01
2023-12-28,"17,043.53",544.37,"5,770.45","2,512.78",14.35,78.38,"3,966.22",124.02,228.24,178.94,101.2439,10.91,23.37
2023-12-29,"17,047.39",543.59,"5,735.50","2,500.37",14.17,77.08,"3,944.44",124.00,228.41,178.88,101.3783,10.96,23.64
2023-12-31,,,,,,,,124.02,228.43,178.94,,,
2024-01-01,,,,,,,,,,,101.3220,,
2024-01-02,"16,788.55",543.05,"5,738.83","2,450.87",14.15,76.04,"3,966.22",123.94,228.53,178.86,102.2460,11.10,24.56
2024-01-03,"16,646.41",543.54,"5,710.36","2,461.84",14.13,78.44,"3,978.44",123.88,228.48,178.78,102.4691,11.12,24.47
2024-01-04,"16,645.98",541.08,"5,692.72","2,430.34",14.08,77.74,"3,968.44",124.01,228.56,178.85,102.4253,11.06,24.32
2024-01-05,"16,535.33",540.12,"5,691.72","2,429.81",13.99,78.90,"3,952.89",124.15,228.66,179.01,102.4293,11.02,23.92
2024-01-08,"16,224.45",539.85,"5,682.57","2,388.63",13.83,76.27,"3,929.56",124.16,228.82,179.02,102.2903,10.91,23.38
2024-01-09,"16,190.02",538.19,"5,675.91","2,401.61",13.78,77.49,"3,918.44",124.35,228.97,179.12,102.5125,10.91,23.45
2024-01-10,"16,097.28",538.19,"5,636.81","2,392.35",13.70,76.78,"3,895.11",124.30,229.02,179.08,102.3529,10.85,23.31
2024-01-11,"16,302.04",537.59,"5,673.42","2,411.50",13.54,78.48,"3,881.11",124.29,229.04,179.10,102.3100,10.84,23.68
2024-01-12,"16,244.58",536.93,"5,670.92","2,406.43",13.39,78.32,"3,892.89",124.19,229.05,179.07,102.4487,10.83,23.56
2024-01-15,"16,216.33",,"5,630.15","2,414.65",13.60,78.64,"3,881.78",124.20,229.12,179.09,102.5912,10.85,23.51
2024-01-16,"15,865.92",538.68,"5,641.80","2,389.53",13.81,77.90,"3,872.22",124.18,229.15,179.03,103.3360,10.91,23.46
2024-01-17,"15,276.90",538.38,"5,634.31","2,325.08",14.09,78.11,"3,870.67",124.27,229.20,179.11,103.3728,10.71,22.84
2024-01-18,"15,391.79",538.56,"5,646.79","2,324.35",14.07,78.96,"3,854.00",124.32,229.29,179.19,103.4048,10.83,22.80
2024-01-19,"15,308.69",540.00,"5,638.47","2,323.10",13.92,78.63,"3,863.33",124.42,229.38,179.26,103.2362,10.81,22.55
2024-01-22,"14,961.18",540.47,"5,650.12","2,219.46",14.24,79.89,"3,874.00",124.63,229.54,179.36,103.3466,10.68,21.36
2024-01-23,"15,353.98",543.08,"5,666.76","2,249.14",14.65,79.73,"3,880.00",124.60,229.60,179.33,103.5491,10.70,21.72
2024-01-24,"15,899.87",545.86,"5,689.23","2,323.90",14.49,80.23,"3,884.00",124.61,229.66,179.35,103.2583,10.90,22.02
2024-01-25,"16,211.96",546.47,"5,730.83","2,445.75",14.57,82.36,"3,904.00",124.71,229.77,179.60,103.4839,11.18,22.72
2024-01-26,"15,952.23",545.73,"5,729.99","2,518.12",15.01,83.69,"3,909.56",124.73,229.85,179.63,103.4622,11.22,22.56
2024-01-29,"16,077.24",544.96,"5,722.51","2,479.92",15.45,82.46,"3,914.00",124.79,229.96,179.72,103.4680,11.19,22.05
2024-01-30,"15,703.45",543.71,"5,739.15","2,395.57",16.00,82.75,"3,914.00",125.15,230.13,179.97,103.3969,11.03,21.45
2024-01-31,"15,485.07",543.03,"5,769.93","2,308.11",16.48,81.71,"3,905.56",125.38,230.33,180.07,103.5235,10.99,20.76
2024-02-01,"15,566.21",541.48,"5,740.81","2,250.79",16.14,78.82,"3,894.00",125.37,230.45,179.99,103.0629,10.95,20.63
2024-02-02,"15,533.56",541.02,"5,710.19","2,237.92",14.98,77.67,"3,894.00",125.36,230.52,180.02,103.9638,10.89,19.97
2024-02-04,,,,,15.04,,,125.54,230.62,180.15,,,
2024-02-05,"15,510.01",538.33,"5,703.71","2,117.31",15.15,77.93,"3,894.00",125.55,230.71,180.12,104.4557,11.02,19.08
2024-02-06,"16,136.87",540.17,"5,663.45","2,154.28",15.05,78.77,"3,894.00",125.16,230.66,179.93,104.1764,11.29,20.49
2024-02-07,"16,081.89",540.26,"5,669.77","2,141.62",,79.43,"3,894.00",125.33,230.71,180.00,104.0499,11.34,21.51
2024-02-08,"15,878.07",538.89,"5,656.13","2,252.21",,81.75,"3,894.00",125.26,230.75,180.04,104.1405,11.37,22.00
2024-02-09,"15,746.58",541.27,,,,81.86,,125.26,230.78,180.04,104.0893,,
2024-02-12,,542.05,,,,82.08,,,,,104.1446,,
2024-02-13,,542.88,,,,82.66,,,,,104.8646,,
2024-02-14,"15,879.38",545.14,,,,81.44,,,,,104.7252,,
2024-02-15,"15,944.63",546.13,,,,82.85,,,,,104.2652,,
2024-02-16,"16,339.96",545.94,,,,83.55,,,,,104.2816,,
2024-02-18,,,,,,,,125.27,230.92,180.14,,,
2024-02-19,"16,155.61",,"5,688.55","2,263.66",14.09,83.35,"3,869.56",125.30,230.96,180.12,104.2525,11.56,22.10
2024-02-20,"16,247.51",544.14,"5,687.72","2,283.09",13.94,82.56,"3,838.44",125.44,231.06,180.24,104.0599,11.60,22.17
2024-02-21,"16,503.10",545.27,"5,740.93","2,331.30",13.77,83.16,"3,816.67",125.46,231.14,180.29,103.9860,11.74,22.26
2024-02-22,"16,742.95",545.84,"5,757.55","2,330.89",13.61,83.42,"3,802.89",125.54,231.26,180.44,103.9406,11.86,22.52
2024-02-23,"16,725.86",545.23,"5,766.70","2,349.79",13.55,81.58,"3,779.56",125.68,231.44,180.59,103.9734,11.86,22.75
2024-02-26,"16,634.74",545.42,"5,740.09","2,331.34",13.71,82.58,"3,758.44",125.81,231.60,180.61,103.7777,11.67,22.78
2024-02-27,"16,790.80",547.50,"5,735.94","2,371.43",13.74,83.13,"3,755.11",125.93,231.72,180.64,103.8116,11.78,23.30
2024-02-28,"16,536.85",547.90,"5,715.99","2,300.16",13.83,83.40,"3,775.11",126.06,231.81,180.70,103.9365,11.66,22.53
