指标名称,恒生指数,CRB现货指数:工业,南华铜指数,申万行业指数:房地产开发,市场价:生猪(外三元):全国均价,期货收盘价(连续):布伦特原油:ICE,现货价:螺纹钢,中债国债总指数(总值)净价指数,中债信用债总指数(3-5年)财富指数,中债3-5年期国债指数(总值)财富指数,美国:美元指数,市盈率(成份股计算):申万大盘指数,市盈率(成份股计算):申万小盘指数
2015-11-24,"22,587.63",397.31,"2,815.98","6,212.60",16.37,,"1,778.67",118.37,159.21,136.11,99.6036,12.62,74.85
2015-11-25,"22,498.00",399.20,"2,880.04","6,250.36",16.45,46.28,"1,771.33",118.49,159.28,136.18,99.7613,12.70,76.35
2015-11-26,"22,488.94",,"2,929.12","6,272.61",16.43,45.62,"1,768.00",118.56,159.37,136.29,99.8724,12.65,75.87
2015-11-27,"22,068.32",399.76,"2,943.26","5,905.99",16.42,44.87,"1,764.67",118.56,159.50,136.38,100.0997,12.03,71.01
2015-11-30,"21,996.42",399.96,"2,897.83","6,002.21",16.52,44.50,"1,764.00",118.70,159.65,136.41,100.1785,12.07,71.51
2015-12-01,"22,381.35",400.71,"2,924.14","6,279.14",16.53,44.28,"1,760.67",118.69,159.78,136.51,99.8390,12.09,71.45
2015-12-02,"22,479.69",400.31,"2,910.32","6,379.16",16.59,42.68,"1,750.67",118.68,159.89,136.57,100.0397,12.60,70.71
2015-12-03,"22,417.01",399.86,"2,868.31","6,528.16",16.64,44.06,"1,744.00",118.81,160.05,136.73,97.9534,12.75,72.45
2015-12-04,"22,235.89",400.42,"2,886.66","6,467.23",16.70,43.22,"1,728.67",118.88,160.44,136.84,98.2568,12.45,72.20
2015-12-07,"22,203.22",400.46,"2,946.71","6,471.95",16.70,40.66,"1,719.33",118.85,160.67,136.81,98.7479,12.42,73.13
2015-12-08,"21,905.13",399.89,"2,895.00","6,343.54",16.71,40.46,"1,716.00",118.97,160.91,136.92,98.4034,12.22,71.50
2015-12-09,"21,803.76",400.65,"2,920.02","6,485.10",16.75,40.33,"1,698.67",119.02,161.00,136.89,97.4157,12.26,71.33
2015-12-10,"21,704.61",400.31,"2,912.51","6,395.04",16.76,39.55,"1,684.67",119.01,161.04,136.97,97.9475,12.19,71.14
2015-12-11,"21,464.05",401.67,"2,999.25","6,349.60",16.77,37.98,"1,668.67",119.10,161.11,137.07,97.6222,12.13,70.56
2015-12-14,"21,309.85",401.98,"3,013.43","6,457.80",16.73,37.75,"1,661.33",118.86,161.22,136.99,97.5644,12.46,72.16
2015-12-15,"21,274.37",401.11,"2,970.45","6,580.68",16.71,38.05,"1,654.67",118.92,161.18,137.01,98.1353,12.36,73.04
2015-12-16,"21,701.21",400.95,"2,956.27","6,559.65",16.71,37.18,"1,652.00",119.05,161.19,137.05,98.5009,12.35,73.48
2015-12-17,"21,872.06",399.98,"2,930.42","6,881.63",16.66,36.95,"1,654.00",119.16,161.29,137.26,99.0247,12.52,75.47
2015-12-18,"21,755.56",401.02,"2,986.29","6,939.77",16.65,36.55,"1,655.33",119.42,161.26,137.44,98.7193,12.55,75.29
2015-12-21,"21,791.68",402.16,"3,022.15","7,076.66",16.58,36.23,"1,664.00",119.80,161.55,137.72,98.4780,12.81,76.16
2015-12-22,"21,830.02",401.78,"3,031.33","7,160.39",16.58,36.38,"1,692.67",119.97,161.88,137.94,98.2160,12.80,77.03
2015-12-23,"22,040.59",401.95,"3,033.83","7,135.95",16.55,37.79,"1,701.33",120.02,161.85,137.94,98.3827,12.79,76.00
2015-12-24,"22,138.13",402.86,"3,016.32","7,024.37",16.52,37.93,"1,700.67",120.30,162.03,137.99,97.9024,12.70,75.77
2015-12-25,,,"3,030.49","7,055.05",16.50,,"1,699.33",120.26,162.15,138.01,97.8482,12.69,76.50
2015-12-28,"21,919.62",402.27,"2,980.46","6,855.05",16.55,36.60,"1,703.33",120.35,162.28,138.10,97.9421,12.36,74.89
2015-12-29,"21,999.62",402.90,"3,026.32","6,920.53",16.61,37.39,"1,712.67",120.29,162.41,138.17,98.2547,12.46,75.89
2015-12-30,"21,882.15",405.44,"3,041.33","6,933.57",16.63,36.68,"1,718.67",120.27,162.57,138.11,98.2717,12.43,76.80
2015-12-31,"21,914.40",404.71,"3,056.52","6,844.29",16.75,37.60,"1,725.33",120.29,162.56,138.12,98.6813,12.34,75.68
2016-01-01,,,,,,,,,,,98.6763,,
2016-01-04,"21,327.12",406.24,"3,009.27","6,341.35",17.09,37.34,"1,746.00",120.07,162.57,137.95,98.8319,11.87,69.77
2016-01-05,"21,188.72",406.58,"3,052.71","6,280.46",17.20,36.59,"1,767.33",119.87,162.56,137.79,99.3396,11.84,66.93
2016-01-06,"20,980.81",410.50,"3,029.98","6,422.14",17.45,34.38,"1,784.67",119.98,162.58,137.76,99.2545,12.05,68.80
2016-01-07,"20,333.34",408.26,"3,017.44","5,925.82",17.53,33.77,"1,773.33",120.16,162.72,137.77,98.3106,11.35,62.80
2016-01-08,"20,453.71",412.23,"2,983.16","6,007.13",17.64,33.26,"1,791.33",120.30,162.88,137.84,98.4179,11.58,63.42
2016-01-11,"19,888.50",408.10,"2,907.08","5,676.23",18.00,31.21,"1,791.33",120.42,163.02,138.03,98.8134,11.09,58.81
2016-01-12,"19,711.76",409.16,"2,895.37","5,696.44",18.09,30.72,"1,788.00",120.67,163.30,138.10,99.0267,11.15,58.52
2016-01-13,"19,934.88",407.54,"2,910.42","5,526.89",18.11,30.26,"1,775.33",121.13,163.50,138.41,98.9035,10.96,56.20
2016-01-14,"19,817.41",407.82,"2,920.45","5,671.99",18.12,31.00,"1,773.33",120.97,163.59,138.40,99.0808,11.11,58.37
2016-01-15,"19,520.77",,"2,909.58","5,452.24",18.11,29.11,"1,764.00",121.00,163.60,138.43,98.9135,10.76,56.19
2016-01-18,"19,237.45",407.82,"2,925.47","5,503.05",17.90,28.74,"1,770.67",120.81,163.71,138.41,99.1082,10.76,57.06
2016-01-19,"19,635.81",409.42,"2,956.40","5,729.42",17.91,28.73,"1,772.67",120.62,163.67,138.29,99.0826,11.05,59.24
2016-01-20,"18,886.30",410.27,"2,932.99","5,660.75",17.90,27.79,"1,772.67",120.48,163.55,138.13,99.1066,10.93,58.81
2016-01-21,"18,542.15",409.86,"2,913.76","5,462.19",17.90,29.72,"1,764.00",120.59,163.50,138.13,99.1183,10.66,56.29
2016-01-22,"19,080.51",411.02,"2,942.19","5,519.70",17.88,32.08,"1,772.67",120.71,163.66,138.21,99.5348,10.76,57.24
2016-01-25,"19,340.14",411.03,"2,927.98","5,566.12",18.00,30.09,"1,766.67",120.23,163.48,138.05,99.3025,10.79,57.83
2016-01-26,"18,860.80",411.89,"2,934.67","5,190.76",18.00,31.09,"1,767.33",120.19,163.30,137.98,99.0407,10.18,53.26
2016-01-27,"19,052.45",413.84,"2,991.52","5,127.49",17.97,33.01,"1,768.67",119.95,163.04,137.89,98.9003,10.17,52.66
2016-01-28,"19,195.83",,"2,976.47","4,974.67",17.97,34.55,"1,771.33",119.99,162.96,137.90,98.6033,9.96,50.19
2016-01-29,"19,683.11",416.91,"2,983.16","5,148.05",18.02,34.73,"1,774.00",120.24,163.08,138.01,99.5617,10.23,52.11
2016-02-01,"19,595.50",417.70,"2,963.93","5,105.70",18.18,34.13,"1,774.00",120.32,163.17,138.15,99.0464,10.04,51.45
2016-02-02,"19,446.84",420.05,"2,980.31","5,264.01",18.39,32.57,"1,774.00",120.08,163.19,138.13,98.7866,10.19,53.38
2016-02-03,"18,991.59",421.31,"2,982.48","5,335.43",18.36,35.47,"1,774.00",120.00,163.03,138.13,97.3990,10.12,53.73
2016-02-04,"19,183.09",421.97,"3,039.71","5,385.13",18.43,34.39,"1,774.00",120.23,163.13,138.18,96.5730,10.22,55.08
2016-02-05,"19,288.17",421.93,"3,040.71","5,306.57",18.35,34.13,"1,774.00",120.23,163.22,138.24,96.9946,10.17,54.50
2016-02-06,,,,,,,,120.22,163.23,138.23,,,
2016-02-08,,422.67,,,,33.21,,,,,96.6503,,
2016-02-09,,421.56,,,,30.81,,,,,96.0469,,
2016-02-10,,422.83,,,,30.97,,,,,95.8762,,
2016-02-11,"18,545.80",421.52,,,,31.13,,,,,95.6191,,
2016-02-12,"18,319.58",421.89,,,,32.65,,,,,95.9735,,
2016-02-14,,,,,,,,120.48,163.50,138.36,,,
2016-02-15,"18,918.14",,"2,977.42","5,271.27",18.27,34.01,"1,776.67",120.35,163.54,138.43,96.6691,10.07,54.37
2016-02-16,"19,122.08",420.66,"2,977.42","5,452.21",18.26,32.30,"1,776.67",120.32,163.57,138.38,96.9083,10.36,56.75
2016-02-17,"18,924.57",421.29,"2,954.93","5,517.82",18.33,34.87,"1,779.33",120.35,163.59,138.38,96.8645,10.45,57.73
2016-02-18,"19,363.08",420.91,"2,973.25","5,523.87",18.24,33.99,"1,778.67",120.37,163.66,138.44,96.8300,10.41,57.51
2016-02-19,"19,285.50",420.97,"2,973.25","5,517.36",18.16,33.12,"1,780.67",120.44,163.82,138.45,96.6037,10.38,57.56
2016-02-22,"19,464.09",422.18,"3,027.39","5,642.52",17.96,34.67,"1,789.33",120.41,163.84,138.51,97.4009,10.63,58.68
2016-02-23,"19,414.78",421.79,"3,014.89","5,595.25",17.91,32.90,"1,791.33",120.42,163.90,138.55,97.4313,10.49,58.35
2016-02-24,"19,192.45",422.40,"2,982.41","5,636.40",17.89,34.41,"1,790.00",120.35,163.95,138.64,97.4696,10.56,58.62
2016-02-25,"18,888.75",421.60,"2,991.57","5,257.43",17.90,35.06,"1,797.33",120.23,163.95,138.60,97.4382,9.99,54.08
2016-02-26,"19,364.15",421.74,"2,984.91","5,270.66",17.93,35.13,"1,801.33",120.30,163.95,138.65,98.1221,10.09,54.17
2016-02-29,"19,111.93",422.13,"2,984.91","5,148.15",17.94,35.97,"1,800.67",120.34,164.01,138.67,98.1441,9.94,50.89
2016-03-01,"19,407.46",422.60,"2,994.91","5,300.78",18.00,36.60,"1,824.00",120.48,164.05,138.91,98.3699,10.07,51.94
2016-03-02,"20,003.49",422.77,"3,067.68","5,645.71",18.03,37.06,"1,848.00",120.51,164.08,138.93,98.1962,10.44,54.57
2016-03-03,"19,941.76",423.86,"3,070.67","5,638.49",18.13,37.08,"1,868.67",120.49,164.08,138.93,97.6514,10.46,54.81
2016-03-04,"20,176.70",426.51,"3,149.65","5,532.49",18.37,38.93,"1,897.33",120.54,164.19,138.97,97.2342,10.70,53.23
2016-03-07,"20,159.72",427.36,"3,161.78","5,576.03",18.41,40.83,"2,054.00",120.32,164.26,138.95,97.1098,10.68,53.71
2016-03-08,"20,011.58",429.11,"3,133.55","5,515.39",18.60,39.54,"2,158.67",120.30,164.40,138.93,97.2092,10.69,53.92
2016-03-09,"19,996.26",428.37,"3,097.86","5,399.18",18.64,40.84,"2,126.00",120.51,164.55,138.99,97.1992,10.62,52.62
2016-03-10,"19,984.42",436.94,"3,096.20","5,279.84",18.68,40.16,"2,186.67",120.67,164.66,139.09,96.1773,10.40,51.79
2016-03-11,"20,199.60",437.09,"3,130.23","5,242.15",18.70,40.38,"2,232.00",120.69,164.67,139.19,96.2410,10.44,50.91
2016-03-14,"20,435.34",438.10,"3,133.55","5,375.40",18.71,39.73,"2,172.00",120.73,164.77,139.25,96.5849,10.36,52.82
2016-03-15,"20,288.77",438.06,"3,092.05","5,336.59",18.74,38.95,"2,156.67",120.81,164.78,139.38,96.6515,10.36,52.68
2016-03-16,"20,257.70",436.79,"3,118.61","5,304.16",18.76,40.21,"2,134.00",121.03,164.87,139.45,95.7580,10.45,52.13
2016-03-17,"20,503.81",438.07,"3,149.32","5,410.30",18.95,41.43,"2,122.67",121.08,164.98,139.58,94.7904,10.48,53.89
2016-03-18,"20,671.63",438.71,"3,185.85","5,563.30",19.15,41.46,"2,156.00",121.11,165.06,139.58,95.0613,10.58,55.73
2016-03-21,"20,684.15",443.55,"3,167.59","5,691.46",19.57,41.41,"2,180.00",121.14,165.09,139.58,95.4104,11.23,56.54
2016-03-22,"20,666.75",444.32,"3,166.76","5,626.72",19.69,41.58,"2,210.00",121.14,165.08,139.65,95.6698,11.12,57.56
2016-03-23,"20,615.23",444.52,"3,167.59","5,652.24",19.80,40.54,"2,212.67",121.19,165.15,139.72,96.0526,11.14,58.15
2016-03-24,"20,345.61",444.09,"3,123.59","5,591.42",19.74,40.45,"2,213.33",121.22,165.18,139.82,96.1217,10.92,57.19
2016-03-25,,,"3,133.55","5,645.23",19.63,,"2,213.33",121.34,165.21,139.88,96.2626,10.94,57.90
2016-03-28,,443.02,"3,113.63","5,577.09",19.69,40.19,"2,241.33",121.31,165.17,139.95,95.9674,10.76,59.44
2016-03-29,"20,366.30",440.30,"3,118.61","5,481.21",19.70,39.27,"2,246.00",121.33,165.08,139.97,95.1765,10.67,58.24
2016-03-30,"20,803.39",440.21,"3,074.62","5,621.39",19.84,39.22,"2,246.00",121.42,165.04,140.03,94.8362,10.92,60.36
2016-03-31,"20,776.70",440.47,"3,063.16","5,620.96",19.93,39.57,"2,235.33",121.47,165.04,140.10,94.6272,10.91,60.36
2016-04-01,"20,498.92",440.43,"3,084.75","5,621.38",19.98,38.75,"2,255.33",121.45,165.10,140.03,94.5626,10.94,59.91
2016-04-04,,440.78,,,,37.58,,,,,94.5778,,
2016-04-05,"20,177.00",440.13,"3,052.69","5,737.32",19.90,38.33,"2,269.33",121.35,165.18,140.09,94.6105,11.00,62.22
2016-04-06,"20,206.67",439.70,"3,052.52","5,740.14",19.87,39.75,"2,280.00",121.31,165.16,140.02,94.4962,10.96,62.57
2016-04-07,"20,266.05",438.85,"3,045.87","5,666.61",19.80,39.66,"2,286.67",121.15,165.23,140.06,94.5458,10.82,61.59
2016-04-08,"20,370.40",446.99,"2,971.91","5,631.20",19.78,41.89,"2,289.33",121.12,165.14,140.01,94.2109,10.75,60.78
2016-04-11,"20,440.81",446.87,"2,977.73","5,722.33",19.80,42.81,"2,323.85",121.08,165.01,139.99,94.0077,10.87,62.76
2016-04-12,"20,504.44",447.73,"2,990.19","5,695.64",19.81,44.28,"2,366.15",121.08,164.77,139.98,94.0599,10.85,62.13
2016-04-13,"21,158.71",451.27,"3,061.29","5,750.33",19.81,43.90,"2,466.92",120.88,164.47,139.73,94.7920,11.01,62.99
2016-04-14,"21,337.81",452.05,"3,062.49","5,812.33",19.85,43.78,"2,486.15",120.80,164.11,139.58,94.9499,11.01,63.70
2016-04-15,"21,316.47",451.04,"3,056.68","5,815.95",19.85,42.85,"2,486.92",120.84,164.00,139.52,94.7022,10.96,62.94
2016-04-18,"21,161.50",451.97,"3,022.92","5,724.02",19.91,43.16,"2,516.92",120.91,164.16,139.59,94.4726,10.83,62.79
2016-04-19,"21,436.21",454.02,"3,050.16","5,741.13",19.93,43.80,"2,528.46",120.88,164.02,139.60,94.1177,10.88,62.86
2016-04-20,"21,236.31",455.95,"3,084.84","5,557.58",20.10,45.59,"2,561.54",120.65,163.84,139.46,94.5323,10.74,59.93
2016-04-21,"21,622.25",456.01,"3,145.95","5,511.07",20.14,44.73,"2,617.69",120.58,163.52,139.36,94.6564,10.68,58.81
2016-04-22,"21,467.04",457.12,"3,135.21","5,546.07",20.18,45.16,"2,826.92",120.26,163.07,139.32,95.1706,10.74,59.80
2016-04-25,"21,304.44",456.91,"3,147.60","5,510.04",,44.75,"2,836.15",119.83,162.43,139.08,94.7754,10.65,68.28
2016-04-26,"21,407.27",455.53,"3,112.92","5,555.91",20.37,46.42,"2,837.69",119.92,162.30,138.93,94.5175,10.70,69.35
2016-04-27,"21,361.60",454.29,"3,107.14","5,566.62",20.43,47.30,"2,823.08",120.02,162.53,139.02,94.4041,10.65,69.13
2016-04-28,"21,388.03",454.28,"3,076.26","5,546.89",20.50,48.03,"2,753.85",120.12,162.73,139.06,93.7723,10.65,68.45
2016-04-29,"21,067.05",456.43,"3,107.13","5,546.42",20.61,48.14,"2,763.85",120.11,162.79,139.05,93.0482,10.62,68.43
2016-05-02,,456.26,,,,45.91,,,,,92.6026,,
2016-05-03,"20,676.94",454.60,"3,126.45","5,637.97",20.80,45.23,"2,750.77",120.13,162.94,139.14,93.0879,10.76,70.59
2016-05-04,"20,525.83",454.21,"3,071.17","5,643.85",20.90,44.92,"2,732.31",120.04,163.01,139.10,93.2768,10.74,70.65
2016-05-05,"20,449.82",452.79,"3,039.00","5,681.22",20.99,45.22,"2,713.85",120.01,163.15,139.15,93.7568,10.74,71.14
2016-05-06,"20,109.87",452.75,"3,020.85","5,528.45",20.99,45.28,"2,693.85",120.01,163.22,139.14,93.8510,10.51,68.39
2016-05-09,"20,156.81",454.29,"2,956.51","5,353.49",20.82,43.45,"2,518.46",120.13,163.54,139.24,94.1549,10.31,65.63
2016-05-10,"20,242.68",454.02,"2,965.58","5,352.00",20.74,45.44,"2,436.15",120.12,163.74,139.31,94.2787,10.32,65.52
2016-05-11,"20,055.29",453.99,"2,966.41","5,337.37",20.79,47.40,"2,445.33",120.13,163.84,139.33,93.8363,10.37,65.14
2016-05-12,"19,915.46",453.18,"2,989.50","5,309.14",20.82,47.91,"2,444.00",120.19,163.95,139.40,94.1542,10.39,65.32
2016-05-13,"19,719.29",453.49,"2,926.81","5,292.04",20.86,47.85,"2,439.33",120.19,164.10,139.43,94.6182,10.35,64.67
2016-05-16,"19,883.95",453.88,"2,937.53","5,331.18",20.84,49.13,"2,379.33",120.06,164.12,139.48,94.5683,10.40,66.05
2016-05-17,"20,118.80",454.60,"2,961.46","5,295.23",20.84,49.36,"2,370.00",120.02,164.16,139.50,94.5761,10.37,65.70
2016-05-18,"19,826.41",453.59,"2,918.56","5,226.06",20.85,48.54,"2,346.00",119.90,164.17,139.49,95.1984,10.33,64.05
2016-05-19,"19,694.33",450.89,"2,903.71","5,220.41",20.86,48.86,"2,288.00",119.84,164.10,139.42,95.3053,10.31,64.41
2016-05-20,"19,852.20",450.57,"2,913.61","5,244.96",20.88,48.74,"2,257.33",119.82,164.06,139.42,95.2969,10.35,65.23
2016-05-23,"19,809.03",449.95,"2,901.24","5,296.23",20.89,48.39,"2,244.00",119.76,164.18,139.46,95.2419,10.39,66.28
2016-05-24,"19,830.43",448.20,"2,902.89","5,256.82",20.96,49.04,"2,221.33",119.83,164.23,139.49,95.6007,10.34,65.49
2016-05-25,"20,368.05",447.07,"2,927.63","5,242.15",21.03,49.78,"2,222.67",119.81,164.25,139.48,95.3905,10.33,65.26
2016-05-26,"20,397.11",448.26,"2,974.65","5,244.57",21.07,49.33,"2,224.00",119.78,164.23,139.47,95.1478,10.35,65.84
2016-05-27,"20,576.77",450.30,"2,962.28","5,252.14",21.10,49.46,"2,188.00",119.75,164.27,139.43,95.7397,10.35,65.99
2016-05-30,"20,629.39",,"2,944.96","5,229.06",21.14,49.72,"2,156.67",119.68,164.32,139.44,95.7179,10.37,65.60
2016-05-31,"20,815.09",451.54,"2,950.90","5,378.92",21.20,49.67,"2,112.00",119.64,164.24,139.41,95.8428,10.67,68.54
2016-06-01,"20,760.98",450.21,"2,905.19","5,380.31",21.23,49.74,"2,100.00",119.60,164.18,139.38,95.4163,10.63,69.62
2016-06-02,"20,859.22",449.89,"2,912.62","5,412.09",21.20,49.93,"2,074.00",119.52,164.16,139.43,95.5452,10.64,70.30
2016-06-03,"20,947.24",453.32,"2,948.61","5,417.36",21.20,49.84,"2,070.00",119.49,164.21,139.36,93.9222,10.70,70.74
2016-06-06,"21,030.22",455.12,"2,993.18","5,432.14",21.13,50.48,"2,082.67",119.57,164.33,139.40,94.0198,10.68,71.04
2016-06-07,"21,328.24",454.45,"2,958.51","5,413.61",21.10,51.49,"2,103.33",119.56,164.34,139.42,93.8576,10.68,71.12
2016-06-08,"21,297.88",455.15,"2,908.16","5,411.79",21.09,52.70,"2,091.33",119.53,164.42,139.39,93.5508,10.64,70.83
2016-06-09,,451.78,,,,51.86,,,,,94.0734,,
2016-06-10,"21,042.64",451.93,,,,50.48,,,,,94.6582,,
2016-06-12,,,,,21.08,,,119.52,164.44,139.46,,,
2016-06-13,"20,512.99",454.76,"2,909.81","5,219.50",21.04,50.00,"2,111.33",119.56,164.46,139.43,94.4175,10.39,67.69
2016-06-14,"20,387.53",452.44,"2,898.25","5,237.73",20.74,49.25,"2,108.67",119.72,164.60,139.40,94.9311,10.43,68.03
2016-06-15,"20,467.52",451.56,"2,915.59","5,334.26",20.63,48.62,"2,112.00",119.78,164.70,139.46,94.6116,10.51,70.26
2016-06-16,"20,038.42",451.72,"2,923.02","5,305.91",20.35,47.03,"2,107.33",119.88,164.76,139.50,94.6101,10.45,70.41
2016-06-17,"20,169.98",451.77,"2,935.40","5,330.62",20.12,49.25,"2,110.67",119.91,164.90,139.53,94.1537,10.49,70.84
2016-06-20,"20,510.20",450.81,"2,927.14","5,341.21",20.12,50.41,"2,121.33",119.89,164.98,139.62,93.6631,10.50,71.06
2016-06-21,"20,668.44",450.97,"2,936.22","5,317.35",20.12,50.95,"2,117.33",119.87,164.97,139.55,94.0769,10.47,70.20
2016-06-22,"20,795.12",450.80,"2,993.18","5,360.13",20.15,49.88,"2,118.67",119.96,165.05,139.58,93.5263,10.55,71.46
2016-06-23,"20,868.34",452.68,"2,994.01","5,336.36",20.16,51.14,"2,110.67",119.94,165.09,139.61,93.0965,10.51,70.98
2016-06-24,"20,259.13",450.52,"2,969.24","5,287.68",20.08,48.41,"2,114.00",119.89,165.23,139.67,95.4392,10.36,70.37
2016-06-27,"20,227.30",449.57,"3,031.15","5,354.59",19.44,47.53,"2,118.00",120.01,165.48,139.82,96.3781,10.47,72.06
2016-06-28,"20,172.46",450.70,"3,069.95","5,386.31",19.20,48.66,"2,121.33",120.02,165.57,140.00,96.0535,10.51,72.79
2016-06-29,"20,436.12",452.15,"3,066.65","5,405.13",19.11,50.15,"2,144.67",119.99,165.50,139.97,95.6601,10.57,72.88
2016-06-30,"20,794.37",451.31,"3,094.87","5,416.88",19.02,49.72,"2,134.67",120.03,165.68,139.98,95.9432,10.55,72.77
2016-07-01,,453.47,"3,075.89","5,424.98",19.02,50.55,"2,142.00",120.19,165.83,140.16,95.6655,10.72,71.45
2016-07-04,"21,059.20",,"3,108.22","5,415.96",18.74,50.04,"2,182.67",120.18,166.11,140.19,95.5272,10.80,66.38
2016-07-05,"20,750.72",453.75,"3,058.05","5,379.02",18.74,48.18,"2,188.00",120.12,166.15,140.12,96.2189,10.83,66.66
2016-07-06,"20,495.29",453.58,"3,024.87","5,394.17",18.72,49.25,"2,178.67",120.17,166.22,140.18,96.1103,10.85,67.02
2016-07-07,"20,706.92",450.48,"2,986.84","5,351.03",18.68,46.45,"2,186.00",120.29,166.41,140.29,96.2641,10.83,67.09
2016-07-08,"20,564.17",451.70,"2,963.37","5,340.77",18.74,46.44,"2,198.00",120.33,166.50,140.32,96.2966,10.70,66.95
2016-07-11,"20,880.50",453.60,"3,051.72","5,295.01",18.65,46.07,"2,208.00",120.38,166.55,140.37,96.5456,10.74,66.76
2016-07-12,"21,224.74",454.83,"3,064.91","5,342.04",18.70,48.19,"2,220.00",120.33,166.55,140.33,96.4974,10.97,67.53
2016-07-13,"21,322.37",458.85,"3,180.32","5,397.83",18.74,46.56,"2,272.00",120.24,166.55,140.29,96.3296,11.01,68.07
2016-07-14,"21,561.06",460.74,"3,185.27","5,408.00",18.73,47.13,"2,279.33",120.25,166.56,140.29,96.1249,10.97,68.20
2016-07-15,"21,659.25",460.86,"3,173.73","5,418.77",18.68,48.09,"2,284.00",120.27,166.63,140.28,96.6855,10.99,67.86
2016-07-18,"21,803.18",460.66,"3,120.14","5,381.80",18.71,47.03,"2,274.00",120.30,166.72,140.34,96.5466,10.99,67.80
2016-07-19,"21,673.20",459.57,"3,195.16","5,361.34",18.61,46.71,"2,269.33",120.33,166.80,140.36,97.0564,10.92,68.17
2016-07-20,"21,882.48",459.47,"3,155.59","5,350.63",18.57,47.13,"2,258.67",120.58,166.96,140.42,97.1411,10.87,68.06
2016-07-21,"22,000.49",460.02,"3,186.09","5,362.03",18.53,46.19,"2,238.00",120.88,167.17,140.54,96.9580,10.92,68.15
2016-07-22,"21,964.27",459.70,"3,147.35","5,340.42",18.53,45.74,"2,252.67",120.80,167.21,140.57,97.3526,10.83,64.84
2016-07-25,"21,993.44",459.38,"3,145.70","5,373.14",18.49,44.68,"2,229.33",120.71,167.19,140.62,97.2610,10.83,64.87
2016-07-26,"22,129.73",459.95,"3,116.85","5,421.48",18.45,44.57,"2,226.00",120.76,167.24,140.65,97.1706,10.95,65.71
2016-07-27,"22,218.99",460.01,"3,111.08","5,243.51",18.43,43.36,"2,251.33",120.84,167.30,140.69,96.7829,10.85,62.67
2016-07-28,"22,174.34",458.05,"3,117.67","5,267.63",18.39,42.60,"2,268.00",120.90,167.41,140.69,96.6828,10.84,62.64
2016-07-29,"21,891.37",458.72,"3,088.82","5,202.88",18.35,42.49,"2,298.00",120.99,167.52,140.67,95.5534,10.82,62.27
2016-08-01,"22,129.14",458.82,"3,146.52","5,149.45",18.29,42.22,"2,299.33",121.00,167.65,140.73,95.7760,10.79,61.26
2016-08-02,,459.87,"3,127.08","5,213.96",18.28,41.97,"2,299.33",121.02,167.73,140.78,95.1038,10.81,61.90
2016-08-03,"21,739.12",459.74,"3,109.13","5,289.87",18.29,43.44,"2,311.33",121.05,167.82,140.85,95.5549,10.80,62.24
2016-08-04,"21,832.23",460.27,"3,095.46","5,399.10",18.38,44.22,"2,312.67",121.07,167.89,140.89,95.7747,10.79,62.68
2016-08-05,"22,146.09",460.89,"3,095.13","5,456.25",18.45,44.42,"2,312.67",121.19,167.99,140.97,96.2846,10.79,62.38
2016-08-08,"22,494.76",460.91,"3,088.55","5,566.18",18.63,45.18,"2,333.33",121.28,168.18,141.03,96.3713,10.87,63.21
2016-08-09,"22,465.61",458.96,"3,062.22","5,581.33",18.70,44.99,"2,345.33",121.51,168.27,141.14,96.1254,10.94,63.81
2016-08-10,"22,492.43",458.45,"3,082.79","5,504.66",18.94,43.84,"2,343.33",121.65,168.41,141.27,95.5819,10.91,63.64
2016-08-11,"22,580.55",458.12,"3,087.73","5,434.70",18.95,45.96,"2,348.00",121.71,168.37,141.35,95.9243,10.94,62.63
2016-08-12,"22,766.91",455.84,"3,090.20","5,694.27",18.91,47.08,"2,355.33",121.88,168.47,141.35,95.7057,11.14,63.31
2016-08-15,"22,932.51",454.58,"3,069.81","5,951.98",18.80,48.10,"2,358.00",122.08,168.60,141.52,95.6183,11.41,65.01
2016-08-16,"22,910.84",454.55,"3,062.22","5,999.34",18.78,48.90,"2,364.67",122.05,168.63,141.50,94.7965,11.28,65.38
2016-08-17,"22,799.78",454.99,"3,062.22","5,916.97",18.76,49.80,"2,380.00",121.92,168.62,141.50,94.7315,11.27,65.52
2016-08-18,"23,023.16",455.38,"3,074.57","6,022.40",18.72,50.90,"2,378.67",121.90,168.59,141.52,94.1772,11.24,65.58
2016-08-19,"22,937.22",455.79,"3,076.21","5,952.06",18.69,50.79,"2,390.00",121.74,168.60,141.48,94.4965,11.26,65.67
2016-08-22,"22,997.91",455.31,"3,075.61","5,904.83",18.70,49.10,"2,398.67",121.77,168.58,141.46,94.5367,11.19,64.89
2016-08-23,"22,998.93",455.12,"3,054.00","5,874.76",18.68,49.58,"2,412.67",121.54,168.60,141.43,94.5265,11.22,65.04
2016-08-24,"22,820.78",455.19,"3,015.33","5,834.85",18.71,49.03,"2,416.67",121.40,168.49,141.28,94.7725,11.19,65.21
2016-08-25,"22,814.95",455.25,"2,992.29","5,738.76",18.69,49.68,"2,438.00",121.43,168.46,141.30,94.7207,11.15,64.80
2016-08-26,"22,909.54",455.11,"3,016.81","5,714.46",18.66,49.56,"2,436.67",121.50,168.51,141.31,95.4700,11.09,65.09
