,000300.SH,NHCI.SL,000905.SH,CBA00601.CB,CBA02001.CB,BRN0Y.ICE
,沪深300,南华商品,中证500,中债国债总指数(总值)财富指数,中债企业债总指数(总值)财富指数,布伦特原油连续
2019/8/14,3682.4015,1457.505,4683.8403,188.1264,185.9638,58.99
2019/8/15,3694.0006,1456.2,4706.5504,188.2028,186.0684,58.4
2019/8/16,3710.5386,1453.581,4722.6625,188.1249,186.0889,58.64
2019/8/19,3791.0946,1457.551,4875.0363,188.2636,186.1608,59.74
2019/8/20,3787.7324,1453.734,4872.6061,188.1626,186.2212,60.05
2019/8/21,3781.7579,1444.694,4882.7213,187.9117,186.2303,60.38
2019/8/22,3793.5061,1447.89,4887.9142,187.8899,186.2656,60.05
2019/8/23,3820.8638,1452.81,4887.9024,187.8455,186.2664,58.94
2019/8/26,3765.9105,1444.452,4855.4584,188.0612,186.3742,58.87
2019/8/27,3816.9459,1439.131,4936.1238,187.9738,186.3745,60.05
2019/8/28,3802.5844,1448.657,4928.1935,187.9755,186.3927,60.43
2019/8/29,3790.1867,1444.868,4934.1838,188.1914,186.462,61
2019/8/30,3799.5863,1461.118,4886.494,187.8974,186.4731,60.43
2019/9/2,3848.3198,1471.868,5008.2958,187.7863,186.5561,58.61
2019/9/3,3853.6106,1477.9,5044.1805,187.8049,186.5527,58.27
2019/9/4,3886.0012,1486.782,5093.2662,187.9902,186.5677,60.43
2019/9/5,3925.323,1485.757,5138.4051,188.4645,186.6409,60.8
2019/9/6,3948.5075,1472.978,5154.6378,188.5476,186.6661,61.78
2019/9/9,3972.9484,1492.004,5263.4594,188.4949,186.7661,62.71
2019/9/10,3959.265,1489.62,5245.305,188.3653,186.8212,62.71
2019/9/11,3930.0999,1492.333,5217.2913,188.3326,186.8581,61.02
2019/9/12,3972.3799,1499.336,5242.6115,188.034,186.894,60.49
2019/9/13,--,--,--,--,--,60.25
2019/9/16,3957.7154,1509.499,5250.3398,188.0541,187.0043,68.02
2019/9/17,3891.2208,1513.605,5140.4502,187.9702,187.0259,64.16
2019/9/18,3910.0837,1500.769,5141.0381,187.6925,187.067,63.55
2019/9/19,3924.3823,1484.723,5191.6687,187.8194,187.0355,64.8
2019/9/20,3935.6511,1479.398,5204.4848,187.8527,187.0249,64.77
2019/9/23,3890.6616,1492.542,5171.484,187.8893,187.0943,64.38
2019/9/24,3901.0758,1478.054,5180.7418,187.7613,187.1112,62.36
2019/9/25,3870.9837,1479.459,5087.0091,187.7651,187.142,62.52
2019/9/26,3841.1388,1475.579,4970.2403,187.6012,187.1709,62.6
2019/9/27,3852.6534,1465.408,5005.6299,187.5003,187.1984,61.91
2019/9/29,--,--,--,187.5983,187.2371,--
2019/9/30,3814.5282,1470.275,4940.903,187.5573,187.2965,60.75
2019/10/1,--,--,--,--,--,59.2
2019/10/2,--,--,--,--,--,57.52
2019/10/3,--,--,--,--,--,57.61
2019/10/4,--,--,--,--,--,58.43
2019/10/7,--,--,--,--,--,58.44
2019/10/8,3837.6791,1469.427,4941.7607,187.9403,187.4991,58.12
2019/10/9,3843.2392,1470.712,4982.9535,187.9853,187.5337,58.32
2019/10/10,3874.6391,1475.742,5046.3594,187.8496,187.5687,59.53
2019/10/11,3911.7253,1480.132,5055.5165,187.6714,187.5817,60.68
2019/10/12,--,--,--,187.4798,187.5921,--
2019/10/14,3953.2411,1470.632,5131.1312,187.5761,187.617,59.16
2019/10/15,3936.2498,1464.634,5061.0029,187.5009,187.6178,58.9
2019/10/16,3922.6854,1450.274,5038.356,187.5732,187.633,59.06
2019/10/17,3925.2216,1446.916,5029.854,187.6744,187.6621,59.85
2019/10/18,3869.3777,1450.092,4961.8072,187.445,187.692,59.3
2019/10/21,3880.8398,1449.21,4951.0354,187.1516,187.7477,59.08
2019/10/22,3895.8809,1449.915,5005.5525,187.1339,187.7393,59.6
2019/10/23,3871.0848,1455.98,4967.1949,187.2023,187.737,61.12
2019/10/24,3870.6678,1464.35,4958.2465,187.2283,187.6988,61.42
2019/10/25,3896.7923,1468.24,4994.5684,187.1097,187.7056,62.03
2019/10/28,3926.585,1462.594,5084.4677,186.6698,187.7435,61.57
2019/10/29,3910.226,1462.992,5007.7126,186.6292,187.7108,61.6
2019/10/30,3891.2255,1466.374,4947.8954,186.3996,187.661,60.63
2019/10/31,3886.7519,1462.819,4917.4174,186.6459,187.5489,--
2019/11/1,3952.3872,1462.398,4962.3495,186.8446,187.5966,61.55
2019/11/4,3978.1216,1463.67,4987.8364,186.7002,187.6809,62.11
2019/11/5,4002.8128,1473.009,5025.3029,187.1327,187.7176,62.97
2019/11/6,3984.8816,1467.801,4974.7343,187.1699,187.8189,61.79
2019/11/7,3991.8749,1462.672,5007.0666,187.0599,187.8961,62.38
2019/11/8,3973.0107,1454.456,4988.2938,187.0366,187.9431,62.61
2019/11/11,3902.9783,1443.026,4876.1594,187.2391,188.0582,62.3
2019/11/12,3903.6888,1454.779,4881.6144,187.2871,188.127,62
2019/11/13,3899.9815,1449.999,4875.543,187.4098,188.1781,62.63
2019/11/14,3905.857,1458.334,4912.1075,187.2822,188.2209,62.41
2019/11/15,3877.0892,1455.469,4868.4367,187.4751,188.256,63.45
2019/11/18,3907.9291,1458.293,4892.4609,187.9424,188.3983,62.29
2019/11/19,3947.0392,1465.112,4975.1128,188.275,188.4692,60.81
2019/11/20,3907.8641,1469.596,4946.2757,188.2993,188.5706,62.44
2019/11/21,3889.598,1471.346,4945.7188,188.4636,188.6715,63.73
2019/11/22,3849.9948,1475.484,4904.0828,188.5055,188.7179,63.5
2019/11/25,3878.2061,1491.983,4901.5021,188.3147,188.8086,63.6
2019/11/26,3891.6533,1477.741,4882.1624,188.4352,188.8455,64.08
2019/11/27,3875.6186,1473.49,4904.2568,188.4416,188.8817,64.13
2019/11/28,3862.3029,1473.816,4889.2595,188.4911,188.9147,63.92
2019/11/29,3828.6706,1473.248,4894.9416,188.5883,188.9322,62.42
2019/12/2,3836.0589,1475.786,4905.4209,188.3487,189.033,60.89
2019/12/3,3851.0873,1475.708,4926.4548,188.4885,189.049,61.16
2019/12/4,3849.819,1477.495,4920.6682,188.6132,189.081,63.03
2019/12/5,3879.3638,1482.874,4967.6021,188.6185,189.127,63.28
2019/12/6,3902.3853,1488.08,5010.5104,188.6059,189.151,64.27
2019/12/9,3895.4468,1508.644,5024.604,188.5768,189.245,64.04
2019/12/10,3900.3843,1509.235,5049.0514,188.658,189.2853,64.18
2019/12/11,3902.7492,1513.481,5027.2784,188.7487,189.3431,63.95
2019/12/12,3891.0242,1512.221,5012.0011,188.827,189.3862,64.48
2019/12/13,3968.2211,1512.478,5073.6858,188.7494,189.4134,64.99
2019/12/16,3987.5464,1514.737,5166.0391,188.7691,189.4968,65.29
2019/12/17,4041.7996,1516.384,5236.0624,188.5704,189.5083,65.79
2019/12/18,4032.7826,1510.359,5235.1248,188.5585,189.5264,66.15
2019/12/19,4027.1495,1518.075,5241.7376,188.6192,189.5439,66.56
2019/12/20,4017.2527,1517.404,5184.6752,189.0107,189.5786,66.1
2019/12/23,3967.0962,1518.641,5084.3505,189.288,189.679,66.59
2019/12/24,3992.9581,1519.776,5162.0702,189.5202,189.7358,67.21
2019/12/25,3990.8671,1519.458,5183.0986,189.6921,189.78,--
2019/12/26,4025.9879,1525.036,5219.1404,190.0297,189.8359,67.95
2019/12/27,4022.0278,1530.013,5179.1929,189.9999,189.9014,68.2
2019/12/30,4081.6334,1532.048,5241.9383,190.0244,190.0028,66.67
2019/12/31,4096.5821,1531.48,5267.6622,190.1421,190.0393,66.03
2020/1/2,4152.2408,1528.045,5366.1375,189.9983,190.1204,66.34
2020/1/3,4144.9649,1531.709,5380.6372,189.9578,190.1913,68.7
2020/1/6,4129.2954,1542.918,5434.8503,190.1401,190.3217,68.55
2020/1/7,4160.2274,1541.673,5499.8395,190.1235,190.3576,68.51
2020/1/8,4112.3172,1552.414,5423.7966,190.2563,190.4109,65.77
2020/1/9,4164.3697,1526.608,5497.5429,190.3888,190.465,65.32
2020/1/10,4163.1849,1530.17,5480.2279,190.6774,190.54,65.1
2020/1/13,4203.9883,1526.412,5559.6272,190.7308,190.6681,64.23
2020/1/14,4189.8862,1522.762,5542.3316,190.6129,190.7075,64.46
2020/1/15,4166.7344,1518.46,5530.0266,190.6563,190.7401,64.27
2020/1/16,4149.0434,1519.077,5527.6676,190.6651,190.7738,64.67
2020/1/17,4154.853,1523.32,5510.0453,190.775,190.8122,65.35
2020/1/19,--,--,--,190.8637,190.8474,--
2020/1/20,4185.8304,1522.698,5587.5359,191.0737,190.9107,65.22
2020/1/21,4114.3085,1510.371,5523.9419,191.5624,190.9678,64.49
2020/1/22,4131.9311,1506.856,5575.5126,191.6082,191.0374,62.66
2020/1/23,4003.9013,1486.56,5377.7411,192.0694,191.0709,62.07
2020/1/24,--,--,--,--,--,60.56
2020/1/27,--,--,--,--,--,58.91
2020/1/28,--,--,--,--,--,60.03
2020/1/29,--,--,--,--,--,59.6
2020/1/30,--,--,--,--,--,59.18
2020/1/31,--,--,--,--,--,58.19
2020/2/3,3688.3578,1404.885,4910.9011,194.1043,192.049,54.2
2020/2/4,3785.6376,1408.585,4996.4743,193.9152,192.0369,53.83
2020/2/5,3828.5272,1408.034,5123.9619,193.9299,192.1082,55.58
2020/2/6,3899.7751,1419.908,5282.8922,194.0349,192.1574,55.12
2020/2/7,3899.8693,1418.413,5327.0369,194.3956,192.2496,54.5
2020/2/10,3916.0052,1412.43,5388.4349,194.6696,192.4336,53.4
2020/2/11,3952.4643,1426.083,5361.2768,194.4036,192.4901,54.25
2020/2/12,3984.4325,1429.66,5459.9461,194.3623,192.6272,56.36
2020/2/13,3959.9188,1432.522,5412.8418,194.419,192.7124,56.46
2020/2/14,3987.7342,1433.193,5420.8025,194.1503,192.8221,57.24
2020/2/17,4077.4241,1445.747,5594.4366,193.8697,192.9554,57.54
2020/2/18,4057.5108,1437.571,5660.8142,194.0402,193.0059,57.68
2020/2/19,4051.3107,1443.742,5603.2626,193.9972,193.089,59.34
2020/2/20,4144.6561,1462.567,5706.7127,193.7982,193.1666,59.13
2020/2/21,4149.4903,1462.693,5784.0321,194.1894,193.211,58.36
2020/2/24,4132.8388,1451.562,5865.4665,194.5264,193.3279,56.21
2020/2/25,4123.8543,1450.869,5897.7219,194.4718,193.405,54.87
2020/2/26,4073.0152,1427.634,5743.3929,194.6073,193.4786,53.38
2020/2/27,4084.8759,1411.133,5753.7277,194.8696,193.561,51.36
2020/2/28,3940.0488,1373.224,5451.2897,195.2381,193.6355,50.5
2020/3/2,4069.6662,1406.76,5656.4193,195.2376,193.7582,53.06
2020/3/3,4091.3615,1409.378,5710.0235,195.1706,193.7949,51.6
2020/3/4,4115.0524,1416.752,5716.5112,195.6504,193.9377,51.51
2020/3/5,4206.7251,1419.175,5801.1199,195.6733,193.9849,50.18
2020/3/6,4138.5072,1402.331,5763.8602,196.2508,194.0274,45.5
2020/3/9,3997.1325,1368.637,5525.8167,197.8104,194.2698,35.03
2020/3/10,4082.7315,1375.181,5675.1113,196.9992,194.2291,37.78
2020/3/11,4028.4289,1356.009,5589.5311,197.0335,194.1565,35.84
2020/3/12,3950.9111,1339.918,5493.8838,196.8954,194.1581,32.76
2020/3/13,3895.3128,1345.645,5457.2006,196.3107,193.9366,34.97
2020/3/16,3727.8398,1321.69,5200.1142,196.4495,193.873,29.84
2020/3/17,3709.6822,1316.733,5212.0619,196.0065,193.7571,28.85
2020/3/18,3636.2565,1287.365,5119.4716,195.8841,193.7873,26.42
2020/3/19,3589.0926,1266.419,5157.8235,195.7293,193.7745,28.1
2020/3/20,3653.2239,1285.552,5219.2809,196.0678,193.7815,27.21
2020/3/23,3530.3058,1260.434,4998.9095,196.529,193.9338,27.52
2020/3/24,3625.1146,1281.421,5096.0408,196.6732,194.0514,27.71
2020/3/25,3722.5181,1299.177,5217.4237,196.7991,194.0715,27.51
2020/3/26,3698.0472,1286.233,5166.1091,197.2235,194.1222,26.87
2020/3/27,3710.0605,1286.487,5137.3371,197.1222,194.2034,25.1
2020/3/30,3674.1108,1263.654,5027.4856,197.1982,194.2504,22.71
2020/3/31,3686.1551,1278.246,5041.4534,197.5263,194.3026,22.71
2020/4/1,3675.0758,1260.529,5019.2187,197.8963,194.3617,25.6
2020/4/2,3734.5306,1293.286,5147.2019,197.6996,194.4434,29.69
2020/4/3,3713.2183,1287.337,5107.0393,197.5531,194.4447,34.65
2020/4/6,--,--,--,--,--,33.27
2020/4/7,3798.0214,1310.639,5267.073,198.884,194.8855,32.4
2020/4/8,3780.3445,1319.744,5271.7961,199.4567,195.161,33.64
2020/4/9,3792.8105,1334.85,5322.4614,199.1454,195.3282,32.03
2020/4/10,3769.1782,1342.674,5208.5102,198.8432,195.3857,--
2020/4/13,3753.2566,1337.206,5169.1757,198.8157,195.4401,31.86
2020/4/14,3825.6991,1336.395,5288.593,198.9464,195.4872,30.09
2020/4/15,3797.3623,1328.913,5268.7497,199.0736,195.3934,28
2020/4/16,3802.3806,1317.166,5316.9707,199.2626,195.4755,28.5
2020/4/17,3839.4871,1321.056,5318.4547,199.1153,195.5536,28.25
2020/4/20,3853.4551,1315.839,5381.7857,198.7344,195.5823,26.13
2020/4/21,3808.0474,1286.15,5343.8806,198.8903,195.6357,19.5
2020/4/22,3839.3834,1278.77,5387.6233,199.2598,195.6546,20.88
2020/4/23,3829.7525,1301.748,5357.7904,199.7912,195.8368,21.63
2020/4/24,3796.9721,1309.074,5273.5474,200.0053,195.9302,21.8
2020/4/26,--,--,--,199.9807,195.9986,--
2020/4/27,3822.769,1304.665,5265.7248,199.8206,196.0176,20
2020/4/28,3849.1465,1289.379,5227.846,199.9445,196.0242,20.98
2020/4/29,3867.032,1301.657,5226.8116,200.2271,196.0729,22.69
2020/4/30,3912.5772,1319.266,5353.8595,199.9941,196.1164,25.39
2020/5/1,--,--,--,--,--,26.6
2020/5/4,--,--,--,--,--,27.97
2020/5/5,--,--,--,--,--,31.98
2020/5/6,3936.2539,1335.552,5451.3159,199.5422,196.2334,29.84
2020/5/7,3924.8946,1342.291,5445.7519,199.0033,196.1181,29.37
2020/5/8,3963.6217,1350.008,5507.6965,199.0003,195.9675,30.86
2020/5/9,--,--,--,198.8257,195.9489,--
2020/5/11,3960.1803,1345.803,5496.192,198.3092,195.7761,30.18
2020/5/12,3960.2378,1340.921,5512.464,198.335,195.672,29.47
2020/5/13,3968.2529,1340.33,5536.2802,198.0983,195.7261,29.5
2020/5/14,3925.2177,1335.633,5487.107,198.1166,195.6706,31.45
2020/5/15,3912.8159,1354.977,5507.9336,198.2337,195.7244,32.74
2020/5/18,3922.9117,1374.034,5478.8218,197.7212,195.7752,35.57
2020/5/19,3956.2495,1384.352,5547.8759,197.615,195.7344,34.55
2020/5/20,3935.222,1387.839,5489.7024,197.7879,195.7365,35.84
2020/5/21,3913.7949,1398.332,5426.1745,197.7833,195.7605,35.95
2020/5/22,3824.064,1373.49,5328.2268,198.3678,195.8614,35.12
2020/5/25,3829.3245,1386.371,5316.6036,197.7085,195.9248,35.58
2020/5/26,3872.7701,1385.814,5420.2126,197.1079,195.7828,36.03
2020/5/27,3845.6135,1383.779,5369.4992,196.7652,195.6892,34.27
2020/5/28,3856.6324,1386.102,5361.167,196.9261,195.6284,35.4
2020/5/29,3867.0232,1399.54,5406.3403,197.0564,195.6217,35.31
2020/6/1,3971.3402,1414.31,5569.48,196.9243,195.6327,38.61
2020/6/2,3983.5677,1419.122,5566.4438,196.0085,195.3426,39.58
2020/6/3,3983.6477,1434.298,5572.3125,195.5598,194.8935,39.45
2020/6/4,3982.1851,1417.936,5576.7535,195.1199,194.714,39.89
2020/6/5,4001.2509,1429.487,5585.4231,194.7982,194.3251,42.07
2020/6/8,4021.9549,1446.098,5575.3036,195.1176,194.263,40.8
2020/6/9,4047.0293,1440.682,5610.3774,195.1459,194.3885,40.87
2020/6/10,4039.7051,1433.443,5615.2417,195.1033,194.4434,41.36
2020/6/11,3995.8846,1426.999,5589.1019,195.5895,194.5434,38.33
2020/6/12,4003.0829,1416.363,5591.4871,195.8576,194.6731,39.04
2020/6/15,3954.9883,1397.274,5590.6435,195.7798,194.8365,39.89
2020/6/16,4014.5702,1426.588,5695.3007,195.0548,194.7885,40.74
2020/6/17,4017.5941,1425.96,5735.4183,194.6819,194.725,40.54
2020/6/18,4044.3842,1428.503,5734.403,194.9181,194.744,41.43
2020/6/19,4098.7095,1442.113,5787.1482,194.7075,194.718,41.92
2020/6/22,4102.0459,1431.885,5784.0269,194.3905,194.6998,43.02
2020/6/23,4121.7944,1433.679,5804.343,194.3329,194.4457,42.4
2020/6/24,4138.9895,1436.055,5789.0893,194.8483,194.459,40.32
2020/6/25,--,--,--,--,--,41.4
2020/6/26,--,--,--,--,--,40.67
2020/6/28,--,--,--,195.1171,194.5735,--
2020/6/29,4109.7164,1406.083,5762.4378,195.061,194.6107,41.68
2020/6/30,4163.9637,1418.869,5864.4164,195.3708,194.6411,41.14
2020/7/1,4247.7835,1421.601,5881.8875,195.2244,194.7247,42.09
2020/7/2,4335.8445,1429.625,5975.2794,195.2755,194.8135,42.92
2020/7/3,4419.5955,1436.091,6051.5099,194.9155,194.8709,42.78
2020/7/6,4670.0949,1442.771,6299.8551,193.711,194.7037,43.12
2020/7/7,4698.1264,1439.901,6380.0276,193.4221,194.3985,43.01
2020/7/8,4774.0042,1456.59,6535.4151,192.9907,194.2703,43.37
2020/7/9,4840.7712,1464.888,6693.7452,192.6196,193.9008,42.35
2020/7/10,4753.1333,1444.712,6676.4373,192.9682,193.7389,43.17
2020/7/13,4852.9612,1471.542,6899.5175,192.673,193.5718,42.21
2020/7/14,4806.6902,1469.195,6807.727,193.0857,193.5139,43.1
2020/7/15,4744.4687,1473.179,6638.8384,193.4775,193.5349,43.64
2020/7/16,4516.2532,1456.145,6319.9981,193.7973,193.6324,43.4
2020/7/17,4544.7007,1460.993,6344.5912,193.8229,193.7362,43.1
2020/7/20,4680.3046,1452.325,6526.8325,193.9938,193.9028,43.18
2020/7/21,4691.0425,1470.656,6563.3239,194.4603,194.126,43.96
2020/7/22,4714.4454,1480.063,6620.6893,194.7293,194.3402,44.28
2020/7/23,4712.4357,1486.41,6620.0859,194.6114,194.5322,43.34
2020/7/24,4505.5906,1472.803,6283.9831,195.1342,194.7199,43.42
2020/7/27,4528.45,1475.525,6298.7351,195.113,194.8594,43.46
2020/7/28,4568.2576,1470.022,6359.6637,194.6558,194.9184,43.27
2020/7/29,4679.008,1480.824,6530.2712,194.4773,194.8764,43.75
2020/7/30,4656.1506,1478.263,6511.436,194.4385,194.8577,43.38
2020/7/31,4695.0462,1478.544,6579.6696,194.1082,194.8126,43.32
2020/8/3,4771.3108,1476.933,6739.8085,194.1537,194.8429,43.88
2020/8/4,4775.8024,1485.507,6697.7071,194.1617,194.8405,44.36
2020/8/5,4777.1089,1489.181,6772.8422,193.8768,194.8798,45.33
2020/8/6,4762.7642,1502.5,6770.3016,193.5642,194.9275,45.12
2020/8/7,4707.9262,1502.064,6688.8822,193.3733,194.9672,44.69
2020/8/10,4724.8697,1500.726,6725.2956,193.7668,195.0648,44.96
2020/8/11,4681.7837,1496.464,6600.8472,193.8418,195.1386,44.54
2020/8/12,4647.6446,1489.014,6528.3999,193.7117,195.1784,45.32
2020/8/13,4635.7126,1490.667,6552.6567,193.8344,195.2516,45.12
2020/8/14,4704.6288,1493.207,6623.5633,194.0875,195.3206,44.95
2020/8/17,4815.2261,1498.468,6744.5468,194.2298,195.4652,45.31
2020/8/18,4812.7564,1503.997,6789.3979,194.0132,195.5326,45.01
2020/8/19,4740.6784,1507.129,6666.274,193.728,195.5306,45.21
2020/8/20,4679.1544,1495.598,6593.785,193.4866,195.5158,44.85
2020/8/21,4718.8431,1491.491,6643.9444,193.7676,195.5105,44.26
2020/8/24,4755.8491,1493.059,6688.9647,193.6497,195.5241,45.05
2020/8/25,4761.9507,1493.68,6652.5478,193.1981,195.4134,46.05
2020/8/26,4706.1302,1501.536,6525.8786,193.1316,195.3312,45.79
2020/8/27,4731.3451,1501.576,6578.7912,193.0272,195.25,45.13
2020/8/28,4844.2652,1508.907,6691.2096,192.8606,195.1725,45.08
2020/8/31,4816.2153,1523.528,6668.4331,193.3539,195.1719,45.57
2020/9/1,4842.1223,1529.528,6710.4599,193.1132,195.1973,45.77
2020/9/2,4843.887,1525.927,6717.5579,192.6745,195.159,44.39
2020/9/3,4817.0952,1513.519,6662.2515,192.5947,195.0919,44
2020/9/4,4770.219,1508.403,6618.5762,192.4281,195.0825,42.35
2020/9/7,4669.3677,1498.768,6478.8124,192.161,195.0746,42.04
2020/9/8,4694.3894,1499.364,6525.098,192.3313,195.0806,39.78
2020/9/9,4584.5887,1456.048,6349.2234,192.7841,195.133,40.62
2020/9/10,4581.9775,1456.624,6235.5687,192.8276,195.2139,39.72
2020/9/11,4627.2826,1459.485,6311.967,192.5722,195.2539,39.92
2020/9/14,4651.0507,1473.146,6351.2422,192.4476,195.3121,39.69
2020/9/15,4688.4826,1467.44,6387.8805,192.8254,195.3713,40.68
2020/9/16,4657.3584,1465.747,6353.836,192.745,195.4562,42.33
2020/9/17,4632.7142,1458.937,6367.0206,192.6925,195.5014,43.26
2020/9/18,4737.0887,1481.947,6469.4692,192.7223,195.5228,43.04
2020/9/21,4691.4281,1468.19,6445.9649,192.9733,195.6262,41.69
2020/9/22,4635.7608,1443.52,6358.652,193.1528,195.6685,41.8
2020/9/23,4652.3273,1431.892,6392.0329,193.1474,195.682,41.51
2020/9/24,4563.0657,1424.281,6244.6389,193.1987,195.7095,41.48
2020/9/25,4570.0216,1431.602,6236.8904,192.87,195.7578,41.79
2020/9/27,--,--,--,192.8832,195.786,--
2020/9/28,4581.9085,1426.633,6178.4693,193.0107,195.8147,42.41
2020/9/29,4591.7993,1435.536,6228.7708,192.8493,195.8542,40.79
2020/9/30,4587.3953,1427.011,6192.5045,192.6147,195.8549,40.95
2020/10/1,--,--,--,--,--,40.71
2020/10/2,--,--,--,--,--,38.9
2020/10/5,--,--,--,--,--,41.53
2020/10/6,--,--,--,--,--,41.86
2020/10/7,--,--,--,--,--,42.15
2020/10/8,--,--,--,--,--,43.33
2020/10/9,4681.1412,1470.47,6357.9711,192.2156,196.0657,42.82
2020/10/10,--,--,--,192.2146,196.0058,--
2020/10/12,4823.1578,1480.533,6541.176,192.3308,196.0976,41.81
2020/10/13,4839.201,1474.805,6551.3987,192.2972,196.1321,42.47
2020/10/14,4807.1021,1470.551,6508.3743,192.1324,196.1531,43.38
2020/10/15,4798.7361,1472.289,6460.0408,192.0512,196.192,43.15
2020/10/16,4791.676,1476.455,6428.6822,192.0488,196.2383,42.85
2020/10/19,4755.4879,1474.905,6358.3213,192.2668,196.3264,42.46
2020/10/20,4793.4672,1481.543,6423.1128,192.342,196.3782,42.99
2020/10/21,4792.8284,1490.367,6350.0127,192.4941,196.4445,41.71
2020/10/22,4777.9845,1484.415,6317.1438,192.8239,196.5463,42.36
2020/10/23,4718.4881,1470.896,6213.2626,192.6643,196.6018,41.2
2020/10/26,4691.2359,1457.54,6214.3779,192.6833,196.6819,40.46
2020/10/27,4699.2792,1463.795,6221.3414,192.9936,196.7064,40.64
2020/10/28,4737.2718,1473.109,6245.9986,192.866,196.7368,39
2020/10/29,4772.9198,1443.817,6255.1933,192.8906,196.7476,37.62
2020/10/30,4695.3338,1423.748,6111.4803,192.9787,196.7655,37.45
2020/11/2,4720.8313,1422.969,6143.1157,193.1305,196.8468,39.24
2020/11/3,4777.5608,1437.33,6241.7676,193.2129,196.8906,40.16
2020/11/4,4813.6564,1452.292,6234.158,193.3351,196.9481,41.2
2020/11/5,4885.1118,1445.654,6351.9789,193.1849,196.996,40.8
2020/11/6,4885.7178,1446.322,6301.2477,192.9858,197.0237,40.09
2020/11/9,4981.3497,1464.105,6421.6506,192.799,197.0581,42.02
2020/11/10,4953.8756,1470.878,6373.0853,192.8706,197.0292,44.05
2020/11/11,4904.8981,1492.981,6294.6055,192.851,196.9947,43.77
2020/11/12,4908.463,1485.791,6315.4938,192.7025,196.8672,43.27
2020/11/13,4856.8513,1482.285,6306.97,192.5519,196.5924,42.63
2020/11/16,4904.1716,1497.367,6387.371,192.6005,196.5406,43.89
2020/11/17,4894.786,1495.419,6336.9406,192.5252,196.4404,43.78
2020/11/18,4891.6716,1494.29,6341.0136,192.2211,196.3129,44.13
2020/11/19,4927.9891,1503.704,6360.5998,191.9615,196.1573,44.17
2020/11/20,4943.2882,1511.81,6422.9854,192.094,195.9661,45.24
2020/11/23,5005.0273,1516.491,6472.9301,192.4845,196.046,45.83
2020/11/24,4974.2855,1533.154,6475.1881,192.3961,196.0944,47.91
2020/11/25,4910.7,1536.917,6350.3667,192.5606,196.0855,48.9
2020/11/26,4919.5912,1540.411,6334.3042,192.542,196.1061,47.73
2020/11/27,4980.765,1550.152,6351.6119,192.4818,196.1192,48.27
2020/11/30,4960.2519,1541.451,6320.9441,193.0891,196.3211,47.59
2020/12/1,5067.0983,1545.79,6426.6155,192.9685,196.4273,47.25
2020/12/2,5067.1447,1548.855,6434.9791,192.7611,196.4487,47.97
2020/12/3,5057.0603,1548.197,6440.8808,192.8315,196.4742,48.82
2020/12/4,5065.9163,1567.091,6464.7345,193.0405,196.4943,49.03
2020/12/7,5022.2351,1577.139,6424.6823,193.0666,196.5862,48.66
2020/12/8,5009.8786,1562.856,6423.6513,193.3307,196.5921,48.85
2020/12/9,4942.6986,1569.521,6307.2207,193.3452,196.6237,48.98
2020/12/10,4940.5249,1578.748,6320.0956,193.46,196.6938,50.43
2020/12/11,4889.6292,1597.711,6209.427,193.1858,196.6961,50.07
2020/12/14,4934.8352,1600.157,6259.0175,193.2705,196.7633,50.36
2020/12/15,4945.1,1606.752,6265.5819,193.4126,196.8314,50.69
2020/12/16,4953.867,1616.146,6235.4352,193.529,196.9028,51.16
2020/12/17,5017.4784,1644.686,6308.9013,193.4848,196.9158,51.5
2020/12/18,4999.9678,1668.021,6291.918,193.5515,196.9491,52.37
2020/12/21,5046.8396,1692.131,6398.5987,193.8142,197.0479,50.8
2020/12/22,4964.7727,1633.695,6250.0606,194.2118,197.1347,49.84
2020/12/23,5007.1235,1621.167,6307.604,194.3086,197.2127,51.12
2020/12/24,5000.0154,1648.428,6205.2247,194.122,197.2635,51.3
2020/12/25,5042.0137,1667.724,6278.4981,194.451,197.2883,--
2020/12/28,5064.4147,1650.09,6244.4818,194.7292,197.3964,50.95
2020/12/29,5042.9361,1634.984,6199.8523,194.8688,197.4487,51.15
2020/12/30,5113.7105,1638.335,6269.2484,195.2462,197.5422,51.39
2020/12/31,5211.2885,1644.97,6367.1149,195.1885,197.6006,51.72
2021/1/4,5267.7181,1682.703,6482.7868,194.8254,197.7401,50.67
2021/1/5,5368.5049,1679.565,6539.7315,195.2407,197.7941,53.57
2021/1/6,5417.6677,1697.257,6528.1425,195.4161,197.8614,54.15
2021/1/7,5513.6568,1725.453,6538.1162,195.5665,197.9695,54.52
2021/1/8,5495.4306,1724.163,6557.5964,195.4098,198.0555,56.36
2021/1/11,5441.1583,1675.977,6455.3987,195.2979,198.1298,55.62
2021/1/12,5596.3525,1689.614,6543.2286,195.4759,198.1415,56.78
2021/1/13,5577.9711,1695.752,6496.9131,195.8515,198.1655,55.91
2021/1/14,5470.4563,1684.348,6439.8854,195.9917,198.2666,56.46
2021/1/15,5458.0812,1687.182,6417.5011,195.5247,198.3084,55
2021/1/18,5518.5205,1693.31,6514.4644,195.335,198.2893,54.79
2021/1/19,5437.5234,1677.228,6476.3736,195.4045,198.234,55.93
2021/1/20,5476.4336,1685.907,6535.4185,195.5706,198.2418,55.69
2021/1/21,5564.9693,1694.594,6622.4959,195.849,198.2698,56.17
