,000300.SH,000905.SH,399006.SZ,CBA00601.CB,NHMI.SL,NHECI.SL,NHCI.SL,000852.SH,HSI.HK,SPX.GI,CBA02001.CB
,沪深300,中证500,创业板指,中债国债总指数(总值)财富指数,南华金属,南华能化,南华商品,中证1000,恒生指数,标普500,中债企业债总指数(总值)财富指数
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元)
2017-01-03,3342.2272,6320.763,1963.255,170.6872,2218.67,1307.6,1292.61,8565.136,22150.4,2257.83,161.9947
2017-01-04,3368.3117,6394.669,1991.565,170.3652,2240.468,1313.386,1299.108,8669.949,22134.47,2270.75,162.1309
2017-01-05,3367.7892,6399.284,1983.971,170.0915,2255.439,1310.971,1300.712,8670.761,22456.69,2269,162.1702
2017-01-06,3347.6665,6371.617,1965.03,170.2016,2229.534,1307.357,1290.731,8609.899,22503.01,2276.98,162.1857
2017-01-09,3363.9014,6415.418,1961.619,170.3966,2303.407,1351.787,1322.411,8653.847,22558.69,2268.9,162.3007
2017-01-10,3358.2716,6393.928,1951.677,170.5206,2367.323,1379.072,1343.681,8609.553,22744.85,2268.9,162.4188
2017-01-11,3334.4954,6331.964,1937.547,170.218,2393.737,1380.455,1353.613,8519.845,22935.35,2275.32,162.5303
2017-01-12,3317.6241,6272.851,1930.145,170.3646,2400.799,1399.941,1361.66,8443.261,22829.02,2270.44,162.6024
2017-01-13,3319.9122,6194.658,1899.943,170.3729,2403.967,1411.224,1367.514,8286.241,22937.38,2274.64,162.6742
2017-01-16,3319.4455,6031.241,1830.848,170.3133,2496.475,1469.684,1410.208,7931.955,22718.15,--,162.7144
2017-01-17,3326.3563,6082.066,1867.868,170.0399,2438.437,1418.293,1384.388,8028.651,22840.97,2267.89,162.4934
2017-01-18,3339.3653,6068.593,1845.788,170.0551,2441.167,1422.736,1387.321,7989.141,23098.26,2271.89,162.2599
2017-01-19,3329.2891,6043.675,1844.14,170.0263,2433.895,1419.425,1384.726,7955.392,23049.96,2263.69,162.1288
2017-01-20,3354.8891,6121.998,1880.748,170.1576,2380.952,1382.477,1360.739,8087.772,22885.91,2271.31,162.23
2017-01-22,--,--,--,170.1777,--,--,--,--,--,--,162.3442
2017-01-23,3364.0808,6172.167,1887.325,170.2343,2398.042,1392.846,1368.453,8169.109,22898.52,2265.2,162.3865
2017-01-24,3364.4509,6165.264,1861.216,169.9578,2461.346,1414.066,1388.605,8123.586,22949.86,2280.07,162.3988
2017-01-25,3375.9042,6179.568,1870.703,169.5474,2467.148,1422.362,1389.242,8150.596,23049.12,2298.37,162.2001
2017-01-26,3387.9606,6223.706,1886.232,169.4988,2506.337,1457.158,1406.747,8205.871,23374.17,2296.68,162.2129
2017-01-27,--,--,--,--,--,--,--,--,23360.78,2294.69,--
2017-01-30,--,--,--,--,--,--,--,--,--,2280.9,--
2017-01-31,--,--,--,--,--,--,--,--,--,2278.87,--
2017-02-01,--,--,--,--,--,--,--,--,23318.39,2279.55,--
2017-02-02,--,--,--,--,--,--,--,--,23184.52,2280.85,--
2017-02-03,3364.4923,6207.092,1876.761,169.1088,2393.916,1406.059,1368.889,8182.279,23129.21,2297.42,162.0783
2017-02-04,--,--,--,169.1236,--,--,--,--,--,--,161.9802
2017-02-06,3373.2051,6259.247,1900.447,168.6163,2377.458,1405.953,1368.573,8280.008,23348.24,2292.56,161.7502
2017-02-07,3365.6849,6255.927,1889.134,168.5031,2420.585,1420.055,1381.599,8282.375,23331.57,2293.08,161.3305
2017-02-08,3383.2878,6291.598,1903.628,168.541,2467.842,1421.966,1393.834,8342.434,23485.13,2294.67,161.2009
2017-02-09,3396.2924,6331.177,1914.082,168.8268,2458.177,1405.834,1386.471,8410.261,23525.14,2307.87,161.3497
2017-02-10,3413.4868,6337.108,1904.685,168.7437,2534.95,1430.385,1411.07,8380.786,23574.98,2316.1,161.4222
2017-02-13,3436.275,6369.653,1913.681,168.7875,2622.33,1478.554,1448.177,8432.957,23710.98,2328.25,161.5161
2017-02-14,3435.8042,6374.885,1909.395,168.8228,2629.29,1483.488,1448.467,8423.836,23703.01,2337.58,161.5549
2017-02-15,3421.7131,6311.696,1892.357,168.788,2582.812,1452.144,1423.312,8344.074,23994.87,2349.25,161.5513
2017-02-16,3440.9331,6359.336,1897.63,168.9761,2566.893,1427.614,1409.255,8397.562,24107.7,2347.22,161.5779
2017-02-17,3421.4419,6307.163,1882.869,169.2713,2590.859,1436.342,1413.376,8324.417,24033.74,2351.16,161.6742
2017-02-20,3471.3926,6385.063,1894.962,169.6458,2622.139,1451.952,1424.264,8397.244,24146.08,--,161.7865
2017-02-21,3482.823,6434.438,1921.077,169.4807,2651.531,1435.545,1424.361,8479.608,23963.63,2365.38,161.8205
2017-02-22,3489.7567,6474.225,1919.973,169.6788,2619.185,1422.37,1411.943,8510.305,24201.96,2362.82,161.792
2017-02-23,3473.3236,6473.993,1925.951,169.8523,2588.501,1392.487,1392.663,8512.705,24114.86,2363.81,161.8692
2017-02-24,3473.8517,6476.166,1938.445,169.748,2573.28,1404.984,1395.997,8543.449,23965.7,2367.34,161.9976
2017-02-27,3446.2228,6424.255,1926.772,169.8468,2610.124,1413.927,1406.314,8476.906,23925.05,2369.73,162.0589
2017-02-28,3452.8103,6450.97,1927.16,169.798,2563.972,1399.751,1390.408,8508.086,23740.73,2363.64,162.0298
2017-03-01,3458.4376,6467.639,1931.968,169.7005,2607.128,1423.557,1407.68,8526.472,23776.49,2395.96,161.9849
2017-03-02,3435.0963,6434.626,1920.405,169.7009,2606.585,1424.181,1410.125,8471.44,23728.07,2381.92,161.9466
2017-03-03,3427.8628,6452.839,1928.289,169.7084,2592.437,1427.878,1406.255,8505.452,23552.72,2383.12,161.9035
2017-03-06,3446.484,6517.324,1962.77,169.6058,2531.983,1424.557,1397.574,8608.154,23596.28,2375.31,161.8955
2017-03-07,3453.9565,6523.187,1977.853,169.568,2534.753,1420.339,1394.049,8624.465,23681.07,2368.39,161.7861
2017-03-08,3448.7313,6497.088,1964.628,169.3632,2504.695,1381.895,1366.221,8589.87,23782.27,2362.98,161.7392
2017-03-09,3426.9438,6439.382,1953.943,169.3215,2470.291,1370.482,1354.353,8535.556,23501.56,2364.87,161.6404
2017-03-10,3427.8916,6447.917,1950.008,169.3043,2478.031,1358.132,1345.431,8537.78,23568.67,2372.6,161.5122
2017-03-13,3458.098,6507.896,1970.879,169.4712,2560.352,1386.183,1372.095,8598.518,23829.67,2373.47,161.4369
2017-03-14,3456.6934,6493.485,1958.023,169.5511,2554.198,1378.867,1364.075,8581.713,23827.95,2365.45,161.4121
2017-03-15,3463.6436,6486.062,1957.82,169.5427,2607.703,1387.285,1379.336,8574.03,23792.85,2385.26,161.5151
2017-03-16,3481.5066,6543.341,1966.727,169.8242,2624.053,1395.572,1387.791,8664.981,24288.28,2381.38,161.6572
2017-03-17,3445.8051,6483.246,1949.661,169.7582,2593.953,1400.014,1383.387,8603.865,24309.93,2378.25,161.6863
2017-03-20,3449.6126,6498.342,1953.816,169.6648,2598.767,1397.731,1385.486,8634.844,24501.99,2373.47,161.7277
2017-03-21,3466.3468,6515.946,1961.063,169.4893,2546.402,1385.592,1368.187,8639.566,24593.12,2344.02,161.634
2017-03-22,3450.0502,6499.793,1948.58,169.5294,2496.561,1349.931,1346.571,8592.508,24320.41,2348.45,161.7177
2017-03-23,3461.9782,6512.187,1948.369,169.4776,2515.56,1364.83,1352.3,8590.96,24327.7,2345.96,161.7724
2017-03-24,3489.5997,6546.615,1965.137,169.8239,2506.804,1353.785,1347.507,8602.29,24358.27,2343.98,161.9186
2017-03-27,3478.0385,6516.033,1947.528,170.0313,2436.336,1319.215,1319.955,8586.91,24193.7,2341.59,162.0911
2017-03-28,3469.8093,6498.69,1944.363,170.0541,2427.994,1326.281,1321.478,8558.072,24345.87,2358.57,162.2327
2017-03-29,3465.1933,6480.543,1929.196,170.0289,2501.059,1359.089,1347.312,8488.217,24392.05,2361.13,162.2618
2017-03-30,3436.758,6375.744,1893.701,170.0363,2481.894,1347.161,1335.249,8315.045,24301.09,2368.06,162.2485
2017-03-31,3456.0455,6401.648,1907.338,170.0618,2483.902,1344.584,1332.487,8339.146,24111.59,2362.72,162.2875
2017-04-01,--,--,--,170.1456,--,--,--,--,--,--,162.3207
2017-04-03,--,--,--,--,--,--,--,--,24261.48,2358.84,--
2017-04-04,--,--,--,--,--,--,--,--,--,2360.16,--
2017-04-05,3503.8932,6539.967,1943.16,170.1145,2504.726,1391.928,1351.868,8522.01,24400.8,2352.95,162.4522
2017-04-06,3514.0469,6559.653,1944.235,170.0871,2498.845,1390.369,1351.457,8543.663,24273.72,2357.49,162.4386
2017-04-07,3517.4634,6578.726,1946.049,170.1193,2409.025,1351.855,1322.901,8544.747,24267.3,2355.54,162.501
2017-04-10,3505.1392,6566.544,1912.451,170.1024,2396.222,1340.35,1314.668,8449.157,24262.18,2357.16,162.6169
2017-04-11,3517.328,6629.166,1917.633,170.1284,2383.03,1319.512,1307.486,8514.436,24088.46,2353.78,162.6252
2017-04-12,3509.4387,6576.476,1897.507,170.0259,2330.219,1283.642,1286.532,8444.394,24313.5,2344.78,162.6784
2017-04-13,3514.5662,6615.704,1910.476,170.1212,2344.809,1286.566,1294.931,8470.313,24261.66,2328.95,162.6869
2017-04-14,3486.5045,6528.162,1887.46,169.8487,2342.501,1267.339,1286.614,8345.652,--,--,162.6108
2017-04-17,3479.9417,6456.598,1868.281,169.4176,2332.222,1276.068,1287.286,8220.657,--,2349.01,162.4347
2017-04-18,3462.7429,6418.211,1848.203,169.2392,2271.457,1257.661,1269.048,8136.409,23924.54,2342.19,162.3009
2017-04-19,3445.8761,6350.647,1845.382,169.2239,2282.486,1241.628,1266.92,8033.503,23825.88,2338.17,162.197
2017-04-20,3461.5481,6347.773,1850.39,169.0728,2304.947,1267.819,1278.394,7987.651,24056.98,2355.84,162.035
2017-04-21,3466.7865,6300.713,1839.006,168.7359,2339.982,1270.408,1285.697,7945.39,24042.02,2348.69,161.8506
2017-04-24,3431.2587,6138.505,1809.911,168.4406,2330.224,1253.877,1279.352,7698.285,24139.48,2374.15,161.6651
2017-04-25,3440.9743,6160.461,1818.87,168.6172,2328.596,1247.87,1275.072,7723.999,24455.94,2388.61,161.5509
2017-04-26,3445.1832,6176.398,1820.481,168.5653,2334.821,1242.118,1273.454,7751.944,24578.43,2387.45,161.6134
2017-04-27,3446.7202,6192.304,1842.922,168.631,2357.346,1257.387,1282.396,7799.122,24698.48,2388.77,161.71
2017-04-28,3439.753,6211.862,1850.734,168.6238,2395.296,1268.957,1294.144,7842.082,24615.13,2384.2,161.7466
2017-05-01,--,--,--,--,--,--,--,--,--,2388.33,--
2017-05-02,3426.5766,6216.115,1850.849,168.4499,2422.208,1281.595,1306.893,7845.468,24696.13,2391.17,161.7999
2017-05-03,3413.1282,6197.478,1840.453,168.1519,2403.099,1266.416,1297.15,7830.638,--,2388.13,161.6269
2017-05-04,3404.3864,6176.305,1838.104,167.9237,2289.842,1214.106,1255.242,7804.58,24683.88,2389.52,161.5506
2017-05-05,3382.5502,6089.683,1818.191,167.8832,2255.922,1191.94,1238.185,7700.265,24476.35,2399.29,161.5113
2017-05-08,3358.8125,5975.54,1788.708,167.5792,2272.41,1197.663,1243.579,7555.283,24577.91,2399.38,161.3755
2017-05-09,3352.5324,6012.002,1802.491,167.3119,2280.939,1204.464,1247.159,7602.962,24889.03,2396.92,161.2028
2017-05-10,3337.7007,5885.841,1771.32,166.8525,2304.901,1201.106,1249.085,7451.776,25015.42,2399.63,160.889
2017-05-11,3356.6459,5872.639,1772.413,167.1294,2299.809,1209.982,1255.56,7387.153,25125.55,2394.44,160.7851
2017-05-12,3385.3787,5863.783,1774.628,166.9308,2251.181,1197.216,1240.781,7371.302,25156.34,2390.9,160.7236
2017-05-15,3399.1937,5893.508,1778.636,167.0708,2277.252,1213.998,1254.85,7391.605,25371.59,2402.32,160.7799
2017-05-16,3428.6491,6014.734,1814.941,167.0225,2275.393,1227.299,1259.26,7549.765,25335.94,2400.67,160.7146
2017-05-17,3409.9656,6027.65,1822.639,166.6788,2323.062,1230.747,1271.024,7570.439,25293.63,2357.03,160.7017
2017-05-18,3398.1127,5976.3,1813.507,166.7408,2305.915,1221.694,1262.399,7519.192,25136.52,2365.72,160.6905
2017-05-19,3403.8492,5974.977,1801.078,166.6677,2356.911,1251.332,1282.623,7510.106,25174.87,2381.73,160.6495
2017-05-22,3411.2387,5888.813,1788.075,166.4397,2398.924,1248.953,1290.987,7372.79,25391.34,2394.02,160.66
2017-05-23,3424.194,5764.876,1758.235,166.5135,2371.998,1254.633,1288.059,7138.238,25403.15,2398.42,160.5963
2017-05-24,3424.1669,5799.25,1776.278,166.6983,2332.344,1232.334,1271.916,7172.143,25428.5,2404.39,160.5966
2017-05-25,3485.6581,5850.801,1777.694,166.9184,2319.617,1239.929,1272.335,7232.631,25630.78,2415.07,160.6222
2017-05-26,3480.4345,5836.934,1759.632,166.8737,2330.559,1227.966,1267.176,7233.338,25639.27,2415.82,160.5959
2017-05-27,--,--,--,166.9624,--,--,--,--,--,--,160.6385
2017-05-29,--,--,--,--,--,--,--,--,25701.63,--,--
2017-05-30,--,--,--,--,--,--,--,--,--,2412.91,--
2017-05-31,3492.8845,5824.104,1763.729,167.3676,2242.96,1170.901,1223.387,7212.696,25660.65,2411.8,160.7465
2017-06-01,3497.7382,5709.999,1728.488,167.3642,2239.551,1176.689,1224.194,7016.304,25809.22,2430.06,160.7653
2017-06-02,3486.5074,5772.517,1745.927,167.3494,2237.494,1157.621,1215.564,7094.427,25924.05,2439.07,160.8163
2017-06-05,3468.7538,5815.802,1761.246,167.5029,2228.279,1169.357,1219.125,7160.527,25862.99,2436.1,160.8712
2017-06-06,3492.8816,5841.523,1766.393,167.3989,2221.068,1172.517,1219.44,7197.618,25997.14,2429.33,160.9111
2017-06-07,3533.8718,5955.015,1799.852,167.3344,2222.438,1178.912,1221.329,7347.597,25974.16,2433.14,160.9201
2017-06-08,3560.9786,5958.977,1794.75,167.2721,2221.274,1180.872,1221.867,7342.482,26063.06,2433.79,160.9637
2017-06-09,3576.1703,5969.274,1796.135,167.429,2236.594,1180.151,1224.951,7348.521,26030.29,2431.77,161.0037
2017-06-12,3574.3894,5902.855,1775.551,167.9993,2264.979,1199.015,1237.303,7246.713,25708.04,2429.39,161.1882
2017-06-13,3582.2674,5980.057,1795.632,168.1222,2211.105,1182.544,1217.007,7352.976,25852.1,2440.35,161.3733
2017-06-14,3535.2987,5966.431,1790.635,168.3288,2261.204,1212.871,1241.364,7362.856,25875.9,2437.92,161.5325
2017-06-15,3528.7926,6021.165,1816.259,168.3743,2250.583,1203.234,1234.741,7455.388,25565.34,2432.46,161.7
2017-06-16,3518.7611,6013,1810.053,168.014,2252.193,1211.6,1238.672,7442.953,25626.49,2433.15,161.8342
2017-06-19,3553.6653,6057.412,1816.4,168.5652,2275.811,1222.395,1248.139,7489.76,25924.55,2453.46,162.1702
2017-06-20,3546.494,6066.905,1820.976,168.6767,2276.496,1220.753,1245.61,7503.801,25843.04,2437.03,162.4266
2017-06-21,3587.955,6078.193,1824.691,168.3669,2265.439,1220.171,1242.88,7504.192,25694.58,2435.61,162.6553
2017-06-22,3590.3425,5992.335,1798.381,168.1293,2253.894,1211.706,1236.179,7371.962,25674.53,2434.5,162.6744
2017-06-23,3622.8831,6010.314,1807.429,168.2109,2297.879,1221.521,1250.331,7376.665,25670.05,2438.3,162.7162
2017-06-26,3668.0919,6111.641,1821.278,168.4794,2303.613,1222.22,1253.631,7462.096,25871.89,2439.07,162.8966
2017-06-27,3674.7152,6113.166,1819.934,168.6825,2348.097,1240.926,1268.682,7474.033,25839.99,2419.38,163.1012
2017-06-28,3646.1666,6086.211,1808.2,168.6351,2365.919,1244.739,1273.927,7423.468,25683.5,2440.69,163.2696
2017-06-29,3668.8279,6116.993,1813.552,168.6023,2402.567,1276.929,1295.11,7456.672,25965.42,2419.7,163.4214
2017-06-30,3666.7977,6138.156,1818.067,168.4213,2407.952,1276.985,1294.042,7465.762,25764.58,2423.41,163.4529
2017-07-03,3650.8463,6177.395,1835.986,168.2545,2443.59,1289.468,1312.749,7537.106,25784.17,2429.01,163.5604
2017-07-04,3619.9841,6146.853,1829.505,168.2271,2391.326,1256.003,1286.17,7523.695,25389.01,--,163.5626
2017-07-05,3659.6795,6193.964,1836.631,168.4425,2409.88,1273.198,1293.942,7588.087,25521.97,2432.54,163.6037
2017-07-06,3660.0967,6201.654,1838.995,168.6076,2408.563,1282.414,1297.878,7601.785,25465.22,2409.75,163.6972
2017-07-07,3655.9293,6226.011,1835.439,168.5785,2424.669,1286.031,1303.194,7623.38,25340.85,2425.18,163.7436
2017-07-10,3653.6868,6206.557,1803.247,168.5764,2413.58,1281.853,1301.524,7577.818,25500.06,2427.43,163.8656
2017-07-11,3670.8086,6128.994,1783.912,168.6102,2455.271,1308.868,1321.154,7484.058,25877.64,2425.53,163.9135
2017-07-12,3658.8236,6132.992,1786.746,168.6326,2467.334,1308.961,1325.61,7474.333,26043.64,2443.25,163.9519
2017-07-13,3686.9205,6149.934,1778.863,168.7105,2489.158,1320.188,1332.01,7474.3,26346.17,2447.83,164.0079
2017-07-14,3703.094,6128.74,1745.567,168.7768,2454.959,1322.402,1321.474,7433.18,26389.23,2459.27,164.1086
2017-07-17,3663.5575,5876.459,1656.433,168.8202,2506.213,1343.749,1341.147,7048.535,26470.58,2459.14,164.3003
2017-07-18,3667.1807,5938.434,1667.488,168.6586,2518.104,1347.288,1346.226,7109.6,26524.94,2460.61,164.2603
2017-07-19,3729.7466,6059.358,1684.771,168.7257,2559.377,1370.608,1364.019,7202.805,26672.16,2473.83,164.2821
2017-07-20,3747.8843,6099.284,1688.61,168.7645,2502.802,1370.595,1354.406,7244.9,26740.21,2473.45,164.2831
2017-07-21,3728.5976,6126.108,1690.145,168.5955,2515.014,1372.754,1360.102,7252.707,26706.09,2472.54,164.3011
2017-07-24,3743.4686,6167.128,1686.439,168.4508,2502.471,1351.144,1345.263,7292.649,26846.83,2469.91,164.4021
2017-07-25,3719.559,6153.598,1688.095,168.35,2550.074,1363.203,1363.018,7278.843,26852.05,2477.08,164.4528
2017-07-26,3705.3884,6146.703,1681.31,168.1068,2559.659,1351.158,1357.237,7289.877,26941.02,2477.83,164.4721
2017-07-27,3712.1947,6184.021,1742.191,168.1984,2573.387,1355.687,1365.562,7383.115,27131.17,2475.42,164.4794
2017-07-28,3721.8914,6215.463,1734.074,168.1967,2572.125,1324.183,1353.886,7386.208,26979.39,2472.1,164.4913
2017-07-31,3737.8732,6298,1736.3,168.1126,2666.201,1354.059,1385.327,7444.957,27323.99,2470.3,164.595
2017-08-01,3770.3828,6286.536,1741.074,168.0229,2639.772,1346.534,1379.411,7452.933,27540.23,2476.35,164.5545
2017-08-02,3760.8525,6251.863,1724.833,168.0947,2649.556,1350.088,1381.118,7389.51,27607.38,2477.57,164.5015
2017-08-03,3727.8264,6261.968,1733.124,168.1417,2659.7,1337.293,1374.571,7424.107,27531.01,2472.16,164.4854
2017-08-04,3707.5796,6225.115,1719.617,168.2123,2695.759,1353.122,1388.477,7389.146,27562.68,2476.83,164.5568
2017-08-07,3726.7948,6303.421,1732.434,167.9837,2753.552,1356.541,1398.276,7445.18,27690.36,2480.91,164.553
2017-08-08,3732.2129,6303.716,1762.421,167.9865,2736.474,1374.997,1404.428,7470.693,27854.91,2474.92,164.4825
2017-08-09,3731.044,6340.022,1763.049,167.9731,2806.24,1410.017,1428.766,7495.388,27757.09,2474.02,164.4678
2017-08-10,3715.9208,6289.217,1753.669,168.0639,2781.354,1412.517,1427.583,7441.237,27444,2438.21,164.46
2017-08-11,3647.3503,6161.19,1742.139,168.2848,2714.868,1388.805,1402.52,7328.402,26883.51,2441.32,164.502
2017-08-14,3694.6831,6292.642,1793.482,168.4028,2694.309,1374.738,1396.644,7474.644,27250.23,2465.84,164.5569
2017-08-15,3706.0566,6314.761,1798.569,168.4612,2691.99,1379.072,1395.035,7507.291,27174.96,2464.61,164.6079
2017-08-16,3701.4207,6318.799,1825.187,168.3717,2682.933,1381.047,1390.193,7544.387,27409.07,2468.11,164.6345
2017-08-17,3721.277,6366.034,1833.398,168.2525,2780.56,1423.038,1428.289,7614.212,27344.22,2430.01,164.5991
2017-08-18,3724.6748,6347.756,1821.803,168.047,2818.693,1433.39,1440.992,7576.055,27047.57,2425.55,164.6289
2017-08-21,3740.9941,6403.78,1829.217,167.9105,2868.614,1442.464,1455.056,7631.75,27154.68,2428.37,164.6317
2017-08-22,3752.298,6375.981,1814.915,167.8948,2884.833,1456.843,1467.665,7585.112,27401.67,2452.51,164.6185
2017-08-23,3756.0884,6322.782,1807.366,167.9392,2812.846,1444.493,1448.542,7534.461,--,2444.04,164.6088
2017-08-24,3734.6458,6278.59,1795.739,167.8179,2845.075,1453.814,1458.114,7486.058,27518.6,2438.97,164.5954
2017-08-25,3795.7544,6346.531,1812.878,167.7376,2878.906,1479.061,1472.504,7559.306,27848.16,2443.05,164.5809
2017-08-28,3842.7119,6424.584,1842.829,167.5871,2856.724,1472.83,1469.442,7642.646,27863.29,2444.24,164.6081
2017-08-29,3834.5376,6408.157,1831.591,167.7092,2822.652,1459.187,1455.637,7623.255,27765.01,2446.3,164.522
2017-08-30,3834.3005,6453.464,1838.631,167.738,2825.153,1462.078,1451.467,7654.372,28094.61,2457.59,164.4744
2017-08-31,3822.0928,6470.426,1849.379,167.8112,2856.593,1463.249,1458.051,7679.871,27970.3,2471.65,164.3877
2017-09-01,3830.5383,6526.505,1865.25,167.8173,2901.945,1477.113,1472.791,7739.905,27953.16,2476.55,164.5105
2017-09-04,3845.6163,6564.68,1883.618,167.7754,2889.984,1478.355,1473.427,7798.179,27740.26,--,164.5381
2017-09-05,3857.0464,6571.859,1885.162,167.6674,2914.507,1488.737,1482.629,7800.537,27741.35,2457.85,164.5597
2017-09-06,3849.4499,6607.118,1902.857,167.7228,2858.085,1491.085,1472.838,7858.285,27613.76,2465.54,164.5752
2017-09-07,3829.8713,6558.596,1890.382,167.9735,2823.532,1483.075,1463.258,7823.399,27522.92,2465.1,164.619
2017-09-08,3825.9895,6574.183,1885.274,168.1159,2774.467,1470.809,1447.17,7838.796,27668.47,2461.43,164.7417
2017-09-11,3825.6453,6649.628,1896.375,168.0917,2776.328,1473.346,1447.081,7920.69,27955.13,2488.11,164.8675
2017-09-12,3837.9341,6644.012,1884.484,168.0957,2810.109,1494.66,1459.905,7899.424,27972.24,2496.48,164.9242
2017-09-13,3842.6061,6684.38,1888.432,167.9874,2774.696,1473.731,1442.796,7928.751,27894.08,2498.37,164.9916
2017-09-14,3829.9554,6672.185,1879.252,168.1666,2710.073,1456.877,1424.902,7916.666,27777.2,2495.62,165.0271
2017-09-15,3831.2965,6622.044,1875.635,168.0575,2696.176,1420.803,1410.677,7880.566,27807.59,2500.23,165.1023
2017-09-18,3843.1428,6669.455,1894.802,167.9739,2714.04,1396.196,1403.055,7941.683,28159.77,2503.87,165.1765
2017-09-19,3832.1161,6636.02,1880.296,168.0107,2686.921,1389.117,1391.581,7905.705,28051.41,2506.65,165.1841
2017-09-20,3842.4353,6692.472,1892.669,167.97,2703.281,1400.148,1398.293,7975.39,28127.8,2508.24,165.2251
2017-09-21,3837.8176,6612.046,1872.77,167.8919,2637.854,1350.893,1366.826,7886.515,28110.33,2500.6,165.2543
2017-09-22,3837.7304,6572.01,1866.425,168.1156,2582.801,1345.771,1357.152,7849.727,27880.53,2502.22,165.3113
2017-09-25,3817.7915,6489.844,1843.621,168.393,2608.122,1346.049,1361.326,7731.798,27500.34,2496.66,165.3932
2017-09-26,3820.7816,6520.718,1839.455,168.3812,2615.775,1345.103,1363.327,7746.239,27513.01,2496.84,165.431
2017-09-27,3821.2,6583.14,1854.943,168.3308,2640.062,1348.328,1366.957,7810.234,27642.43,2507.04,165.4037
2017-09-28,3822.5386,6567.792,1854.734,168.4104,2591.162,1297.331,1333.694,7768.375,27421.6,2510.06,165.3939
2017-09-29,3836.5013,6603.259,1866.982,168.4593,2636.135,1309.95,1347.752,7842.586,27554.3,2519.36,165.4339
2017-09-30,--,--,--,168.4549,--,--,--,--,--,--,165.4798
2017-10-02,--,--,--,--,--,--,--,--,--,2529.12,--
2017-10-03,--,--,--,--,--,--,--,--,28173.21,2534.58,--
2017-10-04,--,--,--,--,--,--,--,--,28379.18,2537.74,--
2017-10-05,--,--,--,--,--,--,--,--,--,2552.07,--
2017-10-06,--,--,--,--,--,--,--,--,28458.04,2549.33,--
2017-10-09,3882.2076,6678.371,1889.838,168.4138,2640.255,1286.208,1342.725,7941.18,28326.59,2544.73,165.6906
2017-10-10,3889.8637,6705.481,1917.458,168.3901,2600.735,1272.469,1330.484,7994.459,28490.83,2550.64,165.6783
2017-10-11,3902.6868,6666.47,1901.551,168.4073,2598.843,1266.126,1327.878,7961.11,28389.57,2555.24,165.7243
2017-10-12,3912.9536,6659.096,1899.986,168.2311,2652.003,1280.203,1346.348,7940.138,28459.03,2550.93,165.7468
2017-10-13,3921.0017,6709.816,1926.074,168.2977,2710.303,1309.303,1373.535,7972.419,28476.43,2553.17,165.7463
2017-10-16,3913.4462,6619.206,1882.686,168.0363,2745.082,1315.544,1384.107,7819.586,28692.8,2557.64,165.7503
2017-10-17,3913.0688,6612.943,1876.991,167.7925,2709.285,1302.426,1370.716,7805.068,28697.49,2559.36,165.6844
2017-10-18,3944.1626,6563.437,1868.159,167.8347,2701.875,1299.629,1366.824,7730.272,28711.76,2561.26,165.6957
2017-10-19,3931.2495,6501.4,1862.611,167.9994,2661.659,1266.772,1343.941,7656.056,28159.09,2562.1,165.7572
2017-10-20,3926.852,6571.424,1880.214,168.0435,2748.452,1304.689,1375.835,7751.428,28487.24,2575.21,165.8132
2017-10-23,3930.7981,6612.764,1898.759,168.0805,2701.402,1283.273,1356.575,7793.537,28305.88,2564.98,165.8955
2017-10-24,3959.3953,6603.004,1901.693,168.0851,2728.322,1275.928,1360.118,7752.924,28154.97,2569.13,165.8526
2017-10-25,3976.949,6647.892,1913.264,167.8022,2702.846,1283.998,1360.242,7799.749,28302.89,2557.15,165.8705
2017-10-26,3993.5752,6671.929,1910.722,167.8049,2699.566,1282.213,1357.34,7830.106,28202.38,2560.4,165.8742
2017-10-27,4021.9676,6630.807,1896.224,167.5855,2625.048,1271.595,1337.634,7770.713,28438.85,2581.07,165.817
2017-10-30,4009.7218,6511.762,1855.986,166.9388,2615.697,1267.091,1333.741,7574.655,28336.19,2572.83,165.6353
2017-10-31,4006.7179,6560.205,1869.787,167.0237,2644.247,1254.314,1334.1,7631.533,28245.54,2575.26,165.5435
2017-11-01,3996.6221,6552.955,1872.746,167.3539,2653.601,1265.789,1339.935,7635.435,28594.06,2579.36,165.5555
2017-11-02,3997.1343,6484.926,1847.565,167.2945,2686.296,1289.471,1357.755,7542.355,28518.64,2579.85,165.5867
2017-11-03,3992.6979,6426.98,1832.967,167.258,2680.508,1287.514,1356.34,7476.981,28603.61,2587.84,165.5739
2017-11-04,--,--,--,--,2680.508,1287.514,1356.34,--,--,--,--
2017-11-06,4020.8896,6511.096,1850.303,167.3376,2752.219,1320.048,1380.855,7551.353,28596.8,2591.13,165.5684
2017-11-07,4054.2465,6551.936,1859.068,167.2149,2742.728,1327.079,1384.741,7596.168,28994.34,2590.64,165.52
2017-11-08,4048.0057,6561.69,1866.142,167.2265,2716.81,1329.862,1380.599,7617.525,28907.6,2594.38,165.5021
2017-11-09,4075.8998,6611.352,1884.112,167.2562,2704.055,1330.959,1382.179,7656.668,29136.57,2584.62,165.4829
