,000300.SH,000905.SH,399006.SZ,CBA00601.CB,NHMI.SL,NHECI.SL,NHCI.SL,000852.SH,HSI.HK,SPX.GI,CBA02001.CB
,沪深300,中证500,创业板指,中债国债总指数(总值)财富指数,南华金属,南华能化,南华商品,中证1000,恒生指数,标普500,中债企业债总指数(总值)财富指数
,收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元),收盘价(元)
2024-05-03,--,--,--,--,--,--,--,--,18475.92,5127.79,--
2024-05-06,3657.8767,5528.6036,1895.2075,230.6651,6989.89,2038.02,2688.06,5606.8416,18578.3,5180.74,237.6237
2024-05-07,3659.0076,5527.0847,1892.5393,230.9787,6947.16,2037.23,2688.36,5625.3358,18479.37,5187.7,237.8212
2024-05-08,3630.2233,5458.7559,1865.1079,230.9796,6846.39,2016.2,2658.42,5536.6589,18313.86,5187.67,237.9517
2024-05-09,3664.561,5556.7712,1900.0092,230.7541,6863.55,2020.94,2659.64,5626.8251,18537.81,5214.08,237.9444
2024-05-10,3666.2771,5535.3954,1878.1652,230.6634,6940.57,2019.41,2671.34,5574.232,18963.68,5222.68,237.9558
2024-05-11,--,--,--,230.3158,--,--,--,--,--,--,237.9336
2024-05-13,3664.6907,5505.2595,1860.3664,231.0284,6963.74,2016.54,2675.91,5520.8038,19115.06,5221.42,238.0596
2024-05-14,3657.0454,5500.7379,1855.5976,231.2093,6925.96,2003.5,2663.34,5551.6751,19073.71,5246.68,238.1793
2024-05-15,3626.0559,5446.6557,1838.8872,231.1433,6901.8,2001.63,2660.37,5497.2349,--,5308.15,238.2471
2024-05-16,3640.3592,5424.6652,1844.2111,230.9506,7003.78,2017.55,2687.3,5488.946,19376.53,5297.1,238.2504
2024-05-17,3677.9696,5491.8944,1864.9391,230.8612,7111.91,2048.5,2725.16,5563.231,19553.61,5303.27,238.2378
2024-05-20,3690.9623,5523.5013,1875.9276,231.0211,7217.78,2073.37,2763.94,5596.7772,19636.22,5308.13,238.3424
2024-05-21,3676.1611,5478.9131,1861.4815,230.9736,7252.69,2057.96,2758.82,5536.7447,19220.62,5321.41,238.3707
2024-05-22,3684.451,5468.6068,1877.9267,231.0975,7300.99,2066.84,2773.84,5539.6597,19195.6,5307.01,238.4324
2024-05-23,3641.7917,5362.3053,1852.067,231.3473,7137.86,2050.86,2733.38,5412.8237,18868.71,5267.84,238.5127
2024-05-24,3601.4754,5313.4546,1818.5616,231.3733,7191.28,2063.31,2740.97,5350.1073,18608.94,5304.72,238.5574
2024-05-27,3635.7079,5371.3693,1830.9578,231.3905,7166.08,2074.53,2741.64,5404.6158,18827.35,--,238.6365
2024-05-28,3609.1724,5316.1286,1806.2546,231.6184,7172.39,2072.53,2750.97,5348.0293,18821.16,5306.04,238.7016
2024-05-29,3613.5223,5328.3064,1811.0683,231.8065,7235.54,2100.33,2781.64,5351.2524,18477.01,5266.95,238.8178
2024-05-30,3594.3121,5308.66,1813.1545,231.758,7109.92,2088.99,2741.68,5334.2958,18230.19,5235.48,238.8917
2024-05-31,3579.9247,5308.5403,1805.1089,231.6248,7095.89,2064.22,2727.22,5355.2099,18079.61,5277.51,238.9276
2024-06-03,3588.7483,5274.0687,1819.4552,231.8063,6944.61,2027.98,2678.05,5284.6236,18403.04,5283.4,239.0452
2024-06-04,3615.6714,5341.9496,1843.5924,231.8809,6931.21,2000.66,2658.78,5313.708,18444.11,5291.34,239.0997
2024-06-05,3594.7936,5277.9405,1833.5495,232.0647,6815.58,1992.03,2636.77,5244.0851,18424.96,5354.03,239.182
2024-06-06,3592.2454,5228.8002,1820.4485,232.144,6889.83,2008.26,2669.31,5130.8693,18476.8,5352.96,239.2615
2024-06-07,3574.1143,5208.9798,1781.07,232.2135,6895.19,2017.48,2680.41,5153.5867,18366.95,5346.99,239.3361
2024-06-10,--,--,--,--,--,--,--,--,--,5360.79,--
2024-06-11,3542.8771,5217.4702,1787.3016,232.3825,6747.64,2018.17,2641.53,5198.923,18176.34,5375.32,239.4465
2024-06-12,3544.1225,5232.9534,1779.4182,232.4102,6762.78,2034.12,2658.89,5216.4621,17937.84,5421.03,239.492
2024-06-13,3526.1306,5194.59,1777.7911,232.5108,6754.41,2020.76,2649.35,5180.2357,18112.63,5433.74,239.5372
2024-06-14,3541.5331,5213.0927,1791.362,232.7805,6749.01,2025.37,2652.78,5180.6513,17941.78,5431.6,239.5997
2024-06-17,3536.1986,5207.128,1806.193,232.7964,6654.79,2003.72,2618.58,5183.9678,17936.12,5473.23,239.6768
2024-06-18,3545.5902,5230.8913,1811.3649,233.0328,6676.94,2011.08,2629.91,5227.2542,17915.55,5487.03,239.7344
2024-06-19,3528.749,5168.8204,1788.4956,233.1928,6711.83,2028.38,2647.86,5159.9945,18430.39,--,239.7617
2024-06-20,3503.2817,5094.5653,1762.7008,233.3777,6727.58,2033.4,2656.89,5056.1383,18335.32,5473.17,239.8125
2024-06-21,3495.6198,5102.3292,1755.8765,233.2111,6662.98,2022.07,2639.2,5055.3329,18028.52,5464.62,239.8154
2024-06-24,3476.8102,4992.9097,1731.5147,233.4409,6611.15,2009.13,2619.72,4887.777,18027.71,5447.87,239.8673
2024-06-25,3457.9023,4948.6343,1700.0249,233.6796,6628.21,2029.35,2629.32,4847.6106,18072.9,5469.3,239.9192
2024-06-26,3480.2648,5020.4318,1730.6417,233.7959,6681.6,2034.98,2640.84,4986.3839,18089.93,5477.9,239.9497
2024-06-27,3454.1175,4928.0514,1703.2009,234.0941,6620.97,2022.21,2620.69,4864.0855,17716.47,5482.87,240.0144
2024-06-28,3461.657,4942.7817,1683.43,234.2307,6679.41,2046.71,2648.18,4895.9869,17718.61,5460.48,240.0985
2024-07-01,3478.1827,5003.1608,1682.6918,233.6844,6713.12,2051.47,2662.37,4940.2471,--,5475.09,240.1408
2024-07-02,3471.7857,4949.4771,1665.0352,233.8953,6738.27,2070.25,2685.69,4905.6497,17769.14,5509.01,240.1605
2024-07-03,3463.4141,4910.9245,1660.1242,234.0732,6814.56,2084.28,2707.5,4867.1326,17978.57,5537.02,240.215
2024-07-04,3445.8128,4834.4982,1647.2199,234.0438,6814.82,2068.22,2698.82,4761.868,18028.28,--,240.2876
2024-07-05,3431.0605,4866.2647,1655.594,233.7044,6766.64,2044.8,2680.22,4810.7939,17799.61,5567.19,240.2999
2024-07-08,3401.7604,4783.6165,1628.7584,233.3703,6704.99,2022.76,2656.63,4693.9648,17524.06,5572.85,240.2671
2024-07-09,3439.8111,4876.899,1652.1171,233.6964,6724.41,2024.84,2655.38,4797.0634,17523.23,5576.98,240.3236
2024-07-10,3428.9657,4844.1624,1651.1097,233.7308,6610.97,1994.46,2613.39,4777.6817,17471.67,5633.91,240.3746
2024-07-11,3468.169,4939.7318,1685.1176,233.8176,6671.14,2015.14,2634.25,4893.5942,17832.33,5584.54,240.4446
2024-07-12,3472.4014,4919.3639,1683.6285,234.0263,6644.29,2013.65,2633.23,4878.0195,18293.38,5615.35,240.5176
2024-07-15,3476.2467,4883.8971,1673.0072,234.2076,6668.44,2004.2,2630.21,4827.6023,18015.94,5631.22,240.6261
2024-07-16,3498.2827,4898.3626,1696.3359,234.2559,6641.46,1997.74,2625.36,4836.7184,17727.98,5667.2,240.6769
2024-07-17,3501.5836,4856.5794,1696.4508,234.2746,6543.32,1984.05,2606.64,4795.6236,17739.41,5588.27,240.7171
2024-07-18,3520.931,4877.6916,1717.7091,234.1739,6542.64,2002.61,2620.55,4812.4263,17778.41,5544.59,240.747
2024-07-19,3539.0156,4872.0532,1725.4874,234.2529,6480.01,1983.61,2592.11,4821.4227,17417.68,5505,240.7845
2024-07-22,3514.9249,4865.9778,1723.9141,234.6851,6425.21,1957.86,2570.28,4826.8713,17635.88,5564.41,240.9183
2024-07-23,3439.8779,4722.7994,1671.4432,234.9301,6330.47,1941.07,2544.23,4694.9525,17469.36,5555.74,241.0228
2024-07-24,3418.1663,4668.0621,1650.9078,234.9956,6347.72,1944.92,2544.88,4631.0111,17311.05,5427.13,241.0978
2024-07-25,3399.2716,4665.4488,1644.4537,235.3071,6218.84,1925.05,2505.12,4632.5667,17004.97,5399.22,241.2053
2024-07-26,3409.2931,4736.3771,1659.5336,235.5005,6299.1,1938.38,2530.71,4702.08,17021.31,5459.1,241.2914
2024-07-29,3390.742,4708.8443,1635.6748,235.8657,6301.13,1922.39,2517.4,4685.6457,17238.34,5463.54,241.4104
2024-07-30,3369.3821,4699.282,1630.951,236.0927,6201.23,1894.62,2482.46,4702.4914,17002.91,5436.44,241.5076
2024-07-31,3442.0844,4886.4136,1688.1419,236.2627,6303.01,1919.17,2510.83,4889.0807,17344.6,5522.3,241.5743
2024-08-01,3419.2666,4852.9725,1665.9729,236.5604,6351.94,1928.66,2523.81,4878.289,17304.96,5446.68,241.6685
2024-08-02,3384.3919,4788.6159,1638.3043,236.786,6362.53,1926.84,2526.06,4809.8891,16945.51,5346.56,241.745
2024-08-05,3343.3205,4693.8478,1607.2884,237.0435,6286.98,1875.55,2473.14,4678.7753,16698.36,5186.33,241.8614
2024-08-06,3342.9789,4750.776,1627.3554,236.8154,6207.87,1866.47,2441.11,4749.9466,16647.34,5240.03,241.8391
2024-08-07,3341.489,4751.9408,1620.3315,237.0974,6200.06,1862.93,2436.85,4743.41,16877.86,5199.5,241.8707
2024-08-08,3342.9369,4755.8149,1611.5085,236.5654,6114.64,1863.5,2427.92,4739.4933,16891.83,5319.31,241.8343
2024-08-09,3331.6274,4720.3104,1595.6419,236.2512,6216.41,1875.63,2455.27,4702.7453,17090.23,5344.16,241.7071
2024-08-12,3325.8645,4714.1586,1592.3944,235.3159,6179.07,1875.35,2450.36,4674.1017,17111.65,5344.39,241.4608
2024-08-13,3334.3903,4731.8353,1607.1855,235.6531,6149.69,1876.96,2438.52,4697.5858,17174.06,5434.43,241.4672
2024-08-14,3309.2389,4667.0731,1584.328,236.197,6065.29,1849.76,2407.29,4649.2784,17113.36,5455.21,241.6161
2024-08-15,3341.953,4698.375,1592.7101,236.0182,6097.08,1840.97,2411.18,4691.8503,17109.14,5543.22,241.6508
2024-08-16,3345.634,4670.3789,1591.461,236.0762,6088.52,1847.28,2413.07,4655.6509,17430.16,5554.25,241.6836
2024-08-19,3356.9677,4682.9628,1589.2872,236.3353,6170.56,1833.99,2420.43,4663.6121,17569.57,5608.25,241.7159
2024-08-20,3332.7034,4602.0095,1567.9688,236.4549,6167.44,1829.49,2419.51,4579.3041,17511.08,5597.12,241.6949
2024-08-21,3321.635,4587.1218,1558.5116,236.3982,6278.03,1848.06,2448,4548.2644,17391.01,5620.85,241.6088
2024-08-22,3313.1357,4533.3695,1546.6314,236.6402,6213.79,1816.95,2418.72,4491.8392,17641,5570.64,241.5864
2024-08-23,3327.1905,4537.0872,1546.903,236.7672,6197.3,1816.53,2416.49,4495.3439,17612.1,5634.61,241.5097
2024-08-26,3324.2231,4544.3594,1545.3094,236.8663,6331.72,1858.19,2473.92,4512.893,17798.73,5616.84,241.4193
2024-08-27,3305.3338,4495.2856,1530.7442,236.4579,6339.36,1874.61,2486.73,4459.6801,17874.67,5625.8,241.192
2024-08-28,3286.4956,4500.0088,1531.4502,236.6505,6327.44,1857.69,2472.45,4470.5501,17692.45,5592.18,241.19
2024-08-29,3277.6812,4557.9006,1541.3995,236.6662,6326.82,1851.16,2465.84,4542.4637,17786.32,5591.96,241.2478
2024-08-30,3321.4323,4639.1144,1580.4595,236.6029,6303.74,1860.76,2472.97,4629.3195,17989.07,5648.4,241.3008
2024-09-02,3265.011,4546.8832,1536.9499,237.117,6167.06,1803.91,2409.28,4532.5145,17691.97,--,241.4478
2024-09-03,3273.4282,4596.4819,1556.3207,237.3227,6091.3,1806.69,2412.05,4572.397,17651.49,5528.93,241.5302
2024-09-04,3252.1649,4582.084,1554.6395,237.5688,5998.71,1753.29,2358.6,4550.7697,17457.34,5520.07,241.5965
2024-09-05,3257.7578,4601.0911,1564.723,237.8278,5933.66,1738.89,2345.45,4586.7813,17444.3,5503.41,241.661
2024-09-06,3231.3457,4537.4544,1538.072,237.8424,5962.71,1741.86,2354.49,4508.2281,--,5408.42,241.6867
2024-09-09,3192.9516,4507.1866,1539.0381,238.1448,5947.5,1725.99,2337.15,4475.5315,17196.96,5471.05,241.7462
2024-09-10,3195.7552,4507.7074,1539.9802,238.4557,5935.56,1700.83,2323.17,4487.5755,17234.09,5495.52,241.7377
2024-09-11,3186.1299,4514.9158,1558.3275,238.7446,6012.96,1709.85,2345.29,4486.0066,17108.71,5554.13,241.7425
2024-09-12,3172.4747,4496.5919,1551.8137,238.9014,6093.03,1725.08,2364.54,4468.7439,17240.39,5595.76,241.7509
2024-09-13,3159.247,4450.9587,1535.1684,239.2266,6077.61,1720.82,2367.18,4413.1872,17369.09,5626.02,241.7559
2024-09-14,--,--,--,239.6579,--,--,--,--,--,--,241.82
2024-09-16,--,--,--,--,--,--,--,--,17422.12,5633.09,--
2024-09-17,--,--,--,--,--,--,--,--,17660.02,5634.58,--
2024-09-18,3171.0102,4462.8701,1533.4726,239.8663,6042.11,1722.75,2374.06,4399.1332,--,5618.26,241.895
2024-09-19,3196.0357,4520.3939,1546.4738,239.8352,6145.3,1752.23,2407.02,4482.2746,18013.16,5713.64,241.892
2024-09-20,3201.0497,4498.3901,1536.5991,239.9034,6099.88,1740.61,2399.01,4463.3561,18258.57,5702.55,241.8672
2024-09-23,3212.7639,4494.6878,1530.5062,240.1327,5989.39,1727.06,2378.7,4469.1326,18247.11,5718.57,241.8869
2024-09-24,3351.909,4689.5964,1615.3215,239.5821,6174.08,1772.23,2434.41,4642.5577,19000.56,5732.93,241.8734
2024-09-25,3401.533,4731.4755,1641.5416,239.9689,6212.85,1786.78,2455.78,4686.2584,19129.1,5722.26,241.9182
2024-09-26,3545.3204,4938.1839,1714.1435,239.4098,6291.79,1782.2,2471.55,4874.1321,19924.58,5745.37,241.9271
2024-09-27,3703.6849,5201.6656,1885.4888,237.4719,6392.24,1807.66,2501.7,5136.4408,20632.3,5738.17,241.654
2024-09-29,--,--,--,235.916,--,--,--,--,--,--,241.1247
2024-09-30,4017.8545,5743.217,2175.0865,237.093,6653.68,1888.56,2586.67,5708.8258,21133.68,5762.48,240.9622
2024-10-01,--,--,--,--,--,--,--,--,--,5708.75,--
2024-10-02,--,--,--,--,--,--,--,--,22443.73,5709.54,--
2024-10-03,--,--,--,--,--,--,--,--,22113.51,5699.94,--
2024-10-04,--,--,--,--,--,--,--,--,22736.87,5751.07,--
2024-10-07,--,--,--,--,--,--,--,--,23099.78,5695.94,--
2024-10-08,4256.0962,6155.5817,2550.2764,236.727,6547.99,1902.66,2576.84,6201.9854,20926.79,5751.13,240.6649
2024-10-09,3955.9839,5735.641,2280.0963,237.0417,6538.62,1878.93,2554.99,5727.38,20637.24,5792.04,240.0961
2024-10-10,3997.7879,5690.8822,2212.9087,237.9015,6495.1,1856.44,2537.41,5654.5298,21251.98,5780.05,240.2511
2024-10-11,3887.167,5470.8133,2100.8707,238.0495,6568,1885.02,2570.06,5416.7576,--,5815.03,240.638
2024-10-12,--,--,--,238.0063,--,--,--,--,--,--,240.928
2024-10-14,3961.3424,5608.153,2155.403,238.0261,6606.1,1887.92,2580.92,5615.7563,21092.87,5859.85,241.2729
2024-10-15,3855.9949,5472.56,2085.9863,238.0679,6532.43,1867.96,2553.56,5507.1758,20318.79,5815.26,241.514
2024-10-16,3831.589,5461.0877,2039.9498,237.9942,6521.62,1848.73,2550.69,5524.2546,20286.85,5842.47,241.6228
2024-10-17,3788.2217,5418.9883,2033.4845,238.4002,6329.09,1806.68,2494.73,5505.6149,20079.1,5841.47,241.7228
2024-10-18,3925.234,5640.0198,2195.1007,238.3404,6394.99,1832.34,2523.76,5749.4341,20804.11,5864.67,241.7835
2024-10-21,3935.1974,5704.225,2210.3354,238.2688,6453.92,1818.74,2531.26,5860.5711,20478.46,5853.98,241.8245
2024-10-22,3957.7755,5753.8497,2216.9898,237.9242,6388.68,1833.38,2536.43,5888.8148,20498.95,5851.2,241.7635
2024-10-23,3973.2089,5776.383,2205.3024,237.6302,6333.83,1842.76,2543.3,5903.5783,20760.15,5797.42,241.5525
2024-10-24,3928.8334,5726.7041,2175.0952,237.642,6385.19,1853.57,2553.24,5861.6319,20489.62,5809.86,241.5278
2024-10-25,3956.421,5809.6879,2238.897,237.5441,6400.75,1844.12,2548.42,5974.9086,20590.15,5808.12,241.4391
2024-10-28,3964.1569,5883.7203,2229.118,237.3847,6472.5,1848.54,2560.17,6082.0877,20599.36,5823.52,241.3883
2024-10-29,3924.649,5812.5286,2177.3058,237.5392,6416.16,1812.89,2532.97,5983.8364,20701.14,5832.92,241.3426
2024-10-30,3889.4487,5837.9338,2151.5146,237.6488,6450.54,1825.16,2550.68,6019.3472,20380.64,5813.67,241.3168
2024-10-31,3891.0396,5901.2904,2164.4619,237.8505,6427.19,1835.09,2550.29,6116.6632,20317.33,5705.45,241.3222
2024-11-01,3890.0203,5831.8217,2123.7383,238.1934,6393.25,1836.51,2550.63,5930.2319,20506.43,5728.8,241.4342
2024-11-04,3944.7619,5928.9085,2185.9842,238.3976,6451.35,1838.77,2560.07,6053.1116,20567.52,5712.69,241.5391
2024-11-05,4044.5725,6111.9707,2289.8405,238.6198,6476.03,1851.04,2568.04,6266.5423,21006.97,5782.76,241.5732
2024-11-06,4024.2831,6125.7868,2265.8324,238.695,6424.46,1830.91,2549.32,6293.1933,20538.38,5929.04,241.6371
2024-11-07,4145.6952,6239.5598,2350.7599,238.8243,6509.54,1858.63,2580.55,6403.9175,20953.34,5973.1,241.7285
2024-11-08,4104.047,6222.445,2321.5867,238.9747,6471.66,1847.39,2573.99,6423.1217,20728.19,5995.54,241.7899
2024-11-11,4131.1312,6330.6152,2392.4433,239.1141,6402.1,1827.41,2557.19,6579.0054,20426.93,6001.35,241.9028
2024-11-12,4085.743,6263.883,2390.8035,239.4439,6361.62,1810.7,2527.59,6491.9723,19846.88,5983.99,241.9988
2024-11-13,4110.8901,6259.8412,2417.2522,239.341,6313.89,1820.51,2518.95,6474.3941,19823.45,5985.38,242.0696
2024-11-14,4039.6191,6078.3051,2334.9643,239.3188,6254.18,1807.09,2496.7,6272.1911,19435.81,5949.17,242.1069
2024-11-15,3968.8308,5924.4834,2243.62,239.2912,6195.59,1793.37,2478.92,6125.5126,19426.34,5870.62,242.1791
2024-11-18,3950.3806,5833.0358,2190.9503,238.8827,6257.25,1794.96,2488.57,5974.5576,19576.61,5893.62,242.2256
2024-11-19,3976.8912,5936.6015,2256.6075,239.0765,6320.06,1819.8,2521.14,6130.2848,19663.67,5916.98,242.267
2024-11-20,3985.7727,5992.3904,2267.8548,239.0172,6344.52,1820.34,2521.51,6250.8029,19705.01,5917.11,242.3042
2024-11-21,3989.2979,5985.3128,2265.8658,239.3332,6358.12,1831.07,2526.05,6262.1644,19601.11,5948.71,242.3527
2024-11-22,3865.6989,5750.2457,2175.5713,239.504,6275.49,1828.09,2510.37,6030.4882,19229.97,5969.34,242.4306
2024-11-25,3848.0909,5735.6493,2175.1837,239.842,6331.66,1829.65,2519.87,6052.1287,19150.99,5987.37,242.5505
2024-11-26,3840.1847,5690.4792,2150.0968,239.9262,6331.88,1819.12,2507.21,5981.5699,19159.2,6021.63,242.6354
2024-11-27,3907.0447,5804.9368,2208.7805,239.924,6350.11,1822.22,2517.58,6118.6636,19603.13,5998.74,242.7217
2024-11-28,3872.5505,5757.5965,2169.8027,240.2195,6321.64,1812.5,2504.02,6086.0852,19366.96,--,242.7921
2024-11-29,3916.5832,5851.9385,2224.0026,240.4968,6341.26,1823.1,2522.64,6189.1276,19423.61,6032.38,242.9256
2024-12-02,3947.632,5943.6245,2255.4979,241.2194,6364.45,1828.26,2521.62,6313.6077,19550.29,6047.15,243.2341
2024-12-03,3951.8912,5932.1207,2245.4986,241.1856,6394.96,1826.21,2530.56,6303.2758,19746.32,6049.88,243.3283
2024-12-04,3930.5568,5879.2695,2213.4056,241.6467,6411.87,1822.27,2528.87,6204.9448,19742.46,6086.49,243.4692
2024-12-05,3921.5881,5901.9859,2221.4566,241.668,6339.16,1798.96,2502.81,6285.6007,19560.44,6075.11,243.56
2024-12-06,3973.1405,5979.197,2267.0641,241.5754,6329.07,1796.95,2501.82,6349.6211,19865.85,6090.27,243.6287
2024-12-09,3966.5708,5947.1089,2248.6273,241.9417,6362.43,1788.38,2501.19,6303.2721,20414.09,6052.85,243.717
2024-12-10,3995.6369,5992.0937,2264.051,243.1093,6424.62,1801.3,2517.09,6362.0203,20311.28,6034.91,243.9393
2024-12-11,3988.8308,6047.105,2261.5823,243.3232,6429.3,1818.39,2533.76,6447.3744,20155.05,6084.19,243.9671
2024-12-12,4028.5048,6100.3945,2292.1451,243.5765,6488.82,1833.92,2551.47,6490.1455,20397.05,6051.25,244.0169
2024-12-13,3933.1808,5988.292,2235.2586,244.3945,6407.76,1820.69,2527.15,6354.9883,19971.24,6051.09,244.1718
2024-12-16,3911.8416,5912.6014,2201.5324,245.1159,6385.42,1824.4,2527.22,6277.5162,19795.49,6074.08,244.3301
2024-12-17,3922.0334,5848.1628,2201.181,244.9206,6347.78,1820.89,2516.27,6143.9436,19700.48,6050.61,244.311
2024-12-18,3941.89,5888.6162,2202.1373,244.5735,6276.26,1800.48,2482,6195.8677,19864.55,5872.16,244.2685
2024-12-19,3945.4635,5901.9155,2213.5429,244.5718,6250.04,1804.54,2471.67,6207.1862,19752.51,5867.08,244.2292
2024-12-20,3927.7441,5917.1751,2209.6616,245.412,6234.24,1795.49,2469.27,6271.7532,19720.7,5930.85,244.3167
2024-12-23,3933.5718,5818.551,2187.9448,245.5248,6284.04,1803.04,2483.97,6096.3813,19883.13,5974.07,244.4073
2024-12-24,3983.6882,5895.2595,2213.548,245.0543,6296.96,1809.61,2488.88,6164.3605,20098.29,6040.04,244.3702
2024-12-25,3985.6291,5840.2889,2201.296,244.7508,6286.1,1811.02,2489.39,6094.6866,--,--,244.3384
2024-12-26,3987.4801,5887.0605,2209.8464,244.9772,6290.11,1804.28,2487.11,6160.4518,--,6037.59,244.3236
2024-12-27,3981.0307,5899.1665,2204.8965,245.4965,6230.75,1795.13,2475.77,6171.5653,20090.46,5970.84,244.4174
2024-12-30,3999.0549,5898.884,2206.2852,245.4316,6287.99,1808.11,2489.24,6145.928,20041.42,5906.94,244.4744
2024-12-31,3934.9109,5725.7324,2141.5958,245.9143,6279.75,1824.05,2496.47,5957.7172,20059.95,5881.63,244.5996
2025-01-02,3820.3952,5545.8174,2060.4422,246.8764,6269.49,1828.34,2499.96,5797.089,19623.32,5868.55,244.8219
2025-01-03,3775.1648,5427.8041,2015.9671,247.1814,6199.92,1816.64,2485.73,5625.209,19760.27,5942.47,244.9665
2025-01-06,3768.9697,5427.1007,2014.1899,247.4232,6171.62,1812.91,2477.13,5608.0344,19688.29,5975.38,245.0846
2025-01-07,3796.1055,5484.6847,2028.3582,247.0432,6181.91,1801.88,2478.37,5692.041,19447.58,5909.03,245.0916
2025-01-08,3789.2153,5461.5861,2008.4441,246.9448,6190.05,1801.2,2477.96,5661.7793,19279.84,5918.25,245.1223
2025-01-09,3779.8773,5456.5863,2010.6601,246.4266,6217.4,1808.35,2479.73,5672.7796,19240.89,--,245.0873
2025-01-10,3732.4806,5369.2811,1975.3048,246.4085,6230.71,1814.68,2492.87,5544.9158,19064.29,5827.04,245.0148
2025-01-13,3722.513,5381.6974,1982.4595,246.1466,6302.16,1872.87,2551.5,5559.4725,18874.14,5836.22,244.958
2025-01-14,3820.5395,5572.2722,2075.7558,246.4594,6334.59,1876.79,2554.61,5811.0545,19219.78,5842.91,244.9107
2025-01-15,3796.026,5522.459,2037.9335,246.7162,6322.97,1893.1,2564.61,5775.5709,19286.07,5949.91,244.9319
2025-01-16,3800.3836,5545.6336,2051.3507,246.6007,6393.4,1917.66,2586.22,5801.3051,19522.89,5937.34,244.8344
2025-01-17,3812.3429,5587.2939,2067.2747,246.4213,6440.97,1918.74,2594.26,5841.5718,19584.06,5996.66,244.7801
2025-01-20,3829.6764,5614.3311,2104.7277,246.193,6388.58,1893.2,2573.89,5879.1495,19925.81,--,244.7549
2025-01-21,3832.6145,5633.9249,2112.3901,246.5104,6415.85,1894.1,2581.52,5908.0234,20106.55,6049.24,244.754
2025-01-22,3797.0166,5607.0594,2101.0346,246.5775,6380.83,1888.45,2571.3,5855.7393,19778.77,6086.37,244.8002
2025-01-23,3803.7439,5584.2548,2093.3129,246.4513,6345.79,1871.5,2551.68,5829.0329,19700.56,6118.71,244.7651
2025-01-24,3832.8637,5649.9504,2121.8391,246.3945,6387.73,1873.87,2560.85,5938.1301,20066.19,6101.24,244.7174
2025-01-26,--,--,--,246.4212,--,--,--,--,--,--,244.7635
2025-01-27,3817.0802,5589.3432,2063.8199,246.9736,6394.02,1868,2559.97,5846.0686,20197.77,6012.28,244.9021
2025-01-28,--,--,--,--,--,--,--,--,20225.11,6067.7,--
2025-01-29,--,--,--,--,--,--,--,--,--,6039.31,--
2025-01-30,--,--,--,--,--,--,--,--,--,6071.17,--
2025-01-31,--,--,--,--,--,--,--,--,--,6040.53,--
2025-02-03,--,--,--,--,--,--,--,--,20217.26,5994.57,--
2025-02-04,--,--,--,--,--,--,--,--,20789.96,6037.88,--
2025-02-05,3795.0848,5614.3872,2062.9231,247.4615,6341.06,1859.01,2566.68,5881.4366,20597.09,6061.48,245.0706
2025-02-06,3842.8314,5747.9012,2120.7451,247.866,6455.55,1856.97,2580.22,6041.8337,20891.62,6083.57,245.1793
2025-02-07,3892.7028,5833.9883,2174.3509,247.8891,6479.09,1874.59,2600.41,6134.0545,21133.54,6025.99,245.266
2025-02-08,--,--,--,247.8373,--,--,--,--,--,--,245.2945
2025-02-10,3901.0618,5888.5509,2183.8767,247.4662,6480.4,1876.95,2605.28,6210.5471,21521.98,6066.44,245.2744
2025-02-11,3883.1352,5858.2805,2152.7324,247.5524,6398.33,1878.71,2597.67,6190.1739,21294.86,6068.5,245.2648
2025-02-12,3919.8617,5940.5299,2191.7594,247.6219,6419.93,1884.92,2603.51,6284.6107,21857.92,6051.97,245.2875
2025-02-13,3905.1398,5898.2611,2176.1559,247.5439,6383.74,1837.53,2561.57,6212.4968,21814.37,6115.07,245.3133
2025-02-14,3939.0085,5947.796,2215.2984,247.1737,6410.71,1845.62,2577.74,6248.8345,22620.33,6114.63,245.2498
2025-02-17,3947.3983,5948.7197,2226.6152,246.5665,6385.76,1845.99,2563.53,6281.5658,22616.23,--,245.2124
2025-02-18,3912.7829,5840.7112,2182.574,246.1724,6411.16,1851.2,2573.51,6142.138,22976.81,6129.58,245.0869
2025-02-19,3940.1602,5943.8823,2226.9821,246.4171,6423.73,1851.56,2583.78,6288.529,22944.24,6144.15,245.0859
2025-02-20,3928.8959,5957.5465,2225.5838,245.9582,6504.56,1861.82,2606.5,6334.4143,22576.98,6117.52,244.9925
2025-02-21,3978.444,6057.0648,2281.5118,245.3211,6478.62,1852.44,2597.05,6449.2279,23477.92,6013.13,244.8369
2025-02-24,3969.7169,6044.973,2266.2441,244.6573,6471.41,1830.66,2576.42,6464.0235,23341.61,5983.25,244.667
2025-02-25,3925.6505,5979.9653,2240.5887,244.8814,6380.33,1823.08,2557.96,6435.4284,23034.02,5955.25,244.5365
2025-02-26,3959.9413,6051.7401,2268.2154,245.0522,6408.87,1803.8,2546.42,6524.4057,23787.93,5956.06,244.5541
2025-02-27,3968.1159,6028.9856,2256.5084,244.6718,6396.04,1812.84,2551.28,6499.5301,23718.29,5861.57,244.4612
2025-02-28,3890.0487,5859.8708,2170.3919,244.9529,6392.03,1818.26,2552.92,6270.4186,22941.32,5954.5,244.411
