annual_return,annual_volatility,sharpe_ratio,max_drawdown,cumulative_return,win_rate,avg_win,avg_loss,profit_loss_ratio,total_trading_days
0.8558366703878781,0.6043685488233232,1.3664454776737518,-0.10284636555512496,0.21482276332760075,0.20833333333333334,0.048900583242208855,-0.04889839856651677,1.000044677857683,72
