trade_date,0
2018-01-31,0.0
2018-02-28,0.0
2018-03-31,0.0
2018-04-30,0.0
2018-05-31,0.0
2018-06-30,0.0
2018-07-31,-0.07616268583946557
2018-08-31,0.0
2018-09-30,0.0
2018-10-31,0.0
2018-11-30,0.0
2018-12-31,0.0
2019-01-31,0.15401457644664815
2019-02-28,0.0
2019-03-31,0.0
2019-04-30,-0.06794874767820187
2019-05-31,0.0
2019-06-30,0.0
2019-07-31,0.0
2019-08-31,0.0
2019-09-30,0.0018074203468180922
2019-10-31,0.0
2019-11-30,0.0
2019-12-31,0.0
2020-01-31,0.0
2020-02-29,0.0
2020-03-31,0.12120562355728909
2020-04-30,0.0
2020-05-31,0.0
2020-06-30,0.12894155028546703
2020-07-31,0.02036581395674766
2020-08-31,-0.08840448534346748
2020-09-30,0.0
2020-10-31,0.0
2020-11-30,0.001194173685026334
2020-12-31,0.0
2021-01-31,0.0
2021-02-28,0.0
2021-03-31,0.04827898485417505
2021-04-30,0.016539403653339797
2021-05-31,0.0004985343619705754
2021-06-30,0.0
2021-07-31,0.0
2021-08-31,-0.03489981669052994
2021-09-30,0.0
2021-10-31,0.0
2021-11-30,0.05386618116121866
2021-12-31,0.0
2022-01-31,0.0
2022-02-28,-0.016460755428210516
2022-03-31,0.0
2022-04-30,0.0
2022-05-31,0.024173369502145953
2022-06-30,0.0
2022-07-31,0.0
2022-08-31,-0.06601164212845856
2022-09-30,-0.03647215033255343
2022-10-31,0.0804731517006162
2022-11-30,0.0
2022-12-31,0.0
2023-01-31,0.0047348611925250635
2023-02-28,-0.03321732119188961
2023-03-31,0.0
2023-04-30,0.0
2023-05-31,-0.00982331429692973
2023-06-30,0.0743400889514515
2023-07-31,-0.05958306673546091
2023-08-31,0.0
2023-09-30,0.0
2023-10-31,0.0030750149776936353
2023-11-30,0.0
2023-12-31,0.0
