trade_date,沪深300,中证500,中证1000,上证指数
2016-07-21,3252.5227,6442.7093,9007.5537,3039.009
2016-07-22,3225.1621,6390.9254,8931.9659,3012.816
2016-07-25,3230.885,6408.7831,8925.3406,3015.828
2016-07-26,3269.5882,6494.4743,9035.557,3050.166
2016-07-27,3218.243,6229.2885,8602.9204,2991.999
2016-07-28,3221.1365,6243.2883,8571.5646,2994.323
2016-07-29,3203.9304,6202.8923,8501.0902,2979.339
2016-08-01,3176.8091,6109.2782,8363.6101,2953.385
2016-08-02,3189.0529,6168.5088,8445.78,2971.279
2016-08-03,3193.5073,6198.3885,8482.1982,2978.461
2016-08-04,3201.2888,6238.2309,8553.0058,2982.426
2016-08-05,3205.1101,6203.2872,8505.3638,2976.696
2016-08-08,3234.1833,6290.7562,8607.3981,3004.277
2016-08-09,3256.9813,6341.5497,8699.3882,3025.681
2016-08-10,3243.3409,6318.2681,8671.7783,3018.746
2016-08-11,3233.3604,6226.3129,8531.6919,3002.638
2016-08-12,3294.2337,6299.0915,8615.0533,3050.667
2016-08-15,3393.4239,6442.5272,8807.832,3125.195
2016-08-16,3378.2451,6468.8946,8877.0657,3110.037
2016-08-17,3373.0476,6488.3648,8911.7475,3109.555
2016-08-18,3364.4851,6490.408,8908.3247,3104.114
2016-08-19,3365.0197,6499.5548,8923.3628,3108.102
2016-08-22,3336.7949,6420.3544,8810.8425,3084.805
2016-08-23,3341.8298,6428.6978,8820.2101,3089.706
2016-08-24,3329.8631,6435.0586,8850.511,3085.88
2016-08-25,3308.9721,6382.5704,8784.5844,3068.329
2016-08-26,3307.0902,6410.7335,8814.4644,3070.309
2016-08-29,3307.7812,6427.5291,8836.9934,3070.027
2016-08-30,3311.9872,6425.7543,8838.4637,3074.677
2016-08-31,3327.7938,6434.2103,8838.3802,3085.491
2016-09-01,3301.5767,6381.4755,8770.7509,3063.305
2016-09-02,3314.1142,6356.9538,8724.9417,3067.352
2016-09-05,3319.6803,6391.7923,8761.9617,3072.095
2016-09-06,3342.6259,6492.9722,8906.8682,3090.713
2016-09-07,3340.8172,6494.3159,8897.7972,3091.928
2016-09-08,3339.564,6517.9835,8938.4306,3095.954
2016-09-09,3318.044,6471.053,8872.3135,3078.855
2016-09-12,3262.6043,6291.6364,8587.3986,3021.977
2016-09-13,3260.333,6320.0315,8656.6797,3023.51
2016-09-14,3238.7299,6278.158,8618.1493,3002.849
2016-09-19,3263.1242,6344.181,8716.4859,3026.051
2016-09-20,3257.4034,6342.0328,8712.2831,3023.0
2016-09-21,3266.6363,6343.7541,8731.9994,3025.874
2016-09-22,3291.1211,6385.6353,8770.0946,3042.313
2016-09-23,3275.6665,6370.5834,8729.6107,3033.896
2016-09-26,3220.2838,6241.5157,8544.1762,2980.43
2016-09-27,3240.7546,6286.9093,8604.0991,2998.172
2016-09-28,3230.8904,6281.2838,8592.1261,2987.858
2016-09-29,3244.3874,6298.7911,8618.606,2998.483
2016-09-30,3253.2848,6328.0856,8661.019,3004.703
2016-10-10,3293.8689,6447.6934,8842.818,3048.143
2016-10-11,3306.5573,6486.4254,8903.459,3065.25
2016-10-12,3300.0099,6482.7379,8915.4406,3058.498
2016-10-13,3302.6455,6484.831,8929.511,3061.346
2016-10-14,3305.8481,6469.4915,8913.6951,3063.809
2016-10-17,3277.8787,6413.1487,8832.0944,3041.166
2016-10-18,3321.3324,6509.2821,8966.6907,3083.875
2016-10-19,3316.2407,6495.2574,8954.2026,3084.719
2016-10-20,3318.6044,6498.2375,8995.4099,3084.458
2016-10-21,3327.74,6475.2807,8943.0111,3090.941
2016-10-24,3367.5778,6539.4661,9000.7027,3128.247
2016-10-25,3367.4547,6563.3539,9039.4803,3131.939
2016-10-26,3354.8003,6530.3898,9000.7596,3116.312
2016-10-27,3345.695,6517.3594,8997.0159,3112.35
2016-10-28,3340.1262,6455.8349,8914.6166,3104.27
2016-10-31,3336.2778,6452.2058,8910.5081,3100.492
2016-11-01,3359.0515,6507.95,9006.7893,3122.436
2016-11-02,3333.3524,6455.1295,8946.7436,3102.733
2016-11-03,3365.085,6483.7322,9004.8546,3128.936
2016-11-04,3354.1749,6462.5928,8979.9261,3125.317
2016-11-07,3356.5916,6468.8171,8975.566,3133.333
2016-11-08,3371.1177,6503.1781,9030.7309,3147.888
2016-11-09,3353.0547,6453.5718,8967.5963,3128.37
2016-11-10,3390.6119,6536.9651,9083.8442,3171.282
2016-11-11,3417.2211,6583.8864,9121.5092,3196.044
2016-11-14,3430.2482,6615.0071,9152.1653,3210.371
2016-11-15,3429.8697,6640.4616,9197.8606,3206.986
2016-11-16,3429.5921,6644.1878,9211.9488,3205.057
2016-11-17,3436.535,6636.469,9174.4386,3208.453
2016-11-18,3417.4554,6602.3265,9146.2138,3192.856
2016-11-21,3441.1106,6611.5399,9167.4921,3218.148
2016-11-22,3468.3637,6661.246,9244.2118,3248.352
2016-11-23,3474.7289,6631.1733,9180.011,3241.137
2016-11-24,3488.7402,6623.0489,9116.5664,3241.736
2016-11-25,3521.2984,6652.8177,9134.8153,3261.938
2016-11-28,3535.0807,6670.8035,9133.9097,3277.0
2016-11-29,3564.0404,6620.7949,9031.2898,3282.924
2016-11-30,3538.001,6585.5776,9014.913,3250.034
2016-12-01,3565.036,6624.4657,9055.9856,3273.309
2016-12-02,3528.9547,6520.9745,8900.4144,3243.843
2016-12-05,3469.4073,6486.0173,8851.5163,3204.709
2016-12-06,3459.1533,6490.8897,8871.7288,3199.647
2016-12-07,3475.7473,6558.0247,8969.1357,3222.242
2016-12-08,3470.1426,6527.4338,8914.5121,3215.366
2016-12-09,3493.7004,6513.9155,8881.3429,3232.883
2016-12-12,3409.1794,6249.0784,8397.4837,3152.97
2016-12-13,3405.0355,6278.1793,8433.5874,3155.037
2016-12-14,3378.9453,6239.4989,8378.0562,3140.531
2016-12-15,3340.4338,6280.3981,8467.7081,3117.677
2016-12-16,3346.0305,6318.5239,8559.9905,3122.982
2016-12-19,3328.9827,6320.7324,8551.3258,3118.0846
2016-12-20,3309.0641,6300.6383,8546.1909,3102.8759
2016-12-21,3338.536,6347.6058,8609.4052,3137.4297
2016-12-22,3335.672,6341.7879,8607.9453,3139.558
2016-12-23,3307.5991,6281.9966,8509.361,3110.1544
2016-12-26,3322.4006,6294.7546,8547.0972,3122.569
2016-12-27,3316.3852,6288.8594,8555.9901,3114.664
2016-12-28,3301.8887,6270.2395,8521.3751,3102.2357
2016-12-29,3297.7648,6252.6076,8488.2972,3096.0968
2016-12-30,3310.0808,6263.6256,8490.8611,3103.6373
2017-01-03,3342.2272,6320.7626,8565.1363,3135.9208
2017-01-04,3368.3117,6394.6694,8669.9492,3158.794
2017-01-05,3367.7892,6399.2841,8670.7612,3165.4109
2017-01-06,3347.6665,6371.6168,8609.8985,3154.321
2017-01-09,3363.9014,6415.4176,8653.8468,3171.2362
2017-01-10,3358.2716,6393.9283,8609.5533,3161.6713
2017-01-11,3334.4954,6331.9638,8519.845,3136.7535
2017-01-12,3317.6241,6272.851,8443.2609,3119.2886
2017-01-13,3319.9122,6194.6575,8286.2411,3112.7644
2017-01-16,3319.4455,6031.2414,7931.9554,3103.428
2017-01-17,3326.3563,6082.0657,8028.6514,3108.7746
2017-01-18,3339.3653,6068.593,7989.1406,3113.0123
2017-01-19,3329.2891,6043.675,7955.3917,3101.2992
2017-01-20,3354.8891,6121.9983,8087.7723,3123.1389
2017-01-23,3364.0808,6172.1671,8169.1089,3136.7748
2017-01-24,3364.4509,6165.2642,8123.5863,3142.5533
2017-01-25,3375.9042,6179.5681,8150.5957,3149.5547
2017-01-26,3387.9606,6223.7061,8205.8706,3159.166
2017-02-03,3364.4923,6207.0921,8182.2785,3140.17
2017-02-06,3373.2051,6259.2471,8280.0082,3156.9838
2017-02-07,3365.6849,6255.927,8282.3749,3153.0878
2017-02-08,3383.2878,6291.5977,8342.4339,3166.9818
2017-02-09,3396.2924,6331.1771,8410.2611,3183.1794
2017-02-10,3413.4868,6337.1081,8380.7863,3196.699
2017-02-13,3436.275,6369.6526,8432.9571,3216.8394
2017-02-14,3435.8042,6374.8852,8423.8355,3217.928
2017-02-15,3421.7131,6311.6959,8344.0744,3212.9857
2017-02-16,3440.9331,6359.3361,8397.5621,3229.6184
2017-02-17,3421.4419,6307.1627,8324.4171,3202.0756
2017-02-20,3471.3926,6385.0625,8397.2435,3239.9613
2017-02-21,3482.823,6434.4383,8479.6076,3253.3257
2017-02-22,3489.7567,6474.225,8510.3052,3261.2184
2017-02-23,3473.3236,6473.993,8512.7047,3251.375
2017-02-24,3473.8517,6476.1655,8543.4486,3253.4327
2017-02-27,3446.2228,6424.2549,8476.9064,3228.6602
2017-02-28,3452.8103,6450.9701,8508.0859,3241.7331
2017-03-01,3458.4376,6467.6385,8526.4715,3246.9335
2017-03-02,3435.0963,6434.6262,8471.44,3230.0281
2017-03-03,3427.8628,6452.839,8505.4516,3218.3118
2017-03-06,3446.484,6517.3235,8608.1538,3233.8657
2017-03-07,3453.9565,6523.1868,8624.4654,3242.4063
2017-03-08,3448.7313,6497.0878,8589.8697,3240.6646
2017-03-09,3426.9438,6439.3822,8535.5563,3216.7457
2017-03-10,3427.8916,6447.9165,8537.7803,3212.7601
2017-03-13,3458.098,6507.8964,8598.5181,3237.0244
2017-03-14,3456.6934,6493.4846,8581.7132,3239.3278
2017-03-15,3463.6436,6486.0616,8574.0297,3241.7597
2017-03-16,3481.5066,6543.3407,8664.9807,3268.9354
2017-03-17,3445.8051,6483.2463,8603.8652,3237.4471
2017-03-20,3449.6126,6498.3416,8634.8437,3250.8082
2017-03-21,3466.3468,6515.9458,8639.5664,3261.6108
2017-03-22,3450.0502,6499.7928,8592.5076,3245.2198
2017-03-23,3461.9782,6512.1874,8590.9601,3248.5495
2017-03-24,3489.5997,6546.615,8602.2898,3269.4451
2017-03-27,3478.0385,6516.0326,8586.9104,3266.9552
2017-03-28,3469.8093,6498.6902,8558.072,3252.9479
2017-03-29,3465.1933,6480.543,8488.2171,3241.3144
2017-03-30,3436.758,6375.7437,8315.0453,3210.2369
2017-03-31,3456.0455,6401.6479,8339.1462,3222.5142
2017-04-05,3503.8932,6539.9665,8522.0098,3270.3054
2017-04-06,3514.0469,6559.6526,8543.663,3281.0047
2017-04-07,3517.4634,6578.726,8544.747,3286.616
2017-04-10,3505.1392,6566.5441,8449.1568,3269.3926
2017-04-11,3517.328,6629.1661,8514.4359,3288.9657
2017-04-12,3509.4387,6576.4761,8444.3937,3273.8301
2017-04-13,3514.5662,6615.7042,8470.3131,3275.9603
2017-04-14,3486.5045,6528.1624,8345.6516,3246.0668
2017-04-17,3479.9417,6456.598,8220.6567,3222.1673
2017-04-18,3462.7429,6418.2114,8136.409,3196.7133
2017-04-19,3445.8761,6350.6465,8033.5026,3170.6867
2017-04-20,3461.5481,6347.7732,7987.6508,3172.1003
2017-04-21,3466.7865,6300.7128,7945.39,3173.1512
2017-04-24,3431.2587,6138.5049,7698.2848,3129.5312
2017-04-25,3440.9743,6160.4612,7723.9994,3134.5674
2017-04-26,3445.1832,6176.3981,7751.9441,3140.8471
2017-04-27,3446.7202,6192.3044,7799.1219,3152.1869
2017-04-28,3439.753,6211.8624,7842.0823,3154.6584
2017-05-02,3426.5766,6216.115,7845.4678,3143.7121
2017-05-03,3413.1282,6197.4779,7830.6375,3135.346
2017-05-04,3404.3864,6176.3053,7804.5795,3127.3687
2017-05-05,3382.5502,6089.6828,7700.2646,3103.0378
2017-05-08,3358.8125,5975.5395,7555.2827,3078.6129
2017-05-09,3352.5324,6012.0016,7602.9617,3080.5269
2017-05-10,3337.7007,5885.841,7451.7759,3052.785
2017-05-11,3356.6459,5872.6391,7387.1534,3061.5003
2017-05-12,3385.3787,5863.7832,7371.3016,3083.5132
2017-05-15,3399.1937,5893.5075,7391.6054,3090.2289
2017-05-16,3428.6491,6014.7344,7549.7649,3112.9642
2017-05-17,3409.9656,6027.6504,7570.4388,3104.4415
2017-05-18,3398.1127,5976.2998,7519.1915,3090.139
2017-05-19,3403.8492,5974.9772,7510.1064,3090.6309
2017-05-22,3411.2387,5888.8127,7372.79,3075.6756
2017-05-23,3424.194,5764.8759,7138.2383,3061.947
2017-05-24,3424.1669,5799.2499,7172.143,3064.0759
2017-05-25,3485.6581,5850.8006,7232.6313,3107.8311
2017-05-26,3480.4345,5836.9338,7233.3384,3110.0587
2017-05-31,3492.8845,5824.1042,7212.6958,3117.1778
2017-06-01,3497.7382,5709.9994,7016.304,3102.6232
2017-06-02,3486.5074,5772.5174,7094.4274,3105.54
2017-06-05,3468.7538,5815.8022,7160.5273,3091.6561
2017-06-06,3492.8816,5841.5232,7197.6176,3102.126
2017-06-07,3533.8718,5955.0153,7347.5974,3140.3249
2017-06-08,3560.9786,5958.977,7342.4822,3150.3336
2017-06-09,3576.1703,5969.2741,7348.5208,3158.4004
2017-06-12,3574.3894,5902.8551,7246.7127,3139.8766
2017-06-13,3582.2674,5980.0566,7352.9763,3153.7429
2017-06-14,3535.2987,5966.4314,7362.8557,3130.674
2017-06-15,3528.7926,6021.1651,7455.3876,3132.4863
2017-06-16,3518.7611,6012.9996,7442.9532,3123.1662
2017-06-19,3553.6653,6057.4115,7489.7603,3144.3739
2017-06-20,3546.494,6066.9046,7503.8007,3140.0136
2017-06-21,3587.955,6078.1925,7504.1922,3156.2118
2017-06-22,3590.3425,5992.3352,7371.9617,3147.4532
2017-06-23,3622.8831,6010.3137,7376.6653,3157.873
2017-06-26,3668.0919,6111.6406,7462.0958,3185.4439
2017-06-27,3674.7152,6113.1658,7474.0329,3191.1969
2017-06-28,3646.1666,6086.2112,7423.4682,3173.2014
2017-06-29,3668.8279,6116.9932,7456.6719,3188.0625
2017-06-30,3666.7977,6138.1556,7465.7623,3192.4269
2017-07-03,3650.8463,6177.3953,7537.106,3195.9116
2017-07-04,3619.9841,6146.8527,7523.6952,3182.8039
2017-07-05,3659.6795,6193.9641,7588.087,3207.1342
2017-07-06,3660.0967,6201.6535,7601.7853,3212.444
2017-07-07,3655.9293,6226.0108,7623.3803,3217.9567
2017-07-10,3653.6868,6206.5568,7577.8179,3212.6319
2017-07-11,3670.8086,6128.9942,7484.0582,3203.0375
2017-07-12,3658.8236,6132.9922,7474.3329,3197.5439
2017-07-13,3686.9205,6149.9337,7474.2995,3218.1632
2017-07-14,3703.094,6128.7397,7433.1796,3222.4168
2017-07-17,3663.5575,5876.4592,7048.5352,3176.4648
2017-07-18,3667.1807,5938.4342,7109.6,3187.5672
2017-07-19,3729.7466,6059.3582,7202.8053,3230.9762
2017-07-20,3747.8843,6099.2835,7244.9003,3244.8647
2017-07-21,3728.5976,6126.1083,7252.7072,3237.9817
2017-07-24,3743.4686,6167.1282,7292.6485,3250.5989
2017-07-25,3719.559,6153.5984,7278.8429,3243.6894
2017-07-26,3705.3884,6146.7028,7289.8774,3247.6748
2017-07-27,3712.1947,6184.0207,7383.1148,3249.7814
2017-07-28,3721.8914,6215.4633,7386.2077,3253.2404
2017-07-31,3737.8732,6298.0004,7444.9572,3273.0283
2017-08-01,3770.3828,6286.5362,7452.9334,3292.6383
2017-08-02,3760.8525,6251.8627,7389.5098,3285.0568
2017-08-03,3727.8264,6261.9676,7424.1071,3272.9286
2017-08-04,3707.5796,6225.1151,7389.1455,3262.0809
2017-08-07,3726.7948,6303.4209,7445.1799,3279.4566
2017-08-08,3732.2129,6303.716,7470.6933,3281.8728
2017-08-09,3731.044,6340.022,7495.3878,3275.573
2017-08-10,3715.9208,6289.2174,7441.2365,3261.7494
2017-08-11,3647.3503,6161.1903,7328.4015,3208.5413
2017-08-14,3694.6831,6292.6418,7474.6438,3237.3602
2017-08-15,3706.0566,6314.7608,7507.2913,3251.2617
2017-08-16,3701.4207,6318.7986,7544.387,3246.4512
2017-08-17,3721.277,6366.034,7614.2121,3268.4298
2017-08-18,3724.6748,6347.7557,7576.0546,3268.7243
2017-08-21,3740.9941,6403.7803,7631.75,3286.9055
2017-08-22,3752.298,6375.9814,7585.1122,3290.2257
2017-08-23,3756.0884,6322.7819,7534.4608,3287.7049
2017-08-24,3734.6458,6278.59,7486.0579,3271.5117
2017-08-25,3795.7544,6346.5305,7559.3055,3331.5221
2017-08-28,3842.7119,6424.5841,7642.6463,3362.6514
2017-08-29,3834.5376,6408.1567,7623.255,3365.2261
2017-08-30,3834.3005,6453.4636,7654.3722,3363.6266
2017-08-31,3822.0928,6470.4259,7679.871,3360.8103
2017-09-01,3830.5383,6526.5046,7739.9053,3367.1194
2017-09-04,3845.6163,6564.6804,7798.1786,3379.583
2017-09-05,3857.0464,6571.8591,7800.5374,3384.317
2017-09-06,3849.4499,6607.1176,7858.2849,3385.3888
2017-09-07,3829.8713,6558.5963,7823.3992,3365.4974
2017-09-08,3825.9895,6574.1826,7838.7959,3365.2426
2017-09-11,3825.6453,6649.6276,7920.6904,3376.4188
2017-09-12,3837.9341,6644.0118,7899.4235,3379.488
2017-09-13,3842.6061,6684.3798,7928.751,3384.147
2017-09-14,3829.9554,6672.1849,7916.6655,3371.4256
2017-09-15,3831.2965,6622.0438,7880.5664,3353.6192
2017-09-18,3843.1428,6669.4548,7941.6827,3362.8587
2017-09-19,3832.1161,6636.0201,7905.705,3356.8446
2017-09-20,3842.4353,6692.4724,7975.3898,3365.9959
2017-09-21,3837.8176,6612.0456,7886.5153,3357.8123
2017-09-22,3837.7304,6572.0096,7849.7265,3352.5294
2017-09-25,3817.7915,6489.8441,7731.7977,3341.5487
2017-09-26,3820.7816,6520.7175,7746.2385,3343.5826
2017-09-27,3821.2,6583.1401,7810.234,3345.2717
2017-09-28,3822.5386,6567.7915,7768.3752,3339.6421
2017-09-29,3836.5013,6603.2587,7842.5861,3348.9431
2017-10-09,3882.2076,6678.371,7941.1804,3374.3781
2017-10-10,3889.8637,6705.4812,7994.4594,3382.9879
2017-10-11,3902.6868,6666.4696,7961.1104,3388.2838
2017-10-12,3912.9536,6659.0957,7940.1376,3386.1
2017-10-13,3921.0017,6709.8164,7972.4194,3390.5233
2017-10-16,3913.4462,6619.2056,7819.5861,3378.4704
2017-10-17,3913.0688,6612.9428,7805.0681,3372.0407
2017-10-18,3944.1626,6563.4369,7730.2716,3381.7937
2017-10-19,3931.2495,6501.3999,7656.0557,3370.1721
2017-10-20,3926.852,6571.424,7751.428,3378.6481
2017-10-23,3930.7981,6612.7637,7793.5367,3380.699
2017-10-24,3959.3953,6603.0042,7752.9235,3388.2477
2017-10-25,3976.949,6647.892,7799.7488,3396.8975
2017-10-26,3993.5752,6671.9288,7830.1058,3407.5671
2017-10-27,4021.9676,6630.8067,7770.7127,3416.8124
2017-10-30,4009.7218,6511.7616,7574.6548,3390.3371
2017-10-31,4006.7179,6560.2054,7631.5334,3393.3417
2017-11-01,3996.6221,6552.9545,7635.4351,3395.9125
2017-11-02,3997.1343,6484.9258,7542.3547,3383.3095
2017-11-03,3992.6979,6426.9799,7476.981,3371.7441
2017-11-06,4020.8896,6511.0958,7551.3531,3388.1742
2017-11-07,4054.2465,6551.9363,7596.1679,3413.5748
2017-11-08,4048.0057,6561.6897,7617.5246,3415.4602
2017-11-09,4075.8998,6611.3517,7656.668,3427.7946
2017-11-10,4111.9112,6641.2164,7669.971,3432.6731
2017-11-13,4128.0733,6671.2054,7681.6349,3447.8358
2017-11-14,4099.351,6614.5136,7627.4935,3429.5482
2017-11-15,4073.6696,6537.6563,7556.4211,3402.5245
2017-11-16,4105.0122,6558.3085,7535.5894,3399.2503
2017-11-17,4120.8508,6361.9415,7272.656,3382.9075
2017-11-20,4143.8334,6433.1702,7292.456,3392.3988
2017-11-21,4217.7015,6456.352,7289.3069,3410.4977
2017-11-22,4227.5666,6439.4419,7297.3911,3430.4643
2017-11-23,4102.3966,6274.5116,7129.0547,3351.9182
2017-11-24,4104.2034,6278.0287,7139.5525,3353.8207
2017-11-27,4049.9475,6194.5522,7065.8401,3322.2298
2017-11-28,4055.8235,6299.3122,7176.9202,3333.657
2017-11-29,4053.7529,6318.3684,7193.1197,3337.862
2017-11-30,4006.0993,6263.421,7153.5725,3317.1884
2017-12-01,3998.1365,6316.4072,7215.7755,3317.6174
2017-12-04,4018.8571,6279.6206,7139.7488,3309.6183
2017-12-05,4040.1704,6132.912,6946.5567,3303.6751
2017-12-06,4015.8211,6172.8031,7016.7644,3293.9648
2017-12-07,3971.0569,6135.4702,7012.7074,3272.0542
2017-12-08,4003.3792,6203.1433,7078.0006,3289.9924
2017-12-11,4069.4997,6286.1656,7160.4254,3322.1956
2017-12-12,4016.0163,6233.2115,7095.5946,3280.8136
2017-12-13,4050.0927,6277.441,7139.7185,3303.0373
2017-12-14,4026.1516,6284.0807,7146.4493,3292.4385
2017-12-15,3980.8558,6235.7608,7122.7479,3266.1371
2017-12-18,3985.2914,6199.9889,7075.8654,3267.9224
2017-12-19,4035.3294,6251.2416,7115.8513,3296.5384
2017-12-20,4030.4898,6199.3628,7041.4998,3287.6057
2017-12-21,4067.8485,6238.4987,7051.3389,3300.0593
2017-12-22,4054.5984,6242.8847,7037.3972,3297.063
2017-12-25,4041.5401,6185.5907,6940.511,3280.461
2017-12-26,4053.6224,6220.1473,6970.7456,3306.1246
2017-12-27,3991.2075,6173.1528,6942.5392,3275.7828
2017-12-28,4018.8974,6204.2702,6956.4829,3296.3847
2017-12-29,4030.8549,6250.8207,7017.3512,3307.1721
2018-01-02,4087.4012,6332.2269,7092.0947,3348.3259
2018-01-03,4111.3925,6388.2533,7159.8758,3369.1084
2018-01-04,4128.8119,6417.535,7174.865,3385.7102
2018-01-05,4138.7505,6417.2537,7176.8679,3391.7501
2018-01-08,4160.1595,6446.1818,7188.2906,3409.4795
2018-01-09,4189.2977,6445.7462,7176.7416,3413.8996
2018-01-10,4207.8132,6405.9395,7138.781,3421.8343
2018-01-11,4205.5863,6425.9401,7175.3982,3425.3449
2018-01-12,4225.001,6399.3737,7127.828,3428.9407
2018-01-15,4225.2393,6253.3759,6929.3071,3410.4882
2018-01-16,4258.473,6301.1327,6960.6772,3436.594
2018-01-17,4248.1164,6267.4599,6942.863,3444.6713
2018-01-18,4271.4168,6286.8007,6955.232,3474.754
2018-01-19,4285.395,6272.38,6938.3117,3487.864
2018-01-22,4336.5974,6347.6383,7014.5476,3501.3622
2018-01-23,4382.6129,6354.9978,7019.9751,3546.5048
2018-01-24,4389.8853,6394.2999,7072.4062,3559.4653
2018-01-25,4365.0794,6382.7165,7062.6351,3548.307
2018-01-26,4381.2996,6383.6312,7056.0133,3558.1288
2018-01-29,4302.0181,6309.8836,6972.4791,3523.0007
2018-01-30,4256.1021,6313.442,6955.2425,3488.009
2018-01-31,4275.8986,6189.3413,6791.0094,3480.8334
2018-02-01,4245.8978,5984.7428,6506.4526,3446.9799
2018-02-02,4271.2326,6004.8494,6487.8671,3462.0808
2018-02-05,4274.1464,5998.2236,6461.8128,3487.497
2018-02-06,4148.8856,5704.2641,6142.6681,3370.652
2018-02-07,4050.4972,5711.3322,6158.2574,3309.2598
2018-02-08,4012.0472,5766.4797,6238.2209,3262.0504
2018-02-09,3840.6527,5554.8974,6053.0204,3129.8508
2018-02-12,3890.1046,5699.0979,6203.7517,3154.1254
2018-02-13,3935.6324,5736.9505,6216.5101,3184.9587
2018-02-14,3966.9614,5754.8344,6230.6628,3199.1589
2018-02-22,4052.7332,5875.7272,6347.0825,3268.5589
2018-02-23,4071.0889,5897.6765,6365.9164,3289.0241
2018-02-26,4118.4186,6029.6795,6507.128,3329.5737
2018-02-27,4058.9806,6010.5573,6529.3803,3292.0679
2018-02-28,4023.6415,6023.677,6563.8076,3259.408
2018-03-01,4049.0863,6090.2247,6658.5782,3273.7549
2018-03-02,4016.461,6056.3354,6632.3713,3254.5283
2018-03-05,4018.097,6064.0983,6674.2773,3256.9263
2018-03-06,4066.5647,6145.5768,6735.8593,3289.6419
2018-03-07,4036.6536,6086.4874,6688.5451,3271.6683
2018-03-08,4077.6001,6131.5142,6725.1826,3288.4055
2018-03-09,4108.8652,6206.9754,6837.1264,3307.1656
2018-03-12,4127.6662,6295.7776,6947.4602,3326.6992
2018-03-13,4091.2533,6254.1457,6911.6657,3310.2389
2018-03-14,4073.3447,6189.317,6834.8354,3291.3819
2018-03-15,4096.1627,6180.1108,6824.0515,3291.112
2018-03-16,4056.4226,6146.3058,6805.9256,3269.8821
2018-03-19,4074.2479,6153.8339,6820.5016,3279.2517
2018-03-20,4077.7041,6173.6984,6822.2549,3290.6399
2018-03-21,4061.0502,6129.2042,6771.0554,3280.9521
2018-03-22,4020.349,6101.2276,6764.6898,3263.4803
2018-03-23,3904.9355,5787.1523,6402.8929,3152.7608
2018-03-26,3879.893,5902.9588,6515.2508,3133.7218
2018-03-27,3913.2689,6034.775,6680.8436,3166.6488
2018-03-28,3842.7155,5973.3414,6635.8731,3122.2895
2018-03-29,3894.0498,6034.8572,6684.2753,3160.5306
2018-03-30,3898.4977,6114.7382,6798.6684,3168.8966
2018-04-02,3886.9189,6121.9642,6835.8746,3163.179
2018-04-03,3862.4796,6059.7089,6769.558,3136.6332
2018-04-04,3854.8625,6017.6863,6708.9219,3131.1114
2018-04-09,3852.9292,6025.6493,6718.6493,3138.2936
2018-04-10,3927.1729,6063.7423,6720.7737,3190.3216
2018-04-11,3938.3434,6086.6126,6759.8118,3208.0818
2018-04-12,3898.6354,6051.3346,6727.6447,3180.1583
2018-04-13,3871.1443,6027.1867,6721.6629,3159.0521
2018-04-16,3808.863,6012.4053,6717.9311,3110.6489
2018-04-17,3748.6412,5890.8571,6564.6919,3066.7967
2018-04-18,3766.282,5970.6577,6661.2913,3091.3987
2018-04-19,3811.843,6004.7334,6677.09,3117.376
2018-04-20,3760.8543,5880.8359,6535.9633,3071.5425
2018-04-23,3766.3257,5823.9205,6466.5186,3068.012
2018-04-24,3843.4886,5957.1927,6606.5839,3128.9271
2018-04-25,3828.7015,5959.422,6632.0186,3117.9739
2018-04-26,3755.4941,5847.9766,6510.5343,3075.0301
2018-04-27,3756.8765,5860.9836,6517.0541,3082.2316
2018-05-02,3763.6461,5855.3233,6486.8143,3081.1773
2018-05-03,3793.0001,5910.6058,6545.2741,3100.8586
2018-05-04,3774.5981,5909.2944,6531.2928,3091.0334
2018-05-07,3834.1877,6019.1409,6646.5838,3136.6448
2018-05-08,3878.6767,6041.8143,6678.1447,3161.4976
2018-05-09,3871.6152,6029.2329,6674.9094,3159.1502
2018-05-10,3893.0565,6040.5716,6703.211,3174.4127
2018-05-11,3872.8383,5991.3424,6636.7666,3163.2632
2018-05-14,3909.2933,5967.5541,6591.7303,3174.032
2018-05-15,3924.0975,6020.5697,6661.1288,3192.1183
2018-05-16,3892.8442,6004.0696,6622.6414,3169.5652
2018-05-17,3864.0507,5973.7785,6591.255,3154.2825
2018-05-18,3903.0637,5995.1497,6620.7747,3193.3034
2018-05-21,3921.2421,6072.1991,6697.1442,3213.8404
2018-05-22,3906.2081,6092.9069,6724.3984,3214.3497
2018-05-23,3854.5825,6013.8472,6652.2924,3168.9642
2018-05-24,3827.217,5992.6209,6628.5024,3154.6506
2018-05-25,3816.498,5917.7978,6541.4497,3141.3032
2018-05-28,3833.2599,5891.2627,6490.4048,3135.0821
2018-05-29,3804.0093,5835.4456,6436.7725,3120.4605
2018-05-30,3723.3724,5682.5881,6232.4157,3041.4434
2018-05-31,3802.3759,5754.4746,6315.1721,3095.4737
2018-06-01,3770.5891,5685.1155,6243.7318,3075.1372
2018-06-04,3807.5781,5683.1486,6215.6085,3091.1909
2018-06-05,3845.3164,5779.0778,6316.419,3114.2055
2018-06-06,3837.3511,5774.2575,6320.4738,3115.1803
2018-06-07,3831.0128,5738.0176,6274.8838,3109.4988
2018-06-08,3779.6159,5669.3031,6205.9557,3067.1478
