ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
002109.SZ,20150105,21239,1270.38,21628,1295.37,27500,1644.32,26267,1570.16,11732,701.1,11721,700.25,3510,210.04,4365,260.06,-4322,-254.55
002110.SZ,20150105,28278,1773.71,35250,2215.27,25723,1615.45,22552,1414.07,8781,549.6,8761,549.88,3781,240.46,0,0.0,-18255,-1145.11
002111.SZ,20150105,21352,3440.88,15950,2575.69,16804,2709.47,21060,3390.54,3435,554.3,4580,738.42,0,0.0,0,0.0,-11029,-1770.19
002112.SZ,20150105,7720,776.34,5362,540.14,9721,977.79,8966,902.29,3521,352.03,7016,701.78,2100,209.31,1718,171.27,-369,-36.56
002113.SZ,20150105,20936,2526.23,17853,2158.11,23637,2853.44,24301,2935.39,12699,1535.22,16033,1931.51,2000,240.45,1086,130.34,-816,-94.64
002114.SZ,20150105,43070,6469.81,47174,7090.06,34914,5237.9,35498,5332.46,17669,2644.57,14457,2161.98,1918,297.95,442,65.72,13243,1989.39
002115.SZ,20150105,65384,5568.14,57949,4938.58,59308,5053.95,55869,4760.25,28225,2404.86,33224,2829.23,15950,1362.66,21825,1861.55,-21107,-1789.83
002116.SZ,20150105,19823,3223.39,16674,2716.27,20322,3306.09,21991,3573.24,7183,1168.77,8499,1381.86,8,1.31,173,28.2,-3296,-538.06
002117.SZ,20150105,9785,1981.07,9776,1987.11,16751,3394.04,14644,2968.85,9811,1988.36,13044,2635.35,2732,557.65,1614,329.81,-3387,-678.47
002118.SZ,20150105,21620,2626.84,21797,2655.9,21143,2569.77,21873,2662.09,23444,2846.78,18213,2210.4,3836,466.2,8159,981.2,-10024,-1190.99
002119.SZ,20150105,10432,1307.17,15823,1988.87,17575,2194.69,17800,2235.53,24350,3079.77,18271,2298.25,993,127.65,1457,186.64,977,135.65
002120.SZ,20150105,15648,1869.6,15665,1878.42,12400,1483.59,14687,1755.92,8167,978.18,7730,920.18,1867,223.15,0,0.0,1188,151.15
002121.SZ,20150105,18937,2332.97,18037,2225.44,16307,2010.63,17371,2141.35,5652,700.93,6374,786.29,1887,232.75,1000,124.2,-2577,-316.44
002122.SZ,20150105,155229,11448.49,135682,10019.18,78940,5822.41,74729,5513.27,30293,2229.68,44019,3234.69,1994,148.33,12027,881.76,-18989,-1387.71
002124.SZ,20150105,22314,2079.31,22927,2139.46,24949,2316.46,26692,2482.92,34018,3153.63,40359,3733.8,10174,945.08,1476,138.3,19077,1779.29
002125.SZ,20150105,7656,805.4,9591,1010.82,6813,718.15,7302,769.95,4021,425.6,1597,168.38,0,0.0,0,0.0,-1232,-128.3
002126.SZ,20150105,24657,2900.54,21142,2499.26,32444,3831.13,25485,3006.21,9863,1172.3,18233,2147.93,18,2.16,2122,252.72,-11107,-1298.43
002127.SZ,20150105,15886,1337.14,9082,765.93,22822,1923.79,17193,1451.31,6698,562.85,14033,1181.28,3710,309.76,8808,735.02,-12370,-1043.3
002128.SZ,20150105,89371,8824.43,121804,12091.53,120117,11866.5,157407,15637.26,95513,9518.95,104876,10510.04,121926,12385.04,42840,4356.1,16583,1528.31
002129.SZ,20150105,21606,4603.13,17617,3754.12,28957,6157.22,29136,6206.39,32054,6824.91,33645,7162.53,9312,1984.79,11532,2447.01,7708,1662.68
002130.SZ,20150105,60765,7444.85,55240,6776.77,47524,5826.93,46173,5660.65,20113,2465.89,26543,3246.02,1112,136.64,1558,190.86,-5838,-708.54
002131.SZ,20150105,5841,1388.62,4997,1190.84,11449,2722.77,10357,2465.82,6251,1489.83,8718,2074.57,1513,362.56,983,232.54,-1450,-333.48
002132.SZ,20150105,63171,3612.79,63668,3644.55,44271,2534.22,40448,2313.37,10423,598.07,15402,882.81,7623,437.12,5969,341.48,12510,717.82
002133.SZ,20150105,77068,3834.62,71462,3556.45,68861,3429.59,53581,2667.16,43003,2144.76,49271,2456.99,2365,117.29,16984,845.66,-4258,-208.57
002134.SZ,20150105,5559,446.95,5272,424.86,10196,822.16,10626,856.53,2419,194.44,2275,182.16,0,0.0,0,0.0,1325,108.86
002136.SZ,20150105,12807,1233.63,12493,1207.53,12517,1205.27,12397,1194.49,4957,479.22,4266,409.11,0,0.0,1125,106.99,-1471,-131.94
002138.SZ,20150105,12172,2134.76,11691,2052.45,18430,3229.98,18581,3258.03,11691,2046.79,11473,2006.32,2435,424.19,2983,518.92,3352,587.69
002139.SZ,20150105,30911,3993.28,30166,3906.34,16358,2108.41,19864,2554.46,10246,1325.64,8040,1037.22,1861,239.77,1306,169.06,3447,463.33
002140.SZ,20150105,17461,3188.09,20052,3666.79,25979,4745.53,27231,4975.65,21111,3851.1,17162,3128.49,5084,928.41,5189,942.2,6851,1273.21
002141.SZ,20150105,4818,678.67,5769,812.77,9932,1398.85,10231,1441.32,7540,1063.02,6290,886.46,0,0.0,0,0.0,6354,897.07
002142.SZ,20150105,259314,40675.3,228634,35905.79,344495,54081.95,325135,51072.47,264099,41474.42,272395,42746.28,129701,20429.14,171446,26936.27,-45826,-7121.16
002143.SZ,20150105,4147,622.62,4500,676.07,5170,777.02,5343,802.48,1573,236.8,1048,157.89,0,0.0,0,0.0,-1149,-172.14
002144.SZ,20150105,10147,1741.0,8039,1384.35,11752,2020.9,11823,2028.91,2802,480.29,4954,848.42,115,19.49,0,0.0,510,92.81
002145.SZ,20150105,26355,2998.57,23148,2640.56,21506,2450.06,22487,2561.51,8711,997.19,8650,987.17,1735,199.06,4022,455.64,3454,397.5
002146.SZ,20150105,171716,28825.48,162119,27256.3,277089,46502.08,276768,46519.45,283884,47703.02,306087,51514.15,200124,33768.58,187838,31509.26,35578,6259.36
002147.SZ,20150105,29788,2564.03,40051,3460.18,33767,2899.52,34279,2948.87,22611,1963.38,17093,1480.09,5257,462.21,0,0.0,7035,618.02
002148.SZ,20150105,19734,3628.27,19497,3588.61,17316,3180.75,18288,3359.63,9930,1826.98,9756,1790.67,1560,285.91,1000,183.0,3230,597.24
002149.SZ,20150105,12509,1977.51,11396,1816.71,14780,2344.89,12847,2028.69,10870,1725.7,13924,2204.37,694,112.55,686,110.86,-4958,-786.51
002150.SZ,20150105,9424,771.12,10318,845.09,9539,780.73,8795,720.16,2318,188.5,2168,175.11,0,0.0,0,0.0,1489,121.46
002151.SZ,20150105,16212,5549.34,14927,5112.28,17099,5854.14,15378,5264.34,7634,2614.82,9940,3401.37,536,184.23,1237,424.54,-3625,-1233.53
002153.SZ,20150105,9822,6153.96,7276,4566.67,11869,7418.69,11139,6971.75,9504,5936.95,11726,7310.55,1117,693.85,2172,1354.48,-1807,-1090.13
002154.SZ,20150105,16334,1307.35,13142,1052.99,22774,1824.68,20578,1648.1,9267,742.53,16125,1291.67,3264,262.72,1793,144.52,2653,215.11
002155.SZ,20150105,280237,30070.04,331532,35659.25,256895,27556.26,294798,31692.25,183525,19715.95,172934,18574.48,121607,13205.64,43000,4621.9,55980,6027.0
002156.SZ,20150105,14759,1185.13,12909,1036.25,10015,804.81,11500,924.01,3348,269.06,3714,298.74,0,0.0,0,0.0,1339,108.16
002158.SZ,20150105,7296,1220.43,6322,1063.7,5626,942.14,6106,1019.58,3199,535.4,3686,613.51,0,0.0,7,1.17,-1345,-216.63
002159.SZ,20150105,3204,643.67,3800,772.95,5107,1028.37,7768,1572.46,7416,1511.29,4053,822.52,1428,293.81,1532,309.21,1906,404.59
002160.SZ,20150105,31136,1993.33,35201,2256.69,21982,1408.17,24697,1583.61,6711,432.48,4932,317.32,5001,323.63,0,0.0,5900,380.16
002161.SZ,20150105,34272,2788.68,36915,3005.69,47302,3850.15,54984,4476.81,44981,3657.92,32949,2677.99,7222,588.63,8930,724.89,-4969,-393.75
002162.SZ,20150105,19482,1564.46,15809,1269.75,15703,1260.26,17263,1386.28,5528,443.94,5654,453.48,0,0.0,1987,159.16,3726,300.42
002163.SZ,20150105,28512,1798.61,17584,1110.7,28375,1790.41,23790,1502.61,15118,952.8,24295,1530.69,0,0.0,6337,397.81,-13705,-861.84
002164.SZ,20150105,15442,835.27,13296,720.3,21086,1141.28,17100,925.88,1800,97.9,7932,428.27,0,0.0,0,0.0,-6456,-347.89
002165.SZ,20150105,36541,2296.65,35589,2242.33,34534,2174.83,35315,2223.82,20342,1281.52,20666,1298.15,1303,83.01,1151,71.71,619,42.8
002166.SZ,20150105,33713,7722.15,22520,5165.56,27069,6196.06,23438,5370.58,13717,3138.36,22956,5253.69,881,206.21,6466,1472.95,-6310,-1451.51
002167.SZ,20150105,58165,8135.69,60342,8467.16,49240,6890.24,50188,7033.76,26100,3682.15,24102,3371.22,2878,407.48,1751,243.42,5006,728.61
002169.SZ,20150105,17344,1753.19,13087,1324.06,16510,1669.2,16697,1687.22,5078,513.64,9148,924.74,0,0.0,0,0.0,1959,202.08
002170.SZ,20150105,73294,6565.49,59222,5318.19,56177,5037.42,53340,4794.32,38284,3460.14,51602,4627.82,7213,643.49,10803,966.21,-15187,-1356.79
002174.SZ,20150105,2895,1378.01,1963,935.55,2933,1395.05,2496,1190.01,1721,822.66,3089,1470.16,0,0.0,0,0.0,-1895,-901.68
002175.SZ,20150105,3315,849.81,2276,585.53,4671,1203.32,4705,1213.54,5524,1420.78,6727,1731.13,1218,316.14,1020,259.85,-99,-25.51
002176.SZ,20150105,15546,2247.63,11470,1661.61,23438,3388.53,22477,3253.99,22064,3190.26,25923,3744.02,2846,411.28,4024,578.08,-5717,-821.09
002177.SZ,20150105,88122,6256.5,86815,6168.37,73761,5236.81,72549,5153.0,35182,2502.15,41147,2920.73,8684,618.02,5238,371.38,1188,91.08
002179.SZ,20150105,20972,4884.5,17480,4075.18,30576,7125.16,23026,5366.46,17054,3978.33,28471,6634.13,1447,339.58,1072,251.81,-14481,-3364.42
002181.SZ,20150105,21932,3388.46,22478,3478.42,24274,3752.27,22488,3476.91,19946,3089.71,13657,2114.93,1102,168.05,8631,1328.24,-2287,-351.33
002182.SZ,20150105,29575,3396.14,27863,3204.14,29112,3339.29,24704,2835.15,17300,1980.24,22264,2550.03,8257,948.3,9413,1074.65,10934,1261.98
002183.SZ,20150105,92308,13596.15,79365,11718.12,134572,19834.24,120821,17834.31,100226,14766.84,109985,16210.13,48793,7221.45,65728,9656.11,-29609,-4316.68
002185.SZ,20150105,81721,9917.88,65192,7913.76,76715,9312.13,50613,6145.98,62532,7595.07,82052,9964.19,10002,1211.98,33114,4013.14,-21643,-2620.18
002186.SZ,20150105,10684,2041.32,11273,2155.27,11891,2271.81,11989,2290.87,4695,896.89,4169,795.65,2239,429.34,2078,397.58,-1014,-191.54
002187.SZ,20150105,19472,2406.25,16327,2021.08,15918,1967.31,15362,1900.23,6120,757.77,9707,1195.86,0,0.0,115,14.16,-7115,-877.11
002189.SZ,20150105,20780,3959.52,16496,3160.19,22137,4218.04,21857,4159.68,12091,2309.05,18886,3589.57,4517,857.11,2287,434.29,-5285,-986.28
002190.SZ,20150105,58824,19127.87,61365,19967.27,60654,19728.89,59850,19458.43,48944,15924.07,43999,14307.94,12464,4041.5,15673,5088.69,-3416,-1078.11
002191.SZ,20150105,31662,4434.18,37711,5288.01,55678,7804.93,57444,8059.89,56963,7988.28,51022,7154.3,17124,2416.2,15250,2141.39,23541,3310.35
002192.SZ,20150105,9319,1625.9,9467,1654.94,11155,1946.32,9782,1707.93,3355,587.32,4578,796.67,0,0.0,0,0.0,971,172.67
002193.SZ,20150105,11736,1169.01,12736,1270.78,12045,1199.25,11966,1192.17,5942,596.12,5021,501.43,0,0.0,0,0.0,-639,-61.37
002194.SZ,20150105,27067,2918.49,26580,2883.91,19662,2123.36,22548,2431.61,8098,886.68,5752,618.87,53,5.84,0,0.0,1983,220.42
002195.SZ,20150105,1920,834.17,2804,1219.89,3660,1591.53,4268,1857.28,4493,1951.71,3696,1602.72,1378,595.19,683,292.69,521,237.73
002196.SZ,20150105,12984,1958.68,8690,1312.51,13423,2026.68,10828,1635.9,7547,1135.69,11542,1737.3,680,101.66,3574,536.99,-4650,-701.1
002197.SZ,20150105,16534,2522.95,12243,1869.84,20995,3201.54,18302,2789.32,14215,2164.13,18476,2813.69,644,99.15,3368,514.92,-9662,-1468.95
002198.SZ,20150105,18711,1721.55,18544,1706.4,13291,1223.07,13435,1235.29,4153,381.47,4176,384.4,0,0.0,0,0.0,677,64.7
002199.SZ,20150105,30167,2879.19,24275,2319.74,31471,3006.88,29324,2803.76,15161,1452.45,17419,1664.69,0,0.0,5782,550.34,-13810,-1316.09
002200.SZ,20150105,19268,3489.19,23578,4270.67,40484,7343.8,40195,7294.97,19613,3549.16,16885,3051.2,2292,417.27,999,182.58,13310,2428.41
002201.SZ,20150105,11688,949.42,14279,1166.89,14687,1192.14,13713,1114.41,6919,566.37,5300,426.64,0,0.0,0,0.0,-2772,-219.7
002202.SZ,20150105,279388,40471.74,253091,36702.42,354842,51407.17,336278,48765.87,214492,31109.78,254122,36809.44,114762,16692.16,119992,17403.11,16854,2624.73
002203.SZ,20150105,132960,11868.2,117695,10528.57,113659,10151.54,93379,8344.74,44076,3942.74,53743,4781.82,4323,392.64,30200,2699.99,-29714,-2620.61
002204.SZ,20150105,87510,10560.21,83296,10065.31,82434,9955.94,84029,10145.2,43175,5213.82,43983,5305.24,15173,1831.3,16984,2045.52,-13388,-1603.02
002205.SZ,20150105,11287,1941.7,8210,1415.25,10377,1786.3,10763,1853.82,2855,491.12,5409,926.57,1979,339.97,2115,363.46,-642,-110.7
002206.SZ,20150105,23134,1904.96,24579,2025.45,26046,2146.99,25820,2128.4,18734,1545.86,19827,1636.17,3813,316.77,1500,124.56,-1397,-113.43
002208.SZ,20150105,27833,2335.62,22447,1897.94,29902,2509.59,22737,1919.65,12866,1086.51,26789,2237.69,4941,423.53,3569,299.98,-7161,-599.06
002209.SZ,20150105,4630,422.49,4975,454.24,3804,346.68,5248,478.25,4461,407.5,1417,129.49,0,0.0,1256,114.69,-1607,-145.42
002210.SZ,20150105,6796,1349.09,6658,1322.58,8218,1632.03,7133,1416.94,1648,327.25,2872,568.85,0,0.0,0,0.0,-1411,-276.65
002212.SZ,20150105,35437,2244.62,32612,2068.2,18636,1181.38,16333,1034.89,5332,338.09,10149,641.5,1688,105.33,2000,124.82,-1836,-111.88
002213.SZ,20150105,7659,760.35,4859,483.94,6808,674.29,4970,494.72,2260,224.67,3725,368.13,0,0.0,3172,312.51,1009,100.43
002214.SZ,20150105,4969,1029.91,4307,893.26,7844,1626.75,6491,1345.47,3948,819.04,3927,814.88,112,23.23,2148,445.32,-467,-96.16
002215.SZ,20150105,36355,3071.86,33945,2878.6,32336,2749.25,32547,2759.2,9138,774.49,10110,851.41,0,0.0,1227,106.4,-50,8.21
002216.SZ,20150105,10394,2051.49,11537,2281.13,13195,2606.75,14590,2884.1,8145,1613.9,4988,983.34,1003,199.47,1621,323.03,3939,780.19
002218.SZ,20150105,36975,3541.68,52682,5060.1,54691,5237.94,53624,5146.08,24201,2320.02,15600,1487.64,7539,734.82,1500,140.63,9566,964.25
002219.SZ,20150105,12196,2328.78,12608,2409.56,21670,4133.32,20840,3979.89,15410,2941.44,14340,2734.56,2017,388.19,3505,667.72,-2226,-419.69
002220.SZ,20150105,12791,1099.23,14740,1274.7,19722,1693.26,20911,1802.36,8893,775.9,7305,628.35,4307,378.19,2758,241.17,7544,660.11
002221.SZ,20150105,12103,2074.68,12218,2091.14,22588,3860.83,24873,4259.28,22767,3892.05,19942,3408.4,3220,554.93,3646,623.69,5674,973.72
002222.SZ,20150105,23408,2341.28,19192,1924.78,17086,1709.78,16579,1661.12,8360,837.52,10630,1059.03,0,0.0,2454,243.65,-5155,-511.89
002223.SZ,20150105,12166,3003.02,8499,2104.8,14444,3568.31,11912,2942.59,17326,4296.34,20815,5154.62,5535,1365.64,8245,2031.3,-5773,-1407.45
002224.SZ,20150105,20881,1785.1,17050,1458.57,27507,2351.23,27636,2362.33,15904,1358.01,19486,1663.17,0,0.0,120,10.27,-10598,-905.21
002225.SZ,20150105,47740,3315.77,45947,3195.48,30252,2103.61,29386,2043.26,6355,442.5,8949,618.66,0,0.0,65,4.49,4125,290.47
002226.SZ,20150105,45278,5746.0,43244,5494.48,52482,6662.66,47645,6050.17,27176,3453.14,35713,4531.53,4770,608.11,3104,393.74,-1491,-179.61
002227.SZ,20150105,15453,2826.17,12153,2226.73,9980,1823.52,10741,1967.99,1363,251.78,3824,692.52,0,0.0,79,14.22,-1840,-331.9
002228.SZ,20150105,5850,775.28,6098,808.79,5642,747.29,5688,752.82,3016,398.89,3622,480.46,900,120.6,0,0.0,-2360,-314.68
002229.SZ,20150105,15572,2407.12,14299,2212.6,16738,2588.65,17749,2745.92,9039,1400.76,8381,1296.5,1154,178.72,2074,320.23,-4143,-640.14
002230.SZ,20150105,50783,13584.25,43771,11742.29,54326,14558.01,54521,14625.38,52240,13969.57,51903,13862.07,12963,3450.77,20117,5332.85,-812,-156.61
002231.SZ,20150105,51632,4118.08,52177,4165.59,39566,3156.21,38506,3072.87,13057,1043.43,11986,955.2,0,0.0,1586,124.05,2376,196.26
002232.SZ,20150105,17323,1764.67,17330,1770.6,16402,1672.48,14811,1513.14,7301,748.27,9385,952.57,500,50.9,0,0.0,-2272,-228.86
002233.SZ,20150105,84269,8684.57,82701,8528.41,89307,9206.95,93280,9619.9,63211,6525.36,61122,6306.07,13050,1355.01,12734,1317.51,7748,821.42
002234.SZ,20150105,12754,1111.87,11657,1017.78,15227,1327.77,15103,1318.13,7385,646.67,8605,750.4,0,0.0,0,0.0,2651,235.31
002236.SZ,20150105,111382,25444.37,125804,28813.46,130678,29840.64,135278,30997.26,99435,22793.51,105213,24091.63,56294,13068.03,31493,7244.21,41800,9700.3
002237.SZ,20150105,52376,8815.32,59524,10031.76,71263,11977.4,72745,12230.38,51032,8603.28,41674,7021.29,10177,1730.09,10905,1842.66,25079,4246.79
002238.SZ,20150105,11447,1607.05,10119,1421.46,11530,1620.49,11516,1616.64,9582,1346.67,10924,1536.11,0,0.0,0,0.0,-816,-111.41
002239.SZ,20150105,111807,6946.16,104719,6506.28,83155,5169.33,85406,5310.67,44981,2794.16,47327,2941.54,6818,424.81,9309,575.98,-20908,-1294.84
002240.SZ,20150105,36554,7856.42,25695,5535.24,49660,10681.39,45136,9715.93,40819,8790.83,49667,10677.5,7950,1720.01,14485,3119.99,-7471,-1585.96
002241.SZ,20150105,58962,14666.68,59270,14810.61,72479,17974.29,76808,19151.71,69132,17186.46,96316,23930.46,67838,17060.18,36017,8994.82,40778,10167.33
002242.SZ,20150105,44217,5059.54,54953,6286.67,44328,5069.17,47501,5439.95,40588,4646.27,31333,3589.64,11230,1292.61,6576,751.33,14298,1650.33
002243.SZ,20150105,22161,1806.83,16465,1344.82,28902,2353.39,23269,1897.63,22576,1833.01,13593,1104.86,15900,1286.47,36211,2932.39,1364,110.09
002244.SZ,20150105,105022,8784.16,104731,8773.26,186322,15582.57,183616,15375.89,156649,13122.28,158655,13281.46,32717,2763.78,33708,2822.2,8480,762.49
002245.SZ,20150105,20544,2105.26,21409,2196.4,18855,1931.04,16597,1701.09,10986,1125.79,12377,1264.6,0,0.0,0,0.0,-1722,-173.14
002246.SZ,20150105,20243,2012.97,18471,1837.26,16748,1665.29,17815,1770.43,10891,1082.6,11588,1152.27,0,0.0,9,0.9,-2097,-203.34
002247.SZ,20150105,10772,1111.58,7097,733.63,11243,1160.25,8683,896.85,5574,574.77,9739,1002.58,21,2.16,2091,215.71,-9218,-947.77
002248.SZ,20150105,18434,1453.03,19954,1576.42,17300,1365.85,17572,1386.09,9587,759.94,7514,594.16,0,0.0,281,22.14,2889,231.09
002249.SZ,20150105,19157,2229.52,20903,2435.17,18755,2183.38,18032,2098.81,10144,1183.42,9121,1062.35,0,0.0,0,0.0,-6071,-709.04
002250.SZ,20150105,19741,2930.43,18939,2826.2,20822,3101.77,25790,3841.46,33122,4959.81,25422,3794.99,8736,1318.55,12270,1847.9,-9552,-1419.78
002251.SZ,20150105,24849,3522.03,20594,2922.41,45388,6434.37,44937,6371.01,37925,5383.94,41178,5844.68,4966,700.44,6420,902.67,13500,1925.49
002252.SZ,20150105,10142,4602.92,7855,3561.28,7559,3416.15,8952,4052.93,1982,898.83,2862,1296.24,129,57.69,143,65.14,2822,1294.78
002253.SZ,20150105,9916,2250.97,8065,1834.36,10863,2469.47,11578,2632.54,4469,1014.98,5604,1268.52,0,0.0,0,0.0,-1916,-431.71
002254.SZ,20150105,36061,4110.24,35242,4022.81,39688,4528.17,45900,5238.33,25374,2896.03,28399,3238.75,11701,1340.68,3282,375.23,12656,1450.79
002255.SZ,20150105,74100,9558.4,61848,7992.12,57526,7415.8,52663,6792.18,25172,3250.17,29476,3797.45,4511,581.98,17323,2224.6,-5596,-725.08
002258.SZ,20150105,3276,491.32,2944,441.66,3441,516.47,3585,538.11,674,101.11,861,129.14,0,0.0,0,0.0,1341,201.88
002259.SZ,20150105,49098,2700.8,40201,2214.38,40102,2206.61,32736,1801.59,23365,1288.63,33230,1826.85,3970,219.15,10368,572.38,-7706,-418.02
002260.SZ,20150105,3535,732.82,2951,611.96,4365,904.3,4736,983.04,3427,714.12,3820,794.02,180,37.78,0,0.0,-743,-153.36
002261.SZ,20150105,18562,3162.45,20166,3436.29,22285,3793.94,22106,3765.61,8877,1511.0,9575,1629.44,2123,363.93,0,0.0,3098,532.67
002262.SZ,20150105,10804,2658.21,7178,1767.29,6794,1672.9,8291,2039.13,5102,1253.99,8827,2170.36,2201,539.35,604,147.68,-6230,-1528.64
002263.SZ,20150105,37197,2093.25,32596,1836.91,32506,1831.19,28968,1632.64,10673,602.54,18811,1057.43,0,0.0,0,0.0,-10290,-574.79
002264.SZ,20150105,18018,1296.8,18676,1345.77,11863,852.33,10918,784.57,5972,429.58,6411,459.19,2058,146.55,1906,135.72,2692,193.0
002265.SZ,20150105,9405,935.55,6994,696.34,6724,667.75,7179,713.65,841,82.63,1855,183.02,0,0.0,942,92.93,2015,198.94
002266.SZ,20150105,570948,48971.81,496905,42640.06,856591,73462.98,740850,63563.05,594775,51062.79,590841,50742.09,193838,16687.17,387557,33239.54,-66136,-5582.43
002267.SZ,20150105,23333,2600.43,26196,2923.06,24059,2682.09,25531,2847.27,20801,2316.8,15932,1770.17,1518,168.63,2053,227.45,5164,571.48
002268.SZ,20150105,6955,4091.17,7449,4376.17,14730,8701.52,10613,6274.99,12840,7553.74,12810,7541.74,2985,1751.48,6637,3905.0,-10120,-5937.74
002269.SZ,20150105,93968,10572.14,90566,10191.69,112386,12646.55,106402,11989.4,75170,8476.8,83548,9405.33,7534,856.18,8543,965.26,9083,1028.14
002271.SZ,20150105,8394,2830.43,14686,5020.92,16895,5728.04,18408,6295.37,18060,6153.81,12578,4253.41,6496,2243.73,4173,1386.31,6803,2466.95
002272.SZ,20150105,20110,1371.18,15977,1090.68,20117,1374.39,19920,1358.33,2950,202.53,5780,396.27,0,0.0,1500,102.82,-687,-44.25
002273.SZ,20150105,23195,3979.1,22581,3883.79,29147,4998.38,27027,4639.61,24201,4143.77,28176,4819.36,4558,784.77,3317,563.26,2115,372.27
002274.SZ,20150105,24149,1591.19,20227,1333.82,17949,1182.82,18023,1186.79,6830,451.75,6059,399.37,0,0.0,4619,305.78,2518,169.21
002275.SZ,20150105,7045,1292.76,7287,1340.11,11899,2181.82,13328,2443.98,8578,1575.5,9332,1711.88,3078,565.87,652,119.98,-3357,-605.53
002276.SZ,20150105,23245,1947.89,29085,2438.7,35076,2936.42,32675,2737.04,29459,2467.73,26873,2249.22,2515,212.63,1662,139.72,5286,444.86
002277.SZ,20150105,61147,7928.96,58011,7527.57,71378,9251.49,65555,8497.38,40340,5231.26,47814,6197.02,8528,1105.99,10014,1295.74,7490,975.16
002278.SZ,20150105,22723,2470.19,25930,2822.79,21977,2394.04,23063,2509.46,10559,1152.89,6267,684.87,0,0.0,0,0.0,4378,485.06
002279.SZ,20150105,10557,2862.64,11421,3113.43,13063,3546.77,10114,2747.11,4943,1339.38,6372,1714.03,2527,689.09,3183,863.3,-6033,-1630.27
002280.SZ,20150105,5336,1918.82,5008,1807.22,7571,2730.26,9812,3544.54,8728,3172.35,7669,2773.84,4459,1618.06,3604,1313.9,-3611,-1308.78
002281.SZ,20150105,6684,2426.16,3802,1382.79,9352,3395.52,9161,3331.26,8399,3044.66,8792,3183.47,0,0.0,2680,968.81,-4525,-1635.6
002282.SZ,20150105,84138,13560.17,65184,10547.56,90910,14657.14,90618,14618.34,54873,8841.35,61742,9915.39,8791,1414.42,21166,3391.79,-14042,-2256.58
002283.SZ,20150105,21931,1911.1,30851,2694.79,26561,2314.78,31788,2776.51,28310,2476.42,17317,1506.82,3154,275.82,0,0.0,3670,323.68
002284.SZ,20150105,11381,1459.14,9248,1190.17,11776,1509.63,9565,1226.22,6573,843.55,10858,1389.54,2560,331.8,2620,338.18,2559,336.84
002285.SZ,20150105,41438,6546.9,53711,8496.08,59761,9434.5,64178,10132.38,65591,10360.9,57325,9040.63,33292,5245.32,24868,3918.54,44398,7049.7
002286.SZ,20150105,20102,1611.19,22096,1772.94,20345,1632.52,23231,1863.57,10692,858.51,5813,465.72,0,0.0,0,0.0,260,22.24
002287.SZ,20150105,4660,1046.26,3803,856.8,5670,1275.75,5820,1307.55,691,156.6,1399,314.26,0,0.0,0,0.0,569,131.19
002288.SZ,20150105,39763,4296.38,40085,4332.13,41786,4514.78,47626,5146.47,42498,4594.13,52580,5682.98,146514,15841.86,130270,14085.57,139626,15102.78
002289.SZ,20150105,58284,12077.24,38931,8083.99,65799,13656.48,55104,11443.3,24531,5064.1,40362,8362.44,1992,406.55,16210,3314.64,1275,132.17
002290.SZ,20150105,6167,690.87,5193,583.04,4804,538.47,4674,523.75,1052,118.15,2155,240.58,0,0.0,1,0.11,-409,-45.37
002291.SZ,20150105,12862,1018.47,10013,795.6,12435,986.42,13034,1032.97,4451,353.24,6701,529.56,0,0.0,0,0.0,-3340,-263.76
002292.SZ,20150105,20810,6112.97,18810,5537.25,18050,5272.98,18786,5508.94,19251,5637.34,19084,5569.05,3934,1150.28,5365,1558.33,1319,435.73
002293.SZ,20150105,6004,1583.79,8962,2370.29,9358,2471.6,11297,2990.62,11623,3068.98,9672,2546.01,3732,990.16,787,207.62,4807,1282.37
002294.SZ,20150105,17376,6290.81,15925,5763.19,16421,5927.5,18043,6520.67,12443,4500.85,14231,5135.17,5087,1836.98,3127,1137.11,8419,3036.77
002295.SZ,20150105,5697,529.52,6158,573.24,7737,719.85,8001,744.61,3869,360.75,3250,302.17,106,9.91,0,0.0,-784,-73.56
002296.SZ,20150105,68136,11087.95,59184,9645.55,69612,11328.38,68780,11202.9,33201,5407.92,46665,7594.85,50232,8180.4,46551,7561.35,-19161,-3097.0
002297.SZ,20150105,31281,3722.17,35089,4177.7,34526,4110.4,32456,3861.54,19582,2335.36,14489,1725.83,2598,310.85,5953,713.71,-821,-93.08
002299.SZ,20150105,25483,3305.55,25209,3272.04,21004,2716.93,31216,4046.7,21198,2747.34,28966,3763.25,29207,3812.48,11501,1500.31,15993,2101.66
002300.SZ,20150105,20292,1452.09,21263,1522.42,13851,992.59,13796,988.33,6193,444.65,5276,378.58,0,0.0,0,0.0,518,37.91
002301.SZ,20150105,18759,1619.6,18673,1613.04,30136,2602.92,26799,2314.83,22581,1945.65,18155,1565.3,0,0.0,7849,675.0,-12397,-1066.35
002302.SZ,20150105,26336,4014.87,25832,3943.69,34780,5304.23,30055,4583.81,15115,2303.09,17015,2588.55,0,0.0,3328,506.15,2697,413.13
