ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
600201.SH,20150114,8753,3668.25,8373,3504.34,23165,9675.9,24981,10456.44,32772,13727.24,35864,15032.83,13527,5703.42,8999,3781.18,1436,616.64
600202.SH,20150114,26253,1901.94,22520,1635.77,15582,1130.06,13460,976.12,5185,379.86,8663,628.82,23,1.69,2400,172.84,-5855,-420.11
600203.SH,20150114,6357,581.79,5801,531.98,7499,686.05,7427,679.28,2843,260.16,3471,316.74,0,0.0,0,0.0,-628,-56.58
600206.SH,20150114,14366,1596.12,11835,1316.09,18135,2016.72,17935,1993.46,8540,948.41,9970,1107.32,0,0.0,1300,144.38,-2730,-303.29
600208.SH,20150114,121341,8583.63,111534,7904.28,142568,10086.45,137400,9734.24,166204,11760.9,150151,10619.77,46090,3252.04,77118,5424.73,-14976,-1031.56
600209.SH,20150114,22367,2106.02,19154,1806.63,29289,2759.75,25700,2425.26,13647,1290.05,14591,1373.23,40,3.81,5896,554.51,-17255,-1617.52
600210.SH,20150114,37651,1816.58,30192,1458.33,37152,1792.45,35929,1734.92,32803,1582.67,39241,1892.44,11357,547.42,13602,653.43,-21285,-1020.68
600211.SH,20150114,2760,987.39,2073,742.77,2751,983.72,2703,966.38,774,276.95,2040,728.77,700,250.12,169,60.25,-735,-261.96
600212.SH,20150114,23431,2212.88,27454,2599.09,28722,2716.64,28292,2682.05,16614,1579.66,14550,1377.45,3523,337.32,1994,187.91,3593,351.62
600213.SH,20150114,17656,2925.56,16556,2740.83,22791,3770.46,23874,3954.6,10665,1783.65,10591,1769.71,683,109.62,773,124.13,-16,-0.58
600215.SH,20150114,35706,2053.91,47985,2760.82,40890,2351.89,45121,2597.77,25289,1458.1,13052,751.46,4273,246.16,0,0.0,9215,537.41
600216.SH,20150114,81735,9207.6,94198,10617.62,102900,11592.68,106502,11998.12,82823,9334.52,78471,8838.83,39075,4413.49,27362,3093.71,16065,1815.47
600217.SH,20150114,24998,2104.54,22290,1878.98,21929,1847.54,23954,2018.61,15856,1342.04,17150,1451.6,2000,171.07,1389,116.0,-683,-54.49
600218.SH,20150114,8351,925.34,5826,646.44,10002,1108.74,9043,1002.88,6953,771.5,7236,802.08,0,0.0,3200,354.18,-3483,-384.76
600219.SH,20150114,101602,9570.03,99220,9351.04,113508,10691.03,110925,10449.64,89278,8410.61,77679,7312.76,32195,3026.1,48759,4584.33,-4965,-460.38
600220.SH,20150114,47265,1821.3,48078,1855.0,40514,1564.33,42850,1652.59,18724,721.44,19433,747.99,3857,148.51,0,0.0,3149,121.96
600221.SH,20150114,805100,27394.21,674449,22943.67,523230,17805.57,490859,16702.17,331909,11283.91,374652,12741.48,110242,3747.99,230521,7844.36,-197013,-6671.87
600222.SH,20150114,140604,11039.39,181752,14260.18,113051,8864.45,139930,10968.59,97811,7657.33,87974,6910.21,73281,5759.26,15091,1181.44,68026,5324.94
600223.SH,20150114,29521,1791.54,27841,1692.42,33610,2040.97,29752,1805.43,11268,684.74,15051,912.45,0,0.0,1754,106.96,-5538,-334.67
600225.SH,20150114,14865,1040.34,13791,965.48,19362,1355.86,17137,1199.52,5485,383.47,8783,614.68,0,0.0,0,0.0,-3299,-231.2
600226.SH,20150114,18301,1495.13,20482,1673.68,17848,1458.39,20472,1671.62,11510,940.86,6705,549.08,0,0.0,0,0.0,-771,-63.26
600227.SH,20150114,165434,8598.98,147742,7681.99,117079,6086.19,115745,6018.28,66190,3442.6,67272,3492.31,1832,94.34,19777,1029.52,-19027,-984.89
600228.SH,20150114,7865,823.09,6863,720.06,13311,1394.56,10060,1054.72,11126,1169.98,13291,1393.77,6941,731.08,9027,950.14,-4252,-442.86
600229.SH,20150114,47591,4273.94,52034,4677.25,55372,4964.89,55602,4991.81,26932,2421.82,27294,2448.41,7834,707.0,2799,250.19,4673,430.23
600230.SH,20150114,15257,1798.98,11999,1418.16,20517,2420.79,18259,2155.34,11391,1346.29,16876,1989.9,1041,123.05,1073,125.7,-5516,-646.27
600233.SH,20150114,5597,631.71,4875,550.58,5273,594.93,5274,594.84,693,78.03,1366,153.75,1000,113.3,1049,118.8,-722,-81.22
600235.SH,20150114,8305,536.51,6300,407.54,8377,541.37,9269,599.07,2805,181.28,3918,252.55,0,0.0,0,0.0,-1114,-71.27
600237.SH,20150114,25002,1642.73,18942,1245.44,29376,1930.33,29609,1947.03,16188,1067.07,21127,1389.79,707,46.66,1595,104.54,-5827,-380.6
600239.SH,20150114,31962,2106.78,26505,1746.24,42322,2790.58,40005,2637.2,24576,1619.61,32432,2138.99,1619,107.5,1537,102.05,-7774,-513.92
600242.SH,20150114,10021,707.28,9723,686.77,8960,632.35,6807,480.73,2266,159.99,4719,332.25,2,0.14,0,0.0,-2451,-172.12
600243.SH,20150114,11864,873.73,8043,593.25,11501,846.75,9418,694.69,4952,364.24,8867,651.55,0,0.0,1988,145.22,-5903,-432.53
600247.SH,20150114,10410,610.27,10718,628.93,11941,700.24,11431,670.26,3430,201.29,3777,221.08,2465,144.2,2320,135.72,-202,-11.31
600248.SH,20150114,7173,607.98,8379,712.05,9505,806.27,9881,838.12,4946,421.46,3363,285.54,0,0.0,0,0.0,1583,135.92
600249.SH,20150114,13498,925.3,12686,870.3,16393,1124.15,14375,986.68,8661,592.71,7289,498.92,9490,648.94,13693,935.19,-2831,-192.46
600251.SH,20150114,11612,2101.2,12626,2289.89,16763,3030.87,19394,3512.26,11836,2145.59,10266,1854.11,2718,493.9,643,115.29,3645,670.08
600252.SH,20150114,79793,13722.37,77424,13327.59,137979,23718.81,137782,23698.58,106328,18295.47,120586,20742.44,41779,7194.4,30087,5162.43,14382,2501.08
600255.SH,20150114,135370,6599.21,106618,5197.73,73524,3585.43,74479,3632.01,20037,976.21,44025,2144.87,6228,302.68,10036,488.93,-27796,-1354.91
600256.SH,20150114,272516,23424.17,234722,20173.36,333230,28651.92,288825,24825.64,242201,20819.01,251470,21625.8,80362,6921.48,153292,13191.77,-82198,-7077.08
600257.SH,20150114,23252,1663.79,28001,2004.37,26225,1876.45,26252,1878.28,17032,1220.0,12488,893.97,231,16.38,0,0.0,6898,496.89
600258.SH,20150114,12358,2088.93,11809,1999.83,14198,2401.65,13538,2291.01,4583,776.95,6731,1135.71,1499,253.1,560,94.08,-1209,-199.75
600259.SH,20150114,16550,8940.58,9693,5257.18,22182,11983.6,17379,9403.22,16873,9107.97,21669,11682.48,3139,1683.58,10003,5372.86,-11660,-6263.78
600260.SH,20150114,23326,2098.46,14559,1311.01,31589,2846.23,22771,2052.34,18734,1688.8,21758,1961.59,2824,251.18,17385,1559.74,-17585,-1581.35
600261.SH,20150114,50404,4593.44,45503,4147.68,48965,4462.37,59646,5437.33,38781,3539.02,23119,2108.83,3502,318.74,13383,1219.71,5781,529.22
600262.SH,20150114,7175,1413.55,9080,1791.85,7839,1548.32,7085,1398.47,2959,582.82,1949,381.83,141,27.45,0,0.0,1152,228.45
600265.SH,20150114,1897,186.72,1428,140.66,1846,181.83,2475,243.58,660,65.07,500,49.38,0,0.0,0,0.0,160,15.69
600266.SH,20150114,111545,23076.41,66217,13714.05,147264,30460.4,107760,22302.49,137483,28482.81,153657,31852.4,49620,10281.3,118276,24431.98,-84831,-17520.28
600267.SH,20150114,21306,3638.41,15445,2639.65,29247,4995.44,21856,3735.83,16738,2860.04,20104,3431.6,2840,483.02,12727,2169.83,-13252,-2258.37
600268.SH,20150114,29303,2081.36,23089,1642.73,21404,1524.19,26800,1907.45,11078,788.22,13421,952.38,1527,108.87,1,0.07,-14169,-1004.72
600269.SH,20150114,53063,2568.54,51242,2481.91,45681,2212.8,55351,2680.56,34063,1653.07,27902,1353.45,1688,81.53,0,0.0,7849,381.14
600270.SH,20150114,16247,2877.06,13271,2351.87,26203,4639.89,24561,4351.61,25620,4537.97,27406,4853.44,5290,942.19,8123,1440.2,-4619,-813.47
600271.SH,20150114,39038,14569.61,33746,12618.45,60221,22492.87,54030,20201.27,62185,23225.7,57529,21493.03,36111,13477.28,52250,19452.7,-11484,-4242.75
600272.SH,20150114,16058,2470.83,14836,2284.74,19395,2978.85,18127,2788.39,12335,1896.3,14637,2243.87,5634,860.01,5822,888.98,-2491,-376.55
600273.SH,20150114,25189,2443.89,21151,2053.81,35634,3453.43,36653,3556.03,20180,1965.16,23371,2265.74,10068,973.32,9897,960.22,-3020,-287.47
600275.SH,20150114,23471,1318.29,16314,916.38,24093,1353.23,21921,1231.06,12337,693.6,19350,1087.58,0,0.0,2316,130.11,-9329,-524.09
600276.SH,20150114,17002,6787.6,13763,5498.5,23383,9352.85,18746,7506.21,14022,5593.11,17576,7014.72,6581,2615.99,10903,4330.11,-7875,-3135.74
600277.SH,20150114,43849,3835.9,35212,3081.87,58433,5114.32,62612,5483.85,50205,4398.19,50539,4420.17,26026,2273.28,30149,2635.8,-4457,-384.5
600278.SH,20150114,11109,1358.9,12562,1538.01,14685,1797.15,14111,1726.28,5649,691.16,4761,581.82,0,0.0,9,1.1,879,108.25
600279.SH,20150114,16223,1995.68,18388,2264.74,19217,2365.17,19053,2345.39,8665,1068.13,6663,818.85,0,0.0,0,0.0,-4560,-561.86
600280.SH,20150114,19825,2626.87,11624,1540.44,16172,2143.29,13347,1772.83,6574,869.47,16528,2186.78,0,0.0,1071,139.58,-12982,-1720.88
600281.SH,20150114,10169,574.66,8438,477.26,8780,495.68,8825,498.58,642,36.37,2328,130.87,0,0.0,0,0.0,-1686,-94.5
600282.SH,20150114,84663,2863.63,78406,2651.39,67314,2278.62,60730,2056.8,24907,841.97,39410,1331.77,2307,77.74,645,21.99,-12841,-434.06
600283.SH,20150114,19802,2564.07,18511,2404.93,18671,2420.84,18637,2420.24,9728,1267.16,11084,1430.95,31,4.04,0,0.0,-1325,-159.74
600284.SH,20150114,48726,5371.49,35467,3909.82,35196,3879.61,42097,4639.32,10334,1138.04,18250,2011.24,2697,296.61,1139,125.37,-6358,-701.96
600285.SH,20150114,29413,2483.71,27978,2363.72,27162,2295.15,28169,2380.08,19016,1607.21,19443,1642.27,0,0.0,0,0.0,1865,164.56
600287.SH,20150114,47245,5342.56,47556,5388.01,44617,5047.94,49276,5575.65,27070,3064.67,24593,2776.66,2494,285.15,0,0.0,4971,573.16
600289.SH,20150114,41200,4302.35,30600,3198.0,50202,5247.24,44227,4625.82,24769,2589.21,31143,3249.32,0,0.0,10200,1065.65,-16574,-1725.76
600290.SH,20150114,13163,1277.12,13544,1315.35,15763,1530.27,15419,1495.48,6209,601.7,6148,595.85,1140,110.12,1165,112.54,37,3.43
600292.SH,20150114,7780,1669.28,6812,1463.01,10683,2291.6,10254,2201.45,4562,981.56,7362,1579.73,2749,590.73,1346,288.98,-1397,-296.42
600293.SH,20150114,15121,970.06,14591,937.07,16785,1077.66,16341,1049.75,11615,747.47,10895,699.38,0,0.0,1695,108.99,-974,-60.9
600295.SH,20150114,13569,1213.65,10489,939.8,13679,1224.58,15618,1397.63,7053,633.92,8194,734.71,0,0.0,0,0.0,-1141,-100.79
600298.SH,20150114,9617,1863.4,12063,2340.85,15304,2966.43,15989,3102.17,7403,1437.43,9895,1918.67,5726,1114.24,103,19.8,3132,613.2
600299.SH,20150114,5247,456.94,3391,295.47,6688,582.27,6537,569.15,1236,107.33,1888,163.47,0,0.0,1355,118.45,-2007,-174.59
600300.SH,20150114,41796,2166.78,37430,1940.16,38365,1989.18,37029,1920.63,17906,929.37,23333,1210.23,2528,130.66,2804,144.97,-5702,-295.17
600301.SH,20150114,5506,435.51,3580,284.46,6475,512.68,5888,465.72,1700,135.06,4213,333.07,0,0.0,0,0.0,-2513,-198.01
600302.SH,20150114,9441,598.57,7082,449.79,11203,710.68,8957,567.78,2654,168.46,4815,304.84,0,0.0,2444,155.29,-4569,-289.58
600303.SH,20150114,33061,1801.25,35669,1945.96,30895,1685.79,29679,1619.15,17887,978.98,17190,938.61,694,37.7,0,0.0,1391,78.07
600305.SH,20150114,6062,1044.94,5341,922.88,11927,2057.1,11689,2018.1,10101,1742.95,9913,1708.58,1501,256.74,2647,452.17,-958,-161.06
600306.SH,20150114,1606,153.42,1346,128.72,4170,398.57,3883,370.95,0,0.0,547,52.32,0,0.0,0,0.0,-547,-52.32
600307.SH,20150114,62307,2409.18,43458,1680.34,37916,1466.75,37969,1472.1,12740,494.62,21244,823.74,0,0.0,10292,394.35,-28161,-1089.83
600308.SH,20150114,49012,2130.86,36934,1605.64,36931,1605.79,35567,1545.77,18340,796.98,31782,1382.22,0,0.0,0,0.0,-13442,-585.24
600309.SH,20150114,59832,14255.84,42217,10072.42,84263,20093.13,68716,16419.56,99272,23686.68,109194,26059.08,50103,11917.36,73341,17401.96,-33160,-7857.0
600310.SH,20150114,8432,1397.09,8636,1432.06,12055,1998.29,12098,2004.21,3970,657.76,3557,589.39,0,0.0,166,27.49,247,40.89
600311.SH,20150114,97699,6450.11,73789,4873.5,83637,5525.65,73614,4864.33,48988,3231.75,61464,4050.62,2281,149.16,23737,1568.22,-33932,-2237.93
600312.SH,20150114,32010,5153.35,35007,5646.91,56117,9040.45,57175,9218.88,56078,9048.16,49227,7940.83,18613,3014.55,21411,3449.89,4054,671.99
600313.SH,20150114,16711,1970.12,16741,1977.47,14640,1725.53,17038,2009.58,8323,984.51,5839,686.4,0,0.0,57,6.73,-2921,-339.25
600315.SH,20150114,19705,7342.18,15589,5821.71,32601,12143.73,28532,10648.87,26545,9887.07,26217,9774.04,11250,4195.35,19763,7323.7,-8185,-3015.33
600316.SH,20150114,36920,10194.5,35635,9858.71,44634,12349.54,48346,13379.38,38305,10592.81,37197,10276.75,5576,1548.2,4256,1170.22,2427,694.05
600317.SH,20150114,294899,14024.83,248829,11833.95,145025,6896.48,147116,6996.67,52688,2503.88,75042,3567.69,2232,105.57,23857,1132.46,-43979,-2090.69
600319.SH,20150114,22419,1233.8,12145,670.61,21542,1187.87,14128,780.97,6563,362.1,21142,1161.25,0,0.0,3109,170.94,-17688,-970.09
600320.SH,20150114,120602,7880.98,100301,6563.88,77846,5087.62,77596,5071.12,34607,2262.15,45358,2954.59,1283,84.01,11083,725.17,-20551,-1333.6
600321.SH,20150114,56724,2009.28,49688,1759.45,52498,1859.84,50861,1800.89,29900,1058.2,45588,1615.04,14178,502.34,7163,254.29,-8673,-308.78
600322.SH,20150114,42763,1871.23,33619,1471.33,33960,1486.12,36543,1599.75,14570,636.93,21288,930.12,157,6.92,0,0.0,-6562,-286.27
600323.SH,20150114,11784,1625.68,12472,1721.11,12249,1691.05,11079,1529.71,9600,1323.74,12993,1790.27,2925,402.57,14,1.94,-482,-65.91
600325.SH,20150114,67737,7864.61,43801,5090.01,83184,9674.16,70026,8144.19,63788,7407.57,77751,9039.55,27539,3180.9,50671,5853.48,-37095,-4304.56
600326.SH,20150114,60953,5201.03,52866,4520.01,51116,4363.77,52851,4512.82,24858,2119.7,26746,2274.25,3960,340.22,8424,717.64,-6352,-531.97
600327.SH,20150114,21539,1539.74,16877,1207.45,17515,1252.85,15105,1079.94,5798,414.07,12729,909.18,0,0.0,141,10.08,-7073,-505.19
600328.SH,20150114,7745,718.12,6994,648.62,9294,861.78,7682,712.82,1705,158.68,4067,377.15,0,0.0,0,0.0,-2362,-218.47
600329.SH,20150114,12340,1918.99,13340,2075.91,18053,2807.87,18152,2824.17,6719,1045.9,9266,1442.02,6076,949.99,2430,380.66,6385,992.72
600330.SH,20150114,29349,2938.2,26259,2631.49,27563,2763.84,27189,2722.47,20426,2047.84,22780,2281.71,2448,242.61,3558,356.81,-14902,-1491.84
600331.SH,20150114,28866,1785.61,29922,1853.0,51254,3171.82,50934,3153.81,48811,3023.52,45948,2840.14,20407,1254.25,22534,1388.25,736,49.38
600332.SH,20150114,170592,52311.41,158517,48650.15,235754,72368.23,240077,73723.15,212972,65389.1,239458,73467.78,142360,43810.13,123624,38037.79,-7751,-2306.34
600333.SH,20150114,20385,1556.03,13599,1038.25,17232,1315.79,19073,1456.14,7552,576.48,12496,953.9,0,0.0,0,0.0,-4944,-377.42
600335.SH,20150114,10010,2037.3,7702,1567.11,11018,2241.71,10821,2204.17,7804,1597.14,9763,1991.74,40,8.14,586,121.26,-3497,-712.36
600336.SH,20150114,16380,917.73,15331,859.01,30321,1698.61,26510,1485.38,7895,442.08,16526,925.26,3772,211.23,0,0.0,-4860,-271.95
600337.SH,20150114,8748,881.98,5765,582.25,5756,580.38,8606,866.75,3320,334.28,3731,375.49,279,27.85,0,0.0,-132,-13.36
600338.SH,20150114,5749,794.83,7233,1001.23,6299,870.61,6595,911.19,3619,500.75,1839,253.76,0,0.0,0,0.0,1780,246.99
600339.SH,20150114,18008,1049.57,15573,908.02,16105,938.95,19279,1123.64,6147,358.76,7297,425.36,1889,109.75,0,0.0,739,43.15
600340.SH,20150114,11961,5256.21,10706,4718.26,19861,8731.97,17544,7736.0,25852,11376.76,26658,11734.56,13383,5899.15,16149,7075.27,-3572,-1533.91
600343.SH,20150114,41296,7614.5,38735,7149.66,37825,6977.48,40281,7427.8,23573,4345.33,23852,4396.44,62599,11545.6,62425,11509.01,-105,-14.52
600345.SH,20150114,5180,786.76,5777,878.31,6346,965.14,5934,901.96,2908,441.99,2723,413.62,0,0.0,0,0.0,185,28.37
600346.SH,20150114,6008,482.85,7566,609.08,6636,533.0,7874,632.1,5086,409.36,2290,184.04,0,0.0,0,0.0,-1665,-132.07
600348.SH,20150114,153583,13913.33,107493,9762.28,152659,13833.58,117294,10648.52,94679,8582.42,90659,8233.62,8995,812.34,94470,8497.25,-81455,-7336.12
600350.SH,20150114,38542,1907.37,34853,1726.53,40919,2025.17,35334,1751.06,16809,831.9,16755,828.44,2121,105.62,11450,564.02,-9275,-454.95
600351.SH,20150114,25650,2331.22,24211,2202.36,22702,2065.45,23919,2176.0,11167,1016.37,12589,1143.83,1200,109.14,0,0.0,-222,-18.31
600352.SH,20150114,75706,18559.2,75455,18520.85,123851,30375.82,121168,29746.46,150047,36804.46,148078,36335.37,79361,19483.27,84263,20620.07,-4080,-804.79
600353.SH,20150114,7921,658.34,6616,550.5,8383,696.83,10236,850.29,5373,445.55,4825,399.93,0,0.0,0,0.0,548,45.62
600354.SH,20150114,58075,5026.13,46857,4066.04,49483,4282.95,43854,3801.39,23462,2039.5,29607,2561.96,1689,148.41,12391,1067.61,-16847,-1441.66
600355.SH,20150114,11818,826.11,10102,706.82,9165,640.22,10572,738.47,4079,285.97,7060,494.64,2673,187.62,0,0.0,-308,-21.05
600356.SH,20150114,6287,492.62,4168,327.14,7061,553.59,5609,439.39,3519,275.63,7090,555.3,0,0.0,0,0.0,-3571,-279.67
600358.SH,20150114,33588,2450.78,34719,2534.96,36186,2643.07,33756,2465.52,14935,1095.14,18670,1369.04,9767,741.38,7331,560.85,-1299,-93.37
600359.SH,20150114,18671,2025.0,18725,2034.9,13189,1433.21,13269,1438.76,5772,629.2,5617,611.42,25,2.73,46,5.05,134,15.45
600360.SH,20150114,26940,1327.96,20512,1012.05,30092,1484.84,22940,1132.68,6621,327.18,20201,995.25,0,0.0,0,0.0,-13580,-668.08
600361.SH,20150114,16901,1054.1,18286,1143.38,19262,1203.88,24764,1547.95,10663,670.27,4016,251.65,239,14.72,0,0.0,6887,433.35
600362.SH,20150114,152278,26434.57,109867,19065.27,162866,28269.89,147279,25552.59,132857,23031.43,150110,26046.98,28892,5002.54,69637,12073.58,-57998,-10086.59
600363.SH,20150114,28070,2781.86,23218,2303.9,41866,4149.57,44111,4377.93,27851,2768.04,34721,3445.96,6713,670.04,2450,241.72,-2607,-249.6
600366.SH,20150114,46559,8410.1,51328,9286.41,55469,10025.37,71151,12870.38,69584,12591.34,67414,12196.42,53402,9650.65,35121,6324.25,20451,3721.33
600367.SH,20150114,10820,1121.89,8398,870.77,10468,1085.73,11327,1174.85,3143,327.04,5997,623.46,1291,134.42,0,0.0,-1563,-162.0
600368.SH,20150114,35535,1913.59,36724,1978.94,26828,1444.33,30665,1651.49,17124,922.72,13864,745.96,4348,233.62,2581,137.86,5027,272.52
600369.SH,20150114,87422,17257.66,87084,17205.79,108777,21481.92,117715,23263.68,117953,23317.15,111080,21962.18,83711,16561.53,81983,16186.62,8600,1729.88
600370.SH,20150114,6710,445.64,6354,422.22,5944,395.07,7435,493.6,2820,186.99,1685,111.87,0,0.0,0,0.0,1135,75.11
600371.SH,20150114,8905,1026.85,7978,920.11,6557,756.25,6516,751.68,2052,236.89,1175,135.57,0,0.0,1845,212.64,-969,-111.32
600372.SH,20150114,34252,9446.62,24890,6878.5,35173,9703.4,30733,8495.4,30556,8440.77,36843,10181.54,85870,23770.69,93385,25806.05,75701,20994.07
600373.SH,20150114,37598,5194.13,39829,5508.61,43103,5959.57,43782,6055.47,32369,4478.26,29544,4082.29,8235,1139.39,8151,1124.98,2910,410.38
600375.SH,20150114,30017,3499.78,15465,1803.99,42178,4914.15,31312,3654.62,20985,2449.75,30419,3546.81,738,85.24,16723,1943.5,-25419,-2955.32
600376.SH,20150114,161190,15508.04,171801,16532.88,241714,23261.92,259817,25011.11,266151,25618.76,275165,26491.66,112540,10849.17,74810,7202.25,28715,2774.02
600377.SH,20150114,24236,1721.13,21804,1548.82,23676,1680.83,26034,1848.59,8501,603.49,9941,705.33,3366,239.32,2000,142.03,-74,-4.55
600378.SH,20150114,9333,1239.77,4600,611.34,10371,1378.31,10137,1348.15,7780,1032.57,12036,1597.56,1580,209.73,2292,303.33,-4968,-658.59
600379.SH,20150114,25551,3101.97,24202,2940.57,28897,3510.46,28822,3501.6,17704,2152.47,18755,2277.5,2793,340.79,3166,386.01,-1424,-170.26
600380.SH,20150114,44991,3338.28,33224,2466.25,35068,2602.2,34610,2569.3,18111,1345.81,28834,2140.14,2114,157.44,3617,268.04,-12226,-904.93
600381.SH,20150114,12697,2816.61,20835,4625.0,17676,3918.46,21159,4694.21,18789,4166.36,12479,2772.27,7473,1676.2,2163,486.15,11620,2584.14
600382.SH,20150114,20251,2916.93,18532,2671.35,23086,3327.74,22984,3311.14,11208,1613.07,11307,1627.88,2288,330.34,4009,577.71,-1820,-262.18
600383.SH,20150114,116169,11886.46,114450,11719.72,137239,14047.19,129996,13316.29,101978,10449.94,117896,12077.82,62667,6463.06,55711,5732.81,-3625,-350.3
600385.SH,20150114,3287,404.41,2848,350.76,3560,438.15,3170,390.53,367,45.4,1195,146.66,0,0.0,0,0.0,-828,-101.26
600386.SH,20150114,10076,1069.88,8507,903.54,9539,1013.34,10854,1153.49,3376,358.74,3100,328.91,0,0.0,530,56.02,-254,-26.2
600387.SH,20150114,17972,2512.87,13042,1825.96,26699,3738.75,24496,3427.53,10453,1465.64,15075,2112.42,891,125.63,3403,476.99,-7134,-998.13
600388.SH,20150114,25511,8287.98,22535,7329.59,34859,11327.83,31713,10313.3,22579,7346.56,28229,9169.86,3540,1153.02,4012,1302.64,799,272.04
600389.SH,20150114,5147,1421.87,6228,1722.96,8426,2328.65,9021,2494.27,6364,1758.9,6245,1723.81,2492,687.62,935,255.99,1675,466.72
600390.SH,20150114,25426,2989.44,14497,1708.07,22046,2594.84,21289,2505.53,8399,986.66,20992,2463.25,1293,151.28,385,45.37,-11686,-1370.67
600391.SH,20150114,32439,9206.52,29641,8432.3,43032,12239.2,42490,12080.39,30277,8630.98,37477,10651.16,15153,4300.29,11293,3213.14,-3339,-933.03
600392.SH,20150114,16765,4560.29,10273,2797.4,24420,6627.8,19931,5414.51,18529,5010.19,25577,6928.88,5087,1377.0,9020,2434.48,-10981,-2976.17
600393.SH,20150114,7673,550.29,9666,692.75,7338,526.66,5587,401.3,1143,81.96,902,64.86,0,0.0,0,0.0,241,17.1
600395.SH,20150114,69896,8355.75,57392,6883.16,58034,6941.81,59083,7084.86,40895,4901.1,39328,4699.33,1469,176.55,14491,1707.87,-11456,-1329.54
600396.SH,20150114,50439,3030.3,45075,2708.97,30867,1855.97,31856,1915.68,10675,641.92,16714,1002.99,3519,211.19,1856,111.73,-4375,-261.61
600397.SH,20150114,43152,2305.55,33503,1791.16,25884,1385.33,25647,1371.86,6036,322.76,15923,850.62,0,0.0,0,0.0,-9886,-527.87
600398.SH,20150114,23732,2563.59,18802,2032.09,17950,1942.69,15477,1676.09,9312,1003.17,14491,1561.41,0,0.0,2224,239.85,-7403,-798.1
600400.SH,20150114,84955,5071.61,97738,5831.76,65797,3924.09,70006,4173.31,35572,2118.2,31132,1856.6,12683,755.59,129,7.83,16993,1009.36
600401.SH,20150114,159448,12232.72,179604,13781.56,156666,12001.01,174350,13378.56,172542,13214.9,184009,14089.7,94053,7239.19,44747,3437.99,37840,2926.39
600403.SH,20150114,26840,1664.73,23531,1462.08,22894,1421.63,23352,1450.32,10498,652.06,13349,826.01,0,0.0,0,0.0,-2851,-173.96
600405.SH,20150114,60961,6268.44,42238,4343.23,33312,3425.86,29513,3033.1,8216,843.11,20886,2146.51,1749,178.74,11601,1193.3,-22522,-2317.97
600406.SH,20150114,77153,12029.54,60559,9446.27,103113,16081.0,85823,13391.42,76215,11881.96,79711,12425.71,29600,4607.46,59989,9336.55,-33884,-5272.84
600408.SH,20150114,67807,2494.31,53633,1973.0,40228,1479.9,42199,1549.75,21165,780.52,19793,728.19,5956,218.68,19532,722.47,-12204,-451.46
600409.SH,20150114,36280,2197.55,29798,1805.58,43270,2622.32,43793,2654.18,53470,3238.76,50321,3048.05,2892,175.71,12000,726.52,-5960,-360.11
600410.SH,20150114,82071,19223.45,54992,12889.5,112718,26421.31,86287,20225.76,137645,32281.21,144531,33877.38,54458,12766.02,101081,23699.36,-53509,-12529.5
600415.SH,20150114,36335,4356.75,35316,4238.85,40054,4803.88,44167,5301.27,31366,3764.49,37094,4451.71,13140,1582.07,4318,515.37,3094,379.48
600416.SH,20150114,15570,1879.47,21554,2603.88,22375,2700.41,22955,2773.02,21595,2607.53,15821,1908.82,7705,935.62,6915,837.32,6723,827.55
600418.SH,20150114,69346,8970.36,75319,9757.9,71691,9278.73,67290,8714.07,58801,7617.12,59803,7736.61,16241,2106.46,13668,1764.08,1572,222.89
600419.SH,20150114,6688,1364.25,6358,1300.43,7424,1517.24,7624,1555.82,1966,400.05,1972,400.29,7500,1496.25,7625,1521.25,-131,-25.24
600420.SH,20150114,7471,1760.63,5513,1301.34,9591,2263.8,11424,2699.47,7500,1773.37,7167,1689.28,0,0.0,458,107.7,-125,-23.61
600421.SH,20150114,6033,429.71,5760,410.55,6156,438.71,6641,472.95,851,60.6,638,45.5,0,0.0,0,0.0,213,15.09
600422.SH,20150114,6539,1683.74,5210,1342.43,9873,2541.28,9534,2454.84,15190,3910.25,11688,3008.94,7693,1978.93,12862,3307.99,-11540,-2968.94
600425.SH,20150114,50425,3306.27,45223,2969.6,52514,3445.75,51275,3366.05,35465,2329.29,42078,2757.68,1783,116.92,1610,104.9,-6440,-416.37
600426.SH,20150114,76031,7996.68,52191,5488.75,92360,9716.93,80566,8474.07,63612,6696.48,79743,8391.76,15700,1638.52,35202,3694.03,-35634,-3750.79
600428.SH,20150114,214702,14608.98,195456,13305.41,155030,10553.56,165355,11260.49,116636,7942.06,106712,7264.3,14878,1016.67,33723,2291.07,-8921,-596.64
600429.SH,20150114,13099,1102.9,8393,706.86,8493,714.8,11085,933.05,2262,190.08,4843,407.11,2455,206.47,1989,167.23,-2115,-177.79
600432.SH,20150114,70781,9669.2,42315,5783.01,54090,7385.58,47844,6533.26,24457,3334.57,35543,4858.84,873,117.72,24499,3331.96,-34712,-4738.51
