date,石油石化ROE_TTM,煤炭ROE_TTM,有色金属ROE_TTM,电力及公用事业ROE_TTM,钢铁ROE_TTM,基础化工ROE_TTM,建筑ROE_TTM,建材ROE_TTM,轻工制造ROE_TTM,机械ROE_TTM,电力设备及新能源ROE_TTM,国防军工ROE_TTM,汽车ROE_TTM,商贸零售ROE_TTM,消费者服务ROE_TTM,家电ROE_TTM,纺织服装ROE_TTM,医药ROE_TTM,食品饮料ROE_TTM,农林牧渔ROE_TTM,银行ROE_TTM,非银行金融ROE_TTM,房地产ROE_TTM,交通运输ROE_TTM,电子ROE_TTM,通信ROE_TTM,计算机ROE_TTM,传媒ROE_TTM,综合ROE_TTM,综合金融ROE_TTM
2014/1/30,11.4556113,9.895834697,5.440015199,12.32357702,1.916216337,4.547623932,12.56411505,10.1145284,3.555294109,6.278584955,2.3108445,5.603025118,13.05295929,8.890368771,7.392375177,16.02072697,8.066929271,11.25663581,19.04780869,5.172905936,18.9899039,9.707122388,13.87378853,6.026644638,8.596223899,6.339116143,8.903907926,10.12898959,9.814978942,0
2014/2/28,11.4556113,9.961632356,5.468922733,12.32357702,1.93885408,4.56314831,12.56411505,10.14007091,3.555294109,6.400638914,2.426200943,5.603025118,13.06178011,9.139785842,7.548261269,16.01098245,8.102314254,11.22579044,18.92312025,5.344221567,18.9899039,9.707122388,13.83136377,6.037674851,8.737230184,6.339116143,9.061302625,10.15436225,9.814978942,0
2014/3/31,10.87412104,8.715298256,4.633832529,12.81520989,1.575652494,4.873139856,12.496155,10.83994871,3.869374358,5.945374966,2.64257874,5.001343251,13.28357997,8.678061282,7.565891629,16.70221452,7.674258574,10.93169842,17.32591611,4.68947183,18.41602951,9.668433015,13.64604194,6.239698138,7.383645847,6.943239442,8.722499475,10.53411037,9.096614281,0
2014/4/30,10.85412563,8.715298256,4.633832529,12.81520989,1.575652494,4.873139856,12.50152611,10.83994871,3.869374358,5.945374966,2.64257874,5.001343251,13.27634661,8.710539559,11.58178933,16.70221452,7.674258574,10.93169842,17.56449976,4.68947183,18.41602951,9.668433015,13.49150189,6.239698138,7.401732788,6.943239442,8.722499475,10.53411037,9.096614281,0
2014/5/30,10.85883499,8.83666565,4.679359832,12.72294754,1.57830094,4.656252028,12.50207576,10.96290442,3.835126026,6.007768999,2.634969734,5.001343251,13.29555902,8.714318873,7.52298464,16.70221452,7.833626832,10.96753038,17.56587717,4.849082879,18.41602951,9.668433015,13.70902778,6.239698138,7.297991767,7.021950889,8.784421374,10.37503435,8.898518932,0
2014/6/30,11.34880752,8.496129004,4.645040392,13.25426388,1.533353894,4.645065971,12.81815873,11.46174719,4.026237032,5.657319045,2.398698347,4.527970928,13.96193858,8.030537822,7.740758316,18.05960583,8.064101957,11.28041204,17.28016077,5.201219033,18.7913181,10.20989501,13.34280766,7.10163764,7.496973944,7.38958191,8.766233587,10.28958923,9.783237746,0
2014/7/31,11.34880752,8.496129004,4.645255953,13.24998067,1.533353894,4.654364259,12.81815873,11.46174719,4.026237032,5.657319045,2.398698347,4.527970928,13.95939263,8.030537822,7.685368868,18.05960583,8.064101957,11.30595047,17.21479416,5.201219033,18.7913181,10.20989501,13.35680276,7.10163764,7.520696358,7.38958191,8.859736306,10.28958923,9.783237746,0
2014/8/29,11.34880752,8.496129004,4.649272269,13.24184624,1.533353894,4.654364259,12.81815873,11.46174719,4.026237032,5.687140329,2.398698347,4.527970928,13.9607274,8.030537822,7.685368868,18.05960583,8.089055404,11.31647928,17.24082583,5.201219033,18.7913181,10.20989501,13.35680276,7.10163764,7.556432286,7.38958191,8.859736306,10.28958923,9.787189275,0
2014/9/30,11.04862199,7.085320621,4.813595877,12.99737369,1.629314373,4.898612579,12.60758187,11.07456745,3.417852367,5.608978443,2.931418034,4.503856952,13.62872993,8.016228945,8.218119512,17.70511413,7.422574782,11.18501059,16.1006869,5.091414564,18.2215719,10.78585971,12.52577314,7.490063251,7.333092497,6.439372019,8.162440531,10.01505008,9.764331684,0
2014/10/31,11.0491663,7.085320621,4.817624835,13.0648422,1.629314373,4.876247707,12.60758187,10.98832494,3.417852367,5.672565537,3.402260855,4.689030583,13.70693486,8.016228945,8.218119512,18.02991982,7.493225554,11.20318084,16.1006869,5.127350439,18.2215719,10.79743654,12.59911125,7.490063251,7.253786025,5.977398279,8.175343155,9.794508427,9.522511147,0
2014/11/28,11.0491663,7.085320621,4.817624835,13.0648422,1.629314373,4.904480614,12.60462573,10.98832494,3.417852367,5.695589105,3.425642974,4.689030583,13.70693486,8.016228945,8.218119512,18.02991982,7.493225554,11.22091551,16.1006869,5.127350439,18.2215719,10.79743654,12.59911125,7.490063251,7.256603888,5.977398279,8.185286651,9.794508427,9.522511147,0
2014/12/31,8.589193637,5.546772143,-0.331593896,12.37549421,1.109768722,5.390756049,11.81063876,9.327780922,3.519029759,4.068305667,8.104890036,4.84016024,13.11100858,8.320662792,6.615231031,17.69190167,9.082715886,10.90859244,15.50897046,4.87337406,17.03573197,11.3405598,11.91691922,9.05191055,7.029101637,6.975689809,9.158748254,9.983515657,9.372470917,0
2015/1/30,8.589193637,5.546772143,-0.319254832,12.36140706,1.183020714,5.390756049,11.80282939,9.335215695,3.533177479,4.078245367,8.109080638,4.84016024,13.11100858,8.346558303,6.615231031,17.69190167,9.129493314,10.92910188,15.49837686,4.87337406,17.03573197,11.54688106,11.91691922,9.05191055,7.14271082,6.975689809,9.166361383,9.946961404,9.372470917,0
2015/2/27,8.587644322,5.546772143,-0.278120654,12.24364492,1.183020714,5.465348054,11.80282939,9.335215695,3.812621684,4.0092496,8.111776237,4.84016024,13.13341501,8.346558303,6.615231031,17.69190167,9.129493314,10.92910188,15.49837686,4.87337406,17.03573197,11.54688106,11.91691922,9.122562191,7.172863717,6.975689809,9.184466117,10.37004688,9.372470917,0
2015/3/31,6.264488912,3.994522618,-0.077388732,12.51693488,0.548568258,5.133281829,11.40704708,8.265739529,3.917055548,3.465645832,8.047159134,4.598140792,12.58510591,8.075789506,6.868909794,17.24521952,8.431911378,10.72908247,14.85534314,4.507735888,16.19045176,13.4186267,11.48291004,9.882369331,7.145484388,6.621558306,8.898634938,9.715481169,9.592154224,0
2015/4/30,6.264488912,4.021922968,-0.061730849,12.51582225,0.594924157,5.174230514,11.4052646,8.269297737,3.917055548,3.534213866,8.047159134,4.598140792,12.56214005,8.075789506,6.8832571,17.24521952,8.31951108,10.7296026,14.82733249,4.507735888,16.19045176,13.41424867,11.48291004,9.882369331,7.300836686,6.621558306,8.908669707,9.674732447,9.592154224,0
2015/5/29,6.266101398,4.005232066,-0.048124772,12.41117375,0.572051915,5.234462988,11.38450855,8.221015731,4.877484947,4.185814768,8.176765242,4.621775063,12.51514702,8.029692887,6.859574141,17.30120409,8.360981922,10.98946892,14.65065962,4.454779803,16.19045176,13.39313926,11.62073691,9.883977792,7.124226119,6.530026226,9.151208402,9.776250522,5.98144725,0
2015/6/30,5.70454563,2.532184072,0.207807118,12.65888691,-0.250431517,5.350508804,11.18692402,7.67344803,5.030638411,3.517652125,8.037472045,4.159015806,12.39623929,8.472986224,7.453856233,17.27092592,9.455283617,10.74270528,14.78807658,4.45169444,16.0856725,15.9191027,11.07834531,10.74136502,7.346806552,6.60721138,9.220002812,9.148640158,3.836155231,0
2015/7/31,5.693955736,2.532184072,0.272194454,12.73348791,-0.250431517,5.364886683,11.18341129,7.667694602,5.04864241,3.609854822,8.312368057,4.159015806,12.38606735,8.472986224,7.453856233,17.25328273,9.455283617,10.7650328,14.77755127,4.48297739,16.0856725,15.90256665,11.07834531,10.77258646,7.352199438,6.60721138,9.225618715,9.029830429,3.836155231,0
2015/8/31,5.693955736,2.532184072,0.272194454,12.73348791,-0.250431517,5.370750138,11.18341129,7.668852298,5.04864241,3.622251294,8.312368057,4.159015806,12.38606735,8.472986224,7.396668365,17.25328273,9.455283617,10.7650328,14.77755127,4.48297739,16.0856725,15.90256665,11.07834531,10.77258646,7.352199438,6.60721138,9.225618715,9.029830429,3.75877195,0
2015/9/30,3.552782651,1.724867941,-0.946675882,12.02616438,-3.771944454,5.341841639,10.40818073,6.229432454,5.35701084,2.952163144,8.282915979,3.194517991,11.82604995,7.468678099,7.352254569,16.07838363,9.826276687,10.91413033,14.61143634,4.728208722,15.45196808,16.01248666,10.81455435,9.654685598,7.076362122,6.706372166,8.580248743,9.312697443,3.524341854,0
2015/10/30,3.552782651,1.724867941,-0.946675882,12.04552393,-4.29738485,5.341841639,10.40818073,6.229432454,5.35701084,3.417415455,8.258844013,2.936890589,11.8230945,7.468678099,7.437621375,16.07838363,9.826276687,10.91413033,14.6134777,4.728208722,15.45196808,16.01248666,10.84366407,9.675062075,7.070369563,6.738551965,8.591869043,9.312697443,3.524341854,0
