total_return,coupon_contrib,treasury_contrib,credit_contrib,coupon_pct,treasury_pct,credit_pct,n_bonds,avg_duration,avg_ytm
-0.0042805951351303495,9.395380483933283e-05,-0.004374548939969682,0.0,-2.194877157810717,102.19487715781071,-0.0,20,4.204869749150747,0.0004014088050694175
