,EW,EV,MV,MD,RP,PCRP,HPCRP
2010-06-28,1.4422875791123897,1.4151316697922092,1.4422875791123897,1.498698641074522,1.4162731825599997,1.5238927250313266,1.5067134005126028
2010-06-29,1.3875574832392306,1.3627144076172242,1.3875574832392306,1.4424194033561064,1.3638778604551864,1.4571800496419638,1.4399658677962797
2010-06-30,1.3771581755757334,1.353407095898262,1.3771581755757334,1.430838747732451,1.3544200300857037,1.441522392658616,1.4248080143617494
2010-07-01,1.3602432836514642,1.3372001396926205,1.3602432836514642,1.4167522143785825,1.3384607727400768,1.4220331112836897,1.4063106892835404
2010-07-02,1.3568877420671335,1.3338508399012752,1.3568877420671335,1.410789385095277,1.3349173029658894,1.4253217395958087,1.4083835136794258
2010-07-05,1.3509051667425342,1.32865592610945,1.3509051667425342,1.406142318639952,1.3298287755456633,1.4143226244321823,1.3978251595617734
2010-07-06,1.376243569317005,1.3525261069970282,1.376243569317005,1.428329873436818,1.353370115278334,1.4411450744745402,1.4247676959009594
2010-07-07,1.39009097072258,1.3675994466867964,1.39009097072258,1.446954496483287,1.3689620835704441,1.4518255343646664,1.4359762623560992
2010-07-08,1.3961402397380895,1.3753034069459695,1.3961402397380895,1.453733302142095,1.3766664809142857,1.4512258076711562,1.4360404333986183
2010-07-09,1.4218835335322386,1.3978253436797667,1.4218835335322386,1.4759894331152381,1.3990075364481884,1.4886722128806131,1.4721083094759349
2010-07-12,1.430751809461932,1.4055165513810104,1.430751809461932,1.4825397354420946,1.4065323425442962,1.5037654728247436,1.4864240681070662
2010-07-13,1.4340536345161816,1.4128825934260654,1.4340536345161816,1.4899821887742568,1.4142431433893983,1.4850242821989854,1.4692018029591813
2010-07-14,1.4386401621816758,1.4167275039009597,1.4386401621816758,1.495774980780413,1.4181191273548843,1.4950671657175152,1.4782185483979156
2010-07-15,1.4214320656360704,1.401500548862058,1.4214320656360704,1.4795910764838067,1.4030800500827363,1.471315932685014,1.4553977722203886
2010-07-16,1.4121690757622543,1.3890876529667928,1.4121690757622543,1.4639668133019137,1.3901148652398776,1.4725284272920616,1.4551686723761112
2010-07-19,1.4201876115781338,1.3946032039522378,1.4201876115781338,1.4682691937341734,1.3955113842080444,1.5058229700772037,1.486158242701061
2010-07-20,1.4364162382121892,1.4082131760158447,1.4364162382121892,1.4830524313880822,1.4091555957261859,1.5365461353856529,1.5163581181399715
2010-07-21,1.4402202348719277,1.4113775336715828,1.4402202348719277,1.4828480003795053,1.4118798114953297,1.539431163244884,1.51931132468433
2010-07-22,1.4646168566488118,1.436444856186552,1.4646168566488118,1.5095834727651452,1.437170020927749,1.5593273004860928,1.5390439689067277
2010-07-23,1.4731210140189774,1.4449577316268345,1.4731210140189774,1.5185147195739943,1.4457747534855818,1.56667673328901,1.5466496939217373
2010-07-26,1.4814528765710064,1.4534320818039181,1.4814528765710064,1.529131402585305,1.4544125698131938,1.5768823698611318,1.556438338867782
2010-07-27,1.4829825400076557,1.4552927025469156,1.4829825400076557,1.531986621372884,1.4562844983777463,1.5694610971058247,1.549644536734537
2010-07-28,1.4932462384222218,1.4614111596137243,1.4932462384222218,1.538820358738014,1.4620507079722784,1.6026325132674606,1.5804792270407917
2010-07-29,1.4923637165583759,1.45951140072039,1.4923637165583759,1.5372340370637267,1.4600451477893388,1.6092415454293498,1.586321727272364
2010-07-30,1.4885801058181396,1.455824554773694,1.4885801058181396,1.5358533262136629,1.4565284110040435,1.6042359161775748,1.5814186259275087
2010-08-02,1.5198893499336206,1.4869602119129561,1.5198893499336206,1.5677501650408556,1.487655331235312,1.6318379874895486,1.6096694141838974
2010-08-03,1.508874401754039,1.478123398724848,1.508874401754039,1.5592647769999766,1.4788966948777271,1.606053208811541,1.5847794552306633
2010-08-04,1.5152527499276165,1.4841273852343742,1.5152527499276165,1.5684533068564743,1.4850899819698975,1.6121619181718352,1.5904674671451462
2010-08-05,1.510246200519228,1.4796083019372053,1.510246200519228,1.5671210360333239,1.480733030768779,1.5989156054528162,1.578167172819078
2010-08-06,1.5154997947192472,1.4820504272487793,1.5154997947192472,1.5700680539664393,1.4830207086578346,1.6222491279033908,1.599512288111562
2010-08-09,1.5294631472232765,1.4959419993856922,1.5294631472232765,1.5844656096243268,1.4968847321094505,1.6339883227099243,1.6108115857790533
2010-08-10,1.5006917812805582,1.470846583730306,1.5006917812805582,1.5582242844497174,1.4719303087648745,1.5891932974149747,1.5680453369366267
2010-08-11,1.4870833928198246,1.4532164111556087,1.4870833928198246,1.541122333726407,1.4539113528203005,1.5942042941968078,1.5703122749058689
2010-08-12,1.4718389032913093,1.4397491246995822,1.4718389032913093,1.5253579843775602,1.4403725558915665,1.5763215116824665,1.5531079537190986
2010-08-13,1.4780441197086083,1.4434705490289619,1.4780441197086083,1.5276624878616039,1.4438257660446954,1.5951669005132836,1.5711718817764346
2010-08-16,1.491858589123562,1.454188731577732,1.491858589123562,1.5369736068519788,1.454317519699796,1.6286255626598076,1.6026307705568112
2010-08-17,1.506222019588123,1.4689139265802245,1.506222019588123,1.551858646943959,1.4690984906935134,1.6402405766846726,1.614303034708841
2010-08-18,1.5027319272733375,1.4653357789713881,1.5027319272733375,1.5492949724243645,1.4656696542403371,1.6373453385908485,1.6115491397023554
2010-08-19,1.4980555363094925,1.457766342564837,1.4980555363094925,1.539760669045561,1.4578088504361597,1.64446041377237,1.6179734553452
2010-08-20,1.4795446709430051,1.441805254983828,1.4795446709430051,1.5220080931866824,1.4419927729283877,1.6158808383154235,1.590568294805663
2010-08-23,1.4787444438119217,1.4407907378038085,1.4787444438119217,1.5217838200125702,1.4408652517967895,1.6140793246937937,1.5885918162726511
2010-08-24,1.4696579474838232,1.4291684455087295,1.4696579474838232,1.5091986356831713,1.4290241770060457,1.619251037056314,1.5926708208155131
2010-08-25,1.4547331007755389,1.4172986861978882,1.4547331007755389,1.4994208677506207,1.4176015273970008,1.5855139774120335,1.5604813993877336
2010-08-26,1.4557116641544061,1.417661241108347,1.4557116641544061,1.49865849941242,1.417711340040502,1.5884401176415701,1.562713043211393
2010-08-27,1.4634234214780686,1.4263852224483757,1.4634234214780686,1.5095377032350454,1.426694795321248,1.5941963824759642,1.5687699214580542
2010-08-30,1.472725197747842,1.4315562055317657,1.472725197747842,1.5126098869981477,1.4313746462640473,1.6213740372678296,1.5939783382198236
2010-08-31,1.470311981639673,1.4294007778383053,1.470311981639673,1.511080392124929,1.4292556227024376,1.6148501548920742,1.5878357289234601
2010-09-01,1.4889131735368641,1.4516451472494816,1.4889131735368641,1.5335408766362602,1.4518673742623596,1.6089994547922504,1.5845598597895816
2010-09-02,1.5034859637633462,1.4646282670370985,1.5034859637633462,1.5486067830061412,1.4649370436807143,1.629149422489883,1.6044047633054166
2010-09-03,1.51370978261023,1.475868685045828,1.51370978261023,1.5616451975741472,1.4764258889225361,1.6304966277036903,1.6065529595973165
2010-09-06,1.5270741554050515,1.4874185743350619,1.5270741554050515,1.570751697657465,1.4876195419921225,1.6589897312079513,1.63344230334322
2010-09-07,1.5228214177248147,1.481829420116259,1.5228214177248147,1.564784113210804,1.4818413685555125,1.6619817737067248,1.6353728587465115
2010-09-08,1.5241379920611078,1.4837984476987367,1.5241379920611078,1.5677563340333789,1.484021812190703,1.6608479017840792,1.634119569214183
2010-09-09,1.520929467922948,1.4837968305284641,1.520929467922948,1.5686534217793504,1.4842402888650488,1.6348177264351953,1.6104585025610634
2010-09-10,1.525110644853016,1.487637298155108,1.525110644853016,1.5745786307586283,1.4881644116181825,1.6383950502285822,1.6140088753552593
2010-09-13,1.5453752810845431,1.5073903830646593,1.5453752810845431,1.5948766976525013,1.5080240928127284,1.6563803930057868,1.6315183643869249
2010-09-14,1.547169807425218,1.5090578968279187,1.547169807425218,1.5968175312825963,1.5097070842717861,1.657988681447692,1.6330165863796045
2010-09-15,1.5369369831485955,1.5015866092074546,1.5369369831485955,1.5914147802261462,1.5025680729410977,1.6326625010593143,1.609027899924024
2010-09-16,1.5226304407680817,1.4902805480776902,1.5226304407680817,1.5800914247365045,1.4914767206999149,1.6049324982778133,1.58249047651496
2010-09-17,1.5254386934802737,1.4926849117439533,1.5254386934802737,1.5822028340079255,1.493929304770186,1.6077567788382228,1.585207570100755
2010-09-20,1.5341157952666402,1.5039152837058551,1.5341157952666402,1.5929352013233022,1.5053591119581715,1.6040036677533338,1.5823965317036794
2010-09-21,1.5338633286514713,1.5029362172885516,1.5338633286514713,1.591119985796369,1.504299089151852,1.6075155309643596,1.585655450548945
2010-09-22,1.530518353241064,1.498879396651505,1.530518353241064,1.5869125860023063,1.5001676828859023,1.6069909876776005,1.5848844343782473
2010-09-23,1.5255506133755243,1.4935712679403268,1.5255506133755243,1.5793032442023873,1.49470984376623,1.6067067228394452,1.5837842574925876
2010-09-24,1.5389430979200436,1.5089233161992401,1.5389430979200436,1.5977586040568086,1.5104675511841905,1.609087023256788,1.5870115336793638
2010-09-27,1.5483434808479482,1.5151279324272684,1.5483434808479482,1.6056778380971417,1.5164866034299018,1.6329799645881462,1.6090198284009734
2010-09-28,1.5417756027561658,1.510171591314296,1.5417756027561658,1.6020529365348102,1.5117728170845721,1.6206262798898192,1.597502119623417
2010-09-29,1.5414943173556255,1.5100872350281747,1.5414943173556255,1.5991802950803689,1.5115756275731775,1.6181997856247714,1.5959583876419754
2010-09-30,1.5507722911886417,1.5175010031512735,1.5507722911886417,1.6046425090791798,1.518604573594793,1.6479963733147964,1.621596702270845
2010-10-01,1.5505480490373733,1.5178095202683408,1.5505480490373733,1.604433573526376,1.5189412630311407,1.6487190831392082,1.6215250863061765
2010-10-04,1.5475669334676496,1.514374194091347,1.5475669334676496,1.6003056496258679,1.5152988937982939,1.6473803519666543,1.620377373823713
2010-10-05,1.5617719817437257,1.5292579089188831,1.5617719817437257,1.6168086189195376,1.5306420341470106,1.6506326154666122,1.6252769508976348
2010-10-06,1.5667122168710101,1.5343541802408718,1.5667122168710101,1.6211958649204852,1.5354451179636384,1.650736555195391,1.6261021587433557
2010-10-07,1.5661563370185356,1.533713082968456,1.5661563370185356,1.6212528560640456,1.534833065272433,1.650577201937029,1.626394865357426
2010-10-08,1.588722159563336,1.5537319457939036,1.588722159563336,1.6386333450413626,1.5544298084629595,1.705518413991214,1.6737853050131215
2010-10-11,1.6077166931665914,1.5710214386892623,1.6077166931665914,1.6489528326245686,1.5709513620159716,1.7500666124847224,1.7126282738829675
2010-10-12,1.6135847341769796,1.5762128823382897,1.6135847341769796,1.652092039411946,1.5760915340418755,1.770226295813799,1.7264438148956398
2010-10-13,1.6382361196253161,1.600043069148942,1.6382361196253161,1.671544159153873,1.5995137788209455,1.7949134242384124,1.751671080565489
2010-10-14,1.6393686746263663,1.6021395225446706,1.6393686746263663,1.666078224533785,1.6010299010303533,1.7979024520097953,1.753882671806454
2010-10-15,1.656776535877207,1.6177960170292107,1.656776535877207,1.6750450082870498,1.6161939375224832,1.8501020120542047,1.7949967333274979
2010-10-18,1.6512778962122792,1.6136238901855366,1.6512778962122792,1.6698903140863375,1.6122167136132672,1.8403672335435628,1.783522101509487
2010-10-19,1.6614611265578918,1.6208676031070133,1.6614611265578918,1.6770933408905206,1.6187842638720709,1.872615021970158,1.8119070044569818
2010-10-20,1.6676527545653883,1.6268547525782784,1.6676527545653883,1.6824017605116217,1.6248922550849076,1.8841661736218274,1.8205701521495714
2010-10-21,1.6726949968077034,1.6319133782227417,1.6726949968077034,1.6895998122719886,1.630115037323056,1.8738520159193206,1.8115540382589386
2010-10-22,1.6730680286046613,1.6319395748318113,1.6730680286046613,1.6922701534027829,1.6304537458082753,1.8762602128528199,1.8135504950474497
2010-10-25,1.6959463717553622,1.6521020446089016,1.6959463717553622,1.708964600717521,1.650117939465247,1.9275174798181838,1.8583264861702389
2010-10-26,1.6938344100600635,1.6495535477834842,1.6938344100600635,1.7109098778589822,1.647955814997946,1.9196536489159022,1.8537242327771284
2010-10-27,1.6711137939338496,1.6284339077577759,1.6711137939338496,1.694553448412931,1.6274817309975296,1.8879574666223065,1.8243405474323153
2010-10-28,1.6745748662922022,1.6319950746866112,1.6745748662922022,1.6976374933024536,1.6310167961349384,1.8856323654453209,1.8249769338439086
2010-10-29,1.6696148217887323,1.6272168867828405,1.6696148217887323,1.6982073554997548,1.6266048228304706,1.876773338759578,1.8137672511264076
2010-11-01,1.6942490982403922,1.6493343131709797,1.6942490982403922,1.7205732697534661,1.6482655758603217,1.9232814295995313,1.8526008867744101
2010-11-02,1.6985607435928283,1.6546648739288405,1.6985607435928283,1.7258082024875452,1.6537870517656204,1.9206577477905542,1.848883306002689
2010-11-03,1.6975871359111816,1.6549356753140558,1.6975871359111816,1.7283541513345921,1.6542719969005146,1.900047377190203,1.8385216362405077
2010-11-04,1.7255003366638275,1.6822572474192605,1.7255003366638275,1.7601085026441148,1.681711771157921,1.9333458772407641,1.8677649630736093
2010-11-05,1.738565937356148,1.6943520319622372,1.738565937356148,1.7748475206385705,1.6937213489933998,1.9537426915954024,1.887010950500196
2010-11-08,1.7454536446354656,1.699800881506873,1.7454536446354656,1.784630544985938,1.6992817911893596,1.9671270777208607,1.899924379511847
2010-11-09,1.7389922892658138,1.6934090703407094,1.7389922892658138,1.7793768331012594,1.6928820632375345,1.9545428474528823,1.8859595707501207
2010-11-10,1.729455029953278,1.6841868324820053,1.729455029953278,1.7749796328551717,1.6842952948369072,1.941848418464258,1.8751837823460547
2010-11-11,1.7317534850871423,1.686311324591403,1.7317534850871423,1.772919445895271,1.6859450871994068,1.94638064477214,1.8805966130604785
2010-11-12,1.67841204830474,1.6392021012423976,1.67841204830474,1.726627300632863,1.6394043469733748,1.8367297922703656,1.7880603370743096
2010-11-15,1.683239361383098,1.6429136850783874,1.683239361383098,1.7358421326701752,1.6432314101685943,1.8482247904980913,1.7962031432807266
2010-11-16,1.6368854280083278,1.59960648326899,1.6368854280083278,1.6959694485919565,1.6005085279463482,1.7720961711945982,1.729726047504003
2010-11-17,1.6186413528403758,1.5839714464837922,1.6186413528403758,1.6744530928212076,1.5848975740054034,1.7395693614688006,1.7008101752045948
2010-11-18,1.6459795040331293,1.610563468582546,1.6459795040331293,1.702283869668033,1.6114982955474286,1.7643753296997184,1.7268877980276902
2010-11-19,1.6536919097816711,1.6166047330331303,1.6536919097816711,1.714677066203647,1.6178269403868173,1.7793394305488175,1.7404308595663243
2010-11-22,1.6506544678096098,1.6131251859155915,1.6506544678096098,1.7159367397281424,1.614788454113489,1.7755868808679074,1.7378128521061036
2010-11-23,1.6177057776548642,1.5812273439816267,1.6177057776548642,1.6834559139522538,1.5830662360125372,1.7400344705226587,1.70488024910399
2010-11-24,1.6438158579187983,1.606083148466602,1.6438158579187983,1.7106249426914337,1.608025964389238,1.7778446457829993,1.7397552910926963
2010-11-25,1.6556480287536068,1.6169126887277323,1.6556480287536068,1.7183717422892966,1.6184804025434016,1.8016023243290686,1.7587921672380686
2010-11-26,1.6433667082986902,1.605160382828827,1.6433667082986902,1.7067604150942066,1.6067970463222447,1.7864671474275093,1.7452172096533358
2010-11-29,1.639504114250299,1.6003036042371312,1.639504114250299,1.7074578489069918,1.6022572148303973,1.7821138216002808,1.7433768386816577
2010-11-30,1.6184792840262712,1.5814506507509123,1.6184792840262712,1.6848380566943637,1.5833198227102854,1.7542860940689966,1.7162471776094654
2010-12-01,1.6372426875288597,1.6014936135914546,1.6372426875288597,1.7075055618577544,1.6036971013174177,1.7576714173411925,1.7243705041422772
2010-12-02,1.655941085554343,1.6203699936606575,1.655941085554343,1.7248444848563582,1.622509871703402,1.77029608724319,1.7376156864457692
2010-12-03,1.6540285708964595,1.6186208043130839,1.6540285708964595,1.7223341816788218,1.6208132299634321,1.7718655205535438,1.7400467084524727
2010-12-06,1.652133811208662,1.6174072103293833,1.652133811208662,1.7160761411724355,1.619279934108009,1.7760089900886986,1.7430654629841564
2010-12-07,1.6646516826368822,1.6289987273076347,1.6646516826368822,1.726677729086192,1.6306277251252344,1.794178215700079,1.7609595459313356
2010-12-08,1.659529683446475,1.6238563376490327,1.659529683446475,1.7229887425894175,1.625852422845861,1.7799570192583711,1.7475702422943888
2010-12-09,1.651912771278908,1.6179966066686928,1.651912771278908,1.717658197339351,1.620224951334506,1.7562944591279805,1.727236873267843
2010-12-10,1.6614377592071652,1.626835210281338,1.6614377592071652,1.729394032454472,1.629181079745992,1.7764056891864493,1.7449807288018868
2010-12-13,1.6841802960606076,1.646841788591904,1.6841802960606076,1.7461536649487839,1.64853043197842,1.8262357985885644,1.784671894259076
2010-12-14,1.6899991559726433,1.6521914632725225,1.6899991559726433,1.7533949568266787,1.6539509301596536,1.831070560494268,1.78813600508283
2010-12-15,1.678035164353001,1.6405221581473937,1.678035164353001,1.7412479239350642,1.6423504923121701,1.8193599992706404,1.7752835545977375
2010-12-16,1.6729764208300766,1.636098028839609,1.6729764208300766,1.737859148582257,1.638305204273569,1.811423615736027,1.767019586868639
2010-12-17,1.6715226769652374,1.634710017964115,1.6715226769652374,1.7382238225393931,1.637092261342995,1.8090303701789288,1.765163520112787
2010-12-20,1.6641004134807542,1.6287873339794767,1.6641004134807542,1.7333157333640572,1.6314322887669161,1.786092578364985,1.7447416900855455
2010-12-21,1.6879783957311927,1.6513099806137532,1.6879783957311927,1.7527767328853452,1.6535210008990529,1.823263530191931,1.7788585892298956
2010-12-22,1.6830802729293266,1.6476321491033727,1.6830802729293266,1.7495317458642754,1.6500271340981985,1.806936165883979,1.7641869459620723
2010-12-23,1.6743223131610618,1.6400205325686843,1.6743223131610618,1.737855018850884,1.6422784620908828,1.793403708112323,1.7520625921314996
2010-12-24,1.6675888837489667,1.6344046570100703,1.6675888837489667,1.729978948085482,1.6366251236372946,1.7807227060547937,1.7432843128212983
2010-12-27,1.6513427102407587,1.620304524764047,1.6513427102407587,1.7141054812227186,1.6227557974814537,1.7491412483103244,1.7147702580885598
2010-12-28,1.6367641561190385,1.607576562051364,1.6367641561190385,1.6997328911515084,1.610171389624717,1.721374444736898,1.6899243307368332
2010-12-29,1.6475120443983196,1.6173877642899497,1.6475120443983196,1.7142221355465368,1.6200919599495343,1.7300635117726006,1.6996826425817906
2010-12-30,1.6446744004223706,1.6141992604604716,1.6446744004223706,1.7114430435892238,1.616990290136896,1.7307273917495856,1.697959410707113
2010-12-31,1.656576831532515,1.6232627963523,1.656576831532515,1.7218187078680032,1.625934994449578,1.7617184268356125,1.7253126833417987
2011-01-03,1.6689818809727652,1.6363074697533397,1.6689818809727652,1.7390458559315358,1.639260166659163,1.7656658684204698,1.7312463579818271
2011-01-04,1.6857555373087243,1.6515892502740188,1.6857555373087243,1.7494753483130836,1.654026974587424,1.7954475080541699,1.7574770501510026
2011-01-05,1.6854166085012232,1.651986286211509,1.6854166085012232,1.7539229236888731,1.6548248807246744,1.7893459027250966,1.752519010190141
2011-01-06,1.682536367859012,1.6497232613346262,1.682536367859012,1.7521483003243528,1.6526119847937792,1.782270526815714,1.745651615577581
2011-01-07,1.678334690710629,1.6453595171647066,1.678334690710629,1.7460180678676414,1.6481295760107169,1.7845661629476932,1.7469459161980156
2011-01-10,1.6607203298918936,1.6296156497649743,1.6607203298918936,1.7282549898216684,1.6325208634390194,1.7554055626632452,1.7208863533150058
2011-01-11,1.6702823466342447,1.6397821908084664,1.6702823466342447,1.73454678500139,1.642358537924317,1.7652854795565274,1.730569239840329
2011-01-12,1.6879432113924415,1.6574779612050414,1.6879432113924415,1.7539995751682735,1.660011902223608,1.777115849487323,1.7435711758055419
2011-01-13,1.689222078193388,1.6585385825643417,1.689222078193388,1.755439201715496,1.6610269638270403,1.7770375809605117,1.7435768417306
2011-01-14,1.6814830125177815,1.6527488980020086,1.6814830125177815,1.7505504167557102,1.6555258759375822,1.7541293521879004,1.7249576694978397
2011-01-17,1.653228943359896,1.628999597444998,1.653228943359896,1.7271948342296077,1.6321012761416942,1.6961824917102162,1.6742526933974753
2011-01-18,1.6591158742760246,1.6351930804676293,1.6591158742760246,1.7317229701063728,1.6381979366689754,1.6988552606117795,1.6766901409687807
2011-01-19,1.6688802576498283,1.6417154185796123,1.6688802576498283,1.7389405122788961,1.6443592813958763,1.730431386102057,1.7037613233244329
2011-01-20,1.6358303029789825,1.6115454050122617,1.6358303029789825,1.7108763393179989,1.6146002271706754,1.6788198502583749,1.6584165223250977
2011-01-21,1.6430983722762844,1.617701753203829,1.6430983722762844,1.7142332724477887,1.6204181305626968,1.6961201361485028,1.6738079092957605
2011-01-24,1.637261164158199,1.613908549757567,1.637261164158199,1.7073247734506307,1.6166750163432944,1.6822104158797428,1.6614188489317048
2011-01-25,1.6322799433450779,1.6095610324718828,1.6322799433450779,1.7014625274108446,1.612286757544694,1.6744682512846738,1.654547180229879
2011-01-26,1.6460929644511506,1.622521929450896,1.6460929644511506,1.7154155922922583,1.6252783722814987,1.6955745603472168,1.6734353446278787
2011-01-27,1.658249261774979,1.6328257009022686,1.658249261774979,1.7264517036273432,1.6355611829188212,1.7194534876313838,1.6939068875303271
2011-01-28,1.6473984226844587,1.620235595069096,1.6473984226844587,1.7126505784213135,1.6226057325082854,1.7203749245138005,1.692326506510374
2011-01-31,1.6540121829040089,1.6254733116020827,1.6540121829040089,1.7201129851749528,1.6280497203095659,1.7397417967851718,1.7101114565585083
2011-02-01,1.6675018418557566,1.639833896121849,1.6675018418557566,1.7367608782870547,1.6427202492611495,1.7428302309538426,1.7148299568836138
2011-02-02,1.672714040074806,1.6455994627584714,1.672714040074806,1.7423470937917047,1.6483534010450294,1.7442977022666175,1.716589785848707
2011-02-03,1.6730987956640366,1.6460063350000966,1.6730987956640366,1.743753985125562,1.6488416416155,1.744548997328125,1.7172121488796828
2011-02-04,1.6744997986532788,1.6478013235839586,1.6744997986532788,1.7459666958198128,1.6507382417438647,1.7453633277985725,1.7179944880576536
2011-02-07,1.6753422428710742,1.6488513329897074,1.6753422428710742,1.7456468294420895,1.6518174476274772,1.7441955111732477,1.7164775889071096
2011-02-08,1.6796220549512604,1.6533534321516885,1.6796220549512604,1.7491369300936972,1.6563372088222006,1.7456397243695114,1.7187481101252904
2011-02-09,1.6651599735564546,1.6396653231159326,1.6651599735564546,1.7379796335295215,1.6429103448173072,1.7257431384028938,1.6997871120246706
2011-02-10,1.6734172556461158,1.644748231337433,1.6734172556461158,1.7430996771879192,1.647936387919951,1.753871032856337,1.7223139336057327
2011-02-11,1.6826538818743744,1.6537458227565478,1.6826538818743744,1.7539118691986049,1.6570769505850522,1.7634214752364779,1.7314736949448974
2011-02-14,1.7085179400469614,1.6766344322863849,1.7085179400469614,1.772442261270141,1.6794370075131182,1.8135561086239473,1.7765435576924242
2011-02-15,1.703484629813438,1.671254996655913,1.703484629813438,1.7663068417486318,1.6739948010074805,1.8112219019587497,1.7734977054782026
2011-02-16,1.7193255526467157,1.6861481757883596,1.7193255526467157,1.7839881187411792,1.6890203186007977,1.8283483580396716,1.7899202998682124
2011-02-17,1.7222119061740795,1.689215581196672,1.7222119061740795,1.7912463158085976,1.6923571809954707,1.828594686685213,1.7915789406000238
2011-02-18,1.720717598514595,1.6892148477306055,1.720717598514595,1.7934699813596573,1.6924922630340762,1.8142216854804056,1.7808901818670753
2011-02-21,1.7247929718734398,1.6906257196137633,1.7247929718734398,1.7985439854664262,1.6941031592634885,1.8346548123438304,1.7976243151592433
2011-02-22,1.687927814464671,1.656440684549923,1.687927814464671,1.7586156041700385,1.6595542180111693,1.7836740101023028,1.749929338915555
2011-02-23,1.680755419279427,1.647773443178739,1.680755419279427,1.754077715239407,1.6510317243501198,1.785803142015345,1.7507110266533397
2011-02-24,1.6792909149454902,1.6451715610445858,1.6792909149454902,1.7524019422972494,1.648611059770996,1.7919851128569673,1.7538343914960444
2011-02-25,1.6957690024798409,1.6622987157244824,1.6957690024798409,1.7707957434112995,1.6658664835583863,1.7994213529132936,1.762647281211546
2011-02-28,1.713393281504377,1.6786227692463427,1.713393281504377,1.7877469244925601,1.6820291637258533,1.8220773943933533,1.7848975896073092
2011-03-01,1.710868107197992,1.6745022230676474,1.710868107197992,1.7814588841080237,1.6774723037584844,1.8280624943967367,1.7885189569338662
2011-03-02,1.7023152820854823,1.6662656145599068,1.7023152820854823,1.7733847764559223,1.6694698452021473,1.8217630615671212,1.7822299592901816
2011-03-03,1.709117666942148,1.675300733037789,1.709117666942148,1.7803352301728033,1.678681187040843,1.8155512748026639,1.7803530050210499
2011-03-04,1.71725257296184,1.6818640493148216,1.71725257296184,1.7855079765645572,1.6849359523183862,1.8395882110626836,1.8006149797074946
2011-03-07,1.7222643439658627,1.684472329792894,1.7222643439658627,1.7836480497548717,1.686975274136425,1.8676831247718735,1.8236058760704847
2011-03-08,1.7317021514652702,1.6941445082081534,1.7317021514652702,1.7984975509702457,1.696955096806888,1.871600272683347,1.8295643334845342
2011-03-09,1.7312655480018022,1.693230057742867,1.7312655480018022,1.7992449548971865,1.6960742004861353,1.872276909402234,1.8309637224093875
2011-03-10,1.7076068039815333,1.669971790254365,1.7076068039815333,1.7764606224205521,1.6727856479716074,1.8408827437886186,1.8007698045985296
2011-03-11,1.6954199482137802,1.6585603400226405,1.6954199482137802,1.7698739525483391,1.6620011554278242,1.8233361043442402,1.7854155085755086
2011-03-14,1.6938388033642677,1.65567564040302,1.6938388033642677,1.7688940534072273,1.6591871759464083,1.8304239589929152,1.7911579589063131
2011-03-15,1.6607727459998625,1.6230929801570475,1.6607727459998625,1.7368379550455546,1.6269412328341424,1.7965388658915555,1.75846418369822
2011-03-16,1.6555122547380736,1.6152915420326028,1.6555122547380736,1.727343322474746,1.6187435046635583,1.8149803437817298,1.7716279613680492
2011-03-17,1.6500658818903289,1.6126791470761106,1.6500658818903289,1.7214768327830117,1.6162410962910758,1.7911907248899714,1.7529311485014365
2011-03-18,1.6594915633761143,1.6210368465155,1.6594915633761143,1.729863655739507,1.6245277077502616,1.8001018634293229,1.7613201387076554
2011-03-21,1.676319187751915,1.6393842139443644,1.676319187751915,1.7494433531959641,1.6429899593963753,1.8013675394714068,1.7658839234878718
2011-03-22,1.6786848319966177,1.641226858867966,1.6786848319966177,1.7504006546270447,1.6446666142473194,1.80948599590463,1.7730682482929812
2011-03-23,1.6893089575700793,1.6506050318501946,1.6893089575700793,1.7595666494105653,1.6539986283550294,1.8298926346722586,1.790417450728598
2011-03-24,1.6999056123647969,1.662353875465798,1.6999056123647969,1.7732400777298962,1.665962862150405,1.8268760065085536,1.7894011758116892
2011-03-25,1.7127542492484646,1.6742475092440585,1.7127542492484646,1.7842978281192472,1.6776807283395634,1.8489680465469722,1.8096191525648448
2011-03-28,1.7094199561109829,1.670937925097944,1.7094199561109829,1.7797100720891728,1.6742423713253898,1.8457606818125485,1.8061856285314422
2011-03-29,1.706352734317793,1.6695995517316982,1.706352734317793,1.7777442893229076,1.6730837106823988,1.8317910068445349,1.7952651027395945
2011-03-30,1.717213390285141,1.6815578788991332,1.717213390285141,1.7890427080082567,1.6849273284918802,1.8347886003927998,1.800420562321336
2011-03-31,1.7106678505019066,1.6761970733606386,1.7106678505019066,1.784066021039293,1.679601628132387,1.8210942804456058,1.7863237873915512
2011-04-01,1.7328662929890728,1.6977346711839114,1.7328662929890728,1.8036171543115618,1.7007974896193283,1.846634739955566,1.8110596261502088
2011-04-04,1.7368756245772536,1.7022307596097837,1.7368756245772536,1.8091497319048377,1.7052445425890077,1.8479043132486224,1.812098741887416
2011-04-05,1.73619242722707,1.7015728292535308,1.73619242722707,1.8090547837216249,1.7046194142573605,1.8478286929292889,1.812236729391225
2011-04-06,1.7465492750854952,1.7116224236255593,1.7465492750854952,1.8147710545111606,1.7143107821473544,1.8665972046923973,1.8306661184537003
2011-04-07,1.746906139452117,1.7109876163121316,1.746906139452117,1.815042698437665,1.7137303058046394,1.8715926030649994,1.8358817771659386
