,EW,EV,MV,MD,RP,PCRP,HPCRP
2018-10-23,2.2134488609147778,2.267581259029515,2.2134488609147778,2.8162407362804123,2.313786724808234,2.1611181786290947,1.9995098034940455
2018-10-24,2.1957180636299785,2.2468496413968633,2.1957180636299785,2.782977320569839,2.2909205250830973,2.1531732065833045,1.9889492780284406
2018-10-25,2.208830167798153,2.262650808525672,2.208830167798153,2.804219721649809,2.3078051396993726,2.162182698315681,1.9955333106408886
2018-10-26,2.187032373383765,2.2392900186998643,2.187032373383765,2.7751238386051678,2.2836646468802257,2.1442486475818137,1.9807982535965523
2018-10-29,2.1674558925665717,2.2189421111767516,2.1674558925665717,2.7489040762413475,2.262695393798672,2.092698790391264,1.9386730532786236
2018-10-30,2.17829313037018,2.2316513653454617,2.17829313037018,2.768581842974792,2.2763406782471276,2.111414040993945,1.9561321554589635
2018-10-31,2.212121721296147,2.26590329862905,2.212121721296147,2.8115512868848067,2.311279244355428,2.1425070977554257,1.9836274466710255
2018-11-01,2.229512987974852,2.2834446033305835,2.229512987974852,2.8350209294699455,2.3295869762793124,2.161027104741303,2.0003311760261586
2018-11-02,2.272286427894967,2.3226037289073793,2.272286427894967,2.878471630659111,2.368245044194598,2.225424938513039,2.0571050100740758
2018-11-05,2.2605425245824082,2.3117643849576086,2.2605425245824082,2.8657557860585428,2.3576249493853494,2.206786968004687,2.0465994288704135
2018-11-06,2.259670544446525,2.3107572813753836,2.259670544446525,2.868285093509857,2.3570824266733306,2.1987711166979995,2.0406659397491103
2018-11-07,2.271436065501242,2.324982081996307,2.271436065501242,2.889130255547602,2.372521181746514,2.194341987088326,2.040185943774911
2018-11-08,2.267908110756183,2.3213661986285024,2.267908110756183,2.8836725136564207,2.368587036077082,2.188288865222168,2.0349977061288733
2018-11-09,2.2413023544688198,2.2943888620291495,2.2413023544688198,2.849193421382395,2.3411090995093753,2.157483346069895,2.009914515744613
2018-11-12,2.238535935367476,2.2882525099879687,2.238535935367476,2.8401077689679988,2.3341211315800736,2.169496328140771,2.026058170100762
2018-11-13,2.2553028252034086,2.303829697911214,2.2553028252034086,2.8583617858843042,2.349737281452756,2.1891321696035986,2.045349976880841
2018-11-14,2.2393732831765516,2.287253750586697,2.2393732831765516,2.838178151846158,2.3328394484196293,2.1688011581828808,2.0270965819636997
2018-11-15,2.2597453530992584,2.3078547510388385,2.2597453530992584,2.8704131368434322,2.3544349993309774,2.1937425447318883,2.049841863618579
2018-11-16,2.2642445731791745,2.31191643524488,2.2642445731791745,2.875942812319204,2.358622412000607,2.201745006367113,2.05782244253112
2018-11-19,2.2598394960703763,2.305601982257702,2.2598394960703763,2.863138819059419,2.350946253615218,2.2147611195407335,2.0652851408128994
2018-11-20,2.217810181315831,2.2634230076118245,2.217810181315831,2.809095298553849,2.307758985660844,2.1662916786748663,2.0199424934213277
2018-11-21,2.2323436373840524,2.2783638955604806,2.2323436373840524,2.826718297969475,2.3228914955888085,2.175357689585211,2.0266149908016433
2018-11-22,2.2235234304608107,2.269311373999212,2.2235234304608107,2.818634688966034,2.314030418319921,2.168019982866258,2.0201812558904515
2018-11-23,2.1984496296648564,2.245034280534385,2.1984496296648564,2.784019323586175,2.2889685334160177,2.130207528809761,1.9794211480989672
2018-11-26,2.218113255201206,2.2659060106394704,2.218113255201206,2.8121062291734766,2.3106296334379866,2.137648689450534,1.9852499785095603
2018-11-27,2.2170477257483765,2.264809201266592,2.2170477257483765,2.8124869471364162,2.309782095388305,2.134761465016846,1.986231673112365
2018-11-28,2.2427072085918565,2.2920175850998055,2.2427072085918565,2.8515853341172193,2.3385085998757056,2.1643732028077576,2.015382388086296
2018-11-29,2.228059081882961,2.278312517652694,2.228059081882961,2.832156532420295,2.3243861053185193,2.140821147699856,1.9918430606864654
2018-11-30,2.238101363447285,2.288775636634085,2.238101363447285,2.846084189762879,2.3353221832119155,2.160683047350428,2.0106768297634505
2018-12-03,2.285702579485077,2.3356623728579344,2.285702579485077,2.903926354773218,2.3829313253094506,2.216597975027242,2.062034411905425
2018-12-04,2.2694062212069017,2.315561814165371,2.2694062212069017,2.8739102430642647,2.3609583509965963,2.2111565973324625,2.054381557601289
2018-12-05,2.2511709171211294,2.298118180590542,2.2511709171211294,2.8537387949366333,2.3436735571490077,2.198754568510851,2.0453072358631745
2018-12-06,2.203051830167762,2.2513636877114833,2.203051830167762,2.805834205786456,2.297490151137555,2.1541093926953443,2.005622051852929
2018-12-07,2.1922474849900757,2.238841157811198,2.1922474849900757,2.78448586926047,2.2834438345436516,2.1471526798178258,1.996403425954084
2018-12-10,2.1729134282826195,2.220642066858383,2.1729134282826195,2.7668253050955514,2.2656625539870583,2.1254898164613714,1.9774399643953628
2018-12-11,2.185610519250968,2.233325092450317,2.185610519250968,2.7805771976387725,2.2783007084616487,2.135840006148747,1.9865911747394402
2018-12-12,2.2057955420658435,2.253341722312073,2.2057955420658435,2.801741780581545,2.2983575973874326,2.147645575474354,1.9948094611404255
2018-12-13,2.2206695142240895,2.2673258372633702,2.2206695142240895,2.817469927792501,2.312200823429504,2.174431045924587,2.0170830936774244
2018-12-14,2.1857542015854574,2.2320675349604477,2.1857542015854574,2.770273442484795,2.275698727502444,2.138596629385034,1.9796577184132522
2018-12-17,2.16956781015457,2.213770849422416,2.16956781015457,2.7460158376870307,2.256330284675181,2.130405180215507,1.9683866617402788
2018-12-18,2.154533522393349,2.1991584442364243,2.154533522393349,2.731169562520158,2.2420244276647328,2.112258035264707,1.9523481161239575
2018-12-19,2.140044077345398,2.183659306648448,2.140044077345398,2.7074174054383993,2.2253656242325035,2.089153358497359,1.9281514813932008
2018-12-20,2.1185721162978766,2.1606318359765235,2.1185721162978766,2.679429747228118,2.201858900064386,2.070298182052469,1.9131740601849663
2018-12-21,2.1024073694796415,2.1421501659021116,2.1024073694796415,2.652548616829948,2.182051955098032,2.0457288343930995,1.8897319598935536
2018-12-24,2.091967329143718,2.128956544712831,2.091967329143718,2.633818399478345,2.167814628247923,2.0455756339476805,1.8869465093555646
2018-12-25,2.0859396663660217,2.1232321845051376,2.0859396663660217,2.6256175757791738,2.161983877567184,2.0346844497549905,1.8773787990429947
2018-12-26,2.1022764105993192,2.1445075660485178,2.1022764105993192,2.6637814319761572,2.186075556805576,2.0377260945172053,1.8842014241573242
2018-12-27,2.0881366129013834,2.1317760811905693,2.0881366129013834,2.6517621887152796,2.1737424581210756,2.028316115097785,1.8756200511684278
2018-12-28,2.102765309981547,2.1468765870918842,2.102765309981547,2.666242296500036,2.1885272827682902,2.041414519336943,1.8839732632578117
2018-12-31,2.112914188849467,2.157397219619189,2.112914188849467,2.674830406937804,2.199389541858002,2.0441475069890713,1.8862543561423213
2019-01-02,2.0928639081867644,2.13903274553244,2.0928639081867644,2.6658090284298424,2.182781851492338,2.0174438235771306,1.8600321525199852
2019-01-03,2.07240237675078,2.1168727040637414,2.07240237675078,2.6329391582665598,2.1579326453079117,2.010626033669697,1.855658430422369
2019-01-04,2.1283641390273496,2.174190700617973,2.1283641390273496,2.708309031229166,2.2177312821431947,2.059718020698125,1.9001034521367555
2019-01-07,2.1414787085670426,2.1847279793430996,2.1414787085670426,2.7255478948079257,2.2286583656243497,2.073369598352023,1.9140281585237562
2019-01-08,2.148736796061303,2.193917433256245,2.148736796061303,2.7394306315072936,2.2390241965454494,2.071325523322179,1.9109313567025021
2019-01-09,2.1708613951632163,2.215961774474933,2.1708613951632163,2.7627177742202793,2.260759363381376,2.0915086595890475,1.9305223685372201
2019-01-10,2.173657836972704,2.219374258520699,2.173657836972704,2.77089368642695,2.2647478887438344,2.0884504306471907,1.9281169078912157
2019-01-11,2.179201256111153,2.222992216135891,2.179201256111153,2.773084495434275,2.2677298073550336,2.101663202030317,1.9413104350649468
2019-01-14,2.1606110854798244,2.20476297689199,2.1606110854798244,2.747911626372407,2.2494030514499443,2.0839880726659845,1.92398836375845
2019-01-15,2.1910996335791344,2.233249889681702,2.1910996335791344,2.783776264206456,2.2779983631725265,2.12200356821694,1.9601817952592935
2019-01-16,2.193814875133025,2.236061017243799,2.193814875133025,2.7817343528965375,2.2807799568932285,2.1228868474339917,1.9610571581322556
2019-01-17,2.1878154239194725,2.2304685817185437,2.1878154239194725,2.7783115755287757,2.276355233644738,2.1120720360255434,1.950717759778775
2019-01-18,2.222306520142768,2.266801496885283,2.222306520142768,2.819516445210051,2.3131116711642847,2.1483913761327114,1.98396986138926
2019-01-21,2.2277901144340633,2.2709450647956544,2.2277901144340633,2.824883157768004,2.316834902881114,2.1590205911563287,1.994705958869211
2019-01-22,2.202826394473284,2.2468836209140592,2.202826394473284,2.7870286031182556,2.2916660707624676,2.1314490249065816,1.9687585508417702
2019-01-23,2.2014834715051146,2.244524973109701,2.2014834715051146,2.780839989895868,2.2893207079886695,2.1305118887409678,1.9682196357207489
2019-01-24,2.2114553567785906,2.2538210332484416,2.2114553567785906,2.7893933160527804,2.2985256064029076,2.1421102316648977,1.9790801485474077
2019-01-25,2.2310015532356484,2.273611846998368,2.2310015532356484,2.805859234066492,2.318567752423352,2.158548939722123,1.9945218262801474
2019-01-28,2.221610845400069,2.262820555414317,2.221610845400069,2.786297838883491,2.3066697597379395,2.156411809607521,1.9933686734794018
2019-01-29,2.222167745460604,2.2658409841400706,2.222167745460604,2.7864525618051017,2.3093224167207858,2.1605969745278952,1.9960594232730735
2019-01-30,2.228443117197118,2.275121315217595,2.228443117197118,2.8124502641292746,2.321093907743783,2.1476150428461933,1.9824971306238701
2019-01-31,2.2433844127223863,2.2898055587610426,2.2433844127223863,2.830819137716054,2.3362875357237187,2.166319692133004,1.9999271107977126
2019-02-01,2.26180792601059,2.3064360653039997,2.26180792601059,2.8507296713194035,2.352126608076617,2.1963198938397537,2.028222163990122
2019-02-04,2.2650471059168975,2.309479691787433,2.2650471059168975,2.8620170036739006,2.3562538634784223,2.1966430348985466,2.0280812028200694
2019-02-05,2.278688973592424,2.326971264206939,2.278688973592424,2.8886481649343394,2.374677737654856,2.198723271900628,2.0287428110101726
2019-02-06,2.276391398435314,2.3244156674223015,2.276391398435314,2.8844641735413203,2.371781307310875,2.1984609983995846,2.0285493135984396
2019-02-07,2.2603812499177067,2.3048286609910886,2.2603812499177067,2.8608012262003877,2.3509086075127112,2.1958295664246115,2.0274372942903183
2019-02-08,2.2552058300236544,2.298675172658385,2.2552058300236544,2.856403248134596,2.344950806220314,2.1952575513340262,2.026016842650546
2019-02-11,2.281559499042421,2.32365597445592,2.281559499042421,2.8825589199508364,2.3690020973783046,2.2332458353053877,2.0611961841746256
2019-02-12,2.298009964941402,2.339980768998827,2.298009964941402,2.9021852107746033,2.386420282792165,2.249580883987558,2.075816946706275
2019-02-13,2.323076722038634,2.363260847229051,2.323076722038634,2.9268097937373994,2.4087394640499498,2.2901993286984976,2.1145887512357113
2019-02-14,2.322054359415876,2.3613706979790097,2.322054359415876,2.9284986562849387,2.406737881523643,2.2930433444703073,2.117212842644569
2019-02-15,2.3136861179313186,2.3583289746851324,2.3136861179313186,2.9271249865785385,2.4060536966691006,2.2586794531796652,2.0819393677731566
2019-02-18,2.3491519951175057,2.388397107977246,2.3491519951175057,2.9537325182909187,2.433965363157533,2.324539276335549,2.1449550698036455
2019-02-19,2.3464776431941483,2.3852394561583035,2.3464776431941483,2.9499031984172848,2.4310867670721006,2.321015783961515,2.1417560001542375
2019-02-20,2.3582820678083958,2.397965742455311,2.3582820678083958,2.961163598489831,2.4435382715783898,2.329521793360458,2.149929339774675
2019-02-21,2.3551915009966184,2.39437751511152,2.3551915009966184,2.949752677444744,2.4393467741026558,2.3242706564413087,2.1460544518266205
2019-02-22,2.3831023568987386,2.4191416510692254,2.3831023568987386,2.9793125103872673,2.463652119205772,2.372224595784881,2.1916219758115454
2019-02-25,2.441500733335759,2.468853363530789,2.441500733335759,3.0319073516741954,2.5103284936634607,2.496506370245882,2.3099424928238927
2019-02-26,2.429732477604684,2.4583470774222898,2.429732477604684,3.0198109094298937,2.5004533527515216,2.4716062447865834,2.286217580652878
2019-02-27,2.4230713769591805,2.451324634204285,2.4230713769591805,3.0121713368749203,2.4935629967900277,2.467066191143544,2.2807409183592435
2019-02-28,2.4192206731623247,2.4475266261667303,2.4192206731623247,3.0039916634807673,2.4895537256562585,2.4621348099769076,2.2751055609371282
2019-03-01,2.4463244008694103,2.472788771851439,2.4463244008694103,3.031010328584003,2.514398329760466,2.5088118001590765,2.319363160717126
2019-03-04,2.4619207483339274,2.486336492027782,2.4619207483339274,3.044342565636385,2.5267170689137037,2.5366631553896575,2.345888430304195
2019-03-05,2.476313000691371,2.4990972193096943,2.476313000691371,3.0643758371404846,2.538980209100753,2.5535568112516502,2.36235804459289
2019-03-06,2.4819301397050366,2.5029241518835788,2.4819301397050366,3.0675515184488766,2.5414228120849125,2.5736631255346163,2.3815105711800943
2019-03-07,2.465819629837253,2.486511925453153,2.465819629837253,3.050374156996184,2.5245778257113938,2.5528195383124017,2.362264268977116
2019-03-08,2.4170252709009876,2.442926794267753,2.4170252709009876,3.004411607979324,2.483451340446724,2.460937360733925,2.273904299839727
2019-03-11,2.456162540972678,2.4781824453616297,2.456162540972678,3.052495966745812,2.519217009560244,2.5103962205652133,2.3207568235749005
2019-03-12,2.474729073032287,2.4945365849103602,2.474729073032287,3.0733279010109755,2.535060462341786,2.5291345599105752,2.340095054781997
2019-03-13,2.466187146764337,2.489540131291514,2.466187146764337,3.0687033019009675,2.5315744090831513,2.509075238017268,2.3193566573524267
2019-03-14,2.4593156141608516,2.4858503687830686,2.4593156141608516,3.060133342874074,2.528088551020731,2.4918643508472362,2.3024541357898505
2019-03-15,2.4808021458973024,2.506943316507635,2.4808021458973024,3.083887696146417,2.549110225794961,2.5213896565005367,2.329392298048039
2019-03-18,2.515728080513814,2.537909967421306,2.515728080513814,3.1204830165853434,2.578711433069752,2.5860128505329025,2.390695482172649
2019-03-19,2.5188135466573436,2.542144251804123,2.5188135466573436,3.1271302749713477,2.5832018829438885,2.5775918358542413,2.383224795039908
2019-03-20,2.508913447752911,2.5307032888429006,2.508913447752911,3.1196641651353216,2.5717862805933347,2.5764509036312875,2.382076387705039
2019-03-21,2.5158341573877308,2.5373902779012285,2.5158341573877308,3.1447800989549526,2.580281087285675,2.5798373016062532,2.384646953003174
2019-03-22,2.4934176353049975,2.510702504054703,2.4934176353049975,3.1013506762495386,2.5508076163183118,2.5752116684820106,2.3825012856940084
2019-03-25,2.462537085012262,2.4831733160775786,2.462537085012262,3.075837129010321,2.5250800120746404,2.521254647778814,2.329828380732897
2019-03-26,2.4559478939768375,2.4805825207129106,2.4559478939768375,3.070234632983972,2.52393561942078,2.494940845051037,2.303519648433834
2019-03-27,2.4658778771319754,2.488531852967475,2.4658778771319754,3.0745121787137717,2.5304611114281643,2.5200562904824233,2.327881082443038
2019-03-28,2.462639106091756,2.4870422933865615,2.462639106091756,3.07485197947384,2.5297556312730367,2.509665365929288,2.3175109304335977
2019-03-29,2.508375043797075,2.528437496531971,2.508375043797075,3.1189051299109445,2.569771682873255,2.596532564589392,2.397779269485806
2019-04-01,2.5554270917342525,2.571609760974153,2.5554270917342525,3.1676022411144467,2.612352931971435,2.662701576677631,2.460042924683289
2019-04-02,2.5609153707251933,2.5785571145058315,2.5609153707251933,3.1820171900018166,2.619625087964265,2.6625081070841965,2.45942846060169
2019-04-03,2.5853790759650215,2.6025660167154885,2.5853790759650215,3.2062424862034073,2.6430801568772324,2.6945261361818287,2.4902356643280505
2019-04-04,2.593088901077615,2.608829756675645,2.593088901077615,3.210051360760217,2.6489588752110524,2.7172661188797345,2.5113994071183
2019-04-05,2.597976543087888,2.614535890004943,2.597976543087888,3.22205510310544,2.6554034128251125,2.718006600919457,2.5116880300661912
2019-04-08,2.599010038634566,2.615539486742113,2.599010038634566,3.224881508107918,2.65645459441842,2.7149886779307804,2.5099454030555863
2019-04-09,2.5965537790772317,2.6109889992223376,2.5965537790772317,3.216585499239173,2.650844361565306,2.724021767957334,2.519083899026468
2019-04-10,2.60046614772557,2.615130366545222,2.60046614772557,3.222990046706032,2.655577940549074,2.729905661035611,2.523431802543369
2019-04-11,2.5764624338108235,2.5959764300128616,2.5764624338108235,3.201229037573624,2.6378021533639133,2.6780357018576977,2.4727464993844284
2019-04-12,2.580805801718301,2.6013858027055288,2.580805801718301,3.2079688728479936,2.6439595205428477,2.674025901473058,2.4690282804513948
2019-04-15,2.5752057464322182,2.597038070947718,2.5752057464322182,3.2014533728982757,2.6398000330102205,2.6646873853100743,2.4599734491792487
2019-04-16,2.610507272401243,2.628563403854072,2.610507272401243,3.2347849177540873,2.6696299445421765,2.7300024544912334,2.5225035194216843
2019-04-17,2.6151144139619675,2.633291735321249,2.6151144139619675,3.2379255475095707,2.673993224612277,2.7324028089736614,2.5249067037390525
2019-04-18,2.6098899965811326,2.629536587262386,2.6098899965811326,3.231452457672272,2.670759485248393,2.7231020765941256,2.5150906268481816
2019-04-19,2.620129030720714,2.63799923849465,2.620129030720714,3.238309621398722,2.6785604081896373,2.7504568733286656,2.540410899244532
2019-04-22,2.601752497867446,2.622886689809162,2.601752497867446,3.225466703218158,2.6648550287359556,2.696451692214011,2.490257112593511
2019-04-23,2.6029858745623167,2.626457812516075,2.6029858745623167,3.237960571605966,2.67018532998285,2.690715123927562,2.4831816688505017
2019-04-24,2.6036614802855205,2.6256158333959703,2.6036614802855205,3.232888904383333,2.6689347012131797,2.6973979100373735,2.4896568113578965
2019-04-25,2.5704514749181864,2.5968026783995453,2.5704514749181864,3.2003076438630256,2.641893301644509,2.640751397162139,2.4346617408673232
2019-04-26,2.562817873748822,2.5912718171124567,2.562817873748822,3.1951479983816258,2.637465774155376,2.611502011818244,2.4071809473737185
2019-04-29,2.5639751148965924,2.59400872672077,2.5639751148965924,3.192143849826101,2.6400876687448314,2.6137686307251284,2.4092497923114022
2019-04-30,2.563045249762543,2.592558346032845,2.563045249762543,3.1842469705070866,2.6381838830049826,2.621805381282164,2.415826325133705
2019-05-01,2.558945159632412,2.5879950263513933,2.558945159632412,3.174486270342945,2.632718004170386,2.621099805952522,2.4154742588867824
2019-05-02,2.5572661214003025,2.585043417246298,2.5572661214003025,3.1694540850096864,2.6293865772156635,2.6206873964770305,2.4156169640198373
2019-05-03,2.5672367452893905,2.5955237537504448,2.5672367452893905,3.189927115387167,2.6413820109204558,2.6222764695584195,2.416551944340562
2019-05-06,2.4863560062714902,2.5252507899205727,2.4863560062714902,3.1216243496447764,2.574950373520914,2.479641931429877,2.281467850738069
2019-05-07,2.4780251839875564,2.5115406678167025,2.4780251839875564,3.0932106943097506,2.558250338677482,2.4987540040612033,2.301182704749037
2019-05-08,2.4635202576054036,2.49997267782167,2.4635202576054036,3.0821234746935167,2.5475524220440486,2.468174044831384,2.2713309423404344
2019-05-09,2.4266542940170974,2.4630781592793323,2.4266542940170974,3.0491945676985828,2.5118833852416294,2.424512657413815,2.230633386748866
2019-05-10,2.465928251355616,2.4969532373076184,2.465928251355616,3.080538467925136,2.543911036211809,2.503269143784733,2.304291732230987
2019-05-13,2.4317838316478637,2.4632907376234527,2.4317838316478637,3.030505812678033,2.5076047387298845,2.4641918545177783,2.269891737711842
2019-05-14,2.4311455274754903,2.4667878412094457,2.4311455274754903,3.0426690454382475,2.5131231710276385,2.4509953058620613,2.254533844829415
2019-05-15,2.462030551159392,2.4955394709605097,2.462030551159392,3.0798353719291023,2.541689160861408,2.501107607835435,2.300708837643336
2019-05-16,2.4789857636336543,2.5143934013100417,2.4789857636336543,3.102836018180894,2.5614719478853383,2.513805060784782,2.3113822843673835
2019-05-17,2.4436004103245375,2.483490682057939,2.4436004103245375,3.066113963470557,2.5313200971813776,2.454465864252134,2.2552409032704883
2019-05-20,2.4220475752816366,2.460951560924506,2.4220475752816366,3.0401482906992836,2.50812266253454,2.434179575118899,2.2374502723718535
2019-05-21,2.441857527034666,2.479361195169587,2.441857527034666,3.064540181667507,2.5270508029333993,2.4647334388031186,2.265788943805519
2019-05-22,2.435547640012932,2.474081189999931,2.435547640012932,3.056190318503846,2.5216452143132866,2.4538836142340887,2.255290900975592
2019-05-23,2.3931065302910564,2.4318128401273107,2.3931065302910564,3.0063694944295194,2.4791426634260323,2.410082004031738,2.214338605143997
2019-05-24,2.398898060596152,2.439092155762716,2.398898060596152,3.0134691292257836,2.4864545209474285,2.4155028757615864,2.2189597633287437
2019-05-27,2.414149021193704,2.452165995051528,2.414149021193704,3.0279261045322405,2.498879338020482,2.4435675957618024,2.2446675732288432
2019-05-28,2.4158265692487895,2.4523096544451373,2.4158265692487895,3.025144969478783,2.497826856339841,2.4613895469855316,2.2614348907237063
2019-05-29,2.400560157693803,2.4340996773271675,2.400560157693803,3.0049101195766235,2.4788639861120125,2.4538212531717027,2.2561385405400975
2019-05-30,2.399860322593076,2.4353253984526972,2.399860322593076,3.008670753285506,2.4807043719681166,2.44080998134839,2.2450041667185356
2019-05-31,2.3810712906833578,2.4152713741162377,2.3810712906833578,2.981083617979087,2.4592912976601875,2.431340785569938,2.2367120900052915
2019-06-03,2.378247630032229,2.414497737666543,2.378247630032229,2.966556683037312,2.4574555896290535,2.4309002005215885,2.236262315570088
2019-06-04,2.3819810911200845,2.4213483922424466,2.3819810911200845,2.9859414209025403,2.4678178049222077,2.412658826286146,2.2172507342992422
2019-06-05,2.386836726987273,2.4267896146946653,2.386836726987273,2.991672037545768,2.474016275875735,2.413174774137708,2.2165497230237734
2019-06-06,2.378046261865524,2.420501898208837,2.378046261865524,2.988881910533179,2.4690489358635794,2.3922457331737594,2.1962889407601107
2019-06-07,2.391229835633355,2.4361024847646275,2.391229835633355,3.0140127927626086,2.486258116541944,2.394962270054454,2.196969151168048
2019-06-10,2.41667674731326,2.459820492437383,2.41667674731326,3.0429537147279238,2.5096412256656424,2.4245183637815724,2.2250293106130883
2019-06-11,2.452545073062338,2.4914899499942185,2.452545073062338,3.0752888416504716,2.5395221613946726,2.491084956241884,2.2876569339008097
2019-06-12,2.4349579197972573,2.474485080099057,2.4349579197972573,3.058092231388181,2.5230031127399117,2.4719033314929333,2.2699070390438676
2019-06-13,2.43762839801007,2.477322636161492,2.43762839801007,3.0649249208479556,2.526514278556776,2.469685822010171,2.2676215140956058
2019-06-14,2.421467695762682,2.4625904616412373,2.421467695762682,3.0453624245687054,2.511979736714982,2.4492353087251675,2.248084101564807
2019-06-17,2.4254544141519676,2.466853884158513,2.4254544141519676,3.0544345629045093,2.516558935158568,2.4504364450779828,2.2485192722071425
2019-06-18,2.448550205388828,2.4931369505710004,2.448550205388828,3.0839037092602903,2.543853407185821,2.461453752102464,2.256977655267184
2019-06-19,2.4717875406520653,2.5130923590565097,2.4717875406520653,3.0994418266745014,2.5626480351024723,2.4927672010536615,2.287749506143041
2019-06-20,2.5083735445626494,2.545987082639053,2.5083735445626494,3.1338572995995215,2.5947231798060013,2.5596018162713614,2.3503481577761236
2019-06-21,2.510862022113665,2.547037396814468,2.510862022113665,3.1356533830484175,2.5953851002477077,2.564507334851519,2.3556804091260615
2019-06-24,2.510850594054582,2.5465842358910744,2.510850594054582,3.135011132908064,2.5944949694749546,2.568397229062229,2.3596864322608124
2019-06-25,2.487263184342493,2.5252384711094695,2.487263184342493,3.1074825906314016,2.572757972517112,2.542868178436475,2.3338829329570636
2019-06-26,2.486668383862139,2.524478281268221,2.486668383862139,3.108485486345032,2.572143333782899,2.5383562001547673,2.3303364812954306
2019-06-27,2.504866842954683,2.5402537994106904,2.504866842954683,3.1252163085632554,2.5875520243697983,2.563433871149721,2.354560452035456
2019-06-28,2.506145251231638,2.5441022639670816,2.506145251231638,3.1271910840457453,2.5923235259209867,2.5575714357336587,2.348003465964072
2019-07-01,2.543780686861265,2.5785628239958025,2.543780686861265,3.1706618705264957,2.6264788649470807,2.623937842002855,2.4090461684017104
2019-07-02,2.5515800149680006,2.58716198231652,2.5515800149680006,3.181636696491346,2.6351932870071706,2.625716885146247,2.4109364911012707
2019-07-03,2.5483701407821067,2.587488482992197,2.5483701407821067,3.1874923555608943,2.6372376928923265,2.6021965054309004,2.3873153401154177
2019-07-04,2.5437571438925426,2.58361432275825,2.5437571438925426,3.183811629285589,2.633650802081376,2.5904375180295722,2.37651919021711
2019-07-05,2.5433142973500793,2.581065751258686,2.5433142973500793,3.177909413705402,2.6305941440540463,2.6011115158204094,2.386564014375544
2019-07-08,2.507898901868931,2.5504593483960867,2.507898901868931,3.141006705043717,2.6010193932346963,2.543858059701074,2.331837452231487
2019-07-09,2.502037545393003,2.5439330380978533,2.502037545393003,3.1408230772588435,2.5951986589509333,2.5380737124727077,2.326062352039078
2019-07-10,2.5018910639198477,2.543800559960383,2.5018910639198477,3.1432054799424116,2.595762544582734,2.5338100355586466,2.3222666282521502
2019-07-11,2.504102694026084,2.5451412910271847,2.504102694026084,3.1423931404209178,2.5968968621463295,2.533676774444042,2.322952304095201
2019-07-12,2.5123272268869274,2.552694078335067,2.5123272268869274,3.150756789741264,2.604705996127514,2.548009197517113,2.335471295432469
2019-07-15,2.5230266244566213,2.562624432119389,2.5230266244566213,3.16461934758606,2.6144326160218228,2.5592072960255767,2.346791494165287
2019-07-16,2.523230343839745,2.5645067567746898,2.523230343839745,3.166619600993025,2.616039662295536,2.550801311667899,2.338972312738108
2019-07-17,2.5148639697860635,2.554665823337922,2.5148639697860635,3.1541927640683314,2.605530716089091,2.5479026585941114,2.3369365129018274
2019-07-18,2.498658869793545,2.5393799359092206,2.498658869793545,3.137711713325779,2.5912479505027686,2.524556247693849,2.314374141548566
2019-07-19,2.510509626277695,2.549874611311682,2.510509626277695,3.143574295631944,2.6000841395712064,2.5477376162989356,2.3371792158770077
2019-07-22,2.498019411438684,2.540034804184036,2.498019411438684,3.1353886692038078,2.591709413148178,2.528898046359752,2.3178240665119376
2019-07-23,2.513559490700955,2.5567548593669436,2.513559490700955,3.154748909726242,2.6090049064908745,2.5372049188712946,2.3253853759927536
2019-07-24,2.524883768478303,2.5655552873229652,2.524883768478303,3.164951003912679,2.6179387411812742,2.5555987680716723,2.3432800494956503
2019-07-25,2.5256413598035463,2.563976445469042,2.5256413598035463,3.1578451927104445,2.6148434587176013,2.572314137200293,2.3599590767822725
2019-07-26,2.532417463669255,2.5721411739049387,2.532417463669255,3.17640630534836,2.6243943504268477,2.5772929331060612,2.3630872310453337
2019-07-29,2.5300349794731694,2.571943321739932,2.5300349794731694,3.186837255512385,2.6245591863929505,2.5735801068546444,2.3596086438071087
2019-07-30,2.5244727878134015,2.562605174833251,2.5244727878134015,3.1811662196569803,2.6145969910886966,2.5811775317664796,2.3683963423758883
2019-07-31,2.5053183805605928,2.5445856653577272,2.5053183805605928,3.1538176289535143,2.595891357306824,2.559502506360533,2.3475910473204173
2019-08-01,2.494539089355092,2.535922947868161,2.494539089355092,3.139359686587484,2.5867320900907633,2.5403645472461305,2.3294238169556185
2019-08-02,2.4454420913227044,2.483146832568981,2.4454420913227044,3.0819502588805183,2.5340810905622795,2.500701843468294,2.2933811253116674
2019-08-05,2.3895645055864994,2.425774703528621,2.3895645055864994,3.004770721463701,2.4743068350288784,2.4519485351139947,2.2492660104750106
2019-08-06,2.376894832203705,2.4142950062741795,2.376894832203705,2.9944204617887826,2.465034776143085,2.4273221808760543,2.2248771941201864
2019-08-07,2.377153467750442,2.416407312585439,2.377153467750442,2.9980992720402275,2.4676777746497276,2.4192174413509084,2.216484364063514
2019-08-08,2.4092750866766837,2.450349516197444,2.4092750866766837,3.040152392371832,2.503319915579694,2.4507954273795893,2.2433327508684355
2019-08-09,2.3879128776421683,2.4289721171778313,2.3879128776421683,3.0161198052786466,2.4816031617662175,2.426886332138308,2.221951973172386
2019-08-12,2.3965294083857427,2.4341037505540557,2.3965294083857427,3.0156929189781216,2.4844106558365513,2.463586099431452,2.2571359641178352
