fund_code,fund_name,analysis_date,start_date,end_date,trading_days,primary_style,primary_exposure,style_label,r_squared,tracking_error,sds_score,drift_level,ann_return,ann_volatility,sharpe_ratio,max_drawdown
021181,中欧价值精选混合A,2026-04-27,2024-05-24,2025-04-25,178,000905.SH,0.5394743341314097,中证500价值,0.8046552076491194,0.0977785234250823,0.1687770761898671,Medium-Low,0.2353,0.2219,0.9251,-0.0963
