period,buy_amount,repay_amount,balance,repay_amount_yoy,indicator_name
2019-07,709067795386.0,-713546556612.0,356737867568.0,0.18926388175319508,margin_repay_amount_M_yoy
2019-08,790224437082.0,-774230106431.0,538541616594.0,0.4651114164000112,margin_repay_amount_M_yoy
2019-09,1067040802987.0,-1042893131012.0,538791089316.0,1.5531901559247059,margin_repay_amount_M_yoy
2019-10,669467792717.0,-653213485078.0,543040299737.0,0.3318332121457088,margin_repay_amount_M_yoy
2019-11,740525050123.0,-741388534777.0,411407975807.0,0.2204596858540706,margin_repay_amount_M_yoy
2019-12,1109194822039.0,-1055060133194.0,559055426838.0,1.672326474955248,margin_repay_amount_M_yoy
2020-01,1168604519275.0,-1146860580004.0,568373798279.0,1.2959352866479028,margin_repay_amount_M_yoy
2020-02,2072551173052.0,-2011041337220.0,582209646574.0,1.593633869793318,margin_repay_amount_M_yoy
2020-03,1801587943748.0,-1841804333139.0,562713019950.0,0.05963126848906519,margin_repay_amount_M_yoy
2020-04,1152164237136.0,-1177758121712.0,481540744235.0,-0.2725494333328603,margin_repay_amount_M_yoy
2020-05,981689301184.0,-950783790055.0,555018097562.0,0.19702826612092883,margin_repay_amount_M_yoy
2020-06,1357752208378.0,-1277949408330.0,542833003150.0,0.878731648205181,margin_repay_amount_M_yoy
2020-07,3267902084509.0,-3034891607176.0,715121775818.0,3.25324960095948,margin_repay_amount_M_yoy
2020-08,2162685782228.0,-2110601010796.0,688134069128.0,1.7260642453253636,margin_repay_amount_M_yoy
2020-09,1365259851079.0,-1402334247562.0,718773947637.0,0.3446576699581927,margin_repay_amount_M_yoy
2020-10,989667850757.0,-965311830309.0,726579583483.0,0.4777891950496589,margin_repay_amount_M_yoy
2020-11,1553591318921.0,-1510980310472.0,747061399190.0,1.0380411074558675,margin_repay_amount_M_yoy
2020-12,1689002556851.0,-1664630712317.0,713657084317.0,0.577759086847152,margin_repay_amount_M_yoy
2021-01,2154768239451.0,-2096576348013.0,731709803628.0,0.828100454900706,margin_repay_amount_M_yoy
2021-02,1345918904980.0,-1355236341024.0,806306694237.0,-0.32610219594121526,margin_repay_amount_M_yoy
2021-03,1500574755713.0,-1521443990428.0,797053733339.0,-0.17393831524166714,margin_repay_amount_M_yoy
2021-04,1308079813626.0,-1319070618397.0,709203424877.0,0.11998431093778983,margin_repay_amount_M_yoy
2021-05,1430921458898.0,-1365442358288.0,827953586295.0,0.4361228836358404,margin_repay_amount_M_yoy
2021-06,1822941975326.0,-1764065269012.0,862822810436.0,0.3803874061941521,margin_repay_amount_M_yoy
2021-07,2331938965596.0,-2327063756370.0,875692505732.0,-0.23323002677668658,margin_repay_amount_M_yoy
2021-08,2521565153855.0,-2464828064094.0,899385982475.0,0.16783231481747718,margin_repay_amount_M_yoy
2021-09,2298594461963.0,-2318934794328.0,789086368159.0,0.6536248746399351,margin_repay_amount_M_yoy
2021-10,1219373089953.0,-1208917132786.0,903863548830.0,0.2523591805551797,margin_repay_amount_M_yoy
2021-11,414633260796.0,-424120656977.0,895795759951.0,-0.7193076216562257,margin_repay_amount_M_yoy
