code,trade_date,ts_code,name,vol,ratio,exchange
72651,2021-11-04,002651.SZ,利君股份,17976722,1.73,SZ
1108,2021-11-04,01108.HK,洛陽玻璃股份,76592000,30.63,HK
1099,2021-11-04,01099.HK,國藥控股,35641912,2.65,HK
1098,2021-11-04,01098.HK,路勁,4198000,0.56,HK
1097,2021-11-04,01097.HK,有線寬頻,67068,0.0,HK
1093,2021-11-04,01093.HK,石藥集團,512750269,4.27,HK
1088,2021-11-04,01088.HK,中國神華,1025811076,30.36,HK
1086,2021-11-04,01086.HK,好孩子國際,18170000,1.08,HK
1083,2021-11-04,01083.HK,港華燃氣,88904634,2.91,HK
1076,2021-11-04,01076.HK,博華太平洋,19115000,0.26,HK
1072,2021-11-04,01072.HK,東方電氣,82324610,24.2,HK
1071,2021-11-04,01071.HK,華電國際電力股份,834020000,48.56,HK
1070,2021-11-04,01070.HK,TCL電子,108241666,4.36,HK
1068,2021-11-04,01068.HK,雨潤食品,15427000,0.84,HK
1066,2021-11-04,01066.HK,威高股份,557858756,12.33,HK
1065,2021-11-04,01065.HK,天津創業環保股份,156438100,46.0,HK
1109,2021-11-04,01109.HK,華潤置地,177792051,2.48,HK
1060,2021-11-04,01060.HK,阿里影業,4155898620,15.48,HK
1112,2021-11-04,01112.HK,H&H國際控股,22809500,3.52,HK
1114,2021-11-04,01114.HK,BRILLIANCECHI,98802592,1.94,HK
1177,2021-11-04,01177.HK,中國生物製藥,609252252,3.22,HK
1176,2021-11-04,01176.HK,珠光控股,363460000,5.03,HK
1171,2021-11-04,01171.HK,兗州煤業股份,527161120,27.73,HK
1167,2021-11-04,01167.HK,加科思-B,5049300,0.65,HK
1165,2021-11-04,01165.HK,順風清潔能源,306814000,6.15,HK
1157,2021-11-04,01157.HK,中聯重科,40548324,2.56,HK
1141,2021-11-04,01141.HK,民銀資本,3773530000,7.99,HK
1140,2021-11-04,01140.HK,華科資本,87344000,2.5,HK
1138,2021-11-04,01138.HK,中遠海能,215634003,16.63,HK
1137,2021-11-04,01137.HK,香港科技探索,1196000,0.13,HK
1131,2021-11-04,01131.HK,鴻寶資源,583090000,9.14,HK
1128,2021-11-04,01128.HK,永利澳門,38256800,0.72,HK
1119,2021-11-04,01119.HK,創夢天地,142791700,10.85,HK
1117,2021-11-04,01117.HK,現代牧業,661119000,9.29,HK
1115,2021-11-04,01115.HK,西藏水資源,160331000,6.16,HK
1113,2021-11-04,01113.HK,長實集團,10031255,0.27,HK
1057,2021-11-04,01057.HK,浙江世寶,64023000,29.52,HK
1055,2021-11-04,01055.HK,中國南方航空股份,311967498,7.28,HK
1053,2021-11-04,01053.HK,重慶鋼鐵股份,56676000,10.53,HK
960,2021-11-04,00960.HK,龍湖集團,94235649,1.54,HK
956,2021-11-04,00956.HK,新天綠色能源,371962000,20.22,HK
951,2021-11-04,00951.HK,超威動力,97517000,8.83,HK
950,2021-11-04,00950.HK,李氏大藥廠,926000,0.15,HK
941,2021-11-04,00941.HK,中國移動,1691733413,8.25,HK
939,2021-11-04,00939.HK,建設銀行,25795022678,10.72,HK
934,2021-11-04,00934.HK,中石化冠德,125422000,5.04,HK
931,2021-11-04,00931.HK,中國天然氣,108931000,1.92,HK
921,2021-11-04,00921.HK,海信家電,42686959,9.28,HK
916,2021-11-04,00916.HK,龍源電力,362992014,10.86,HK
914,2021-11-04,00914.HK,海螺水泥,91047609,7.0,HK
911,2021-11-04,00911.HK,前海健康,87137750,5.14,HK
909,2021-11-04,00909.HK,明源雲,59095000,2.99,HK
906,2021-11-04,00906.HK,中糧包裝,6889000,0.61,HK
902,2021-11-04,00902.HK,華能國際電力股份,2223966896,47.3,HK
966,2021-11-04,00966.HK,中國太平,330290880,9.18,HK
967,2021-11-04,00967.HK,桑德國際,289000,0.01,HK
968,2021-11-04,00968.HK,信義光能,454411998,5.1,HK
976,2021-11-04,00976.HK,齊合環保,132462000,8.25,HK
1052,2021-11-04,01052.HK,越秀交通基建,65245425,3.89,HK
1044,2021-11-04,01044.HK,恆安國際,18955605,1.62,HK
1038,2021-11-04,01038.HK,長江基建集團,8957500,0.33,HK
1033,2021-11-04,01033.HK,中石化油服,380710000,7.02,HK
1031,2021-11-04,01031.HK,金利豐金融,546000,0.0,HK
1030,2021-11-04,01030.HK,新城發展,383456000,6.16,HK
1028,2021-11-04,01028.HK,千百度,140364000,6.75,HK
1186,2021-11-04,01186.HK,中國鐵建,560489458,26.99,HK
1024,2021-11-04,01024.HK,快手-W,84243500,2.0,HK
996,2021-11-04,00996.HK,嘉年華國際,223151700,23.53,HK
995,2021-11-04,00995.HK,安徽皖通高速公路,132294000,26.83,HK
992,2021-11-04,00992.HK,聯想集團,250919470,2.08,HK
991,2021-11-04,00991.HK,大唐發電,346830000,5.67,HK
989,2021-11-04,00989.HK,華音國際控股,118665000,1.75,HK
981,2021-11-04,00981.HK,中芯國際,1518985263,19.2,HK
978,2021-11-04,00978.HK,招商局置地,209792000,4.27,HK
998,2021-11-04,00998.HK,中信銀行,2797812317,18.79,HK
895,2021-11-04,00895.HK,東江環保,68118800,34.03,HK
1188,2021-11-04,01188.HK,正道集團,99342000,0.48,HK
1196,2021-11-04,01196.HK,偉祿集團,121656000,8.45,HK
1513,2021-11-04,01513.HK,麗珠醫藥,39902502,12.73,HK
1508,2021-11-04,01508.HK,中國再保險,1237648000,18.51,HK
1478,2021-11-04,01478.HK,丘鈦科技,117708000,9.95,HK
1477,2021-11-04,01477.HK,歐康維視生物-B,11674000,1.82,HK
1475,2021-11-04,01475.HK,日清食品,6305000,0.59,HK
1458,2021-11-04,01458.HK,周黑鴨,405758194,17.02,HK
1456,2021-11-04,01456.HK,國聯證券,128550000,29.03,HK
1448,2021-11-04,01448.HK,福壽園,249366267,10.74,HK
1432,2021-11-04,01432.HK,中國聖牧,84615000,1.0,HK
1398,2021-11-04,01398.HK,工商銀行,23659688938,27.25,HK
1387,2021-11-04,01387.HK,中國地利,128717620,1.44,HK
1385,2021-11-04,01385.HK,上海復旦,30698000,10.78,HK
1383,2021-11-04,01383.HK,太陽城集團,84500000,1.26,HK
1382,2021-11-04,01382.HK,互太紡織,36266000,2.56,HK
1381,2021-11-04,01381.HK,粵豐環保,51294000,2.1,HK
1515,2021-11-04,01515.HK,華潤醫療,92267100,7.11,HK
1378,2021-11-04,01378.HK,中國宏橋,690909228,7.57,HK
1516,2021-11-04,01516.HK,融創服務,120437887,3.88,HK
1528,2021-11-04,01528.HK,紅星美凱龍,165099857,22.26,HK
1610,2021-11-04,01610.HK,中糧家佳康,1087324000,27.86,HK
1608,2021-11-04,01608.HK,偉能集團,14540676,0.53,HK
1606,2021-11-04,01606.HK,國銀租賃,302000,0.01,HK
1600,2021-11-04,01600.HK,天倫燃氣,9262500,0.92,HK
1589,2021-11-04,01589.HK,中國物流資產,13455000,0.38,HK
1585,2021-11-04,01585.HK,雅迪控股,277240396,9.25,HK
1583,2021-11-04,01583.HK,親親食品,7400,0.0,HK
1579,2021-11-04,01579.HK,頤海國際,126434588,12.07,HK
1578,2021-11-04,01578.HK,天津銀行,33500,0.0,HK
1569,2021-11-04,01569.HK,民生教育,121130000,2.87,HK
1558,2021-11-04,01558.HK,東陽光藥,137719000,21.06,HK
1551,2021-11-04,01551.HK,廣州農商銀行,2414000,0.13,HK
1548,2021-11-04,01548.HK,金斯瑞生物科技,364906261,17.36,HK
1533,2021-11-04,01533.HK,莊園牧場,8517000,24.23,HK
1530,2021-11-04,01530.HK,三生製藥,373306000,14.79,HK
1521,2021-11-04,01521.HK,方達控股,193238675,9.42,HK
1375,2021-11-04,01375.HK,中州證券,505536000,42.28,HK
1368,2021-11-04,01368.HK,特步國際,412258765,15.67,HK
1361,2021-11-04,01361.HK,361度,13203000,0.63,HK
1269,2021-11-04,01269.HK,首控集團,353953200,30.93,HK
1268,2021-11-04,01268.HK,美東汽車,69298193,5.56,HK
1257,2021-11-04,01257.HK,中國光大綠色環保,203410100,9.84,HK
1253,2021-11-04,01253.HK,中國綠地博大綠澤,6428000,0.19,HK
1250,2021-11-04,01250.HK,北控清潔能源集團,662180000,1.04,HK
1238,2021-11-04,01238.HK,寶龍地產,62809386,1.5,HK
1234,2021-11-04,01234.HK,中國利郎,72192000,6.02,HK
1233,2021-11-04,01233.HK,時代中國控股,70929918,3.57,HK
1230,2021-11-04,01230.HK,雅士利國際,70724000,1.48,HK
1212,2021-11-04,01212.HK,利福國際,4712500,0.3,HK
1211,2021-11-04,01211.HK,比亞迪股份,68298866,6.51,HK
1209,2021-11-04,01209.HK,華潤萬象生活,61980000,2.7,HK
1208,2021-11-04,01208.HK,五礦資源,363560993,4.2,HK
1205,2021-11-04,01205.HK,中信資源,118968100,1.5,HK
1199,2021-11-04,01199.HK,中遠海運港口,9109197,0.27,HK
1282,2021-11-04,01282.HK,寶新金融,4822200000,15.36,HK
1286,2021-11-04,01286.HK,鷹普精密,818000,0.04,HK
1288,2021-11-04,01288.HK,農業銀行,6660558505,21.66,HK
1293,2021-11-04,01293.HK,廣匯寶信,20584908,0.72,HK
1359,2021-11-04,01359.HK,中國信達,2551155707,18.8,HK
1357,2021-11-04,01357.HK,美圖公司,398293600,9.14,HK
1349,2021-11-04,01349.HK,復旦張江,34659100,10.19,HK
1347,2021-11-04,01347.HK,華虹半導體,109650430,8.43,HK
1339,2021-11-04,01339.HK,中國人民保險集團,1751919987,20.07,HK
1336,2021-11-04,01336.HK,新華保險,291700925,28.2,HK
1333,2021-11-04,01333.HK,中國忠旺,359026826,6.58,HK
1193,2021-11-04,01193.HK,華潤燃氣,4388000,0.18,HK
1330,2021-11-04,01330.HK,綠色動力環保,171498200,42.4,HK
1316,2021-11-04,01316.HK,耐世特,140448800,5.58,HK
1315,2021-11-04,01315.HK,允升國際,798540912,10.64,HK
1313,2021-11-04,01313.HK,華潤水泥控股,79364263,1.13,HK
1310,2021-11-04,01310.HK,香港寬頻,2188370,0.16,HK
1308,2021-11-04,01308.HK,海豐國際,36526561,1.35,HK
1302,2021-11-04,01302.HK,先健科技,923894000,19.95,HK
1299,2021-11-04,01299.HK,友邦保險,73536642,0.6,HK
1317,2021-11-04,01317.HK,楓葉教育,590892200,19.72,HK
885,2021-11-04,00885.HK,仁天科技控股,1110000,0.01,HK
884,2021-11-04,00884.HK,旭輝控股集團,424491559,5.06,HK
883,2021-11-04,00883.HK,中國海洋石油,5556718865,12.44,HK
506,2021-11-04,00506.HK,中國食品,30434100,1.08,HK
496,2021-11-04,00496.HK,卡森國際,115300000,7.71,HK
493,2021-11-04,00493.HK,國美零售,3332022000,9.86,HK
489,2021-11-04,00489.HK,東風集團股份,176179571,6.16,HK
488,2021-11-04,00488.HK,麗新發展,450,0.0,HK
480,2021-11-04,00480.HK,香港興業國際,44400,0.0,HK
468,2021-11-04,00468.HK,紛美包裝,2349000,0.17,HK
467,2021-11-04,00467.HK,聯合能源集團,116416000,0.43,HK
460,2021-11-04,00460.HK,四環醫藥,668055007,7.06,HK
451,2021-11-04,00451.HK,協鑫新能源,260908000,1.23,HK
440,2021-11-04,00440.HK,大新金融,1453600,0.45,HK
439,2021-11-04,00439.HK,光啟科學,258532000,4.19,HK
432,2021-11-04,00432.HK,盈大地產,171429,0.0,HK
425,2021-11-04,00425.HK,敏實集團,17826705,1.52,HK
419,2021-11-04,00419.HK,華誼騰訊娛樂,112120000,0.83,HK
508,2021-11-04,00508.HK,鼎億集團投資,374335000,5.08,HK
412,2021-11-04,00412.HK,山高金融,6096000,0.02,HK
511,2021-11-04,00511.HK,電視廣播,411700,0.09,HK
517,2021-11-04,00517.HK,中遠海運國際,154000,0.01,HK
570,2021-11-04,00570.HK,中國中藥,598986285,11.89,HK
568,2021-11-04,00568.HK,山東墨龍,164454800,64.2,HK
564,2021-11-04,00564.HK,鄭煤機,50331596,20.69,HK
563,2021-11-04,00563.HK,上實城市開發,82774200,1.71,HK
553,2021-11-04,00553.HK,南京熊貓電子股份,54340000,22.44,HK
552,2021-11-04,00552.HK,中國通信服務,117265105,4.89,HK
551,2021-11-04,00551.HK,裕元集團,810579,0.04,HK
548,2021-11-04,00548.HK,深圳高速公路股份,150340000,20.1,HK
547,2021-11-04,00547.HK,數字王國(新),95711000,2.21,HK
546,2021-11-04,00546.HK,阜豐集團,91530119,3.61,HK
535,2021-11-04,00535.HK,金地商置,1634146040,9.85,HK
530,2021-11-04,00530.HK,高銀金融,2440000,0.03,HK
525,2021-11-04,00525.HK,廣深鐵路股份,384420010,26.85,HK
522,2021-11-04,00522.HK,ASMPACIFIC,7877325,1.91,HK
520,2021-11-04,00520.HK,呷哺呷哺,74011500,6.81,HK
512,2021-11-04,00512.HK,遠大醫藥,222937560,6.27,HK
410,2021-11-04,00410.HK,SOHO中國,436771500,8.39,HK
400,2021-11-04,00400.HK,科通芯城,35304000,2.49,HK
392,2021-11-04,00392.HK,北京控股,71486982,5.66,HK
317,2021-11-04,00317.HK,中船防務,35317900,5.95,HK
316,2021-11-04,00316.HK,東方海外國際,1000,0.0,HK
315,2021-11-04,00315.HK,數碼通電訊,2923108,0.26,HK
308,2021-11-04,00308.HK,香港中旅,199733169,3.6,HK
303,2021-11-04,00303.HK,VTECHHOLDINGS,2012284,0.79,HK
302,2021-11-04,00302.HK,中手游,173620200,6.27,HK
297,2021-11-04,00297.HK,中化化肥,291900000,4.14,HK
295,2021-11-04,00295.HK,江山控股,48750000,0.32,HK
293,2021-11-04,00293.HK,國泰航空,12467755,0.18,HK
291,2021-11-04,00291.HK,華潤啤酒,533818258,16.44,HK
288,2021-11-04,00288.HK,萬洲國際,475517141,3.7,HK
285,2021-11-04,00285.HK,比亞迪電子,175632282,7.79,HK
279,2021-11-04,00279.HK,裕承科金,562594000,3.01,HK
272,2021-11-04,00272.HK,瑞安房地產,767918727,9.52,HK
270,2021-11-04,00270.HK,粵海投資,26070905,0.39,HK
321,2021-11-04,00321.HK,德永佳集團,842000,0.06,HK
322,2021-11-04,00322.HK,康師傅控股,80620708,1.42,HK
323,2021-11-04,00323.HK,馬鞍山鋼鐵股份,93906000,5.41,HK
327,2021-11-04,00327.HK,百富環球,4923000,0.44,HK
390,2021-11-04,00390.HK,中國中鐵,483109030,11.47,HK
388,2021-11-04,00388.HK,香港交易所,79217854,6.24,HK
386,2021-11-04,00386.HK,中國石油化工股份,886486645,3.46,HK
384,2021-11-04,00384.HK,中國燃氣,98057961,1.74,HK
378,2021-11-04,00378.HK,五龍動力,163728000,2.42,HK
371,2021-11-04,00371.HK,北控水務集團,313676210,3.08,HK
363,2021-11-04,00363.HK,上海實業控股,28404100,2.6,HK
576,2021-11-04,00576.HK,浙江滬杭甬,82066185,5.71,HK
358,2021-11-04,00358.HK,江西銅業股份,45218439,3.25,HK
347,2021-11-04,00347.HK,鞍鋼股份,11992800,0.84,HK
345,2021-11-04,00345.HK,VITASOYINT'L,3264011,0.3,HK
341,2021-11-04,00341.HK,大家樂集團,1014000,0.16,HK
338,2021-11-04,00338.HK,上海石油化工股份,544145351,15.55,HK
337,2021-11-04,00337.HK,綠地香港,118880000,4.25,HK
336,2021-11-04,00336.HK,華寶國際,362344980,11.65,HK
330,2021-11-04,00330.HK,思捷環球,8628350,0.3,HK
354,2021-11-04,00354.HK,中國軟件國際,339241675,11.05,HK
579,2021-11-04,00579.HK,京能清潔能源,137690000,4.86,HK
581,2021-11-04,00581.HK,中國東方集團,122114125,3.27,HK
582,2021-11-04,00582.HK,藍鼎國際,106914000,2.52,HK
817,2021-11-04,00817.HK,中國金茂,1107837292,8.72,HK
813,2021-11-04,00813.HK,世茂集團,66764700,1.88,HK
811,2021-11-04,00811.HK,新華文軒,91429282,20.67,HK
806,2021-11-04,00806.HK,惠理集團,83620000,4.51,HK
799,2021-11-04,00799.HK,IGGINC,93214157,7.81,HK
788,2021-11-04,00788.HK,中國鐵塔,1570316140,3.36,HK
787,2021-11-04,00787.HK,利標品牌,60572845,5.87,HK
780,2021-11-04,00780.HK,同程藝龍,114728511,5.17,HK
777,2021-11-04,00777.HK,網龍,21708100,3.95,HK
775,2021-11-04,00775.HK,長江生命科技,46592200,0.48,HK
772,2021-11-04,00772.HK,閱文集團,89602591,8.76,HK
763,2021-11-04,00763.HK,中興通訊,184406198,24.39,HK
762,2021-11-04,00762.HK,中國聯通,1235214517,4.02,HK
754,2021-11-04,00754.HK,合生創展集團,41287600,1.89,HK
753,2021-11-04,00753.HK,中國國航,433433631,9.49,HK
819,2021-11-04,00819.HK,天能動力,217521000,19.31,HK
826,2021-11-04,00826.HK,天工國際,380572000,13.61,HK
829,2021-11-04,00829.HK,神冠控股,129488000,4.0,HK
832,2021-11-04,00832.HK,建業地產,138747000,4.67,HK
881,2021-11-04,00881.HK,中升控股,99475191,4.11,HK
880,2021-11-04,00880.HK,澳博控股,190922283,3.35,HK
874,2021-11-04,00874.HK,白雲山,72518493,32.97,HK
873,2021-11-04,00873.HK,世茂服務,52672000,2.12,HK
868,2021-11-04,00868.HK,信義玻璃,125463070,3.11,HK
867,2021-11-04,00867.HK,康哲藥業,73008618,2.96,HK
861,2021-11-04,00861.HK,神州控股,526818650,31.47,HK
751,2021-11-04,00751.HK,創維集團,272354745,10.2,HK
860,2021-11-04,00860.HK,力世紀,21852000,0.27,HK
856,2021-11-04,00856.HK,偉仕佳杰,8172000,0.56,HK
855,2021-11-04,00855.HK,中國水務,126768100,7.76,HK
853,2021-11-04,00853.HK,微創醫療,267707023,14.7,HK
846,2021-11-04,00846.HK,明發集團,4473000,0.07,HK
845,2021-11-04,00845.HK,恆盛地產,21720000,0.27,HK
839,2021-11-04,00839.HK,中教控股,126854278,5.3,HK
836,2021-11-04,00836.HK,華潤電力,771044724,16.02,HK
857,2021-11-04,00857.HK,中國石油股份,1139647512,5.39,HK
1618,2021-11-04,01618.HK,中國中冶,647816000,22.56,HK
743,2021-11-04,00743.HK,亞洲水泥(中國),38744597,2.47,HK
732,2021-11-04,00732.HK,信利國際,167324000,5.08,HK
667,2021-11-04,00667.HK,中國東方教育,148482515,6.78,HK
665,2021-11-04,00665.HK,海通國際,226665611,3.75,HK
659,2021-11-04,00659.HK,新創建集團,3068797,0.07,HK
658,2021-11-04,00658.HK,中國高速傳動,118798000,7.26,HK
656,2021-11-04,00656.HK,復星國際,992539092,11.89,HK
639,2021-11-04,00639.HK,首鋼資源,197547037,3.9,HK
636,2021-11-04,00636.HK,嘉里物流,1755001,0.09,HK
631,2021-11-04,00631.HK,三一國際,213491000,6.77,HK
612,2021-11-04,00612.HK,中國投資基金公司,1624000,0.12,HK
607,2021-11-04,00607.HK,豐盛控股,3229207500,16.38,HK
604,2021-11-04,00604.HK,深圳控股,24743505,0.27,HK
598,2021-11-04,00598.HK,中國外運,148686200,6.92,HK
590,2021-11-04,00590.HK,六福集團,1403000,0.22,HK
588,2021-11-04,00588.HK,北京北辰實業股份,244672000,34.59,HK
586,2021-11-04,00586.HK,海螺創業,166779000,9.12,HK
669,2021-11-04,00669.HK,創科實業,21438127,1.15,HK
670,2021-11-04,00670.HK,中國東方航空股份,438019567,8.45,HK
680,2021-11-04,00680.HK,南海控股,219450000,0.31,HK
683,2021-11-04,00683.HK,嘉里建設,2018476,0.13,HK
729,2021-11-04,00729.HK,五龍電動車,70130750,2.79,HK
728,2021-11-04,00728.HK,中國電信,3992021130,28.75,HK
721,2021-11-04,00721.HK,中國金融國際,303820000,2.76,HK
719,2021-11-04,00719.HK,山東新華製藥股份,73540400,37.7,HK
718,2021-11-04,00718.HK,太和控股,19705000,0.37,HK
715,2021-11-04,00715.HK,中泛控股,426000,0.0,HK
709,2021-11-04,00709.HK,佐丹奴國際,842000,0.05,HK
737,2021-11-04,00737.HK,灣區發展,1333500,0.04,HK
700,2021-11-04,00700.HK,騰訊控股,607798325,6.32,HK
697,2021-11-04,00697.HK,首程控股,106142410,1.45,HK
696,2021-11-04,00696.HK,中國民航信息網絡,25316000,2.71,HK
694,2021-11-04,00694.HK,北京首都機場股份,136052020,7.23,HK
691,2021-11-04,00691.HK,山水水泥,3236000,0.06,HK
688,2021-11-04,00688.HK,中國海外發展,281142731,2.56,HK
687,2021-11-04,00687.HK,泰昇集團,10556000,0.31,HK
686,2021-11-04,00686.HK,北京能源國際,282838000,1.26,HK
698,2021-11-04,00698.HK,通達集團,66295000,0.67,HK
268,2021-11-04,00268.HK,金蝶國際,526507033,15.16,HK
1622,2021-11-04,01622.HK,力高集團,235070000,6.61,HK
1635,2021-11-04,01635.HK,大眾公用,109201000,20.45,HK
3800,2021-11-04,03800.HK,保利協鑫能源,4851999452,19.35,HK
3799,2021-11-04,03799.HK,達利食品,443988000,3.23,HK
3788,2021-11-04,03788.HK,CHINAHANKINGHOLDINGSLIMITED,1653000,0.08,HK
3759,2021-11-04,03759.HK,康龍化成,17345761,12.93,HK
3738,2021-11-04,03738.HK,阜博集團,65602000,3.33,HK
3698,2021-11-04,03698.HK,徽商銀行,4531500,0.12,HK
3692,2021-11-04,03692.HK,翰森製藥,18964758,0.31,HK
3690,2021-11-04,03690.HK,美團-W,324593812,5.28,HK
3669,2021-11-04,03669.HK,永達汽車,92505000,4.69,HK
3633,2021-11-04,03633.HK,中裕燃氣,24955000,0.87,HK
3618,2021-11-04,03618.HK,重慶農村商業銀行,753279597,29.96,HK
3613,2021-11-04,03613.HK,同仁堂國藥,71307861,8.51,HK
3606,2021-11-04,03606.HK,福耀玻璃,144088473,23.74,HK
3396,2021-11-04,03396.HK,聯想控股,114399900,8.99,HK
3393,2021-11-04,03393.HK,威勝控股,224000,0.02,HK
3808,2021-11-04,03808.HK,中國重汽,77547267,2.8,HK
3389,2021-11-04,03389.HK,亨得利,772000,0.01,HK
3813,2021-11-04,03813.HK,寶勝國際,42489000,0.79,HK
3836,2021-11-04,03836.HK,和諧汽車,140863500,8.97,HK
3969,2021-11-04,03969.HK,中國通號,459796000,23.34,HK
3968,2021-11-04,03968.HK,招商銀行,170948422,3.71,HK
3958,2021-11-04,03958.HK,東方證券,553613622,53.89,HK
3933,2021-11-04,03933.HK,聯邦制藥,162952800,8.85,HK
3913,2021-11-04,03913.HK,合景悠活,50952461,2.51,HK
3908,2021-11-04,03908.HK,中金公司,347036507,18.22,HK
3900,2021-11-04,03900.HK,綠城中國,384608000,15.41,HK
3899,2021-11-04,03899.HK,中集安瑞科,142644000,7.03,HK
3898,2021-11-04,03898.HK,時代電氣,164326638,30.01,HK
3888,2021-11-04,03888.HK,金山軟件,188899205,13.75,HK
3886,2021-11-04,03886.HK,康健國際醫療,36966000,0.48,HK
3883,2021-11-04,03883.HK,中國奧園,185589024,6.61,HK
3877,2021-11-04,03877.HK,中國船舶租賃,356518000,5.81,HK
3868,2021-11-04,03868.HK,信義能源,118487377,1.66,HK
3866,2021-11-04,03866.HK,青島銀行,1931000,0.1,HK
3818,2021-11-04,03818.HK,中國動向,146312000,2.48,HK
3383,2021-11-04,03383.HK,雅居樂集團,28401732,0.71,HK
3382,2021-11-04,03382.HK,天津港發展,145766000,2.36,HK
3380,2021-11-04,03380.HK,龍光集團,89156000,1.61,HK
2883,2021-11-04,02883.HK,中海油田服務,423590501,23.37,HK
2880,2021-11-04,02880.HK,遼港股份,902669800,17.49,HK
2877,2021-11-04,02877.HK,神威藥業,10037000,1.2,HK
2869,2021-11-04,02869.HK,綠城服務,245220289,7.54,HK
2866,2021-11-04,02866.HK,中遠海發,819835000,22.29,HK
2858,2021-11-04,02858.HK,易鑫集團,54776500,0.83,HK
2799,2021-11-04,02799.HK,中國華融,2285063000,9.12,HK
2798,2021-11-04,02798.HK,久泰邦達能源,111850000,6.99,HK
2777,2021-11-04,02777.HK,富力地產,94600780,2.51,HK
2772,2021-11-04,02772.HK,中梁控股,47870000,1.33,HK
2768,2021-11-04,02768.HK,佳源國際控股,398636609,8.11,HK
2727,2021-11-04,02727.HK,上海電氣,974739000,33.32,HK
2689,2021-11-04,02689.HK,玖龍紙業,81549421,1.73,HK
2688,2021-11-04,02688.HK,新奧能源,7250084,0.63,HK
2678,2021-11-04,02678.HK,天虹紡織,24051500,2.61,HK
2888,2021-11-04,02888.HK,渣打集團,142820,0.0,HK
2899,2021-11-04,02899.HK,紫金礦業,1076480504,18.75,HK
3301,2021-11-04,03301.HK,融信中國,109191000,6.47,HK
3306,2021-11-04,03306.HK,江南布衣,4945000,0.95,HK
3377,2021-11-04,03377.HK,遠洋集團,369847982,4.85,HK
3369,2021-11-04,03369.HK,秦港股份,125602000,15.12,HK
3368,2021-11-04,03368.HK,百盛集團,5627000,0.21,HK
3360,2021-11-04,03360.HK,遠東宏信,130862000,3.13,HK
3347,2021-11-04,03347.HK,泰格醫藥,6095800,4.94,HK
3339,2021-11-04,03339.HK,中國龍工,40789000,0.95,HK
3333,2021-11-04,03333.HK,中國恆大,770837355,5.81,HK
3988,2021-11-04,03988.HK,中國銀行,4314222487,5.15,HK
3331,2021-11-04,03331.HK,維達國際,21168000,1.75,HK
3328,2021-11-04,03328.HK,交通銀行,727656645,2.07,HK
3323,2021-11-04,03323.HK,中國建材,857524079,18.8,HK
3320,2021-11-04,03320.HK,華潤醫藥,180559500,2.87,HK
3319,2021-11-04,03319.HK,雅生活服務,2820500,0.19,HK
3311,2021-11-04,03311.HK,中國建築國際,365117192,7.24,HK
3309,2021-11-04,03309.HK,希瑪眼科,142285000,12.38,HK
3308,2021-11-04,03308.HK,金鷹商貿集團,85409000,5.13,HK
3329,2021-11-04,03329.HK,交銀國際,3624000,0.13,HK
2669,2021-11-04,02669.HK,中海物業,519516681,15.79,HK
3990,2021-11-04,03990.HK,美的置業,72254422,5.84,HK
3996,2021-11-04,03996.HK,中國能源建設,69416000,0.74,HK
9668,2021-11-04,09668.HK,渤海銀行,1729000,0.02,HK
9666,2021-11-04,09666.HK,金科服務,35630000,5.45,HK
9633,2021-11-04,09633.HK,農夫山泉,129761110,2.56,HK
8328,2021-11-04,08328.HK,信義儲電,86500,0.01,HK
6998,2021-11-04,06998.HK,嘉和生物-B,10688000,2.12,HK
6996,2021-11-04,06996.HK,德琪醫藥-B,8103500,1.2,HK
6993,2021-11-04,06993.HK,藍月亮集團,49929000,0.85,HK
6989,2021-11-04,06989.HK,卓越商企服務,25914000,2.11,HK
6988,2021-11-04,06988.HK,樂享集團,67299000,3.07,HK
6969,2021-11-04,06969.HK,思摩爾國際,459028797,7.62,HK
6886,2021-11-04,06886.HK,"HUATAISECURITIESCO.,LTD.",611515246,35.56,HK
6881,2021-11-04,06881.HK,中國銀河,742405200,20.1,HK
6869,2021-11-04,06869.HK,長飛光纖光纜,33282500,9.45,HK
6865,2021-11-04,06865.HK,福萊特玻璃,119471297,26.54,HK
6862,2021-11-04,06862.HK,海底撈,154170910,2.82,HK
9858,2021-11-04,09858.HK,優然牧業,16688000,0.43,HK
6855,2021-11-04,06855.HK,亞盛醫藥-B,51632008,19.58,HK
9909,2021-11-04,09909.HK,寶龍商業,50436500,7.84,HK
9923,2021-11-04,09923.HK,移卡,6532400,1.44,HK
9997,2021-11-04,09997.HK,康基醫療,39017500,3.1,HK
9996,2021-11-04,09996.HK,沛嘉醫療-B,32023780,4.76,HK
9995,2021-11-04,09995.HK,榮昌生物－B,13284500,7.0,HK
9993,2021-11-04,09993.HK,金輝控股,87255000,2.15,HK
9992,2021-11-04,09992.HK,泡泡瑪特,126619796,9.02,HK
9990,2021-11-04,09990.HK,祖龍娛樂,12861889,1.56,HK
9989,2021-11-04,09989.HK,海普瑞,25898500,11.75,HK
9983,2021-11-04,09983.HK,建業新生活,47302000,3.72,HK
9982,2021-11-04,09982.HK,中原建業,108013000,3.27,HK
9969,2021-11-04,09969.HK,諾誠健華-B,81594000,5.43,HK
9968,2021-11-04,09968.HK,匯景控股,15244000,0.29,HK
9966,2021-11-04,09966.HK,康寧傑瑞製藥-B,79249563,8.46,HK
