code,trade_date,ts_code,name,vol,ratio,exchange
77623,2021-11-05,300623.SZ,捷捷微電,5655966,0.76,SZ
77618,2021-11-05,300618.SZ,寒銳鈷業,2022069,0.65,SZ
77616,2021-11-05,300616.SZ,尚品宅配,1571554,0.79,SZ
77613,2021-11-05,300613.SZ,富瀚微,2152823,1.79,SZ
77607,2021-11-05,300607.SZ,拓斯達,5527397,1.29,SZ
77604,2021-11-05,300604.SZ,長川科技,3921605,0.64,SZ
77682,2021-11-05,300682.SZ,朗新科技,73262585,7.03,SZ
78,2021-11-05,00078.HK,REGALINT'L,12000,0.0,HK
77684,2021-11-05,300684.SZ,中石科技,746784,0.26,SZ
77696,2021-11-05,300696.SZ,愛樂達,816963,0.33,SZ
77765,2021-11-05,300765.SZ,新諾威,528381,0.09,SZ
77763,2021-11-05,300763.SZ,錦浪科技,5661326,2.28,SZ
77762,2021-11-05,300762.SZ,上海瀚訊,741927,0.18,SZ
77761,2021-11-05,300761.SZ,立華股份,651576,0.16,SZ
77760,2021-11-05,300760.SZ,邁瑞醫療,105488251,8.67,SZ
77759,2021-11-05,300759.SZ,康龍化成,41500650,6.28,SZ
77755,2021-11-05,300755.SZ,華致酒行,8173731,1.96,SZ
77751,2021-11-05,300751.SZ,邁為股份,7076878,6.86,SZ
77750,2021-11-05,300750.SZ,寧德時代,181552136,7.79,SZ
77748,2021-11-05,300748.SZ,金力永磁,33647033,4.75,SZ
77747,2021-11-05,300747.SZ,銳科激光,21805747,5.0,SZ
77745,2021-11-05,300745.SZ,欣銳科技,65,0.0,SZ
77741,2021-11-05,300741.SZ,華寶股份,1006261,0.16,SZ
77740,2021-11-05,300740.SZ,水羊股份,2472289,0.6,SZ
77739,2021-11-05,300739.SZ,明陽電路,26698,0.0,SZ
77738,2021-11-05,300738.SZ,奧飛數據,1174049,0.3,SZ
77737,2021-11-05,300737.SZ,科順股份,101149764,8.78,SZ
77735,2021-11-05,300735.SZ,光弘科技,8949566,1.15,SZ
77726,2021-11-05,300726.SZ,宏達電子,1933788,0.48,SZ
77725,2021-11-05,300725.SZ,藥石科技,4461236,2.23,SZ
77724,2021-11-05,300724.SZ,捷佳偉創,18789739,5.4,SZ
77723,2021-11-05,300723.SZ,一品紅,736866,0.25,SZ
77722,2021-11-05,300722.SZ,新余國科,83255,0.04,SZ
77715,2021-11-05,300715.SZ,凱倫股份,127403,0.03,SZ
77709,2021-11-05,300709.SZ,精研科技,47950,0.03,SZ
77708,2021-11-05,300708.SZ,聚燦光電,86,0.0,SZ
77706,2021-11-05,300706.SZ,阿石創,27,0.0,SZ
77702,2021-11-05,300702.SZ,天宇股份,3364459,0.96,SZ
77699,2021-11-05,300699.SZ,光威複材,21271361,4.1,SZ
77685,2021-11-05,300685.SZ,艾德生物,30836241,13.9,SZ
77603,2021-11-05,300603.SZ,立昂技術,2857,0.0,SZ
81,2021-11-05,00081.HK,中國海外宏洋集團,292946820,8.55,HK
86,2021-11-05,00086.HK,新鴻基公司,14600000,0.73,HK
511,2021-11-05,00511.HK,電視廣播,411700,0.09,HK
508,2021-11-05,00508.HK,鼎億集團投資,374335000,5.08,HK
506,2021-11-05,00506.HK,中國食品,30086100,1.07,HK
496,2021-11-05,00496.HK,卡森國際,115278000,7.71,HK
493,2021-11-05,00493.HK,國美零售,3335510000,9.87,HK
489,2021-11-05,00489.HK,東風集團股份,176027571,6.16,HK
488,2021-11-05,00488.HK,麗新發展,450,0.0,HK
480,2021-11-05,00480.HK,香港興業國際,44400,0.0,HK
468,2021-11-05,00468.HK,紛美包裝,2346000,0.17,HK
467,2021-11-05,00467.HK,聯合能源集團,116416000,0.43,HK
460,2021-11-05,00460.HK,四環醫藥,655784007,6.93,HK
451,2021-11-05,00451.HK,協鑫新能源,260908000,1.23,HK
440,2021-11-05,00440.HK,大新金融,1453600,0.45,HK
512,2021-11-05,00512.HK,遠大醫藥,223157560,6.28,HK
439,2021-11-05,00439.HK,光啟科學,258532000,4.19,HK
425,2021-11-05,00425.HK,敏實集團,17824705,1.52,HK
419,2021-11-05,00419.HK,華誼騰訊娛樂,112120000,0.83,HK
412,2021-11-05,00412.HK,山高金融,6096000,0.02,HK
410,2021-11-05,00410.HK,SOHO中國,437806000,8.41,HK
400,2021-11-05,00400.HK,科通芯城,35299000,2.49,HK
392,2021-11-05,00392.HK,北京控股,71587482,5.67,HK
390,2021-11-05,00390.HK,中國中鐵,484381030,11.5,HK
388,2021-11-05,00388.HK,香港交易所,78860354,6.21,HK
386,2021-11-05,00386.HK,中國石油化工股份,886002645,3.46,HK
384,2021-11-05,00384.HK,中國燃氣,98262961,1.76,HK
378,2021-11-05,00378.HK,五龍動力,163728000,2.42,HK
371,2021-11-05,00371.HK,北控水務集團,314024210,3.09,HK
363,2021-11-05,00363.HK,上海實業控股,28510100,2.61,HK
432,2021-11-05,00432.HK,盈大地產,171429,0.0,HK
517,2021-11-05,00517.HK,中遠海運國際,154000,0.01,HK
520,2021-11-05,00520.HK,呷哺呷哺,74192000,6.83,HK
522,2021-11-05,00522.HK,ASMPACIFIC,7926025,1.92,HK
658,2021-11-05,00658.HK,中國高速傳動,118625000,7.25,HK
656,2021-11-05,00656.HK,復星國際,993250092,11.9,HK
639,2021-11-05,00639.HK,首鋼資源,199445037,3.94,HK
636,2021-11-05,00636.HK,嘉里物流,1755001,0.09,HK
631,2021-11-05,00631.HK,三一國際,213681000,6.77,HK
612,2021-11-05,00612.HK,中國投資基金公司,1624000,0.12,HK
607,2021-11-05,00607.HK,豐盛控股,3229207500,16.38,HK
604,2021-11-05,00604.HK,深圳控股,24841505,0.27,HK
598,2021-11-05,00598.HK,中國外運,149063200,6.93,HK
590,2021-11-05,00590.HK,六福集團,1402000,0.22,HK
588,2021-11-05,00588.HK,北京北辰實業股份,244538000,34.58,HK
586,2021-11-05,00586.HK,海螺創業,166782000,9.12,HK
582,2021-11-05,00582.HK,藍鼎國際,106914000,2.52,HK
581,2021-11-05,00581.HK,中國東方集團,122670125,3.29,HK
579,2021-11-05,00579.HK,京能清潔能源,137690000,4.86,HK
576,2021-11-05,00576.HK,浙江滬杭甬,81574185,5.68,HK
570,2021-11-05,00570.HK,中國中藥,598462285,11.88,HK
568,2021-11-05,00568.HK,山東墨龍,164132800,64.08,HK
564,2021-11-05,00564.HK,鄭煤機,50522196,20.76,HK
563,2021-11-05,00563.HK,上實城市開發,82772800,1.71,HK
553,2021-11-05,00553.HK,南京熊貓電子股份,54320000,22.43,HK
552,2021-11-05,00552.HK,中國通信服務,117261105,4.89,HK
551,2021-11-05,00551.HK,裕元集團,810579,0.04,HK
548,2021-11-05,00548.HK,深圳高速公路股份,150536000,20.13,HK
547,2021-11-05,00547.HK,數字王國(新),95708000,2.21,HK
546,2021-11-05,00546.HK,阜豐集團,91140119,3.59,HK
535,2021-11-05,00535.HK,金地商置,1633414040,9.85,HK
530,2021-11-05,00530.HK,高銀金融,2440000,0.03,HK
525,2021-11-05,00525.HK,廣深鐵路股份,384356010,26.84,HK
358,2021-11-05,00358.HK,江西銅業股份,45207439,3.25,HK
354,2021-11-05,00354.HK,中國軟件國際,338457675,11.02,HK
347,2021-11-05,00347.HK,鞍鋼股份,11944800,0.83,HK
345,2021-11-05,00345.HK,VITASOYINT'L,3254011,0.3,HK
207,2021-11-05,00207.HK,大悅城地產,4084000,0.02,HK
200,2021-11-05,00200.HK,新濠國際發展,6771000,0.44,HK
189,2021-11-05,00189.HK,東岳集團,617305921,27.35,HK
187,2021-11-05,00187.HK,京城機電股份,20368000,20.36,HK
179,2021-11-05,00179.HK,德昌電機控股,1025507,0.11,HK
178,2021-11-05,00178.HK,莎莎國際,5471268,0.16,HK
177,2021-11-05,00177.HK,江蘇寧滬高速公路,134448818,10.99,HK
175,2021-11-05,00175.HK,吉利汽車,1710897503,17.41,HK
173,2021-11-05,00173.HK,嘉華國際,31829910,1.0,HK
168,2021-11-05,00168.HK,青島啤酒股份,127209401,19.41,HK
165,2021-11-05,00165.HK,中國光大控股,212550955,12.6,HK
163,2021-11-05,00163.HK,英皇國際,10216000,0.27,HK
152,2021-11-05,00152.HK,深圳國際,75865059,3.34,HK
151,2021-11-05,00151.HK,中國旺旺,9121871,0.07,HK
148,2021-11-05,00148.HK,建滔集團,12463000,1.11,HK
144,2021-11-05,00144.HK,招商局港口,78490061,2.09,HK
142,2021-11-05,00142.HK,第一太平,15582000,0.36,HK
136,2021-11-05,00136.HK,恆騰網絡,861820800,9.33,HK
135,2021-11-05,00135.HK,昆侖能源,47873000,0.55,HK
127,2021-11-05,00127.HK,華人置業,1156000,0.06,HK
123,2021-11-05,00123.HK,越秀地產,49268200,1.58,HK
120,2021-11-05,00120.HK,COSMOPOLINT'L,200000,0.0,HK
119,2021-11-05,00119.HK,保利置業集團,484310781,13.03,HK
116,2021-11-05,00116.HK,周生生,23156000,3.41,HK
109,2021-11-05,00109.HK,天成國際,44440000,0.62,HK
107,2021-11-05,00107.HK,四川成渝高速公路,244872000,27.34,HK
101,2021-11-05,00101.HK,恆隆地產,89310949,1.97,HK
95,2021-11-05,00095.HK,綠景中國地產,165726000,3.25,HK
87,2021-11-05,00087.HK,太古股份公司B,24727500,0.82,HK
215,2021-11-05,00215.HK,和記電訊香港,5958000,0.12,HK
83,2021-11-05,00083.HK,信和置業,4067976,0.04,HK
220,2021-11-05,00220.HK,統一企業中國,6929000,0.15,HK
242,2021-11-05,00242.HK,信德集團,104900000,3.46,HK
341,2021-11-05,00341.HK,大家樂集團,1032000,0.16,HK
338,2021-11-05,00338.HK,上海石油化工股份,545207351,15.59,HK
337,2021-11-05,00337.HK,綠地香港,117664000,4.21,HK
336,2021-11-05,00336.HK,華寶國際,362193980,11.64,HK
330,2021-11-05,00330.HK,思捷環球,8628350,0.3,HK
327,2021-11-05,00327.HK,百富環球,4923000,0.44,HK
323,2021-11-05,00323.HK,馬鞍山鋼鐵股份,94888000,5.47,HK
322,2021-11-05,00322.HK,康師傅控股,78318708,1.38,HK
321,2021-11-05,00321.HK,德永佳集團,842000,0.06,HK
317,2021-11-05,00317.HK,中船防務,34729900,5.86,HK
316,2021-11-05,00316.HK,東方海外國際,1000,0.0,HK
315,2021-11-05,00315.HK,數碼通電訊,2921108,0.26,HK
308,2021-11-05,00308.HK,香港中旅,199127169,3.59,HK
303,2021-11-05,00303.HK,VTECHHOLDINGS,2012584,0.79,HK
302,2021-11-05,00302.HK,中手游,173614200,6.27,HK
297,2021-11-05,00297.HK,中化化肥,291202000,4.13,HK
295,2021-11-05,00295.HK,江山控股,48750000,0.32,HK
293,2021-11-05,00293.HK,國泰航空,12457755,0.18,HK
291,2021-11-05,00291.HK,華潤啤酒,534202258,16.46,HK
288,2021-11-05,00288.HK,萬洲國際,479225428,3.73,HK
285,2021-11-05,00285.HK,比亞迪電子,175515782,7.78,HK
279,2021-11-05,00279.HK,裕承科金,559818000,2.99,HK
272,2021-11-05,00272.HK,瑞安房地產,768622227,9.53,HK
270,2021-11-05,00270.HK,粵海投資,26084905,0.39,HK
268,2021-11-05,00268.HK,金蝶國際,524746033,15.1,HK
267,2021-11-05,00267.HK,中信股份,152926916,0.51,HK
257,2021-11-05,00257.HK,光大環境,744092454,12.1,HK
256,2021-11-05,00256.HK,冠城鐘錶珠寶,439364000,10.09,HK
245,2021-11-05,00245.HK,中薇金融,23490000,0.06,HK
241,2021-11-05,00241.HK,阿里健康,254022021,1.88,HK
77602,2021-11-05,300602.SZ,飛榮達,2558519,0.5,SZ
77601,2021-11-05,300601.SZ,康泰生物,24167991,3.51,SZ
77598,2021-11-05,300598.SZ,誠邁科技,969483,0.6,SZ
77233,2021-11-05,300233.SZ,金城醫藥,1635738,0.41,SZ
77232,2021-11-05,300232.SZ,洲明科技,12930302,1.18,SZ
77229,2021-11-05,300229.SZ,拓爾思,817988,0.11,SZ
77228,2021-11-05,300228.SZ,富瑞特裝,109,0.0,SZ
77226,2021-11-05,300226.SZ,上海鋼聯,1524779,0.79,SZ
77225,2021-11-05,300225.SZ,金力泰,8349984,1.7,SZ
77224,2021-11-05,300224.SZ,正海磁材,10886591,1.32,SZ
77223,2021-11-05,300223.SZ,北京君正,6068803,1.29,SZ
77222,2021-11-05,300222.SZ,科大智能,2661078,0.34,SZ
77221,2021-11-05,300221.SZ,銀禧科技,109,0.0,SZ
77219,2021-11-05,300219.SZ,鴻利智匯,6841026,0.96,SZ
77215,2021-11-05,300215.SZ,電科院,884902,0.11,SZ
77212,2021-11-05,300212.SZ,易華錄,7803494,1.17,SZ
77236,2021-11-05,300236.SZ,上海新陽,1548777,0.49,SZ
77209,2021-11-05,300209.SZ,天澤信息,33358,0.0,SZ
77206,2021-11-05,300206.SZ,理邦儀器,30777888,5.29,SZ
77205,2021-11-05,300205.SZ,天喻信息,55,0.0,SZ
77204,2021-11-05,300204.SZ,舒泰神,474871,0.09,SZ
77203,2021-11-05,300203.SZ,聚光科技,1351747,0.29,SZ
77202,2021-11-05,300202.SZ,*ST聚龍,7795,0.0,SZ
77199,2021-11-05,300199.SZ,翰宇藥業,821028,0.08,SZ
77197,2021-11-05,300197.SZ,節能鐵漢,880371,0.03,SZ
77194,2021-11-05,300194.SZ,福安藥業,1691185,0.14,SZ
77191,2021-11-05,300191.SZ,潛能恆信,320357,0.1,SZ
77190,2021-11-05,300190.SZ,維爾利,15731,0.0,SZ
77188,2021-11-05,300188.SZ,美亞柏科,6551009,0.81,SZ
77187,2021-11-05,300187.SZ,永清環保,522,0.0,SZ
77185,2021-11-05,300185.SZ,通裕重工,25065157,0.64,SZ
77207,2021-11-05,300207.SZ,欣旺達,103176571,6.34,SZ
77237,2021-11-05,300237.SZ,美晨生態,8543,0.0,SZ
77238,2021-11-05,300238.SZ,冠昊生物,27127,0.01,SZ
77244,2021-11-05,300244.SZ,迪安診斷,68964007,11.11,SZ
77299,2021-11-05,300299.SZ,富春股份,1902,0.0,SZ
77298,2021-11-05,300298.SZ,三諾生物,36843871,6.52,SZ
77297,2021-11-05,300297.SZ,藍盾股份,5721174,0.45,SZ
77296,2021-11-05,300296.SZ,利亞德,34286776,1.34,SZ
77295,2021-11-05,300295.SZ,三六五網,33,0.0,SZ
77294,2021-11-05,300294.SZ,博雅生物,8584389,1.98,SZ
77292,2021-11-05,300292.SZ,吳通控股,2848,0.0,SZ
77291,2021-11-05,300291.SZ,華錄百納,148,0.0,SZ
77288,2021-11-05,300288.SZ,朗瑪信息,246306,0.07,SZ
77287,2021-11-05,300287.SZ,飛利信,1109592,0.07,SZ
77285,2021-11-05,300285.SZ,國瓷材料,238084961,23.71,SZ
77284,2021-11-05,300284.SZ,蘇交科,5386970,0.42,SZ
77276,2021-11-05,300276.SZ,三豐智能,2003922,0.14,SZ
77274,2021-11-05,300274.SZ,陽光電源,145202164,9.77,SZ
77273,2021-11-05,300273.SZ,和佳醫療,243,0.0,SZ
77271,2021-11-05,300271.SZ,華宇軟件,19329404,2.33,SZ
77269,2021-11-05,300269.SZ,ST聯建,102,0.0,SZ
77267,2021-11-05,300267.SZ,爾康製藥,5179264,0.25,SZ
77266,2021-11-05,300266.SZ,興源環境,319022,0.02,SZ
77263,2021-11-05,300263.SZ,隆華科技,9222090,1.0,SZ
77262,2021-11-05,300262.SZ,巴安水務,62,0.0,SZ
77257,2021-11-05,300257.SZ,開山股份,10202249,1.02,SZ
77256,2021-11-05,300256.SZ,*ST星星,197387,0.02,SZ
77255,2021-11-05,300255.SZ,常山藥業,349660,0.03,SZ
77253,2021-11-05,300253.SZ,衛寧健康,181508945,8.46,SZ
77252,2021-11-05,300252.SZ,金信諾,631739,0.1,SZ
77251,2021-11-05,300251.SZ,光線傳媒,116553201,3.97,SZ
77248,2021-11-05,300248.SZ,新開普,488339,0.1,SZ
77247,2021-11-05,300247.SZ,融捷健康,32,0.0,SZ
77184,2021-11-05,300184.SZ,力源信息,2031669,0.17,SZ
77183,2021-11-05,300183.SZ,東軟載波,4282931,0.92,SZ
77182,2021-11-05,300182.SZ,捷成股份,36781962,1.42,SZ
77180,2021-11-05,300180.SZ,華峰超纖,7796985,0.44,SZ
77122,2021-11-05,300122.SZ,智飛生物,56251519,3.51,SZ
77119,2021-11-05,300119.SZ,"TIANJINRINGPUBIO-TECHNOLOGYCO.,LTD.(A#300119)",5877977,1.45,SZ
77118,2021-11-05,300118.SZ,東方日升,8994461,0.99,SZ
77116,2021-11-05,300116.SZ,保力新,184,0.0,SZ
77115,2021-11-05,300115.SZ,長盈精密,12415164,1.03,SZ
77114,2021-11-05,300114.SZ,中航電測,3414546,0.57,SZ
77113,2021-11-05,300113.SZ,順網科技,4604111,0.66,SZ
77110,2021-11-05,300110.SZ,華仁藥業,857117,0.07,SZ
77109,2021-11-05,300109.SZ,新開源,151,0.0,SZ
77107,2021-11-05,300107.SZ,建新股份,195,0.0,SZ
77102,2021-11-05,300102.SZ,乾照光電,170,0.0,SZ
77101,2021-11-05,300101.SZ,振芯科技,5559378,0.99,SZ
77100,2021-11-05,300100.SZ,雙林股份,100,0.0,SZ
77099,2021-11-05,300099.SZ,精准信息,34,0.0,SZ
77098,2021-11-05,300098.SZ,高新興,3301991,0.19,SZ
77097,2021-11-05,300097.SZ,智雲股份,101,0.0,SZ
77096,2021-11-05,300096.SZ,易聯眾,66,0.0,SZ
77091,2021-11-05,300091.SZ,金通靈,90,0.0,SZ
77088,2021-11-05,300088.SZ,長信科技,30873163,1.25,SZ
77087,2021-11-05,300087.SZ,荃銀高科,4397609,0.96,SZ
77085,2021-11-05,300085.SZ,銀之傑,3990544,0.56,SZ
77083,2021-11-05,300083.SZ,創世紀,8644934,0.56,SZ
77081,2021-11-05,300081.SZ,恆信東方,88,0.0,SZ
77080,2021-11-05,300080.SZ,易成新能,1933174,0.08,SZ
77079,2021-11-05,300079.SZ,數碼視訊,5747633,0.4,SZ
77078,2021-11-05,300078.SZ,思創醫惠,4133222,0.47,SZ
77077,2021-11-05,300077.SZ,國民技術,97,0.0,SZ
77075,2021-11-05,300075.SZ,數字政通,316671,0.06,SZ
77073,2021-11-05,300073.SZ,當升科技,37025598,8.16,SZ
77123,2021-11-05,300123.SZ,亞光科技,6747059,0.66,SZ
77300,2021-11-05,300300.SZ,海峽創新,789583,0.11,SZ
77124,2021-11-05,300124.SZ,匯川技術,396862585,15.13,SZ
77130,2021-11-05,300130.SZ,新國都,662120,0.13,SZ
77178,2021-11-05,300178.SZ,*ST騰邦,7445,0.0,SZ
77177,2021-11-05,300177.SZ,中海達,1823458,0.24,SZ
77175,2021-11-05,300175.SZ,朗源股份,59,0.0,SZ
77171,2021-11-05,300171.SZ,東富龍,12257331,1.95,SZ
77170,2021-11-05,300170.SZ,漢得信息,11969559,1.35,SZ
77168,2021-11-05,300168.SZ,萬達信息,1862521,0.15,SZ
77166,2021-11-05,300166.SZ,東方國信,11928154,1.03,SZ
77160,2021-11-05,300160.SZ,秀強股份,97,0.0,SZ
77159,2021-11-05,300159.SZ,新研股份,1438243,0.09,SZ
77158,2021-11-05,300158.SZ,振東製藥,18307,0.0,SZ
77157,2021-11-05,300157.SZ,恆泰艾普,93,0.0,SZ
77155,2021-11-05,300155.SZ,安居寶,44,0.0,SZ
77153,2021-11-05,300153.SZ,科泰電源,83,0.0,SZ
77151,2021-11-05,300151.SZ,昌紅科技,12157057,2.41,SZ
77149,2021-11-05,300149.SZ,量子生物,29827159,5.96,SZ
77148,2021-11-05,300148.SZ,天舟文化,698,0.0,SZ
77147,2021-11-05,300147.SZ,香雪製藥,397,0.0,SZ
77146,2021-11-05,300146.SZ,湯臣倍健,150466133,8.84,SZ
77145,2021-11-05,300145.SZ,中金環境,1914310,0.09,SZ
77144,2021-11-05,300144.SZ,宋城演藝,229870617,8.79,SZ
77143,2021-11-05,300143.SZ,盈康生命,2767866,0.43,SZ
77142,2021-11-05,300142.SZ,沃森生物,51909668,3.26,SZ
77138,2021-11-05,300138.SZ,晨光生物,2282253,0.42,SZ
77137,2021-11-05,300137.SZ,先河環保,61,0.0,SZ
77136,2021-11-05,300136.SZ,信維通信,26279938,2.71,SZ
77134,2021-11-05,300134.SZ,大富科技,2541938,0.33,SZ
77133,2021-11-05,300133.SZ,華策影視,47147815,2.48,SZ
77132,2021-11-05,300132.SZ,青松股份,30724517,5.94,SZ
77131,2021-11-05,300131.SZ,英唐智控,1349505,0.12,SZ
77128,2021-11-05,300128.SZ,錦富技術,183,0.0,SZ
77302,2021-11-05,300302.SZ,同有科技,21725,0.0,SZ
77303,2021-11-05,300303.SZ,聚飛光電,8616703,0.64,SZ
77304,2021-11-05,300304.SZ,雲意電氣,132,0.0,SZ
77496,2021-11-05,300496.SZ,中科創達,46881076,11.02,SZ
77495,2021-11-05,300495.SZ,*ST美尚,178182,0.02,SZ
77494,2021-11-05,300494.SZ,盛天網絡,505,0.0,SZ
77487,2021-11-05,300487.SZ,藍曉科技,7936580,3.61,SZ
77485,2021-11-05,300485.SZ,賽升藥業,1728772,0.35,SZ
77482,2021-11-05,300482.SZ,萬孚生物,10604331,2.38,SZ
77481,2021-11-05,300481.SZ,濮陽惠成,48,0.0,SZ
77477,2021-11-05,300477.SZ,合縱科技,1988,0.0,SZ
77476,2021-11-05,300476.SZ,勝宏科技,5904682,0.75,SZ
77474,2021-11-05,300474.SZ,景嘉微,792541,0.26,SZ
77470,2021-11-05,300470.SZ,中密控股,4653895,2.23,SZ
77468,2021-11-05,300468.SZ,四方精創,1815,0.0,SZ
77467,2021-11-05,300467.SZ,迅游科技,97459,0.04,SZ
77465,2021-11-05,300465.SZ,高偉達,2473,0.0,SZ
77463,2021-11-05,300463.SZ,邁克生物,29872030,5.36,SZ
77459,2021-11-05,300459.SZ,湯姆貓,23251207,0.66,SZ
77458,2021-11-05,300458.SZ,全志科技,20959062,6.33,SZ
77457,2021-11-05,300457.SZ,贏合科技,30058796,4.62,SZ
77456,2021-11-05,300456.SZ,賽微電子,6790263,0.93,SZ
77455,2021-11-05,300455.SZ,康拓紅外,2517249,0.35,SZ
77454,2021-11-05,300454.SZ,深信服,37502728,9.06,SZ
77451,2021-11-05,300451.SZ,創業慧康,25302979,1.63,SZ
77450,2021-11-05,300450.SZ,先導智能,305643663,19.52,SZ
77448,2021-11-05,300448.SZ,浩雲科技,129422,0.01,SZ
77443,2021-11-05,300443.SZ,金雷股份,1271275,0.48,SZ
77441,2021-11-05,300441.SZ,鮑斯股份,3126768,0.47,SZ
77439,2021-11-05,300439.SZ,美康生物,347858,0.09,SZ
77438,2021-11-05,300438.SZ,鵬輝能源,2881737,0.67,SZ
77433,2021-11-05,300433.SZ,藍思科技,128758843,2.58,SZ
77497,2021-11-05,300497.SZ,富祥藥業,5837071,1.06,SZ
77432,2021-11-05,300432.SZ,富臨精工,6056354,0.81,SZ
77498,2021-11-05,300498.SZ,溫氏股份,130745066,2.05,SZ
77503,2021-11-05,300503.SZ,昊志機電,80,0.0,SZ
77596,2021-11-05,300596.SZ,利安隆,9490720,4.62,SZ
77595,2021-11-05,300595.SZ,歐普康視,22441789,2.63,SZ
77590,2021-11-05,300590.SZ,移為通信,819601,0.26,SZ
77579,2021-11-05,300579.SZ,數字認證,441242,0.24,SZ
77577,2021-11-05,300577.SZ,開潤股份,4936893,2.05,SZ
77576,2021-11-05,300576.SZ,容大感光,212154,0.11,SZ
77573,2021-11-05,300573.SZ,興齊眼藥,884366,1.07,SZ
77572,2021-11-05,300572.SZ,安車檢測,2217463,0.96,SZ
77571,2021-11-05,300571.SZ,平治信息,70799,0.05,SZ
77570,2021-11-05,300570.SZ,太辰光,105078,0.04,SZ
77568,2021-11-05,300568.SZ,星源材質,55985339,7.28,SZ
77567,2021-11-05,300567.SZ,精測電子,12006319,4.31,SZ
77559,2021-11-05,300559.SZ,佳發教育,652978,0.16,SZ
77558,2021-11-05,300558.SZ,貝達藥業,15211877,3.66,SZ
77552,2021-11-05,300552.SZ,萬集科技,729319,0.36,SZ
77548,2021-11-05,300548.SZ,博創科技,70979,0.04,SZ
77531,2021-11-05,300531.SZ,優博訊,2694,0.0,SZ
77529,2021-11-05,300529.SZ,健帆生物,20751315,2.57,SZ
77527,2021-11-05,300527.SZ,中船應急,7009339,0.72,SZ
77526,2021-11-05,300526.SZ,中潛股份,31209,0.01,SZ
77525,2021-11-05,300525.SZ,博思軟件,2314701,0.58,SZ
77523,2021-11-05,300523.SZ,辰安科技,1106953,0.47,SZ
77518,2021-11-05,300518.SZ,盛訊達,79,0.0,SZ
77516,2021-11-05,300516.SZ,久之洋,36997,0.02,SZ
77511,2021-11-05,300511.SZ,雪榕生物,54,0.0,SZ
77508,2021-11-05,300508.SZ,維宏股份,33,0.0,SZ
77507,2021-11-05,300507.SZ,蘇奧傳感,98,0.0,SZ
77506,2021-11-05,300506.SZ,名家匯,1027,0.0,SZ
77504,2021-11-05,300504.SZ,天邑股份,345434,0.12,SZ
77502,2021-11-05,300502.SZ,新易盛,2531308,0.49,SZ
659,2021-11-05,00659.HK,新創建集團,3053797,0.06,HK
77429,2021-11-05,300429.SZ,強力新材,3109344,0.6,SZ
77427,2021-11-05,300427.SZ,紅相股份,721710,0.2,SZ
77352,2021-11-05,300352.SZ,北信源,12356364,0.85,SZ
77349,2021-11-05,300349.SZ,金卡智能,1556354,0.36,SZ
77348,2021-11-05,300348.SZ,長亮科技,4987761,0.69,SZ
77347,2021-11-05,300347.SZ,泰格醫藥,92474863,12.34,SZ
77346,2021-11-05,300346.SZ,南大光電,1680860,0.39,SZ
77343,2021-11-05,300343.SZ,聯創股份,44,0.0,SZ
77342,2021-11-05,300342.SZ,天銀機電,721,0.0,SZ
77340,2021-11-05,300340.SZ,科恆股份,150,0.0,SZ
77339,2021-11-05,300339.SZ,潤和軟件,3480861,0.43,SZ
77337,2021-11-05,300337.SZ,銀邦股份,130,0.0,SZ
77336,2021-11-05,300336.SZ,新文化,165,0.0,SZ
77335,2021-11-05,300335.SZ,迪森股份,135,0.0,SZ
77332,2021-11-05,300332.SZ,天壕環境,102,0.0,SZ
77328,2021-11-05,300328.SZ,宜安科技,20775,0.0,SZ
77327,2021-11-05,300327.SZ,中穎電子,19584164,6.29,SZ
77326,2021-11-05,300326.SZ,凱利泰,16378131,2.27,SZ
77324,2021-11-05,300324.SZ,旋極信息,8154191,0.47,SZ
77323,2021-11-05,300323.SZ,華燦光電,945229,0.07,SZ
77322,2021-11-05,300322.SZ,碩貝德,277894,0.05,SZ
77319,2021-11-05,300319.SZ,麥捷科技,12117610,1.41,SZ
77318,2021-11-05,300318.SZ,博暉創新,3027448,0.37,SZ
77317,2021-11-05,300317.SZ,珈偉新能,1095,0.0,SZ
77316,2021-11-05,300316.SZ,晶盛機電,69827542,5.43,SZ
77315,2021-11-05,300315.SZ,掌趣科技,38968011,1.41,SZ
77314,2021-11-05,300314.SZ,戴維醫療,182500,0.06,SZ
77311,2021-11-05,300311.SZ,任子行,3,0.0,SZ
77310,2021-11-05,300310.SZ,宜通世紀,61,0.0,SZ
77308,2021-11-05,300308.SZ,中際旭創,76633409,9.57,SZ
77307,2021-11-05,300307.SZ,慈星股份,33,0.0,SZ
77353,2021-11-05,300353.SZ,東土科技,105,0.0,SZ
77428,2021-11-05,300428.SZ,立中集團,2092497,0.33,SZ
77355,2021-11-05,300355.SZ,蒙草生態,2499492,0.15,SZ
77359,2021-11-05,300359.SZ,全通教育,214,0.0,SZ
77423,2021-11-05,300423.SZ,魯億通,2198073,0.44,SZ
77422,2021-11-05,300422.SZ,博世科,76,0.0,SZ
77418,2021-11-05,300418.SZ,昆侖萬維,30764300,2.57,SZ
77413,2021-11-05,300413.SZ,芒果超媒,50653127,2.7,SZ
77409,2021-11-05,300409.SZ,道氏技術,5149290,0.88,SZ
77408,2021-11-05,300408.SZ,三環集團,78144758,4.3,SZ
