trade_date,exchange_id,rzye,rzmre,rzche,rqye,rqmcl,rzrqye,rqyl
2017-02-06,SZSE,369318742539.0,10452061008.0,9254425065.0,483487896.0,10794304.0,369802230435.0,
2017-02-07,SSE,505290510411.0,14733134047.0,14536748339.0,2855342420.0,82443370.0,508145852831.0,
2017-02-07,SZSE,369440695400.0,11105806736.0,10983853875.0,546533340.0,15514559.0,369987228740.0,
2017-02-08,SZSE,370369891496.0,12893621358.0,11964425262.0,576794301.0,14414313.0,370946685797.0,
2017-02-08,SSE,507120995154.0,17527851456.0,15697366713.0,2990431779.0,76546068.0,510111426933.0,
2017-02-09,SSE,510301910232.0,22663085338.0,19482170260.0,2999102374.0,55866642.0,513301012606.0,
2017-02-09,SZSE,371030527616.0,15141614685.0,14480978565.0,561664128.0,14013914.0,371592191744.0,
2017-02-10,SSE,509501164991.0,25684293331.0,26485038572.0,3058976919.0,62794133.0,512560141910.0,
2017-02-10,SZSE,370023688362.0,15229736678.0,16236575932.0,590810792.0,13372376.0,370614499154.0,
2017-02-13,SZSE,371773131543.0,17360875528.0,15611432347.0,600500306.0,12549587.0,372373631849.0,
2017-02-13,SSE,512891126892.0,25494319077.0,22104357176.0,3318538647.0,112808145.0,516209665539.0,
2017-02-14,SSE,514493589292.0,21279556607.0,19677094207.0,3268476365.0,73376299.0,517762065657.0,
2017-02-14,SZSE,371939212452.0,14689965172.0,14523884263.0,600577726.0,12658097.0,372539790178.0,
