period,buy_amount,repay_amount,balance,buy_amount_qoq,indicator_name
2020-12,1689002556851.0,1664630712317.0,713657084317.0,0.0871601406887661,margin_borrow_amount_M_qoq
2021-01,2154768239451.0,2096576348013.0,731709803628.0,0.2757637522280487,margin_borrow_amount_M_qoq
2021-02,1345918904980.0,1355236341024.0,806306694237.0,-0.37537648813548585,margin_borrow_amount_M_qoq
2021-03,1500574755713.0,1521443990428.0,797053733339.0,0.11490725790444123,margin_borrow_amount_M_qoq
2021-04,1308079813626.0,1319070618397.0,709203424877.0,-0.1282808079731661,margin_borrow_amount_M_qoq
2021-05,1430921458898.0,1365442358288.0,827953586295.0,0.09390990059810078,margin_borrow_amount_M_qoq
2021-06,1822941975326.0,1764065269012.0,862822810436.0,0.27396368542121663,margin_borrow_amount_M_qoq
2021-07,2331938965596.0,2327063756370.0,875692505732.0,0.27921732954718714,margin_borrow_amount_M_qoq
2021-08,2521565153855.0,2464828064094.0,899385982475.0,0.08131696028782431,margin_borrow_amount_M_qoq
2021-09,2298594461963.0,2318934794328.0,789086368159.0,-0.0884255128411493,margin_borrow_amount_M_qoq
2021-10,1219373089953.0,1208917132786.0,903863548830.0,-0.46951360488719907,margin_borrow_amount_M_qoq
2021-11,414633260796.0,424120656977.0,895795759951.0,-0.6599619392847338,margin_borrow_amount_M_qoq
