ts_code,name,management,found_date,issue_date
163111.SZ,申万中小LOF,申万菱信基金,20170509,20170509
163113.SZ,申万证券LOF,申万菱信基金,20140313,20140224
163114.SZ,申万环保LOF,申万菱信基金,20140530,20140505
163115.SZ,申万军工LOF,申万菱信基金,20140724,20140630
163116.SZ,申万电子LOF,申万菱信基金,20150514,20150421
163118.SZ,医药生物LOF,申万菱信基金,20150619,20150601
163208.SZ,全球油气能源LOF,诺安基金,20110927,20110829
163302.SZ,大摩资源LOF,摩根士丹利基金,20050927,20050808
163402.SZ,兴全趋势LOF,兴证全球基金,20051103,20050919
163406.SZ,兴全合润LOF,兴证全球基金,20100422,20100322
163407.SZ,兴全沪深300LOF,兴证全球基金,20101102,20101012
163409.SZ,兴全绿色LOF,兴证全球基金,20110506,20110406
163412.SZ,兴全轻资产LOF,兴证全球基金,20120405,20120227
163415.SZ,兴全商业模式LOF,兴证全球基金,20121218,20121112
163417.SZ,兴全合宜LOF,兴证全球基金,20180123,20180116
163418.SZ,兴全合兴LOF,兴证全球基金,20210112,20210106
163503.SZ,天治核心LOF,天治基金,20060120,20051121
163801.SZ,中银中国LOF,中银基金,20050104,20041118
163819.SZ,中银信用增利LOF,中银基金,20120312,20120130
163821.SZ,沪深300等权LOF,中银基金,20120517,20120409
163907.SZ,中海惠裕LOF,中海基金,20160108,20160108
164105.SZ,华富强债LOF,华富基金,20100908,20100901
164206.SZ,天弘添利LOF,天弘基金,20151203,20151203
164208.SZ,天弘丰利LOF,天弘基金,20141124,20141124
164210.SZ,天弘同利LOF,天弘基金,20160920,20160919
164403.SZ,农业精选LOF,前海开源基金,20160720,20160720
164508.SZ,国富中证A100LOF,国海富兰克林基金,20200327,20200327
164509.SZ,国富恒利债券LOF,国海富兰克林基金,20170310,20170310
164606.SZ,信用增利LOF,华泰柏瑞基金,20110922,20110725
164701.SZ,黄金LOF,汇添富基金,20110831,20110725
164703.SZ,汇添富纯债LOF,汇添富基金,20161107,20161107
164705.SZ,恒生LOF,汇添富基金,20140306,20140124
164808.SZ,工银四季LOF,工银瑞信基金,20110210,20110111
164810.SZ,工银纯债定开,工银瑞信基金,20120621,20120521
164814.SZ,工银双债LOF,工银瑞信基金,20160926,20160926
164824.SZ,印度基金LOF,工银瑞信基金,20180615,20180507
164902.SZ,交银添利LOF,交银施罗德基金,20110127,20110106
164906.SZ,中概互联网LOF,交银施罗德基金,20150527,20150430
165309.SZ,沪深300LOF建信,建信基金,20091105,20090921
165311.SZ,信用债LOF,建信基金,20110616,20110516
165313.SZ,建信优势LOF,建信基金,20130319,20130319
165508.SZ,中信保诚深度LOF,中信保诚基金,20100730,20100621
165509.SZ,中信保诚增强LOF,中信保诚基金,20100929,20100913
165511.SZ,中信保诚500LOF,中信保诚基金,20110211,20110106
165512.SZ,中信保诚机遇LOF,中信保诚基金,20110801,20110629
165513.SZ,中信保诚商品LOF,中信保诚基金,20111220,20111109
165515.SZ,中信保诚300LOF,中信保诚基金,20120201,20111221
165516.SZ,中信保诚周期LOF,中信保诚基金,20120507,20120314
165517.SZ,中信保诚双盈LOF,中信保诚基金,20150414,20150414
165519.SZ,医药生物科技LOF,中信保诚基金,20130816,20130722
165520.SZ,有色LOF,中信保诚基金,20130830,20130805
165521.SZ,金融LOF,中信保诚基金,20131220,20131125
165522.SZ,TMTLOF,中信保诚基金,20141128,20141110
165525.SZ,基建工程LOF,中信保诚基金,20160727,20160727
165528.SZ,中信保诚鼎利LOF,中信保诚基金,20160524,20160425
166001.SZ,中欧趋势LOF,中欧基金,20070129,20070104
166006.SZ,中欧成长LOF,中欧基金,20091230,20091201
166008.SZ,中欧强债LOF,中欧基金,20101202,20101101
166009.SZ,中欧动力LOF,中欧基金,20110210,20110106
166011.SZ,中欧盛世LOF,中欧基金,20150331,20150331
166016.SZ,中欧纯债LOF,中欧基金,20160202,20160202
166023.SZ,中欧瑞丰LOF,中欧基金,20170731,20170717
166024.SZ,中欧恒利定开,中欧基金,20171101,20171024
166025.SZ,中欧远见定开,中欧基金,20190424,20190415
166027.SZ,中欧创业定开,中欧基金,20200716,20200707
166105.SZ,信澳鑫安LOF,信达澳亚基金,20150507,20150507
166107.SZ,多因子LOF,信达澳亚基金,20191106,20190923
166401.SZ,稳健增利LOF,浦银安盛基金,20141215,20141215
167001.SZ,鼎泰LOF,平安基金,20160721,20160620
167002.SZ,鼎越LOF,平安基金,20160920,20160815
167003.SZ,鼎弘LOF,平安基金,20170426,20170223
167301.SZ,保险主题LOF,方正富邦基金,20150731,20150625
167302.SZ,大湾区LOF,方正富邦基金,20190926,20190826
167501.SZ,安信宝利债券LOF,安信基金,20150724,20150724
167506.SZ,安信深圳科技LOF,安信基金,20191206,20191111
167508.SZ,安信价值发现定开,安信基金,20200430,20200401
168101.SZ,九泰锐智LOF,九泰基金,20150814,20150626
168102.SZ,九泰锐富LOF,九泰基金,20160204,20160113
168103.SZ,九泰锐益LOF,九泰基金,20160811,20160711
168104.SZ,九泰锐丰LOF,九泰基金,20160830,20160727
168105.SZ,九泰泰富LOF,九泰基金,20160926,20160822
168203.SZ,钢铁LOF,国联基金,20150619,20150527
168204.SZ,煤炭LOF,国联基金,20150625,20150527
168301.SZ,东海祥龙LOF,东海基金,20161221,20161116
168401.SZ,红土创新精选LOF,红土创新基金,20161230,20161125
168701.SZ,金融科技LOF,合煦智远基金,20200403,20200302
169101.SZ,东方红睿丰LOF,东方红资产管理,20140919,20140825
169104.SZ,东方红睿满LOF,东方红资产管理,20160628,20160620
169105.SZ,东方红睿华LOF,东方红资产管理,20160804,20160728
169106.SZ,东方红创优定开,东方红资产管理,20180322,20180315
169201.SZ,浙商鼎盈LOF,浙商资管,20161207,20161025
180101.SZ,博时蛇口产园REIT,博时基金,20210607,20210531
180102.SZ,华夏合肥高新REIT,华夏基金,20220920,20220914
180103.SZ,华夏和达高科REIT,华夏基金,20221216,20221212
180105.SZ,易方达广开产园REIT,易方达基金,20240829,20240823
180106.SZ,广发成都高投产业园REIT,广发基金,20241206,20241202
180201.SZ,平安广州广河REIT,平安基金,20210607,20210531
180202.SZ,华夏越秀高速REIT,华夏基金,20211203,20211129
180203.SZ,招商高速公路REIT,招商基金,20241017,20241008
180301.SZ,红土创新盐田港REIT,红土创新基金,20210607,20210531
180302.SZ,华夏深国际REIT,华夏基金,20240625,20240617
180303.SZ,华泰宝湾物流REIT,华泰证券资管,20240913,20240909
180305.SZ,南方顺丰物流REIT,南方基金,20250327,20250321
180306.SZ,华夏安博仓储REIT,华夏基金,20251118,20251111
180401.SZ,鹏华深圳能源REIT,鹏华基金,20220711,20220705
180402.SZ,工银蒙能清洁能源REIT,工银瑞信基金,20241128,20241122
180501.SZ,红土创新深圳安居REIT,红土创新基金,20220822,20220816
180502.SZ,招商基金蛇口租赁住房REIT,招商基金,20240926,20240919
180601.SZ,华夏华润商业REIT,华夏基金,20240207,20240130
180602.SZ,中金印力消费REIT,中金基金,20240416,20240408
180603.SZ,华夏大悦城商业REIT,华夏基金,20240903,20240827
180605.SZ,易方达华威市场REIT,易方达基金,20250113,20250106
180606.SZ,中金中国绿发商业REIT,中金基金,20250619,20250613
180607.SZ,华夏中海商业REIT,华夏基金,20251020,20251013
180701.SZ,银华绍兴原水水利REIT,银华基金,20241028,20241021
180801.SZ,中航首钢绿能REIT,中航基金,20210607,20210531
180901.SZ,南方润泽科技数据中心REIT,南方基金,20250718,20250714
501001.SH,财通精选混合LOF,财通基金,20150701,20150609
501005.SH,精准医疗LOF,汇添富基金,20160121,20151228
501007.SH,互联网医疗LOF,汇添富基金,20161222,20161128
501008.SH,互联网医疗LOFC,汇添富基金,20161222,20161128
501009.SH,生物科技LOF,汇添富基金,20161222,20161128
501010.SH,生物科技LOFC,汇添富基金,20161222,20161128
501011.SH,中药基金LOF,汇添富基金,20161229,20161128
501012.SH,中药基金LOFC,汇添富基金,20161229,20161128
501015.SH,财通升级混合LOF,财通基金,20160309,20160218
501016.SH,券商基金LOF,国泰基金,20170427,20170324
501017.SH,国泰融丰LOF,国泰基金,20160526,20160503
501018.SH,南方原油LOF,南方基金,20160615,20160517
501019.SH,军工基金LOF,国泰基金,20170329,20170310
501021.SH,香港中小LOF,华宝基金,20160624,20160523
501022.SH,银华鑫盛LOF,银华基金,20161014,20160824
501023.SH,港中小企LOF,鹏华基金,20160929,20160829
501025.SH,香港银行LOF,鹏华基金,20161110,20161010
501026.SH,财通福享混合LOF,财通基金,20160918,20160815
501028.SH,财通福瑞混合LOF,财通基金,20161122,20161017
501029.SH,红利基金LOF,华宝基金,20170118,20161201
501030.SH,环境治理LOF,汇添富基金,20161229,20161128
501031.SH,环境治理LOFC,汇添富基金,20161229,20161128
501032.SH,财通福盛混合LOF,财通基金,20170125,20161219
501036.SH,中证500LOF,汇添富基金,20170810,20170726
501037.SH,中证500LOFC,汇添富基金,20170810,20170726
501038.SH,银华明择,银华基金,20170811,20170710
501043.SH,沪深300LOF,汇添富基金,20170906,20170828
501045.SH,沪深300LOFC,汇添富基金,20170906,20170828
501046.SH,财通福鑫定开混合,财通基金,20171023,20170830
501047.SH,证券公司LOF,汇添富基金,20171204,20171108
501048.SH,证券公司LOFC,汇添富基金,20171204,20171108
501050.SH,50AHLOF,华夏基金,20161027,20160919
501051.SH,圆信永丰汇利LOF,圆信永丰基金,20171130,20171106
501053.SH,东方红目标优选,东方红资产管理,20171218,20171212
501057.SH,新能源车LOF,汇添富基金,20180523,20180507
501058.SH,新能源车LOFC,汇添富基金,20180523,20180507
501059.SH,国企红利LOF,西部利得基金,20180711,20180521
501060.SH,金选300A类LOF,中金基金,20180830,20180723
501061.SH,金选300C类LOF,中金基金,20180830,20180723
501062.SH,南方瑞合LOF,南方基金,20180906,20180806
501064.SH,国泰价值LOF,国泰基金,20190110,20181210
501065.SH,经典成长,汇添富基金,20181205,20180906
501070.SH,广发睿阳,广发基金,20190131,20181228
501071.SH,泓德丰泽LOF,泓德基金,20190328,20190225
501073.SH,华安智联LOF,华安基金,20190611,20190605
501075.SH,科创主题LOF,万家基金,20190612,20190605
501076.SH,鹏华创新动力LOF,鹏华基金,20190610,20190605
501077.SH,富国创新企业LOF,富国基金,20190611,20190605
501078.SH,科创配置LOF,广发基金,20190611,20190605
501079.SH,科创大成LOF,大成基金,20190718,20190624
501080.SH,科创主题投资基金LOF,中金基金,20190711,20190624
501081.SH,科创中欧LOF,中欧基金,20190628,20190624
501082.SH,科创投资LOF,博时基金,20190627,20190624
501083.SH,科创银华LOF,银华基金,20190705,20190624
501085.SH,财通科创LOF,财通基金,20190711,20190624
501087.SH,交银瑞丰LOF,交银施罗德基金,20190904,20190826
501088.SH,嘉实瑞虹,嘉实基金,20190904,20190805
501089.SH,消费红利增强LOF,方正富邦基金,20191129,20191008
501090.SH,消费龙头LOF,华宝基金,20191219,20191008
501091.SH,嘉实欣荣LOF,嘉实基金,20200120,20191219
501092.SH,交银瑞思LOF,交银施罗德基金,20200221,20200217
501093.SH,华夏翔阳LOF,华夏基金,20200306,20200217
501095.SH,中银证券科技创新LOF,中银证券,20200312,20200227
501096.SH,国联安科创LOF,国联安基金,20200320,20200225
501097.SH,科创国寿LOF,国寿安保基金,20200326,20200312
501098.SH,科创建信LOF,建信基金,20200326,20200305
501099.SH,平安新兴产业LOF,平安基金,20200410,20200305
501186.SH,华夏兴融LOF,华夏基金,20180705,20180611
501188.SH,添富核心精选LOF,汇添富基金,20180705,20180611
501189.SH,嘉实产业优选LOF,嘉实基金,20180705,20180611
501200.SH,科创加银LOF,民生加银基金,20200515,20200317
501201.SH,科创红土LOF,红土创新基金,20230724,20230724
501202.SH,华泰创新先锋LOF,华泰证券资管,20200717,20200618
501203.SH,易基创新未来LOF,易方达基金,20200929,20200925
501205.SH,鹏华创新未来LOF,鹏华基金,20200930,20200925
501206.SH,添富创新未来LOF,汇添富基金,20201013,20200925
501207.SH,华夏创新未来LOF,华夏基金,20201013,20200925
501208.SH,中欧创新未来LOF,中欧基金,20201009,20200925
501209.SH,富久食品饮料LOF,银华基金,20210903,20210818
501210.SH,交银智选星光FOF,交银施罗德基金,20211110,20211025
501211.SH,民生加银优享FOF,民生加银基金,20211207,20211115
501212.SH,广发优选配置FOF,广发基金,20211102,20211018
501213.SH,中欧汇选FOF,中欧基金,20211110,20211101
501215.SH,积极配置FOF,兴证全球基金,20211112,20211108
501216.SH,富国行业精选FOF,富国基金,20211216,20211103
501217.SH,行业配置FOF,华夏基金,20220408,20220307
501218.SH,工银睿智进取FOF,工银瑞信基金,20211124,20211101
501219.SH,智胜先锋LOF,华夏基金,20211215,20211122
501220.SH,行业轮动FOF,国泰基金,20220719,20220429
501222.SH,如意招享FOF,易方达基金,20221101,20220805
501225.SH,全球芯片LOF,景顺长城基金,20230330,20230223
501227.SH,泓德红利优选LOF,泓德基金,20250429,20250407
501300.SH,美元债LOF,海富通基金,20161128,20161114
501301.SH,香港大盘LOF,华宝基金,20170420,20170320
501302.SH,恒生指数基金LOF,南方基金,20170721,20170417
501303.SH,恒生中型股LOF,广发基金,20170921,20170807
501305.SH,港股高股息LOF,汇添富基金,20171124,20171106
501306.SH,港股高股息LOFC,汇添富基金,20171124,20171106
501307.SH,沪港深红利LOF,银河基金,20180410,20180226
501310.SH,价值基金LOF,华宝基金,20181025,20180827
501311.SH,港股通新经济LOF,嘉实基金,20190114,20181128
501312.SH,海外科技LOF,华宝基金,20230411,20230316
502000.SH,500增强LOF,西部利得基金,20200219,20200219
502003.SH,军工LOF,易方达基金,20150708,20150623
502006.SH,国企改革LOF,易方达基金,20150615,20150608
502010.SH,证券LOF,易方达基金,20150708,20150623
502013.SH,一带一路LOF,长盛基金,20150529,20150512
502023.SH,钢铁LOF,鹏华基金,20150813,20150623
502048.SH,上证50LOF,易方达基金,20150415,20150330
502053.SH,券商LOF,长盛基金,20150813,20150713
502056.SH,医疗基金LOF,广发基金,20200826,20200826
506000.SH,科创板基金,南方基金,20200728,20200724
506001.SH,万家科创板,万家基金,20200803,20200724
506002.SH,易方达科创板,易方达基金,20200728,20200724
506003.SH,富国科创板,富国基金,20200729,20200724
506005.SH,科创板博时,博时基金,20200729,20200724
506006.SH,汇添富科创板,汇添富基金,20200728,20200724
506008.SH,科创板长城,长城基金,20210901,20210804
508000.SH,华安张江产业园REIT,华安基金,20210607,20210531
508001.SH,浙商沪杭甬REIT,浙商资管,20210607,20210531
508002.SH,华安百联消费REIT,华安基金,20240711,20240702
508003.SH,中金联东科创REIT,中金基金,20241017,20241008
508005.SH,华夏首创奥莱REIT,华夏基金,20240814,20240806
508006.SH,富国首创水务REIT,富国基金,20210607,20210531
508007.SH,中金山东高速REIT,中金基金,20231016,20231010
508008.SH,国金中国铁建REIT,国金基金,20220627,20220621
508009.SH,中金安徽交控REIT,中金基金,20221111,20221107
508010.SH,中金重庆两江REIT,中金基金,20241203,20241127
508011.SH,嘉实物美消费REIT,嘉实基金,20240131,20240124
508012.SH,招商科创REIT,招商基金,20241217,20241210
508015.SH,中信建投明阳智能新能源REIT,中信建投基金,20240705,20240702
508016.SH,华夏华电清洁能源REIT,华夏基金,20250714,20250707
508017.SH,华夏金茂商业REIT,华夏基金,20240131,20240122
508018.SH,华夏中国交建REIT,华夏基金,20220413,20220407
508019.SH,中金湖北科投光谷REIT,中金基金,20230609,20230605
508021.SH,国泰海通临港创新产业园REIT,国泰海通资管,20220922,20220919
508022.SH,博时津开产园REIT,博时基金,20240828,20240821
508026.SH,嘉实中国电建清洁能源REIT,嘉实基金,20240315,20240311
508027.SH,东吴苏园产业REIT,东吴基金,20210607,20210531
508028.SH,中信建投国家电投新能源REIT,中信建投基金,20230320,20230314
508029.SH,中信建投沈阳国际软件园REIT,中信建投基金,20251020,20251013
508031.SH,国泰海通城投宽庭保租房REIT,国泰海通资管,20231227,20231222
508033.SH,易方达深高速REIT,易方达基金,20240312,20240304
508036.SH,平安宁波交投REIT,平安基金,20241210,20241203
508039.SH,创金合信首农REIT,创金合信基金,20250714,20250707
508048.SH,华安外高桥REIT,华安基金,20241212,20241206
508050.SH,华夏中核清洁能源REIT,华夏基金,20251226,20251222
508055.SH,汇添富上海地产租赁住房REIT,汇添富基金,20250321,20250317
508056.SH,中金普洛斯REIT,中金基金,20210607,20210531
508058.SH,中金厦门安居REIT,中金基金,20220822,20220816
508060.SH,南方万国数据中心REIT,南方基金,20250718,20250714
508066.SH,华泰江苏交控REIT,华泰证券资管,20221103,20221028
508068.SH,华夏北京保障房REIT,华夏基金,20220822,20220816
508069.SH,华夏南京交通高速公路REIT,华夏基金,20241017,20241009
508077.SH,华夏基金华润有巢REIT,华夏基金,20221118,20221114
508078.SH,中航易商仓储物流REIT,中航基金,20241224,20241213
508080.SH,中金亦庄产业园REIT,中金基金,20250616,20250610
508082.SH,中金唯品会奥莱REIT,中金基金,20250827,20250820
508084.SH,汇添富九州通医药REIT,汇添富基金,20250217,20250210
508085.SH,华泰苏州恒泰租赁住房REIT,华泰证券资管,20250425,20250422
508086.SH,工银河北高速REIT,工银瑞信基金,20240618,20240611
508087.SH,国泰海通济南能源供热REIT,国泰海通资管,20250113,20250106
508088.SH,国泰海通东久新经济REIT,国泰海通资管,20220923,20220920
508089.SH,华夏特变电工新能源REIT,华夏基金,20240619,20240612
508090.SH,中银中外运仓储物流REIT,中银基金,20250626,20250623
508091.SH,华夏凯德商业REIT,华夏基金,20250916,20250909
508092.SH,华夏金隅智造工场REIT,华夏基金,20250123,20250117
508096.SH,中航京能国际能源REIT,中航基金,20230320,20230314
508097.SH,华泰南京建邺REIT,华泰证券资管,20241111,20241104
508098.SH,嘉实京东仓储基础设施REIT,嘉实基金,20230111,20230105
508099.SH,建信中关村REIT,建信基金,20211203,20211129
510010.SH,180治理ETF交银,交银施罗德基金,20090925,20090831
510020.SH,超大盘ETF博时,博时基金,20091229,20091207
510030.SH,价值ETF华宝,华宝基金,20100423,20100322
510040.SH,上证180ETF鹏华,鹏华基金,20241225,20241212
510050.SH,上证50ETF华夏,华夏基金,20041230,20041129
510060.SH,央企ETF工银,工银瑞信基金,20090826,20090720
510090.SH,责任ETF建信,建信基金,20100528,20100421
510100.SH,上证50ETF易方达,易方达基金,20190906,20190610
510130.SH,上证中盘ETF易方达,易方达基金,20100329,20100225
510150.SH,消费ETF招商,招商基金,20101208,20101104
510160.SH,产业升级ETF南方,南方基金,20100827,20100726
510170.SH,大宗商品ETF国联安,国联安基金,20101126,20101101
510180.SH,上证180ETF华安,华安基金,20060413,20060309
510190.SH,上证50ETF华安,华安基金,20101118,20101025
510200.SH,上证券商ETF汇安,汇安基金,20200409,20200316
510210.SH,上证指数ETF富国,富国基金,20110130,20110105
510230.SH,金融ETF国泰,国泰基金,20110331,20110301
510270.SH,国企ETF中银,中银基金,20110616,20110516
510290.SH,上证380ETF南方,南方基金,20110916,20110822
510300.SH,沪深300ETF华泰柏瑞,华泰柏瑞基金,20120504,20120405
510310.SH,沪深300ETF易方达,易方达基金,20130306,20130218
510320.SH,沪深300ETF中金,中金基金,20250416,20250331
510330.SH,沪深300ETF华夏,华夏基金,20121225,20121217
510350.SH,沪深300ETF工银,工银瑞信基金,20190520,20190211
510360.SH,沪深300ETF广发,广发基金,20150820,20150710
510370.SH,沪深300ETF兴业,兴业基金,20200911,20200824
510380.SH,沪深300ETF国寿,国寿安保基金,20180119,20171013
510390.SH,沪深300ETF平安,平安基金,20171225,20171204
510410.SH,资源ETF博时,博时基金,20120410,20120305
510500.SH,中证500ETF南方,南方基金,20130206,20130110
510510.SH,中证500ETF广发,广发基金,20130411,20130318
510530.SH,中证500ETF工银,工银瑞信基金,20191017,20190718
510550.SH,中证500ETF方正富邦,方正富邦基金,20181130,20181108
510560.SH,中证500ETF国寿,国寿安保基金,20150529,20150511
510570.SH,中证500ETF兴业,兴业基金,20200630,20200506
510580.SH,中证500ETF易方达,易方达基金,20150827,20150803
510590.SH,中证500ETF平安,平安基金,20180323,20180305
510600.SH,上证50ETF申万菱信,申万菱信基金,20180903,20180625
510630.SH,消费ETF华夏,华夏基金,20130328,20130225
510650.SH,金融地产ETF华夏,华夏基金,20130328,20130225
510660.SH,医药ETF华夏,华夏基金,20130328,20130225
510670.SH,上证180ETF华夏,华夏基金,20251020,20251009
510680.SH,上证50ETF万家,万家基金,20131031,20131014
510710.SH,上证50ETF博时,博时基金,20150527,20150515
510720.SH,红利国企ETF国泰,国泰基金,20240430,20240422
510760.SH,上证指数ETF国泰,国泰基金,20200821,20200810
510770.SH,G60创新ETF申万菱信,申万菱信基金,20210916,20210823
510800.SH,上证50ETF建信,建信基金,20171222,20171127
510810.SH,上海国企ETF汇添富,汇添富基金,20160728,20160711
510850.SH,上证50ETF工银,工银瑞信基金,20181207,20181105
510880.SH,红利ETF华泰柏瑞,华泰柏瑞基金,20061117,20061030
510900.SH,恒生中国企业ETF易方达,易方达基金,20120809,20120709
510950.SH,上证50ETF广发,广发基金,20240424,20240415
510980.SH,上证指数ETF汇添富,汇添富基金,20231122,20231108
510990.SH,180ESGETF工银,工银瑞信基金,20210618,20210517
511010.SH,国债ETF国泰,国泰基金,20130305,20130221
511020.SH,国债ETF平安,平安基金,20181221,20181203
511030.SH,公司债ETF平安,平安基金,20181227,20181210
511060.SH,5年地方债ETF海富通,海富通基金,20191107,20190801
511070.SH,公司债ETF南方,南方基金,20250113,20250107
511090.SH,30年国债ETF鹏扬,鹏扬基金,20230519,20230217
511100.SH,国债ETF华夏,华夏基金,20231213,20231204
511110.SH,公司债ETF易方达,易方达基金,20250116,20250107
511120.SH,科创债ETF广发,广发基金,20250710,20250707
511130.SH,30年国债ETF博时,博时基金,20240320,20240306
511150.SH,科创债ETF永赢,永赢基金,20250917,20250912
511160.SH,国债ETF东财,东财基金,20241220,20241118
511180.SH,可转债ETF海富通,海富通基金,20200713,20200508
511190.SH,信用债ETF海富通,海富通基金,20250116,20250107
511200.SH,信用债ETF华夏,华夏基金,20250116,20250107
511220.SH,城投债ETF海富通,海富通基金,20141113,20141017
511260.SH,十年国债ETF国泰,国泰基金,20170804,20170717
511270.SH,10年地方债ETF海富通,海富通基金,20181012,20180628
511360.SH,短融ETF海富通,海富通基金,20200803,20200430
511380.SH,可转债ETF博时,博时基金,20200306,20200210
511520.SH,政金债ETF富国,富国基金,20220819,20220803
511580.SH,国债政金债ETF招商,招商基金,20220915,20220829
511600.SH,华安日日鑫ETF,华安基金,20160830,
511620.SH,货币ETF国泰,国泰基金,20170804,20170717
511650.SH,货币ETF华夏,华夏基金,20161229,20161212
511660.SH,货币ETF建信,建信基金,20160902,20160815
511670.SH,华泰天天金ETF,华泰证券资管,20170811,20170803
511690.SH,交易货币ETF大成,大成基金,20160929,20160908
511700.SH,货币ETF平安,平安基金,20160923,20160912
511770.SH,金鹰增益货币ETF,金鹰基金,20170320,20170306
511800.SH,易方达货币ETF,易方达基金,20141121,
511810.SH,货币ETF南方,南方基金,20141205,20141117
511820.SH,鹏华添利ETF,鹏华基金,20160129,20160111
511830.SH,货币ETF华泰柏瑞,华泰柏瑞基金,20150714,20150702
511850.SH,招商财富宝ETF,招商基金,20160630,20160613
511860.SH,货币ETF博时,博时基金,20141125,20141117
511880.SH,银华日利ETF,银华基金,20130401,20130318
511900.SH,富国货币ETF,富国基金,20151124,20151111
511910.SH,融通货币ETF,融通基金,20160620,
511920.SH,广发货币ETF,广发基金,20160309,
511930.SH,货币ETF国联,国联基金,20151130,20151119
511950.SH,添利货币ETF,广发基金,20161122,20161109
511960.SH,货币ETF嘉实,嘉实基金,20151228,
511970.SH,国寿货币ETF,国寿安保基金,20160704,
511980.SH,现金添富ETF,汇添富基金,20151016,
511990.SH,华宝添益ETF,华宝基金,20121227,20121219
512000.SH,券商ETF华宝,华宝基金,20160830,20160801
512010.SH,医药ETF易方达,易方达基金,20130923,20130826
512020.SH,A500ETF鹏华,鹏华基金,20241121,20241105
512030.SH,中证A50增强ETF易方达,易方达基金,20250728,20250616
512040.SH,价值100ETF富国,富国基金,20181107,20181010
512050.SH,A500ETF华夏,华夏基金,20241108,20241105
512060.SH,中证A100ETF天弘,天弘基金,20250709,20250617
512070.SH,证券保险ETF易方达,易方达基金,20140626,20140609
512080.SH,A500ETF中金,中金基金,20250114,20241218
512090.SH,MSCIA股ETF易方达,易方达基金,20180517,20180423
512100.SH,中证1000ETF南方,南方基金,20160929,20160824
512120.SH,医药ETF华安,华安基金,20131204,20131108
512130.SH,全指现金流ETF鹏华,鹏华基金,20250605,20250519
512150.SH,富时A50ETF汇安,汇安基金,20181221,20181119
512160.SH,MSCI中国A股ETF南方,南方基金,20180403,20180319
512170.SH,医疗ETF华宝,华宝基金,20190520,20190422
512180.SH,MSCIA股ETF建信,建信基金,20180419,20180330
512190.SH,浙商之江凤凰ETF,浙商资管,20190805,20190626
512200.SH,房地产ETF南方,南方基金,20170825,20170526
512220.SH,TMTETF,景顺长城基金,20140718,20140623
512240.SH,A50ETF鹏华,鹏华基金,20250326,20250310
512250.SH,A50ETF招商,招商基金,20250403,20241231
512260.SH,中证500低波动ETF华安,华安基金,20181130,20181018
512290.SH,生物医药ETF国泰,国泰基金,20190418,20190325
512330.SH,信息科技ETF南方,南方基金,20150629,20150610
512360.SH,MSCIA股ETF平安,平安基金,20180615,20180502
512370.SH,A500增强ETF华夏,华夏基金,20250806,20250721
512380.SH,MSCI中国ETF银华,银华基金,20190319,20190102
512390.SH,中国低波ETF平安,平安基金,20180607,20180521
512400.SH,有色金属ETF南方,南方基金,20170803,20170601
512460.SH,电池ETF华夏,华夏基金,20260311,20260224
512480.SH,半导体ETF国联安,国联安基金,20190508,20190422
512500.SH,中证500ETF华夏,华夏基金,20150505,20150408
512510.SH,中证500ETF华泰柏瑞,华泰柏瑞基金,20150513,20150415
512520.SH,MSCI中国ETF华泰柏瑞,华泰柏瑞基金,20180426,20180330
512530.SH,沪深300红利ETF建信,建信基金,20190823,20190729
512550.SH,富时A50ETF嘉实,嘉实基金,20170703,20170329
512560.SH,军工ETF易方达,易方达基金,20170714,20170609
512570.SH,证券ETF易方达,易方达基金,20170727,20170615
512580.SH,环保ETF广发,广发基金,20170125,20161219
512600.SH,消费ETF嘉实,嘉实基金,20140613,20140519
512620.SH,农业ETF天弘,天弘基金,20251112,20251103
512630.SH,卫星ETF广发,广发基金,20251013,20250923
512640.SH,金融地产ETF嘉实,嘉实基金,20140620,20140519
512650.SH,长三角ETF汇添富,汇添富基金,20190726,20190520
512660.SH,军工ETF国泰,国泰基金,20160726,20160620
512670.SH,国防ETF鹏华,鹏华基金,20190705,20190610
512680.SH,军工ETF广发,广发基金,20160830,20160725
512690.SH,酒ETF鹏华,鹏华基金,20190404,20190311
512700.SH,银行ETF南方,南方基金,20170628,20170524
512710.SH,军工龙头ETF富国,富国基金,20190723,20190524
512720.SH,计算机ETF国泰,国泰基金,20190711,20190603
512730.SH,银行ETF鹏华,鹏华基金,20191219,20191008
512750.SH,基本面50ETF嘉实,嘉实基金,20190523,20190408
512760.SH,芯片ETF国泰,国泰基金,20190516,20190422
512770.SH,战略新兴ETF华夏,华夏基金,20180713,20180504
512800.SH,银行ETF华宝,华宝基金,20170718,20170525
512810.SH,军工ETF华宝,华宝基金,20160805,20160711
512820.SH,银行ETF汇添富,汇添富基金,20181023,20180717
512870.SH,杭州湾区ETF南华,南华基金,20181214,20181102
512880.SH,证券ETF国泰,国泰基金,20160726,20160620
512890.SH,红利低波ETF华泰柏瑞,华泰柏瑞基金,20181219,20181121
512900.SH,证券ETF南方,南方基金,20170310,20170126
512910.SH,A100ETF广发,广发基金,20190527,20190408
512930.SH,AI人工智能ETF平安,平安基金,20190712,20190513
512940.SH,有色ETF华安,华安基金,20260204,20260126
512950.SH,央企改革ETF华夏,华夏基金,20181019,20180827
