ts_code,name,management,found_date,issue_date
512960.SH,央企结构调整ETF博时,博时基金,20181019,20180827
512970.SH,大湾区ETF平安,平安基金,20190923,20190617
512980.SH,传媒ETF广发,广发基金,20171227,20171127
512990.SH,MSCIA股ETF华夏,华夏基金,20150212,20150119
513000.SH,日经225ETF易方达,易方达基金,20190612,20190528
513010.SH,恒生科技ETF易方达,易方达基金,20210518,20210512
513020.SH,港股科技ETF国泰,国泰基金,20220119,20211105
513030.SH,德国ETF华安,华安基金,20140808,20140714
513040.SH,港股通互联网ETF易方达,易方达基金,20230531,20230515
513050.SH,中概互联网ETF易方达,易方达基金,20170104,20161212
513060.SH,恒生医疗ETF博时,博时基金,20210318,20210308
513070.SH,港股通消费ETF易方达,易方达基金,20220314,20211210
513080.SH,法国ETF华安,华安基金,20200529,20200330
513090.SH,香港证券ETF易方达,易方达基金,20200313,20200224
513100.SH,纳指ETF国泰,国泰基金,20130425,20130415
513110.SH,纳指ETF华泰柏瑞,华泰柏瑞基金,20230301,20230215
513120.SH,港股创新药ETF广发,广发基金,20220701,20220613
513130.SH,恒生科技ETF华泰柏瑞,华泰柏瑞基金,20210524,20210512
513140.SH,港股通金融ETF华泰柏瑞,华泰柏瑞基金,20221226,20221212
513150.SH,港股通科技ETF华泰柏瑞,华泰柏瑞基金,20220125,20211105
513160.SH,港股科技ETF银华,银华基金,20220117,20211105
513170.SH,恒生央企ETF鹏华,鹏华基金,20240410,20240306
513180.SH,恒生科技ETF华夏,华夏基金,20210518,20210512
513190.SH,港股通金融ETF华夏,华夏基金,20230925,20230828
513200.SH,港股通医药ETF易方达,易方达基金,20220119,20211021
513210.SH,恒生ETF易方达,易方达基金,20240410,20240325
513220.SH,中概互联ETF招商,招商基金,20220704,20220527
513230.SH,港股通消费ETF华夏,华夏基金,20220112,20211130
513260.SH,恒生科技ETF汇添富,汇添富基金,20220831,20220527
513280.SH,恒生生物科技ETF汇添富,汇添富基金,20220705,20220527
513290.SH,纳指生物科技ETF汇添富,汇添富基金,20220815,20220527
513300.SH,纳斯达克ETF华夏,华夏基金,20201022,20201014
513310.SH,中韩半导体ETF华泰柏瑞,华泰柏瑞基金,20221102,20221024
513320.SH,港股通新经济ETF易方达,易方达基金,20220303,20220211
513330.SH,恒生互联网ETF华夏,华夏基金,20210126,20210118
513350.SH,标普油气ETF富国,富国基金,20231120,20231101
513360.SH,教育ETF博时,博时基金,20210608,20210510
513380.SH,恒生科技ETF广发,广发基金,20220427,20220418
513390.SH,纳指100ETF博时,博时基金,20230419,20230410
513400.SH,道琼斯ETF鹏华,鹏华基金,20240117,20231225
513500.SH,标普500ETF博时,博时基金,20131205,20131104
513520.SH,日经ETF华夏,华夏基金,20190612,20190528
513530.SH,港股通红利ETF华泰柏瑞,华泰柏瑞基金,20220408,20220224
513550.SH,港股通50ETF华泰柏瑞,华泰柏瑞基金,20201230,20201222
513560.SH,香港科技ETF兴银,兴银基金,20230131,20221021
513580.SH,恒生科技ETF华安,华安基金,20210520,20210512
513590.SH,港股通消费ETF鹏华,鹏华基金,20210803,20210719
513600.SH,恒生指数ETF南方,南方基金,20141223,20141209
513630.SH,港股低波红利ETF摩根,摩根基金,20231123,20231106
513650.SH,标普500ETF南方,南方基金,20230323,20230130
513660.SH,恒生ETF华夏,华夏基金,20141223,20141209
513690.SH,港股红利ETF博时,博时基金,20210511,20210329
513700.SH,港股通医药ETF鹏华,鹏华基金,20210713,20210623
513720.SH,港股互联网ETF国泰,国泰基金,20251230,20251208
513730.SH,东南亚科技ETF华泰柏瑞,华泰柏瑞基金,20231115,20231106
513750.SH,港股通非银ETF广发,广发基金,20231110,20231030
513770.SH,港股互联网ETF华宝,华宝基金,20220209,20220117
513780.SH,港股创新药ETF景顺,景顺长城基金,20241016,20240712
513800.SH,日本东证指数ETF南方,南方基金,20190612,20190528
513810.SH,港股国企ETF华夏,华夏基金,20230821,20230803
513820.SH,港股通红利ETF汇添富,汇添富基金,20240424,20240207
513830.SH,港股通高股息ETF嘉实,嘉实基金,20250226,20241216
513850.SH,美国50ETF易方达,易方达基金,20231106,20230802
513860.SH,港股通科技ETF海富通,海富通基金,20210617,20210607
513870.SH,纳指ETF富国,富国基金,20231025,20231016
513880.SH,日经225ETF华安,华安基金,20190612,20190528
513890.SH,恒生科技ETF摩根,摩根基金,20211217,20211110
513900.SH,港股通100ETF华安,华安基金,20180427,20180409
513910.SH,港股通央企红利ETF华夏,华夏基金,20240207,20240122
513920.SH,港股通央企红利ETF华安,华安基金,20231220,20231204
513930.SH,恒生生物科技ETF华泰柏瑞,华泰柏瑞基金,20260309,20260224
513950.SH,恒生红利ETF富国,富国基金,20230419,20230403
513970.SH,恒生消费ETF景顺,景顺长城基金,20230412,20230327
513980.SH,港股科技ETF景顺,景顺长城基金,20210621,20210531
513990.SH,港股通ETF招商,招商基金,20200803,20200428
515000.SH,科技ETF华宝,华宝基金,20190722,20190704
515010.SH,证券ETF华夏,华夏基金,20190917,20190819
515020.SH,银行ETF华夏,华夏基金,20191024,20190909
515030.SH,新能源车ETF华夏,华夏基金,20200220,20200203
515050.SH,通信ETF华夏,华夏基金,20190917,20190830
515060.SH,房地产ETF华夏,华夏基金,20191128,20191101
515070.SH,人工智能ETF华夏,华夏基金,20191209,20191121
515080.SH,中证红利ETF招商,招商基金,20191128,20191021
515090.SH,可持续发展ETF博时,博时基金,20200119,20191216
515100.SH,红利低波100ETF,景顺长城基金,20200522,20200427
515110.SH,一带一路ETF易方达,易方达基金,20191106,20190911
515120.SH,创新药ETF广发,广发基金,20201203,20201116
515130.SH,沪深300ETF博时,博时基金,20200403,20200309
515150.SH,一带一路ETF富国,富国基金,20191106,20190911
515160.SH,MSCI中国ETF招商,招商基金,20200203,20191209
515170.SH,食品饮料ETF华夏,华夏基金,20201230,20201214
515180.SH,红利ETF易方达,易方达基金,20191126,20191030
515190.SH,中证500ETF中银证券,中银证券,20200430,20200330
515200.SH,创新100ETF申万菱信,申万菱信基金,20191025,20190902
515210.SH,钢铁ETF国泰,国泰基金,20200122,20200102
515220.SH,煤炭ETF国泰,国泰基金,20200120,20200102
515230.SH,软件ETF国泰,国泰基金,20210203,20210125
515250.SH,智能汽车ETF富国,富国基金,20201224,20201201
515260.SH,电子ETF华宝,华宝基金,20200717,20200701
515290.SH,银行ETF天弘,天弘基金,20201211,20201207
515300.SH,300红利低波ETF嘉实,嘉实基金,20190808,20190701
515310.SH,沪深300ETF汇添富,汇添富基金,20191204,20190927
515320.SH,电子50ETF华安,华安基金,20201125,20201102
515330.SH,沪深300ETF天弘,天弘基金,20191205,20191104
515350.SH,沪深300ETF民生加银,民生加银基金,20191224,20191021
515360.SH,沪深300ETF方正富邦,方正富邦基金,20190924,20190801
515370.SH,光伏ETF华夏,华夏基金,20251106,20251027
515380.SH,沪深300ETF泰康,泰康基金,20191227,20191115
515390.SH,沪深300ETF华安,华安基金,20191213,20191028
515400.SH,大数据ETF富国,富国基金,20210107,20201201
515450.SH,红利低波50ETF南方,南方基金,20200117,20191223
515460.SH,红利质量ETF南方,南方基金,20260304,20260226
515530.SH,中证500ETF泰康,泰康基金,20200918,20200824
515550.SH,中证500ETF国联,国联基金,20191115,20190903
515560.SH,证券ETF建信,建信基金,20200629,20200428
515580.SH,科技100ETF华泰柏瑞,华泰柏瑞基金,20190927,20190909
515590.SH,500等权ETF前海开源,前海开源基金,20191114,20191028
515600.SH,央企创新ETF广发,广发基金,20190920,20190812
515630.SH,证券保险ETF鹏华,鹏华基金,20200228,20200113
515650.SH,消费50ETF富国,富国基金,20191014,20190812
515660.SH,沪深300ETF国联安,国联安基金,20191125,20190828
515680.SH,央企创新ETF嘉实,嘉实基金,20190920,20190812
515700.SH,新能源车ETF平安,平安基金,20191231,20191209
515710.SH,食品饮料ETF华宝,华宝基金,20201224,20201214
515720.SH,金融科技ETF富国,富国基金,20250922,20250915
515730.SH,家居家电ETF永赢,永赢基金,20251114,20251103
515750.SH,科技50ETF富国,富国基金,20191115,20191015
515760.SH,浙江国资ETF华夏,华夏基金,20200917,20200610
515770.SH,MSCI中国A股ETF摩根,摩根基金,20200513,20200413
515790.SH,光伏ETF华泰柏瑞,华泰柏瑞基金,20201207,20201201
515800.SH,800ETF,汇添富基金,20191008,20190715
515810.SH,中证800ETF易方达,易方达基金,20191008,20190916
515850.SH,证券ETF富国,富国基金,20200121,20191016
515860.SH,科技ETF嘉实,嘉实基金,20190926,20190902
515880.SH,通信ETF国泰,国泰基金,20190816,20190722
515890.SH,红利ETF博时,博时基金,20200320,20200224
515900.SH,央企创新ETF博时,博时基金,20190920,20190812
515910.SH,质量ETF中金,中金基金,20210121,20201225
515920.SH,智能消费ETF博时,博时基金,20201230,20201214
515950.SH,医药50ETF富国,富国基金,20200316,20200121
515960.SH,医药ETF嘉实,嘉实基金,20200424,20200325
515970.SH,工程机械ETF华夏,华夏基金,20260204,20260119
515980.SH,人工智能ETF,华富基金,20191224,20191209
515990.SH,一带一路ETF汇添富,汇添富基金,20191106,20190911
516000.SH,大数据ETF华夏,华夏基金,20210209,20210128
516010.SH,游戏ETF国泰,国泰基金,20210225,20210219
516020.SH,化工ETF华宝,华宝基金,20210226,20210222
516050.SH,科技龙头ETF工银,工银瑞信基金,20210121,20210104
516060.SH,创新药ETF工银,工银瑞信基金,20210209,20210125
516070.SH,低碳ETF易方达,易方达基金,20210415,20210330
516080.SH,创新药ETF易方达,易方达基金,20210203,20210120
516090.SH,新能源ETF易方达,易方达基金,20210311,20210224
516100.SH,金融科技ETF华夏,华夏基金,20210713,20210625
516110.SH,汽车ETF国泰,国泰基金,20210407,20210322
516120.SH,化工ETF富国,富国基金,20210301,20210219
516130.SH,消费龙头ETF华宝,华宝基金,20210928,20210913
516150.SH,稀土ETF嘉实,嘉实基金,20210309,20210303
516160.SH,新能源ETF南方,南方基金,20210122,20210114
516180.SH,光伏ETF平安,平安基金,20210209,20210201
516190.SH,传媒ETF华夏,华夏基金,20210909,20210823
516200.SH,证券ETF华安,华安基金,20210309,20210222
516210.SH,银行ETF华安,华安基金,20210903,20210802
516220.SH,化工ETF国泰,国泰基金,20210302,20210222
516230.SH,光伏ETF招商,招商基金,20260123,20260112
516250.SH,工程机械ETF富国,富国基金,20251210,20251114
516260.SH,物联网ETF华夏,华夏基金,20210722,20210708
516270.SH,新能源ETF华安,华安基金,20210709,20210621
516290.SH,光伏ETF汇添富,汇添富基金,20210809,20210722
516300.SH,中证1000ETF华泰柏瑞,华泰柏瑞基金,20210315,20210305
516310.SH,银行ETF易方达,易方达基金,20210520,20210430
516320.SH,高端装备ETF华夏,华夏基金,20210527,20210510
516330.SH,物联网ETF华泰柏瑞,华泰柏瑞基金,20210331,20210319
516350.SH,芯片ETF易方达,易方达基金,20211215,20210930
516360.SH,新材料ETF华宝,华宝基金,20210430,20210416
516380.SH,智能电动车ETF华宝,华宝基金,20210604,20210521
516390.SH,新能源车ETF汇添富,汇添富基金,20210603,20210517
516460.SH,现金流ETF800鹏华,鹏华基金,20250417,20250407
516500.SH,生物科技ETF华夏,华夏基金,20210304,20210222
516510.SH,云计算ETF易方达,易方达基金,20210329,20210319
516520.SH,智能驾驶ETF华泰柏瑞,华泰柏瑞基金,20210209,20210201
516530.SH,物流ETF银华,银华基金,20220104,20210930
516550.SH,农业ETF嘉实,嘉实基金,20210330,20210310
516560.SH,养老ETF华宝,华宝基金,20210908,20210825
516570.SH,化工行业ETF易方达,易方达基金,20210609,20210601
516580.SH,新能源ETF博时,博时基金,20210715,20210615
516590.SH,智能汽车ETF易方达,易方达基金,20210429,20210419
516600.SH,消费服务ETF工银,工银瑞信基金,20210209,20210121
516610.SH,医疗设备ETF大成,大成基金,20210429,20210329
516620.SH,影视ETF国泰,国泰基金,20211020,20210924
516630.SH,云计算ETF华夏,华夏基金,20210824,20210810
516640.SH,芯片ETF富国,富国基金,20210819,20210802
516650.SH,有色金属ETF华夏,华夏基金,20210609,20210524
516660.SH,新能源车ETF华安,华安基金,20210203,20210111
516670.SH,畜牧养殖ETF招商,招商基金,20210318,20210303
516700.SH,大数据ETF华宝,华宝基金,20210511,20210415
516710.SH,新材料ETF华夏,华夏基金,20210804,20210719
516720.SH,ESGETF浦银,浦银安盛基金,20210722,20210618
516730.SH,证券ETF浦银,浦银安盛基金,20211104,20210930
516750.SH,建材ETF富国,富国基金,20211028,20211008
516760.SH,养殖ETF平安,平安基金,20210304,20210224
516770.SH,游戏ETF华泰柏瑞,华泰柏瑞基金,20210225,20210219
516780.SH,稀土ETF华泰柏瑞,华泰柏瑞基金,20210226,20210222
516790.SH,医疗ETF华泰柏瑞,华泰柏瑞基金,20210812,20210726
516800.SH,智能制造ETF华宝,华宝基金,20210129,20210111
516810.SH,农业ETF华夏,华夏基金,20211229,20210924
516820.SH,医疗创新ETF平安,平安基金,20210609,20210524
516830.SH,沪深300ESGETF富国,富国基金,20210624,20210601
516850.SH,新能源ETF华夏,华夏基金,20210309,20210301
516860.SH,金融科技ETF博时,博时基金,20210924,20210628
516880.SH,光伏ETF银华,银华基金,20210105,20201229
516890.SH,新材料ETF平安,平安基金,20210709,20210406
516900.SH,食品饮料ETF华安,华安基金,20210416,20210315
516910.SH,物流ETF富国,富国基金,20210603,20210506
516920.SH,芯片ETF汇添富,汇添富基金,20210727,20210708
516930.SH,生物科技ETF民生加银,民生加银基金,20210805,20210621
516950.SH,基建ETF银华,银华基金,20210429,20210414
516960.SH,机械ETF国泰,国泰基金,20210407,20210322
516970.SH,基建ETF广发,广发基金,20210623,20210615
516980.SH,证券ETF先锋,华富基金,20210615,20210309
517000.SH,沪港深500ETF,银华基金,20210204,20210118
517010.SH,沪港深500ETF易方达,易方达基金,20210803,20210719
517030.SH,沪港深300ETF易方达,易方达基金,20210915,20210723
517050.SH,互联网ETF华泰柏瑞,华泰柏瑞基金,20210125,20210119
517080.SH,沪港深500ETF汇添富,汇添富基金,20210201,20210120
517090.SH,央企共赢ETF国泰,国泰基金,20211217,20210914
517100.SH,沪港深500ETF富国,富国基金,20210209,20210125
517110.SH,创新药ETF国泰,国泰基金,20210908,20210830
517120.SH,创新药ETF华泰柏瑞,华泰柏瑞基金,20210708,20210624
517160.SH,长江保护ETF南方,南方基金,20211126,20210922
517170.SH,沪港深500ETF华夏,华夏基金,20210407,20210329
517180.SH,中国国企ETF南方,南方基金,20211217,20210914
517200.SH,互联网ETF嘉实,嘉实基金,20210125,20210119
517300.SH,沪港深300ETF国寿,国寿安保基金,20210204,20210125
517330.SH,长江保护ETF易方达,易方达基金,20211126,20210922
517350.SH,沪港深科技ETF广发,广发基金,20210520,20210427
517360.SH,沪港深科技ETF华安,华安基金,20210618,20210517
517380.SH,创新药ETF天弘,天弘基金,20210727,20210712
517390.SH,云计算ETF天弘,天弘基金,20211210,20211022
517400.SH,黄金股ETF国泰,国泰基金,20240424,20240415
517520.SH,黄金股ETF永赢,永赢基金,20231024,20231016
517550.SH,沪港深消费龙头ETF招商,招商基金,20220120,20220104
517660.SH,物联网ETF天弘,天弘基金,20211012,20210922
517770.SH,游戏传媒ETF浦银,浦银安盛基金,20211125,20211026
517800.SH,人工智能50ETF方正富邦,方正富邦基金,20210804,20210721
517850.SH,张江ETF汇添富,汇添富基金,20220428,20220130
517880.SH,品牌消费ETF华泰柏瑞,华泰柏瑞基金,20211117,20211021
517900.SH,银行AH优选ETF招商,招商基金,20220315,20211210
517950.SH,沪深港科技50ETF交银,交银施罗德基金,20251210,20251201
517990.SH,沪港深医药ETF招商,招商基金,20220509,20220209
518600.SH,金ETF广发,广发基金,20200708,20200618
518660.SH,黄金ETF工银,工银瑞信基金,20200424,20200323
518680.SH,金ETF富国,富国基金,20200706,20200611
518800.SH,黄金ETF国泰,国泰基金,20130718,20130624
518850.SH,黄金ETF华夏,华夏基金,20200413,20200327
518860.SH,上海金ETF建信,建信基金,20200805,20200713
518880.SH,黄金ETF华安,华安基金,20130718,20130624
518890.SH,上海金ETF中银,中银基金,20200828,20200717
520500.SH,恒生创新药ETF华泰柏瑞,华泰柏瑞基金,20241216,20240912
520510.SH,港股通医疗ETF华夏,华夏基金,20250728,20250704
520520.SH,恒生消费ETF华泰柏瑞,华泰柏瑞基金,20241023,20240719
520530.SH,港股通科技ETF东财,东财基金,20251118,20251029
520550.SH,港股红利低波ETF招商,招商基金,20250115,20241230
520560.SH,香港大盘30ETF华宝,华宝基金,20250924,20250915
520570.SH,恒生科技ETF南方,南方基金,20251029,20251020
520580.SH,新兴亚洲ETF招商,招商基金,20250116,20250113
520590.SH,恒生科技ETF鹏华,鹏华基金,20251117,20251027
520600.SH,港股通汽车ETF广发,广发基金,20241219,20241021
520610.SH,港股红利低波ETF银华,银华基金,20260128,20260112
520620.SH,恒生消费ETF嘉实,嘉实基金,20250811,20250728
520630.SH,港股通互联网ETF广发,广发基金,20251126,20251110
520650.SH,港股通互联网ETF南方,南方基金,20251029,20251020
520660.SH,港股通央企红利ETF南方,南方基金,20240626,20240611
520670.SH,港股通科技ETF嘉实,嘉实基金,20250804,20250728
520680.SH,N港股通汽车ETF南方,南方基金,20260318,20260302
520690.SH,港股创新药ETF博时,博时基金,20250723,20250714
520700.SH,港股通创新药ETF万家,万家基金,20240913,20240902
520720.SH,港股汽车ETF国泰,国泰基金,20250917,20250903
520760.SH,恒生生物科技ETF摩根,摩根基金,20260211,20260126
520770.SH,恒指港股通ETF建信,建信基金,20251224,20251204
520780.SH,港股通汽车ETF华宝,华宝基金,20251205,20251110
520810.SH,港股通红利ETF易方达,易方达基金,20251222,20251208
520820.SH,恒生港股通ETF汇添富,汇添富基金,20251119,20251103
520830.SH,沙特ETF华泰柏瑞,华泰柏瑞基金,20240705,20240624
520840.SH,港股通恒生科技ETF华安,华安基金,20250814,20250728
520850.SH,港股通医疗ETF易方达,易方达基金,20251231,20251217
520860.SH,港股通科技ETF富国,富国基金,20250716,20250701
520870.SH,巴西ETF易方达,易方达基金,20251105,20251031
520880.SH,港股通创新药ETF华宝,华宝基金,20250627,20250616
520890.SH,港股通红利低波ETF华泰柏瑞,华泰柏瑞基金,20240904,20240819
520900.SH,港股通红利ETF广发,广发基金,20240626,20240611
520910.SH,港股通互联网ETF华夏,华夏基金,20260121,20260105
520920.SH,恒生科技ETF天弘,天弘基金,20250922,20250917
520930.SH,恒生生物科技ETF国泰,国泰基金,20260121,20260112
520940.SH,港股通恒生ETF华安,华安基金,20250526,20250514
520950.SH,港股通50ETF摩根,摩根基金,20251029,20251013
520960.SH,恒指港股通ETF嘉实,嘉实基金,20251022,20251009
520970.SH,港股通创新药ETF嘉实,嘉实基金,20250730,20250714
520980.SH,港股通科技ETF汇添富,汇添富基金,20250618,20250603
520990.SH,港股央企红利ETF景顺,景顺长城基金,20240626,20240611
530000.SH,上证50ETF天弘,天弘基金,20240904,20240812
530050.SH,上证50ETF东财,东财基金,20241118,20241030
530060.SH,上证指数ETF易方达,易方达基金,20260130,20260121
530080.SH,上证180ETF天弘,天弘基金,20250108,20241217
530100.SH,上证580ETF易方达,易方达基金,20251010,20250922
530180.SH,上证180ETF易方达,易方达基金,20241218,20241129
530280.SH,上证180ETF平安,平安基金,20250115,20250106
530300.SH,上证180ETF华泰柏瑞,华泰柏瑞基金,20241230,20241216
530380.SH,上证380ETF易方达,易方达基金,20250922,20250910
530530.SH,上证580ETF华夏,华夏基金,20250820,20250806
530580.SH,上证180ETF南方,南方基金,20241230,20241216
530680.SH,上证180ETF兴业,兴业基金,20241225,20241209
530800.SH,上证180ETF银华,银华基金,20250117,20250106
530880.SH,红利国企ETF银河,银河基金,20241030,20240902
551000.SH,科创债ETF博时,博时基金,20250710,20250707
551030.SH,科创债ETF鹏华,鹏华基金,20250710,20250707
551060.SH,科创债ETF中银,中银基金,20250917,20250912
551300.SH,科创债ETF摩根,摩根基金,20250917,20250912
551500.SH,科创债ETF易方达,易方达基金,20250710,20250707
551510.SH,科创债ETF华泰柏瑞,华泰柏瑞基金,20250917,20250912
551520.SH,科创债ETF汇添富,汇添富基金,20250917,20250912
551550.SH,科创债ETF华夏,华夏基金,20250710,20250707
551560.SH,科创债ETF兴业,兴业基金,20250917,20250912
551580.SH,科创债ETF泰康,泰康基金,20250917,20250912
551800.SH,科创债ETF国泰,国泰基金,20250917,20250912
551900.SH,科创债ETF招商,招商基金,20250710,20250707
560000.SH,智能电车ETF浦银,浦银安盛基金,20210917,20210903
560010.SH,中证1000ETF广发,广发基金,20220728,20220722
560020.SH,红利ETF汇添富,汇添富基金,20230926,20230801
560030.SH,800价值ETF汇添富,汇添富基金,20230620,20230606
560050.SH,中国A50ETF汇添富,汇添富基金,20211029,20211022
560060.SH,碳中和ETF汇添富,汇添富基金,20220713,20220704
560070.SH,央企红利ETF汇添富,汇添富基金,20230524,20230515
560080.SH,中药ETF,汇添富基金,20220926,20220719
560090.SH,证券ETF汇添富,汇添富基金,20230227,20230213
560100.SH,中证500增强ETF南方,南方基金,20220126,20220107
560110.SH,中证1000ETF汇添富,汇添富基金,20220729,20220722
560120.SH,中证500现金流ETF华夏,华夏基金,20250723,20250716
560130.SH,食品ETF鹏华,鹏华基金,20251230,20251215
560150.SH,红利低波ETF泰康,泰康基金,20240315,20240226
560160.SH,食品ETF易方达,易方达基金,20260119,20251224
560170.SH,央企科技ETF南方,南方基金,20230621,20230612
560180.SH,沪深300ESGETF南方,南方基金,20230413,20230323
560190.SH,公用事业ETF鹏华,鹏华基金,20241225,20241119
560210.SH,农牧渔ETF景顺,景顺长城基金,20260311,20260224
560220.SH,中证2000ETF广发,广发基金,20230908,20230901
560230.SH,光伏ETF富国,富国基金,20260128,20260119
560260.SH,医疗ETF广发,广发基金,20230906,20230828
560270.SH,电力ETF工银,工银瑞信基金,20260211,20260126
560280.SH,工程机械ETF广发,广发基金,20231018,20231009
560290.SH,有色ETF景顺,景顺长城基金,20260126,20260115
560300.SH,电信ETF汇添富,汇添富基金,20231205,20231120
560310.SH,光伏ETF博时,博时基金,20260211,20260126
560330.SH,沪深300价值ETF申万菱信,申万菱信基金,20230511,20230421
560350.SH,中证A50ETF摩根,摩根基金,20240305,20240219
560360.SH,软件ETF万家,万家基金,20240613,20240527
560370.SH,红利质量ETF易方达,易方达基金,20260210,20260202
560380.SH,A100ETF南方,南方基金,20241219,20241014
560390.SH,电网设备ETF易方达,易方达基金,20260213,20260206
560400.SH,证券ETF华泰柏瑞,华泰柏瑞基金,20260309,20260226
560500.SH,500质量成长ETF鹏扬,鹏扬基金,20210804,20210719
560510.SH,中证A500ETF泰康,泰康基金,20240927,20240910
560520.SH,红利低波100ETF大成,大成基金,20240408,20240328
560530.SH,中证A500ETF摩根,摩根基金,20240924,20240910
560550.SH,碳中和ETF广发,广发基金,20220711,20220704
560560.SH,碳中和ETF泰康,泰康基金,20210827,20210809
560570.SH,A500红利ETF国联安,国联安基金,20250910,20250825
560580.SH,电力ETF南方,南方基金,20230427,20230418
560590.SH,中证1000增强ETF鹏华,鹏华基金,20230901,20230814
560610.SH,A500ETF招商,招商基金,20240926,20240910
560620.SH,公用事业ETF万家,万家基金,20240911,20240827
560630.SH,机器人ETF万家,万家基金,20250319,20250228
560650.SH,核心50ETF民生加银,民生加银基金,20220613,20220316
560660.SH,云计算50ETF新华,新华基金,20210805,20210715
560680.SH,消费ETF广发,广发基金,20221019,20220919
560690.SH,电信ETF鹏华,鹏华基金,20240401,20240308
560700.SH,央企红利ETF广发,广发基金,20230524,20230515
560710.SH,船舶ETF富国,富国基金,20260128,20260112
560750.SH,A500ETF申万菱信,申万菱信基金,20250122,20250106
560770.SH,机器人ETF招商,招商基金,20250821,20250818
560780.SH,半导体设备ETF广发,广发基金,20231201,20231120
560800.SH,数字经济ETF鹏扬,鹏扬基金,20211222,20211206
560810.SH,央企ESGETF融通,融通基金,20241125,20241107
560820.SH,中证A50ETF新华,新华基金,20250328,20250310
560850.SH,信创ETF汇添富,汇添富基金,20240401,20240223
560860.SH,工业有色ETF万家,万家基金,20230222,20230213
560880.SH,家电ETF广发,广发基金,20220330,20220321
560890.SH,红利低波ETF新华,新华基金,20240902,20240815
560900.SH,创新药ETF摩根,摩根基金,20220519,20220509
560950.SH,中证500增强ETF汇添富,汇添富基金,20230719,20230427
560980.SH,光伏龙头ETF广发,广发基金,20221116,20221107
560990.SH,科技先锋ETF中金,中金基金,20220610,20220418
561000.SH,沪深300增强ETF华安,华安基金,20221221,20221201
561010.SH,软件ETF华安,华安基金,20231121,20231009
561060.SH,国企红利ETF华安,华安基金,20230906,20230817
561080.SH,全指现金流ETF华安,华安基金,20250423,20250414
561090.SH,A500增强ETF华安,华安基金,20250618,20250530
561100.SH,消费电子ETF富国,富国基金,20220120,20211021
561120.SH,家电ETF富国,富国基金,20220125,20211111
561130.SH,国货ETF富国,富国基金,20210927,20210913
561160.SH,电池ETF富国,富国基金,20220630,20220614
561170.SH,绿色电力ETF富国,富国基金,20230302,20230213
561180.SH,A100ETF富国,富国基金,20221103,20220817
561190.SH,碳中和ETF富国,富国基金,20220711,20220704
561200.SH,中证A100ETF工银,工银瑞信基金,20231222,20230922
561220.SH,数字经济ETF工银,工银瑞信基金,20250521,20250512
561230.SH,中证A50ETF工银,工银瑞信基金,20240306,20240219
561260.SH,能源ETF工银,工银瑞信基金,20230727,20230717
561280.SH,中证1000增强ETF工银,工银瑞信基金,20230831,20230814
561300.SH,沪深300增强ETF国泰,国泰基金,20211201,20211122
561310.SH,消电ETF国泰,国泰基金,20211110,20211021
561320.SH,交运ETF国泰,国泰基金,20221130,20221114
561330.SH,矿业ETF国泰,国泰基金,20221019,20220921
561350.SH,中证500ETF国泰,国泰基金,20210818,20210810
561360.SH,石油ETF国泰,国泰基金,20231023,20231012
561370.SH,中证2000ETF国泰,国泰基金,20230913,20230904
561380.SH,电网设备ETF国泰,国泰基金,20241211,20240927
561500.SH,漂亮50ETF华泰柏瑞,华泰柏瑞基金,20210617,20210607
561510.SH,中药ETF华泰柏瑞,华泰柏瑞基金,20220726,20220711
561550.SH,中证500增强ETF华泰柏瑞,华泰柏瑞基金,20211202,20211122
561560.SH,电力ETF华泰柏瑞,华泰柏瑞基金,20220426,20220408
561570.SH,油气ETF华泰柏瑞,华泰柏瑞基金,20241009,20240628
561580.SH,央企红利ETF华泰柏瑞,华泰柏瑞基金,20230518,20230504
561590.SH,中证1000增强ETF华泰柏瑞,华泰柏瑞基金,20221123,20221114
561600.SH,消费电子ETF平安,平安基金,20210830,20210816
561660.SH,通用航空ETF平安,平安基金,20251029,20251020
561680.SH,A500红利低波ETF平安,平安基金,20250827,20250811
561700.SH,电力ETF博时,博时基金,20220701,20220613
561750.SH,A50ETF博时,博时基金,20250522,20250414
561760.SH,油气ETF博时,博时基金,20240419,20240411
561770.SH,A100ETF博时,博时基金,20250616,20250603
561780.SH,1000增强ETF博时,博时基金,20231102,20230922
561790.SH,央企能源ETF博时,博时基金,20230727,20230717
561800.SH,稀有金属ETF华富,华富基金,20210811,20210726
561870.SH,自由现金流ETF全指,华富基金,20250429,20250414
561880.SH,A100ETF基金,华富基金,20250115,20241230
561900.SH,沪深300ESGETF招商,招商基金,20210706,20210615
561910.SH,电池ETF招商,招商基金,20210804,20210716
561920.SH,疫苗ETF招商,招商基金,20230315,20230220
561930.SH,沪深300ETF招商,招商基金,20240906,20240816
561950.SH,中证500增强ETF招商,招商基金,20230329,20230320
561960.SH,央企回报ETF招商,招商基金,20230524,20230515
561980.SH,半导体设备ETF招商,招商基金,20230821,20230810
561990.SH,沪深300增强ETF招商,招商基金,20211202,20211122
562000.SH,A100ETF华宝,华宝基金,20220721,20220701
562010.SH,绿色能源ETF华宝,华宝基金,20221216,20221125
562030.SH,信创ETF华宝,华宝基金,20230926,20230904
562050.SH,药ETF华宝,华宝基金,20250611,20250526
