threshold,total_return,annual_return,annual_vol,max_drawdown,sharpe,calmar,weekly_win_rate,monthly_win_rate,profit_loss_ratio,num_trades
5pct,-12.36805161737946,-2.7856805988364375,17.97144972953976,-28.189216808248794,-0.15500589216559424,-0.0988207873168468,25.102880658436217,43.037974683544306,0.9335229507729099,243
10pct,9.239142327340266,1.5180302222215003,18.76246932865568,-38.87717336595695,0.08090780566409944,0.03904682595959441,30.16393442622951,49.36708860759494,1.0294666249861164,305
