,RiskParity,Momentum_k0.1,Momentum_k0.5,Momentum_k1.0,Momentum_k1.5,Momentum_k2.0
2019-06-17,-0.017891682785299852,-5.61238678238089e-05,-5.612386782381098e-05,-5.6123867823805836e-05,-5.612386782379976e-05,-5.612386782380257e-05
2019-06-18,0.022648941408173442,0.003532506421639996,0.003532506421639996,0.0035325064216399893,0.003532506421639988,0.0035325064216399867
2019-06-19,-0.000641951532659198,0.013103843139381932,0.013103843139381925,0.013103843139381923,0.01310384313938195,0.013103843139381928
2019-06-20,0.03902360687329367,0.03013238047682749,0.03013238047682748,0.03013238047682746,0.03013238047682751,0.030132380476827467
2019-06-21,0.010046367851622712,0.0014358532813301514,0.0014358532813301562,0.0014358532813301434,0.0014358532813301425,0.0014358532813301434
2019-06-24,-0.008722264728385557,0.0019035250730182849,0.0019035250730182892,0.00190352507301828,0.0019035250730182849,0.0019035250730182831
2019-06-25,0.016363075023155368,-0.010233417156233519,-0.010233417156233502,-0.010233417156233517,-0.01023341715623355,-0.010233417156233524
2019-06-26,0.007897934386391194,-0.001876926171762721,-0.0018769261717627352,-0.0018769261717627099,-0.00187692617176271,-0.0018769261717627118
2019-06-27,-0.00045207956600367934,0.010611885087204663,0.010611885087204662,0.010611885087204653,0.010611885087204674,0.010611885087204656
2019-06-28,0.0027137042062417354,-0.0023731347773475043,-0.0023731347773475026,-0.0023731347773475048,-0.002373134777347512,-0.002373134777347507
2019-07-02,-0.036798528058877636,0.0003208856991943406,0.0003208856991943491,0.00032088569919433695,0.0003208856991943443,0.00032088569919434443
2019-07-03,0.016555237185609695,-0.01094837247764919,-0.010948372477649185,-0.010948372477649185,-0.010948372477649217,-0.010948372477649192
2019-07-05,0.01994301994301994,0.005178491658133086,0.005178491658133085,0.005178491658133079,0.005178491658133084,0.005178491658133077
2019-07-08,-0.00853507138423338,-0.023081232853911924,-0.02308123285391192,-0.0230812328539119,-0.02308123285391194,-0.023081232853911907
2019-07-09,0.010173736108937344,-0.0025345667344917468,-0.0025345667344917515,-0.0025345667344917424,-0.002534566734491749,-0.0025345667344917463
