,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,calmar_ratio
sample_cov,0.05185926208369951,0.006589620235978791,7.869840783927448,-0.018972489168686435,2.7333926309095897
ledoit_wolf_constant_variance,0.047373744793550054,0.055692498834662756,0.850630619649353,-0.0838497185931942,0.5649839449478512
ledoit_wolf_single_factor,0.05185926208369951,0.006589620235978791,7.869840783927448,-0.018972489168686435,2.7333926309095897
ledoit_wolf_constant_correlation,0.04519405647540986,0.012616205368769468,3.582222637821399,-0.01828496864709378,2.471650750278591
risk_metrics,0.05185926208369951,0.006589620235978791,7.869840783927448,-0.018972489168686435,2.7333926309095897
