,0
2010-12-02,1.2627594361323018
2010-12-03,1.2622158643555086
2010-12-06,1.2639927519380563
2010-12-07,1.2673006879980528
2010-12-08,1.2659438077381195
2010-12-09,1.2668682752297147
2010-12-10,1.26652345231203
2010-12-13,1.2687499721604993
2010-12-14,1.2697081019573033
2010-12-15,1.2696806967678036
2010-12-16,1.2699008743474585
2010-12-17,1.2709551917438788
2010-12-20,1.2719894862197578
2010-12-21,1.2722620666035864
2010-12-22,1.2705278208558008
2010-12-23,1.2686220313881307
2010-12-24,1.2669390940087522
2010-12-27,1.2630247635193774
2010-12-28,1.2631569892207941
2010-12-29,1.2638827640752055
2010-12-30,1.2641773821308673
2010-12-31,1.2635919437260712
2011-01-04,1.266775604317026
2011-01-05,1.269220325169578
2011-01-06,1.2728588989807772
2011-01-07,1.2741160323669578
2011-01-10,1.2729414491357012
2011-01-11,1.272831193973176
2011-01-12,1.272926126791048
2011-01-13,1.2733023041521259
2011-01-14,1.2739309117955484
2011-01-17,1.2754375759078733
2011-01-18,1.2742086056598836
2011-01-19,1.2768265779340655
2011-01-20,1.2742637564488828
2011-01-21,1.2733636489593587
2011-01-24,1.2726365518923888
2011-01-25,1.2725538334052695
2011-01-26,1.2724563763202854
2011-01-27,1.2737509816235288
2011-01-28,1.2746925579761739
2011-01-31,1.2729485470186144
2011-02-01,1.2718679668144899
2011-02-09,1.2724144758745581
2011-02-10,1.2746641881585843
2011-02-11,1.2762360688029333
2011-02-14,1.2792531851243334
2011-02-15,1.2795254489717178
2011-02-16,1.279207681604853
2011-02-17,1.2776764211521905
2011-02-18,1.2791289393263365
2011-02-21,1.2787903343749467
2011-02-22,1.2768454847290853
2011-02-23,1.275719145180146
2011-02-24,1.2783322495865566
2011-02-25,1.279573651185179
2011-02-28,1.2803165722985628
2011-03-01,1.2795350977236994
2011-03-02,1.2797882562012222
2011-03-03,1.2789132086766095
2011-03-04,1.2788713155254812
2011-03-07,1.2799037145203493
2011-03-08,1.2792539478535723
2011-03-09,1.2791726669028158
2011-03-10,1.2757499380487383
2011-03-11,1.275338456083449
2011-03-14,1.2770881870939763
2011-03-15,1.2765105698361905
2011-03-16,1.2776625582556154
2011-03-17,1.2776433833709397
2011-03-18,1.2784613236954667
2011-03-21,1.2787751231403834
2011-03-22,1.2779156808940348
2011-03-23,1.2787887251249854
2011-03-24,1.2800360254357355
2011-03-25,1.2809556195553298
2011-03-28,1.2802136560249477
2011-03-29,1.278948379292366
2011-03-30,1.2775732617550928
2011-03-31,1.2807068785503817
2011-04-01,1.280863597655726
2011-04-06,1.2807453623212792
2011-04-07,1.282627445940582
2011-04-08,1.2836920964912257
2011-04-11,1.2834925013517524
2011-04-12,1.2845430194000644
2011-04-13,1.285173895240739
2011-04-14,1.2852450818069963
2011-04-15,1.2837272017183285
2011-04-18,1.282152169612674
2011-04-19,1.281751919172134
2011-04-20,1.2833481071306483
2011-04-21,1.2864464586583824
2011-04-22,1.2875247389036004
2011-04-25,1.2866071071911644
2011-04-26,1.285922600721938
2011-04-27,1.2845436768621081
2011-04-28,1.2865751378541666
2011-04-29,1.2841527350711475
2011-05-03,1.283118062885674
2011-05-04,1.2820789035270954
2011-05-05,1.2823496596161648
2011-05-06,1.281146872518739
2011-05-09,1.2836277685250548
2011-05-10,1.2839998060629019
2011-05-11,1.2832830131518354
2011-05-12,1.2829208845105977
2011-05-13,1.2808917750836795
2011-05-16,1.2802771365721481
2011-05-17,1.2798572603715503
2011-05-18,1.2782502581775814
2011-05-19,1.2780229119604893
2011-05-20,1.2772096820451133
2011-05-23,1.275221959628819
2011-05-24,1.2737684962867981
2011-05-25,1.2735829295481935
2011-05-26,1.2715089064424259
2011-05-27,1.273370453510539
2011-05-30,1.2743111083501142
2011-05-31,1.275879439127265
2011-06-01,1.2759337956367525
2011-06-02,1.274471958249487
2011-06-03,1.276805644078057
2011-06-07,1.2780818233641833
2011-06-08,1.2778651162228172
2011-06-09,1.2762498608260433
2011-06-10,1.2753565452580589
2011-06-13,1.2725499837850331
2011-06-14,1.2721745443707477
2011-06-15,1.2699783300442447
2011-06-16,1.2681239522316863
2011-06-17,1.267765307492499
2011-06-20,1.2685351321082972
2011-06-21,1.2697975984016476
2011-06-22,1.268417876459661
2011-06-23,1.2689718134501924
2011-06-24,1.270841840818221
2011-06-27,1.2715314100570045
2011-06-28,1.273635143177325
2011-06-29,1.272800439089443
2011-06-30,1.2733341970824157
2011-07-01,1.274771457574894
2011-07-04,1.2761523199323672
2011-07-05,1.2755573591081504
2011-07-06,1.2767555808577924
2011-07-07,1.276720187905692
2011-07-08,1.2761685507980196
2011-07-11,1.275506661555746
2011-07-12,1.2764043724470924
2011-07-13,1.2788998735698398
2011-07-14,1.277331745809901
2011-07-15,1.2780973459517624
2011-07-18,1.276047534283583
2011-07-19,1.2751503981199575
2011-07-20,1.27225373609076
2011-07-21,1.2692488549269287
2011-07-22,1.2702453954806798
2011-07-25,1.2669310011974126
2011-07-26,1.2690411993484365
2011-07-27,1.269128112325917
2011-07-28,1.2684446831465885
2011-07-29,1.2678607463468474
2011-08-01,1.2675737025205567
2011-08-02,1.2566822306187417
2011-08-03,1.2560460348599585
2011-08-04,1.25192533421954
2011-08-05,1.2448793234662645
2011-08-08,1.2400337828096926
2011-08-09,1.2267402981149589
2011-08-10,1.2355870563834974
2011-08-11,1.2439790308813303
2011-08-12,1.243411092390123
2011-08-15,1.2485457732698266
2011-08-16,1.2507890126801757
