,年化收益率,波动率,下行风险,最大回撤,回撤最大回补天数,VaR,beta,夏普比率,索提诺比率,卡玛比率,特雷诺比率,顺境收益率,逆境收益率,顺境战胜市场胜率,逆境战胜市场胜率,单因子模型alpha,T-M模型alpha,T-M模型择时,H-M模型alpha,H-M模型择时,Hurst指数,复合因子
110011,-0.15848533359616568,0.23591828249248653,0.23650290188875914,0.21730461497549253,251.0,0.02447602616128817,0.5913447949707381,-0.5409876475288089,-0.5396503621536046,-0.7293233676332164,-0.21582818981430762,0.5358552165006167,-0.44261184572514545,0.6904761904761905,0.2777777777777778,-0.1263787338149715,-0.21235716526984164,5.891808030959073,-0.16166617024709995,0.04674925737623181,0.6244778687002794,0.45000000000000007
000751,0.49503086304732125,0.23664349266772136,0.22550221579496244,0.18077493630904964,68.0,0.021212591089845554,0.45974382831920974,1.7407934326697427,1.826799956123546,2.7383821737379854,0.8960369069576201,0.5336335974731734,-0.04287166634680817,0.6428571428571429,0.4603174603174603,0.4129193674270259,0.15656433876842957,17.567883240101388,-0.11447705763058207,0.6987948131745534,0.6674390871358155,0.85
070017,0.05236198303474171,0.2327490365005856,0.23926605838387344,0.2005487989832979,196.0,0.023614080814090933,0.6479424687459926,0.3122138596581823,0.30370991819067295,0.26109347600282823,0.11215112224116026,0.6107276916664968,-0.35016587316671666,0.6825396825396826,0.36507936507936506,0.07403726916256677,0.37109702414829954,-20.358036781949913,0.506181389031328,-0.5725978827776026,0.6664492010694869,0.6000000000000001
161005,0.12857362900590008,0.23812771411552142,0.2189209400492274,0.2539985077494562,180.0,0.023910756074817324,0.6362791665238835,0.6448728005267345,0.7014499656824756,0.5061983637034787,0.24134388482911573,0.8376821334574642,-0.3831649014610212,0.6428571428571429,0.30952380952380953,0.1549072230209921,0.17671222406668075,-1.494674217358545,0.05087241501297509,0.1378389809617202,0.6567265770371691,0.55
163406,0.17648339675131708,0.24683013597840078,0.23670350680608107,0.16489510365835114,135.0,0.023218634654034193,1.1435716985512443,0.7775779817571092,0.8108442564315524,1.0702767567736633,0.16783353349341149,1.6479159233396845,-0.5561311890538759,0.7619047619047619,0.24603174603174602,0.1943472667856045,0.35513171951602146,-11.019302201328811,0.5360915566626033,-0.45282367549311076,0.6626909857841471,0.55
