,日均收益率,年化收益率,年化波动率,夏普比率(无风险=0),最大回撤
期货收盘价(连一):铜,0.00020872688174385461,0.052599174199451364,0.1870758369592344,0.2811649812953301,-0.5542697525937748
期货收盘价(连续):螺纹钢,9.806153962987722e-05,0.02471150798672906,0.28019741781793467,0.08819320384596116,-0.7100917431192665
期货收盘价(连续):豆粕,8.29281549011513e-05,0.02089789503509013,0.2555349593599592,0.08178096291573288,-0.5062526951272102
期货收盘价(连续):精对苯二甲酸(PTA),7.59915878113965e-05,0.019149880128471918,0.25502722842303766,0.07508955120943482,-0.7499174099768758
期货收盘价(连续):白糖,4.950165504743788e-05,0.012474417071954347,0.16152233750386247,0.07723029065039408,-0.5112686756140793
