,MA_20,MA_40,MA_60,MA_120,EMA_20,EMA_40,EMA_60,EMA_120,WMA_20,WMA_40,WMA_60,WMA_120,SMA_20,SMA_40,SMA_60,SMA_120,DEMA_20,DEMA_40,DEMA_60,DEMA_120,TMA_20,TMA_40,TMA_60,TMA_120,REG_20,REG_40,REG_60,REG_120,ROC_20,ROC_40,ROC_60,ROC_120,RET_20,RET_40,RET_60,RET_120,SROC_20,SROC_40,SROC_60,SROC_120,DPO_20,DPO_40,DPO_60,DPO_120,KST_20,KST_40,KST_60,KST_120,BIAS_20,BIAS_40,BIAS_60,BIAS_120,BIAS36,BBI,CMO_20,CMO_40,CMO_60,CMO_120,PSY_20,PSY_40,PSY_60,PSY_120,POS_20,POS_40,POS_60,POS_120,TII_20_0.4,TII_20_0.5,TII_20_0.6,TII_40_0.4,TII_40_0.5,TII_40_0.6,TII_60_0.4,TII_60_0.5,TII_60_0.6,THRES_AVG_20_0.4,THRES_AVG_20_0.5,THRES_AVG_20_0.6,THRES_AVG_40_0.4,THRES_AVG_40_0.5,THRES_AVG_40_0.6,THRES_AVG_60_0.4,THRES_AVG_60_0.5,THRES_AVG_60_0.6,MASS_20_0.4,MASS_20_0.5,MASS_20_0.6,MASS_40_0.4,MASS_40_0.5,MASS_40_0.6,MASS_60_0.4,MASS_60_0.5,MASS_60_0.6,UP2DOWN_20_0.4,UP2DOWN_20_0.5,UP2DOWN_20_0.6,UP2DOWN_40_0.4,UP2DOWN_40_0.5,UP2DOWN_40_0.6,UP2DOWN_60_0.4,UP2DOWN_60_0.5,UP2DOWN_60_0.6,OSC_20_60,OSC_20_120,OSC_20_250,OSC_40_60,OSC_40_120,OSC_40_250,OSC_60_60,OSC_60_120,OSC_60_250,AVG_LINE_20,AVG_LINE_40,AVG_LINE_60,AVG_LINE_120,EXPMA_20,EXPMA_40,EXPMA_60,EXPMA_120,HULLMA_20_60,HULLMA_20_120,HULLMA_20_250,HULLMA_40_60,HULLMA_40_120,HULLMA_40_250,HULLMA_60_60,HULLMA_60_120,HULLMA_60_250,ZLMACD_20_60,ZLMACD_20_120,ZLMACD_20_250,ZLMACD_40_60,ZLMACD_40_120,ZLMACD_40_250,ZLMACD_60_60,ZLMACD_60_120,ZLMACD_60_250,RSIH_20,RSIH_40,RSIH_60,RSIH_120,TSI_20_60,TSI_20_120,TSI_20_250,TSI_40_60,TSI_40_120,TSI_40_250,TSI_60_60,TSI_60_120,TSI_60_250,ROC_CHANGE_20_60,ROC_CHANGE_20_120,ROC_CHANGE_20_250,ROC_CHANGE_40_60,ROC_CHANGE_40_120,ROC_CHANGE_40_250,ROC_CHANGE_60_60,ROC_CHANGE_60_120,ROC_CHANGE_60_250,MOM_20_60,MOM_20_120,MOM_20_250,MOM_40_60,MOM_40_120,MOM_40_250,MOM_60_60,MOM_60_120,MOM_60_250,EFFICIENCY_20,EFFICIENCY_40,EFFICIENCY_60,EFFICIENCY_120,INVVOL_20_60,INVVOL_20_120,INVVOL_20_250,INVVOL_40_60,INVVOL_40_120,INVVOL_40_250,INVVOL_60_60,INVVOL_60_120,INVVOL_60_250,SHARP_MOM_20_60,SHARP_MOM_20_120,SHARP_MOM_20_250,SHARP_MOM_40_60,SHARP_MOM_40_120,SHARP_MOM_40_250,SHARP_MOM_60_60,SHARP_MOM_60_120,SHARP_MOM_60_250,PMO_20_10_60,PMO_20_10_120,PMO_20_10_250,PMO_40_10_60,PMO_40_10_120,PMO_40_10_250,PMO_60_10_60,PMO_60_10_120,PMO_60_10_250,DBCD_20_60_10,DBCD_20_120_10,DBCD_20_250_10,DBCD_40_60_10,DBCD_40_120_10,DBCD_40_250_10,DBCD_60_60_10,DBCD_60_120_10,DBCD_60_250_10,MACD_20_60_60,MACD_20_120_60,MACD_20_250_60,MACD_40_60_60,MACD_40_120_60,MACD_40_250_60,MACD_60_60_60,MACD_60_120_60,MACD_60_250_60,COPP_20_60_60,COPP_20_120_60,COPP_20_250_60,COPP_40_60_60,COPP_40_120_60,COPP_40_250_60,COPP_60_60_60,COPP_60_120_60,COPP_60_250_60,PPO_20_60_60,PPO_20_120_60,PPO_20_250_60,PPO_40_60_60,PPO_40_120_60,PPO_40_250_60,PPO_60_60_60,PPO_60_120_60,PPO_60_250_60,DELTA_20_40_120_250
2010-01-04,,,,,2514.65,2514.65,2514.65,2514.65,,,,,,,,,2514.65,2514.65,2514.65,2514.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2514.65,2514.65,2514.65,2514.65,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2010-01-05,,,,,2517.444285714286,2516.081219512195,2515.6119672131144,2515.1349586776864,,,,,,,,,2519.972448979592,2517.442623438429,2516.542394517602,2515.6119015094605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2517.444285714286,2516.081219512195,2515.6119672131144,2515.1349586776864,,,,,,,,,,1.657811977250276,2.0893911283518114,2.3166436295631727,0.4463619430276794,0.9001017694104232,1.139023205215436,0.0,0.46136891131561886,0.7043075213250035,,,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7722424847395097,2.2336113960551285,2.4765500060645134,0.45386697779905694,0.9152358891146758,1.1581744991240603,0.0,0.46136891131561886,0.7043075213250035,,,,,,,,,,0.0023881273111608773,0.003010400705656312,0.003338160123683752,0.000611593579687426,0.0012335300452437335,0.0015611119984558993,0.0,0.0006218204736264442,0.0009493413323940069,
2010-01-06,,,,,2517.117210884354,2515.980184414039,2515.55944369793,2515.1163643193777,,,,,,,,,2519.1086718496927,2517.1790718358693,2516.4085637564363,2515.567136785017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2517.117210884354,2515.980184414039,2515.55944369793,2515.1163643193777,,,,,,,,,,1.251521551788279,1.61130011799258,1.8063853974848085,0.37844302541927916,0.7777751256820493,0.9939773393380581,0.0,0.4134253362615328,0.6371481915276719,,,,,99.36190873996665,99.67830676475913,99.84491803299888,99.67316191049837,99.83522753425946,99.92056713160375,99.78031942713052,99.889250654896,99.94661054659859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6735646866794321,-0.8489141712282104,-0.9412462703299244,-0.17249827341790339,-0.3478477579666817,-0.44017985706839563,0.0,-0.17534948454877833,-0.2676815836504922,1.4485865414677386,1.8620118777292713,2.0857347329954106,0.392065054013525,0.8054903902750579,1.0292132455411969,0.0,0.4134253362615328,0.6371481915276719,,,,,,,,,,0.004340165048645896,0.005519988967697172,0.006149545528110998,0.001139919450875207,0.002319156416252347,0.0029484001489958607,0.0,0.0011790281705786618,0.0018081605697847151,
2010-01-07,,,,,2512.035571752511,2513.432858345061,2513.8611012816045,2514.267498793438,,,,,,,,,2509.2396962685307,2512.150197192897,2513.039722279779,2513.875985783721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2512.035571752511,2513.432858345061,2513.8611012816045,2514.267498793438,,,,,,,,,,-1.9287489576599022,-2.3718093462049152,-2.5948104357354103,-0.4475874259046288,-0.8757739335824721,-1.090138816907394,0.0,-0.4217547818577344,-0.6324498875399859,,,,,97.74115383597307,98.8546923841331,99.4462136251294,98.82653923052321,99.4053897095835,99.71258506958033,99.207458233933,99.59849367944231,99.80594717937338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.042155743237336,-2.587592941608551,-2.877090152576293,-0.531004962044772,-1.0764421604159866,-1.365939371383729,0.0,-0.5454371983712147,-0.8349344093389568,-1.8712770535892536,-2.293031835446988,-2.5037269411292393,-0.44193766097853604,-0.8636924428362704,-1.074387548518522,0.0,-0.4217547818577344,-0.6324498875399859,,,,,,,,,,0.0018169284266410916,0.0024284985551321168,0.0027742303562440277,0.0005440117167368769,0.0011547195690438106,0.0015000024067524827,0.0,0.0006104156238424578,0.0009555459116913338,
2010-01-08,,,,,2507.6674220617956,2511.127353059936,2512.297458616634,2513.472498813381,,,,,,,,,2501.1856849989763,2507.714219131783,2509.990634381536,2512.3055976085625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2507.6674220617956,2511.127353059936,2512.297458616634,2513.472498813381,,,,,,,,,,-4.282469699270598,-5.378772480019305,-5.951617377016679,-1.13142809259262,-2.269875373350795,-2.863919714612053,0.0,-1.151368041631759,-1.7518510610328515,,,,,96.32541160508308,98.12251772953958,99.08851780508573,98.04838046940101,99.00347929611131,99.51637270603621,98.67190382089481,99.32201275490166,99.67100227787887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.2747000595797413,-4.182622702560506,-4.670100231059064,-0.8705625508433827,-1.7784851938241473,-2.2659627223227057,0.0,-0.9079226429807647,-1.3954001714793227,-4.522479683289968,-5.673847724921727,-6.274330744322819,-1.1449871571612475,-2.2963551987930066,-2.896838218194099,0.0,-1.151368041631759,-1.7518510610328515,,,,,,,,,,-0.004285099342754568,-0.005223532058673484,-0.005685628996824775,-0.0010008778485164332,-0.001942255505554433,-0.0024058856412413655,0.0,-0.0009423741965931241,-0.0014065235331386801,
2010-01-11,,,,,2504.9190961511486,2509.55089681311,2511.1995091537933,2512.8995649486974,,,,,,,,,2496.568086794203,2504.804701280813,2507.9063673803776,2511.188487483649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0940907352388278,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2504.9190961511486,2509.55089681311,2511.1995091537933,2512.8995649486974,,,,,,,,,,-5.367813180688887,-6.834720285412774,-7.617073125602504,-1.5314014679647643,-3.1137198162008097,-3.95641014266413,0.0,-1.621420241762552,-2.484506958078033,,,,,95.08720485300302,97.47119353908288,98.76750544974361,97.33260310992956,98.6275303096088,99.33122722003736,98.17095747348276,99.05903264849194,99.54152537797316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.260678558086031,-5.491465478717425,-6.160740902669145,-1.1604735067509195,-2.3912604273823135,-3.060535851334034,0.0,-1.230786920631394,-1.9000623445831142,-5.970467405486838,-7.59188764724939,-8.45497436356487,-1.5702646316011672,-3.1916848733637195,-4.0547715896792,0.0,-1.621420241762552,-2.484506958078033,,,,,,,,,,-0.012344477676066473,-0.015464730807011103,-0.017087025355834527,-0.003120534075039972,-0.006247726849464537,-0.007873677642422125,0.0,-0.0031296128556615897,-0.004756839381925965,
2010-01-12,,,,,2505.2163250891344,2509.4771945295433,2511.0959186897344,2512.8192415611156,,,,,,,,,2497.929571376742,2504.8924136803075,2507.8105547223413,2511.057450639934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4590384633363669,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2505.2163250891344,2509.4771945295433,2511.0959186897344,2512.8192415611156,,,,,,,,,,-4.493946752106539,-5.842199582717019,-6.5811649801901835,-1.4282687368639229,-2.955532921347224,-3.7898368210381776,0.0,-1.590763143871205,-2.458822507638435,,,,,94.01378603547073,96.89421447291228,98.47997787541551,96.6767075992065,98.2765011030121,99.15667197227972,97.70351194148276,98.80918065009796,99.41736143375698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.854414042605981,-6.325061538405755,-7.136553822223025,-1.359838241678814,-2.8304857374785883,-3.6419780212958583,0.0,-1.4706474957997742,-2.282139779617044,-5.387036593493102,-6.9777997373643075,-7.845859101131537,-1.4898723051707412,-3.0806354490419463,-3.948694812809176,0.0,-1.590763143871205,-2.458822507638435,,,,,,,,,,-0.019616610361488457,-0.024877860824593794,-0.027667242227543395,-0.005131757763126381,-0.010403535744045286,-0.01319852895990995,0.0,-0.0052755682048519015,-0.008072583798173192,
2010-01-13,,,,,2495.1614369854074,2504.119282601273,2507.4416262736772,2510.948510295643,,,,,,,,,2479.4713801041567,2494.6615992275474,2500.729499607717,2507.3760297980234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3873791926464635,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2495.1614369854074,2504.119282601273,2507.4416262736772,2510.948510295643,,,,,,,,,,-9.856966969321558,-12.690512952307328,-14.228963382091024,-2.9791132125367836,-6.128434872723057,-7.83656931705711,0.0,-3.263690711030753,-5.033194092150378,,,,,90.84718428771468,95.23856808350662,97.6661061620613,94.91418841776203,97.35827210943387,98.70614540564267,96.482443471144,98.17382795897976,99.10583247831329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.712307861315264,-8.762671079640334,-9.898342311297942,-1.8877070869396884,-3.9380703052647608,-5.073741536922366,0.0,-2.0503632183250717,-3.186034449982677,-11.401152534239644,-14.664843245270397,-16.43434662639002,-3.0887871676336562,-6.352477878664409,-8.121981259784034,0.0,-3.263690711030753,-5.033194092150378,,,,,,,,,,-0.03503081191242745,-0.044676274304790695,-0.04983747942426816,-0.009307744153198825,-0.01897974788930534,-0.024155224212179888,0.0,-0.00968173701850033,-0.014862449302911614,
2010-01-14,,,,,2488.2670144153685,2500.1510249134058,2504.665507379458,2509.4910142576987,,,,,,,,,2467.833437768964,2487.380007806037,2495.4883518376455,2504.544177830161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5311689448334799,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2488.2670144153685,2500.1510249134058,2504.665507379458,2509.4910142576987,,,,,,,,,,-12.644292488461218,-16.401016676363767,-18.462236765442846,-3.9677762985661613,-8.217772302029267,-10.546238422359924,0.0,-4.432073778213705,-6.8590470731373925,,,,,88.129933919368,93.77971711015438,96.93903577465638,93.30846531472585,96.50347999230634,98.28201144053752,95.34759181973284,97.57144125526054,98.8073884556913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.93108343229799,-10.4312617550301,-11.830136683029899,-2.2714640913971165,-4.771642414129228,-6.170517342129025,0.0,-2.500178322732111,-3.8990532507319076,-15.010621580221418,-19.442695358435124,-21.86966865335881,-4.1405677330430635,-8.572641511256768,-10.999614806180457,0.0,-4.432073778213705,-6.8590470731373925,,,,,,,,,,-0.05534842077167212,-0.07094095995570263,-0.07934884769230113,-0.01491217643527143,-0.030560300497250587,-0.03899830594392059,0.0,-0.015668901813876285,-0.02411816904997777,
2010-01-15,,,,,2482.5092035186667,2496.622194429825,2502.1456546784925,2508.1409148484804,,,,,,,,,2458.8122338368084,2481.117461355507,2490.832154902691,2501.9480605958033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.3792878304373803,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2482.5092035186667,2496.622194429825,2502.1456546784925,2508.1409148484804,,,,,,,,,,-14.36965538094048,-18.82694452919518,-21.30548746115346,-4.733985589416367,-9.889356870226345,-12.74937737142179,0.0,-5.418160608650889,-8.421546317406815,,,,,85.774253266466,92.48780367013954,96.28796081012185,91.83844494689419,95.70584139167545,97.88227163202711,94.28950389799367,96.99941829013987,98.52126799997795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.862370764543835,-11.760304827913746,-13.400639543151799,-2.5926024386674853,-5.490536502037399,-7.130871217275452,0.0,-2.897934063369913,-4.538268778607965,-17.65026568494257,-23.06842629359346,-26.071812002349386,-4.980707957767778,-10.398868566418667,-13.402254275174593,0.0,-5.418160608650889,-8.421546317406815,,,,,,,,,,-0.07926435765729067,-0.10212127735055654,-0.11454060636773924,-0.021660923094448142,-0.04461580932940024,-0.05708864068193242,0.0,-0.022992283099822264,-0.03548554560999539,
