,CI005001.CI,CI005002.CI,CI005003.CI,CI005004.CI,CI005005.CI,CI005006.CI,CI005007.CI,CI005008.CI,CI005009.CI,CI005010.CI,CI005011.CI,CI005012.CI,CI005013.CI,CI005014.CI,CI005015.CI,CI005016.CI,CI005017.CI,CI005018.CI,CI005019.CI,CI005020.CI,CI005021.CI,CI005022.CI,CI005023.CI,CI005024.CI,CI005025.CI,CI005026.CI,CI005027.CI,CI005028.CI,CI005029.CI,CI005030.CI
CI005011.CI,0.6255405001561339,0.5341853523908031,0.7679306102690879,0.75549899072847,0.6983873557115698,0.8954291716647088,0.6839184016732704,0.7701566892218681,0.8080343406296092,0.8953532818524299,1.0,0.7598867248239187,0.8612582093643488,0.7562979166668378,0.6821362221077059,0.6604846543561345,0.762942994276244,0.7542526204542547,0.5897961240588703,0.6842960981981353,0.2688242375930914,0.6018577720651941,0.6121308007875098,0.7285681669119755,0.8245408100925786,0.7570905435955263,0.7690291533385504,0.7177040699962198,0.8005893508033517,0.41717190972415286
CI005012.CI,0.5666088107604415,0.47399828963337154,0.6699620040874658,0.6779074749506983,0.640145104109923,0.7711404523516192,0.6455856511273228,0.6850585551459034,0.7279076366330497,0.8282539144639658,0.7598867248239187,1.0,0.7266896315981173,0.707225107956381,0.5953292871482165,0.5633408966330649,0.7064278734112158,0.6513871881595753,0.4752176854471546,0.6334345842549644,0.2265264877936115,0.5401208045666083,0.5591170718403015,0.6642592484994934,0.7622311369655537,0.7241805833062398,0.7515090854754322,0.6695656997121945,0.7361650996882316,0.42164492645091944
CI005013.CI,0.6304114977700092,0.5480080947169522,0.7424937277994632,0.7347192779361446,0.6981997322235669,0.8661106090790976,0.6918543943954554,0.7717545636526915,0.8143551806522545,0.8851724129138541,0.8612582093643488,0.7266896315981173,1.0,0.773966867772165,0.685906882493982,0.7199512454593198,0.7784427282113378,0.7316479333826179,0.6224909090336211,0.6669118755096318,0.3539134100053942,0.6509584516640716,0.6468528422322208,0.7534753612175715,0.8174617063420299,0.7594704002345567,0.7630238545412904,0.7278510623599693,0.7992441493592817,0.44159435064999875
CI005014.CI,0.6671441085352565,0.5851395948740048,0.7110864301802025,0.8042156431363802,0.7390829102882394,0.8488004874746546,0.7706400212185217,0.8231867318891983,0.9052664900330661,0.8473570812932739,0.7562979166668378,0.707225107956381,0.773966867772165,1.0,0.7628980022612578,0.7055736968674338,0.9084959957729014,0.7771630273427258,0.6328042693412135,0.7609709206796327,0.3626637971080367,0.6670180710575487,0.7714682421348971,0.831821290848131,0.7490895705812669,0.7496928627523933,0.7795315871353379,0.821774130111477,0.8816908631193936,0.48245910505331063
CI005015.CI,0.5297365799288521,0.4378635451674697,0.5811590203946042,0.6223061239550207,0.5735909454795215,0.7213873983627694,0.6059485972340166,0.7160265068613416,0.7753901362560326,0.724588339890362,0.6821362221077059,0.5953292871482165,0.685906882493982,0.7628980022612578,1.0,0.6839163424308802,0.7239158460001818,0.747970428777513,0.7120737055516184,0.6440249467304366,0.33139220646704476,0.5876826286579235,0.6420203540374861,0.7277430962386084,0.6717714624437293,0.6298253068590174,0.6844588949607983,0.710272934343355,0.6950530554854167,0.4030711722401469
CI005016.CI,0.590985701521253,0.5239843093477705,0.5809712391995037,0.6644585817999512,0.6087330207417038,0.6981324725284677,0.656764382170845,0.7476489464412691,0.7457765559975779,0.7181290319092125,0.6604846543561345,0.5633408966330649,0.7199512454593198,0.7055736968674338,0.6839163424308802,1.0,0.6997958984508843,0.7089743504481293,0.7336977914825417,0.6175339473657181,0.4899675694477005,0.6822076213795105,0.6741857975603324,0.736667496884103,0.670214454130365,0.6325547642045168,0.6213743805741714,0.6316629199898091,0.6434124842374125,0.339959442865045
CI005017.CI,0.6759611850914053,0.5896147587464398,0.7030321006000193,0.8157441949696188,0.7397841318089814,0.8603043403183166,0.7631015859897446,0.8187131614429126,0.9178668800881706,0.8602412237868222,0.762942994276244,0.7064278734112158,0.7784427282113378,0.9084959957729014,0.7239158460001818,0.6997958984508843,1.0,0.7861945036088135,0.5953375005786009,0.7541484055199409,0.3438160784088434,0.6301567990508885,0.7396735480527908,0.8190298336145203,0.7469927538489776,0.7518199464806675,0.7743295043797829,0.8084088126154552,0.8886520740191163,0.4480822916844284
CI005018.CI,0.5642864810939631,0.443285906078361,0.621528214319266,0.6880857601914719,0.6005866378444592,0.7984638061606639,0.6298030885651897,0.7399428603663344,0.8133486082783531,0.7861764130499734,0.7542526204542547,0.6513871881595753,0.7316479333826179,0.7771630273427258,0.747970428777513,0.7089743504481293,0.7861945036088135,1.0,0.7145838489410657,0.6975730767214604,0.3169549798578517,0.6006917469630875,0.6206610178012174,0.729112040131546,0.7453099618110869,0.6936819114565288,0.7400345023645595,0.7317007745003907,0.7421050643252767,0.39532208293434934
CI005019.CI,0.5120287748249553,0.425309172661434,0.501035242983598,0.5577634714733375,0.5006650730034349,0.6208069280622605,0.5502265141751893,0.6573439024528404,0.6486550307604065,0.6027951080753043,0.5897961240588703,0.4752176854471546,0.6224909090336211,0.6328042693412135,0.7120737055516184,0.7336977914825417,0.5953375005786009,0.7145838489410657,1.0,0.6063724706123991,0.47010797685441924,0.6293508324573261,0.5806560388231495,0.6660295660005068,0.5623343153523093,0.5052474053159036,0.517014080511575,0.5415198968393085,0.5471992743107684,0.30905681531778306
CI005020.CI,0.6068036846986206,0.5307958271853508,0.6338950464909482,0.7167251067842109,0.6316804160574688,0.749203602888525,0.6498363933045676,0.7218823348160429,0.7694320966474082,0.7279749589233201,0.6842960981981353,0.6334345842549644,0.6669118755096318,0.7609709206796327,0.6440249467304366,0.6175339473657181,0.7541484055199409,0.6975730767214604,0.6063724706123991,1.0,0.29405609867515903,0.544805211867386,0.6218493431369898,0.7283789826740068,0.6409203258182536,0.6247843587128148,0.6490300824872679,0.6640353487412323,0.731116619763762,0.3420126751303796
CI005021.CI,0.514540342602126,0.4684623050068513,0.32088765859470214,0.438225286105003,0.42328235009110954,0.31984243292185527,0.5257383843749313,0.44121854616262407,0.3451736808889125,0.3288957080852297,0.2688242375930914,0.2265264877936115,0.3539134100053942,0.3626637971080367,0.33139220646704476,0.4899675694477005,0.3438160784088434,0.3169549798578517,0.47010797685441924,0.29405609867515903,1.0,0.6899121153243224,0.5196212290483853,0.508843410539629,0.2502914610705642,0.2746661597373006,0.22804903668221252,0.2937426413979932,0.3101074783591256,0.2561639365520553
CI005022.CI,0.6258180607781068,0.5514789215492173,0.5821886399414611,0.6429374857819219,0.6315209506424702,0.6419935041329848,0.7075282731322927,0.6891319279168526,0.6508498098260111,0.6619954418026548,0.6018577720651941,0.5401208045666083,0.6509584516640716,0.6670180710575487,0.5876826286579235,0.6822076213795105,0.6301567990508885,0.6006917469630875,0.6293508324573261,0.544805211867386,0.6899121153243224,1.0,0.7134286163386926,0.7070329314459783,0.6168909077611013,0.6019992436722869,0.6081865744718724,0.6092916619234239,0.6363667932179682,0.5268702894277644
CI005023.CI,0.6103264412910118,0.5750343451109338,0.6039998586860799,0.7029729409258323,0.6965019945862625,0.7054809143790556,0.7713953351377558,0.8127418119115744,0.7719521099358565,0.7027885532387469,0.6121308007875098,0.5591170718403015,0.6468528422322208,0.7714682421348971,0.6420203540374861,0.6741857975603324,0.7396735480527908,0.6206610178012174,0.5806560388231495,0.6218493431369898,0.5196212290483853,0.7134286163386926,1.0,0.7540320244151095,0.6072617081649025,0.6045541968460796,0.6136903875007569,0.6591129663985248,0.7528631438735913,0.4493676485005503
CI005024.CI,0.7388976029421561,0.6753543377710476,0.7054473079853698,0.8434381609965821,0.7695182743760017,0.7998575068878613,0.8253467397601576,0.819128657875279,0.8208759140437617,0.8045037252636045,0.7285681669119755,0.6642592484994934,0.7534753612175715,0.831821290848131,0.7277430962386084,0.736667496884103,0.8190298336145203,0.729112040131546,0.6660295660005068,0.7283789826740068,0.508843410539629,0.7070329314459783,0.7540320244151095,1.0,0.6886684419510166,0.6955286624933678,0.673775014054043,0.7052453449519621,0.7980897378735748,0.3994680449252803
CI005025.CI,0.5563577007691914,0.44745889005362277,0.6931860049592167,0.6797508261788291,0.6282775632971326,0.839601540269498,0.6440520074938925,0.7283510405191699,0.8064412577600365,0.8745989480552818,0.8245408100925786,0.7622311369655537,0.8174617063420299,0.7490895705812669,0.6717714624437293,0.670214454130365,0.7469927538489776,0.7453099618110869,0.5623343153523093,0.6409203258182536,0.2502914610705642,0.6168909077611013,0.6072617081649025,0.6886684419510166,1.0,0.888319997384312,0.8839371559883582,0.7825729148421795,0.7790396245347487,0.4821784550112852
CI005026.CI,0.5768140672207424,0.4670718612318609,0.6520182779886315,0.6923293905558975,0.6226349360308984,0.7820183049403092,0.6719505494332774,0.7083351809955782,0.7864029864417758,0.8377604537146157,0.7570905435955263,0.7241805833062398,0.7594704002345567,0.7496928627523933,0.6298253068590174,0.6325547642045168,0.7518199464806675,0.6936819114565288,0.5052474053159036,0.6247843587128148,0.2746661597373006,0.6019992436722869,0.6045541968460796,0.6955286624933678,0.888319997384312,1.0,0.8830685564866434,0.803717075907316,0.7693923750326964,0.48225365779783247
CI005027.CI,0.5414810216835471,0.425659261049325,0.6475622372797252,0.6717935974416935,0.6107464403626351,0.8038371657856769,0.6507178141641574,0.7171668038456862,0.8230470530161075,0.8503991778879425,0.7690291533385504,0.7515090854754322,0.7630238545412904,0.7795315871353379,0.6844588949607983,0.6213743805741714,0.7743295043797829,0.7400345023645595,0.517014080511575,0.6490300824872679,0.22804903668221252,0.6081865744718724,0.6136903875007569,0.673775014054043,0.8839371559883582,0.8830685564866434,1.0,0.8805543770984847,0.799809799393752,0.5373012896586336
CI005028.CI,0.5531558039931508,0.4618559011109381,0.621983184026242,0.6921849849590641,0.6217404533369195,0.7717219986070085,0.6833410495783647,0.719717475920739,0.8353133747491216,0.8041987704396351,0.7177040699962198,0.6695656997121945,0.7278510623599693,0.821774130111477,0.710272934343355,0.6316629199898091,0.8084088126154552,0.7317007745003907,0.5415198968393085,0.6640353487412323,0.2937426413979932,0.6092916619234239,0.6591129663985248,0.7052453449519621,0.7825729148421795,0.803717075907316,0.8805543770984847,1.0,0.7989284326970243,0.523981914214344
CI005029.CI,0.6655181068758913,0.5917546109854397,0.7411576576532035,0.8116363097115112,0.767765999779391,0.8797573793261037,0.773179323165779,0.8289192335488157,0.8942872351754533,0.8759738088085732,0.8005893508033517,0.7361650996882316,0.7992441493592817,0.8816908631193936,0.6950530554854167,0.6434124842374125,0.8886520740191163,0.7421050643252767,0.5471992743107684,0.731116619763762,0.3101074783591256,0.6363667932179682,0.7528631438735913,0.7980897378735748,0.7790396245347487,0.7693923750326964,0.799809799393752,0.7989284326970243,1.0,0.5219827171391136
CI005030.CI,0.33754839793772595,0.26429692303647123,0.39041616731835455,0.35923519547900495,0.3834994411405018,0.4646444946832964,0.43555642329859284,0.4358137345236667,0.49292942049324223,0.4969528313998357,0.41717190972415286,0.42164492645091944,0.44159435064999875,0.48245910505331063,0.4030711722401469,0.339959442865045,0.4480822916844284,0.39532208293434934,0.30905681531778306,0.3420126751303796,0.2561639365520553,0.5268702894277644,0.4493676485005503,0.3994680449252803,0.4821784550112852,0.48225365779783247,0.5373012896586336,0.523981914214344,0.5219827171391136,1.0
