trade_date,code,close,open,high,low,volume,sec_name
2013-08-27,801180.SI,2665.34,2649.37,2679.48,2644.37,1892350000.0,房地产(申万)
2013-08-27,801750.SI,2383.04,2359.83,2417.82,2302.32,1411970000.0,计算机(申万)
2013-08-27,801010.SI,1648.55,1638.05,1648.55,1634.63,414871000.0,农林牧渔(申万)
2013-08-27,801140.SI,1530.41,1513.78,1530.43,1510.74,661417000.0,轻工制造(申万)
2013-08-27,801710.SI,3087.75,3083.32,3088.29,3065.95,348485000.0,建筑材料(申万)
2013-08-27,801050.SI,2755.39,2717.98,2769.84,2714.62,765697000.0,有色金属(申万)
2013-08-27,801220.SI,2393.01,2356.82,2393.01,2326.83,1770970000.0,信息服务(申万)(退市)
2013-08-27,801160.SI,1790.67,1786.44,1790.67,1777.57,698691000.0,公用事业(申万)
2013-08-27,801770.SI,1460.19,1454.66,1476.2,1426.39,621935000.0,通信(申万)
2013-08-27,801780.SI,2159.27,2155.74,2175.66,2140.2,911562000.0,银行(申万)
2013-08-27,801890.SI,858.08,853.87,866.76,842.57,1073810000.0,机械设备(申万)
2013-08-28,801130.SI,1484.69,1488.9,1501.88,1480.43,616354000.0,纺织服饰(申万)
2013-08-28,801060.SI,2177.11,2184.3,2191.24,2163.84,1214860000.0,建筑建材(申万)(退市)
2013-08-28,801720.SI,1579.59,1579.88,1589.26,1567.3,822574000.0,建筑装饰(申万)
2013-08-28,801150.SI,4809.08,4898.9,4899.7,4804.56,1110510000.0,医药生物(申万)
2013-08-28,801110.SI,2403.9,2412.99,2420.37,2395.91,446657000.0,家用电器(申万)
2013-08-28,801080.SI,1701.29,1721.83,1725.28,1700.2,1198580000.0,电子(申万)
2013-08-28,801760.SI,861.5,858.48,901.14,843.07,1158090000.0,传媒(申万)
2013-08-28,801190.SI,2048.15,2049.33,2065.42,2032.13,1999890000.0,金融服务(申万)(退市)
2013-08-28,801740.SI,845.9,811.33,859.62,808.68,591988000.0,国防军工(申万)
2013-08-28,801210.SI,2784.66,2792.57,2831.13,2774.48,187627000.0,社会服务(申万)
2013-08-28,801040.SI,1521.22,1502.6,1532.67,1494.97,450902000.0,钢铁(申万)
2013-08-28,801170.SI,1528.71,1490.04,1540.62,1482.5,2511350000.0,交通运输(申万)
2013-08-28,801230.SI,1637.73,1632.81,1653.93,1618.33,584127000.0,综合(申万)
2013-08-28,801020.SI,3234.16,3173.51,3259.22,3160.03,1007530000.0,采掘(申万)(退市)
2013-08-28,801790.SI,960.59,962.44,974.53,949.46,1103340000.0,非银金融(申万)
2013-08-28,801880.SI,2687.42,2700.28,2737.1,2650.47,748009000.0,汽车(申万)
2013-08-28,801120.SI,4834.75,4876.55,4876.72,4811.68,419872000.0,食品饮料(申万)
2013-08-28,801730.SI,3095.73,3124.53,3124.79,3087.41,937441000.0,电力设备(申万)
2013-08-28,801070.SI,3072.78,3084.19,3097.04,3054.5,2232740000.0,机械设备(申万)(退市)
2013-08-28,801200.SI,2816.95,2803.55,2844.12,2794.02,1321880000.0,商贸零售(申万)
2013-08-28,801100.SI,1409.84,1437.4,1437.89,1409.53,1046340000.0,信息设备(申万)(退市)
2013-08-28,801090.SI,2643.45,2624.98,2665.61,2608.69,1442720000.0,交运设备(申万)(退市)
2013-08-28,801030.SI,1814.49,1823.21,1827.62,1805.0,1667670000.0,基础化工(申万)
2013-08-28,801180.SI,2647.46,2647.54,2669.36,2619.84,2372500000.0,房地产(申万)
2013-08-28,801750.SI,2335.9,2357.3,2413.48,2298.5,1385550000.0,计算机(申万)
2013-08-28,801010.SI,1625.64,1638.35,1638.8,1624.82,511863000.0,农林牧渔(申万)
2013-08-28,801140.SI,1522.88,1521.81,1533.26,1518.11,736004000.0,轻工制造(申万)
2013-08-28,801710.SI,3042.61,3067.91,3068.07,3030.53,392283000.0,建筑材料(申万)
2013-08-28,801050.SI,2828.59,2751.58,2843.06,2745.69,1634690000.0,有色金属(申万)
2013-08-28,801220.SI,2368.93,2369.99,2422.32,2362.36,2119350000.0,信息服务(申万)(退市)
2013-08-28,801160.SI,1770.49,1781.63,1783.33,1765.08,843179000.0,公用事业(申万)
2013-08-28,801770.SI,1421.46,1446.46,1458.96,1410.85,622057000.0,通信(申万)
2013-08-28,801780.SI,2145.03,2144.97,2160.59,2127.03,896546000.0,银行(申万)
2013-08-28,801890.SI,852.93,851.61,869.23,837.18,1398030000.0,机械设备(申万)
2013-08-29,801130.SI,1487.02,1484.77,1488.84,1474.42,459087000.0,纺织服饰(申万)
2013-08-29,801060.SI,2167.44,2179.82,2186.27,2157.41,1057440000.0,建筑建材(申万)(退市)
2013-08-29,801720.SI,1576.82,1582.76,1588.02,1569.15,688311000.0,建筑装饰(申万)
2013-08-29,801150.SI,4811.8,4823.23,4835.02,4787.48,831991000.0,医药生物(申万)
2013-08-29,801110.SI,2397.15,2408.68,2415.17,2388.04,400163000.0,家用电器(申万)
2013-08-29,801080.SI,1689.81,1700.02,1707.36,1683.1,968808000.0,电子(申万)
2013-08-29,801760.SI,864.21,857.42,885.99,843.26,794952000.0,传媒(申万)
2013-08-29,801190.SI,2050.42,2070.91,2078.8,2042.57,1709590000.0,金融服务(申万)(退市)
2013-08-29,801740.SI,825.05,845.67,848.31,817.38,331067000.0,国防军工(申万)
2013-08-29,801210.SI,2819.72,2795.32,2822.08,2790.8,169747000.0,社会服务(申万)
2013-08-29,801040.SI,1516.65,1523.12,1526.06,1504.35,358093000.0,钢铁(申万)
2013-08-29,801170.SI,1545.72,1532.72,1558.55,1523.7,2516550000.0,交通运输(申万)
2013-08-29,801230.SI,1644.91,1635.29,1650.98,1632.16,467342000.0,综合(申万)
2013-08-29,801020.SI,3170.62,3221.54,3222.07,3158.46,696209000.0,采掘(申万)(退市)
2013-08-29,801790.SI,963.89,974.54,983.05,957.04,1021800000.0,非银金融(申万)
2013-08-29,801880.SI,2682.82,2693.03,2731.4,2650.37,675529000.0,汽车(申万)
2013-08-29,801120.SI,4817.64,4837.15,4847.53,4797.96,343769000.0,食品饮料(申万)
2013-08-29,801730.SI,3083.64,3095.95,3108.38,3069.5,686780000.0,电力设备(申万)
2013-08-29,801070.SI,3063.79,3071.75,3081.95,3048.66,1734500000.0,机械设备(申万)(退市)
2013-08-29,801200.SI,2828.56,2813.45,2839.69,2789.93,1111040000.0,商贸零售(申万)
2013-08-29,801100.SI,1410.45,1408.19,1421.77,1399.45,853565000.0,信息设备(申万)(退市)
2013-08-29,801090.SI,2623.51,2646.13,2647.37,2609.19,1129680000.0,交运设备(申万)(退市)
2013-08-29,801030.SI,1807.38,1815.46,1819.04,1798.33,1370640000.0,基础化工(申万)
2013-08-29,801180.SI,2665.6,2650.75,2671.53,2640.06,2396840000.0,房地产(申万)
2013-08-29,801750.SI,2314.32,2326.23,2375.0,2274.65,988575000.0,计算机(申万)
2013-08-29,801010.SI,1630.35,1628.21,1632.61,1616.21,488132000.0,农林牧渔(申万)
2013-08-29,801140.SI,1528.34,1520.63,1531.35,1514.43,698556000.0,轻工制造(申万)
2013-08-29,801710.SI,3015.95,3042.67,3053.65,2997.16,369125000.0,建筑材料(申万)
2013-08-29,801050.SI,2768.61,2828.77,2829.58,2758.67,1095480000.0,有色金属(申万)
2013-08-29,801220.SI,2361.65,2358.89,2382.29,2345.96,1480090000.0,信息服务(申万)(退市)
2013-08-29,801160.SI,1765.21,1773.09,1779.17,1759.08,848616000.0,公用事业(申万)
2013-08-29,801770.SI,1429.21,1420.42,1454.5,1402.82,550132000.0,通信(申万)
2013-08-29,801780.SI,2143.98,2164.53,2172.35,2136.46,687791000.0,银行(申万)
2013-08-29,801890.SI,851.25,850.92,865.24,838.03,1170810000.0,机械设备(申万)
2013-08-30,801130.SI,1489.76,1489.12,1505.69,1481.43,549592000.0,纺织服饰(申万)
2013-08-30,801060.SI,2170.86,2167.99,2190.66,2160.71,1487110000.0,建筑建材(申万)(退市)
2013-08-30,801720.SI,1578.73,1578.81,1593.49,1570.33,921844000.0,建筑装饰(申万)
2013-08-30,801150.SI,4719.57,4805.74,4806.56,4702.72,972738000.0,医药生物(申万)
2013-08-30,801110.SI,2394.94,2396.87,2416.91,2384.78,504953000.0,家用电器(申万)
2013-08-30,801080.SI,1642.54,1689.37,1697.93,1633.43,1245320000.0,电子(申万)
2013-08-30,801760.SI,814.23,862.23,873.4,804.47,1075530000.0,传媒(申万)
2013-08-30,801190.SI,2068.99,2049.58,2084.88,2039.84,2473790000.0,金融服务(申万)(退市)
2013-08-30,801740.SI,817.21,820.13,828.7,800.0,297084000.0,国防军工(申万)
2013-08-30,801210.SI,2813.88,2811.96,2853.77,2796.79,216019000.0,社会服务(申万)
2013-08-30,801040.SI,1528.36,1513.26,1533.16,1505.62,480869000.0,钢铁(申万)
2013-08-30,801170.SI,1604.83,1557.37,1621.99,1557.35,3583030000.0,交通运输(申万)
2013-08-30,801230.SI,1636.95,1640.89,1665.58,1629.74,623755000.0,综合(申万)
2013-08-30,801020.SI,3121.11,3163.01,3166.95,3112.49,662141000.0,采掘(申万)(退市)
2013-08-30,801790.SI,983.82,965.33,1001.25,956.73,1633560000.0,非银金融(申万)
2013-08-30,801880.SI,2670.08,2679.23,2733.84,2633.96,821237000.0,汽车(申万)
2013-08-30,801120.SI,4791.58,4808.86,4824.57,4769.35,401150000.0,食品饮料(申万)
2013-08-30,801730.SI,3045.15,3080.03,3090.75,3032.62,866011000.0,电力设备(申万)
2013-08-30,801070.SI,3032.3,3063.55,3077.31,3019.81,2247600000.0,机械设备(申万)(退市)
2013-08-30,801200.SI,2871.13,2837.42,2913.77,2837.42,1523760000.0,商贸零售(申万)
2013-08-30,801100.SI,1356.79,1405.89,1409.62,1345.34,1055590000.0,信息设备(申万)(退市)
2013-08-30,801090.SI,2608.55,2616.39,2627.86,2593.15,1233440000.0,交运设备(申万)(退市)
2013-08-30,801030.SI,1782.18,1806.75,1813.55,1776.96,1665280000.0,基础化工(申万)
2013-08-30,801180.SI,2679.66,2668.59,2711.69,2663.09,2686880000.0,房地产(申万)
2013-08-30,801750.SI,2212.16,2300.17,2346.99,2182.21,1260490000.0,计算机(申万)
2013-08-30,801010.SI,1601.22,1625.69,1626.53,1596.19,530132000.0,农林牧渔(申万)
2013-08-30,801140.SI,1514.08,1525.81,1536.64,1509.9,791120000.0,轻工制造(申万)
2013-08-30,801710.SI,3022.5,3011.78,3050.0,3006.64,565270000.0,建筑材料(申万)
2013-08-30,801050.SI,2704.78,2769.54,2769.62,2688.68,911658000.0,有色金属(申万)
2013-08-30,801220.SI,2238.99,2352.95,2353.9,2231.95,1988080000.0,信息服务(申万)(退市)
2013-08-30,801160.SI,1756.35,1764.04,1773.16,1749.53,1277690000.0,公用事业(申万)
2013-08-30,801770.SI,1377.88,1426.02,1442.37,1358.9,707647000.0,通信(申万)
2013-08-30,801780.SI,2146.25,2140.91,2158.07,2128.27,840227000.0,银行(申万)
2013-08-30,801890.SI,844.5,850.99,867.09,831.0,1496700000.0,机械设备(申万)
2013-09-02,801130.SI,1492.33,1494.92,1499.27,1474.7,513554000.0,纺织服饰(申万)
2013-09-02,801060.SI,2187.19,2179.76,2190.76,2153.71,1330870000.0,建筑建材(申万)(退市)
2013-09-02,801720.SI,1586.71,1585.68,1590.23,1566.54,939751000.0,建筑装饰(申万)
2013-09-02,801150.SI,4758.36,4711.52,4758.36,4707.5,749501000.0,医药生物(申万)
2013-09-02,801110.SI,2391.99,2391.5,2403.9,2381.76,353397000.0,家用电器(申万)
2013-09-02,801080.SI,1673.29,1642.81,1673.29,1642.76,865144000.0,电子(申万)
2013-09-02,801760.SI,829.97,808.98,849.04,797.61,627403000.0,传媒(申万)
2013-09-02,801190.SI,2075.09,2078.06,2088.73,2062.3,2155070000.0,金融服务(申万)(退市)
2013-09-02,801740.SI,827.12,823.11,845.91,816.28,283815000.0,国防军工(申万)
2013-09-02,801210.SI,2845.66,2807.14,2847.7,2799.48,215697000.0,社会服务(申万)
2013-09-02,801040.SI,1532.77,1531.53,1536.38,1520.53,423681000.0,钢铁(申万)
2013-09-02,801170.SI,1559.13,1626.86,1628.67,1543.23,3156570000.0,交通运输(申万)
2013-09-02,801230.SI,1620.81,1637.55,1638.67,1597.83,451874000.0,综合(申万)
2013-09-02,801020.SI,3146.21,3127.53,3155.34,3091.64,549690000.0,采掘(申万)(退市)
2013-09-02,801790.SI,986.93,986.34,1001.53,971.89,1315450000.0,非银金融(申万)
2013-09-02,801880.SI,2720.9,2674.17,2754.39,2633.75,807414000.0,汽车(申万)
2013-09-02,801120.SI,4705.11,4801.21,4801.47,4694.39,463122000.0,食品饮料(申万)
2013-09-02,801730.SI,3083.86,3057.39,3085.27,3038.82,740783000.0,电力设备(申万)
2013-09-02,801070.SI,3084.65,3037.35,3091.4,3018.35,2289270000.0,机械设备(申万)(退市)
2013-09-02,801200.SI,2857.18,2880.05,2890.36,2820.53,1203140000.0,商贸零售(申万)
2013-09-02,801100.SI,1380.38,1352.39,1382.35,1352.39,589284000.0,信息设备(申万)(退市)
2013-09-02,801090.SI,2652.26,2615.57,2663.45,2609.25,1182790000.0,交运设备(申万)(退市)
2013-09-02,801030.SI,1791.39,1781.54,1792.96,1769.45,1238600000.0,基础化工(申万)
2013-09-02,801180.SI,2626.05,2688.58,2691.66,2589.76,2245300000.0,房地产(申万)
2013-09-02,801750.SI,2255.11,2199.54,2286.56,2176.61,693679000.0,计算机(申万)
2013-09-02,801010.SI,1671.78,1601.56,1676.21,1594.92,951576000.0,农林牧渔(申万)
2013-09-02,801140.SI,1528.58,1510.84,1528.58,1506.27,586280000.0,轻工制造(申万)
2013-09-02,801710.SI,3057.32,3033.41,3064.01,2995.97,391118000.0,建筑材料(申万)
2013-09-02,801050.SI,2735.25,2703.8,2749.78,2687.6,688316000.0,有色金属(申万)
2013-09-02,801220.SI,2279.48,2225.17,2282.89,2225.17,1151890000.0,信息服务(申万)(退市)
2013-09-02,801160.SI,1771.33,1761.56,1771.33,1744.63,944633000.0,公用事业(申万)
2013-09-02,801770.SI,1394.72,1374.84,1411.27,1359.58,420097000.0,通信(申万)
2013-09-02,801780.SI,2152.27,2159.04,2170.91,2142.39,839623000.0,银行(申万)
2013-09-02,801890.SI,861.45,843.67,875.42,828.55,1640050000.0,机械设备(申万)
2013-09-03,801130.SI,1520.13,1491.98,1520.13,1490.4,527548000.0,纺织服饰(申万)
2013-09-03,801060.SI,2217.97,2188.79,2218.36,2185.32,1213830000.0,建筑建材(申万)(退市)
2013-09-03,801720.SI,1609.61,1587.48,1610.4,1585.21,801402000.0,建筑装饰(申万)
2013-09-03,801150.SI,4826.86,4763.41,4826.86,4758.37,740221000.0,医药生物(申万)
2013-09-03,801110.SI,2425.26,2391.5,2425.31,2391.5,481791000.0,家用电器(申万)
2013-09-03,801080.SI,1697.92,1674.73,1697.92,1673.83,864816000.0,电子(申万)
2013-09-03,801760.SI,851.42,840.12,864.71,824.85,573469000.0,传媒(申万)
2013-09-03,801190.SI,2106.36,2083.16,2107.49,2076.06,2386910000.0,金融服务(申万)(退市)
2013-09-03,801740.SI,830.23,822.99,835.33,810.83,221235000.0,国防军工(申万)
2013-09-03,801210.SI,2911.9,2845.68,2912.76,2843.81,215713000.0,社会服务(申万)
2013-09-03,801040.SI,1545.25,1527.53,1545.85,1526.98,401222000.0,钢铁(申万)
2013-09-03,801170.SI,1563.33,1550.39,1572.27,1540.4,2299780000.0,交通运输(申万)
2013-09-03,801230.SI,1659.35,1619.76,1659.35,1619.09,489585000.0,综合(申万)
2013-09-03,801020.SI,3184.14,3154.48,3185.97,3149.37,563390000.0,采掘(申万)(退市)
2013-09-03,801790.SI,995.61,990.14,1002.57,978.3,1168380000.0,非银金融(申万)
2013-09-03,801880.SI,2759.56,2722.17,2787.2,2697.85,821323000.0,汽车(申万)
2013-09-03,801120.SI,4769.76,4707.39,4775.54,4704.42,427572000.0,食品饮料(申万)
2013-09-03,801730.SI,3146.08,3082.87,3146.08,3077.71,916656000.0,电力设备(申万)
2013-09-03,801070.SI,3129.41,3078.47,3129.41,3077.76,2110320000.0,机械设备(申万)(退市)
2013-09-03,801200.SI,2872.61,2844.79,2872.66,2837.56,966451000.0,商贸零售(申万)
2013-09-03,801100.SI,1405.48,1383.35,1405.89,1381.56,683868000.0,信息设备(申万)(退市)
2013-09-03,801090.SI,2682.51,2650.08,2682.51,2643.55,1145740000.0,交运设备(申万)(退市)
2013-09-03,801030.SI,1812.97,1793.67,1812.97,1790.22,1212710000.0,基础化工(申万)
2013-09-03,801180.SI,2704.54,2627.57,2704.54,2618.84,2506510000.0,房地产(申万)
2013-09-03,801750.SI,2304.62,2254.65,2334.01,2225.81,784310000.0,计算机(申万)
2013-09-03,801010.SI,1729.48,1686.76,1736.55,1686.53,1109070000.0,农林牧渔(申万)
2013-09-03,801140.SI,1559.36,1533.16,1560.62,1532.46,908643000.0,轻工制造(申万)
2013-09-03,801710.SI,3098.58,3060.78,3098.58,3054.48,412425000.0,建筑材料(申万)
2013-09-03,801050.SI,2739.41,2729.58,2739.94,2711.26,636627000.0,有色金属(申万)
2013-09-03,801220.SI,2333.57,2292.41,2333.75,2287.08,1149800000.0,信息服务(申万)(退市)
2013-09-03,801160.SI,1787.91,1773.14,1788.62,1767.48,928473000.0,公用事业(申万)
2013-09-03,801770.SI,1415.62,1396.46,1427.28,1381.72,475885000.0,通信(申万)
2013-09-03,801780.SI,2194.03,2162.26,2195.65,2157.83,1218530000.0,银行(申万)
2013-09-03,801890.SI,870.35,858.42,877.81,850.54,1296850000.0,机械设备(申万)
2013-09-04,801130.SI,1522.98,1527.18,1528.69,1516.4,500176000.0,纺织服饰(申万)
2013-09-04,801060.SI,2226.2,2219.71,2228.43,2204.05,1350080000.0,建筑建材(申万)(退市)
2013-09-04,801720.SI,1611.53,1610.24,1616.1,1599.91,812947000.0,建筑装饰(申万)
2013-09-04,801150.SI,4798.67,4823.09,4823.54,4787.13,807614000.0,医药生物(申万)
2013-09-04,801110.SI,2428.62,2426.32,2433.4,2418.65,613537000.0,家用电器(申万)
2013-09-04,801080.SI,1710.72,1697.74,1716.24,1694.27,977491000.0,电子(申万)
2013-09-04,801760.SI,852.44,852.04,875.39,830.49,611957000.0,传媒(申万)
2013-09-04,801190.SI,2100.66,2102.15,2118.22,2097.34,1989190000.0,金融服务(申万)(退市)
2013-09-04,801740.SI,849.42,832.23,863.63,829.04,394263000.0,国防军工(申万)
2013-09-04,801210.SI,2881.3,2899.46,2913.92,2875.58,187004000.0,社会服务(申万)
2013-09-04,801040.SI,1594.14,1548.8,1618.17,1547.43,926877000.0,钢铁(申万)
2013-09-04,801170.SI,1578.26,1562.84,1591.41,1561.97,2277220000.0,交通运输(申万)
2013-09-04,801230.SI,1653.55,1659.06,1661.84,1647.54,372261000.0,综合(申万)
2013-09-04,801020.SI,3200.41,3182.69,3224.5,3165.64,665792000.0,采掘(申万)(退市)
2013-09-04,801790.SI,988.71,993.02,1002.05,980.98,1011680000.0,非银金融(申万)
2013-09-04,801880.SI,2746.37,2754.27,2789.42,2714.98,638773000.0,汽车(申万)
2013-09-04,801120.SI,4791.15,4771.6,4791.15,4755.84,391587000.0,食品饮料(申万)
2013-09-04,801730.SI,3154.09,3143.93,3162.92,3133.12,886099000.0,电力设备(申万)
2013-09-04,801070.SI,3127.73,3128.29,3138.29,3117.13,2052670000.0,机械设备(申万)(退市)
2013-09-04,801200.SI,2880.12,2867.22,2887.4,2863.66,986652000.0,商贸零售(申万)
2013-09-04,801100.SI,1394.23,1403.93,1409.1,1390.92,610484000.0,信息设备(申万)(退市)
2013-09-04,801090.SI,2685.44,2680.15,2702.7,2677.66,1114870000.0,交运设备(申万)(退市)
2013-09-04,801030.SI,1820.38,1813.51,1821.63,1808.09,1538140000.0,基础化工(申万)
2013-09-04,801180.SI,2695.83,2705.27,2717.08,2687.97,2092070000.0,房地产(申万)
2013-09-04,801750.SI,2288.45,2297.67,2339.01,2253.28,714435000.0,计算机(申万)
2013-09-04,801010.SI,1727.29,1746.72,1751.02,1710.21,1562720000.0,农林牧渔(申万)
2013-09-04,801140.SI,1561.34,1563.07,1567.77,1555.59,851632000.0,轻工制造(申万)
2013-09-04,801710.SI,3122.62,3102.96,3122.62,3077.47,537135000.0,建筑材料(申万)
2013-09-04,801050.SI,2756.75,2747.24,2776.58,2725.7,786295000.0,有色金属(申万)
2013-09-04,801220.SI,2327.33,2329.97,2349.74,2305.22,1149550000.0,信息服务(申万)(退市)
2013-09-04,801160.SI,1781.46,1787.15,1787.82,1772.4,767132000.0,公用事业(申万)
2013-09-04,801770.SI,1403.41,1412.2,1431.87,1389.88,433641000.0,通信(申万)
2013-09-04,801780.SI,2194.43,2191.1,2213.97,2191.1,977510000.0,银行(申万)
2013-09-04,801890.SI,866.58,869.5,882.82,855.47,1248410000.0,机械设备(申万)
2013-09-05,801130.SI,1529.09,1524.16,1533.29,1515.51,599570000.0,纺织服饰(申万)
2013-09-05,801060.SI,2210.77,2223.23,2223.83,2208.61,1300050000.0,建筑建材(申万)(退市)
2013-09-05,801720.SI,1598.05,1609.05,1609.05,1595.29,704820000.0,建筑装饰(申万)
2013-09-05,801150.SI,4814.41,4795.04,4827.31,4778.45,934570000.0,医药生物(申万)
2013-09-05,801110.SI,2409.52,2429.89,2429.92,2400.3,357863000.0,家用电器(申万)
2013-09-05,801080.SI,1718.64,1710.56,1723.73,1702.82,1084890000.0,电子(申万)
2013-09-05,801760.SI,896.81,850.49,910.62,841.7,928043000.0,传媒(申万)
2013-09-05,801190.SI,2095.51,2104.83,2105.65,2091.35,1436500000.0,金融服务(申万)(退市)
2013-09-05,801740.SI,840.9,851.37,859.57,833.97,272364000.0,国防军工(申万)
2013-09-05,801210.SI,2877.47,2872.86,2880.47,2856.07,141784000.0,社会服务(申万)
2013-09-05,801040.SI,1564.14,1581.41,1581.41,1551.13,501717000.0,钢铁(申万)
2013-09-05,801170.SI,1570.38,1569.7,1577.93,1551.14,1929120000.0,交通运输(申万)
2013-09-05,801230.SI,1650.39,1653.62,1659.62,1645.9,369329000.0,综合(申万)
2013-09-05,801020.SI,3155.34,3190.29,3190.76,3150.66,555456000.0,采掘(申万)(退市)
2013-09-05,801790.SI,981.64,988.49,995.5,976.74,784024000.0,非银金融(申万)
2013-09-05,801880.SI,2732.28,2743.45,2776.73,2702.24,585053000.0,汽车(申万)
2013-09-05,801120.SI,4863.29,4788.84,4872.22,4766.51,473141000.0,食品饮料(申万)
2013-09-05,801730.SI,3151.71,3154.52,3183.4,3150.35,963825000.0,电力设备(申万)
2013-09-05,801070.SI,3126.9,3127.02,3140.32,3120.09,1911020000.0,机械设备(申万)(退市)
2013-09-05,801200.SI,2868.04,2869.94,2873.91,2846.32,896192000.0,商贸零售(申万)
2013-09-05,801100.SI,1403.51,1393.46,1408.39,1387.52,694885000.0,信息设备(申万)(退市)
2013-09-05,801090.SI,2666.69,2684.99,2689.34,2663.5,930038000.0,交运设备(申万)(退市)
2013-09-05,801030.SI,1819.97,1822.79,1824.37,1813.18,1500600000.0,基础化工(申万)
2013-09-05,801180.SI,2689.24,2702.02,2717.24,2686.28,1843590000.0,房地产(申万)
2013-09-05,801750.SI,2311.21,2283.11,2353.79,2244.88,786591000.0,计算机(申万)
2013-09-05,801010.SI,1711.14,1708.18,1721.5,1691.34,1031740000.0,农林牧渔(申万)
2013-09-05,801140.SI,1574.36,1560.17,1579.04,1554.79,972023000.0,轻工制造(申万)
2013-09-05,801710.SI,3108.14,3119.47,3127.86,3106.92,595230000.0,建筑材料(申万)
2013-09-05,801050.SI,2707.29,2736.55,2736.55,2706.26,702698000.0,有色金属(申万)
2013-09-05,801220.SI,2408.15,2320.44,2412.87,2317.7,1518480000.0,信息服务(申万)(退市)
2013-09-05,801160.SI,1774.63,1779.98,1781.66,1771.52,726704000.0,公用事业(申万)
2013-09-05,801770.SI,1420.28,1401.16,1437.63,1385.78,498727000.0,通信(申万)
2013-09-05,801780.SI,2195.95,2202.69,2205.57,2190.81,652471000.0,银行(申万)
2013-09-05,801890.SI,865.7,865.54,878.67,851.95,1019820000.0,机械设备(申万)
2013-09-06,801130.SI,1545.07,1526.05,1546.46,1524.5,548763000.0,纺织服饰(申万)
2013-09-06,801060.SI,2215.7,2207.87,2221.9,2200.83,1205620000.0,建筑建材(申万)(退市)
2013-09-06,801720.SI,1603.65,1594.56,1609.69,1592.41,735238000.0,建筑装饰(申万)
2013-09-06,801150.SI,4825.81,4804.56,4828.54,4801.64,814480000.0,医药生物(申万)
2013-09-06,801110.SI,2393.59,2401.86,2407.44,2382.76,461433000.0,家用电器(申万)
2013-09-06,801080.SI,1725.88,1716.66,1730.28,1711.25,1061410000.0,电子(申万)
2013-09-06,801760.SI,912.52,899.72,929.93,880.58,817592000.0,传媒(申万)
2013-09-06,801190.SI,2121.1,2092.14,2130.52,2091.47,2167860000.0,金融服务(申万)(退市)
2013-09-06,801740.SI,868.75,840.71,872.72,836.96,407408000.0,国防军工(申万)
2013-09-06,801210.SI,2914.88,2873.3,2914.88,2873.3,152577000.0,社会服务(申万)
2013-09-06,801040.SI,1571.21,1556.84,1578.99,1548.41,411737000.0,钢铁(申万)
2013-09-06,801170.SI,1622.4,1565.88,1630.62,1565.88,2429420000.0,交通运输(申万)
2013-09-06,801230.SI,1663.56,1648.16,1668.01,1647.21,395936000.0,综合(申万)
2013-09-06,801020.SI,3165.57,3148.87,3175.22,3146.87,469626000.0,采掘(申万)(退市)
2013-09-06,801790.SI,989.85,980.54,1001.09,976.0,998778000.0,非银金融(申万)
2013-09-06,801880.SI,2774.72,2730.0,2800.49,2703.76,752704000.0,汽车(申万)
2013-09-06,801120.SI,4851.69,4848.19,4873.66,4838.61,338674000.0,食品饮料(申万)
2013-09-06,801730.SI,3177.2,3146.99,3183.68,3140.3,1034540000.0,电力设备(申万)
2013-09-06,801070.SI,3149.21,3122.14,3152.72,3116.87,2043150000.0,机械设备(申万)(退市)
2013-09-06,801200.SI,2872.49,2865.04,2882.56,2850.41,938385000.0,商贸零售(申万)
2013-09-06,801100.SI,1409.93,1400.61,1412.43,1398.76,686597000.0,信息设备(申万)(退市)
2013-09-06,801090.SI,2716.32,2664.19,2716.32,2664.13,1254100000.0,交运设备(申万)(退市)
2013-09-06,801030.SI,1826.68,1816.8,1828.33,1814.94,1588490000.0,基础化工(申万)
2013-09-06,801180.SI,2698.08,2687.0,2712.58,2678.34,1940280000.0,房地产(申万)
2013-09-06,801750.SI,2323.93,2303.19,2361.77,2271.34,785234000.0,计算机(申万)
2013-09-06,801010.SI,1714.56,1698.46,1724.79,1696.83,950059000.0,农林牧渔(申万)
2013-09-06,801140.SI,1583.77,1570.49,1586.39,1567.16,935566000.0,轻工制造(申万)
2013-09-06,801710.SI,3108.78,3108.39,3121.95,3088.85,470385000.0,建筑材料(申万)
2013-09-06,801050.SI,2720.23,2695.22,2724.8,2695.22,588814000.0,有色金属(申万)
2013-09-06,801220.SI,2437.7,2410.84,2448.26,2393.1,1408840000.0,信息服务(申万)(退市)
2013-09-06,801160.SI,1784.11,1773.84,1788.51,1766.21,838163000.0,公用事业(申万)
2013-09-06,801770.SI,1427.25,1418.9,1447.7,1400.96,492608000.0,通信(申万)
2013-09-06,801780.SI,2228.39,2192.36,2237.98,2190.26,1169080000.0,银行(申万)
2013-09-06,801890.SI,870.62,863.75,880.86,854.19,1102600000.0,机械设备(申万)
2013-09-09,801130.SI,1566.17,1551.39,1576.05,1551.39,791057000.0,纺织服饰(申万)
2013-09-09,801060.SI,2254.91,2224.55,2262.16,2221.66,1763090000.0,建筑建材(申万)(退市)
2013-09-09,801720.SI,1635.42,1607.82,1641.83,1605.1,1228110000.0,建筑装饰(申万)
2013-09-09,801150.SI,4796.53,4819.54,4819.98,4773.77,933780000.0,医药生物(申万)
