,CSI300,SP500,HSI,CR_GOV,CR_CORP,159934.SZ
2006-11-02,0.016694462647737666,-0.03436740249171381,1.4051403112091447,0.026907036352294838,0.041457651603278155,
2006-11-03,0.5818853479795022,-0.22257700539063957,0.18636329356271966,0.03586479012710613,0.016578249374839264,
2006-11-06,1.3083503999464352,1.1282589583801694,0.9916698048370337,-0.04483299783680494,-0.041450777795577626,
2006-11-07,0.5431900644066181,0.2215289291624749,0.014573926532040812,-0.044853106829552104,-0.09955202415015939,
2006-11-08,-1.1897520707009492,0.20805046947438272,-0.6785092738233703,-0.008973036032767022,0.09955202415016197,
2006-11-09,1.756048574445623,-0.5347238731926541,0.7500280101615595,0.0896941489857404,-0.008292217758380236,
2006-11-10,-1.3637403405516886,0.18628390842335413,-0.3261814539802706,0.044816923620217344,-0.04147140606031172,
2006-11-13,-1.8983462111756695,0.2545818857238841,-0.11970441856845893,0.008960974960066048,0.016590626334190794,
2006-11-14,1.2121156433458848,0.6336335480975379,0.052348587677647385,-0.017922752982826275,0.06633499414059724,
2006-11-15,2.7068177753964338,0.24016156127632912,1.1302304956556295,-0.008962581229391555,-0.03316199665609498,
2006-11-16,-0.09608709854198264,0.22815628940812743,0.3193449950542,0.00896258122940058,0.008291530206650707,
2006-11-17,1.8606378007770177,0.10282189869673483,0.14941268060608637,0.017922752982827125,0.4797362385244552,
2006-11-20,1.9697382758944326,-0.04996966231685479,-1.1961123625737613,-0.08964590470370394,-0.016504373696481545,
2006-11-21,1.1911888717752532,0.1648052140394323,0.28274970217771134,-0.02690944986413437,-0.008253208439472698,
2006-11-22,0.7279384313210058,0.23354348612123552,1.2676372968787404,0.008970621221549572,-0.09909166789360249,
2006-11-23,0.6680720607275489,0.0,0.0754489520840634,-0.03588731421972378,0.08258320727006944,
2006-11-24,0.10184950019876239,-0.36622247953419457,-0.02606058009403978,-0.008973841258763916,-0.1486989121578367,
2006-11-27,0.9257509215037063,-1.3691214096989062,-0.292687117925009,-0.06283944728530995,-0.057887121732223455,
